,ENX FP Equity_DX_SI_QTY,ENX FP Equity_DX_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENX FP Equity_DX_SI_MV,ENX FP Equity_DX_DSS,ENX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY,ENX FP Equity_DX_BROKER_SI_QTY,ENX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENX FP Equity_DX_BROKER_SI_MV_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENX FP Equity_DX_BROKER_SI_MV_INC_x,ENX FP Equity_DX_SUPPLY_SI_MV_NEW,ENX FP Equity_DX_BROKER_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_NEW,ENX FP Equity_DX_SUPPLY_SI_MV_DEC,ENX FP Equity_DX_BROKER_SI_QTY_INC,ENX FP Equity_DX_SUPPLY_SI_QTY_DEC,ENX FP Equity_DX_BROKER_SI_MV_NEW_y,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENX FP Equity_DX_BROKER_SI_MV_INC_y,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENX FP Equity_DX_BROKER_SI_MV_ADD,ENX FP Equity_DX_SUPPLY_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_DEC,ENX FP Equity_DX_SUPPLY_SI_MV,ENX FP Equity_DX_BROKER_SI_MV_DEC,ENX FP Equity_DX_SUPPLY_SI_MV_RMV,ENX FP Equity_DX_BROKER_SI_MV_RMV,ENX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENX FP Equity_DX_UTILIZATION_QUANTITY,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENX FP Equity_DX_ACTIVE_UTILIZATION_MV,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENX FP Equity_DX_BROKER_SI_CON_RATIO,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENX FP Equity_DX_DEMAND_SUPPLY_RATIO,ENX FP Equity_PX_LAST
2020-01-30,382637.0,30228323.0,0.69,3.92,0.55,30.23,0.0,11012916.0,277160.0,139404.0,21895640.0,,,5568.0,,,,,0.43,,5368.0,,,,5568.0,,16832.0,9438.0,21.83,0.78,,,1.81,1.81,15071499.0,1190648421.0,,1184.7,1.81,28.28,0.2195,30.43,0.0249,79.0
2020-01-31,393441.0,30826102.35,0.71,4.12,0.56,30.94,0.0,10610392.05,287964.0,135423.0,22561979.4,,,10985.0,,,,,0.31,,3981.0,,,,10985.0,,3800.0,3981.0,22.61,0.31,,,1.92,1.92,14679083.0,1150106153.05,,1154.19,1.92,27.36,0.223,32.58,0.0263,78.35
2020-02-03,359449.0,28396471.0,0.65,3.73,0.51,28.22,0.0,10698417.0,253972.0,135423.0,20063788.0,,,,,,,,2.67,,33992.0,,,,,,,20622.0,19.84,1.63,,,1.66,1.66,15069314.0,1190475806.0,,1175.88,1.66,28.64,0.2129,28.87,0.0235,79.0
2020-02-04,301302.0,24284941.2,0.55,3.1,0.43,25.77,0.0,8485406.8,219119.0,105278.0,17660991.4,,,,,,,,0.63,,28223.0,,,,,,,9523.0,19.07,0.75,,,1.43,1.43,15139563.0,1220248777.8,,1203.11,1.56,31.36,0.2453,31.87,0.0196,80.6
2020-02-05,291728.0,23352826.4,0.53,2.98,0.42,23.45,0.0,8336487.05,210682.0,104141.0,16865094.1,,,,,,,,0.65,,8437.0,,,,,,,1137.0,16.9,0.08,,,1.37,1.37,15144214.0,1212294330.7,,1219.13,1.37,26.68,0.2455,34.72,0.019,80.05
2020-02-06,293563.0,23529074.45,0.53,3.03,0.42,23.59,0.0,8322295.1,210375.0,103834.0,16861556.25,,,1427.0,,,,,0.2,,2449.0,,,,1427.0,,715.0,307.0,16.86,0.03,,,1.37,1.37,15128799.0,1212573239.85,,1212.09,1.37,26.68,0.2463,34.8,0.0191,80.15
2020-02-07,292859.0,23560506.55,0.53,3.04,0.42,23.61,0.0,8192384.4,211673.0,101832.0,17029092.85,,,,,,,,0.16,,2002.0,,,,,,3300.0,2002.0,17.02,0.16,,,1.38,1.38,15078353.0,1213053498.85,,1211.15,1.39,27.7,0.2503,34.66,0.0192,80.45
2020-02-10,294847.0,23646729.4,0.53,3.01,0.42,23.74,0.0,8326364.0,211673.0,103820.0,16976174.6,,,,,,1988.0,,,,,,,,,0.16,,,17.0,,,,1.39,1.39,15052727.0,1207228705.4,,1211.78,1.38,27.54,0.2467,34.38,0.0193,80.2
2020-02-11,290747.0,23463282.9,0.53,2.97,0.42,23.51,0.0,8265294.0,208973.0,102420.0,16864121.1,,,,,,,,0.22,,2700.0,,,,,,,1400.0,16.84,0.11,,,1.37,1.37,15035112.0,1213333538.4,,1208.8,1.37,27.3,0.2491,34.76,0.0191,80.7
2020-02-12,293838.0,23859645.6,0.53,2.97,0.42,23.89,0.0,8567493.2,212064.0,105511.0,17219596.8,,,3091.0,0.25,,,,,3091.0,,,,0.25,3091.0,,,,17.18,,,,1.39,1.39,15018348.0,1219489857.6,,1216.12,1.39,26.96,0.244,34.41,0.0193,81.2
2020-02-13,296222.0,24142093.0,0.54,2.92,0.42,24.12,0.0,8309658.5,218000.0,101959.0,17767000.0,,,7500.0,,,,,0.13,,1564.0,,,,7500.0,,,3552.0,17.67,0.28,,,1.43,1.43,14986852.0,1221428438.0,,1220.23,1.43,28.95,0.2512,34.03,0.0195,81.5
2020-02-14,288937.0,23360556.45,0.52,2.85,0.41,23.96,0.0,8859057.9,210715.0,109574.0,17036307.75,,,,0.62,,,,0.68,7615.0,14900.0,,,0.62,,,7615.0,,17.57,,,,1.39,1.39,14999377.0,1212699630.45,,1219.71,1.42,26.35,0.2378,33.98,0.019,80.85
2020-02-17,297262.0,24063358.9,0.54,2.93,0.42,24.13,0.0,9875819.05,217740.0,121999.0,17626053.0,,,12425.0,0.89,,1300.0,,0.44,11125.0,5400.0,,,0.89,12425.0,0.11,,,17.62,,,,1.43,1.43,14993982.0,1213762842.9,,1213.47,1.43,22.35,0.2221,33.94,0.0195,80.95
2020-02-18,303815.0,24730541.0,0.55,3.01,0.43,24.78,0.0,9632062.0,224871.0,118330.0,18304499.4,,,10800.0,,,,,0.3,,3669.0,,,,10800.0,,,3669.0,18.28,0.29,,,1.48,1.48,14990308.0,1220211071.2,,1217.55,1.48,25.39,0.2271,33.15,0.02,81.4
2020-02-19,303815.0,24988783.75,0.55,3.01,0.43,24.99,0.0,9732642.5,224871.0,118330.0,18495639.75,,,,,,,,,,,,,,,,,,18.43,,,,1.48,1.48,14979942.0,1232100229.5,,1224.16,1.48,25.39,0.2275,33.21,0.02,82.25
2020-02-20,299866.0,24304139.3,0.54,3.01,0.43,24.45,0.0,9270580.05,220922.0,114381.0,17905728.1,,,,,,,,0.32,,3949.0,,,,,,,3949.0,17.99,0.3,,,1.45,1.45,14992708.0,1215158983.4,,1227.28,1.44,25.8,0.2309,33.46,0.0197,81.05
2020-02-21,285967.0,23163327.0,0.52,2.89,0.41,23.9,0.0,9426942.0,205022.0,116382.0,16606782.0,,,,,,2001.0,,0.65,,15900.0,,,,,0.16,,,17.3,,,,1.35,1.35,14999621.0,1214969301.0,,1214.59,1.4,23.56,0.2273,34.22,0.0188,81.0
2020-02-24,280003.0,22624242.4,0.51,2.83,0.4,22.7,0.0,9164174.4,199058.0,113418.0,16083886.4,,,,,,,,0.5,,5964.0,,,,,,,2964.0,16.09,0.26,,,1.31,1.31,15003748.0,1212302838.4,,1214.1,1.31,22.67,0.2318,35.95,0.0184,80.8
2020-02-25,311103.0,24546026.7,0.56,3.12,0.44,24.77,0.0,9272170.2,226058.0,117518.0,17835976.2,,,,0.33,,,,,4100.0,,,,0.33,,,27000.0,,18.0,,,,1.48,1.48,15028781.0,1185770820.9,,1204.48,1.47,27.58,0.2282,32.15,0.0204,78.9
2020-02-26,315496.0,24955733.6,0.57,3.2,0.45,24.99,0.0,9524510.1,232352.0,120411.0,18379043.2,,,4794.0,0.34,,,,,4794.0,,,,0.34,4794.0,,1500.0,1901.0,18.36,0.15,,,1.52,1.52,15058731.0,1191145622.1,,1188.76,1.52,27.5,0.2272,31.93,0.0206,79.1
2020-02-27,344905.0,26764628.0,0.63,3.49,0.49,27.01,0.0,11626032.0,258916.0,149820.0,20091881.6,,,26564.0,0.36,,23442.0,,,5967.0,,,,0.36,26564.0,1.92,,,20.2,,,,1.69,1.69,15098774.0,1171664862.4,,1181.61,1.68,25.13,0.1975,28.97,0.0225,77.6
2020-02-28,234174.0,17621593.5,0.42,2.37,0.33,17.87,0.0,10164694.75,144968.0,135079.0,10908842.0,,12335.0,1165.0,0.21,0.93,,,9.21,3085.0,117958.0,,12335.0,0.21,1165.0,,2845.0,17826.0,11.11,1.48,0.98,,0.94,0.94,15223923.0,1145600205.75,12335.0,1167.67,0.94,29.48,0.2479,37.36,0.0152,75.25
2020-03-02,241682.0,18440336.6,0.44,2.37,0.35,18.39,0.0,10978578.1,153776.0,143887.0,11733108.8,,,3756.0,0.73,,,,0.11,10108.0,1300.0,,,0.73,3756.0,,6352.0,1300.0,11.57,0.1,,,1.0,1.0,15218401.0,1161163996.3,,1146.03,1.0,28.81,0.2362,35.81,0.0157,76.3
2020-03-03,279689.0,21983555.4,0.51,2.66,0.4,21.77,0.0,13572255.0,190577.0,172675.0,14979352.2,,,26664.0,2.25,,,,0.04,28788.0,776.0,,,2.25,26664.0,,10913.0,,14.64,,,,1.24,1.24,15231140.0,1197167604.0,,1173.15,1.23,25.12,0.217,34.03,0.0181,78.6
2020-03-04,284182.0,22478796.2,0.52,2.64,0.41,22.54,0.0,14013988.8,193076.0,177168.0,15272311.6,,,4616.0,0.6,,,,0.15,6610.0,2117.0,,,0.6,4616.0,,,2117.0,15.24,0.09,,,1.25,1.25,15257179.0,1206842858.9,,1203.33,1.25,24.45,0.2132,33.53,0.0184,79.1
2020-03-05,305158.0,24397382.1,0.55,2.76,0.44,24.22,0.0,14905878.0,215707.0,186440.0,17245774.65,,,3395.0,0.85,,,,,10927.0,,,,0.85,3395.0,,19236.0,1655.0,17.05,0.13,,,1.4,1.4,15226907.0,1217391214.65,,1204.95,1.4,26.55,0.2138,31.3,0.0198,79.95
2020-03-06,331804.0,25051202.0,0.6,2.96,0.47,25.82,0.0,14765233.0,214246.0,195566.0,16175573.0,,,17520.0,1.91,,,,1.43,28107.0,18981.0,,,1.91,17520.0,,,18981.0,16.83,1.43,,,1.39,1.39,15236559.0,1150360204.5,,1190.52,1.39,28.65,0.2501,37.68,0.0215,75.5
2020-03-09,365161.0,26802817.4,0.66,3.18,0.52,27.39,0.0,14318872.0,249198.0,195080.0,18291133.2,,,2317.0,,,1117.0,,0.01,,91.0,,,,2317.0,0.08,32726.0,1603.0,18.86,0.36,,,1.61,1.61,15220846.0,1117210096.4,,1140.08,1.63,34.71,0.2638,35.06,0.0236,73.4
2020-03-10,399056.0,28133448.0,0.72,3.31,0.57,28.5,0.0,15339037.5,277786.0,217575.0,19583913.0,,,29853.0,1.33,,28974.0,,1.75,18058.0,21949.0,,,1.33,29853.0,1.61,20684.0,24537.0,20.3,1.9,,,1.74,1.74,15717853.0,1108108636.5,,1143.75,1.74,31.87,0.2419,35.57,0.0249,70.5
2020-03-11,478252.0,34242843.2,0.87,3.87,0.68,34.25,0.0,20504163.6,347540.0,286371.0,24883864.0,,,59969.0,4.95,,,,0.7,68796.0,7972.0,,,4.95,59969.0,,17757.0,,24.62,,,,2.18,2.18,15561420.0,1114197672.0,,1105.8,2.18,29.43,0.2344,36.17,0.0301,71.6
2020-03-12,442962.0,30054971.7,0.8,3.52,0.63,31.27,0.0,18379275.85,332591.0,270881.0,22566299.35,,,10039.0,0.49,,,,3.37,6531.0,47942.0,,,0.49,10039.0,,23700.0,22021.0,23.7,2.05,0.05,,2.18,2.18,14924532.0,1012629496.2,746.0,1051.93,2.2,27.51,0.2117,34.19,0.029,67.85
2020-03-13,425510.0,28828302.5,0.77,3.1,0.61,29.04,0.0,19676564.75,294291.0,290429.0,19938215.25,,,,0.99,,4000.0,,1.34,16308.0,15500.0,,,0.99,,0.27,900.0,760.0,19.93,0.09,1.61,,1.87,1.87,15432867.0,1045576739.25,23700.0,1045.47,1.87,19.42,0.1938,36.25,0.0271,67.75
2020-03-16,695386.0,43148701.3,1.26,4.73,0.99,46.04,0.0,33204320.1,499176.0,535122.0,30973870.8,,,83269.0,15.76,,,,2.51,247809.0,35984.0,,,15.76,83269.0,,157600.0,3116.0,33.48,0.22,,,3.15,3.15,15371737.0,953816280.85,,1008.0,3.21,19.66,0.2133,38.21,0.0438,62.05
2020-03-17,882788.0,55439086.4,1.6,5.69,1.26,55.43,1.0,38188366.0,691095.0,608095.0,43400766.0,,,129324.0,7.97,,,,3.67,124280.0,47505.0,,,7.97,129324.0,,110100.0,51307.0,43.3,4.53,,,4.36,4.36,15174726.0,952972792.8,,950.12,4.36,18.2,0.2697,45.48,0.0556,62.8
2020-03-18,896964.0,52023912.0,1.63,5.52,1.28,54.8,1.0,35078922.0,703008.0,604809.0,40774464.0,,,10244.0,0.23,,1700.0,,0.45,3463.0,7798.0,,,0.23,10244.0,0.11,9467.0,8449.0,44.12,2.11,,,4.42,4.42,15190495.0,881048710.0,,930.9,4.53,20.12,0.2551,42.82,0.0564,58.0
2020-03-19,783555.0,44427568.5,1.42,4.65,1.12,45.3,1.0,33927749.1,591253.0,598373.0,33524045.1,,,,0.22,,,,7.33,3653.0,111755.0,,,0.22,,,,10089.0,34.56,0.8,,,3.67,3.67,15509811.0,879406283.7,,897.49,3.71,16.31,0.301,50.33,0.0487,56.7
2020-03-20,738237.0,44035837.05,1.34,4.25,1.05,42.79,1.0,32433255.9,606250.0,543726.0,36162812.5,,,14997.0,0.62,,,,1.5,14997.0,24509.0,,,0.62,14997.0,,,69644.0,35.44,3.4,,,3.75,3.75,15552829.0,927726249.85,,894.9,3.81,18.91,0.2976,49.17,0.0457,59.65
2020-03-23,687240.0,41371848.0,1.25,3.82,0.98,41.17,0.0,29881112.8,535135.0,496364.0,32215127.0,,,,0.23,,,,2.56,2753.0,47306.0,,,0.23,,,700.0,50115.0,31.84,2.18,,,3.62,3.62,14253450.0,858057690.0,,852.04,3.6,20.24,0.3198,51.35,0.0465,60.2
2020-03-24,595186.0,39907221.3,1.08,3.24,0.85,38.26,0.0,30217423.5,447143.0,450670.0,29980938.15,,,41629.0,7.95,,,,8.52,96267.0,144856.0,,,7.95,41629.0,,15235.0,141961.0,26.96,8.42,,,3.0,3.0,14442997.0,968402948.85,,903.37,2.9,7.98,0.5025,69.74,0.04,67.05
2020-03-25,592994.0,46253532.0,1.07,3.11,0.85,43.36,0.0,35338758.0,445700.0,453061.0,34764600.0,,,3972.0,0.22,,,,0.29,2391.0,5415.0,,,0.22,3972.0,,,,29.79,,,,2.98,2.98,14491032.0,1130300496.0,,1020.59,2.84,7.54,0.5179,70.99,0.0397,78.0
2020-03-26,597322.0,43007184.0,1.08,3.09,0.85,44.55,0.0,33572880.0,443667.0,466290.0,31944024.0,,,4161.0,0.16,,,,0.68,22612.0,24354.0,,,0.16,4161.0,,18160.0,9383.0,34.21,0.18,,,2.98,2.98,14442515.0,1039861080.0,,1087.99,3.05,6.85,0.499,69.66,0.0401,72.0
2020-03-27,535899.0,35958822.9,0.97,2.68,0.77,36.67,0.0,32939591.3,464837.0,490903.0,31190562.7,,,20848.0,0.0,,,,0.28,24613.0,3443.0,,,0.0,20848.0,,3765.0,,33.22,,,,3.13,3.13,14398922.0,966167666.2,,1024.72,3.14,7.61,0.4348,64.47,0.0361,67.1
2020-03-30,580383.0,38885661.0,1.05,2.89,0.83,38.96,0.0,30311403.0,449545.0,452409.0,30119515.0,,,7020.0,0.23,,2000.0,,2.56,5020.0,22662.0,,,0.23,7020.0,0.14,350.0,45514.0,30.19,3.21,,,3.03,3.03,14387266.0,963946822.0,,965.74,3.03,7.49,0.489,68.79,0.0391,67.0
2020-03-31,528369.0,35823418.2,0.96,2.58,0.75,35.61,0.0,26953551.0,394681.0,397545.0,26759371.8,,,2850.0,0.06,,,,3.88,1819.0,57714.0,,,0.06,2850.0,,,56683.0,26.45,3.78,,,2.65,2.65,14494738.0,982743236.4,,975.21,2.64,8.14,0.5971,76.51,0.0355,67.8
2020-04-01,575008.0,38036779.2,1.04,2.7,0.82,38.52,0.0,20532960.0,408114.0,310400.0,26996741.1,,23700.0,1352.0,,1.57,,,0.78,,11619.0,,23700.0,,1352.0,,,87145.0,27.65,6.23,,,2.53,2.53,15742561.0,1041370410.15,,1059.57,2.54,9.0,0.5877,75.71,0.0356,66.15
2020-04-02,358744.0,23497732.0,0.65,1.66,0.51,24.1,0.0,15976825.5,314107.0,243921.0,20574008.5,,,28038.0,,,67010.0,,14.1,,205241.0,,,,28038.0,4.82,83196.0,133489.0,20.86,8.89,,,1.94,1.94,15842700.0,1037696850.0,,1047.39,1.95,25.27,0.2264,33.33,0.0222,65.5
2020-04-03,239923.0,16362748.6,0.43,1.11,0.34,15.97,0.0,10341234.2,193359.0,151631.0,13187083.8,,,,,,,,8.02,,120748.0,,,,,,,92290.0,12.77,5.98,,,1.2,1.2,15962016.0,1088609491.2,,1051.4,1.2,27.97,0.1948,29.1,0.0149,68.2
2020-04-06,240993.0,17303297.4,0.44,1.11,0.34,16.7,0.0,9609783.8,204027.0,133841.0,14649138.6,,,,,,,,0.77,,12032.0,,,,,,23700.0,12032.0,14.0,0.74,,,1.26,1.26,16029824.0,1150941363.2,,1111.41,1.24,28.38,0.2435,37.63,0.0148,71.8
2020-04-07,210697.0,15159649.15,0.38,0.98,0.3,15.09,0.0,7403295.25,175081.0,102895.0,12597077.95,,,,,,,,1.79,,28946.0,,,,,,,30946.0,12.48,2.02,,,1.1,1.1,15756105.0,1133651754.75,,1126.98,1.1,28.46,0.284,42.92,0.0132,71.95
2020-04-08,194141.0,13919909.7,0.35,0.88,0.28,14.01,0.0,6430844.7,159877.0,89691.0,11463180.9,,,,,,,,1.03,,15204.0,,,,,,,13204.0,11.52,0.91,,,1.01,1.01,15675790.0,1123954143.0,,1127.26,1.01,24.53,0.2974,46.44,0.0123,71.7
2020-04-09,149313.0,10750536.0,0.27,0.68,0.21,10.74,0.0,4025664.0,113769.0,55912.0,8191368.0,,,,,,1280.0,,3.34,,46108.0,,,,,0.09,,35059.0,8.16,2.53,,,0.72,0.72,15741999.0,1133423928.0,,1127.58,0.72,15.42,0.3256,53.12,0.0094,72.0
2020-04-10,150593.0,10842696.0,0.27,0.68,0.22,10.87,0.0,4025664.0,115049.0,55912.0,8283528.0,,,565.0,,,,,,,,,,,565.0,,715.0,,8.29,,,,0.73,0.73,15725114.0,1132208208.0,,1131.38,0.73,15.42,0.3259,53.15,0.0095,
2020-04-13,134193.0,9661896.0,0.24,0.61,0.19,9.7,0.0,4025664.0,98649.0,55912.0,7102728.0,,,,,,,,1.18,,16400.0,,,,,,,,7.11,,,,0.62,0.62,15742162.0,1133435664.0,,1134.23,0.62,17.37,0.2775,47.16,0.0085,
2020-04-14,134193.0,9655186.35,0.24,0.61,0.19,9.67,0.0,4022868.4,98649.0,55912.0,7097795.55,,,,,,,,,,,,,,,,,,7.08,,,,0.62,0.62,15739291.0,1132441987.45,,1129.1,0.62,17.43,0.2767,47.04,0.0085,71.95
2020-04-15,122644.0,8805839.2,0.22,0.56,0.18,8.86,0.0,3185263.4,87100.0,44363.0,6253780.0,,,,,,,,0.83,,11549.0,,,,,,,11549.0,6.27,0.83,,,0.55,0.55,15631486.0,1122340694.8,,1126.39,0.55,19.09,0.3261,51.91,0.0078,71.8
2020-04-16,120084.0,8646048.0,0.22,0.55,0.17,8.68,0.0,3101976.0,85820.0,43083.0,6179040.0,,,,,,,,0.09,,1280.0,,,,,,,1280.0,6.18,0.09,,,0.55,0.55,15561874.0,1120454928.0,,1121.02,0.55,19.26,0.3331,52.48,0.0077,72.0
2020-04-17,120084.0,8622031.2,0.22,0.56,0.17,8.66,0.0,3093359.4,85820.0,43083.0,6161876.0,,,,,,,,,,,,,,,,,,6.17,,,,0.54,0.54,15713998.0,1128265056.4,,1129.27,0.54,19.34,0.332,52.33,0.0076,71.8
2020-04-20,120084.0,8375859.0,0.22,0.56,0.17,8.57,0.0,3005039.25,85820.0,43083.0,5985945.0,,,,,,,,,,,,,,,,,,6.12,,,,0.53,0.53,16013299.0,1116927605.25,,1141.27,0.53,19.49,0.3327,52.37,0.0075,69.75
2020-04-21,120084.0,8141695.2,0.22,0.57,0.17,8.32,0.0,2921027.4,85820.0,43083.0,5818596.0,,,,,,,,,,,,,,,,,,5.93,,,,0.53,0.53,15995983.0,1084527647.4,,1108.22,0.53,19.51,0.3332,52.42,0.0075,67.8
2020-04-22,118373.0,8422238.95,0.21,0.57,0.17,8.2,0.0,2943617.8,85820.0,41372.0,6106093.0,,,,,,,,,,,,,,,,,1711.0,5.91,0.16,,,0.53,0.53,15990172.0,1137700737.8,,1101.6,0.53,17.76,0.3371,53.29,0.0074,71.15
2020-04-23,113552.0,7891864.0,0.21,0.56,0.16,8.06,0.0,2644544.5,84320.0,38051.0,5860240.0,,,,,,,,1.78,,25200.0,,,,,,23700.0,3321.0,5.98,0.16,,,0.52,0.52,15990390.0,1111332105.0,,1132.31,0.53,17.1,0.351,54.75,0.0071,69.5
2020-04-24,113552.0,8175744.0,0.21,0.57,0.16,8.02,0.0,2739672.0,84320.0,38051.0,6071040.0,,,,,,,,,,,,,,,,,,5.94,,,,0.52,0.52,15997594.0,1151826768.0,,1122.8,0.53,16.79,0.3511,54.85,0.0071,72.0
2020-04-27,88861.0,6642359.75,0.16,0.46,0.13,6.47,0.0,2770235.0,60620.0,37060.0,4531345.0,,,,,,,,1.71,,23700.0,,,,,,,991.0,4.36,0.02,,,0.38,0.38,15963079.0,1193240155.25,,1161.42,0.37,20.58,0.2611,42.58,0.0055,74.75
2020-04-28,87168.0,6677068.8,0.16,0.48,0.12,6.58,0.0,2709112.2,60620.0,35367.0,4643492.0,,,,,,,,,,,,,,,,,1693.0,4.53,0.08,,,0.38,0.38,15914059.0,1219016919.4,,1199.0,0.38,19.04,0.2652,43.67,0.0055,76.6
2020-04-29,91404.0,7266618.0,0.17,0.53,0.13,7.08,0.0,3148438.5,61856.0,39603.0,4917552.0,,,,,,4236.0,,,,,,,,,0.33,1236.0,,4.72,,,,0.39,0.39,15887709.0,1263072865.5,,1228.13,0.38,18.11,0.2398,41.3,0.0057,79.5
2020-04-30,94590.0,7245594.0,0.17,0.58,0.14,7.48,0.0,3277637.4,63014.0,42789.0,4826872.4,,,,0.3,,,,,3186.0,,,,0.3,,,1158.0,,4.99,,,,0.39,0.39,15960845.0,1222600727.0,,1252.04,0.4,19.99,0.2357,40.28,0.0059,76.6
2020-05-01,94590.0,7245594.0,0.17,0.61,0.14,7.26,0.0,3277637.4,63014.0,42789.0,4826872.4,,,,,,,,,,,,,,,,,,4.81,,,,0.39,0.39,16006866.0,1226125935.6,,1224.41,0.39,19.84,0.2347,40.22,0.0059,
2020-05-04,92563.0,7150491.75,0.17,0.59,0.13,7.16,0.0,3148864.5,63014.0,40762.0,4867831.5,,,,,,,,,,,,,,,,,2027.0,4.86,0.16,,,0.39,0.39,16041739.0,1239224337.75,,1236.21,0.39,17.89,0.2379,41.32,0.0057,77.25
2020-05-05,92563.0,7284708.1,0.17,0.63,0.13,7.24,0.0,3207969.4,63014.0,40762.0,4959201.8,,,,,,,,,,,,,,,,,,4.9,,,,0.39,0.39,16030365.0,1261589725.5,,1248.39,0.39,17.84,0.2366,41.13,0.0058,78.7
2020-05-06,86163.0,7121371.95,0.16,0.61,0.12,6.89,0.0,2980524.3,61314.0,36062.0,5067602.1,,,,,,,,0.13,,1700.0,,,,,,,4700.0,4.84,0.37,,,0.38,0.38,16042383.0,1325902954.95,,1283.12,0.38,18.77,0.26,43.16,0.0054,82.65
2020-05-07,84982.0,6994018.6,0.15,0.61,0.12,7.04,0.0,2870706.3,61314.0,34881.0,5046142.2,,,,,,,,,,,,,,,,,1181.0,5.05,0.03,,,0.38,0.38,16014555.0,1317997876.5,,1319.05,0.38,17.89,0.2646,44.04,0.0053,82.3
2020-05-08,106618.0,8971904.7,0.19,0.78,0.15,8.83,0.0,4755905.55,61314.0,56517.0,5159573.1,,,,1.77,,,,,21636.0,,,,1.77,,,,,5.03,,,,0.38,0.38,16029694.0,1348898750.1,,1324.44,0.38,20.47,0.213,34.76,0.0066,84.15
2020-05-11,107863.0,8979594.75,0.2,0.84,0.15,9.11,0.0,4933561.5,64814.0,59262.0,5395765.5,,,,0.33,,,,0.12,3500.0,1500.0,,,0.33,,,5000.0,755.0,5.47,0.03,,,0.41,0.41,15902423.0,1323876714.75,,1336.67,0.41,23.22,0.2166,34.33,0.0068,83.25
2020-05-12,107863.0,8887911.2,0.2,0.86,0.15,8.98,0.0,4883188.8,64814.0,59262.0,5340673.6,,,,,,,,,,,,,,,,,,5.38,,,,0.41,0.41,15891429.0,1309453749.6,,1317.35,0.41,23.3,0.2162,34.18,0.0068,82.4
2020-05-13,106627.0,8727419.95,0.19,0.89,0.15,8.83,0.0,4749428.1,63578.0,58026.0,5203859.3,,,,,,,,0.1,,1236.0,,,,,,,1236.0,5.25,0.1,,,0.4,0.4,15935137.0,1304290963.45,,1312.91,0.4,23.48,0.221,34.68,0.0067,81.85
2020-05-14,106627.0,8956668.0,0.19,0.9,0.15,8.81,0.0,4874184.0,63578.0,58026.0,5340552.0,,,,,,,,,,,,,,,,,,5.23,,,,0.39,0.39,16154291.0,1356960444.0,,1333.36,0.39,23.37,0.2193,34.45,0.0066,84.0
2020-05-15,103551.0,8843255.4,0.19,0.89,0.15,8.75,0.0,4925530.4,55852.0,57676.0,4769760.8,,,,,,,,0.63,,7726.0,,,,,,,350.0,4.69,0.0,,,0.34,0.34,16171760.0,1381068304.0,,1363.36,0.34,23.81,0.1931,28.06,0.0064,85.4
2020-05-18,98551.0,8506951.02,0.18,0.9,0.14,8.46,0.0,4978609.12,50502.0,57676.0,4359347.35,,,,,,,,0.46,,5350.0,,,,,,,,4.29,,,,0.31,0.31,16378338.0,1413782905.53,,1403.6,0.3,25.02,0.2023,29.25,0.006,88.0
2020-05-19,101051.0,8256877.51,0.18,0.95,0.14,8.83,0.0,4916981.14,50502.0,60176.0,4126518.57,,,,,,2500.0,,,,,,,,,0.21,,,4.43,,,,0.31,0.31,16420980.0,1341758323.75,,1419.04,0.31,24.71,0.1964,28.96,0.0061,83.3
2020-05-20,117043.0,9691160.4,0.21,1.07,0.17,9.75,0.0,5054774.4,62622.0,61048.0,5185101.6,,,,0.13,,,,1.29,3872.0,14638.0,,,0.13,,,26758.0,3000.0,5.2,0.27,,,0.38,0.38,16391137.0,1357186143.6,,1361.92,0.38,28.41,0.2094,28.89,0.0071,82.8
2020-05-21,121970.0,10214987.5,0.22,1.09,0.17,10.16,0.0,4518145.0,74649.0,53948.0,6251853.75,,,,,,,,,,,,,,,,12027.0,7100.0,6.21,0.59,,,0.45,0.45,16403530.0,1373795637.5,,1365.03,0.45,26.91,0.198,27.54,0.0074,83.75
