,ALRIB FP Equity_DX_SI_QTY,ALRIB FP Equity_DX_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRIB FP Equity_DX_SI_MV,ALRIB FP Equity_DX_DSS,ALRIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY,ALRIB FP Equity_DX_BROKER_SI_QTY,ALRIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRIB FP Equity_DX_BROKER_SI_MV_INC_x,ALRIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALRIB FP Equity_DX_BROKER_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_NEW,ALRIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALRIB FP Equity_DX_BROKER_SI_QTY_INC,ALRIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALRIB FP Equity_DX_BROKER_SI_MV_INC_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRIB FP Equity_DX_BROKER_SI_MV_ADD,ALRIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV,ALRIB FP Equity_DX_BROKER_SI_MV_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALRIB FP Equity_DX_BROKER_SI_MV_RMV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRIB FP Equity_DX_BROKER_SI_CON_RATIO,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,32775.0,,0.04,0.0,,0.0,,0.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,31350.0,,0.04,0.0,,0.0,,0.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,30875.0,,0.04,0.0,,0.0,,0.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,38475.0,,0.04,0.0,,0.0,,0.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37050.0,,0.04,0.0,,0.0,,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,34675.0,,0.04,0.0,,0.0,,0.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37525.0,,0.04,0.0,,0.0,,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35625.0,,0.04,0.0,,0.0,,0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,34675.0,,0.04,0.0,,0.0,,0.0
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35625.0,,0.04,0.0,,0.0,,0.0
2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37050.0,,0.04,0.0,,0.0,,0.0
2016-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35150.0,,0.04,0.0,,0.0,,0.0
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36575.0,,0.04,0.0,,0.0,,0.0
2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35625.0,,0.04,0.0,,0.0,,0.0
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35625.0,,0.04,0.0,,0.0,,0.0
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,34675.0,,0.04,0.0,,0.0,,0.0
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,34675.0,,0.04,0.0,,0.0,,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,34675.0,,0.04,0.0,,0.0,,0.0
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,35625.0,,0.04,0.0,,0.0,,0.0
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37050.0,,0.04,0.0,,0.0,,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37050.0,,0.04,0.0,,0.0,,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,36100.0,,0.04,0.0,,0.0,,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,37525.0,,0.04,0.0,,0.0,,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,40850.0,,0.04,0.0,,0.0,,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,44650.0,,0.04,0.0,,0.0,,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,46075.0,,0.04,0.0,,0.0,,0.0
2016-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,43225.0,,0.04,0.0,,0.0,,0.0
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,42750.0,,0.04,0.0,,0.0,,0.0
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,43225.0,,0.04,0.0,,0.0,,0.0
2016-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,43700.0,,0.04,0.0,,0.0,,0.0
2016-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,44175.0,,0.04,0.0,,0.0,,0.0
2016-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,43225.0,,0.04,0.0,,0.0,,0.0
2016-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,43225.0,,0.04,0.0,,0.0,,0.0
2016-12-14,758.0,682.2,0.01,0.0,0.0,0.0,0.0,682.2,0.0,758.0,0.0,,,,,,758.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.016
2016-12-15,1758.0,1617.36,0.02,0.01,0.01,0.0,0.0,1617.36,0.0,1758.0,0.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.037
2016-12-16,1758.0,1599.78,0.02,0.01,0.01,0.0,0.0,1599.78,0.0,1758.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.037
2016-12-19,3041.0,2797.72,0.03,0.02,0.01,0.0,0.0,2797.72,0.0,3041.0,0.0,,,,0.0,,,,,1283.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.064
2016-12-20,3041.0,2797.72,0.03,0.01,0.01,0.0,0.0,2797.72,0.0,3041.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.064
2016-12-21,3041.0,2797.72,0.03,0.02,0.01,0.0,0.0,2797.72,0.0,3041.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.064
2016-12-22,3041.0,2828.13,0.03,0.02,0.01,0.0,0.0,2828.13,0.0,3041.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.064
2016-12-23,3541.0,3328.54,0.04,0.02,0.02,0.0,0.0,3328.54,0.0,3541.0,0.0,,,,0.0,,,,,500.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2016-12-26,3541.0,3328.54,0.04,0.02,0.02,0.0,0.0,3328.54,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2016-12-27,3541.0,3293.13,0.04,0.02,0.02,0.0,0.0,3293.13,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2016-12-28,3541.0,3328.54,0.04,0.02,0.02,0.0,0.0,3328.54,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2016-12-29,3541.0,3611.82,0.04,0.02,0.02,0.0,0.0,3611.82,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2016-12-30,3541.0,3788.87,0.04,0.02,0.02,0.0,0.0,3788.87,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2017-01-02,3541.0,4107.56,0.04,0.02,0.02,0.0,0.0,4107.56,0.0,3541.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0745
2017-01-03,2855.0,3026.3,0.03,0.01,0.01,0.0,0.0,3026.3,0.0,2855.0,0.0,,,,,,,,,,,,,,,,,686.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0601
2017-01-04,2505.0,2580.15,0.03,0.01,0.01,0.0,0.0,2580.15,0.0,2505.0,0.0,,,,,,,,,,,,,,,,,350.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0527
2017-01-05,2415.0,2487.45,0.03,0.01,0.01,0.0,0.0,2487.45,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,90.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-06,2415.0,2559.9,0.03,0.01,0.01,0.0,0.0,2559.9,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-09,2415.0,2439.15,0.03,0.01,0.01,0.0,0.0,2439.15,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-10,2415.0,2439.15,0.03,0.01,0.01,0.0,0.0,2439.15,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-11,2415.0,2487.45,0.03,0.01,0.01,0.0,0.0,2487.45,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-12,2415.0,2487.45,0.03,0.01,0.01,0.0,0.0,2487.45,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-13,2415.0,2487.45,0.03,0.01,0.01,0.0,0.0,2487.45,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-16,2415.0,2511.6,0.03,0.01,0.01,0.0,0.0,2511.6,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-17,2415.0,2487.45,0.03,0.02,0.01,0.0,0.0,2487.45,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-18,2415.0,2463.3,0.03,0.02,0.01,0.0,0.0,2463.3,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-19,2415.0,2559.9,0.03,0.02,0.01,0.0,0.0,2559.9,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-20,2415.0,2608.2,0.03,0.02,0.01,0.0,0.0,2608.2,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-23,2415.0,2656.5,0.03,0.02,0.01,0.0,0.0,2656.5,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-24,2415.0,2849.7,0.03,0.02,0.01,0.0,0.0,2849.7,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-25,2415.0,3477.6,0.03,0.02,0.01,0.0,0.0,3477.6,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-26,2415.0,3501.75,0.03,0.01,0.01,0.0,0.0,3501.75,0.0,2415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0508
2017-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2415.0,0.0,0.0,,,0.0,0.0,47500.0,68400.0,,0.07,0.0,,0.0,,0.0
2017-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,70300.0,,0.07,0.0,,0.0,,0.0
2017-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,65550.0,,0.07,0.0,,0.0,,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,64600.0,,0.07,0.0,,0.0,,0.0
2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,65550.0,,0.07,0.0,,0.0,,0.0
2017-02-03,8387.0,11741.8,0.1,0.02,0.04,0.01,0.0,11741.8,0.0,8387.0,0.0,,,,,,8387.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,47500.0,66500.0,,0.06,0.0,,1.0,100.0,0.1766
2017-02-06,8387.0,11574.06,0.1,0.02,0.04,0.01,0.0,11574.06,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,65550.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-07,8387.0,11154.71,0.1,0.02,0.04,0.01,0.0,11154.71,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,63175.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-08,8387.0,10735.36,0.1,0.02,0.04,0.01,0.0,10735.36,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,60800.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-09,8387.0,11322.45,0.1,0.02,0.04,0.01,0.0,11322.45,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,64125.0,,0.06,0.0,,1.0,100.0,0.1766
2017-02-10,8387.0,11322.45,0.1,0.02,0.04,0.01,0.0,11322.45,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,64125.0,,0.06,0.0,,1.0,100.0,0.1766
2017-02-13,8387.0,11657.93,0.1,0.02,0.04,0.01,0.0,11657.93,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,66025.0,,0.06,0.0,,1.0,100.0,0.1766
2017-02-14,8387.0,11741.8,0.1,0.02,0.04,0.01,0.0,11741.8,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,66500.0,,0.06,0.0,,1.0,100.0,0.1766
2017-02-15,8387.0,12245.02,0.09,0.02,0.04,0.01,0.0,12245.02,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,69350.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-16,8387.0,12580.5,0.09,0.02,0.04,0.01,0.0,12580.5,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,71250.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-17,8387.0,12496.63,0.09,0.02,0.04,0.01,0.0,12496.63,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,70775.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-20,8387.0,12245.02,0.09,0.02,0.04,0.01,0.0,12245.02,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,69350.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-21,8387.0,12077.28,0.09,0.02,0.04,0.01,0.0,12077.28,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,68400.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-22,8387.0,12161.15,0.09,0.02,0.04,0.01,0.0,12161.15,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,68875.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-23,8387.0,11993.41,0.09,0.02,0.04,0.01,0.0,11993.41,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,67925.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-24,8387.0,11574.06,0.09,0.02,0.04,0.01,0.0,11574.06,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,65550.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-27,8387.0,11490.19,0.09,0.02,0.04,0.01,0.0,11490.19,0.0,8387.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,65075.0,,0.07,0.0,,1.0,100.0,0.1766
2017-02-28,46500.0,65565.0,0.5,0.12,0.22,0.07,0.0,65565.0,0.0,46500.0,0.0,,,,,,38113.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,47500.0,66975.0,,0.07,0.0,17.55,0.7106,82.45,0.9789
2017-03-01,46500.0,67890.0,0.5,0.11,0.22,0.07,0.0,67890.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,69350.0,,0.07,0.0,17.52,0.711,82.48,0.9789
2017-03-02,46500.0,69750.0,0.5,0.11,0.22,0.07,0.0,69750.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,71250.0,,0.07,0.0,17.62,0.7097,82.38,0.9789
2017-03-03,46500.0,67890.0,0.5,0.12,0.22,0.07,0.0,67890.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,69350.0,,0.07,0.0,18.51,0.6984,81.49,0.9789
2017-03-06,46500.0,72540.0,0.5,0.12,0.22,0.07,0.0,72540.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,74100.0,,0.07,0.0,17.05,0.7171,82.95,0.9789
2017-03-07,46500.0,75795.0,0.5,0.12,0.22,0.08,0.0,75795.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,77425.0,,0.07,0.0,17.38,0.7128,82.62,0.9789
2017-03-08,46500.0,77190.0,0.5,0.11,0.22,0.08,0.0,77190.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,78850.0,,0.08,0.0,17.75,0.708,82.25,0.9789
2017-03-09,46500.0,80910.0,0.5,0.15,0.22,0.08,0.0,80910.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,82650.0,,0.08,0.0,17.35,0.7132,82.65,0.9789
2017-03-10,46500.0,79515.0,0.5,0.19,0.22,0.08,0.0,79515.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,81225.0,,0.08,0.0,18.34,0.7005,81.66,0.9789
2017-03-13,46500.0,77655.0,0.5,0.19,0.22,0.08,0.0,77655.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,79325.0,,0.08,0.0,18.37,0.7001,81.63,0.9789
2017-03-14,46500.0,79980.0,0.5,0.22,0.22,0.08,0.0,79980.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,81700.0,,0.08,0.0,17.55,0.7106,82.45,0.9789
2017-03-15,49500.0,85635.0,0.53,0.27,0.23,0.08,0.0,85635.0,0.0,49500.0,0.0,,,,0.01,,,,,3000.0,,,,0.01,,,,,0.0,,,,0.0,0.0,47500.0,82175.0,,0.08,0.0,22.94,0.6465,77.06,1.0421
2017-03-16,49500.0,86130.0,0.53,0.29,0.23,0.09,0.0,86130.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,82650.0,,0.08,0.0,22.95,0.6463,77.05,1.0421
2017-03-17,46500.0,81375.0,0.5,0.29,0.22,0.08,0.0,81375.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.01,,,0.0,0.0,47500.0,83125.0,,0.08,0.0,17.95,0.7054,82.05,0.9789
2017-03-20,46500.0,78120.0,0.5,0.29,0.22,0.08,0.0,78120.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,79800.0,,0.08,0.0,18.63,0.6968,81.37,0.9789
2017-03-21,46500.0,79515.0,0.5,0.29,0.22,0.08,0.0,79515.0,0.0,46500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,47500.0,81225.0,,0.08,0.0,17.78,0.7076,82.22,0.9789
