,FORSE FP Equity_DX_SI_QTY,FORSE FP Equity_DX_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FORSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FORSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FORSE FP Equity_DX_SI_MV,FORSE FP Equity_DX_DSS,FORSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY,FORSE FP Equity_DX_BROKER_SI_QTY,FORSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FORSE FP Equity_DX_BROKER_SI_MV_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,FORSE FP Equity_DX_BROKER_SI_MV_INC_x,FORSE FP Equity_DX_SUPPLY_SI_MV_NEW,FORSE FP Equity_DX_BROKER_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_NEW,FORSE FP Equity_DX_SUPPLY_SI_MV_DEC,FORSE FP Equity_DX_BROKER_SI_QTY_INC,FORSE FP Equity_DX_SUPPLY_SI_QTY_DEC,FORSE FP Equity_DX_BROKER_SI_MV_NEW_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FORSE FP Equity_DX_BROKER_SI_MV_INC_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,FORSE FP Equity_DX_BROKER_SI_MV_ADD,FORSE FP Equity_DX_SUPPLY_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV,FORSE FP Equity_DX_BROKER_SI_MV_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV_RMV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FORSE FP Equity_DX_UTILIZATION_QUANTITY,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FORSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_MV,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FORSE FP Equity_DX_BROKER_SI_CON_RATIO,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FORSE FP Equity_DX_DEMAND_SUPPLY_RATIO,FORSE FP Equity_PX_LAST
2022-07-22,8299.0,25477.93,0.71,0.59,0.02,0.03,0.0,14272.43,4649.0,4649.0,14272.43,,,,,,,,,,,,,,,,,,0.01,,,100.0,1.23,0.0,0.0,,0.0,100.0,40.13,0.4085,48.41,0.022,3.07
2022-07-25,7599.0,24924.72,0.65,0.56,0.01,0.02,0.0,14100.72,4299.0,4299.0,14100.72,,,,,,,,0.0,,350.0,,,,,,,350.0,0.01,0.0,,100.0,1.14,0.0,0.0,,0.0,100.0,33.8,0.4189,53.78,0.0202,3.28
2022-07-26,8199.0,26974.71,0.7,0.58,0.02,0.03,0.0,15130.71,4599.0,4599.0,15130.71,,,300.0,0.0,,,,,300.0,,,,0.0,300.0,,,,0.02,,,100.0,1.22,0.0,0.0,,0.0,100.0,32.07,0.438,56.82,0.0218,3.29
2022-07-27,8199.0,26318.79,0.7,0.57,0.02,0.03,0.0,14762.79,4599.0,4599.0,14762.79,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.22,0.0,0.0,,0.0,100.0,32.32,0.436,56.48,0.0218,3.21
2022-07-28,9599.0,31004.77,0.82,0.67,0.02,0.03,0.0,17115.77,5299.0,5299.0,17115.77,,,700.0,0.0,,,,,700.0,,,,0.0,700.0,,,,0.02,,,100.0,1.4,0.0,0.0,,0.0,100.0,27.24,0.4813,63.06,0.0254,3.23
2022-07-29,23799.0,79012.68,2.02,1.65,0.04,0.08,0.0,64404.68,5399.0,19399.0,17924.68,,,,0.05,,100.0,,,14000.0,,,,0.05,,0.0,100.0,,0.02,,,100.0,1.43,0.0,0.0,,0.0,100.0,10.81,0.7351,84.97,0.0631,3.32
2022-08-01,23799.0,83772.48,2.02,1.76,0.04,0.08,0.0,68284.48,19399.0,19399.0,68284.48,,,14000.0,,,,,,,,,,,14000.0,,,,0.06,,,100.0,5.14,0.0,0.0,,0.0,100.0,10.57,0.7416,85.38,0.0631,3.52
2022-08-02,23799.0,83296.5,2.02,1.71,0.04,0.08,0.0,67896.5,19399.0,19399.0,67896.5,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.14,0.0,0.0,,0.0,100.0,11.09,0.7339,84.87,0.0631,3.5
2022-08-03,23799.0,87104.34,2.02,1.7,0.04,0.09,0.0,71000.34,19399.0,19399.0,71000.34,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.14,0.0,0.0,,0.0,100.0,10.69,0.742,85.4,0.0631,3.66
2022-08-04,23799.0,92340.12,2.02,1.75,0.04,0.09,0.0,75268.12,19399.0,19399.0,75268.12,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.14,0.0,0.0,,0.0,100.0,10.59,0.747,85.71,0.0631,3.88
2022-08-05,23799.0,103525.65,2.02,1.72,0.04,0.1,0.0,84385.65,19399.0,19399.0,84385.65,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.14,0.0,0.0,,0.0,100.0,10.2,0.7583,86.43,0.0631,4.35
2022-08-08,28199.0,126331.52,2.4,1.87,0.05,0.12,0.0,95419.52,21899.0,21299.0,98107.52,,,2500.0,0.01,,,,,2500.0,,,,0.01,2500.0,,,600.0,0.09,0.0,,100.0,5.81,0.0,0.0,,0.0,100.0,10.1,0.6167,77.17,0.0748,4.48
2022-08-09,25699.0,104080.95,2.19,1.59,0.05,0.11,0.0,86260.95,19399.0,21299.0,78565.95,,,,,,,,0.01,,2500.0,,,,,,,,0.09,,,100.0,5.15,0.0,0.0,,0.0,100.0,11.26,0.5831,74.63,0.0682,4.05
2022-08-10,23799.0,94958.01,2.02,1.48,0.04,0.09,0.0,77402.01,19399.0,19399.0,77402.01,,,,,,,,,,,,,,,,,1900.0,0.08,0.01,,100.0,5.15,0.0,0.0,,0.0,100.0,11.5,0.6906,82.18,0.0632,3.99
2022-08-11,39799.0,165165.85,3.38,2.45,0.07,0.16,0.0,84655.85,20399.0,20399.0,84655.85,,,1000.0,,,1000.0,,,,,,,,1000.0,0.0,,,0.08,,,100.0,5.42,0.0,0.0,,0.0,100.0,6.76,0.7583,86.73,0.1057,4.15
2022-08-12,11799.0,50381.73,1.0,0.72,0.02,0.05,0.0,27323.73,6399.0,6399.0,27323.73,,,,,,,,0.06,,14000.0,,,,,,,14000.0,0.03,0.06,,100.0,1.7,0.0,0.0,,0.0,100.0,26.19,0.3304,49.04,0.0313,4.27
2022-08-15,11799.0,51325.65,1.0,0.74,0.02,0.05,0.0,27835.65,6399.0,6399.0,27835.65,,,,,,,,,,,,,,,,,,0.03,,,100.0,1.7,0.0,0.0,,0.0,100.0,26.3,0.3305,49.01,0.0313,4.35
2022-08-16,9799.0,42184.7,0.83,0.61,0.02,0.04,0.0,23242.7,5399.0,5399.0,23242.7,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.02,0.0,,100.0,1.43,0.0,0.0,,0.0,100.0,29.69,0.3982,54.56,0.026,4.305
2022-08-17,9799.0,42919.62,0.83,0.61,0.02,0.04,0.0,23647.62,5399.0,5399.0,23647.62,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.43,0.0,0.0,,0.0,100.0,29.51,0.3999,54.82,0.026,4.38
2022-08-18,9799.0,44095.5,0.83,0.6,0.02,0.04,0.0,24295.5,5399.0,5399.0,24295.5,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.43,0.0,0.0,,0.0,100.0,29.39,0.4019,55.09,0.026,4.5
2022-08-19,22929.0,100199.73,1.95,1.35,0.04,0.1,0.0,80971.73,19399.0,18529.0,84773.63,,,14000.0,0.06,,,,,14000.0,,,,0.06,14000.0,,,870.0,0.09,0.0,,100.0,5.15,0.0,0.0,,0.0,100.0,11.88,0.7293,84.51,0.0609,4.37
2022-08-22,22929.0,95843.22,1.95,1.39,0.04,0.1,0.0,77451.22,19399.0,18529.0,81087.82,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.15,0.0,0.0,,0.0,100.0,12.09,0.7254,84.25,0.0609,4.18
2022-08-23,23799.0,97575.9,2.02,1.44,0.04,0.1,0.0,79535.9,19399.0,19399.0,79535.9,,,,0.0,,,,,870.0,,,,0.0,,,,,0.08,,,100.0,5.15,0.0,0.0,,0.0,100.0,11.56,0.6908,82.19,0.0632,4.1
2022-08-24,23799.0,96623.94,2.02,1.44,0.04,0.1,0.0,78759.94,19399.0,19399.0,78759.94,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.15,0.0,0.0,,0.0,100.0,11.52,0.6914,82.23,0.0632,4.06
2022-08-25,23799.0,99836.81,2.02,1.45,0.04,0.1,0.0,81378.8,19399.0,19399.0,81378.8,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.15,0.0,0.0,,0.0,100.0,11.17,0.6988,82.73,0.0632,4.195
2022-08-26,30799.0,129817.79,2.62,1.86,0.06,0.13,0.0,81766.79,26399.0,19399.0,111271.79,,,7000.0,,,,,,,,,,,7000.0,,,,0.11,,,100.0,7.01,0.0,0.0,,0.0,100.0,11.35,0.6961,82.54,0.0818,4.215
2022-08-29,31503.0,130422.42,2.68,1.86,0.06,0.13,0.0,97708.14,23601.0,23601.0,97708.14,,,,0.02,,,,0.01,4202.0,2798.0,,,0.02,,,,,0.1,,,100.0,6.28,0.0,0.0,,0.0,100.0,21.67,0.5789,72.83,0.0838,4.14
2022-08-30,31203.0,128712.38,2.65,1.82,0.06,0.13,0.0,96116.63,23601.0,23301.0,97354.13,,,,,,,,,,,,,,,,,300.0,0.1,0.0,,100.0,6.28,0.0,0.0,,0.0,100.0,21.7,0.5783,72.78,0.083,4.125
2022-08-31,27328.0,112181.44,2.32,1.58,0.05,0.11,0.0,95650.61,19726.0,23301.0,80975.23,,,,,,,,0.02,,3875.0,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,21.99,0.5745,72.43,0.0727,4.105
2022-09-01,23753.0,90261.4,2.02,1.37,0.04,0.09,0.0,74958.8,19726.0,19726.0,74958.8,,,,,,,,,,,,,,,,,3575.0,0.08,0.01,,100.0,5.25,0.0,0.0,,0.0,100.0,9.47,0.7106,83.62,0.0632,3.8
2022-09-02,23753.0,97862.36,2.02,1.33,0.04,0.1,0.0,81271.12,19726.0,19726.0,81271.12,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.4,0.7359,85.25,0.0632,4.12
2022-09-05,23753.0,95249.53,2.02,1.29,0.04,0.09,0.0,79101.26,19726.0,19726.0,79101.26,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.51,0.7286,84.8,0.0632,4.01
2022-09-06,23753.0,95130.77,2.02,1.36,0.04,0.09,0.0,79002.63,19726.0,19726.0,79002.63,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.95,0.7234,84.45,0.0632,4.005
2022-09-07,22883.0,90387.85,1.95,1.34,0.04,0.09,0.0,74481.2,19726.0,18856.0,77917.7,,,,,,,,,,,,,,,,,870.0,0.08,0.0,,100.0,5.25,0.0,0.0,,0.0,100.0,9.31,0.7643,86.86,0.0609,3.95
2022-09-08,23753.0,94180.65,2.02,1.4,0.04,0.09,0.0,78213.59,19726.0,19726.0,78213.59,,,,0.0,,,,,870.0,,,,0.0,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.93,0.7238,84.48,0.0632,3.965
2022-09-09,23753.0,95843.36,2.02,1.41,0.04,0.09,0.0,79594.41,19726.0,19726.0,79594.41,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.81,0.7268,84.67,0.0632,4.035
2022-09-12,23753.0,95487.06,2.02,1.44,0.04,0.09,0.0,79298.52,19726.0,19726.0,79298.52,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.97,0.7235,84.46,0.0632,4.02
2022-09-13,23753.0,100593.96,2.02,1.5,0.04,0.1,0.0,83539.61,19726.0,19726.0,83539.61,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.6,0.7336,85.1,0.0632,4.235
2022-09-14,23753.0,100118.9,2.02,1.48,0.04,0.1,0.0,83145.09,19726.0,19726.0,83145.09,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.99,0.7253,84.57,0.0632,4.215
2022-09-15,23753.0,100118.9,2.02,1.48,0.04,0.1,0.0,83145.09,19726.0,19726.0,83145.09,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.97,0.7262,84.62,0.0632,4.215
2022-09-16,23753.0,98812.48,2.02,1.49,0.04,0.1,0.0,82060.16,19726.0,19726.0,82060.16,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.05,0.7242,84.5,0.0632,4.16
2022-09-19,22883.0,91417.59,1.95,1.54,0.04,0.09,0.0,75329.72,19726.0,18856.0,78805.37,,,,,,,,,,,,,,,,,870.0,0.08,0.0,,100.0,5.25,0.0,0.0,,0.0,100.0,9.49,0.7607,86.63,0.0609,3.995
2022-09-20,22883.0,87870.72,1.95,1.65,0.04,0.09,0.0,72407.04,19726.0,18856.0,75747.84,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.5,0.7601,86.59,0.0609,3.84
2022-09-21,23753.0,90498.93,2.02,1.69,0.04,0.09,0.0,75156.06,19726.0,19726.0,75156.06,,,,0.0,,,,,870.0,,,,0.0,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.0,0.7205,84.27,0.0632,3.81
2022-09-22,23753.0,85510.8,2.02,1.72,0.04,0.09,0.0,71013.6,19726.0,19726.0,71013.6,,,,,,,,,,,,,,,,,,0.08,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.33,0.711,83.66,0.0632,3.6
2022-09-23,23753.0,79572.55,2.02,1.75,0.04,0.08,0.0,66082.1,19726.0,19726.0,66082.1,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.42,0.7065,83.37,0.0632,3.35
2022-09-26,23753.0,71496.53,2.02,1.7,0.04,0.07,0.0,59375.26,19726.0,19726.0,59375.26,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.66,0.696,82.69,0.0632,3.01
2022-09-27,23753.0,79810.08,2.02,1.65,0.04,0.08,0.0,66279.36,19726.0,19726.0,66279.36,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.16,0.7308,84.95,0.0632,3.36
2022-09-28,23753.0,82422.91,2.02,1.62,0.04,0.08,0.0,68449.22,19726.0,19726.0,68449.22,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.67,0.723,84.45,0.0632,3.47
2022-09-29,23753.0,78384.9,2.02,1.64,0.04,0.08,0.0,65095.8,19726.0,19726.0,65095.8,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.23,0.7089,83.53,0.0632,3.3
2022-09-30,23753.0,76009.6,2.02,1.78,0.04,0.08,0.0,63123.2,19726.0,19726.0,63123.2,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.1,0.709,83.54,0.0632,3.2
2022-10-03,23753.0,74109.36,2.02,1.88,0.04,0.07,0.0,61545.12,19726.0,19726.0,61545.12,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.25,0.0,0.0,,0.0,100.0,9.02,0.7082,83.5,0.0632,3.12
2022-10-04,23753.0,74584.42,2.02,1.92,0.04,0.07,0.0,61939.64,19726.0,19726.0,61939.64,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.25,0.0,0.0,,0.0,100.0,8.81,0.713,83.81,0.0632,3.14
2022-10-05,23939.0,71098.83,2.04,1.95,0.04,0.07,0.0,64861.83,19912.0,21839.0,59138.64,,,2113.0,0.01,,,,0.01,2113.0,1927.0,,,0.01,2113.0,,,,0.06,,,100.0,5.27,0.0,0.0,,0.0,100.0,17.54,0.6029,75.48,0.0633,2.97
2022-10-06,23425.0,67932.5,1.99,1.84,0.04,0.07,0.0,55714.8,19212.0,19212.0,55714.8,,,,,,,,0.0,,700.0,,,,,,,2627.0,0.06,0.01,,100.0,5.09,0.0,0.0,,0.0,100.0,18.37,0.6359,77.49,0.0621,2.9
2022-10-07,23425.0,69338.0,1.99,1.86,0.04,0.07,0.0,56867.52,19212.0,19212.0,56867.52,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,17.8,0.6431,78.09,0.0621,2.96
2022-10-10,23425.0,70392.13,1.99,1.89,0.04,0.07,0.0,57732.06,19212.0,19212.0,57732.06,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,17.86,0.6434,78.09,0.0621,3.005
2022-10-11,22555.0,67439.45,1.92,1.84,0.04,0.07,0.0,54842.58,19212.0,18342.0,57443.88,,,,,,,,,,,,,,,,,870.0,0.06,0.0,,100.0,5.09,0.0,0.0,,0.0,100.0,18.96,0.684,80.5,0.0598,2.99
2022-10-12,22555.0,64281.75,1.92,1.87,0.04,0.07,0.0,52274.7,19212.0,18342.0,54754.2,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,19.37,0.6787,80.07,0.0598,2.85
2022-10-13,22555.0,65183.95,1.92,1.82,0.04,0.07,0.0,53008.38,19212.0,18342.0,55522.68,,,,,,,,,,,,,,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.53,0.6888,80.9,0.0598,2.89
2022-10-14,23425.0,66527.0,1.99,1.94,0.04,0.07,0.0,54562.08,19212.0,19212.0,54562.08,,,,0.0,,,,,870.0,,,,0.0,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.32,0.6344,77.4,0.0621,2.84
2022-10-17,23325.0,67642.5,1.98,1.95,0.04,0.07,0.0,55424.8,19212.0,19112.0,55714.8,,,,,,,,,,,,,,,,,100.0,0.05,0.0,,100.0,5.09,0.0,0.0,,0.0,100.0,17.95,0.6387,77.76,0.0618,2.9
2022-10-18,22555.0,65183.95,1.92,1.89,0.04,0.07,0.0,53008.38,19212.0,18342.0,55522.68,,,,0.0,,,,,100.0,,,,0.0,,,,870.0,0.06,0.0,,100.0,5.09,0.0,0.0,,0.0,100.0,18.79,0.6856,80.64,0.0598,2.89
2022-10-19,23425.0,66527.0,1.99,1.96,0.04,0.07,0.0,54562.08,19212.0,19212.0,54562.08,,,,0.0,,,,,870.0,,,,0.0,,,,,0.06,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.29,0.6349,77.44,0.0621,2.84
2022-10-20,23425.0,66527.0,1.99,1.91,0.04,0.07,0.0,54562.08,19212.0,19212.0,54562.08,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.06,0.6373,77.64,0.0621,2.84
2022-10-21,23425.0,63716.0,1.99,1.89,0.04,0.06,0.0,52256.64,19212.0,19212.0,52256.64,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.51,0.6305,77.09,0.0621,2.72
2022-10-24,23425.0,63716.0,1.99,1.82,0.04,0.06,0.0,52256.64,19212.0,19212.0,52256.64,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.09,0.0,0.0,,0.0,100.0,18.03,0.6353,77.52,0.0621,2.72
2022-10-25,24125.0,65016.88,2.05,1.85,0.05,0.07,0.0,51776.34,19912.0,19212.0,53662.84,,,,,,700.0,,,,,,,,,0.0,700.0,700.0,0.06,0.0,,100.0,5.28,0.0,0.0,,0.0,100.0,18.09,0.5894,74.41,0.0639,2.695
2022-10-26,23425.0,63247.5,1.99,1.82,0.04,0.06,0.0,51872.4,19212.0,19212.0,51872.4,,,,,,,,0.0,,700.0,,,,,,,,0.05,,,100.0,5.1,0.0,0.0,,0.0,100.0,18.54,0.5809,73.72,0.0622,2.7
2022-10-27,23425.0,62779.0,1.99,1.77,0.04,0.06,0.0,51488.16,19212.0,19212.0,51488.16,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.1,0.0,0.0,,0.0,100.0,18.61,0.5794,73.6,0.0622,2.68
2022-10-28,23425.0,61373.5,1.99,1.77,0.04,0.06,0.0,50335.44,19212.0,19212.0,50335.44,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.1,0.0,0.0,,0.0,100.0,18.81,0.5754,73.26,0.0622,2.62
2022-10-31,36555.0,95774.1,3.11,2.78,0.07,0.1,0.0,48056.04,19212.0,18342.0,50335.44,,,,,,,,,,,,,,,,,870.0,0.05,0.0,,100.0,5.1,0.0,0.0,,0.0,100.0,11.76,0.7521,85.9,0.0971,2.62
2022-11-01,37425.0,101234.63,3.18,2.89,0.07,0.1,0.0,51968.46,19212.0,19212.0,51968.46,,,,0.0,,,,,870.0,,,,0.0,,,,,0.05,,,100.0,5.1,0.0,0.0,,0.0,100.0,11.31,0.7174,83.87,0.0994,2.705
2022-11-02,40625.0,107859.38,3.45,3.22,0.08,0.11,0.0,55255.86,20812.0,20812.0,55255.86,,,1600.0,0.0,,,,,1600.0,,,,0.0,1600.0,,,,0.06,,,100.0,5.5,0.0,0.0,,0.0,100.0,10.65,0.7331,84.9,0.1074,2.655
2022-11-03,15125.0,40156.88,1.29,1.22,0.03,0.04,0.0,24723.36,6812.0,9312.0,18085.86,,,,,,,,0.04,,14000.0,,,,,,,11500.0,0.02,0.03,,100.0,1.8,0.0,0.0,,0.0,100.0,29.13,0.4367,58.65,0.04,2.655
2022-11-04,15125.0,39022.5,1.29,1.22,0.03,0.04,0.0,24024.96,6812.0,9312.0,17574.96,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.8,0.0,0.0,,0.0,100.0,29.51,0.433,58.14,0.04,2.58
2022-11-07,15125.0,39173.75,1.29,1.22,0.03,0.04,0.0,24118.08,6812.0,9312.0,17643.08,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.8,0.0,0.0,,0.0,100.0,29.04,0.4351,58.53,0.04,2.59
2022-11-08,15125.0,41745.0,1.29,1.27,0.03,0.04,0.0,25701.12,6812.0,9312.0,18801.12,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.8,0.0,0.0,,0.0,100.0,28.39,0.4425,59.52,0.04,2.76
2022-11-09,14255.0,45687.28,1.21,1.24,0.03,0.04,0.0,27056.61,6812.0,8442.0,21832.46,,,,,,,,,,,,,,,,,870.0,0.02,0.0,,100.0,1.8,0.0,0.0,,0.0,100.0,29.23,0.5106,65.02,0.0377,3.205
2022-11-10,14255.0,46257.48,1.21,1.01,0.03,0.05,0.0,27394.29,6812.0,8442.0,22104.94,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.8,0.0,0.0,,0.0,100.0,31.05,0.4955,62.96,0.0377,3.245
2022-11-11,15125.0,48400.0,1.29,1.02,0.03,0.05,0.0,29798.4,6812.0,9312.0,21798.4,,,,0.0,,,,,870.0,,,,0.0,,,,,0.02,,,100.0,1.8,0.0,0.0,,0.0,100.0,29.72,0.4449,59.19,0.04,3.2
2022-11-14,14596.0,46561.24,1.24,1.01,0.03,0.05,0.0,30250.77,6283.0,9483.0,20042.77,,,,0.0,,,,0.0,171.0,700.0,,,0.0,,,171.0,,0.02,,,100.0,1.66,0.0,0.0,,0.0,100.0,29.22,0.4494,59.83,0.0386,3.19
2022-11-15,9000.0,28440.0,0.77,0.61,0.02,0.03,0.0,18644.0,4270.0,5900.0,13493.2,,,,0.0,,,,0.01,100.0,2013.0,,,0.0,,,,3683.0,0.01,0.01,,100.0,1.14,0.0,0.0,,0.0,100.0,1.29,0.9745,98.71,0.0241,3.16
2022-11-16,9342.0,28166.13,0.79,0.64,0.02,0.03,0.0,18304.06,4441.0,6071.0,13389.62,,,171.0,0.0,,,,,171.0,,,,0.0,171.0,,,,0.01,,,100.0,1.2,0.0,0.0,,0.0,100.0,1.28,0.9747,98.72,0.0253,3.015
2022-11-17,13012.0,39231.18,1.11,0.85,0.02,0.04,0.0,29369.12,4441.0,9741.0,13389.62,,,,0.01,,,,,3670.0,,,,0.01,,,,,0.01,,,100.0,1.21,0.0,0.0,,0.0,100.0,7.2,0.8664,92.8,0.0355,3.015
2022-11-18,13012.0,38645.64,1.11,0.85,0.02,0.04,0.0,28930.77,4441.0,9741.0,13189.77,,,,,,,,,,,,,,,,,,0.01,,,100.0,1.21,0.0,0.0,,0.0,100.0,7.3,0.8647,92.7,0.0355,2.97
2022-11-21,15812.0,46250.1,1.34,1.02,0.03,0.05,0.0,28492.43,7241.0,9741.0,21179.93,,,2800.0,,,,,,,,,,,2800.0,,,,0.02,,,100.0,1.94,0.0,0.0,,0.0,100.0,6.17,0.8842,93.83,0.0424,2.925
2022-11-22,14900.0,43210.0,1.27,0.97,0.03,0.04,0.0,25604.1,7241.0,8829.0,20998.9,,,,,,,,,,,,,,,,,912.0,0.02,0.0,,100.0,1.94,0.0,0.0,,0.0,100.0,0.58,0.9885,99.42,0.04,2.9
2022-11-23,14900.0,43806.0,1.27,0.93,0.03,0.04,0.0,25957.26,6329.0,8829.0,18607.26,,,,,,,,0.0,,912.0,,,,,,,,0.02,,,100.0,1.7,0.0,0.0,,0.0,100.0,0.58,0.9885,99.42,0.04,2.94
2022-11-24,14900.0,43955.0,1.27,0.95,0.03,0.04,0.0,26045.55,6329.0,8829.0,18670.55,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.72,0.0,0.0,,0.0,100.0,0.58,0.9886,99.42,0.0405,2.95
2022-11-25,14900.0,44253.0,1.27,0.94,0.03,0.04,0.0,26222.13,6329.0,8829.0,18797.13,,,,,,,,,,,,,,,,,,0.02,,,100.0,1.72,0.0,0.0,,0.0,100.0,0.57,0.9886,99.43,0.0405,2.97
2022-11-28,14887.0,42874.56,1.27,0.95,0.03,0.04,0.0,25139.52,6329.0,8729.0,18227.52,,,,,,,,,,,,,,,,,100.0,0.02,0.0,,100.0,1.72,0.0,0.0,,0.0,100.0,1.16,0.977,98.84,0.0405,2.88
2022-11-29,15700.0,45216.0,1.34,0.96,0.03,0.05,0.0,26040.96,6829.0,9042.0,19667.52,,,500.0,0.0,,,,,400.0,,,,0.0,500.0,,,87.0,0.02,0.0,,100.0,1.85,0.0,0.0,,0.0,100.0,0.55,0.989,99.45,0.0426,2.88
2022-11-30,22723.0,64533.32,1.93,1.38,0.04,0.07,0.0,40191.68,8742.0,14152.0,24827.28,,,,,,5310.0,,0.0,,87.0,,,,,0.02,2000.0,200.0,0.03,0.0,,100.0,2.4,0.0,0.0,,0.0,100.0,17.06,0.5747,73.22,0.0623,2.84
2022-12-01,22323.0,64290.24,1.9,1.38,0.04,0.06,0.0,40181.76,8542.0,13952.0,24600.96,,,,,,,,0.0,,200.0,,,,,,,200.0,0.02,0.0,,100.0,2.34,0.0,0.0,,0.0,100.0,16.97,0.573,73.09,0.0612,2.88
