,ALSRS FP Equity_DX_SI_QTY,ALSRS FP Equity_DX_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSRS FP Equity_DX_SI_MV,ALSRS FP Equity_DX_DSS,ALSRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SUPPLY_SI_QTY,ALSRS FP Equity_DX_BROKER_SI_QTY,ALSRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSRS FP Equity_DX_BROKER_SI_MV_INC_x,ALSRS FP Equity_DX_BROKER_SI_QTY_ADD,ALSRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALSRS FP Equity_DX_BROKER_SI_QTY_INC,ALSRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSRS FP Equity_DX_BROKER_SI_MV_INC_y,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSRS FP Equity_DX_BROKER_SI_MV_ADD,ALSRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSRS FP Equity_DX_BROKER_SI_QTY_DEC,ALSRS FP Equity_DX_SUPPLY_SI_MV,ALSRS FP Equity_DX_BROKER_SI_MV_DEC,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSRS FP Equity_DX_BROKER_SI_CON_RATIO,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSRS FP Equity_PX_LAST
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
