,ALSRS FP Equity_DX_SI_QTY,ALSRS FP Equity_DX_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSRS FP Equity_DX_SI_MV,ALSRS FP Equity_DX_DSS,ALSRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SUPPLY_SI_QTY,ALSRS FP Equity_DX_BROKER_SI_QTY,ALSRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSRS FP Equity_DX_BROKER_SI_MV_INC_x,ALSRS FP Equity_DX_BROKER_SI_QTY_ADD,ALSRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALSRS FP Equity_DX_BROKER_SI_QTY_INC,ALSRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSRS FP Equity_DX_BROKER_SI_MV_INC_y,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSRS FP Equity_DX_BROKER_SI_MV_ADD,ALSRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSRS FP Equity_DX_BROKER_SI_QTY_DEC,ALSRS FP Equity_DX_SUPPLY_SI_MV,ALSRS FP Equity_DX_BROKER_SI_MV_DEC,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSRS FP Equity_DX_BROKER_SI_CON_RATIO,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSRS FP Equity_PX_LAST
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3505
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3945
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3955
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3495
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3245
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3665
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4345
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4165
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4165
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.406
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.408
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4095
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.422
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4155
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4015
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3895
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3545
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4195
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4395
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3505
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3855
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3865
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3815
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3735
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4165
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3985
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3685
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3685
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3675
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3685
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4045
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3815
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4445
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4295
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4245
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4225
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.406
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3865
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9394.3,0.01,0.0,,0.0,,0.0,0.37
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9394.3,0.01,0.0,,0.0,,0.0,0.37
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9292.74,0.01,0.0,,0.0,,0.0,0.366
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9318.13,0.01,0.0,,0.0,,0.0,0.367
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9356.22,0.01,0.0,,0.0,,0.0,0.3685
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9356.22,0.01,0.0,,0.0,,0.0,0.3685
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9356.22,0.01,0.0,,0.0,,0.0,0.3685
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9381.61,0.01,0.0,,0.0,,0.0,0.3695
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9394.3,0.01,0.0,,0.0,,0.0,0.37
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,8759.55,0.01,0.0,,0.0,,0.0,0.345
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,8886.5,0.01,0.0,,0.0,,0.0,0.35
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9013.45,0.01,0.0,,0.0,,0.0,0.355
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,9013.45,0.01,0.0,,0.0,,0.0,0.355
2022-10-11,10000.0,3500.0,0.05,1.42,0.05,0.0,0.0,1750.0,5000.0,5000.0,1750.0,,,5000.0,,,,,,0.0,5000.0,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.35
2022-10-12,10000.0,3420.0,0.05,1.46,0.05,0.0,0.0,1710.0,5000.0,5000.0,1710.0,,,,,,,,,,,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.342
2022-10-13,10000.0,3095.0,0.05,1.41,0.05,0.0,0.0,1547.5,5000.0,5000.0,1547.5,,,,,,,,,,,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.3095
2022-10-14,10000.0,3300.0,0.05,1.16,0.05,0.0,0.0,1650.0,5000.0,5000.0,1650.0,,,,,,,,,,,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.33
2022-10-17,10000.0,3600.0,0.05,1.15,0.05,0.0,0.0,1800.0,5000.0,5000.0,1800.0,,,,,,,,,,,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.36
2022-10-18,10000.0,3390.0,0.05,1.43,0.05,0.0,0.0,1695.0,5000.0,5000.0,1695.0,,,,,,,,,,,,0.0,,100.0,16.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.3291,0.339
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,5000.0,,,,,5000.0,0.0,0.0,0.0,0.0,25390.0,8632.6,0.01,0.0,,0.0,,0.0,0.34
2022-10-20,59400.0,19602.0,0.32,10.13,0.32,0.02,0.0,9801.0,29700.0,29700.0,9801.0,,,29700.0,,,,,,0.01,29700.0,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.33
2022-10-21,59400.0,19305.0,0.32,10.17,0.32,0.02,0.0,9652.5,29700.0,29700.0,9652.5,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.325
2022-10-24,59400.0,19602.0,0.32,10.16,0.32,0.02,0.0,9801.0,29700.0,29700.0,9801.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.33
2022-10-25,59400.0,18414.0,0.32,10.29,0.32,0.02,0.0,9207.0,29700.0,29700.0,9207.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.31
2022-10-26,59400.0,19899.0,0.32,9.9,0.32,0.02,0.0,9949.5,29700.0,29700.0,9949.5,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.335
2022-10-27,59400.0,20730.6,0.32,10.15,0.32,0.02,0.0,10365.3,29700.0,29700.0,10365.3,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.349
2022-10-28,59400.0,20196.0,0.32,10.15,0.32,0.02,0.0,10098.0,29700.0,29700.0,10098.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.34
2022-10-31,59400.0,20552.4,0.32,10.24,0.32,0.02,0.0,10276.2,29700.0,29700.0,10276.2,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.346
2022-11-01,59400.0,21087.0,0.32,1.19,0.32,0.02,0.0,10543.5,29700.0,29700.0,10543.5,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.355
2022-11-02,59400.0,19631.7,0.32,1.19,0.32,0.02,0.0,9815.85,29700.0,29700.0,9815.85,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.3305
2022-11-03,59400.0,21057.3,0.32,1.19,0.32,0.02,0.0,10528.65,29700.0,29700.0,10528.65,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.3545
2022-11-04,59400.0,22215.6,0.32,1.18,0.32,0.02,0.0,11107.8,29700.0,29700.0,11107.8,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.374
2022-11-07,59400.0,22572.0,0.32,1.18,0.32,0.02,0.0,11286.0,29700.0,29700.0,11286.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.38
2022-11-08,59400.0,26136.0,0.32,1.18,0.32,0.02,0.0,13068.0,29700.0,29700.0,13068.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.44
2022-11-09,59400.0,25482.6,0.32,1.15,0.32,0.03,0.0,12741.3,29700.0,29700.0,12741.3,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.429
2022-11-10,59400.0,23760.0,0.32,1.15,0.32,0.03,0.0,11880.0,29700.0,29700.0,11880.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.4
2022-11-11,59400.0,24354.0,0.32,1.15,0.32,0.02,0.0,12177.0,29700.0,29700.0,12177.0,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.41
2022-11-14,59400.0,25066.8,0.32,1.15,0.32,0.02,0.0,12533.4,29700.0,29700.0,12533.4,,,,,,,,,,,,0.01,,100.0,53.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.0782,0.422
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,29700.0,,,,,29700.0,0.0,0.01,0.0,0.0,25390.0,11552.45,0.01,0.0,,0.0,,0.0,0.455
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,11679.4,0.01,0.0,,0.0,,0.0,0.46
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10600.33,0.01,0.0,,0.0,,0.0,0.4175
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10613.02,0.01,0.0,,0.0,,0.0,0.418
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10879.62,0.01,0.0,,0.0,,0.0,0.4285
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10917.7,0.01,0.0,,0.0,,0.0,0.43
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10447.99,0.01,0.0,,0.0,,0.0,0.4115
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10625.72,0.01,0.0,,0.0,,0.0,0.4185
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,10156.0,0.01,0.0,,0.0,,0.0,0.4
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,11679.4,0.01,0.0,,0.0,,0.0,0.46
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,11412.81,0.01,0.0,,0.0,,0.0,0.4495
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,12060.25,0.01,0.0,,0.0,,0.0,0.475
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,11527.06,0.01,0.0,,0.0,,0.0,0.454
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,12720.39,0.01,0.0,,0.0,,0.0,0.501
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,14980.1,0.01,0.0,,0.0,,0.0,0.59
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,15056.27,0.02,0.0,,0.0,,0.0,0.593
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25390.0,14497.69,0.02,0.0,,0.0,,0.0,0.571
