,ALORD FP Equity_DX_SI_QTY,ALORD FP Equity_DX_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALORD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALORD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALORD FP Equity_DX_SI_MV,ALORD FP Equity_DX_DSS,ALORD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SUPPLY_SI_QTY,ALORD FP Equity_DX_BROKER_SI_QTY,ALORD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALORD FP Equity_DX_BROKER_SI_QTY_ADD,ALORD FP Equity_DX_SUPPLY_SI_MV_DEC,ALORD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALORD FP Equity_DX_BROKER_SI_MV_ADD,ALORD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALORD FP Equity_DX_BROKER_SI_QTY_DEC,ALORD FP Equity_DX_SUPPLY_SI_MV,ALORD FP Equity_DX_BROKER_SI_MV_DEC,ALORD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALORD FP Equity_DX_UTILIZATION_QUANTITY,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALORD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALORD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALORD FP Equity_DX_BROKER_SI_CON_RATIO,ALORD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALORD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALORD FP Equity_PX_LAST
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.745
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.825
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.665
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.795
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
