,MIVU FP Equity_DX_SI_QTY,MIVU FP Equity_DX_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MIVU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MIVU FP Equity_DX_SI_MV,MIVU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MIVU FP Equity_DX_SUPPLY_SI_QTY,MIVU FP Equity_DX_BROKER_SI_QTY,MIVU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MIVU FP Equity_DX_BROKER_SI_MV_INC_x,MIVU FP Equity_DX_BROKER_SI_QTY_ADD,MIVU FP Equity_DX_SUPPLY_SI_MV_DEC,MIVU FP Equity_DX_BROKER_SI_QTY_INC,MIVU FP Equity_DX_SUPPLY_SI_QTY_DEC,MIVU FP Equity_DX_BROKER_SI_MV_INC_y,MIVU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MIVU FP Equity_DX_BROKER_SI_MV_ADD,MIVU FP Equity_DX_SUPPLY_SI_QTY_ADD,MIVU FP Equity_DX_BROKER_SI_QTY_DEC,MIVU FP Equity_DX_SUPPLY_SI_MV,MIVU FP Equity_DX_BROKER_SI_MV_DEC,MIVU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MIVU FP Equity_DX_UTILIZATION_QUANTITY,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MIVU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MIVU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MIVU FP Equity_DX_ACTIVE_UTILIZATION_MV,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MIVU FP Equity_DX_BROKER_SI_CON_RATIO,MIVU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MIVU FP Equity_DX_DEMAND_SUPPLY_RATIO,MIVU FP Equity_PX_LAST
2020-02-17,90800.0,6220254.0,1.48,1.36,6.2,5877729.0,45400.0,85800.0,3110127.0,31900.0,4.37,,,63800.0,,4.37,31900.0,,,,3.1,,50.0,50.0,45400.0,3110127.0,3.41,47.62,44.49,0.451,50.0,1.0,68.505
2020-02-18,90800.0,6203183.6,1.44,1.36,6.21,5861598.6,45400.0,85800.0,3101591.8,,,,,,,,,,,,3.11,,50.0,50.0,45400.0,3101591.8,3.42,47.62,44.49,0.451,50.0,1.0,68.317
2020-02-19,90800.0,6242681.6,1.66,1.36,6.21,5898921.6,45400.0,85800.0,3121340.8,,,,,,,,,,,,3.11,,50.0,50.0,45400.0,3121340.8,3.42,47.62,44.49,0.451,50.0,1.0,68.752
2020-02-20,90800.0,6168225.6,1.89,1.36,6.24,5828565.6,45400.0,85800.0,3084112.8,,,,,,,,,,,,3.12,,50.0,50.0,45400.0,3084112.8,3.43,47.62,44.49,0.451,50.0,1.0,67.932
2020-02-21,80800.0,5483572.8,1.68,1.21,5.49,5483572.8,40400.0,80800.0,2741786.4,,,,0.36,,5000.0,,,,,5000.0,2.74,0.36,50.0,50.0,40400.0,2741786.4,3.02,47.62,50.0,0.5,50.0,1.0,67.866
2020-02-24,80800.0,5408509.6,1.69,1.21,5.48,5408509.6,40400.0,80800.0,2704254.8,,,,,,,,,,,,2.74,,50.0,50.0,40400.0,2704254.8,3.01,47.62,50.0,0.5,50.0,1.0,66.937
2020-02-25,80800.0,5325932.0,1.69,1.18,5.41,5325932.0,40400.0,80800.0,2662966.0,,,,,,,,,,,,2.7,,50.0,50.0,40400.0,2662966.0,2.97,47.62,50.0,0.5,50.0,1.0,65.915
2020-02-26,80800.0,5283350.4,1.67,1.18,5.33,5283350.4,40400.0,80800.0,2641675.2,,,,,,,,,,,,2.66,,50.0,50.0,40400.0,2641675.2,2.93,47.62,50.0,0.5,50.0,1.0,65.388
2020-02-27,80800.0,5081269.6,1.48,1.18,5.29,5081269.6,40400.0,80800.0,2540634.8,,,,,,,,,,,,2.65,,50.0,50.0,40400.0,2540634.8,2.91,47.62,50.0,0.5,50.0,1.0,62.887
2020-02-28,80800.0,4777057.6,1.52,1.18,5.09,4777057.6,40400.0,80800.0,2388528.8,,,,,,,,,,,,2.55,,50.0,50.0,40400.0,2388528.8,2.8,47.62,50.0,0.5,50.0,1.0,59.122
2020-03-02,84200.0,5076418.0,1.57,1.23,4.96,5076418.0,42100.0,84200.0,2538209.0,1700.0,0.0,,,3400.0,,0.0,1700.0,,,,2.48,,51.03,51.03,40400.0,2435716.0,2.62,48.6,49.98,0.5,50.02,1.0206,60.29
2020-03-03,84200.0,5148998.4,1.65,1.23,5.08,5148998.4,42100.0,84200.0,2574499.2,,,,,,,,,,,,2.54,,51.03,51.03,40400.0,2470540.8,2.69,48.6,49.99,0.5,50.01,1.0206,61.152
2020-03-04,84200.0,5220821.0,1.61,1.22,5.15,5220821.0,42100.0,84200.0,2610410.5,,,,,,,,,,,,2.58,,51.03,51.03,40400.0,2505002.0,2.73,48.6,50.0,0.5,50.0,1.0206,62.005
2020-03-05,80800.0,5018568.8,1.67,1.17,5.02,5018568.8,40400.0,80800.0,2509284.4,,,,0.05,,1700.0,,,,,3400.0,2.51,0.09,50.0,50.0,40400.0,2509284.4,2.76,47.62,50.0,0.5,50.0,1.0,62.111
2020-03-06,80800.0,4827315.2,1.8,1.17,5.01,4827315.2,40400.0,80800.0,2413657.6,,,,,,,,,,,,2.5,,50.0,50.0,40400.0,2413657.6,2.76,47.62,50.0,0.5,50.0,1.0,59.744
2020-03-09,40400.0,2292376.8,0.89,0.59,2.41,2292376.8,0.0,40400.0,0.0,,,,2.47,,40400.0,,,,,40400.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,56.742
2020-03-10,31900.0,1794183.6,0.7,0.49,1.8,1794183.6,0.0,31900.0,0.0,,,,,,,,,,,8500.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,56.244
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.485
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.355
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.609
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.736
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.535
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.417
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.503
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.991
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.236
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.588
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.171
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.383
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.855
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.949
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.416
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.193
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.917
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.984
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.204
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.934
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.825
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.754
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.678
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.861
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.323
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.132
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.459
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.472
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.517
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.176
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.327
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.87
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.042
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.822
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.313
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.116
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.26
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.297
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.475
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.082
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.835
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.359
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.853
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.671
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.304
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.14
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.625
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.882
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.883
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.746
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.579
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.279
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.653
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.075
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.915
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.445
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.625
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.982
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.029
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.564
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.153
2020-06-11,4000.0,229076.0,0.38,0.11,0.24,229076.0,0.0,4000.0,0.0,,,4000.0,,,,,,0.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.269
2020-06-12,4000.0,228448.0,0.38,0.11,0.23,228448.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.112
2020-06-15,4000.0,226404.0,0.32,0.11,0.23,226404.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,56.601
2020-06-16,4000.0,233756.0,0.32,0.1,0.23,233756.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.439
2020-06-17,4000.0,234012.0,0.32,0.1,0.23,234012.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.503
2020-06-18,4000.0,233520.0,0.23,0.1,0.23,233520.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.38
2020-06-19,4000.0,235092.0,0.23,0.1,0.23,235092.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.773
2020-06-22,4000.0,231532.0,0.23,0.1,0.24,231532.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.883
2020-06-23,4000.0,231972.0,0.23,0.1,0.23,231972.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.993
2020-06-24,4000.0,226556.0,0.23,0.1,0.23,226556.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,56.639
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.695
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.744
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.891
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.407
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.694
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.472
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.282
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.239
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.549
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.089
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.627
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.203
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.582
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.489
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.206
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.671
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.718
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.067
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.532
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.975
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.961
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.314
2020-07-28,7000.0,404355.0,0.54,0.19,0.4,404355.0,0.0,7000.0,0.0,,,7000.0,,,,,,0.4,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.765
2020-07-29,7000.0,403676.0,0.55,0.19,0.41,403676.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.668
2020-07-30,7000.0,401485.0,0.9,0.19,0.41,401485.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.355
2020-07-31,7000.0,399070.0,0.9,0.19,0.4,399070.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.01
2020-08-03,7000.0,405510.0,0.9,0.18,0.4,405510.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.93
2020-08-04,7000.0,405650.0,0.9,0.18,0.41,405650.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.95
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.414
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.389
2020-08-07,7500.0,436500.0,0.6,0.2,0.43,436500.0,0.0,7500.0,0.0,,,7500.0,,,,,,0.43,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.2
2020-08-10,7500.0,438465.0,0.77,0.26,0.44,438465.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.462
2020-08-11,7500.0,437737.5,0.78,0.26,0.43,437737.5,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.365
2020-08-12,7500.0,438450.0,0.78,0.25,0.44,438450.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.46
2020-08-13,7500.0,436410.0,0.78,0.25,0.44,436410.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.188
2020-08-14,7500.0,436860.0,1.08,0.25,0.44,436860.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.248
2020-08-17,7500.0,437377.5,1.08,0.25,0.44,437377.5,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.317
2020-08-18,7500.0,434332.5,1.08,0.25,0.44,434332.5,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.911
2020-08-19,7500.0,434302.5,1.09,0.25,0.43,434302.5,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.907
2020-08-20,7500.0,433785.0,1.09,0.25,0.43,433785.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.838
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.893
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.188
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.279
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.286
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.344
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.305
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.09
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.551
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.974
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.932
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.461
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.466
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.29
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.932
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.552
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.197
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.754
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.025
2020-09-17,9000.0,524934.0,1.67,0.3,0.53,524934.0,0.0,9000.0,0.0,,,9000.0,,,,,,0.53,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,58.326
2020-09-18,9000.0,520461.0,2.93,0.3,0.52,520461.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.829
2020-09-21,9000.0,512829.0,2.83,0.3,0.52,512829.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,56.981
2020-09-22,9000.0,517797.0,2.78,0.3,0.51,517797.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.533
2020-09-23,9000.0,521154.0,2.79,0.3,0.52,521154.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,57.906
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.091
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.699
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.751
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.146
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.497
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.647
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.412
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.754
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.954
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.928
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.472
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.658
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.333
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.371
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.138
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.721
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.192
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.29
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.709
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.495
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.612
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.836
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.885
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.008
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.774
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.785
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.757
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.577
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.582
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.255
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.891
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.887
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.291
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.144
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.49
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.615
2020-11-16,18000.0,1102788.0,0.47,0.73,1.09,1102788.0,0.0,18000.0,0.0,,,18000.0,,,,,,1.09,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,61.266
2020-11-17,18000.0,1096056.0,0.47,0.71,1.09,1096056.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,60.892
2020-11-18,18000.0,1095174.0,0.42,0.76,1.09,1095174.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,60.843
2020-11-19,18000.0,1078740.0,0.41,0.76,1.1,1078740.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,59.93
2020-11-20,18000.0,1082772.0,0.36,0.76,1.08,1082772.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,60.154
2020-11-23,18000.0,1077336.0,0.36,0.76,1.08,1077336.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,59.852
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.479
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.074
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.092
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.884
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.498
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.871
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.361
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.136
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.288
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.354
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.56
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.507
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.133
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.019
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.345
2020-12-15,21500.0,1270198.5,0.9,0.86,1.28,1270198.5,0.0,21500.0,0.0,,,21500.0,,,,,,1.28,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,59.079
2020-12-16,21500.0,1278476.0,1.0,0.79,1.27,1278476.0,0.0,21500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,59.464
