,ALDRV FP Equity_DX_SI_QTY,ALDRV FP Equity_DX_SHORT_INTEREST_VALUE,ALDRV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDRV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDRV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDRV FP Equity_DX_SI_MV,ALDRV FP Equity_DX_DSS,ALDRV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDRV FP Equity_DX_SUPPLY_SI_QTY,ALDRV FP Equity_DX_BROKER_SI_QTY,ALDRV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDRV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALDRV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDRV FP Equity_DX_BROKER_SI_MV_INC_x,ALDRV FP Equity_DX_SUPPLY_SI_MV_NEW,ALDRV FP Equity_DX_BROKER_SI_QTY_ADD,ALDRV FP Equity_DX_SUPPLY_SI_MV_DEC,ALDRV FP Equity_DX_BROKER_SI_QTY_INC,ALDRV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDRV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALDRV FP Equity_DX_BROKER_SI_MV_INC_y,ALDRV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDRV FP Equity_DX_BROKER_SI_MV_ADD,ALDRV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDRV FP Equity_DX_BROKER_SI_QTY_DEC,ALDRV FP Equity_DX_SUPPLY_SI_MV,ALDRV FP Equity_DX_BROKER_SI_MV_DEC,ALDRV FP Equity_DX_SUPPLY_SI_MV_RMV,ALDRV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDRV FP Equity_DX_UTILIZATION_QUANTITY,ALDRV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDRV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDRV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALDRV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDRV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDRV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDRV FP Equity_DX_BROKER_SI_CON_RATIO,ALDRV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDRV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDRV FP Equity_PX_LAST
2022-01-07,605328.0,38680.46,0.17,0.1,0.16,0.04,1.0,20379.5,318928.0,318928.0,20379.5,,,,,,,,,,,,,,,0.02,,,100.0,56.5,0.0,0.0,,0.0,100.0,38.94,0.3902,48.18,1.0725,0.0639
2022-01-10,605328.0,37954.07,0.17,0.1,0.16,0.04,1.0,19996.79,318928.0,318928.0,19996.79,,,,,,,,,,,,,,,0.02,,,100.0,56.5,0.0,0.0,,0.0,100.0,39.01,0.3909,48.2,1.0725,0.0627
2022-01-11,605328.0,38196.2,0.17,0.1,0.16,0.04,1.0,20124.36,318928.0,318928.0,20124.36,,,,,,,,,,,,,,,0.02,,,100.0,56.5,0.0,0.0,,0.0,100.0,38.94,0.3899,48.15,1.0725,0.0631
2022-01-12,913128.0,59444.63,0.26,0.15,0.25,0.06,2.0,30781.1,472828.0,472828.0,30781.1,,153900.0,0.01,,,,153900.0,,,0.01,153900.0,,,,0.03,,,100.0,54.21,0.0,0.0,,0.0,100.0,25.28,0.5053,66.23,1.0469,0.0651
2022-01-13,903128.0,59787.07,0.26,0.14,0.24,0.06,2.0,30970.21,467828.0,467828.0,30970.21,,,,,,0.0,,5000.0,,,,,,5000.0,0.03,0.0,,100.0,54.26,0.0,0.0,,0.0,100.0,25.64,0.5018,65.82,1.0474,0.0662
2022-01-14,769928.0,49198.4,0.22,0.11,0.21,0.05,2.0,21382.73,467828.0,334628.0,29894.21,,,,,,,,,,,,,,133200.0,0.03,0.01,,100.0,54.26,0.0,0.0,,0.0,100.0,30.6,0.4514,59.5,0.893,0.0639
2022-01-17,636728.0,41705.68,0.18,0.09,0.17,0.04,1.0,21918.13,334628.0,334628.0,21918.13,,,,,,0.01,,133200.0,,,,,,,0.02,,,100.0,77.98,0.0,0.0,,0.0,100.0,37.35,0.3994,50.4,1.4839,0.0655
2022-01-18,746928.0,47803.39,0.21,0.11,0.2,0.05,2.0,24942.59,389728.0,389728.0,24942.59,,55100.0,0.0,,,,55100.0,,,0.0,55100.0,,,,0.03,,,100.0,55.2,0.0,0.0,,0.0,100.0,31.39,0.4435,58.38,1.0579,0.064
2022-01-19,776928.0,52287.25,0.22,0.11,0.21,0.05,2.0,27238.19,404728.0,404728.0,27238.19,,15000.0,0.0,,,,15000.0,,,0.0,15000.0,,,,0.03,,,100.0,54.99,0.0,0.0,,0.0,100.0,29.97,0.4529,59.93,1.0556,0.0673
2022-01-20,2140123.0,138251.95,0.61,0.27,0.58,0.14,4.0,70441.33,1090423.0,1090423.0,70441.33,,677500.0,0.04,,,,685695.0,,,0.04,677500.0,,8195.0,,0.07,,,100.0,51.94,0.0,0.0,,0.0,100.0,21.53,0.4889,65.62,1.0195,0.0646
2022-01-21,2151495.0,136404.78,0.62,0.25,0.58,0.14,4.0,69853.8,1101795.0,1101795.0,69853.8,,11372.0,0.0,,,,11372.0,,,0.0,11372.0,,,,0.07,,,100.0,51.92,0.0,0.0,,0.0,100.0,21.24,0.4856,65.48,1.0139,0.0634
2022-01-24,2341585.0,146349.06,0.67,0.29,0.63,0.15,4.0,80742.81,1267090.0,1291885.0,79193.13,,165295.0,0.01,,,,190090.0,,,0.01,165295.0,,,,0.08,,,100.0,51.66,0.0,0.0,,0.0,100.0,19.4,0.4207,60.27,0.9548,0.0625
2022-01-25,2341585.0,140495.1,0.67,0.3,0.63,0.14,4.0,77513.1,1267090.0,1291885.0,76025.4,,,,,,,,,,,,,,,0.08,,,100.0,51.66,0.0,0.0,,0.0,100.0,19.63,0.4168,59.84,0.9548,0.06
2022-01-26,2384977.0,144529.61,0.68,0.3,0.65,0.14,4.0,80838.7,1268395.0,1333972.0,76864.74,,1305.0,0.0,,,,72087.0,,,0.0,1305.0,,,30000.0,0.08,0.0,,100.0,94.89,0.0,0.0,,0.0,100.0,18.97,0.3961,58.06,1.7843,0.0606
2022-01-27,2274777.0,143310.95,0.65,0.29,0.62,0.14,4.0,80568.94,1213295.0,1278872.0,76437.59,,,,,,0.0,,55100.0,,,,,,55100.0,0.07,0.0,,100.0,94.67,0.0,0.0,,0.0,100.0,14.86,0.4218,61.22,1.775,0.063
2022-01-28,2184405.0,167325.42,0.63,0.27,0.59,0.15,4.0,91039.1,1188500.0,1188500.0,91039.1,,,,,,0.0,,24795.0,,,,,,90372.0,0.08,0.01,,100.0,94.57,0.0,0.0,,0.0,100.0,14.69,0.4698,65.75,1.7381,0.0766
2022-01-31,2194405.0,168530.3,0.63,0.21,0.59,0.17,4.0,93196.8,1173500.0,1213500.0,90124.8,,,0.0,,,0.0,40000.0,15000.0,,0.0,,,,15000.0,0.09,0.0,,100.0,94.5,0.0,0.0,,0.0,100.0,14.27,0.4406,63.32,1.7672,0.0768
2022-02-01,1842705.0,129910.7,0.53,0.14,0.5,0.14,3.0,71606.85,975700.0,1015700.0,68786.85,,,,,,0.02,,197800.0,,,,,,197800.0,0.07,0.02,,100.0,89.19,0.0,0.0,,0.0,100.0,12.79,0.5851,74.86,1.6844,0.0705
2022-02-02,2836305.0,198541.35,0.81,0.2,0.77,0.2,5.0,140651.0,1969300.0,2009300.0,137851.0,,993600.0,0.07,,,,993600.0,,,0.07,993600.0,,,,0.14,,,100.0,94.33,0.0,0.0,,0.0,100.0,40.85,0.4068,48.24,1.3587,0.07
2022-02-03,3307205.0,219929.13,0.95,0.22,0.9,0.23,5.0,164933.3,2440200.0,2480200.0,162273.3,,470900.0,0.03,,,,470900.0,,,0.03,470900.0,,,,0.17,,,100.0,95.38,0.0,0.0,,0.0,100.0,41.04,0.4191,49.53,1.2927,0.0665
2022-02-04,3379205.0,224717.13,0.97,0.22,0.92,0.23,5.0,169721.3,2440200.0,2552200.0,162273.3,,,0.0,,,,72000.0,,,0.0,,,,,0.17,,,100.0,95.38,0.0,0.0,,0.0,100.0,41.22,0.4014,47.41,1.3208,0.0665
2022-02-07,3659205.0,247728.18,1.05,0.23,0.99,0.24,5.0,173799.44,2705200.0,2567200.0,183142.04,,265000.0,,,15000.0,,,,,,265000.0,0.0,,,0.18,,,100.0,99.88,0.0,0.0,,0.0,100.0,38.97,0.3662,45.44,1.351,0.0677
2022-02-08,4239755.0,284487.56,1.22,0.27,1.15,0.29,5.0,174272.12,3255750.0,2597200.0,218460.83,,550550.0,0.0,,,,30000.0,,,0.0,550550.0,,,,0.22,,,100.0,99.91,0.0,0.0,,0.0,100.0,34.62,0.3049,39.19,1.301,0.0671
2022-02-09,4274755.0,265034.81,1.23,0.27,1.16,0.28,5.0,163196.4,3255750.0,2632200.0,201856.5,,,0.0,,,,35000.0,,,0.0,,,,,0.22,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.55,0.2994,39.31,1.3118,0.062
2022-02-10,4384583.0,279297.94,1.26,0.27,1.19,0.27,5.0,166694.24,3240414.0,2616864.0,206414.37,,,0.0,,90133.0,0.02,35031.0,15336.0,,0.0,,0.01,,140500.0,0.2,0.02,,100.0,99.91,0.0,0.0,,0.0,100.0,34.29,0.2748,35.47,1.3518,0.0637
2022-02-11,4394583.0,279495.48,1.26,0.27,1.19,0.28,5.0,167068.55,3240414.0,2626864.0,206090.33,,,0.0,,,,10000.0,,,0.0,,,,,0.2,,,100.0,99.91,0.0,0.0,,0.0,100.0,34.86,0.2747,34.95,1.3549,0.0636
2022-02-14,4614396.0,298551.42,1.32,0.28,1.25,0.3,5.0,184180.0,3400414.0,2846677.0,220006.79,,160000.0,0.01,,,,219813.0,,,0.01,160000.0,,,,0.22,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.53,0.283,37.71,1.3558,0.0647
2022-02-15,4542396.0,286170.95,1.3,0.28,1.23,0.29,5.0,174804.65,3400414.0,2774677.0,214226.08,,,,,,,,,,,,,,72000.0,0.22,0.0,,100.0,99.91,0.0,0.0,,0.0,100.0,33.65,0.2912,38.66,1.3347,0.063
2022-02-16,4557396.0,287115.95,1.31,0.29,1.23,0.29,5.0,174804.65,3415414.0,2774677.0,215171.08,,15000.0,,,,,,,,,15000.0,,,,0.22,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.82,0.2905,38.35,1.3332,0.063
2022-02-17,4632396.0,264509.81,1.33,0.29,1.26,0.29,5.0,162716.56,3490414.0,2849677.0,199302.64,,75000.0,0.0,,,,75000.0,,,0.0,75000.0,,,,0.22,,,100.0,99.91,0.0,0.0,,0.0,100.0,32.19,0.2927,40.0,1.326,0.0571
2022-02-18,4605529.0,239487.51,1.32,0.28,1.25,0.27,5.0,146786.12,3490414.0,2822810.0,181501.53,,,0.0,,,,73266.0,,,0.0,,,,100133.0,0.22,0.02,,100.0,99.91,0.0,0.0,,0.0,100.0,34.42,0.2983,38.54,1.3183,0.052
2022-02-21,4568662.0,219295.78,1.31,0.27,1.24,0.24,5.0,135494.88,3453547.0,2822810.0,165770.26,,,,,,0.04,,36867.0,,,,,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,35.82,0.3143,39.95,1.3217,0.048
2022-02-22,4684584.0,234229.2,1.34,0.27,1.27,0.23,5.0,146936.6,3559469.0,2938732.0,177973.45,,105922.0,0.0,,,,115922.0,,,0.0,105922.0,,,,0.17,,,100.0,99.92,0.0,0.0,,0.0,100.0,36.58,0.3235,40.73,1.315,0.05
2022-02-23,4649553.0,230152.87,1.33,0.26,1.26,0.23,5.0,143733.2,3559469.0,2903701.0,176193.72,,,,,,,,,,,,,,35031.0,0.18,0.0,,100.0,99.92,0.0,0.0,,0.0,100.0,35.49,0.3223,41.43,1.3051,0.0495
2022-02-24,4407990.0,216432.31,1.26,0.25,1.19,0.22,5.0,137501.36,3421172.0,2800435.0,167979.55,,,,,,0.01,,138297.0,,,,,,103266.0,0.17,0.01,,100.0,99.91,0.0,0.0,,0.0,100.0,31.85,0.3204,43.74,1.2873,0.0491
2022-02-25,4655744.0,232787.2,1.33,0.27,1.26,0.23,5.0,152409.45,3421172.0,3048189.0,171058.6,,,0.01,,,,247754.0,,,0.01,,,,,0.17,,,100.0,99.91,0.0,0.0,,0.0,100.0,30.45,0.3344,46.6,1.3597,0.05
2022-02-28,4595931.0,241286.38,1.32,0.26,1.25,0.23,5.0,156889.74,3545049.0,2988376.0,186115.07,,123877.0,,,,,,,,,123877.0,,,59813.0,0.18,0.0,,100.0,99.92,0.0,0.0,,0.0,100.0,31.14,0.3309,45.73,1.2953,0.0525
2022-03-01,4397054.0,211058.59,1.26,0.25,1.19,0.23,5.0,133895.95,3470049.0,2789499.0,166562.35,,,,,,0.0,,75000.0,,,,,,198877.0,0.18,0.01,,100.0,99.91,0.0,0.0,,0.0,100.0,31.09,0.3201,44.16,1.266,0.048
2022-03-02,4397054.0,221171.82,1.26,0.25,1.19,0.21,5.0,140311.8,3470049.0,2789499.0,174543.46,,,,,,,,,,,,,,,0.17,,,100.0,99.91,0.0,0.0,,0.0,100.0,32.55,0.3199,43.21,1.266,0.0503
2022-03-03,4459524.0,218070.72,1.28,0.26,1.21,0.22,5.0,137933.89,3501284.0,2820734.0,171212.79,,31235.0,0.0,,,,31235.0,,,0.0,31235.0,,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,32.71,0.32,43.12,1.2726,0.0489
2022-03-04,4476260.0,187107.67,1.28,0.28,1.21,0.22,5.0,118606.25,3501284.0,2837470.0,146353.67,,,0.0,,,,16736.0,,,0.0,,,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,31.78,0.3178,43.34,1.2774,0.0418
2022-03-07,4492996.0,186010.03,1.29,0.28,1.22,0.19,5.0,117471.26,3518020.0,2837470.0,145646.03,,16736.0,,,,,,,,,16736.0,,,,0.15,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.27,0.3177,42.46,1.276,0.0414
2022-03-08,4647996.0,195215.83,1.33,0.29,1.26,0.19,5.0,119383.74,3668020.0,2842470.0,154056.84,,150000.0,,,20000.0,,,,,,150000.0,0.0,,15000.0,0.15,0.0,,100.0,99.92,0.0,0.0,,0.0,100.0,32.54,0.3092,41.02,1.2661,0.042
2022-03-09,4484996.0,205861.32,1.29,0.28,1.22,0.19,5.0,122987.67,3478020.0,2679470.0,159641.12,,,0.0,,,0.01,47000.0,190000.0,,0.0,,,,210000.0,0.15,0.01,,100.0,99.91,0.0,0.0,,0.0,100.0,34.64,0.2998,37.73,1.2884,0.0459
2022-03-10,4484996.0,211243.31,1.29,0.28,1.22,0.21,5.0,126203.04,3478020.0,2679470.0,163814.74,,,,,,,,,,,,,,,0.16,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.83,0.2976,38.06,1.2884,0.0471
2022-03-11,4484996.0,226043.8,1.29,0.29,1.22,0.21,5.0,135045.29,3478020.0,2679470.0,175292.21,,,,,,,,,,,,,,,0.16,,,100.0,99.91,0.0,0.0,,0.0,100.0,34.18,0.2984,38.05,1.2884,0.0504
2022-03-14,4499996.0,226799.8,1.29,0.33,1.22,0.23,5.0,135801.29,3478020.0,2694470.0,175292.21,,,,,15000.0,,,,,,,0.0,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.5,0.2963,38.18,1.2927,0.0504
2022-03-15,4499996.0,250199.78,1.29,0.41,1.22,0.23,5.0,149812.53,3478020.0,2694470.0,193377.91,,,,,,,,,,,,,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,34.58,0.297,37.47,1.2927,0.0556
2022-03-16,4499996.0,233099.79,1.29,0.44,1.22,0.25,5.0,139573.55,3478020.0,2694470.0,180161.44,,,,,,,,,,,,,,,0.19,,,100.0,99.91,0.0,0.0,,0.0,100.0,32.71,0.2953,38.61,1.2927,0.0518
2022-03-17,4499996.0,233999.79,1.29,0.47,1.22,0.23,5.0,140112.44,3478020.0,2694470.0,180857.04,,,,,,,,,,,,,,,0.18,,,100.0,99.91,0.0,0.0,,0.0,100.0,33.47,0.2954,38.08,1.2927,0.052
2022-03-18,4610497.0,226836.45,1.32,0.49,1.25,0.24,5.0,138004.57,3608521.0,2804971.0,177539.23,,130501.0,0.01,,,,130501.0,,,0.01,130501.0,,,20000.0,0.19,0.0,,100.0,99.92,0.0,0.0,,0.0,100.0,32.06,0.3037,40.51,1.2766,0.0492
2022-03-21,4610497.0,223609.1,1.32,0.51,1.25,0.23,5.0,136041.09,3608521.0,2804971.0,175013.27,,,,,,,,,,,,,,,0.18,,,100.0,99.92,0.0,0.0,,0.0,100.0,32.4,0.3023,40.12,1.2766,0.0485
2022-03-22,4645996.0,232299.8,1.33,0.52,1.26,0.23,5.0,140273.5,3603020.0,2805470.0,180151.0,,,0.0,,,0.0,41000.0,5501.0,,0.0,,,,40501.0,0.17,0.0,,100.0,99.5,0.0,0.0,,0.0,100.0,32.67,0.2908,38.65,1.2831,0.05
2022-03-23,4661495.0,242397.74,1.34,0.52,1.26,0.23,5.0,146555.19,3605620.0,2818369.0,187492.24,,2600.0,0.0,,,,12899.0,,,0.0,2600.0,,,,0.17,,,100.0,99.57,0.0,0.0,,0.0,100.0,32.88,0.2932,38.98,1.2873,0.052
2022-03-24,4431696.0,221584.8,1.27,0.51,1.2,0.22,5.0,129428.5,3605620.0,2588570.0,180281.0,,,,,,,,,,,,,,229799.0,0.18,0.01,,100.0,99.57,0.0,0.0,,0.0,100.0,33.62,0.2845,36.77,1.2239,0.05
2022-03-25,4431696.0,218925.78,1.27,0.52,1.2,0.22,5.0,127875.36,3605620.0,2588570.0,178117.63,,,,,,,,,,,,,,,0.18,,,100.0,99.57,0.0,0.0,,0.0,100.0,33.99,0.2823,35.95,1.2239,0.0494
2022-03-28,4431696.0,236652.57,1.27,0.52,1.2,0.22,5.0,138229.64,3375821.0,2588570.0,180268.84,,,,,,0.01,,229799.0,,,,,,,0.17,,,100.0,99.99,0.0,0.0,,0.0,100.0,34.99,0.2839,35.2,1.3126,0.0534
2022-03-29,4611750.0,242116.88,1.32,0.54,1.25,0.25,5.0,145352.76,3555875.0,2768624.0,186683.44,,180054.0,0.02,,,,180054.0,,,0.02,180054.0,,,,0.19,,,100.0,99.99,0.0,0.0,,0.0,100.0,32.81,0.2901,38.29,1.2968,0.0525
2022-03-30,4611750.0,244422.75,1.32,0.55,1.25,0.24,5.0,146737.07,3555875.0,2768624.0,188461.38,,,,,,,,,,,,,,,0.19,,,100.0,99.99,0.0,0.0,,0.0,100.0,33.09,0.2902,38.11,1.2968,0.053
2022-03-31,4611750.0,241194.53,1.32,0.56,1.25,0.24,5.0,144799.04,3555875.0,2768624.0,185972.26,,,,,,,,,,,,,,,0.19,,,100.0,99.99,0.0,0.0,,0.0,100.0,32.83,0.2897,38.24,1.2968,0.0523
2022-04-01,4611750.0,234276.9,1.32,0.63,1.25,0.24,5.0,140646.1,3555875.0,2768624.0,180638.45,,,,,,,,,,,,,,,0.19,,,100.0,99.99,0.0,0.0,,0.0,100.0,32.7,0.2889,38.15,1.2968,0.0508
2022-04-04,4601451.0,233753.71,1.32,0.67,1.25,0.24,5.0,140122.91,3555875.0,2758325.0,180638.45,,,,,,,,,,,,,,10299.0,0.19,0.0,,100.0,99.99,0.0,0.0,,0.0,100.0,32.98,0.2871,37.5,1.2939,0.0508
2022-04-05,4501451.0,225072.55,1.29,0.68,1.22,0.23,5.0,137916.25,3455875.0,2758325.0,172793.75,,,,,,0.01,,100000.0,,,,,,,0.18,,,100.0,97.18,0.0,0.0,,0.0,100.0,32.59,0.2887,38.28,1.2658,0.05
2022-04-06,4516451.0,215434.71,1.29,0.73,1.22,0.22,5.0,132287.6,3455875.0,2773325.0,164845.24,,,0.0,,,,15000.0,,,0.0,,,,,0.17,,,100.0,97.18,0.0,0.0,,0.0,100.0,32.12,0.2889,38.69,1.27,0.0477
2022-04-07,4516451.0,201433.71,1.29,0.76,1.22,0.21,5.0,123690.3,3455875.0,2773325.0,154132.03,,,,,,,,,,,,,,,0.16,,,100.0,97.18,0.0,0.0,,0.0,100.0,31.85,0.288,38.77,1.27,0.0446
2022-04-08,4516451.0,191949.17,1.29,0.76,1.22,0.21,5.0,117866.31,3455875.0,2773325.0,146874.69,,,,,,,,,,,,,,,0.16,,,100.0,97.18,0.0,0.0,,0.0,100.0,32.46,0.2876,37.91,1.27,0.0425
2022-04-11,4501451.0,202115.15,1.29,0.75,1.22,0.19,5.0,123848.79,3455875.0,2758325.0,155168.79,,,,,,,,,,,,,,15000.0,0.15,0.0,,100.0,97.18,0.0,0.0,,0.0,100.0,33.4,0.2899,37.84,1.2658,0.0449
2022-04-12,4471451.0,203898.17,1.28,0.75,1.21,0.2,5.0,125095.62,3440875.0,2743325.0,156903.9,,,,,,0.0,,15000.0,,,,,,15000.0,0.15,0.0,,100.0,96.75,0.0,0.0,,0.0,100.0,33.11,0.2919,38.28,1.2573,0.0456
2022-04-13,4471451.0,186459.51,1.28,0.75,1.21,0.2,5.0,114396.65,3440875.0,2743325.0,143484.49,,,,,,,,,,,,,,,0.16,,,100.0,96.75,0.0,0.0,,0.0,100.0,31.99,0.2912,38.96,1.2573,0.0417
2022-04-14,4471451.0,163207.96,1.28,0.74,1.21,0.19,5.0,100131.36,3440875.0,2743325.0,125591.94,,,,,,,,,,,,,,,0.16,,,100.0,96.75,0.0,0.0,,0.0,100.0,31.93,0.286,37.78,1.2573,0.0365
2022-04-15,4471451.0,163207.96,1.28,0.68,1.21,0.18,5.0,100131.36,3440875.0,2743325.0,125591.94,,,,,,,,,,,,,,,0.16,,,100.0,96.75,0.0,0.0,,0.0,100.0,33.22,0.2816,35.63,1.2573,
2022-04-18,4471451.0,163207.96,1.28,0.68,1.21,0.17,5.0,100131.36,3440875.0,2743325.0,125591.94,,,,,,,,,,,,,,,0.14,,,100.0,96.75,0.0,0.0,,0.0,100.0,33.09,0.289,37.31,1.2573,
2022-04-19,4365451.0,163704.41,1.25,0.66,1.18,0.16,5.0,100774.69,3390875.0,2687325.0,127157.81,,,,,,0.02,,50000.0,,,,,,56000.0,0.12,0.0,,100.0,96.71,0.0,0.0,,0.0,100.0,34.07,0.3062,39.16,1.245,0.0375
2022-04-20,4365451.0,165450.59,1.25,0.68,1.18,0.17,5.0,101849.62,3390875.0,2687325.0,128514.16,,,,,,,,,,,,,,,0.13,,,100.0,96.71,0.0,0.0,,0.0,100.0,33.69,0.303,39.05,1.245,0.0379
2022-04-21,4365451.0,151044.6,1.25,0.66,1.18,0.16,5.0,92981.45,3390875.0,2687325.0,117324.28,,,,,,,,,,,,,,,0.13,,,100.0,96.71,0.0,0.0,,0.0,100.0,32.58,0.3021,39.71,1.245,0.0346
2022-04-22,4365451.0,151917.69,1.25,0.65,1.18,0.16,5.0,93518.91,3390875.0,2687325.0,118002.45,,,,,,,,,,,,,,,0.13,,,100.0,96.71,0.0,0.0,,0.0,100.0,34.16,0.3024,38.12,1.245,0.0348
2022-04-25,4391051.0,148856.63,1.26,0.66,1.19,0.15,5.0,91534.24,3403675.0,2700125.0,115384.58,,12800.0,0.0,,,,12800.0,,,0.0,12800.0,,,,0.12,,,100.0,96.72,0.0,0.0,,0.0,100.0,33.8,0.3051,39.22,1.2478,0.0339
2022-04-26,4391051.0,136122.58,1.26,0.66,1.19,0.15,5.0,83703.88,3403675.0,2700125.0,105513.93,,,,,,,,,,,,,,,0.12,,,100.0,96.72,0.0,0.0,,0.0,100.0,33.07,0.3039,39.58,1.2478,0.031
2022-04-27,4350751.0,142704.63,1.25,0.68,1.18,0.14,5.0,88564.1,3363375.0,2700125.0,110318.7,,,,,,0.01,,40300.0,,,,,,,0.1,,,100.0,96.68,0.0,0.0,,0.0,100.0,34.92,0.3064,38.86,1.2507,0.0328
2022-04-28,4085751.0,142592.71,1.17,0.64,1.11,0.14,5.0,94845.11,3080875.0,2717625.0,107522.54,,,,,17500.0,0.0,,282500.0,,,,0.0,,,0.1,,,100.0,96.39,0.0,0.0,,0.0,100.0,37.3,0.3271,41.39,1.2783,0.0349
2022-04-29,4364539.0,120897.73,1.25,0.72,1.18,0.14,5.0,82696.11,3091869.0,2985419.0,85644.77,,10994.0,0.0,,,,267794.0,,,0.0,10994.0,,,,0.1,,,100.0,96.73,0.0,0.0,,0.0,100.0,31.71,0.2932,41.53,1.3655,0.0277
2022-05-02,4364539.0,120897.73,1.25,0.69,1.18,0.13,5.0,82696.11,3091869.0,2985419.0,85644.77,,,,,,,,,,,,,,,0.1,,,100.0,96.73,0.0,0.0,,0.0,100.0,35.11,0.2956,38.95,1.3655,0.0277
2022-05-03,4924539.0,132962.55,1.41,0.79,1.33,0.14,5.0,84699.51,3500269.0,3137019.0,94507.26,,408400.0,0.0,,,,151600.0,,,0.0,408400.0,,,,0.1,,,100.0,97.1,0.0,0.0,,0.0,100.0,35.08,0.2816,36.62,1.3661,0.027
2022-05-04,4924539.0,121636.11,1.41,0.79,1.33,0.13,5.0,77484.37,3500269.0,3137019.0,86456.64,,,,,,,,,,,,,,,0.09,,,100.0,97.1,0.0,0.0,,0.0,100.0,35.47,0.2796,35.89,1.3661,0.0247
2022-05-05,5044082.0,116518.29,1.45,0.8,1.37,0.13,5.0,74446.1,3534056.0,3222775.0,81636.69,,33787.0,0.0,,,,85756.0,,,0.0,33787.0,,,,0.09,,,100.0,98.04,0.0,0.0,,0.0,100.0,33.79,0.28,37.52,1.3993,0.0231
2022-05-06,5026582.0,116114.04,1.44,0.8,1.36,0.12,5.0,74041.85,3534056.0,3205275.0,81636.69,,,,,,,,,,,,,,17500.0,0.09,0.0,,100.0,98.04,0.0,0.0,,0.0,100.0,32.67,0.2816,38.73,1.3945,0.0231
2022-05-09,5026815.0,112600.66,1.44,0.82,1.36,0.12,5.0,71423.27,3551025.0,3188539.0,79542.96,,16969.0,,,,,,,,,16969.0,,,16736.0,0.08,0.0,,100.0,98.05,0.0,0.0,,0.0,100.0,34.47,0.2852,37.94,1.388,0.0224
2022-05-10,5075058.0,118248.85,1.46,0.84,1.38,0.11,5.0,74292.96,3329268.0,3188539.0,77571.94,,64979.0,,,,0.01,,286736.0,,,64979.0,,,,0.07,,,100.0,99.83,0.0,0.0,,0.0,100.0,32.75,0.2848,39.33,1.5218,0.0233
2022-05-11,5074983.0,127382.07,1.46,0.85,1.38,0.12,5.0,80030.45,3329214.0,3188464.0,83563.27,,,,,,0.0,,54.0,,,,,,75.0,0.08,0.0,,100.0,99.83,0.0,0.0,,0.0,100.0,32.48,0.2869,39.85,1.5218,0.0251
2022-05-12,5074983.0,122307.09,1.46,0.83,1.38,0.12,5.0,76841.98,3329214.0,3188464.0,80234.06,,,,,,,,,,,,,,,0.08,,,100.0,99.83,0.0,0.0,,0.0,100.0,33.97,0.2837,38.14,1.5218,0.0241
2022-05-13,5074983.0,126874.58,1.46,0.83,1.38,0.12,5.0,79711.6,3329214.0,3188464.0,83230.35,,,,,,,,,,,,,,,0.08,,,100.0,99.83,0.0,0.0,,0.0,100.0,32.99,0.2858,39.3,1.5218,0.025
2022-05-16,5041723.0,124530.56,1.45,0.83,1.37,0.12,5.0,78412.22,3309834.0,3174584.0,81752.9,,,0.0,,,0.0,3620.0,19380.0,,0.0,,,,17500.0,0.08,0.0,,100.0,99.25,0.0,0.0,,0.0,100.0,33.87,0.2842,38.31,1.5118,0.0247
