,SP5 FP Equity_PX_LAST
2020-05-15,26.876
2020-05-18,27.889
2020-05-19,27.809
2020-05-20,27.827
2020-05-21,27.625
2020-05-22,27.705
2020-05-25,28.229
2020-05-26,28.146
2020-05-27,28.005
2020-05-28,28.351
2020-05-29,27.832
2020-06-01,28.174
2020-06-02,28.152
2020-06-03,28.537
2020-06-04,28.306
2020-06-05,29.174
2020-06-08,29.23
2020-06-09,29.053
2020-06-10,28.928
2020-06-11,27.834
2020-06-12,27.69
2020-06-15,27.488
2020-06-16,28.541
2020-06-17,28.649
2020-06-18,28.54
2020-06-19,28.775
2020-06-22,28.355
2020-06-23,28.621
2020-06-24,27.879
2020-06-25,27.888
2020-06-26,27.795
2020-06-29,27.819
2020-06-30,28.13
2020-07-01,28.376
2020-07-02,28.783
2020-07-03,28.606
2020-07-06,28.941
2020-07-07,28.96
2020-07-08,28.302
2020-07-09,28.221
2020-07-10,28.449
2020-07-13,28.966
2020-07-14,28.337
2020-07-15,28.756
2020-07-16,28.596
2020-07-17,28.693
2020-07-20,28.833
2020-07-21,29.048
2020-07-22,28.727
2020-07-23,28.795
2020-07-24,28.236
2020-07-27,27.969
2020-07-28,28.176
2020-07-29,28.065
2020-07-30,27.971
2020-07-31,27.995
2020-08-03,28.643
2020-08-04,28.612
2020-08-05,28.536
2020-08-06,28.634
2020-08-07,28.973
2020-08-10,29.065
2020-08-11,29.255
2020-08-12,29.24
2020-08-13,29.175
2020-08-14,29.148
2020-08-17,29.1
2020-08-18,28.993
2020-08-19,29.169
2020-08-20,29.095
2020-08-21,29.346
2020-08-24,29.61
2020-08-25,29.684
2020-08-26,29.889
2020-08-27,30.259
2020-08-28,29.986
2020-08-31,29.92
2020-09-01,30.019
2020-09-02,30.621
2020-09-03,30.043
2020-09-04,29.253
2020-09-07,29.696
2020-09-08,29.107
2020-09-09,29.4
2020-09-10,29.272
2020-09-11,28.928
2020-09-14,29.231
2020-09-15,29.469
2020-09-16,29.538
2020-09-17,29.095
2020-09-18,28.738
2020-09-21,28.177
2020-09-22,28.618
2020-09-23,28.87
2020-09-24,28.479
2020-09-25,28.762
2020-09-28,29.385
2020-09-29,29.099
2020-09-30,29.416
2020-10-01,29.469
2020-10-02,29.277
2020-10-05,29.453
2020-10-06,29.559
2020-10-07,29.619
2020-10-08,29.862
2020-10-09,30.036
2020-10-12,30.596
2020-10-13,30.724
2020-10-14,30.545
2020-10-15,30.29
2020-10-16,30.58
2020-10-19,30.21
2020-10-20,29.799
2020-10-21,29.696
2020-10-22,29.707
2020-10-23,29.855
2020-10-26,29.336
2020-10-27,29.386
2020-10-28,28.745
2020-10-29,28.97
2020-10-30,28.702
2020-11-02,29.131
2020-11-03,29.561
2020-11-04,30.322
2020-11-05,30.499
2020-11-06,30.237
2020-11-09,31.305
2020-11-10,30.684
2020-11-11,31.122
2020-11-12,30.842
2020-11-13,30.865
2020-11-16,31.376
2020-11-17,31.204
2020-11-18,31.233
2020-11-19,30.816
2020-11-20,30.929
2020-11-23,30.819
2020-11-24,31.325
2020-11-25,31.237
2020-11-26,31.264
2020-11-27,31.215
2020-11-30,30.888
2020-12-01,31.251
2020-12-02,31.071
2020-12-03,31.051
2020-12-04,31.216
2020-12-07,31.247
2020-12-08,31.326
2020-12-09,31.185
2020-12-10,30.939
2020-12-11,30.693
2020-12-14,30.875
2020-12-15,30.779
2020-12-16,31.033
2020-12-17,30.945
2020-12-18,30.869
2020-12-21,30.582
2020-12-22,30.876
2020-12-23,30.971
2020-12-24,30.961
2020-12-28,31.206
2020-12-29,31.172
2020-12-30,31.065
2020-12-31,31.043
2021-01-04,30.788
2021-01-05,30.855
2021-01-06,31.358
2021-01-07,31.621
2021-01-08,31.771
2021-01-11,31.99
2021-01-12,31.916
2021-01-13,31.97
2021-01-14,32.08
2021-01-15,31.881
2021-01-18,31.931
2021-01-19,31.876
2021-01-20,32.388
2021-01-21,32.391
2021-01-22,32.219
2021-01-25,32.179
2021-01-26,32.381
2021-01-27,31.951
2021-01-28,32.094
2021-01-29,31.386
2021-02-01,31.787
2021-02-02,32.576
2021-02-03,32.547
2021-02-04,32.898
2021-02-05,33.015
2021-02-08,33.094
2021-02-09,33.038
2021-02-10,32.912
2021-02-11,33.034
2021-02-12,33.085
2021-02-15,33.332
2021-02-16,33.226
2021-02-17,33.184
2021-02-18,33.013
2021-02-19,33.097
2021-02-22,32.707
2021-02-23,32.467
2021-02-24,32.888
2021-02-25,32.551
2021-02-26,32.471
2021-03-01,33.072
2021-03-02,32.884
2021-03-03,32.746
2021-03-04,32.484
2021-03-05,32.147
2021-03-08,33.413
2021-03-09,33.5
2021-03-10,33.587
2021-03-11,33.851
2021-03-12,33.665
2021-03-15,33.83
2021-03-16,34.163
2021-03-17,33.948
2021-03-18,34.023
2021-03-19,33.725
2021-03-22,33.823
2021-03-23,34.005
2021-03-24,34.05
2021-03-25,33.826
2021-03-26,34.207
2021-03-29,34.415
2021-03-30,34.608
2021-03-31,34.749
2021-04-01,34.871
2021-04-06,35.314
2021-04-07,35.114
2021-04-08,35.227
2021-04-09,35.367
2021-04-12,35.462
2021-04-13,35.513
2021-04-14,35.472
2021-04-15,35.652
2021-04-16,35.731
2021-04-19,35.483
2021-04-20,35.122
2021-04-21,35.404
2021-04-22,35.631
2021-04-23,35.48
2021-04-26,35.571
2021-04-27,35.535
2021-04-28,35.51
2021-04-29,35.48
2021-04-30,35.64
2021-05-03,35.682
2021-05-04,35.328
2021-05-05,35.725
2021-05-06,35.515
2021-05-07,35.751
2021-05-10,35.681
2021-05-11,34.969
2021-05-12,34.809
2021-05-13,34.927
2021-05-14,35.213
2021-05-17,35.067
2021-05-18,34.962
2021-05-19,34.301
2021-05-20,34.951
2021-05-21,35.136
2021-05-24,35.32
2021-05-25,35.131
2021-05-26,35.265
2021-05-27,35.408
2021-05-28,35.466
2021-05-31,35.237
2021-06-01,35.27
2021-06-02,35.423
2021-06-03,35.532
2021-06-04,35.622
2021-06-07,35.502
2021-06-08,35.533
2021-06-09,35.664
2021-06-10,35.765
2021-06-11,35.981
2021-06-14,35.893
2021-06-15,35.914
2021-06-16,35.987
2021-06-17,36.427
2021-06-18,36.167
2021-06-21,36.356
2021-06-22,36.587
2021-06-23,36.515
2021-06-24,36.729
2021-06-25,36.796
2021-06-28,36.854
2021-06-29,37.071
2021-06-30,37.226
2021-07-01,37.356
2021-07-02,37.622
2021-07-05,37.729
2021-07-06,37.616
2021-07-07,37.65
2021-07-08,37.202
2021-07-09,37.566
2021-07-12,37.67
2021-07-13,37.966
2021-07-14,37.772
2021-07-15,37.761
2021-07-16,37.618
2021-07-19,36.912
2021-07-20,37.457
2021-07-21,37.65
2021-07-22,37.813
2021-07-23,38.262
2021-07-26,38.227
2021-07-27,37.863
2021-07-28,38.11
2021-07-29,38.03
2021-07-30,37.867
2021-08-02,37.964
2021-08-03,37.874
2021-08-04,38.045
2021-08-05,38.14
2021-08-06,38.515
2021-08-09,38.55
2021-08-10,38.699
2021-08-11,38.673
2021-08-12,38.758
2021-08-13,38.699
2021-08-16,38.627
2021-08-17,38.853
2021-08-18,38.812
2021-08-19,38.509
2021-08-20,38.837
2021-08-23,39.091
2021-08-24,39.056
2021-08-25,39.127
2021-08-26,38.979
2021-08-27,39.075
2021-08-30,39.337
2021-08-31,39.274
2021-09-01,39.133
2021-09-02,39.188
2021-09-03,39.076
2021-09-06,39.23
2021-09-07,39.062
2021-09-08,39.0
2021-09-09,39.083
2021-09-10,38.786
2021-09-13,38.687
2021-09-14,38.623
2021-09-15,38.554
2021-09-16,38.793
2021-09-17,38.732
2021-09-20,38.034
2021-09-21,38.227
2021-09-22,38.394
2021-09-23,38.833
2021-09-24,38.851
2021-09-27,38.925
2021-09-28,38.223
2021-09-29,38.575
2021-09-30,38.462
2021-10-01,38.216
2021-10-04,37.774
2021-10-05,38.492
2021-10-06,38.264
2021-10-07,39.181
2021-10-08,38.965
2021-10-11,39.03
2021-10-12,38.701
2021-10-13,38.435
2021-10-14,39.14
2021-10-15,39.462
2021-10-18,39.563
2021-10-19,39.744
2021-10-20,39.901
2021-10-21,39.869
2021-10-22,39.952
2021-10-25,40.208
2021-10-26,40.553
2021-10-27,40.443
2021-10-28,40.258
2021-10-29,40.766
2021-11-01,40.765
2021-11-02,40.984
2021-11-03,40.941
2021-11-04,41.463
2021-11-05,41.762
2021-11-08,41.607
2021-11-09,41.447
2021-11-10,41.625
2021-11-11,41.655
2021-11-12,41.942
2021-11-15,42.088
2021-11-16,42.572
2021-11-17,42.568
2021-11-18,42.451
2021-11-19,42.677
2021-11-22,43.096
2021-11-23,42.522
2021-11-24,42.97
2021-11-25,43.071
2021-11-26,41.673
2021-11-29,42.262
2021-11-30,41.733
2021-12-01,42.085
2021-12-02,41.303
2021-12-03,41.246
2021-12-06,41.704
2021-12-07,42.816
2021-12-08,42.206
2021-12-09,42.495
2021-12-10,42.274
2021-12-13,42.312
2021-12-14,41.869
2021-12-15,41.884
2021-12-16,42.473
2021-12-17,42.092
2021-12-20,41.021
2021-12-21,41.766
2021-12-22,42.257
2021-12-23,42.739
2021-12-24,42.801
2021-12-27,43.029
2021-12-28,43.298
2021-12-29,43.122
2021-12-30,43.353
2021-12-31,43.103
2022-01-03,43.178
2022-01-04,43.384
2022-01-05,43.184
2022-01-06,42.504
2022-01-07,42.179
2022-01-10,41.602
2022-01-11,42.095
2022-01-12,42.283
2022-01-13,42.139
2022-01-14,41.484
2022-01-17,41.85
2022-01-18,41.357
2022-01-19,41.144
2022-01-20,41.435
2022-01-21,40.415
2022-01-24,38.715
2022-01-25,39.185
2022-01-26,40.079
2022-01-27,40.401
2022-01-28,39.976
2022-01-31,40.765
2022-02-01,41.082
2022-02-02,41.218
2022-02-03,40.469
2022-02-04,40.003
2022-02-07,40.198
2022-02-08,40.407
2022-02-09,40.905
2022-02-10,40.58
2022-02-11,40.276
2022-02-14,39.882
2022-02-15,40.203
2022-02-16,39.962
2022-02-17,39.798
2022-02-18,39.334
2022-02-21,38.886
2022-02-22,39.025
2022-02-23,38.753
2022-02-24,38.41
2022-02-25,39.682
2022-02-28,39.911
2022-03-01,39.811
2022-03-02,40.382
2022-03-03,40.453
2022-03-04,40.274
2022-03-07,40.208
2022-03-08,39.191
2022-03-09,39.475
2022-03-10,39.201
2022-03-11,39.746
2022-03-14,39.176
2022-03-15,39.684
2022-03-16,40.34
2022-03-17,40.379
2022-03-18,41.043
2022-03-21,41.405
2022-03-22,41.876
2022-03-23,41.833
2022-03-24,41.821
2022-03-25,42.149
2022-03-28,42.381
2022-03-29,42.56
2022-03-30,42.349
2022-03-31,42.419
2022-04-01,42.086
2022-04-04,42.595
2022-04-05,42.844
2022-04-06,41.991
2022-04-07,41.935
2022-04-08,42.54
2022-04-11,41.823
2022-04-12,42.117
2022-04-13,41.837
2022-04-14,42.108
2022-04-19,42.275
2022-04-20,42.26
2022-04-21,42.328
2022-04-22,41.214
2022-04-25,40.445
2022-04-26,40.61
2022-04-27,41.029
2022-04-28,41.184
2022-04-29,41.121
2022-05-02,40.211
2022-05-03,40.861
2022-05-04,40.324
2022-05-05,40.61
2022-05-06,40.045
2022-05-09,39.058
2022-05-10,38.715
2022-05-11,39.175
2022-05-12,38.745
2022-05-13,39.642
2022-05-16,39.486
2022-05-17,39.612
2022-05-18,38.911
2022-05-19,37.952
2022-05-20,37.716
2022-05-23,38.203
2022-05-24,37.216
2022-05-25,38.079
2022-05-26,38.732
2022-05-27,39.592
2022-05-30,39.881
2022-05-31,39.496
2022-06-01,39.506
2022-06-02,39.481
2022-06-03,39.391
2022-06-06,39.758
2022-06-07,39.6
2022-06-08,39.796
2022-06-09,39.461
2022-06-10,38.169
2022-06-13,37.217
2022-06-14,36.961
2022-06-15,37.222
2022-06-16,35.98
2022-06-17,36.115
2022-06-20,36.236
2022-06-21,36.712
2022-06-22,36.787
2022-06-23,36.945
2022-06-24,37.843
2022-06-27,37.997
2022-06-28,37.869
2022-06-29,37.522
2022-06-30,37.231
2022-07-01,37.415
2022-07-04,37.612
2022-07-05,37.696
2022-07-06,38.29
2022-07-07,39.055
2022-07-08,39.29
2022-07-11,39.071
2022-07-12,39.161
2022-07-13,38.458
2022-07-14,38.239
2022-07-15,39.011
2022-07-18,39.075
2022-07-19,39.005
2022-07-20,39.697
2022-07-21,39.757
2022-07-22,39.7
2022-07-25,39.69
2022-07-26,39.587
2022-07-27,40.075
2022-07-28,40.655
2022-07-29,41.017
2022-08-01,41.108
2022-08-02,41.153
2022-08-03,41.675
2022-08-04,41.443
2022-08-05,41.45
2022-08-08,41.663
2022-08-09,41.251
2022-08-10,41.532
2022-08-11,41.846
2022-08-12,42.314
2022-08-15,42.838
2022-08-16,43.216
2022-08-17,42.887
2022-08-18,43.225
2022-08-19,43.036
2022-08-22,42.779
2022-08-23,42.331
2022-08-24,42.562
2022-08-25,42.724
2022-08-26,42.153
2022-08-29,41.286
2022-08-30,40.77
2022-08-31,40.466
2022-09-01,40.379
2022-09-02,40.94
2022-09-05,40.576
2022-09-06,40.595
2022-09-07,40.527
2022-09-08,41.158
2022-09-09,41.34
2022-09-12,41.567
2022-09-13,40.771
2022-09-14,40.429
2022-09-15,40.184
2022-09-16,39.371
2022-09-19,39.551
2022-09-20,39.58
2022-09-21,40.162
2022-09-22,39.191
2022-09-23,38.873
2022-09-26,39.109
2022-09-27,39.065
2022-09-28,39.156
2022-09-29,38.141
2022-09-30,38.348
2022-10-03,38.164
2022-10-04,38.842
2022-10-05,38.857
2022-10-06,39.326
2022-10-07,38.418
2022-10-10,38.229
2022-10-11,38.015
2022-10-12,37.956
2022-10-13,37.974
2022-10-14,38.11
2022-10-17,38.415
2022-10-18,38.561
2022-10-19,38.803
2022-10-20,38.804
2022-10-21,38.673
2022-10-24,39.21
2022-10-25,39.516
2022-10-26,39.532
2022-10-27,39.343
2022-10-28,39.836
2022-10-31,40.182
2022-11-01,40.102
2022-11-02,39.782
2022-11-03,39.309
2022-11-04,38.651
2022-11-07,38.853
2022-11-08,39.221
2022-11-09,38.764
2022-11-10,39.581
2022-11-11,39.301
2022-11-14,39.562
2022-11-15,39.759
2022-11-16,39.179
2022-11-17,38.993
2022-11-18,39.268
2022-11-21,39.525
2022-11-22,39.763
2022-11-23,39.874
2022-11-24,39.864
2022-11-25,39.778
2022-11-28,39.466
2022-11-29,39.175
2022-11-30,39.392
2022-12-01,39.848
2022-12-02,39.667
2022-12-05,39.312
2022-12-06,38.673
2022-12-07,38.031
2022-12-08,38.117
2022-12-09,38.257
2022-12-12,38.125
2022-12-13,38.719
2022-12-14,38.602
2022-12-15,37.199
2022-12-16,36.865
2022-12-19,36.653
2022-12-20,36.487
2022-12-21,37.22
2022-12-22,36.57
2022-12-23,36.654
2022-12-27,36.639
2022-12-28,36.438
2022-12-29,36.699
2022-12-30,36.363
2023-01-02,37.294
2023-01-03,36.744
2023-01-04,37.032
2023-01-05,36.801
2023-01-06,37.126
2023-01-09,37.363
2023-01-10,36.888
2023-01-11,37.28
2023-01-12,37.321
2023-01-13,37.353
2023-01-16,37.574
2023-01-17,37.618
2023-01-18,37.262
2023-01-19,36.631
2023-01-20,36.95
2023-01-23,37.685
2023-01-24,37.539
2023-01-25,37.157
2023-01-26,37.714
2023-01-27,38.127
2023-01-30,37.892
2023-01-31,37.893
2023-02-01,37.902
2023-02-02,38.996
2023-02-03,39.277
2023-02-06,39.096
2023-02-07,39.161
2023-02-08,39.099
2023-02-09,39.071
2023-02-10,38.883
2023-02-13,39.201
2023-02-14,38.958
2023-02-15,39.382
2023-02-16,39.318
2023-02-17,38.743
2023-02-20,38.805
2023-02-21,38.331
2023-02-22,38.391
2023-02-23,38.351
2023-02-24,38.246
2023-02-27,38.38
2023-02-28,38.265
2023-03-01,37.735
2023-03-02,37.927
2023-03-03,38.629
2023-03-06,38.875
2023-03-07,38.648
2023-03-08,38.499
2023-03-09,38.555
2023-03-10,37.645
2023-03-13,36.792
2023-03-14,37.361
2023-03-15,37.295
2023-03-16,37.845
2023-03-17,37.557
2023-03-20,37.462
2023-03-21,37.77
2023-03-22,37.821
2023-03-23,37.419
2023-03-24,37.412
2023-03-27,37.714
2023-03-28,37.4
2023-03-29,37.807
2023-03-30,37.918
2023-03-31,38.37
2023-04-03,38.532
2023-04-04,38.258
2023-04-05,38.214
2023-04-06,38.205
2023-04-11,38.482
2023-04-12,38.234
2023-04-13,38.056
2023-04-14,38.418
2023-04-17,38.639
2023-04-18,38.669
2023-04-19,38.63
2023-04-20,38.474
2023-04-21,38.4
2023-04-24,38.24
2023-04-25,38.186
2023-04-26,37.753
2023-04-27,37.988
2023-04-28,38.428
2023-05-02,38.1
2023-05-03,38.101
2023-05-04,37.736
2023-05-05,38.238
2023-05-08,38.392
2023-05-09,38.501
2023-05-10,38.495
2023-05-11,38.669
2023-05-12,38.777
2023-05-15,38.839
2023-05-16,38.837
2023-05-17,39.008
2023-05-18,39.701
2023-05-19,39.614
2023-05-22,39.781
2023-05-23,39.731
2023-05-24,39.135
2023-05-25,39.5
2023-05-26,40.093
2023-05-29,40.297
2023-05-30,40.179
2023-05-31,40.06
2023-06-01,40.123
2023-06-02,40.844
2023-06-05,41.061
2023-06-06,41.007
2023-06-07,40.983
2023-06-08,40.711
2023-06-09,40.959
2023-06-12,41.087
2023-06-13,41.457
2023-06-14,41.432
2023-06-15,41.303
2023-06-16,41.464
2023-06-19,41.278
2023-06-20,41.126
2023-06-21,40.888
2023-06-22,40.847
2023-06-23,40.937
2023-06-26,40.795
2023-06-27,40.736
2023-06-28,41.138
2023-06-29,41.346
2023-06-30,41.688
2023-07-03,41.826
2023-07-04,41.908
2023-07-05,41.972
2023-07-06,41.426
2023-07-07,41.338
2023-07-10,41.114
2023-07-11,41.234
2023-07-12,41.307
2023-07-13,41.168
2023-07-14,41.219
2023-07-17,41.242
2023-07-18,41.438
2023-07-19,41.892
2023-07-20,41.908
2023-07-21,41.974
2023-07-24,42.164
2023-07-25,42.386
2023-07-26,42.223
2023-07-27,42.824
2023-07-28,42.658
2023-07-31,42.646
2023-08-01,42.812
2023-08-02,42.45
2023-08-03,42.218
2023-08-04,42.078
2023-08-07,41.946
2023-08-08,41.884
2023-08-09,41.802
2023-08-10,41.954
2023-08-11,41.75
2023-08-14,42.088
2023-08-15,41.879
2023-08-16,41.834
2023-08-17,41.574
2023-08-18,41.154
2023-08-21,41.2
2023-08-22,41.672
2023-08-23,41.906
2023-08-24,41.808
2023-08-25,41.774
2023-08-28,42.056
2023-08-29,42.432
2023-08-30,42.426
2023-08-31,42.852
2023-09-01,42.992
2023-09-04,42.992
2023-09-05,43.24
2023-09-06,42.802
2023-09-07,42.752
2023-09-08,42.89
2023-09-11,42.812
2023-09-12,42.858
2023-09-13,42.87
2023-09-14,43.36
2023-09-15,43.036
2023-09-18,42.926
2023-09-19,42.636
2023-09-20,42.731
2023-09-21,42.072
2023-09-22,42.032
2023-09-25,42.052
2023-09-26,41.706
2023-09-27,41.809
2023-09-28,41.892
2023-09-29,41.962
2023-10-02,42.057
2023-10-03,41.554
2023-10-04,41.522
2023-10-05,41.379
2023-10-06,41.626
2023-10-09,42.012
2023-10-10,42.502
2023-10-11,42.246
2023-10-12,42.698
2023-10-13,42.497
2023-10-16,42.69
2023-10-17,42.55
2023-10-18,42.44
2023-10-19,41.964
2023-10-20,41.15
2023-10-23,40.973
2023-10-24,41.252
2023-10-25,40.988
2023-10-26,40.661
2023-10-27,40.284
2023-10-30,40.29
2023-10-31,40.67
2023-11-01,41.174
2023-11-02,41.721
2023-11-03,41.918
2023-11-06,41.852
2023-11-07,42.252
2023-11-08,42.087
2023-11-09,42.174
2023-11-10,42.246
2023-11-13,42.532
2023-11-14,42.748
2023-11-15,42.854
2023-11-16,42.672
2023-11-17,42.696
2023-11-20,42.725
2023-11-21,42.776
2023-11-22,43.209
2023-11-23,43.146
2023-11-24,42.978
2023-11-27,42.95
2023-11-28,42.834
2023-11-29,42.863
2023-11-30,43.014
2023-12-01,43.484
2023-12-04,43.436
2023-12-05,43.702
2023-12-06,43.678
2023-12-07,43.782
2023-12-08,44.052
2023-12-11,44.23
2023-12-12,43.83
2023-12-13,44.042
2023-12-14,43.848
2023-12-15,44.23
2023-12-18,44.33
2023-12-19,44.33
2023-12-20,44.466
2023-12-21,44.012
2023-12-22,44.182
2023-12-27,43.936
2023-12-28,44.162
2023-12-29,44.004
2024-01-02,44.267
2024-01-03,44.162
2024-01-04,44.058
2024-01-05,43.888
2024-01-08,44.004
2024-01-09,44.46
2024-01-10,44.448
2024-01-11,44.338
2024-01-12,44.588
2024-01-15,44.632
2024-01-16,44.883
2024-01-17,44.698
2024-01-18,44.841
2024-01-19,45.092
2024-01-22,45.626
2024-01-23,45.754
2024-01-24,45.889
2024-01-25,46.192
2024-01-26,46.134
2024-01-29,46.342
2024-01-30,46.502
2024-01-31,46.045
2024-02-01,45.877
2024-02-02,46.914
2024-02-05,47.041
2024-02-06,47.087
2024-02-07,47.376
2024-02-08,47.45
2024-02-09,47.542
2024-02-12,47.94
2024-02-13,47.424
2024-02-14,47.448
2024-02-15,47.652
2024-02-16,47.791
2024-02-19,47.634
2024-02-20,47.08
2024-02-21,47.032
2024-02-22,48.014
2024-02-23,48.177
2024-02-26,47.993
2024-02-27,47.828
2024-02-28,47.958
2024-02-29,48.094
2024-03-01,48.394
2024-03-04,48.436
2024-03-05,48.002
2024-03-06,48.076
2024-03-07,48.232
2024-03-08,48.284
2024-03-11,47.974
2024-03-12,48.408
2024-03-13,48.398
2024-03-14,48.494
2024-03-15,48.096
2024-03-18,48.667
2024-03-19,48.735
2024-03-20,48.899
2024-03-21,49.635
2024-03-22,49.625
2024-03-25,49.448
2024-03-26,49.534
2024-03-27,49.502
2024-03-28,49.866
2024-04-02,49.51
2024-04-03,49.51
2024-04-04,49.514
2024-04-05,49.212
2024-04-08,49.243
2024-04-09,48.905
2024-04-10,49.245
2024-04-11,49.422
2024-04-12,49.698
2024-04-15,49.563
2024-04-16,48.843
2024-04-17,48.461
2024-04-18,48.604
2024-04-19,48.038
2024-04-22,47.99
2024-04-23,48.538
2024-04-24,48.641
2024-04-25,47.972
2024-04-26,48.97
2024-04-29,48.921
2024-04-30,48.826
2024-05-02,48.29
2024-05-03,48.787
2024-05-06,49.123
2024-05-07,49.454
2024-05-08,49.516
2024-05-09,49.609
2024-05-10,49.757
2024-05-13,49.694
2024-05-14,49.62
2024-05-15,50.004
2024-05-16,50.319
2024-05-17,50.075
2024-05-20,50.389
2024-05-21,50.309
2024-05-22,50.43
2024-05-23,50.479
2024-05-24,50.255
2024-05-27,50.286
2024-05-28,50.141
2024-05-29,50.127
2024-05-30,49.802
2024-05-31,49.373
2024-06-03,49.727
2024-06-04,49.747
2024-06-05,50.395
2024-06-06,50.579
2024-06-07,50.981
2024-06-10,51.225
2024-06-11,51.315
2024-06-12,51.529
2024-06-13,51.802
2024-06-14,52.097
2024-06-17,52.211
2024-06-18,52.484
2024-06-19,52.568
2024-06-20,52.749
2024-06-21,52.618
2024-06-24,52.581
2024-06-25,52.501
2024-06-26,52.585
2024-06-27,52.603
2024-06-28,52.824
2024-07-01,52.429
2024-07-02,52.54
2024-07-03,52.614
2024-07-04,52.655
2024-07-05,52.746
2024-07-08,52.944
2024-07-09,53.131
2024-07-10,53.207
2024-07-11,52.988
2024-07-12,53.188
2024-07-15,53.327
2024-07-16,53.433
2024-07-17,52.794
2024-07-18,52.432
2024-07-19,52.155
2024-07-22,52.331
2024-07-23,52.956
2024-07-24,51.839
2024-07-25,51.673
2024-07-26,51.687
2024-07-29,51.841
2024-07-30,51.802
2024-07-31,52.566
2024-08-01,52.286
2024-08-02,50.125
2024-08-05,48.934
2024-08-06,49.438
2024-08-07,50.077
2024-08-08,50.007
2024-08-09,50.258
2024-08-12,50.314
2024-08-13,50.811
2024-08-14,50.946
2024-08-15,51.856
2024-08-16,51.901
2024-08-19,51.965
2024-08-20,51.92
2024-08-21,51.904
2024-08-22,51.994
2024-08-23,51.857
2024-08-26,51.849
2024-08-27,51.859
2024-08-28,51.8
2024-08-29,52.448
2024-08-30,52.188
2024-09-02,52.638
2024-09-03,52.078
2024-09-04,51.44
2024-09-05,51.092
2024-09-06,50.462
2024-09-09,50.98
2024-09-10,51.253
2024-09-11,50.885
2024-09-12,51.96
2024-09-13,52.391
2024-09-16,52.125
2024-09-17,52.508
2024-09-18,52.268
2024-09-19,52.915
2024-09-20,52.685
2024-09-23,53.026
2024-09-24,52.962
2024-09-25,53.005
2024-09-26,52.939
2024-09-27,53.157
2024-09-30,53.123
2024-10-01,53.235
2024-10-02,53.443
2024-10-03,53.43
2024-10-04,53.76
2024-10-07,53.971
2024-10-08,54.07
2024-10-09,54.511
2024-10-10,54.685
2024-10-11,54.812
2024-10-14,55.333
2024-10-15,55.34
2024-10-16,55.303
2024-10-17,55.883
2024-10-18,55.736
2024-10-21,55.64
2024-10-22,55.8
2024-10-23,55.627
2024-10-24,55.56
2024-10-25,55.783
2024-10-28,55.658
2024-10-29,55.779
2024-10-30,55.593
2024-10-31,54.525
2024-11-01,54.839
2024-11-04,54.282
2024-11-05,54.588
2024-11-06,56.829
2024-11-07,57.145
2024-11-08,57.764
2024-11-11,58.287
2024-11-12,58.35
2024-11-13,58.631
2024-11-14,58.462
2024-11-15,57.635
2024-11-18,57.76
2024-11-19,57.707
2024-11-20,57.76
2024-11-21,58.575
2024-11-22,59.234
2024-11-25,59.078
2024-11-26,59.304
2024-11-27,58.729
2024-11-28,58.97
2024-11-29,59.155
2024-12-02,59.642
2024-12-03,59.488
2024-12-04,59.676
2024-12-05,59.553
2024-12-06,59.615
2024-12-09,59.353
2024-12-10,58.915
2024-12-11,59.305
2024-12-12,59.209
2024-12-13,58.986
2024-12-16,59.148
2024-12-17,58.998
2024-12-18,59.186
2024-12-19,58.267
2024-12-20,58.478
2024-12-23,58.338
2024-12-24,58.887
2024-12-27,58.544
2024-12-30,58.205
2024-12-31,58.306
2025-01-02,58.921
2025-01-03,58.866
2025-01-06,59.218
2025-01-07,58.672
2025-01-08,58.693
2025-01-09,58.739
2025-01-10,58.157
2025-01-13,58.074
2025-01-14,58.016
2025-01-15,59.033
2025-01-16,59.116
2025-01-17,59.697
2025-01-20,59.27
2025-01-21,59.282
2025-01-22,59.906
2025-01-23,59.951
2025-01-24,59.583
2025-01-27,58.366
2025-01-28,59.254
2025-01-29,59.423
2025-01-30,59.377
2025-01-31,60.138
2025-02-03,59.642
2025-02-04,59.579
2025-02-05,59.287
2025-02-06,59.973
2025-02-07,59.926
2025-02-10,60.2
2025-02-11,60.015
2025-02-12,59.581
2025-02-13,59.758
2025-02-14,59.641
2025-02-17,59.886
2025-02-18,59.912
2025-02-19,60.329
2025-02-20,59.628
2025-02-21,59.657
2025-02-24,58.875
2025-02-25,57.762
2025-02-26,58.534
2025-02-27,58.719
2025-02-28,57.93
2025-03-03,57.958
2025-03-04,55.968
2025-03-05,54.712
2025-03-06,54.897
2025-03-07,53.746
2025-03-10,53.498
2025-03-11,52.281
2025-03-12,52.77
2025-03-13,52.284
2025-03-14,52.895
2025-03-17,53.029
2025-03-18,52.731
2025-03-19,53.333
2025-03-20,53.601
2025-03-21,53.506
2025-03-24,54.707
2025-03-25,54.698
2025-03-26,54.538
2025-03-27,54.307
2025-03-28,52.976
2025-03-31,52.7
2025-04-01,53.45
2025-04-02,53.503
2025-04-03,50.609
2025-04-04,48.36
2025-04-07,46.936
2025-04-08,48.632
2025-04-09,46.287
2025-04-10,48.153
2025-04-11,47.548
2025-04-14,48.907
2025-04-15,49.244
2025-04-16,48.475
2025-04-17,47.773
2025-04-22,47.115
2025-04-23,48.758
2025-04-24,49.188
2025-04-25,49.518
2025-04-28,49.553
