,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_y,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity
2006-09-04,8471960.0,667940145.95,12.33,20.99,7.04,890.03,2.0,396167010.39,4707632.0,5024868.0,371155719.0,,,29371.0,10.74,,,,0.33,94484.0,6124.0,,,10.74,29371.0,,61783.0,1400.0,506.12,0.06,,,39.75,39.75,7136148.0,562623021.9,,775.63,39.49,15.05,0.1684,32.39,0.7153
2006-09-05,8462649.0,662948586.83,12.32,21.08,7.03,892.0,2.0,399663494.82,4621061.0,5101771.0,362005544.55,,,6568.0,9.17,,,,10.05,80518.0,93942.0,,,9.17,6568.0,,804.0,3616.0,498.58,0.0,,,38.83,38.83,7280272.0,570323315.33,,789.35,38.71,15.03,0.1734,33.21,0.7111
2006-09-06,8834621.0,685738766.21,12.86,21.49,7.34,932.22,2.0,418864645.34,4927238.0,5396385.0,382449695.01,,,145453.0,33.45,,,,1.13,305326.0,9484.0,,,33.45,145453.0,,170208.0,10712.0,531.39,1.04,,,40.48,40.48,7245113.0,562361967.73,,783.43,40.42,14.2,0.1643,32.01,0.7258
2006-09-07,8989122.0,693854771.22,13.08,21.84,7.47,947.76,2.0,428774816.21,4922393.0,5554922.0,379950997.31,,,1581.0,20.02,,,,0.87,190690.0,6426.0,,,20.02,1581.0,,,32153.0,529.43,3.38,,,40.39,40.39,7266065.0,560854983.19,,782.12,40.37,16.29,0.1626,30.97,0.7375
2006-09-08,9899355.0,776920462.55,14.41,24.34,8.23,1044.53,2.0,502556825.99,4983253.0,6403472.0,391095301.24,,,85721.0,89.85,,,,9.24,848550.0,88291.0,,,89.85,85721.0,,63429.0,,536.81,,,,40.83,40.83,7222081.0,566802838.28,,779.96,40.77,23.54,0.1665,27.75,0.8111
2006-09-11,9876879.0,776576203.3,14.38,23.54,8.21,1045.48,2.0,505629480.14,4924275.0,6430845.0,387174408.39,,,8885.0,3.47,,,,8.75,27373.0,87014.0,,,3.47,8885.0,,19151.0,,532.24,,,,39.92,39.92,7411226.0,582712590.58,,805.51,39.79,23.79,0.1667,27.61,0.8007
2006-09-12,9983803.0,790723453.32,14.53,23.54,8.3,1062.49,2.0,517488736.45,4894417.0,6533897.0,387640893.18,,,31011.0,21.71,,,,6.32,190877.0,61127.0,,,21.71,31011.0,,258.0,87825.0,532.89,7.49,,,39.32,39.32,7552691.0,598177859.62,,825.26,39.24,23.5,0.1667,27.61,0.8021
2006-09-13,10211354.0,813148968.86,14.86,23.66,8.49,1091.67,2.0,527710050.36,5114469.0,6626872.0,407274607.62,,,130758.0,13.28,,,,6.09,110768.0,58926.0,,,13.28,130758.0,,148220.0,17793.0,559.92,1.79,,,40.69,40.69,7454989.0,593654535.75,,823.91,40.46,23.24,0.1696,28.35,0.8124
2006-09-14,10244302.0,815036421.99,14.91,23.16,8.51,1097.32,2.0,519168226.06,5420626.0,6525495.0,431264874.86,,,216492.0,1.16,,,,2.66,5747.0,24405.0,,,1.16,216492.0,,114070.0,107124.0,594.95,11.32,,,43.13,43.13,7147716.0,568672113.93,,791.43,42.91,23.25,0.1665,27.99,0.8151
2006-09-15,10106864.0,809912892.21,14.71,22.75,8.4,1086.82,2.0,506180812.8,5491309.0,6316606.0,440045691.15,,,73615.0,,,,,0.0,,2932.0,,,,73615.0,,,208888.0,605.49,20.65,,,43.63,43.63,7095675.0,568611456.67,,789.28,43.41,23.49,0.1645,27.13,0.803
2006-09-18,10327279.0,823864731.57,15.03,21.84,8.58,1111.49,2.0,521512389.6,5491485.0,6537243.0,438086432.59,,,2471.0,29.42,,,,0.22,263262.0,2295.0,,,29.42,2471.0,,,42625.0,605.02,4.59,,,43.3,43.3,7191081.0,573672699.05,,796.6,43.17,23.06,0.1723,29.29,0.8143
2006-09-19,10439931.0,829100027.02,15.2,21.59,8.68,1124.0,2.0,518907673.25,5591405.0,6534025.0,444048340.61,,,21913.0,7.81,,,,3.87,70000.0,35081.0,,,7.81,21913.0,,113088.0,73218.0,616.05,7.9,,,43.99,43.99,7120195.0,565459088.46,,786.75,43.92,22.67,0.1669,28.53,0.8213
2006-09-20,10541459.0,841708680.1,15.34,21.19,8.76,1133.4,2.0,510118565.47,5833432.0,6388664.0,465784702.97,,,535.0,25.35,,,,9.92,228534.0,88111.0,,,25.35,535.0,,329603.0,373895.0,640.52,41.09,,,44.72,44.72,7210380.0,575730497.34,,799.58,44.48,20.4,0.1756,31.63,0.8082
2006-09-21,10659665.0,861872654.81,15.52,20.47,8.86,1147.35,2.0,514017196.26,5866973.0,6357379.0,474366088.92,,,80426.0,21.02,,,,5.1,190848.0,46885.0,,,21.02,80426.0,,,222133.0,645.31,24.44,,,44.83,44.83,7220897.0,583835764.78,,806.47,44.45,21.34,0.1758,31.04,0.8145
2006-09-22,10877388.0,859932431.71,15.83,20.69,9.04,1179.53,2.0,532028182.36,5750154.0,6729688.0,454589273.82,,,7503.0,30.33,,182000.0,,13.0,248652.0,124321.0,,,30.33,7503.0,21.29,,58342.0,636.75,6.46,,,43.4,43.4,7499429.0,592881509.46,,828.65,43.45,20.96,0.1726,30.96,0.821
2006-09-25,10887166.0,868530044.95,15.85,20.4,9.05,1176.23,2.0,539763527.89,5737180.0,6766024.0,457686895.13,,,6771.0,13.95,,,,2.77,116614.0,19745.0,,,13.95,6771.0,,,80279.0,630.04,9.39,,,42.61,42.61,7726244.0,616365640.85,,856.39,42.39,20.54,0.1681,30.54,0.8086
2006-09-26,11042199.0,906293147.92,16.07,19.87,9.18,1199.4,2.0,561910338.44,5781193.0,6846268.0,474493857.86,,,80640.0,18.09,,,,3.53,149568.0,36627.0,,,18.09,80640.0,,,69324.0,641.1,8.14,,,42.62,42.62,7782168.0,638724726.33,,878.22,42.2,20.85,0.1689,30.43,0.8141
2006-09-27,11294688.0,949745235.06,16.44,19.8,9.39,1245.36,2.0,588690556.56,6114473.0,7000905.0,514152457.92,,,204510.0,20.81,,,,1.77,157058.0,18739.0,,,20.81,204510.0,,147509.0,2421.0,694.18,0.15,,,44.74,44.74,7550965.0,634943880.6,,880.7,44.08,22.0,0.167,29.3,0.8265
2006-09-28,11154675.0,930756684.68,16.24,18.19,9.27,1241.53,2.0,571907111.82,6115738.0,6854034.0,510302991.82,,,25054.0,,,,,2.53,,33523.0,,,,25054.0,,9734.0,146871.0,703.7,12.61,,,44.95,44.95,7491329.0,625083612.38,,869.84,44.72,22.2,0.167,29.04,0.8198
2006-09-29,11366854.0,954996579.14,16.54,18.33,9.45,1264.95,2.0,594264525.03,6107992.0,7073238.0,513168504.27,,,373.0,25.65,,,,0.92,219204.0,8119.0,,,25.65,373.0,,,,701.39,,,,44.82,44.82,7521349.0,631912978.34,,876.12,44.46,22.65,0.1691,29.25,0.834
2006-10-02,11141319.0,928841521.9,16.22,17.49,9.26,1240.34,2.0,570651686.01,6125271.0,6844884.0,510658211.8,,,23660.0,8.02,,,,0.89,71700.0,7552.0,,,8.02,23660.0,,1171.0,300054.0,703.94,33.42,,,44.05,44.05,7779935.0,648606028.21,,903.46,43.79,20.08,0.1667,30.41,0.8012
2006-10-03,11182609.0,925854287.57,16.28,17.22,9.29,1242.79,2.0,571009197.93,6127891.0,6896736.0,507353351.63,,,17862.0,7.28,,,,2.22,62270.0,15242.0,,,7.28,17862.0,,,10418.0,701.71,1.58,,,43.9,43.9,7831629.0,648412842.51,,905.1,43.67,19.87,0.1657,30.39,0.8011
2006-10-04,10995761.0,924609127.37,16.0,16.44,9.14,1221.14,2.0,584051181.5,6203632.0,6945732.0,521649640.26,,,338722.0,16.4,,,,45.18,142997.0,404808.0,,,16.4,338722.0,,141827.0,94000.0,710.98,10.54,,,43.94,43.94,7914263.0,665492802.75,,921.86,43.54,20.65,0.1639,29.5,0.7789
2006-10-05,11085476.0,948087302.9,16.13,16.27,9.21,1239.74,2.0,603312648.11,6335459.0,7054211.0,541841255.71,,,119994.0,15.45,,,,4.35,116167.0,47166.0,,,15.45,119994.0,,59000.0,7688.0,733.31,0.8,,,44.94,44.94,7762198.0,663863361.97,,914.33,44.51,20.64,0.1615,28.97,0.7863
2006-10-06,12011309.0,1024679579.97,17.53,16.95,9.98,1363.56,2.0,661532105.4,6689601.0,7754489.0,570686970.32,,,288014.0,87.4,,,,0.07,700278.0,17052.0,,,87.4,288014.0,,83180.0,,786.09,,,,47.38,47.38,7428058.0,633684417.86,,877.24,47.26,22.78,0.1526,26.16,0.8508
2006-10-09,12226176.0,1035101544.78,17.84,17.09,10.16,1386.14,3.0,669775731.29,6748037.0,7911104.0,571307293.71,,,49966.0,18.85,,,,0.03,157291.0,32.0,,,18.85,49966.0,,8502.0,676.0,788.94,0.68,,,47.63,47.63,7420657.0,628253145.06,,871.96,47.5,22.31,0.1517,26.26,0.8629
2006-10-10,12519561.0,1059040542.84,18.27,17.11,10.4,1416.5,3.0,685287716.05,6769754.0,8101202.0,572659372.88,,,55625.0,36.31,,,,18.23,321129.0,148363.0,,,36.31,55625.0,,114455.0,13100.0,789.22,1.13,,14.0,46.61,46.61,7753052.0,655837405.06,,909.0,46.47,23.46,0.1552,26.16,0.8621
2006-10-11,12232881.0,1044460967.43,17.85,16.38,10.17,1385.95,3.0,683468419.45,6770463.0,8004883.0,578071865.08,12.96,16000.0,120763.0,3.55,1.91,,109131.0,56.85,31000.0,495895.0,12.96,16000.0,3.55,120763.0,,359841.0,236449.0,791.92,27.4,,,45.91,45.91,7976758.0,681067066.51,,944.1,45.62,23.52,0.1568,26.06,0.8295
2006-10-12,12485386.0,1066020207.37,18.22,16.88,10.38,1422.39,3.0,719527818.19,6598832.0,8427216.0,563417763.54,,,17449.0,55.97,,,,18.61,460332.0,173080.0,,,55.97,17449.0,,,37999.0,775.59,2.84,1.91,,44.85,44.85,8114716.0,692846118.9,16000.0,961.05,44.66,22.36,0.1486,25.01,0.8486
2006-10-13,13395271.0,1131192179.12,19.55,18.38,11.13,1532.91,3.0,743613888.86,7335965.0,8805674.0,619501183.24,,,592899.0,48.04,,,,6.22,378458.0,56829.0,,,48.04,592899.0,,201062.0,,863.07,,,,49.9,49.9,7365222.0,621971852.89,,867.53,49.87,21.53,0.141,24.22,0.9112
2006-10-16,13589950.0,1142748720.22,19.83,18.84,11.29,1547.87,3.0,756549104.81,7534609.0,8997135.0,633568540.88,,,206441.0,28.82,,,,1.62,262259.0,7797.0,,,28.82,206441.0,,,70798.0,879.33,8.75,,,50.68,50.68,7331874.0,616521004.88,,861.02,50.53,21.72,0.1408,23.9,0.9141
2006-10-17,13525178.0,1107168538.88,19.74,18.72,11.24,1533.83,3.0,737891228.61,7456246.0,9014084.0,610366901.59,,,7640.0,14.73,,,,10.31,126180.0,86004.0,,,14.73,7640.0,,,109231.0,865.16,15.1,,,50.09,50.09,7429310.0,608161925.68,,859.17,50.17,21.43,0.1427,24.76,0.9086
2006-10-18,13699378.0,1148011986.21,19.99,18.48,11.39,1540.56,3.0,754770949.83,7317787.0,9006781.0,613232745.94,,16000.0,101843.0,6.3,1.86,,,63.97,55000.0,536381.0,,16000.0,6.3,101843.0,,280080.0,62303.0,835.75,10.43,,,49.22,49.22,7549912.0,632684890.57,,877.25,48.79,21.04,0.1411,25.08,0.9214
2006-10-19,13407968.0,1115882706.55,19.57,17.8,11.14,1511.04,3.0,745874742.47,7072557.0,8962111.0,588615966.82,,2100.0,12002.0,6.37,0.24,,,25.68,62086.0,246731.0,,2100.0,6.37,12002.0,,3400.0,106756.0,814.64,12.38,1.86,,47.52,47.52,7810336.0,650017875.54,16000.0,903.75,47.41,22.57,0.1473,25.99,0.9009
2006-10-20,13868185.0,1175115228.83,20.24,18.77,11.53,1567.78,3.0,799568985.93,7057706.0,9436156.0,598031955.96,,,726.0,59.45,,,,1.68,510532.0,15577.0,,,59.45,726.0,,,36487.0,815.87,3.37,0.24,,47.47,47.47,7811262.0,661884228.73,2100.0,914.8,47.14,21.5,0.1368,24.87,0.9327
2006-10-23,13539198.0,1148211704.9,19.76,18.45,11.25,1539.4,3.0,767094612.9,6922380.0,9045236.0,587062671.05,,12000.0,114182.0,0.64,1.41,,,29.05,2168.0,262123.0,,12000.0,0.64,114182.0,,615.0,393088.0,808.98,43.86,,,48.09,48.09,7471354.0,633619222.81,,876.53,48.0,21.83,0.1393,25.52,0.9406
2006-10-24,13451092.0,1140739745.3,19.63,18.24,11.18,1527.8,3.0,759410637.1,6902085.0,8954630.0,585341523.57,,2100.0,14491.0,0.24,0.25,,,4.02,5259.0,34786.0,,2100.0,0.24,14491.0,,,95865.0,804.9,10.49,,,48.07,48.07,7454844.0,632219067.85,,874.48,47.93,22.06,0.1411,25.73,0.9369
2006-10-25,13634875.0,1186703783.3,19.9,18.69,11.33,1548.61,3.0,790986707.5,7028391.0,9088203.0,611712112.52,,16000.0,187607.0,25.53,1.94,,,8.77,230000.0,75200.0,,16000.0,25.53,187607.0,,,96427.0,821.26,11.94,0.24,,47.79,47.79,7678651.0,668307130.97,2100.0,914.16,47.32,21.75,0.1388,25.26,0.9271
2006-10-26,13624916.0,1164294138.42,19.88,18.3,11.32,1560.88,3.0,777334814.57,6991274.0,9096603.0,597427487.87,,,38773.0,4.73,,50000.0,,7.12,17284.0,73772.0,,,4.73,38773.0,5.95,13882.0,58884.0,827.11,5.48,1.94,,47.8,47.8,7634589.0,652400882.47,16000.0,910.27,47.61,21.95,0.1369,24.76,0.9316
2006-10-27,13437788.0,1139611479.9,19.61,17.06,11.17,1528.24,3.0,755205931.89,6955122.0,8905050.0,589839404.77,,,11001.0,6.45,,,,6.59,41235.0,47154.0,,,6.45,11001.0,,,232788.0,813.69,29.71,,,46.76,46.76,7918767.0,671562743.8,,935.83,46.51,21.46,0.135,24.57,0.9034
2006-10-30,13528215.0,1137557561.14,19.74,17.7,11.24,1538.3,3.0,765183742.54,6833178.0,9099821.0,574586765.55,,,56888.0,22.14,,,,22.13,194770.0,185832.0,,,22.14,56888.0,,7000.0,,797.12,,,,46.01,46.01,8018654.0,674270810.15,,942.65,45.82,21.11,0.1363,24.41,0.9109
2006-10-31,13198889.0,1108916666.25,19.26,17.42,10.97,1491.9,3.0,742345842.48,6602232.0,8835777.0,554692527.47,,,16645.0,4.04,,,,29.91,38366.0,247591.0,,,4.04,16645.0,,,302409.0,764.48,37.82,,,43.87,43.87,8446162.0,709611983.83,,990.05,43.57,21.35,0.1414,25.49,0.8771
2006-11-01,12428170.0,1057562177.83,18.14,16.64,10.33,1414.33,3.0,710841399.34,6239293.0,8353606.0,530926137.41,,20270.0,45190.0,12.39,2.4,,,48.9,108999.0,438508.0,,20270.0,12.39,45190.0,,22109.0,591170.0,725.85,59.43,1.4,,41.72,41.72,8716400.0,741712976.8,12000.0,1023.71,41.49,22.01,0.1313,22.22,0.831
2006-11-02,11461187.0,962098337.62,16.73,15.81,9.53,1307.44,2.0,673766762.12,5133964.0,8026380.0,430965678.32,,,79466.0,3.48,,,,44.75,23820.0,388411.0,,,3.48,79466.0,,,351046.0,599.41,38.46,93.26,,37.22,37.22,8660798.0,727022371.96,796384.0,1014.32,37.14,21.42,0.1403,24.6,0.8308
2006-11-03,10344252.0,864621099.9,15.1,14.21,8.6,1172.55,2.0,640680328.94,4373169.0,7665044.0,365529976.53,,,11298.0,,,,,91.51,,772094.0,,,,11298.0,,,361336.0,506.25,42.66,,,31.86,31.86,9353754.0,781830631.31,,1089.12,31.73,24.04,0.1528,24.35,0.7536
2006-11-06,10289334.0,870383703.13,15.02,14.23,8.55,1162.5,2.0,643261872.72,4382505.0,7604389.0,370719905.77,,,21152.0,0.0,,,,5.39,17.0,43392.0,,,0.0,21152.0,,31576.0,60672.0,504.9,7.31,,,31.88,31.88,9364710.0,792168955.6,,1095.85,31.54,23.67,0.1519,24.46,0.7485
2006-11-07,10112341.0,859045576.01,14.76,14.39,8.4,1146.61,2.0,631988593.59,4442897.0,7439517.0,377425070.27,,,33363.0,3.14,,,,3.11,22031.0,30971.0,,,3.14,33363.0,,58000.0,186903.0,515.58,21.0,,,32.39,32.39,9275648.0,787968322.97,,1092.17,32.07,22.87,0.1508,25.17,0.7371
2006-11-08,9542455.0,816805973.21,13.93,14.02,7.93,1082.67,2.0,580100691.69,4351676.0,6777111.0,372490616.96,,333114.0,34396.0,3.09,39.87,,,53.19,23460.0,458938.0,,333114.0,3.09,34396.0,,207.0,685865.0,508.22,81.31,,,29.42,29.42,10440189.0,893649352.98,,1237.76,29.11,23.67,0.1542,24.38,0.6451
2006-11-09,9424808.0,810799897.25,13.75,14.86,7.83,1069.34,2.0,574197989.58,4327775.0,6674527.0,372310982.39,,,22849.0,1.76,,,,5.46,14615.0,46750.0,,,1.76,22849.0,,,117199.0,506.08,13.88,,,29.27,29.27,10458320.0,899711143.34,,1243.53,28.93,24.18,0.1592,24.73,0.6374
2006-11-10,9101692.0,778423824.12,13.28,14.53,7.56,1035.24,2.0,547784913.45,4298501.0,6404955.0,367630061.14,,,3423.0,,,,,3.6,,32696.0,,,,3423.0,,,269572.0,505.03,30.08,,,28.96,28.96,10545459.0,901902253.11,,1252.36,28.74,21.39,0.1547,25.7,0.6132
2006-11-13,9342196.0,802350084.75,13.63,15.34,7.76,1062.79,2.0,566842687.84,4277134.0,6600056.0,367339630.57,,,1305.0,29.06,,,,2.81,255192.0,22672.0,,,29.06,1305.0,,,60092.0,501.55,6.27,,,28.82,28.82,10565622.0,907423448.09,,1254.5,28.56,24.34,0.1601,24.85,0.6294
2006-11-14,8033636.0,689965028.07,11.72,13.38,6.68,910.74,2.0,456476175.2,4095743.0,5314999.0,351760950.33,,87996.0,7194.0,0.18,10.52,,,24.03,1362.0,199489.0,,87996.0,0.18,7194.0,,10903.0,1286419.0,479.67,149.24,10.5,,27.62,27.62,10732794.0,921780936.24,87996.0,1274.78,27.34,16.29,0.1594,29.61,0.5418
2006-11-15,6922594.0,599021446.48,10.1,11.86,5.75,783.48,2.0,375378041.53,3777658.0,4338058.0,326885869.58,,,109810.0,,,,,47.67,,403895.0,,,,109810.0,,,976941.0,442.46,111.5,2.87,,25.6,25.6,10979838.0,950100271.78,24000.0,1311.46,25.23,19.22,0.1768,32.73,0.4691
2006-11-16,6850127.0,591766142.85,10.0,11.87,5.69,778.86,2.0,363553644.42,3764846.0,4208400.0,325236071.66,,2100.0,135.0,0.13,0.25,,,0.88,1000.0,15048.0,,2100.0,0.13,135.0,,,130658.0,443.78,15.32,,,25.46,25.46,11019832.0,951977018.45,,1319.17,25.17,19.44,0.1759,32.39,0.4633
2006-11-17,6927555.0,595965549.88,10.11,12.52,5.76,787.29,2.0,373184857.53,3782818.0,4337933.0,325429276.2,,,18034.0,17.52,,,,0.01,140093.0,61.0,,,17.52,18034.0,,,10560.0,444.85,1.28,,,25.44,25.44,11085297.0,953648887.98,,1324.64,25.14,19.18,0.176,32.59,0.4659
2006-11-20,6819498.0,586179476.83,9.95,12.43,5.67,774.1,2.0,376339798.17,3534896.0,4378264.0,303846923.62,,,2700.0,4.81,,,,29.54,40331.0,250622.0,,,4.81,2700.0,,,,415.71,,,,23.82,23.82,11305327.0,971765174.84,,1349.54,23.55,19.1,0.1795,33.23,0.4595
2006-11-21,5967112.0,514198014.67,8.71,11.22,4.96,675.4,1.0,302173602.03,3652517.0,3506633.0,314744719.04,,24000.0,373.0,0.0,2.87,,,0.72,22.0,5752.0,,24000.0,0.0,373.0,,99000.0,871653.0,428.49,100.1,,,24.48,24.48,11269710.0,971133524.54,,1344.96,24.16,22.46,0.1851,33.1,0.3999
2006-11-22,5834537.0,499419140.3,8.51,11.49,4.85,658.94,1.0,295994333.21,3554655.0,3457997.0,304267972.62,,,21299.0,2.29,,,,27.62,19245.0,233303.0,,,2.29,21299.0,,114142.0,67881.0,415.7,7.97,,,23.65,23.65,11475245.0,982247090.5,,1363.14,23.37,22.8,0.1817,32.24,0.3882
2006-11-23,5749023.0,487554395.79,8.39,11.7,4.78,648.1,1.0,289879568.56,3508509.0,3418130.0,297544293.28,,,15253.0,0.19,,,,7.26,825.0,59299.0,,,0.19,15253.0,,,40691.0,409.15,4.52,0.25,,23.4,23.4,11485085.0,974009614.8,2100.0,1354.36,23.2,23.21,0.1824,32.04,0.3834
2006-11-24,5816328.0,491172201.35,8.49,12.05,4.83,652.69,1.0,282904047.04,3670187.0,3350073.0,309936755.31,,251280.0,4300.0,0.03,29.52,,,1.04,2780.0,5721.0,,251280.0,0.03,4300.0,,54927.0,70837.0,425.05,7.43,16.26,,23.59,23.59,11890374.0,1004107947.91,143108.0,1389.06,23.43,22.74,0.1867,33.21,0.3738
2006-11-27,7441981.0,623105385.99,10.86,15.51,6.18,653.43,2.0,289335144.74,5370307.0,3455638.0,449647374.28,,,1690001.0,0.0,,,,2.35,107110.0,19989.0,,,0.0,1690001.0,,30109.0,1545.0,425.81,0.15,,,28.09,28.09,13748061.0,1151103564.49,,1378.2,23.6,22.73,0.1855,33.1,0.3893
2006-11-28,5758989.0,480535516.16,8.4,11.84,4.79,642.89,1.0,275023292.04,3680437.0,3296023.0,307099161.59,,,3592.0,0.29,,,,1.15,2824.0,1693462.0,,,0.29,3592.0,,,162439.0,423.11,6.05,,,23.81,23.81,11779066.0,982856463.21,,1361.36,23.71,22.69,0.1827,32.61,0.3725
2006-11-29,5068883.0,423681015.77,7.4,10.87,4.21,577.71,1.0,223135850.39,3602400.0,2669578.0,301105488.37,,,1780.0,0.51,,,,7.19,4556.0,83510.0,,,0.51,1780.0,,3693.0,631001.0,416.48,60.49,,,23.62,23.62,11647496.0,973552346.03,,1347.5,23.61,19.79,0.1619,30.13,0.3324
2006-11-30,7091355.0,587122507.05,10.35,15.56,5.89,610.69,2.0,215702696.65,5481010.0,2605290.0,453795407.56,,,1879565.0,3.76,,,,1.31,32623.0,10955.0,,,3.76,1879565.0,,10000.0,16157.0,416.83,2.28,,9.24,28.8,28.8,13552676.0,1122081902.59,,1329.79,23.86,18.43,0.1527,28.65,0.3726
2006-12-01,10220223.0,844705331.46,14.91,22.6,8.49,704.25,2.0,518433693.07,5559357.0,6272611.0,459482977.76,163.96,,90244.0,0.61,,,3693511.0,1.4,5810.0,11898.0,163.96,,0.61,90244.0,,,32000.0,412.88,3.5,,23.92,28.89,28.89,13683394.0,1130937736.32,,1327.17,23.73,23.51,0.1724,29.31,0.5311
2006-12-04,9994858.0,825360498.79,14.59,22.58,8.31,695.75,2.0,503792176.81,5499266.0,6100766.0,454121202.0,21.94,,,,,,186408.0,0.05,,60091.0,21.94,,,,,,171845.0,413.03,8.67,,,29.14,29.14,13375784.0,1104552336.2,,1298.0,24.14,23.02,0.1715,29.43,0.5295
2006-12-05,9989533.0,832818182.01,14.58,22.76,8.3,702.18,2.0,506893764.34,5539356.0,6080117.0,461811016.93,,,22626.0,1.52,,,,0.11,12766.0,11687.0,,,1.52,22626.0,,29151.0,33416.0,419.72,0.5,,,29.45,29.45,13267710.0,1106116784.6,,1295.73,24.47,22.72,0.1676,29.05,0.5312
2006-12-06,9501140.0,775030157.77,12.41,21.65,7.4,685.01,2.0,499863103.51,5057000.0,6127851.0,412511288.94,,,,0.55,,54361.0,,23.52,5645.0,536718.0,,,0.55,,4.47,54361.0,12271.0,402.51,0.0,,,27.08,27.08,13619418.0,1110967702.96,,1274.89,24.0,22.21,0.165,29.02,0.5087
2006-12-07,9458997.0,773631906.35,12.35,22.31,7.37,674.76,2.0,498248876.52,5049431.0,6091960.0,412982574.21,,,7903.0,,,,,8.28,,70233.0,,,,7903.0,,54761.0,35891.0,396.52,3.85,,,27.11,27.11,13574664.0,1110243843.87,,1259.75,23.94,22.5,0.165,28.84,0.5079
2006-12-08,9652965.0,776314755.64,12.6,24.91,7.52,700.57,2.0,489375300.05,5068676.0,6085061.0,407635163.95,,,34963.0,1.18,,,,1.49,6849.0,15717.0,,,1.18,34963.0,,,13749.0,400.09,0.0,,,27.48,27.48,13377968.0,1075888492.17,,1232.44,24.51,21.71,0.1627,27.71,0.5233
2006-12-11,9589581.0,780176889.89,12.52,24.06,7.47,682.69,2.0,488898016.16,5077638.0,6009313.0,413099990.79,,,26246.0,0.0,,,,2.13,23439.0,17621.0,,,0.0,26246.0,,337.0,99186.0,394.56,10.76,,,27.52,27.52,13372044.0,1087905686.33,,1222.51,24.4,20.5,0.1605,28.02,0.5197
2006-12-12,6078775.0,494549216.89,7.94,15.03,4.73,680.31,2.0,312829456.22,3513130.0,3845158.0,285816746.03,,,1994.0,6.74,,,,0.32,57662.0,1569257.0,,,6.74,1994.0,,2755.0,2221817.0,396.39,11.28,,,24.31,24.31,10938993.0,889960628.86,,1238.08,24.25,18.69,0.1587,28.23,0.4206
2006-12-13,6039960.0,491391355.67,7.89,14.74,4.7,677.56,2.0,312200731.46,3464268.0,3837430.0,281841493.8,,,39092.0,0.48,,,,9.79,1114.0,89561.0,,,0.48,39092.0,,1615.0,8841.0,391.81,0.94,0.0,,23.98,23.98,10982784.0,893523321.14,9.0,1243.7,23.96,18.7,0.1592,28.3,0.4181
2006-12-14,5371043.0,437742492.87,7.01,12.89,4.18,604.59,1.0,258354431.13,3419118.0,3169975.0,278659701.05,,,1000.0,,,,,4.84,,46150.0,,,,1000.0,,,667456.0,387.43,73.37,,,23.51,23.51,11126822.0,906841147.98,,1263.48,23.47,19.29,0.1394,21.32,0.3692
2006-12-15,5343442.0,437413161.71,6.98,12.92,4.16,602.61,1.0,262001335.38,3346501.0,3200610.0,273943945.32,,,4515.0,6.84,,,,8.55,58887.0,77201.0,,,6.84,4515.0,,69.0,28252.0,379.99,3.01,,,22.74,22.74,11370922.0,930821546.04,,1295.13,22.68,19.45,0.1408,21.44,0.3631
2006-12-18,5268135.0,428219582.23,6.85,12.21,4.09,593.86,1.0,254474183.07,3220743.0,3130647.0,261797623.24,,,6401.0,,,,,4.3,,37061.0,,,,6401.0,,3902.0,69964.0,364.91,7.44,11.24,,22.45,22.45,11126576.0,904422101.25,99000.0,1262.98,22.42,19.72,0.1396,20.51,0.3672
2006-12-19,5667009.0,454125399.27,7.37,12.87,4.4,633.81,1.0,282749788.37,3225002.0,3528421.0,258435326.45,,,7556.0,44.67,,7500.0,,0.41,407027.0,3297.0,,,44.67,7556.0,0.57,,16753.0,362.15,1.98,,,22.52,22.52,11098260.0,889358346.47,,1246.68,22.51,18.93,0.1543,26.31,0.3957
2006-12-20,5262987.0,421749122.46,6.85,11.7,4.09,584.93,1.0,250341537.72,3220301.0,3124000.0,258058612.12,,,2047.0,1.85,,,,6.94,20000.0,55235.0,,,1.85,2047.0,,48487.0,424420.0,358.91,48.27,,,22.51,22.51,11088524.0,888578152.74,,1237.38,22.48,20.24,0.1426,20.48,0.3678
2006-12-21,5569657.0,447925265.75,7.25,12.3,4.33,618.18,1.0,272658445.27,3165524.0,3390329.0,254579084.3,,,2508.0,41.79,,,,6.42,377341.0,57285.0,,,41.79,2508.0,,,111012.0,352.59,12.88,,,22.15,22.15,11122889.0,894529593.34,,1242.53,22.1,18.27,0.1617,27.59,0.3898
