,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_y,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity
2014-06-05,4661716.0,697436064.67,6.83,23.64,3.69,735.59,1.0,469824516.05,2500186.0,3140343.0,374051075.78,,,119413.0,11.78,,,,6.42,76086.0,38263.0,,,11.78,119413.0,,135000.0,660023.0,401.21,109.28,,,13.52,13.52,15996410.0,2393211692.71,,2567.92,13.51,19.23,0.1364,21.97,0.252
2014-06-06,4173234.0,619505635.28,6.11,21.34,3.31,657.45,1.0,442340224.12,2086340.0,2979778.0,309711697.72,,,8597.0,0.57,,,,67.81,3220.0,422547.0,,,0.57,8597.0,,104.0,163785.0,334.67,26.19,,,11.43,11.43,16159360.0,2398814584.21,,2594.34,11.43,19.36,0.1337,20.28,0.2287
2014-06-09,3714387.0,553289969.44,5.44,19.06,2.94,583.16,1.0,378551823.41,1912564.0,2541322.0,284892898.1,,,14423.0,2.92,,67700.0,,31.9,20390.0,199453.0,,,2.92,14423.0,10.81,11254.0,526546.0,306.07,83.96,,,10.56,10.56,16203248.0,2413613495.5,,2594.29,10.55,21.83,0.1341,23.22,0.205
2014-06-10,3614717.0,550371335.87,5.29,20.62,2.86,570.85,1.0,365104885.58,1951113.0,2397928.0,297073510.39,,,24678.0,9.73,,4000.0,,2.01,58523.0,14436.0,,,9.73,24678.0,0.67,28307.0,205917.0,314.51,32.01,,,10.71,10.71,16272299.0,2477595601.07,,2623.57,10.7,22.63,0.1385,24.16,0.1984
2014-06-11,3628587.0,557205239.36,5.31,20.53,2.87,580.8,1.0,366321605.26,2001265.0,2385530.0,307313933.32,,,19318.0,8.9,,,,0.78,43957.0,6178.0,,,8.9,19318.0,,37012.0,56355.0,328.49,7.63,,,11.09,11.09,16050159.0,2464659848.98,,2634.46,11.09,22.23,0.1414,25.22,0.201
2014-06-12,3615800.0,553225053.46,5.3,20.53,2.86,580.88,1.0,358371961.81,1985565.0,2342268.0,303795647.79,,,11543.0,3.8,,,,5.28,22707.0,32536.0,,,3.8,11543.0,,5293.0,65969.0,327.51,10.35,,,11.01,11.01,16040659.0,2454254779.79,,2645.77,11.01,22.22,0.1429,25.8,0.2006
2014-06-13,3570946.0,538727829.43,5.23,20.63,2.83,571.14,1.0,355690810.63,1887760.0,2357689.0,284795358.79,,,5790.0,2.59,,,,19.09,19686.0,114957.0,,,2.59,5790.0,,11362.0,4265.0,309.91,0.88,,,10.46,10.46,16153220.0,2436942241.34,,2652.28,10.46,22.64,0.1403,24.72,0.1979
2014-06-16,3576216.0,538525613.99,5.24,20.59,2.83,566.35,1.0,348480470.89,1922910.0,2314173.0,289562008.67,,,71943.0,9.34,,,,19.15,63912.0,116060.0,,,9.34,71943.0,,79267.0,107428.0,311.46,19.12,,,10.7,10.7,16040582.0,2415476098.28,,2598.69,10.7,22.8,0.1475,26.04,0.1991
2014-06-17,3591386.0,544815993.17,5.26,20.47,2.84,569.71,1.0,358184917.0,1957012.0,2361128.0,296880211.83,,,,14.19,,,,7.68,83000.0,47220.0,,,14.19,,,81322.0,36045.0,317.78,6.18,,,10.91,10.91,15979238.0,2424062582.27,,2595.31,10.91,22.5,0.1464,25.77,0.2002
2014-06-18,3495820.0,535842709.79,5.12,19.65,2.77,556.71,1.0,358324943.12,1870525.0,2337700.0,286715902.06,,,10587.0,2.21,,,,21.35,10201.0,138443.0,,,2.21,10587.0,,41369.0,33629.0,306.34,5.3,,,10.41,10.41,16099691.0,2467776387.86,,2627.1,10.44,23.1,0.1426,24.1,0.1945
2014-06-19,3512272.0,535099694.7,5.14,19.71,2.78,562.39,1.0,355193821.64,1893266.0,2331411.0,288441800.23,,,17405.0,8.26,,,,0.2,47356.0,1227.0,,,8.26,17405.0,,6563.0,53645.0,312.37,7.76,,,10.53,10.53,16084478.0,2450493375.01,,2644.42,10.56,23.0,0.142,24.24,0.1954
2014-06-20,3456312.0,524967719.78,5.06,19.52,2.74,551.36,1.0,343951616.79,1887785.0,2264528.0,286729377.12,,,28942.0,0.39,,,,5.76,2400.0,34423.0,,,0.39,28942.0,,,69283.0,309.43,11.92,,,10.52,10.52,16060107.0,2439316170.31,,2634.36,10.51,23.48,0.1503,25.55,0.1926
2014-06-23,3449251.0,518284374.79,5.05,19.17,2.73,547.59,1.0,341181354.84,1877602.0,2270607.0,282128432.71,,,2957.0,0.61,,,,4.47,6368.0,26825.0,,,0.61,2957.0,,13685.0,289.0,305.82,0.22,,,10.47,10.47,16052886.0,2412106275.83,,2615.8,10.47,23.55,0.1502,25.45,0.1924
2014-06-24,3494824.0,524157600.16,5.12,19.51,2.77,551.97,1.0,347300919.25,1968325.0,2315631.0,295211578.13,,,36022.0,7.15,,2894.0,,5.31,48674.0,31052.0,,,7.15,36022.0,0.5,85753.0,6544.0,317.84,1.22,,,10.98,10.98,15956869.0,2393229004.12,,2577.56,10.98,23.35,0.1485,24.99,0.195
2014-06-25,3443776.0,511219509.53,5.04,19.48,2.73,541.78,1.0,336273089.75,1979006.0,2265268.0,293778247.1,,,18923.0,6.59,,,,1.9,45467.0,10593.0,,,6.59,18923.0,,2351.0,95830.0,318.24,15.79,,,10.99,10.99,16031022.0,2379763144.91,,2578.42,10.99,23.8,0.1523,25.34,0.1912
2014-06-26,3418689.0,505270946.93,5.01,19.3,2.71,534.61,1.0,330250392.32,1938333.0,2234491.0,286479217.73,,,8360.0,0.63,,,,8.16,5923.0,49033.0,,,0.63,8360.0,,,36700.0,309.51,6.91,,,10.7,10.7,16169281.0,2389766346.71,,2582.72,10.7,24.16,0.1545,25.62,0.1888
2014-06-27,3288536.0,488021697.81,4.82,19.4,2.6,511.96,1.0,320655906.26,1836755.0,2160741.0,272576092.7,,,18231.0,1.92,,,,24.96,13957.0,151993.0,,,1.92,18231.0,,32184.0,87707.0,291.64,14.57,,,10.1,10.1,16343673.0,2425415761.3,,2595.57,10.1,24.86,0.1596,26.0,0.1809
2014-06-30,3287821.0,489443670.07,4.82,20.22,2.6,514.19,1.0,321987359.5,1817622.0,2162939.0,270581513.55,,,8016.0,8.28,,,,4.49,47101.0,29065.0,,,8.28,8016.0,,1916.0,44903.0,290.0,6.73,,,9.91,9.91,16516760.0,2458778513.8,,2634.86,9.92,24.7,0.1579,26.08,0.1793
2014-07-01,3260914.0,483922568.19,4.78,20.36,2.58,511.05,1.0,317139101.77,1798987.0,2137043.0,266971287.55,,,10767.0,,,,,4.26,,29402.0,,,,10767.0,,,25896.0,288.02,3.77,,,9.87,9.87,16431245.0,2438411524.8,,2631.26,9.87,24.86,0.1577,26.03,0.1789
2014-07-02,3227472.0,476109687.35,4.73,20.16,2.56,504.32,1.0,310201392.05,1748687.0,2102806.0,257962523.25,,,1657.0,0.11,,,,8.59,700.0,52571.0,,,0.11,1657.0,,614.0,34937.0,278.95,5.96,,,9.59,9.59,16485429.0,2431894822.63,,2631.05,9.59,25.22,0.1604,26.28,0.177
2014-07-03,3776152.0,561086366.53,5.53,24.02,2.99,591.75,1.0,394762901.53,1732300.0,2656783.0,257396924.9,,,16325.0,96.14,,,,5.25,600000.0,32712.0,,,96.14,16325.0,,,46023.0,275.82,7.61,,,9.49,9.49,16526976.0,2455690584.93,,2631.5,9.49,22.09,0.1607,22.3,0.2068
2014-07-04,3745255.0,549532758.92,5.49,24.06,2.97,526.02,1.0,387575425.81,1756785.0,2641460.0,257769072.57,,,25637.0,0.74,,,,4.8,8000.0,30417.0,,,0.74,25637.0,,29265.0,23323.0,280.04,3.24,,,9.62,9.62,16506803.0,2422005709.52,,2633.02,9.61,24.6,0.161,25.41,0.2051
2014-07-07,3744050.0,543265531.26,5.48,24.29,2.97,520.29,1.0,385775189.15,1727833.0,2658666.0,250710357.14,,,22962.0,2.09,,3000.0,,8.43,21141.0,51914.0,,,2.09,22962.0,0.5,,6935.0,271.77,1.27,,,9.48,9.48,16489419.0,2392631768.58,,2595.78,9.48,24.6,0.1595,24.89,0.2055
2014-07-08,2954068.0,425068627.4,4.33,18.99,2.34,456.46,1.0,327129256.78,1323276.0,2273426.0,190409669.99,,,14552.0,3.51,,,,66.13,24895.0,419109.0,,,3.51,14552.0,,,410135.0,205.88,0.52,,,7.22,7.22,17012116.0,2447918191.92,,2650.21,7.21,14.53,0.1443,27.9,0.1611
2014-07-09,2906144.0,419118197.73,4.26,18.29,2.3,447.68,1.0,320985943.12,1299671.0,2225700.0,187435917.55,,,12998.0,0.39,,5000.0,,6.55,4253.0,40856.0,,,0.39,12998.0,0.78,4253.0,56979.0,201.18,9.27,,,7.11,7.11,16972180.0,2447693401.69,,2625.88,7.12,14.82,0.1485,28.52,0.1591
2014-07-10,2740352.0,398137365.12,4.01,16.98,2.17,425.08,1.0,299610152.93,1297306.0,2062196.0,188481623.02,,,,,,,,0.33,,2465.0,,,,,,100.0,163504.0,201.93,24.09,,,7.11,7.11,16939964.0,2461155585.92,,2635.49,7.12,14.5,0.1528,30.3,0.1503
2014-07-11,2730847.0,401833270.21,4.0,16.34,2.16,427.1,1.0,296449349.96,1341736.0,2014661.0,197431113.73,,,42139.0,1.21,,,,,6122.0,,,,1.21,42139.0,,2291.0,53657.0,210.51,8.25,,,7.37,7.37,16873730.0,2482902230.19,,2642.09,7.38,15.02,0.1558,30.62,0.1499
2014-07-14,2912357.0,433956043.23,4.27,17.42,2.31,462.22,1.0,331198252.8,1345584.0,2222731.0,200498877.19,,,4937.0,36.15,,,,4.1,212805.0,26560.0,,,36.15,4937.0,,25471.0,4735.0,213.92,0.3,,,7.39,7.39,16862056.0,2512532324.32,,2673.64,7.41,14.03,0.1415,28.59,0.16
2014-07-15,3011511.0,440472510.04,4.41,18.05,2.39,477.67,1.0,336779824.02,1394681.0,2302564.0,203990169.98,,,35408.0,13.53,,,,2.31,79834.0,16311.0,,,13.53,35408.0,,30000.0,1.0,222.24,0.0,,,7.83,7.83,16418873.0,2401472949.09,,2627.37,7.8,13.62,0.1349,27.11,0.1691
2014-07-16,3020578.0,448958426.05,4.42,17.91,2.39,477.71,1.0,341745522.87,1434650.0,2299253.0,213236740.1,,,47527.0,2.71,,,,4.29,23426.0,27158.0,,,2.71,47527.0,,19600.0,26737.0,227.42,3.2,,,8.05,8.05,16389462.0,2436019551.01,,2592.51,8.06,13.58,0.1332,26.73,0.1695
2014-07-17,3106915.0,456303780.48,4.55,18.44,2.46,492.59,1.0,350311513.97,1527077.0,2385227.0,224277461.14,,,63676.0,14.57,,,,0.47,91950.0,2164.0,,,14.57,63676.0,,31015.0,5976.0,243.07,0.0,0.02,,8.55,8.55,16333523.0,2398858125.67,100.0,2605.92,8.53,13.29,0.1289,25.61,0.174
2014-07-18,3147486.0,463432612.38,4.61,18.77,2.49,496.79,1.0,357172011.01,1519887.0,2425798.0,223786603.95,,,9291.0,10.1,,6658.0,,4.91,67461.0,30030.0,,,10.1,9291.0,1.0,13549.0,33548.0,240.46,5.91,,,8.49,8.49,16388041.0,2412958358.66,,2591.31,8.49,13.07,0.1255,25.44,0.1758
2014-07-21,3137200.0,454336123.07,4.59,18.87,2.48,492.96,1.0,349921073.76,1504942.0,2416212.0,217948971.61,,,2944.0,0.3,,,,2.78,1743.0,17889.0,,,0.3,2944.0,,,11329.0,236.77,1.69,,,8.47,8.47,16270862.0,2356381601.45,,2567.76,8.44,13.13,0.1246,25.22,0.1765
2014-07-22,2992977.0,432893016.96,4.38,17.61,2.37,471.26,1.0,328954648.26,1635386.0,2274358.0,236536124.21,,,207654.0,3.46,,1475.0,,17.13,27570.0,107210.0,,,3.46,207654.0,0.24,30000.0,170899.0,254.88,22.99,,,9.08,9.08,16368208.0,2367436483.28,,2555.17,9.07,12.34,0.1277,26.27,0.1662
2014-07-23,2857148.0,417098171.76,4.18,16.97,2.26,450.92,1.0,335035401.2,1483853.0,2295013.0,216618940.8,,,22321.0,1.88,,18644.0,,27.36,12561.0,174899.0,,,1.88,22321.0,2.92,1045.0,10550.0,231.99,1.88,,,8.28,8.28,16439889.0,2399962356.12,,2563.44,8.3,10.32,0.1301,27.73,0.1594
2014-07-24,2666653.0,394990074.35,3.91,15.99,2.11,425.2,1.0,342468369.98,1209536.0,2312069.0,179158936.15,,,953.0,8.97,,,,42.7,52872.0,275270.0,,,8.97,953.0,,,35816.0,191.41,3.09,,,6.73,6.73,16764540.0,2483197814.29,,2640.79,6.76,10.93,0.1414,28.94,0.1484
2014-07-25,2528331.0,356052607.46,3.7,15.14,2.0,397.18,1.0,306492573.62,1163858.0,2176405.0,163900484.4,,,3622.0,5.01,,,,6.96,29003.0,49372.0,,,5.01,3622.0,,72.0,164667.0,183.21,26.41,,,6.48,6.48,16797250.0,2365475351.41,,2645.05,6.48,10.77,0.1449,29.5,0.1408
2014-07-28,2464272.0,350581975.97,3.61,13.83,1.95,365.4,1.0,290068304.2,1012141.0,2038916.0,143993192.21,,,17956.0,4.23,,,,11.51,31364.0,170505.0,,,4.23,17956.0,,832.0,168853.0,172.51,28.31,,,5.64,5.64,16925924.0,2407982512.12,,2559.93,6.31,15.42,0.1668,32.34,0.1374
2014-07-29,2346790.0,339103727.34,3.44,13.11,1.86,363.7,1.0,289244227.46,981136.0,2001734.0,141771046.68,,,4445.0,31.76,,,,23.05,192224.0,35450.0,,,31.76,4445.0,,,229406.0,151.54,18.97,,,5.49,5.49,16878418.0,2438877980.33,,2594.9,5.52,10.77,0.1807,36.18,0.1314
2014-07-30,2309468.0,326948583.78,3.38,12.94,1.83,357.58,1.0,278668247.74,996592.0,1968430.0,141086320.75,,,29686.0,15.97,,9573.0,,2.56,94963.0,17667.0,,,15.97,29686.0,1.49,3437.0,137840.0,152.93,23.02,,,5.61,5.61,16778400.0,2375297738.72,,2598.93,5.56,10.93,0.1845,36.02,0.1299
2014-07-31,2383459.0,354372113.04,3.49,13.29,1.89,375.48,1.0,294937230.14,1007646.0,1983708.0,149816565.85,,4580.0,44764.0,7.34,0.73,,,5.8,47857.0,36299.0,,4580.0,7.34,44764.0,,2589.0,32579.0,158.17,6.05,0.7,,5.67,5.67,16756470.0,2491347944.71,4580.0,2577.58,5.78,9.9,0.1816,35.98,0.1342
2014-08-01,2436723.0,359573356.97,3.57,12.81,1.93,389.31,1.0,301174779.86,1026231.0,2040973.0,151435073.13,,,14495.0,12.47,,,,2.3,57665.0,17806.0,,,12.47,14495.0,,21896.0,400.0,162.45,0.0,,,5.74,5.74,16845476.0,2485791103.5,,2684.55,5.71,10.68,0.1721,34.39,0.1363
2014-08-04,2448547.0,364959789.24,3.59,12.54,1.94,392.94,1.0,307410975.75,985894.0,2062447.0,146949054.46,,,6126.0,6.73,,,,7.7,42834.0,48191.0,,,6.73,6126.0,,1728.0,21360.0,157.43,3.35,,,5.48,5.48,16992730.0,2532793186.88,,2704.41,5.5,11.23,0.1749,34.44,0.1362
2014-08-05,2540622.0,378683713.1,3.72,12.76,2.01,409.2,1.0,316545005.38,1041935.0,2123728.0,155302053.83,,,35883.0,22.13,,,,1.61,133441.0,10698.0,,,22.13,35883.0,,30856.0,72160.0,167.0,11.04,,,5.81,5.81,16883940.0,2516577865.93,,2711.5,5.8,11.88,0.1652,33.03,0.1417
2014-08-06,2696134.0,401737713.7,3.95,13.33,2.14,434.33,1.0,335422100.34,1260258.0,2251078.0,187784868.11,,,21816.0,32.05,,,,,198153.0,,,,32.05,21816.0,,196507.0,70803.0,201.89,11.48,,,7.0,7.0,16740222.0,2494378437.09,,2682.74,7.0,11.16,0.1477,31.08,0.1498
2014-08-07,2707006.0,400212362.63,3.96,12.97,2.14,434.65,1.0,329772481.75,1363687.0,2230556.0,201611816.21,,,69232.0,12.25,,6979.0,,0.12,77499.0,760.0,,,12.25,69232.0,1.17,34957.0,105000.0,217.78,17.77,,,7.4,7.4,17053676.0,2521269610.59,,2728.54,7.39,11.81,0.1341,28.19,0.147
2014-08-08,2874643.0,422190651.64,4.21,13.57,2.28,458.49,1.0,352233711.35,1379765.0,2398315.0,202642166.16,,,12780.0,26.04,,,,2.39,167759.0,14187.0,,,26.04,12780.0,,17485.0,,218.46,,,,7.45,7.45,17130580.0,2515919623.13,,2715.12,7.45,12.21,0.1257,26.57,0.1553
2014-08-11,2973071.0,437199209.48,4.35,13.56,2.35,473.15,1.0,366039789.12,1443495.0,2489168.0,212270367.2,,,67200.0,15.0,,,,1.0,97279.0,6404.0,,,15.0,67200.0,,2934.0,6426.0,228.38,1.23,,,7.81,7.81,17028040.0,2504025510.0,,2694.53,7.81,11.6,0.1213,25.76,0.161
2014-08-12,2998342.0,439800557.23,4.39,13.61,2.37,476.8,1.0,366304596.0,1459634.0,2497283.0,214100941.97,,,32673.0,5.86,,,,2.87,36491.0,18371.0,,,5.86,32673.0,,1837.0,28376.0,230.75,4.41,,,7.9,7.9,17026892.0,2497525829.13,,2694.29,7.89,11.07,0.1193,25.5,0.1622
2014-08-13,2946686.0,430443201.82,4.32,13.47,2.33,467.09,1.0,356917801.39,1451471.0,2443353.0,212026603.65,,,26121.0,6.56,,,,6.26,43499.0,39004.0,,,6.56,26121.0,,4720.0,97429.0,228.55,15.7,,,7.86,7.86,17022488.0,2486594851.87,,2683.69,7.85,10.53,0.1202,25.97,0.1595
2014-08-14,2878788.0,415841957.27,4.22,13.12,2.28,453.83,1.0,344853995.58,1397871.0,2387353.0,201922966.42,,,144.0,0.74,,,,8.57,5357.0,53744.0,,,0.74,144.0,,,61357.0,218.66,10.06,,,7.56,7.56,17091028.0,2468805113.58,,2681.82,7.54,10.27,0.1214,26.34,0.1557
2014-08-15,2828969.0,408908548.58,4.14,12.54,2.24,443.04,1.0,336708586.1,1357057.0,2329465.0,196153513.25,,,12686.0,0.0,,,,8.7,517.0,54512.0,,,0.0,12686.0,,1012.0,58405.0,210.79,10.66,,,7.34,7.34,17122760.0,2474980439.63,,2659.67,7.34,10.22,0.125,27.09,0.1531
2014-08-18,2708156.0,395347709.13,3.97,11.84,2.15,426.69,1.0,324326883.72,1272847.0,2221659.0,185815420.35,,,15394.0,,,8000.0,,14.37,,99604.0,,,,15394.0,1.31,,115806.0,199.55,18.02,,,6.9,6.9,17161880.0,2505361560.55,,2675.61,6.94,10.39,0.13,28.44,0.1469
2014-08-19,2695372.0,393982539.1,3.95,11.89,2.13,426.49,1.0,326174858.39,1249532.0,2231476.0,182644098.87,,,3936.0,4.2,,,,4.04,23318.0,27251.0,,,4.2,3936.0,,,13501.0,196.46,1.65,,,6.74,6.74,17279052.0,2525679119.69,,2718.9,6.74,10.35,0.1313,28.44,0.1455
2014-08-20,2622834.0,380575928.85,3.84,11.79,2.08,413.84,1.0,319238674.1,1191431.0,2200113.0,172877871.6,,,3979.0,2.72,,,,10.78,16120.0,67246.0,,,2.72,3979.0,,5166.0,47483.0,186.99,7.62,,,6.43,6.43,17343896.0,2516617265.93,,2729.55,6.41,10.61,0.1365,29.16,0.1415
2014-08-21,2559763.0,373565721.0,3.75,11.66,2.03,403.4,1.0,314089135.68,1126177.0,2152215.0,164351591.53,,,1682.0,1.78,,,,10.77,13999.0,67108.0,,,1.78,1682.0,,172.0,61897.0,176.26,10.35,,,6.08,6.08,17408160.0,2540505445.88,,2721.59,6.08,10.62,0.1411,30.07,0.1381
2014-08-22,2578190.0,369544634.82,3.78,11.99,2.04,404.21,1.0,311243446.34,1114752.0,2171442.0,159782878.98,,,134.0,4.14,,,,1.72,26361.0,11559.0,,,4.14,134.0,,,7134.0,173.59,1.29,,,6.0,6.0,17473296.0,2504533331.28,,2737.43,5.96,10.67,0.1382,29.47,0.1387
2014-08-25,2533538.0,367736737.92,3.71,12.0,2.01,396.93,1.0,307629266.17,1120184.0,2119425.0,162591920.87,,,9223.0,,,7018.0,,0.73,,3845.0,,,,9223.0,1.08,54.0,59035.0,174.38,9.61,,,6.02,6.02,17475776.0,2536565411.22,,2706.26,6.05,10.73,0.1438,30.49,0.1362
2014-08-26,2609083.0,385250066.5,3.82,12.43,2.07,412.71,1.0,308847471.26,1085268.0,2091651.0,160247707.4,,,4028.0,2.76,,,,1.65,14057.0,38944.0,,,2.76,4028.0,,,41831.0,174.51,5.83,,,5.84,5.84,17482472.0,2581414044.94,,2737.83,5.99,13.07,0.1444,29.73,0.1405
2014-08-27,2476892.0,368378827.47,3.63,11.73,1.96,396.82,1.0,295988711.07,1051990.0,1990158.0,156458514.43,,,3918.0,0.33,,,,7.28,1392.0,47196.0,,,0.33,3918.0,,10000.0,102885.0,167.38,10.96,,,5.68,5.68,17476682.0,2599241155.16,,2781.43,5.68,10.87,0.1494,31.2,0.1337
2014-08-28,2451913.0,365119624.53,3.59,11.62,1.94,394.7,1.0,290729668.96,1055845.0,1952357.0,157228143.89,,,11810.0,0.61,,,,1.39,3062.0,8967.0,,,0.61,11810.0,,1012.0,40863.0,169.02,6.31,,,5.72,5.72,17408812.0,2592383539.31,,2788.51,5.72,10.64,0.1503,31.58,0.1328
2014-08-29,2561706.0,383969401.56,3.75,12.04,2.03,414.18,1.0,310289177.99,1117881.0,2070138.0,167557127.39,,,50730.0,19.56,,,,4.33,119528.0,28099.0,,,19.56,50730.0,,39405.0,1747.0,179.92,0.27,,,6.05,6.05,17355732.0,2601418753.6,,2789.18,6.06,10.08,0.1407,30.04,0.1387
2014-09-01,2696428.0,407170356.32,3.95,12.56,2.14,438.97,1.0,335259871.2,1247242.0,2220211.0,188338041.87,,,5666.0,27.79,,,,4.75,164233.0,29847.0,,,27.79,5666.0,,153542.0,14160.0,201.91,2.16,,,6.73,6.73,17274662.0,2608536286.49,,2794.58,6.74,9.52,0.1294,28.51,0.1456
2014-09-02,2762252.0,415826207.35,4.05,13.01,2.19,450.38,1.0,355180130.93,1258316.0,2359392.0,189425428.94,,,19578.0,26.29,,,,2.28,158513.0,15131.0,,,26.29,19578.0,,6627.0,19332.0,203.88,2.88,,,6.8,6.8,17238544.0,2595070388.85,,2798.87,6.79,10.49,0.1265,27.74,0.1493
2014-09-03,2724594.0,412183308.84,3.99,12.95,2.16,431.73,1.0,362192168.06,1204528.0,2394145.0,182223970.48,,,32246.0,6.09,,,,16.74,38883.0,102765.0,,,6.09,32246.0,,16731.0,4130.0,195.23,0.75,,,6.49,6.49,17353224.0,2625238581.39,,2810.0,6.5,9.58,0.1308,29.11,0.1468
2014-09-04,2720857.0,418320194.28,3.98,12.83,2.16,437.1,1.0,373397531.7,1193391.0,2428669.0,183478791.78,,,22611.0,10.41,,,,7.38,51730.0,48991.0,,,10.41,22611.0,,15243.0,17206.0,196.62,2.62,,,6.46,6.46,17282692.0,2657140406.52,,2843.64,6.47,9.55,0.1319,29.12,0.1473
2014-09-05,2689295.0,412467749.17,3.94,12.62,2.13,433.34,1.0,367851579.02,1200970.0,2398397.0,184197491.43,,,7967.0,2.66,,,,0.43,15067.0,2882.0,,,2.66,7967.0,,2494.0,45339.0,198.43,6.56,,,6.5,6.5,17272274.0,2649116582.51,,2851.24,6.51,9.89,0.1332,29.33,0.1456
2014-09-08,2619582.0,397392585.77,3.84,12.88,2.07,418.7,1.0,350415714.17,1160383.0,2309914.0,176030985.42,,,20847.0,3.0,,,,11.12,19455.0,75674.0,,,3.0,20847.0,,14240.0,107938.0,192.38,18.55,,,6.31,6.31,17243280.0,2615818716.99,,2836.79,6.35,10.2,0.1392,30.02,0.1423
2014-09-09,2565832.0,394008751.54,3.76,12.69,2.03,423.67,1.0,355692500.25,1009626.0,2316312.0,155038007.08,,,3425.0,17.58,,,,24.97,34359.0,154182.0,,,17.58,3425.0,,,27961.0,167.49,5.48,,,5.62,5.62,16957058.0,2603923114.37,,2768.36,5.71,11.46,0.1386,29.45,0.1428
2014-09-10,2514322.0,383995439.9,3.68,12.46,1.99,415.61,1.0,348451851.32,1067439.0,2281590.0,163022758.57,,,25476.0,18.5,,900.0,,11.99,105261.0,61314.0,,,18.5,25476.0,0.15,93651.0,140883.0,176.01,22.29,,,5.91,5.91,17004832.0,2597033293.35,,2799.06,5.92,11.74,0.1426,29.87,0.1391
2014-09-11,2529914.0,382614054.99,3.71,12.63,2.0,415.45,1.0,341829639.92,1092847.0,2260240.0,165277800.81,,,17202.0,8.08,,,,6.82,50284.0,40655.0,,,8.08,17202.0,,48861.0,71634.0,178.74,12.41,,,6.05,6.05,16971900.0,2566762142.84,,2777.92,6.05,11.9,0.143,30.05,0.14
2014-09-12,2612061.0,396737246.84,3.83,13.86,2.07,427.85,1.0,356097690.01,1153635.0,2344496.0,175221778.42,,,60788.0,16.66,,,,,103200.0,,,,16.66,60788.0,,,18944.0,187.86,3.79,,,6.35,6.35,17028072.0,2586337150.73,,2768.37,6.35,13.54,0.1403,29.28,0.1437
2014-09-15,2624181.0,408335227.44,3.84,14.56,2.08,434.39,1.0,366465236.51,1154964.0,2355102.0,179717972.05,,,40146.0,7.56,,,,7.9,45365.0,49060.0,,,7.56,40146.0,,10243.0,34759.0,190.87,5.34,,,6.33,6.33,17101252.0,2661037338.83,,2806.89,6.37,13.39,0.1425,29.59,0.1437
2014-09-16,2643791.0,410649386.03,3.87,14.72,2.09,442.85,1.0,369475734.78,1144229.0,2378712.0,177728472.61,,,10666.0,8.84,,,,4.48,41374.0,28215.0,,,8.84,10666.0,,6814.0,17764.0,191.25,1.41,,,6.26,6.26,17123240.0,2659683762.01,,2862.84,6.26,13.16,0.1388,28.97,0.1447
2014-09-17,2728847.0,418026681.0,4.0,15.44,2.16,455.66,1.0,375793508.6,1235227.0,2453152.0,189221983.9,,,29251.0,14.39,,,,0.72,83643.0,3995.0,,,14.39,29251.0,,65742.0,9203.0,205.84,1.74,,,6.77,6.77,17000460.0,2604266882.43,,2842.92,6.75,12.9,0.1324,27.75,0.1496
2014-09-18,2774064.0,426758404.35,4.06,16.1,2.2,460.11,1.0,382355170.66,1255492.0,2485429.0,193143259.34,,,32770.0,5.89,,,,6.17,43842.0,35976.0,,,5.89,32770.0,,23471.0,11565.0,207.47,2.8,,,6.83,6.83,17127916.0,2634936361.21,,2829.68,6.83,12.68,0.1318,27.58,0.1509
2014-09-19,2723419.0,413397890.21,3.99,16.14,2.16,450.33,1.0,367823952.1,1274749.0,2423183.0,193498887.67,,,479.0,5.87,,,,4.34,31459.0,26874.0,,,5.87,479.0,,45652.0,93705.0,210.22,15.54,,,6.9,6.9,17195452.0,2610161557.24,,2848.55,6.87,12.99,0.1338,27.82,0.1474
2014-09-22,2915245.0,434521861.65,4.27,16.83,2.31,474.98,1.0,360595559.09,1335778.0,2419267.0,199099816.07,,,93562.0,5.76,,,,13.79,51128.0,81943.0,,,5.76,93562.0,,49410.0,55044.0,216.82,9.59,,,7.15,7.15,17346930.0,2585587255.1,,2821.2,7.14,16.65,0.1298,25.65,0.156
2014-09-23,2364482.0,347704330.38,3.46,13.39,1.87,379.6,1.0,291367859.19,1253808.0,1981379.0,184376312.05,,,20797.0,0.57,,,,26.9,4088.0,159531.0,,,0.57,20797.0,,56764.0,441976.0,199.95,76.4,,,6.73,6.73,17375858.0,2555173213.72,,2776.4,6.72,12.52,0.1126,23.11,0.1269
