,ANRJ FP Equity_DX_SI_QTY,ANRJ FP Equity_DX_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANRJ FP Equity_DX_SI_MV,ANRJ FP Equity_DX_DSS,ANRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANRJ FP Equity_DX_SUPPLY_SI_QTY,ANRJ FP Equity_DX_BROKER_SI_QTY,ANRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_x,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANRJ FP Equity_DX_BROKER_SI_MV_INC_x,ANRJ FP Equity_DX_BROKER_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_NEW,ANRJ FP Equity_DX_SUPPLY_SI_MV_DEC,ANRJ FP Equity_DX_BROKER_SI_QTY_INC,ANRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,ANRJ FP Equity_DX_BROKER_SI_MV_NEW_y,ANRJ FP Equity_DX_BROKER_SI_MV_INC_y,ANRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANRJ FP Equity_DX_BROKER_SI_MV_ADD,ANRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,ANRJ FP Equity_DX_BROKER_SI_QTY_DEC,ANRJ FP Equity_DX_SUPPLY_SI_MV,ANRJ FP Equity_DX_BROKER_SI_MV_DEC,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_UTILIZATION_QUANTITY,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANRJ FP Equity_DX_BROKER_SI_CON_RATIO,ANRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANRJ FP Equity_DX_DEMAND_SUPPLY_RATIO,ANRJ FP Equity_PX_LAST
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.15
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.1
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.15
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.85
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.5
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.85
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.15
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.15
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.05
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.55
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.4
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.65
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.55
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.4
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.05
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.15
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.85
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.35
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.95
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.45
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.35
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.9
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.3
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.65
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.35
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.15
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.9
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.5
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.55
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.85
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.95
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.55
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.15
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.6
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.45
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.15
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.9
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.35
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.3
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.3
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.05
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.2
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.8
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.6
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.8
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.85
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.8
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.35
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.45
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.75
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.7
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.55
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.3
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.05
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.15
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.4
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.35
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.05
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.15
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.75
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.75
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.45
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.35
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.15
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.9
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.45
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.6
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.2
2019-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,102260.0,0.1,0.0,,0.0,,0.0,255.65
2019-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,102940.0,0.1,0.0,,0.0,,0.0,257.35
2019-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,102800.0,0.1,0.0,,0.0,,0.0,257.0
2019-12-16,400.0,104200.0,3.54,0.51,0.1,,0.0,400.0,0.0,104200.0,,,,,,,,,,,,,400.0,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,0.0,,1.0,260.5
2019-12-17,800.0,209280.0,7.1,1.03,0.21,,104640.0,400.0,400.0,104640.0,,,,400.0,,,,,,,,0.1,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,261.6
2019-12-18,800.0,210280.0,6.98,1.03,0.21,,105140.0,400.0,400.0,105140.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,262.85
2019-12-19,800.0,211440.0,6.87,1.03,0.21,,105720.0,400.0,400.0,105720.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,264.3
2019-12-20,800.0,210960.0,6.92,1.03,0.21,,105480.0,400.0,400.0,105480.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,263.7
2019-12-23,800.0,212160.0,6.78,1.03,0.21,,106080.0,400.0,400.0,106080.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,265.2
2019-12-24,800.0,213160.0,6.64,1.03,0.21,,106580.0,400.0,400.0,106580.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,266.45
2019-12-25,800.0,213160.0,6.74,1.03,0.21,,106580.0,400.0,400.0,106580.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2019-12-26,800.0,213160.0,6.74,1.03,0.21,,106580.0,400.0,400.0,106580.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2019-12-27,800.0,213000.0,6.74,1.03,0.21,,106500.0,400.0,400.0,106500.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,266.25
2019-12-30,800.0,210480.0,6.36,1.03,0.21,,105240.0,400.0,400.0,105240.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,263.1
2019-12-31,800.0,210400.0,6.37,1.03,0.21,,105200.0,400.0,400.0,105200.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,263.0
2020-01-01,800.0,210400.0,6.44,1.03,0.21,,105200.0,400.0,400.0,105200.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2020-01-02,800.0,212640.0,6.44,1.03,0.21,,106320.0,400.0,400.0,106320.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,265.8
2020-01-03,800.0,215960.0,6.43,1.03,0.21,,107980.0,400.0,400.0,107980.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,269.95
2020-01-06,800.0,219120.0,6.64,1.03,0.22,,109560.0,400.0,400.0,109560.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,273.9
2020-01-07,800.0,217680.0,6.58,1.03,0.22,,108840.0,400.0,400.0,108840.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,272.1
2020-01-08,800.0,216600.0,5.16,1.03,0.22,,108300.0,400.0,400.0,108300.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,270.75
2020-01-09,800.0,215120.0,5.01,1.03,0.22,,107560.0,400.0,400.0,107560.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,268.9
2020-01-10,800.0,215680.0,5.04,1.03,0.22,,107840.0,400.0,400.0,107840.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,269.6
2020-01-13,800.0,214640.0,5.14,0.93,0.21,,107320.0,400.0,400.0,107320.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,268.3
2020-01-14,800.0,214200.0,5.14,0.93,0.21,,107100.0,400.0,400.0,107100.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,267.75
2020-01-15,800.0,213840.0,2.28,0.86,0.21,,106920.0,400.0,400.0,106920.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,267.3
2020-01-16,800.0,214760.0,2.28,0.86,0.21,,107380.0,400.0,400.0,107380.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,268.45
2020-01-17,800.0,214040.0,1.38,0.86,0.21,,107020.0,400.0,400.0,107020.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,267.55
2020-01-20,800.0,213280.0,1.4,0.86,0.21,,106640.0,400.0,400.0,106640.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,266.6
2020-01-21,800.0,211240.0,1.39,0.86,0.21,,105620.0,400.0,400.0,105620.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,264.05
2020-01-22,800.0,209440.0,1.39,0.86,0.21,,104720.0,400.0,400.0,104720.0,,,,,,,,,,,,,,,0.11,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,261.8
2020-01-23,800.0,208400.0,1.39,0.81,0.21,,104200.0,400.0,400.0,104200.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,260.5
2020-01-24,800.0,209320.0,1.38,0.81,0.21,,104660.0,400.0,400.0,104660.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,261.65
2020-01-27,800.0,204160.0,1.03,1.01,0.21,,102080.0,400.0,400.0,102080.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,255.2
2020-01-28,800.0,205120.0,1.02,1.01,0.2,,102560.0,400.0,400.0,102560.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,256.4
2020-01-29,800.0,204240.0,1.05,1.01,0.2,,102120.0,400.0,400.0,102120.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,255.3
2020-01-30,800.0,199040.0,1.06,1.01,0.2,,99520.0,400.0,400.0,99520.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,248.8
2020-01-31,800.0,194680.0,1.04,1.01,0.2,,97340.0,400.0,400.0,97340.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,243.35
2020-02-03,800.0,191800.0,1.04,1.01,0.19,,95900.0,400.0,400.0,95900.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,239.75
2020-02-04,800.0,197320.0,1.04,1.01,0.19,,98660.0,400.0,400.0,98660.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,246.65
2020-02-05,800.0,200560.0,1.02,1.01,0.2,,100280.0,400.0,400.0,100280.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,250.7
2020-02-06,800.0,198760.0,1.02,1.01,0.2,,99380.0,400.0,400.0,99380.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,248.45
2020-02-07,800.0,197280.0,1.02,1.01,0.2,,98640.0,400.0,400.0,98640.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,246.6
2020-02-10,800.0,195320.0,1.01,1.01,0.2,,97660.0,400.0,400.0,97660.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,244.15
2020-02-11,800.0,198000.0,1.02,1.01,0.2,,99000.0,400.0,400.0,99000.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,247.5
2020-02-12,800.0,200560.0,1.02,1.01,0.2,,100280.0,400.0,400.0,100280.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,250.7
2020-02-13,800.0,199600.0,1.01,1.01,0.2,,99800.0,400.0,400.0,99800.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,249.5
2020-02-14,800.0,198080.0,1.0,1.01,0.2,,99040.0,400.0,400.0,99040.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,247.6
2020-02-17,800.0,198400.0,1.0,1.01,0.2,,99200.0,400.0,400.0,99200.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,248.0
2020-02-18,800.0,196960.0,1.0,1.01,0.2,,98480.0,400.0,400.0,98480.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,246.2
2020-02-19,800.0,198640.0,1.05,1.01,0.2,,99320.0,400.0,400.0,99320.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,248.3
2020-02-20,800.0,197800.0,1.05,1.01,0.2,,98900.0,400.0,400.0,98900.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,247.25
2020-02-21,800.0,194600.0,1.04,1.01,0.2,,97300.0,400.0,400.0,97300.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,243.25
2020-02-24,800.0,185880.0,1.04,1.01,0.19,,92940.0,400.0,400.0,92940.0,,,,,,,,,,,,,,,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,232.35
2020-02-25,800.0,182360.0,1.04,1.01,0.19,,91180.0,400.0,400.0,91180.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,227.95
2020-02-26,800.0,182400.0,1.4,1.01,0.18,,91200.0,400.0,400.0,91200.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,228.0
2020-02-27,800.0,174960.0,1.39,1.01,0.18,,87480.0,400.0,400.0,87480.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,218.7
2020-02-28,800.0,167520.0,2.24,1.01,0.17,,83760.0,400.0,400.0,83760.0,,,,,,,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,209.4
2020-03-02,800.0,170840.0,2.16,1.01,0.17,,85420.0,400.0,400.0,85420.0,,,,,,,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,213.55
2020-03-03,800.0,171880.0,2.01,1.01,0.17,,85940.0,400.0,400.0,85940.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,214.85
2020-03-04,800.0,173480.0,1.85,1.01,0.17,,86740.0,400.0,400.0,86740.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,216.85
2020-03-05,800.0,170200.0,1.72,1.15,0.17,,85100.0,400.0,400.0,85100.0,,,,,,,,,,,,,,,0.09,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,212.75
2020-03-06,800.0,160480.0,1.73,1.15,0.16,,80240.0,400.0,400.0,80240.0,,,,,,,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,200.6
2020-03-09,800.0,132400.0,1.32,1.15,0.16,,66200.0,400.0,400.0,66200.0,,,,,,,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,165.5
2020-03-10,400.0,67400.0,0.62,0.52,0.07,,67400.0,0.0,400.0,0.0,,,,,,0.08,,400.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,168.5
2020-03-11,400.0,65440.0,0.58,0.52,0.07,,65440.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.0,163.6
2020-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,400.0,0.0,0.07,0.0,0.0,100.0,14102.0,0.02,0.0,,0.0,,0.0,141.02
2020-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,100.0,13838.0,0.01,0.0,,0.0,,0.0,138.38
2020-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,100.0,12932.0,0.01,0.0,,0.0,,0.0,129.32
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.04
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.44
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.38
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.32
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.18
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.3
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.24
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.76
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.32
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.82
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.28
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.62
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.22
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.28
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.3
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.62
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.94
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.92
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.16
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.84
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.74
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.54
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.42
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.78
