,CRP FP Equity_DX_SI_QTY,CRP FP Equity_DX_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRP FP Equity_DX_SI_MV,CRP FP Equity_DX_DSS,CRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY,CRP FP Equity_DX_BROKER_SI_QTY,CRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRP FP Equity_DX_BROKER_SI_MV_NEW_x,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRP FP Equity_DX_BROKER_SI_MV_INC_x,CRP FP Equity_DX_BROKER_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_NEW,CRP FP Equity_DX_SUPPLY_SI_MV_DEC,CRP FP Equity_DX_BROKER_SI_QTY_INC,CRP FP Equity_DX_SUPPLY_SI_QTY_DEC,CRP FP Equity_DX_BROKER_SI_MV_NEW_y,CRP FP Equity_DX_BROKER_SI_MV_INC_y,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRP FP Equity_DX_BROKER_SI_MV_ADD,CRP FP Equity_DX_SUPPLY_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_DEC,CRP FP Equity_DX_SUPPLY_SI_MV,CRP FP Equity_DX_BROKER_SI_MV_DEC,CRP FP Equity_DX_SUPPLY_SI_MV_RMV,CRP FP Equity_DX_BROKER_SI_MV_RMV,CRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRP FP Equity_DX_UTILIZATION_QUANTITY,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRP FP Equity_DX_ACTIVE_UTILIZATION_MV,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRP FP Equity_DX_BROKER_SI_CON_RATIO,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRP FP Equity_DX_DEMAND_SUPPLY_RATIO,CRP FP Equity_PX_LAST
2017-11-30,2200.0,325270.0,1.08,0.03,0.33,,162635.0,1100.0,1100.0,162635.0,,,,,,,,,,,,,,,0.16,,,,100.0,1.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0336,147.85
2017-12-01,2200.0,326150.0,1.09,0.03,0.33,,163075.0,1100.0,1100.0,163075.0,,,,,,,,,,,,,,,0.16,,,,100.0,1.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0336,148.25
2017-12-04,1200.0,177492.0,0.6,0.02,0.18,,162701.0,100.0,1100.0,14791.0,,,,,,0.15,,1000.0,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0183,147.91
2017-12-05,200.0,29612.0,0.1,0.0,0.03,,14806.0,100.0,100.0,14806.0,,,,,,,,,,,,,,1000.0,0.01,0.15,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.06
2017-12-06,200.0,29640.0,0.1,0.0,0.03,,14820.0,100.0,100.0,14820.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.2
2017-12-07,200.0,29688.0,0.1,0.0,0.03,,14844.0,100.0,100.0,14844.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.44
2017-12-08,200.0,29672.0,0.1,0.0,0.03,,14836.0,100.0,100.0,14836.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.36
2017-12-11,200.0,29670.0,0.1,0.0,0.03,,14835.0,100.0,100.0,14835.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.35
2017-12-12,200.0,29652.0,0.09,0.0,0.03,,14826.0,100.0,100.0,14826.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.26
2017-12-13,200.0,29654.0,0.1,0.0,0.03,,14827.0,100.0,100.0,14827.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.27
2017-12-14,200.0,29642.0,0.1,0.0,0.03,,14821.0,100.0,100.0,14821.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.21
2017-12-15,200.0,29652.0,0.1,0.0,0.03,,14826.0,100.0,100.0,14826.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.26
2017-12-18,200.0,29604.0,0.1,0.0,0.03,,14802.0,100.0,100.0,14802.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,148.02
2017-12-19,200.0,29552.0,0.1,0.0,0.03,,14776.0,100.0,100.0,14776.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.76
2017-12-20,200.0,29486.0,0.11,0.0,0.03,,14743.0,100.0,100.0,14743.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.43
2017-12-21,200.0,29490.0,0.11,0.0,0.03,,14745.0,100.0,100.0,14745.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.45
2017-12-22,200.0,29502.0,0.11,0.0,0.03,,14751.0,100.0,100.0,14751.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.51
2017-12-25,200.0,29502.0,0.11,0.0,0.03,,14751.0,100.0,100.0,14751.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,
2017-12-26,200.0,29502.0,0.11,0.0,0.03,,14751.0,100.0,100.0,14751.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,
2017-12-27,200.0,29486.0,0.11,0.0,0.03,,14743.0,100.0,100.0,14743.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.43
2017-12-28,200.0,29488.0,0.11,0.0,0.03,,14744.0,100.0,100.0,14744.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.44
2017-12-29,200.0,29434.0,0.11,0.0,0.03,,14717.0,100.0,100.0,14717.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.17
2018-01-01,200.0,29434.0,0.05,0.0,0.03,,14717.0,100.0,100.0,14717.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,
2018-01-02,200.0,29448.0,0.05,0.0,0.03,,14724.0,100.0,100.0,14724.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.24
2018-01-03,200.0,29488.0,0.05,0.0,0.03,,14744.0,100.0,100.0,14744.0,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031,147.44
2018-01-04,100.0,14753.0,0.03,0.0,0.01,,0.0,100.0,0.0,14753.0,,,,,,,,,,,,,,100.0,0.01,0.01,,,100.0,0.15,0.0,0.0,,0.0,100.0,,0.0,,0.0015,147.53
2018-01-05,100.0,14736.0,0.03,0.0,0.01,,0.0,100.0,0.0,14736.0,,,,,,0.01,,100.0,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,0.0,,0.0015,147.36
2018-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,100.0,,,,,,,0.0,,,,0.0,0.0,65438.0,9651450.62,,9.64,0.0,,0.0,,0.0,147.49
2018-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9646869.96,,9.66,0.0,,0.0,,0.0,147.42
2018-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9633127.98,,9.64,0.0,,0.0,,0.0,147.21
2018-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9619386.0,,9.63,0.0,,0.0,,0.0,147.0
2018-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9624621.04,,9.66,0.0,,0.0,,0.0,147.08
2018-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9620694.76,,9.62,0.0,,0.0,,0.0,147.02
2018-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9633782.36,,9.64,0.0,,0.0,,0.0,147.22
2018-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65438.0,9622003.52,,9.58,0.0,,0.0,,0.0,147.04
2018-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9589276.68,,9.59,0.0,,0.0,,0.0,147.26
2018-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9591881.4,,9.57,0.0,,0.0,,0.0,147.3
2018-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9603602.64,,9.61,0.0,,0.0,,0.0,147.48
2018-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9604253.82,,9.62,0.0,,0.0,,0.0,147.49
2018-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9597742.02,,9.62,0.0,,0.0,,0.0,147.39
2018-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9581462.52,,9.53,0.0,,0.0,,0.0,147.14
2018-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9571694.82,,9.58,0.0,,0.0,,0.0,146.99
2018-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9556066.5,,9.58,0.0,,0.0,,0.0,146.75
2018-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9547601.16,,9.55,0.0,,0.0,,0.0,146.62
2018-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9544345.26,,9.55,0.0,,0.0,,0.0,146.57
2018-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9558020.04,,9.57,0.0,,0.0,,0.0,146.78
2018-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9543694.08,,9.55,0.0,,0.0,,0.0,146.56
2018-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9553461.78,,9.5,0.0,,0.0,,0.0,146.71
2018-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9563880.66,,9.54,0.0,,0.0,,0.0,146.87
2018-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9531321.66,,9.56,0.0,,0.0,,0.0,146.37
2018-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9536531.1,,9.53,0.0,,0.0,,0.0,146.45
2018-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9527414.58,,9.56,0.0,,0.0,,0.0,146.31
2018-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9518298.06,,9.55,0.0,,0.0,,0.0,146.17
2018-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9522205.14,,9.52,0.0,,0.0,,0.0,146.23
2018-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65118.0,9505274.46,,9.55,0.0,,0.0,,0.0,145.97
2018-02-15,12700.0,1857248.0,4.61,0.18,1.86,,1520896.0,2300.0,10400.0,336352.0,,,,10400.0,,,,,,,,1.52,2300.0,,0.34,,,,100.0,3.53,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.195,146.24
2018-02-16,23800.0,3490032.0,8.74,0.34,3.49,,3152760.0,6000.0,21500.0,879840.0,,,0.54,7400.0,,,3700.0,,,0.54,,1.08,3700.0,,0.88,,,,9.37,9.19,58030.0,8509519.2,,8.48,9.38,34.44,0.3484,41.42,0.3646,146.64
2018-02-19,23800.0,3483844.0,9.11,0.34,3.48,,3147170.0,6000.0,21500.0,878280.0,,,,,,,,,,,,,,,0.88,,,,9.37,9.19,58030.0,8494431.4,,8.5,9.37,34.38,0.3483,41.42,0.3646,146.38
2018-02-20,23800.0,3481940.0,9.23,0.34,3.48,,3145450.0,6000.0,21500.0,877800.0,,,,,,,,,,,,,,,0.88,,,,9.37,9.19,58030.0,8489789.0,,8.5,9.37,34.41,0.3483,41.4,0.3646,146.3
2018-02-21,23800.0,3480988.0,9.21,0.34,3.47,,3144590.0,6000.0,21500.0,877560.0,,,,,,,,,,,,,,,0.87,,,,9.37,9.19,58030.0,8487467.8,,8.46,9.37,34.41,0.3483,41.41,0.3646,146.26
2018-02-22,23800.0,3485986.0,7.78,0.34,3.48,,3149105.0,6000.0,21500.0,878820.0,,,,,,,,,,,,,,,0.88,,,,9.37,9.19,58030.0,8499654.1,,8.49,9.37,34.44,0.3483,41.39,0.3646,146.47
2018-02-23,17800.0,2609836.0,5.84,0.25,2.6,,2067342.0,3700.0,14100.0,542494.0,,,,,,0.34,,2300.0,,,,,,7400.0,0.54,1.09,,,5.99,5.67,58030.0,8508358.6,,8.49,5.99,29.22,0.3785,49.99,0.2726,146.62
2018-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.54,,3700.0,,,,,,14100.0,0.0,2.06,,,0.0,0.0,65286.0,9568969.02,,9.58,0.0,,0.0,,0.0,146.57
2018-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9572233.32,,9.56,0.0,,0.0,,0.0,146.62
2018-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9568316.16,,9.55,0.0,,0.0,,0.0,146.56
2018-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9583331.94,,9.61,0.0,,0.0,,0.0,146.79
2018-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9572886.18,,9.58,0.0,,0.0,,0.0,146.63
2018-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9568969.02,,9.57,0.0,,0.0,,0.0,146.57
2018-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9558523.26,,9.57,0.0,,0.0,,0.0,146.41
2018-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9550688.94,,9.56,0.0,,0.0,,0.0,146.29
2018-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9561787.56,,9.54,0.0,,0.0,,0.0,146.46
2018-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9572233.32,,9.55,0.0,,0.0,,0.0,146.62
2018-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9583331.94,,9.57,0.0,,0.0,,0.0,146.79
2018-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9576150.48,,9.58,0.0,,0.0,,0.0,146.68
2018-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9567010.44,,9.56,0.0,,0.0,,0.0,146.54
2018-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9567010.44,,9.54,0.0,,0.0,,0.0,146.54
2018-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9560481.84,,9.56,0.0,,0.0,,0.0,146.44
2018-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,65286.0,9545466.06,,9.55,0.0,,0.0,,0.0,146.21
2018-03-20,4200.0,613872.0,1.31,0.06,0.61,,409248.0,1400.0,2800.0,204624.0,,,,2800.0,,,,,,,,0.41,1400.0,,0.2,,,,100.0,2.14,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0643,146.16
2018-03-21,4200.0,612948.0,1.36,0.06,0.62,,408632.0,1400.0,2800.0,204316.0,,,,,,,,,,,,,,,0.21,,,,100.0,2.14,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.0643,145.94
2018-03-22,7800.0,1140828.0,2.5,0.12,1.14,,760552.0,2600.0,5200.0,380276.0,,1200.0,0.35,,,,2400.0,,,0.35,1200.0,,,,0.38,,,,100.0,3.98,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.1195,146.26
2018-03-23,7800.0,1139424.0,2.48,0.12,1.14,,759616.0,2600.0,5200.0,379808.0,,,,,,,,,,,,,,,0.38,,,,100.0,5.8,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1741,146.08
2018-03-26,7800.0,1140204.0,2.55,0.13,1.14,,760136.0,2600.0,5200.0,380068.0,,,,,,,,,,,,,,,0.38,,,,100.0,5.8,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.1741,146.18
2018-03-27,6400.0,937152.0,2.1,0.11,0.93,,761436.0,1200.0,5200.0,175716.0,,,,,,0.21,,1400.0,,,,,,,0.18,,,,100.0,2.68,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.1428,146.43
2018-03-28,5000.0,732100.0,1.7,0.08,0.73,,556396.0,1200.0,3800.0,175704.0,,,,,,,,,,,,,,1400.0,0.18,0.21,,,100.0,2.68,0.0,0.0,,0.0,100.0,31.57,0.5679,68.43,0.1116,146.42
2018-03-29,3600.0,527292.0,1.28,0.06,0.53,,351528.0,1200.0,2400.0,175764.0,,,,,,,,,,,,,,1400.0,0.18,0.21,,,100.0,2.68,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0804,146.47
2018-03-30,3600.0,527292.0,1.26,0.06,0.53,,351528.0,1200.0,2400.0,175764.0,,,,,,,,,,,,,,,0.18,,,,100.0,2.68,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0804,
2018-04-02,3600.0,527292.0,1.26,0.06,0.53,,351528.0,1200.0,2400.0,175764.0,,,,,,,,,,,,,,,0.18,,,,100.0,2.68,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0804,
2018-04-03,3600.0,526680.0,1.26,0.06,0.53,,351120.0,1200.0,2400.0,175560.0,,,,,,,,,,,,,,,0.18,,,,100.0,2.68,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0804,146.3
2018-04-04,2400.0,351168.0,0.83,0.04,0.35,,351168.0,0.0,2400.0,0.0,,,,,,0.18,,1200.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0536,146.32
2018-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2400.0,0.0,0.35,,,0.0,0.0,44804.0,6555273.24,,6.55,0.0,,0.0,,0.0,146.31
2018-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6566922.28,,6.55,0.0,,0.0,,0.0,146.57
2018-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6564234.04,,6.56,0.0,,0.0,,0.0,146.51
2018-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6559305.6,,6.57,0.0,,0.0,,0.0,146.4
2018-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6558857.56,,6.55,0.0,,0.0,,0.0,146.39
2018-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6565130.12,,6.55,0.0,,0.0,,0.0,146.53
2018-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6567370.32,,6.56,0.0,,0.0,,0.0,146.58
2018-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6564682.08,,6.56,0.0,,0.0,,0.0,146.52
2018-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6575435.04,,6.57,0.0,,0.0,,0.0,146.76
2018-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6566922.28,,6.56,0.0,,0.0,,0.0,146.57
2018-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6553033.04,,6.56,0.0,,0.0,,0.0,146.26
2018-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6548104.6,,6.54,0.0,,0.0,,0.0,146.15
2018-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6539143.8,,6.54,0.0,,0.0,,0.0,145.95
2018-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6544072.24,,6.52,0.0,,0.0,,0.0,146.06
2018-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6541384.0,,6.53,0.0,,0.0,,0.0,146.0
2018-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6554377.16,,6.52,0.0,,0.0,,0.0,146.29
2018-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6562441.88,,6.56,0.0,,0.0,,0.0,146.47
2018-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6563337.96,,6.55,0.0,,0.0,,0.0,146.49
2018-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6563337.96,,6.54,0.0,,0.0,,0.0,
2018-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6559305.6,,6.55,0.0,,0.0,,0.0,146.4
2018-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6570954.64,,6.56,0.0,,0.0,,0.0,146.66
2018-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6564234.04,,6.56,0.0,,0.0,,0.0,146.51
2018-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6566474.24,,6.55,0.0,,0.0,,0.0,146.56
2018-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6555273.24,,6.55,0.0,,0.0,,0.0,146.31
2018-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44804.0,6558409.52,,6.55,0.0,,0.0,,0.0,146.38
