,CA FP Equity_DX_SI_QTY,CA FP Equity_DX_SHORT_INTEREST_VALUE,CA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CA FP Equity_DX_SI_MV,CA FP Equity_DX_DSS,CA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CA FP Equity_DX_SUPPLY_SI_QTY,CA FP Equity_DX_BROKER_SI_QTY,CA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CA FP Equity_DX_BROKER_SI_MV_NEW_x,CA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CA FP Equity_DX_BROKER_SI_MV_INC_x,CA FP Equity_DX_SUPPLY_SI_MV_NEW,CA FP Equity_DX_BROKER_SI_QTY_ADD,CA FP Equity_DX_BROKER_SI_QTY_NEW,CA FP Equity_DX_SUPPLY_SI_MV_DEC,CA FP Equity_DX_BROKER_SI_QTY_INC,CA FP Equity_DX_SUPPLY_SI_QTY_DEC,CA FP Equity_DX_BROKER_SI_MV_NEW_y,CA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CA FP Equity_DX_BROKER_SI_MV_INC_y,CA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CA FP Equity_DX_BROKER_SI_MV_ADD,CA FP Equity_DX_SUPPLY_SI_QTY_ADD,CA FP Equity_DX_BROKER_SI_QTY_DEC,CA FP Equity_DX_SUPPLY_SI_MV,CA FP Equity_DX_BROKER_SI_MV_DEC,CA FP Equity_DX_SUPPLY_SI_MV_RMV,CA FP Equity_DX_BROKER_SI_MV_RMV,CA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CA FP Equity_DX_UTILIZATION_QUANTITY,CA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CA FP Equity_DX_ACTIVE_UTILIZATION_MV,CA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CA FP Equity_DX_BROKER_SI_CON_RATIO,CA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CA FP Equity_DX_DEMAND_SUPPLY_RATIO,CA FP Equity_PX_LAST
2012-08-08,40925064.0,567393323.68,7.7,9.9,5.77,634.72,2.0,491472125.76,17408606.0,35449004.0,241356417.16,,,10358.0,8.66,,,,18.23,540912.0,1202750.0,,,8.66,10358.0,,124033.0,415869.0,277.95,5.43,,,13.05,13.05,115961544.0,1607714183.89,,1849.48,13.07,23.31,0.1732,29.88,0.3069,15.81
2012-08-09,39109448.0,548737516.06,7.36,9.43,5.51,608.73,2.0,472350941.01,17645244.0,33665248.0,247577193.18,,,846000.0,7.14,,,,26.63,463656.0,1723632.0,,,7.14,846000.0,,1110215.0,2247413.0,280.08,33.3,,,13.23,13.23,115677792.0,1623053954.77,,1835.76,13.24,24.49,0.1741,29.59,0.2933,16.0
2012-08-10,40362756.0,557119711.68,7.6,9.75,5.69,630.19,2.0,480053176.84,17410400.0,34779364.0,240312555.17,,,154198.0,26.29,,,,8.65,1549234.0,612114.0,,,26.29,154198.0,,223072.0,435116.0,278.08,6.84,,,13.15,13.15,114978272.0,1587023981.86,,1827.89,13.2,23.77,0.1723,30.19,0.3049,15.74
2012-08-13,39350744.0,544013788.15,7.41,9.77,5.55,608.79,2.0,465662021.27,16995386.0,33683240.0,234956785.54,,,23016.0,4.38,,,,9.29,313015.0,570681.0,,,4.38,23016.0,,132652.0,1409140.0,267.28,25.1,,,12.77,12.77,116044528.0,1604285379.5,,1825.17,12.77,24.53,0.1617,27.35,0.2958,15.765
2012-08-14,39251696.0,547979704.89,7.39,9.9,5.53,609.21,2.0,470061781.75,16641278.0,33670448.0,232323276.1,,,18737.0,4.24,,94079.0,,5.83,217371.0,372845.0,,,4.24,18737.0,1.55,,324241.0,263.0,5.02,,,12.46,12.46,116931584.0,1632442452.73,,1846.86,12.47,24.52,0.1644,27.87,0.2939,15.92
2012-08-15,29260382.0,404773753.14,5.51,7.41,4.13,463.86,1.0,328766673.15,16170035.0,23765964.0,223688322.16,,,83207.0,6.36,,,,15.63,291228.0,994867.0,,,6.36,83207.0,,440417.0,10195711.0,257.41,150.9,,,12.14,12.14,117031896.0,1618961768.19,,1856.19,12.18,12.14,0.1909,38.65,0.2197,15.775
2012-08-16,31409436.0,447172837.23,5.91,7.98,4.43,497.29,1.0,370619003.58,16837734.0,26032292.0,239717048.26,,,,37.33,,,,2.25,2310472.0,134335.0,,,37.33,,,802034.0,44145.0,265.58,0.39,,,12.63,12.63,116511312.0,1658759296.32,,1849.72,12.56,11.54,0.1653,35.23,0.2355,16.235
2012-08-17,35590832.0,506858985.0,6.7,9.18,5.02,576.61,2.0,427281307.25,17124774.0,30003014.0,243878692.36,,,319339.0,86.57,,,,12.58,4883581.0,800000.0,,,86.57,319339.0,,767701.0,912859.0,278.3,13.24,,,13.03,13.03,114264392.0,1627271139.69,,1856.96,13.03,12.15,0.1739,36.26,0.2709,16.24
2012-08-20,34034880.0,479029483.72,6.41,8.71,4.8,549.93,2.0,404688997.05,17045584.0,28753014.0,239910859.19,,,9811.0,5.56,,1337.0,,5.04,371902.0,307896.0,,,5.56,9811.0,0.02,218894.0,1623239.0,275.63,26.52,,,12.91,12.91,114980608.0,1618313368.17,,1858.67,12.91,10.3,0.1872,38.94,0.2578,16.05
2012-08-21,34940240.0,501883323.57,6.58,9.12,4.93,560.71,2.0,422907195.99,17200812.0,29442060.0,247073308.44,,,154156.0,13.0,,,,0.08,829720.0,5000.0,,,13.0,154156.0,,6074.0,140675.0,275.38,5.48,,,13.0,13.0,115093184.0,1653204148.17,,1854.62,12.93,10.24,0.1779,37.31,0.2641,16.38
2012-08-22,35412992.0,503860497.22,6.66,9.28,4.99,576.46,2.0,424902766.41,17764808.0,29863580.0,252759919.07,,,445921.0,22.96,,16074.0,,10.41,1072700.0,663105.0,,,22.96,445921.0,0.27,815809.0,667254.0,289.69,10.27,,,13.28,13.28,115995408.0,1650397231.34,,1891.99,13.28,9.83,0.1975,40.36,0.2648,16.225
2012-08-23,35667992.0,495915738.11,6.71,9.71,5.03,575.85,2.0,412489366.98,18360672.0,29667676.0,255280594.63,,,346530.0,13.11,,,,11.78,994312.0,716516.0,,,13.11,346530.0,,965850.0,1190216.0,295.55,19.26,,,13.86,13.86,114127760.0,1586793905.85,,1835.15,13.87,10.75,0.2121,42.1,0.2692,15.855
2012-08-24,34502360.0,487121908.38,6.49,10.2,4.86,551.17,2.0,406832399.67,18364344.0,28815534.0,259277171.05,,,724379.0,3.0,,,,12.11,138000.0,754413.0,,,3.0,724379.0,,33706.0,990141.0,292.95,20.03,,,13.88,13.88,113980704.0,1609237688.4,,1825.7,13.83,10.99,0.2219,43.19,0.2607,16.1
2012-08-27,30958116.0,443190759.98,5.83,9.42,4.37,499.26,1.0,392302149.29,15885450.0,27403404.0,227413213.97,,,62647.0,4.2,,,,51.58,246598.0,3250029.0,,,4.2,62647.0,,708488.0,1658728.0,256.59,26.09,,,11.89,11.89,117692888.0,1684869986.19,,1905.09,11.87,9.56,0.2349,45.3,0.2318,16.325
2012-08-28,29134216.0,408776859.24,5.48,9.09,4.11,477.7,1.0,357880406.55,16114975.0,25506740.0,226106268.56,,,960365.0,0.0,,250000.0,,17.51,30000.0,1080840.0,,,0.0,960365.0,4.96,350000.0,2176664.0,261.51,27.69,,,12.02,12.02,118002472.0,1655671114.92,,1912.27,12.03,9.92,0.2557,47.63,0.2172,16.0
2012-08-29,29182928.0,403062510.78,5.49,9.38,4.11,472.84,1.0,351467426.43,16162744.0,25447290.0,223233123.75,,,165310.0,0.0,,24000.0,,2.98,170899.0,163068.0,,,0.0,165310.0,0.41,45527.0,254349.0,258.61,3.84,,,12.06,12.06,117869528.0,1627965086.3,,1878.77,12.1,9.93,0.2611,48.2,0.2177,15.75
2012-08-30,28991728.0,427370753.99,5.46,9.41,4.09,469.42,1.0,372487826.97,16976546.0,25268612.0,250253426.22,,,1307453.0,0.0,,,,8.17,146100.0,493651.0,,,0.0,1307453.0,,,379779.0,269.6,3.75,,,12.78,12.78,115903432.0,1708547249.2,,1861.87,12.65,10.08,0.2644,48.51,0.2182,16.81
2012-08-31,29279804.0,427894266.56,5.51,8.63,4.13,492.17,1.0,376139494.79,16825168.0,25738346.0,245882551.71,,,41149.0,20.05,,100000.0,,2.39,481366.0,239528.0,,,20.05,41149.0,1.57,47001.0,111631.0,280.86,2.01,,,12.69,12.69,115738520.0,1691399612.12,,1915.47,12.79,9.59,0.2786,50.2,0.2209,16.665
2012-09-03,28441788.0,420885205.89,5.35,8.46,4.01,479.67,1.0,373114956.07,17099468.0,25213660.0,253040108.09,,,65218.0,,,,,7.65,,451213.0,,,,65218.0,,660296.0,524685.0,285.51,8.52,,,12.93,12.93,115161664.0,1704176989.96,,1928.72,12.89,9.8,0.2921,51.6,0.215,16.875
2012-09-04,27596104.0,397601780.49,5.19,8.49,3.89,466.74,1.0,350942646.82,16948250.0,24357662.0,244188613.59,,,360147.0,4.46,,,,8.31,255476.0,512099.0,,,4.46,360147.0,,733.0,1111475.0,285.38,19.74,,,12.8,12.8,115409144.0,1662802877.51,,1943.03,12.81,9.82,0.3124,53.71,0.2085,16.43
2012-09-05,33155772.0,473488997.27,6.24,10.39,4.67,547.56,1.0,421072051.02,17235382.0,29485308.0,246134028.81,,,391296.0,77.18,,,,5.76,5128645.0,331481.0,,,77.18,391296.0,,227317.0,1000.0,282.35,0.05,,,13.12,13.12,114121848.0,1629744569.84,,1868.93,13.12,18.11,0.2643,46.5,0.2524,16.285
2012-09-06,33386292.0,497128724.18,6.28,10.44,4.71,549.43,1.0,443262872.4,17289036.0,29768756.0,257437286.21,,,15852.0,6.88,,52000.0,,7.6,573215.0,454868.0,,,6.88,15852.0,0.89,492841.0,341766.0,282.04,5.49,,,13.17,13.17,113954464.0,1696805302.7,,1881.81,13.03,17.77,0.2712,47.31,0.2544,16.98
2012-09-07,32441464.0,483202285.62,6.11,10.32,4.57,549.27,1.0,443405253.49,17059276.0,29769552.0,254090911.38,,,953000.0,22.23,,,,19.16,840950.0,1182761.0,,,22.23,953000.0,,,840154.0,286.22,12.86,,,12.95,12.95,114711760.0,1708584563.88,,1936.19,12.88,18.52,0.3065,51.07,0.2462,16.985
2012-09-10,32092844.0,474491852.4,6.04,10.25,4.53,548.51,1.0,431867157.82,16404786.0,29209870.0,242544328.49,,,88204.0,8.16,,,,13.13,489881.0,784282.0,,,8.16,88204.0,,6958.0,1049563.0,279.12,13.13,,,12.48,12.48,115086848.0,1701556013.38,,1949.2,12.53,18.58,0.2842,48.67,0.2441,16.86
2012-09-11,31799018.0,474051597.07,5.98,10.33,4.48,538.11,1.0,435433088.09,16133051.0,29208518.0,240507382.72,,,96606.0,0.17,,,,6.39,19708.0,369313.0,,,0.17,96606.0,,972.0,21060.0,270.87,0.7,,,12.2,12.2,116125896.0,1731175046.34,,1959.29,12.15,18.71,0.2849,48.67,0.2404,17.0
2012-09-12,32287656.0,488556128.23,6.08,10.55,4.55,551.12,1.0,449380705.77,16229803.0,29698634.0,245578982.74,,,181792.0,9.71,,,,5.19,543209.0,315709.0,,,9.71,181792.0,,230669.0,53093.0,275.14,0.7,,,12.3,12.3,115677008.0,1750350386.36,,1970.78,12.25,18.49,0.2807,48.12,0.2448,17.255
2012-09-13,33082888.0,487679064.48,6.23,10.69,4.66,569.64,1.0,438773251.84,16999636.0,29765244.0,250593798.85,,,726134.0,2.22,,,,0.79,107944.0,53499.0,,,2.22,726134.0,,90899.0,41334.0,290.81,0.0,,,13.03,13.03,113477168.0,1672781382.64,,1935.07,13.06,18.56,0.2804,48.06,0.2536,16.81
2012-09-14,32594660.0,497774813.27,6.13,10.8,4.6,548.93,1.0,448284133.86,16954012.0,29353974.0,258916035.86,,,68975.0,4.97,,,,2.22,288910.0,126732.0,,,4.97,68975.0,,12133.0,700180.0,281.91,12.52,,,12.96,12.96,113846416.0,1738624623.36,,1924.58,12.78,18.77,0.2838,48.25,0.2492,17.415
2012-09-17,32732494.0,490407455.73,6.16,10.7,4.62,571.55,1.0,442143382.66,16988736.0,29511084.0,254530033.6,,,69346.0,3.99,,,,2.5,157109.0,163225.0,,,3.99,69346.0,,128602.0,,295.91,,,,12.97,12.97,113950744.0,1707242180.91,,1970.34,13.06,18.67,0.2875,48.76,0.25,17.085
2012-09-18,32159346.0,481961397.61,6.05,10.86,4.53,553.97,1.0,442193048.79,16376964.0,29505764.0,245436099.91,,,528.0,2.0,,8054.0,,12.6,157751.0,719981.0,,,2.0,528.0,0.15,107682.0,171123.0,281.21,7.1,,,12.43,12.43,115414336.0,1729676178.19,,1976.1,12.46,18.76,0.2875,48.66,0.244,17.09
2012-09-19,32529220.0,496347549.52,6.12,11.22,4.59,559.83,1.0,453145814.47,17393352.0,29697900.0,265396700.05,,,1279460.0,7.53,,,,19.82,444175.0,1084989.0,,,7.53,1279460.0,,821918.0,252041.0,297.28,5.68,,,13.23,13.23,114034232.0,1739992893.01,,1960.68,13.17,18.61,0.274,47.22,0.2475,17.4
2012-09-20,33442660.0,505446374.1,6.29,11.69,4.72,603.3,1.0,453430768.95,18223058.0,30001068.0,275420035.1,,,296866.0,31.75,,,,1.29,403094.0,77316.0,,,31.75,296866.0,,610155.0,99924.0,318.21,1.29,,,13.85,13.85,113392376.0,1713792063.77,,1970.59,13.9,17.85,0.2914,49.43,0.2541,17.235
2012-09-21,32864280.0,502036458.01,6.19,11.5,4.63,590.91,1.0,447588269.44,16277608.0,29299996.0,248657590.1,,,264049.0,0.11,,,,44.24,8500.0,2399499.0,,,0.11,264049.0,,190000.0,709573.0,280.6,13.4,,,12.43,12.43,114697728.0,1752128484.4,,1985.79,12.38,18.13,0.2926,49.35,0.2509,17.42
2012-09-24,33928644.0,510262451.66,6.39,11.43,4.78,611.06,1.0,456647109.85,16498070.0,30363624.0,248119130.43,,,250488.0,22.5,,,,3.09,1063629.0,189124.0,,,22.5,250488.0,,159098.0,,287.81,,,,12.74,12.74,113039432.0,1700031917.19,,1961.59,12.79,17.8,0.2982,50.03,0.2619,17.15
2012-09-25,35450312.0,540452762.33,6.67,11.81,5.0,631.07,2.0,484137195.89,17758124.0,31756364.0,270728990.19,,,1533550.0,20.25,,46000.0,,12.04,1501460.0,683876.0,,,20.25,1533550.0,0.83,410379.0,154721.0,305.09,3.42,,,13.63,13.63,112511552.0,1715279094.64,,1940.62,13.59,17.02,0.2987,50.4,0.2721,17.385
2012-09-26,33692900.0,485000586.93,6.34,11.32,4.75,602.7,1.0,441966873.76,17375112.0,30703356.0,250110246.31,,,4605.0,12.53,,90000.0,,16.45,499101.0,973605.0,,,12.53,4605.0,1.56,585990.0,1642110.0,301.87,28.42,,,13.36,13.36,112677992.0,1621970571.08,,1926.32,13.55,17.8,0.3367,54.15,0.2591,16.415
2012-09-27,33008816.0,476311226.22,6.21,10.74,4.65,561.88,1.0,426043914.27,17873408.0,29525244.0,257910034.74,,,323524.0,0.0,,4605.0,,9.52,293491.0,434932.0,,,0.0,323524.0,0.08,609704.0,1476207.0,292.31,32.91,,,13.8,13.8,111613328.0,1610560073.49,,1831.18,13.77,15.26,0.3621,57.21,0.2549,16.455
2012-09-28,29326926.0,415081194.49,5.52,9.54,4.14,503.47,1.0,364628554.47,18473002.0,25762272.0,261459238.38,,,850000.0,12.14,,,,5.4,541198.0,332714.0,,,12.14,850000.0,,82307.0,4304170.0,303.34,71.52,,,14.21,14.21,111509752.0,1578262960.7,,1823.71,14.26,8.09,0.4595,66.67,0.2256,16.14
2012-10-01,28925512.0,414472853.71,5.44,9.45,4.08,487.89,1.0,364707130.06,17562988.0,25452428.0,251659564.61,,,87548.0,1.4,,,,16.74,101897.0,997562.0,,,1.4,87548.0,,,411741.0,283.94,6.94,,,13.29,13.29,114562240.0,1641559137.85,,1851.83,13.29,8.27,0.4658,67.09,0.2189,16.34
2012-10-02,28990116.0,421881220.73,5.46,9.42,4.09,494.21,1.0,371234575.56,18046656.0,25509866.0,262625553.6,,,365408.0,4.98,,,,3.07,266743.0,199161.0,,,4.98,365408.0,,317421.0,209305.0,294.96,0.28,,,13.66,13.66,114034504.0,1659497180.11,,1872.03,13.61,8.31,0.4572,66.43,0.2195,16.595
2012-10-03,29253776.0,419689607.38,5.51,9.51,4.12,503.22,1.0,362384594.09,18558384.0,25259424.0,266248052.72,,,162354.0,3.26,,,,0.63,164538.0,38865.0,,,3.26,162354.0,,388238.0,414981.0,307.83,2.71,,,13.96,13.96,114406400.0,1641332629.95,,1891.58,14.0,8.07,0.4447,65.5,0.22,16.36
2012-10-04,30068198.0,424649986.58,5.66,9.71,4.24,507.22,1.0,339883272.52,20284584.0,24066120.0,286477038.75,,,1576489.0,2.48,,,,4.02,194377.0,237285.0,,,2.48,1576489.0,,386998.0,1387679.0,328.97,28.75,,,15.26,15.26,112649992.0,1590943946.54,,1830.03,15.24,8.34,0.4091,62.56,0.2262,16.105
2012-10-05,30439804.0,431366279.08,5.73,9.95,4.29,509.15,1.0,351120581.07,19771068.0,24777184.0,280178283.56,,,,10.76,,,,13.91,837346.0,851326.0,,,10.76,,,337810.0,126284.0,318.09,2.82,,,14.67,14.67,114990464.0,1629544283.05,,1856.3,14.63,8.3,0.4257,63.96,0.2259,16.16
2012-10-08,30515468.0,427889355.48,5.74,9.61,4.3,512.04,1.0,350213323.46,19658292.0,24975904.0,275649513.02,,,8062.0,4.89,,,,2.27,205367.0,157641.0,,,4.89,8062.0,,36802.0,6645.0,318.81,0.0,,,14.73,14.73,113771456.0,1595308811.25,,1837.97,14.78,8.14,0.4295,64.29,0.2287,15.99
2012-10-09,28650006.0,394697055.42,5.39,8.93,4.04,462.37,1.0,329968101.98,18612052.0,23951504.0,256409095.33,,,920389.0,,,,,34.05,,2012579.0,,,,920389.0,,45950.0,1024400.0,298.47,34.21,,,14.17,14.17,112736736.0,1553118618.42,,1796.48,14.25,8.9,0.4185,63.28,0.2181,15.71
2012-10-10,29212708.0,409621992.29,5.5,9.0,4.12,464.82,1.0,342725157.23,18647672.0,24441876.0,261478550.92,,,76184.0,4.94,,104870.0,,1.04,666502.0,66000.0,,,4.94,76184.0,1.65,25435.0,281000.0,293.78,4.05,,,14.25,14.25,112225384.0,1573629715.53,,1776.4,14.19,7.7,0.3972,61.57,0.2232,15.99
2012-10-11,29382780.0,427209000.35,5.53,8.95,4.14,475.09,1.0,352831360.86,18987548.0,24267200.0,276068207.3,,,134033.0,2.05,,120000.0,,0.17,113077.0,30192.0,,,2.05,134033.0,1.92,236036.0,407753.0,304.12,5.4,,,14.52,14.52,111763056.0,1624971613.62,,1810.66,14.38,6.32,0.3911,61.16,0.2247,16.58
2012-10-12,29476372.0,419522765.36,5.55,9.78,4.16,489.41,1.0,344245595.62,19147024.0,24187272.0,272510214.51,,,309130.0,1.19,,,,5.22,66000.0,369408.0,,,1.19,309130.0,,239406.0,145930.0,316.46,1.88,,,14.5,14.5,112879040.0,1606552088.96,,1860.75,14.53,6.01,0.3939,61.47,0.2233,16.23
2012-10-15,28289396.0,402505078.78,5.32,9.59,3.99,461.96,1.0,328132446.8,18874040.0,23062240.0,268542211.26,,,206698.0,2.97,,,,7.97,201000.0,479683.0,,,2.97,206698.0,,,1326031.0,306.55,27.88,,,14.4,14.4,112156688.0,1595779441.13,,1822.52,14.4,6.35,0.4053,62.42,0.2159,16.225
2012-10-16,28263856.0,409205506.46,5.32,9.58,3.99,459.4,1.0,329578000.49,19028990.0,22763978.0,275502659.31,,,104501.0,4.45,,,,2.59,274915.0,159102.0,,,4.45,104501.0,,209551.0,573177.0,307.16,11.6,,,14.4,14.4,113155616.0,1638272610.58,,1840.97,14.3,6.18,0.3949,61.49,0.2138,16.51
2012-10-17,27865576.0,417734278.27,5.24,9.45,3.93,461.18,1.0,339231449.64,18613216.0,22628930.0,279031675.22,,,20459.0,11.23,,,,7.69,650028.0,486233.0,,,11.23,20459.0,,50000.0,785076.0,306.61,12.22,,,14.21,14.21,112338624.0,1684074071.14,,1873.71,14.06,7.24,0.4071,62.44,0.2128,17.095
2012-10-18,27903208.0,424293338.93,5.25,9.32,3.93,477.89,1.0,344665463.62,18722248.0,22666564.0,284688596.25,,,72891.0,14.31,,,,0.04,181082.0,2500.0,,,14.31,72891.0,,38641.0,143449.0,320.78,0.83,,,14.35,14.35,111702728.0,1698540305.15,,1919.6,14.32,6.76,0.4158,63.23,0.2139,17.34
2012-10-19,28139962.0,452940212.59,5.3,9.54,3.97,490.39,1.0,364141502.01,19015108.0,22623136.0,306066762.27,,20000.0,11495.0,4.24,0.35,,,3.43,197000.0,202358.0,,20000.0,4.24,11495.0,,463723.0,240427.0,331.48,0.0,,,14.44,14.44,112702848.0,1814062575.21,,1988.94,14.29,6.28,0.4043,62.3,0.2136,18.355
2012-10-22,28931904.0,464799303.75,5.45,8.84,4.08,524.7,1.0,375972989.6,18507508.0,23402820.0,297328403.71,,,19487.0,20.73,,,,0.41,969683.0,507087.0,,,20.73,19487.0,,,190000.0,337.58,3.48,0.35,,14.23,14.23,111569152.0,1792390302.75,20000.0,2045.47,14.17,6.64,0.3928,61.2,0.2224,18.32
2012-10-23,28783572.0,450048186.02,5.42,8.61,4.06,522.48,1.0,362106862.44,18602854.0,23159140.0,290866633.84,,,,0.03,,,,3.61,2000.0,199124.0,,,0.03,,,294470.0,245680.0,340.01,3.37,,,14.3,14.3,111515752.0,1743614791.82,,2027.3,14.36,6.33,0.3973,61.62,0.2212,17.83
2012-10-24,28857158.0,451957914.52,5.43,8.52,4.07,511.81,1.0,356702710.34,18746936.0,22775188.0,293612631.51,,,186718.0,7.39,,,,7.2,417049.0,349619.0,,,7.39,186718.0,,306983.0,800999.0,333.09,23.5,,,14.14,14.14,113830016.0,1782794294.61,,2030.37,14.09,7.33,0.3968,61.47,0.2177,17.86
2012-10-25,28789412.0,450518190.67,5.42,8.59,4.06,511.95,1.0,357599255.53,18581944.0,22851624.0,290784118.48,,,26800.0,3.33,,,,4.01,182103.0,226651.0,,,3.33,26800.0,,34860.0,105668.0,331.45,0.93,,,14.06,14.06,113618464.0,1777986463.5,,2030.49,14.03,7.33,0.3973,61.53,0.2178,17.845
2012-10-26,27101056.0,439307535.29,5.1,8.01,3.82,482.41,1.0,356296300.19,17657050.0,21980060.0,286220401.01,,,109950.0,,,,,18.63,,1040731.0,,,,109950.0,,5886.0,871565.0,316.18,16.42,,,13.46,13.46,113566032.0,1840902937.91,,2059.73,13.31,7.63,0.4429,65.2,0.2065,18.485
2012-10-29,26722704.0,430362397.19,5.03,7.82,3.77,479.58,1.0,353339123.77,17292036.0,21940060.0,278483871.44,,,38457.0,,,,,6.11,,404568.0,,,,38457.0,,1098.0,40000.0,319.97,0.71,,,13.17,13.17,113967760.0,1835421984.09,,2103.37,13.2,7.71,0.4506,65.76,0.2036,18.365
2012-10-30,25875314.0,427153134.59,4.87,7.52,3.65,471.15,1.0,351318599.76,17103160.0,21281546.0,282341246.38,,,25622.0,,,,,4.72,,228764.0,,,,25622.0,,14266.0,658513.0,313.83,5.01,,,13.04,13.04,114056176.0,1882854565.45,,2109.55,12.95,7.39,0.4725,67.6,0.1973,18.825
2012-10-31,24084604.0,393684577.88,4.53,6.99,3.4,448.07,1.0,339840816.92,15534692.0,20790582.0,253928553.8,,,79875.0,,,,,34.13,,1858966.0,,,,79875.0,,210622.0,490964.0,292.38,0.65,,,11.93,11.93,114666512.0,1874327573.48,,2152.95,11.96,7.34,0.4718,67.56,0.185,18.64
2012-11-01,25290056.0,419376705.78,4.76,7.28,3.57,468.58,1.0,345923693.43,16588875.0,20860552.0,275087874.46,,,104562.0,3.22,,,,5.67,188521.0,300311.0,,,3.22,104562.0,,1249932.0,118551.0,309.85,4.18,,,12.75,12.75,113557328.0,1883083933.6,,2127.49,12.71,7.47,0.4744,67.68,0.1943,18.91
2012-11-02,24891600.0,415279471.29,4.68,7.06,3.51,467.38,1.0,341958977.37,16490037.0,20496814.0,275111838.81,,,269220.0,2.62,,,,8.69,133800.0,635351.0,,,2.62,269220.0,,267293.0,497538.0,314.04,4.96,,,12.72,12.72,113121208.0,1887259776.41,,2149.82,12.75,6.82,0.4709,67.45,0.192,19.025
2012-11-05,22735150.0,374218350.94,4.28,6.52,3.21,431.81,1.0,307724920.94,15526068.0,18695428.0,255557564.54,,,423001.0,0.63,,,,26.28,31139.0,1391505.0,,,0.63,423001.0,,4535.0,1832525.0,295.76,29.42,,,11.95,11.95,114346176.0,1882126901.24,,2167.87,12.01,7.37,0.514,70.73,0.1751,18.77
2012-11-06,23024968.0,381108802.4,4.33,6.61,3.25,431.38,1.0,310897423.26,15697020.0,18783096.0,259816756.03,,,288020.0,2.19,,,,2.49,120963.0,130715.0,,,2.19,288020.0,,13647.0,33296.0,294.25,5.29,,,11.96,11.96,115552240.0,1912618328.11,,2170.95,11.94,7.73,0.4984,69.57,0.1754,18.875
2012-11-07,24713498.0,398871518.56,4.65,7.1,3.48,464.76,1.0,326805620.82,16601568.0,20248400.0,267946392.64,,,377235.0,37.54,,,,1.38,1882426.0,74419.0,,,37.54,377235.0,,601732.0,417121.0,313.28,8.09,,,12.52,12.52,115997656.0,1872181801.14,,2172.83,12.6,6.9,0.4957,69.43,0.1864,18.405
2012-11-08,24615176.0,395233978.22,4.63,7.19,3.47,452.47,1.0,323550752.4,16756882.0,20150744.0,269057151.39,,,105631.0,0.0,,98779.0,,0.09,25248.0,667.0,,,0.0,105631.0,1.82,50350.0,221683.0,308.73,4.95,,,12.65,12.65,115665392.0,1857183268.69,,2125.82,12.68,5.97,0.4966,69.56,0.1859,18.31
2012-11-09,24820768.0,406479651.77,4.67,7.3,3.5,455.11,1.0,332123526.04,17066280.0,20280378.0,279487546.53,,,294021.0,1.68,,,,0.51,178089.0,23844.0,,,1.68,294021.0,,39220.0,48455.0,313.42,0.47,,,12.88,12.88,115424768.0,1890264616.4,,2128.79,12.83,5.89,0.4892,69.02,0.1873,18.675
2012-11-12,25472024.0,409662084.69,4.79,7.59,3.59,471.19,1.0,330591297.53,17357164.0,20555550.0,279152217.68,,,650572.0,8.16,,,,7.49,275172.0,415422.0,,,8.16,650572.0,,55734.0,,323.55,,,,13.04,13.04,115711936.0,1860974727.6,,2149.35,13.08,5.86,0.4861,68.83,0.1914,18.34
2012-11-13,25369688.0,403010581.08,4.77,7.62,3.58,468.56,1.0,330016476.85,16923436.0,20774678.0,268837510.98,,,69524.0,5.47,,16300.0,,10.47,214501.0,543189.0,,,5.47,69524.0,0.32,39939.0,11673.0,310.1,0.31,,,12.75,12.75,115856144.0,1840434612.94,,2116.7,12.78,5.72,0.4964,69.61,0.1911,18.115
2012-11-14,25404144.0,401998503.47,4.78,7.57,3.58,458.75,1.0,323770265.99,17508392.0,20460540.0,277055089.21,,,170554.0,0.03,,12000.0,,4.39,3500.0,234497.0,,,0.03,170554.0,0.22,648898.0,329639.0,316.5,6.59,,,13.22,13.22,114917176.0,1818464451.11,,2078.69,13.21,6.05,0.4844,68.68,0.1918,18.045
2012-11-15,24742540.0,387840640.74,4.66,7.39,3.49,444.53,1.0,314203000.93,17097672.0,20044780.0,268006925.06,,,1115781.0,,,,,29.66,,1638961.0,,,,1115781.0,,112459.0,415758.0,307.32,9.08,,,12.7,12.7,117503800.0,1841878363.37,,2111.49,12.71,5.95,0.4986,69.75,0.1838,17.875
