,ECRP3 FP Equity_DX_SI_QTY,ECRP3 FP Equity_DX_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP3 FP Equity_DX_SI_MV,ECRP3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SUPPLY_SI_QTY,ECRP3 FP Equity_DX_BROKER_SI_QTY,ECRP3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_x,ECRP3 FP Equity_DX_BROKER_SI_QTY_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP3 FP Equity_DX_BROKER_SI_QTY_INC,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_y,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP3 FP Equity_DX_BROKER_SI_MV_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP3 FP Equity_DX_BROKER_SI_QTY_DEC,ECRP3 FP Equity_DX_SUPPLY_SI_MV,ECRP3 FP Equity_DX_BROKER_SI_MV_DEC,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP3 FP Equity_DX_BROKER_SI_CON_RATIO,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP3 FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP3 FP Equity_PX_LAST
2024-06-28,63700.0,3247935.6,13.67,0.18,3.24,1825370.4,35800.0,35800.0,1825370.4,,,,,,,,,,,,1.82,,10.86,1.27,293842.0,14982415.9,14.96,10.85,12.4,0.7296,84.46,0.0226,50.988
2024-07-01,86100.0,4386192.3,17.65,0.24,4.39,2394321.0,47000.0,47000.0,2394321.0,11200.0,0.58,,,11200.0,,0.58,11200.0,,,,2.4,,14.06,1.67,287242.0,14632969.21,14.64,14.06,9.99,0.6719,80.84,0.0305,50.943
2024-07-02,101700.0,5184971.1,20.54,0.29,5.16,3013095.3,50500.0,59100.0,2574641.5,,0.61,,0.44,12100.0,8600.0,0.61,,,12100.0,,2.56,,100.0,1.78,0.0,0.0,0.0,100.0,11.9,0.6655,80.33,0.0359,50.983
2024-07-03,7900.0,402536.6,1.59,0.02,0.4,402536.6,7900.0,7900.0,402536.6,,,,2.15,,42600.0,,,,,51200.0,0.4,2.59,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028,50.954
2024-07-04,238.0,12134.43,0.05,0.0,0.01,12134.43,238.0,238.0,12134.43,,,,0.39,,7662.0,,,,,7662.0,0.01,0.39,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,50.985
2024-07-05,238.0,12144.19,0.05,0.0,0.01,12144.19,238.0,238.0,12144.19,,,,,,,,,,,,0.01,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,51.026
2024-07-08,27400.0,1398441.2,6.42,0.08,1.4,699220.6,13700.0,13700.0,699220.6,13462.0,,13700.0,,,,,13462.0,0.7,,238.0,0.7,0.01,100.0,0.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0098,51.038
2024-07-09,27400.0,1397728.8,6.42,0.08,1.4,698864.4,13700.0,13700.0,698864.4,,,,,,,,,,,,0.7,,100.0,0.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0098,51.012
2024-07-10,42800.0,2185025.6,10.02,0.12,2.18,1092512.8,21400.0,21400.0,1092512.8,7700.0,0.39,,,7700.0,,0.39,7700.0,,,,1.09,,100.0,0.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0153,51.052
2024-07-11,49400.0,2525179.8,11.56,0.14,2.52,1262589.9,24700.0,24700.0,1262589.9,3300.0,0.17,,,3300.0,,0.17,3300.0,,,,1.26,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,51.117
2024-07-12,49400.0,2525426.8,11.22,0.14,2.53,1262713.4,24700.0,24700.0,1262713.4,,,,,,,,,,,,1.26,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,51.122
2024-07-15,51200.0,2618163.2,11.32,0.15,2.62,1309081.6,25600.0,25600.0,1309081.6,900.0,0.04,,,900.0,,0.04,900.0,,,,1.31,,100.0,0.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.0182,51.136
2024-07-16,58400.0,2987627.2,12.36,0.17,2.98,1493813.6,29200.0,29200.0,1493813.6,3600.0,0.18,,,3600.0,,0.18,3600.0,,,,1.49,,100.0,1.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0208,51.158
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.49,,29200.0,,,,,29200.0,0.0,1.49,0.0,0.0,2782630.0,142462308.11,143.0,0.0,,0.0,,0.0,51.197
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2782730.0,142439600.51,142.44,0.0,,0.0,,0.0,51.187
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2782730.0,142425686.86,142.29,0.0,,0.0,,0.0,51.182
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2783330.0,142422996.1,143.11,0.0,,0.0,,0.0,51.17
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2775187.0,142236659.31,142.17,0.0,,0.0,,0.0,51.253
2024-07-24,4000.0,204864.0,0.73,0.01,0.2,102432.0,2000.0,2000.0,102432.0,,,2000.0,,,,,,0.1,2000.0,,0.1,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,51.216
2024-07-25,18000.0,922950.0,3.21,0.05,0.92,461475.0,9000.0,9000.0,461475.0,7000.0,0.36,,,7000.0,,0.36,7000.0,,,,0.46,,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0065,51.275
2024-07-26,16600.0,851546.8,3.05,0.05,0.85,374475.4,9300.0,7300.0,477071.4,300.0,,,,,,,300.0,,,1700.0,0.48,0.09,100.0,0.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,51.298
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.48,,9300.0,,,,,7300.0,0.0,0.38,0.0,0.0,2783087.0,142755664.58,142.73,0.0,,0.0,,0.0,51.294
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774187.0,142324115.66,142.15,0.0,,0.0,,0.0,51.303
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774187.0,142462825.01,142.79,0.0,,0.0,,0.0,51.353
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142515945.54,140.78,0.0,,0.0,,0.0,51.374
2024-08-02,6400.0,328723.2,1.19,0.02,0.33,164361.6,3200.0,3200.0,164361.6,,,3200.0,,,,,,0.16,3200.0,,0.16,,100.0,0.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.0023,51.363
2024-08-05,10492.0,539089.45,1.95,0.03,0.54,164419.2,7292.0,3200.0,374670.25,4092.0,,,,,,,4092.0,,,,0.38,,100.0,0.26,0.0,0.0,0.0,100.0,39.0,0.5242,61.0,0.0038,51.381
2024-08-06,4092.0,210259.24,0.75,0.01,0.21,210259.24,4092.0,4092.0,210259.24,,,4092.0,0.17,,3200.0,,,0.21,,3200.0,0.21,0.16,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.0015,51.383
2024-08-07,4092.0,210451.56,0.69,0.01,0.21,210451.56,4092.0,4092.0,210451.56,,,,,,,,,,,,0.21,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.0015,51.43
2024-08-08,15892.0,817166.64,2.69,0.05,0.82,513788.64,9992.0,9992.0,513788.64,5900.0,,5900.0,,,,,5900.0,0.3,,,0.51,,100.0,0.36,0.0,0.0,0.0,100.0,25.75,0.6176,74.25,0.0057,51.42
2024-08-09,4092.0,210394.27,0.69,0.01,0.21,210394.27,4092.0,4092.0,210394.27,,,,0.3,,5900.0,,,,,5900.0,0.21,0.3,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.0015,51.416
2024-08-12,4092.0,210492.48,0.72,0.01,0.21,210492.48,4092.0,4092.0,210492.48,,,,,,,,,,,,0.21,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.0015,51.44
2024-08-13,4092.0,210647.98,0.72,0.01,0.21,210647.98,4092.0,4092.0,210647.98,,,,,,,,,,,,0.21,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.0015,51.478
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,,4092.0,,,,,4092.0,0.0,0.21,0.0,0.0,2778179.0,142998429.49,143.41,0.0,,0.0,,0.0,51.472
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142726776.15,142.08,0.0,,0.0,,0.0,51.45
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142762839.28,142.21,0.0,,0.0,,0.0,51.463
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142834965.54,142.23,0.0,,0.0,,0.0,51.489
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142876576.85,142.58,0.0,,0.0,,0.0,51.504
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142890447.28,143.22,0.0,,0.0,,0.0,51.509
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,142937606.76,141.89,0.0,,0.0,,0.0,51.526
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,143006958.94,143.49,0.0,,0.0,,0.0,51.551
2024-08-26,92000.0,4743520.0,18.19,0.26,4.74,2371760.0,46000.0,46000.0,2371760.0,,,46000.0,,,,,,2.37,46000.0,,2.37,,100.0,1.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0326,51.56
2024-08-27,125200.0,6453684.4,26.25,0.36,6.49,3226842.2,62600.0,62600.0,3226842.2,,0.86,,,16600.0,,0.86,,,16600.0,,3.24,,100.0,2.21,0.0,0.0,0.0,100.0,13.26,0.77,86.74,0.0441,51.547
2024-08-28,33200.0,1712057.6,6.53,0.09,1.72,856028.8,16600.0,16600.0,856028.8,,,,2.4,,46000.0,,,,,46000.0,0.86,2.4,100.0,0.59,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0119,51.568
2024-08-29,2000.0,103156.0,0.44,0.01,0.1,0.0,2000.0,0.0,103156.0,,,,0.86,,16600.0,,,,2000.0,16600.0,0.1,0.86,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,51.578
2024-08-30,2000.0,103122.0,0.44,0.01,0.1,0.0,2000.0,0.0,103122.0,,,,,,,,,,,,0.1,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,51.561
2024-09-02,2000.0,103130.0,0.46,0.01,0.1,0.0,2000.0,0.0,103130.0,,,,,,,,,,,,0.1,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,51.565
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,,2000.0,,,,,,0.0,,0.0,0.0,2774087.0,143023603.46,142.56,0.0,,0.0,,0.0,51.557
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,143220563.64,142.66,0.0,,0.0,,0.0,51.628
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,143245530.42,143.62,0.0,,0.0,,0.0,51.637
2024-09-06,11800.0,609729.6,2.67,0.03,0.61,304864.8,5900.0,5900.0,304864.8,,,5900.0,,,,,,0.31,5900.0,,0.31,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0042,51.672
2024-09-09,25800.0,1334711.4,6.37,0.07,1.33,667355.7,12900.0,12900.0,667355.7,5000.0,0.36,,,7000.0,,0.36,5000.0,,2000.0,,0.67,,4.32,0.46,285999.0,14795586.27,14.8,4.31,7.76,0.8569,92.24,0.0093,51.733
2024-09-10,27000.0,1396980.0,6.6,0.08,1.4,750230.0,12500.0,14500.0,646750.0,1600.0,0.08,,0.1,1600.0,2000.0,0.08,1600.0,,,,0.65,,100.0,0.45,0.0,0.0,0.0,100.0,6.89,1.0,100.0,0.0097,51.74
2024-09-11,25000.0,1292800.0,6.27,0.07,1.28,646400.0,12500.0,12500.0,646400.0,,,,,,,,,,,2000.0,0.64,0.1,100.0,0.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,51.712
2024-09-12,30400.0,1571224.0,8.02,0.09,1.57,785612.0,15200.0,15200.0,785612.0,2700.0,0.14,,,2700.0,,0.14,2700.0,,,,0.79,,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0109,51.685
2024-09-13,34400.0,1779959.2,8.96,0.1,1.77,889979.6,17200.0,17200.0,889979.6,2000.0,0.1,,,2000.0,,0.1,2000.0,,,,0.89,,100.0,0.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.0128,51.743
2024-09-16,34400.0,1781300.8,8.82,0.1,1.78,890650.4,17200.0,17200.0,890650.4,,,,,,,,,,,,0.89,,100.0,0.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0123,51.782
2024-09-17,100100.0,5180875.7,26.19,0.28,5.19,5180875.7,100100.0,100100.0,5180875.7,,,100100.0,0.89,,17200.0,,,5.19,100100.0,17200.0,5.19,0.89,4.2,3.59,2281198.0,118067964.89,118.28,4.2,14.62,1.0,100.0,0.0359,51.757
2024-09-18,113100.0,5851115.4,31.9,0.32,5.83,5514844.4,106600.0,106600.0,5514844.4,,,6500.0,,,,,,0.34,6500.0,,5.5,,4.46,3.83,2281198.0,118015497.33,117.66,4.47,11.49,0.7965,88.51,0.0407,51.734
2024-09-19,113100.0,5858240.7,31.54,0.32,5.85,5521560.2,106600.0,106600.0,5521560.2,,,,,,,,,,,,5.52,,4.46,3.83,2281198.0,118159212.81,118.01,4.47,11.49,0.7965,88.51,0.0407,51.797
2024-09-20,113100.0,5854395.3,31.62,0.32,5.9,5517935.8,106600.0,106600.0,5517935.8,,,,,,,,,,,,5.56,,4.46,3.83,2281198.0,118081652.07,118.99,4.46,11.49,0.7965,88.51,0.0407,51.763
2024-09-23,113100.0,5863895.7,30.49,0.31,5.82,5526890.2,6500.0,106600.0,337005.5,,,,5.18,,100100.0,,,,,,0.33,,100.0,0.23,0.0,0.0,0.0,100.0,11.49,0.7965,88.51,0.0407,51.847
2024-09-24,18000.0,933624.0,4.65,0.05,0.94,466812.0,9000.0,9000.0,466812.0,2500.0,0.13,,,2500.0,,0.13,2500.0,,,100100.0,0.47,5.17,100.0,0.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0065,51.868
2024-09-25,27800.0,1441513.4,7.4,0.08,1.44,720756.7,13900.0,13900.0,720756.7,4900.0,0.25,,,4900.0,,0.25,4900.0,,,,0.72,,100.0,0.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.01,51.853
2024-09-26,37600.0,1951139.2,9.92,0.1,1.95,975569.6,18800.0,18800.0,975569.6,2900.0,0.26,,,4900.0,,0.26,2900.0,,2000.0,,0.98,,6.17,0.67,285999.0,14841060.11,14.85,6.17,5.32,0.8992,94.68,0.0135,51.892
2024-09-27,9570.0,497295.48,2.56,0.03,0.5,242671.88,4900.0,4670.0,254623.6,,,,0.72,,13900.0,,,,,14130.0,0.26,0.73,1.61,0.18,299899.0,15583951.64,15.69,1.6,20.93,0.6691,79.07,0.0034,51.964
2024-09-30,7570.0,393375.05,1.94,0.02,0.4,242676.55,2900.0,4670.0,150698.5,,,,0.11,,2000.0,,,,,,0.15,,17.26,0.1,13900.0,722313.5,0.77,16.48,20.88,1.0,100.0,0.0027,51.965
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.15,,2900.0,,,,,4670.0,0.0,0.24,0.0,0.0,2774087.0,144177623.65,144.47,0.0,,0.0,,0.0,51.973
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774487.0,144223383.23,144.35,0.0,,0.0,,0.0,51.982
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774687.0,144239329.01,144.89,0.0,,0.0,,0.0,51.984
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774687.0,144161637.77,144.16,0.0,,0.0,,0.0,51.956
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774687.0,144172736.52,144.14,0.0,,0.0,,0.0,51.96
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774687.0,144081171.85,144.67,0.0,,0.0,,0.0,51.927
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774087.0,144102723.3,144.11,0.0,,0.0,,0.0,51.946
2024-10-10,73400.0,3811955.6,19.99,0.21,3.82,1905977.8,36700.0,36700.0,1905977.8,,,36700.0,,,,,,1.91,36700.0,,1.91,,100.0,1.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0261,51.934
2024-10-11,71200.0,3697273.6,19.46,0.2,3.71,1407248.8,44100.0,27100.0,2290024.8,7400.0,,,,,,,7400.0,,2000.0,9600.0,2.3,0.5,100.0,1.56,0.0,0.0,0.0,100.0,2.73,1.0,100.0,0.0253,51.928
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.3,,44100.0,,,,,27100.0,0.0,1.42,0.0,0.0,2774187.0,144135659.77,144.71,0.0,,0.0,,0.0,51.956
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774587.0,144364536.2,145.28,0.0,,0.0,,0.0,52.031
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774687.0,144419683.66,144.77,0.0,,0.0,,0.0,52.049
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774287.0,144398864.06,144.52,0.0,,0.0,,0.0,52.049
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2774002.0,144500538.18,145.2,0.0,,0.0,,0.0,52.091
2024-10-21,37428.0,1948127.4,10.88,0.1,1.95,0.0,37428.0,0.0,1948127.4,,,,,,,,,,37428.0,,1.95,,100.0,1.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0133,52.05
2024-10-22,37428.0,1948277.11,10.78,0.1,1.95,0.0,37428.0,0.0,1948277.11,,,,,,,,,,,,1.95,,100.0,1.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0133,52.054
2024-10-23,37428.0,1950447.94,10.28,0.1,1.94,0.0,37428.0,0.0,1950447.94,,,,,,,,,,,,1.94,,100.0,1.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0133,52.112
2024-10-24,15528.0,809257.25,4.19,0.04,0.81,0.0,15528.0,0.0,809257.25,,,,1.14,,21900.0,,,,,,0.81,,100.0,0.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056,52.116
2024-10-25,15528.0,808853.52,4.23,0.04,0.81,0.0,15528.0,0.0,808853.52,,,,,,,,,,,,0.81,,100.0,0.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056,52.09
2024-10-28,16836.0,877391.3,4.36,0.05,0.88,0.0,16836.0,0.0,877391.3,1308.0,,,,,,,1308.0,,,,0.88,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.114
2024-10-29,16836.0,876970.4,4.37,0.05,0.87,0.0,16836.0,0.0,876970.4,,,,,,,,,,,,0.87,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.089
2024-10-30,16836.0,875690.87,4.46,0.05,0.88,0.0,16836.0,0.0,875690.87,,,,,,,,,,,,0.88,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.013
2024-10-31,16836.0,875472.0,4.45,0.05,0.87,0.0,16836.0,0.0,875472.0,,,,,,,,,,,,0.87,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.0
2024-11-01,16836.0,876397.98,4.24,0.05,0.87,0.0,16836.0,0.0,876397.98,,,,,,,,,,,,0.87,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.055
2024-11-04,16836.0,876010.75,4.38,0.05,0.89,0.0,16836.0,0.0,876010.75,,,,,,,,,,,,0.89,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.032
2024-11-05,16836.0,875741.38,4.58,0.05,0.89,0.0,16836.0,0.0,875741.38,,,,,,,,,,,,0.89,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.016
2024-11-06,16836.0,877997.4,4.57,0.05,0.87,0.0,16836.0,0.0,877997.4,,,,,,,,,,,,0.87,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,52.15
2024-11-07,15528.0,809179.61,4.18,0.04,0.82,0.0,15528.0,0.0,809179.61,,,,0.06,,1308.0,,,,,,0.82,,100.0,0.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056,52.111
2024-11-08,15528.0,809334.89,4.23,0.04,0.82,0.0,15528.0,0.0,809334.89,,,,,,,,,,,,0.82,,100.0,0.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.0056,52.121
2024-11-11,50128.0,2617032.5,14.07,0.14,2.62,903181.1,32828.0,17300.0,1713851.4,17300.0,,17300.0,,,,,17300.0,0.91,,,1.72,,100.0,1.17,0.0,0.0,0.0,100.0,30.96,0.5725,69.04,0.0179,52.207
2024-11-12,49683.0,2592707.36,11.34,0.14,2.61,1340267.36,41211.0,25683.0,2150596.04,8383.0,0.35,1683.0,,6700.0,,0.35,8383.0,0.09,,,2.17,,100.0,1.46,0.0,0.0,0.0,100.0,3.39,0.9345,96.61,0.0176,52.185
2024-11-13,54283.0,2831129.87,16.22,0.15,2.84,1443806.87,43811.0,27683.0,2284962.71,2600.0,0.1,,,2000.0,,0.1,2600.0,,,,2.29,,100.0,1.55,0.0,0.0,0.0,100.0,3.1,0.9399,96.9,0.0193,52.155
2024-11-14,19211.0,1002429.98,4.56,0.05,1.0,192178.94,17211.0,3683.0,898069.98,,,,1.4,,26600.0,,,,,24000.0,0.9,1.26,100.0,0.62,0.0,0.0,0.0,100.0,10.43,0.8132,89.57,0.0069,52.18
2024-11-15,19211.0,1002429.98,4.59,0.05,1.0,192178.94,17211.0,3683.0,898069.98,,,,,,,,,,,,0.89,,100.0,0.62,0.0,0.0,0.0,100.0,10.42,0.8133,89.58,0.0069,52.18
2024-11-18,19211.0,1002199.45,4.6,0.05,1.0,192134.74,17211.0,3683.0,897863.45,,,,,,,,,,,,0.9,,100.0,0.62,0.0,0.0,0.0,100.0,10.41,0.8135,89.59,0.0069,52.168
2024-11-19,19157.0,999439.85,4.51,0.05,1.0,87803.79,19157.0,1683.0,999439.85,1946.0,,,,,,,1946.0,,,2000.0,1.0,0.1,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.171
2024-11-20,19157.0,999286.59,4.66,0.05,1.01,87790.33,19157.0,1683.0,999286.59,,,,,,,,,,,,1.01,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.163
2024-11-21,19157.0,999535.63,4.65,0.05,1.0,87812.21,19157.0,1683.0,999535.63,,,,,,,,,,,,1.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.176
2024-11-22,19157.0,1000570.11,4.32,0.05,0.99,87903.09,19157.0,1683.0,1000570.11,,,,,,,,,,,,0.99,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.23
2024-11-25,19157.0,1000972.41,4.24,0.05,1.0,87938.43,19157.0,1683.0,1000972.41,,,,,,,,,,,,1.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.251
2024-11-26,29757.0,1554624.71,6.58,0.08,1.55,364819.85,24457.0,6983.0,1277731.51,5300.0,,5300.0,,,,,5300.0,0.28,,,1.27,,100.0,0.87,0.0,0.0,0.0,100.0,35.63,0.5413,64.37,0.0106,52.244
2024-11-27,29757.0,1554535.44,6.58,0.08,1.56,364798.9,24457.0,6983.0,1277658.14,,,,,,,,,,,,1.28,,100.0,0.87,0.0,0.0,0.0,100.0,35.62,0.5414,64.38,0.0106,52.241
2024-11-28,19157.0,1001393.86,4.32,0.05,1.0,87975.46,19157.0,1683.0,1001393.86,,,,0.28,,5300.0,,,,,5300.0,1.0,0.28,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.273
2024-11-29,19157.0,1002370.87,4.3,0.05,1.01,88061.29,19157.0,1683.0,1002370.87,,,,,,,,,,,,1.01,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.324
2024-12-02,19157.0,1003405.35,4.26,0.05,1.0,88152.17,19157.0,1683.0,1003405.35,,,,,,,,,,,,1.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.378
2024-12-03,19283.0,1010024.26,4.16,0.05,1.01,94753.61,19283.0,1809.0,1010024.26,126.0,0.01,,,126.0,,0.01,126.0,,,,1.01,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0069,52.379
