,ALAMA FP Equity_DX_SI_QTY,ALAMA FP Equity_DX_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAMA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAMA FP Equity_DX_SI_MV,ALAMA FP Equity_DX_DSS,ALAMA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SUPPLY_SI_QTY,ALAMA FP Equity_DX_BROKER_SI_QTY,ALAMA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAMA FP Equity_DX_BROKER_SI_QTY_ADD,ALAMA FP Equity_DX_SUPPLY_SI_MV_DEC,ALAMA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAMA FP Equity_DX_BROKER_SI_MV_ADD,ALAMA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAMA FP Equity_DX_BROKER_SI_QTY_DEC,ALAMA FP Equity_DX_SUPPLY_SI_MV,ALAMA FP Equity_DX_BROKER_SI_MV_DEC,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAMA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAMA FP Equity_DX_BROKER_SI_CON_RATIO,ALAMA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAMA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAMA FP Equity_PX_LAST
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1655
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1855
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1665
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236
2024-05-28,2000.0,472.0,0.0,0.03,0.0,0.0,0.0,472.0,0.0,2000.0,0.0,2000.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.236
2024-05-29,2000.0,592.0,0.0,0.03,0.0,0.0,0.0,592.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.296
2024-05-30,2000.0,518.0,0.0,0.03,0.0,0.0,0.0,518.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.259
2024-05-31,2000.0,524.0,0.0,0.03,0.0,0.0,0.0,524.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.262
2024-06-03,2000.0,490.0,0.0,0.02,0.0,0.0,0.0,490.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.245
2024-06-04,2000.0,494.0,0.0,0.02,0.0,0.0,0.0,494.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.247
2024-06-05,2000.0,500.0,0.0,0.02,0.0,0.0,0.0,500.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.25
2024-06-06,2000.0,498.0,0.0,0.02,0.0,0.0,0.0,498.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.249
2024-06-07,2000.0,472.0,0.0,0.02,0.0,0.0,0.0,472.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.236
2024-06-10,2000.0,516.0,0.0,0.02,0.0,0.0,0.0,516.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.258
2024-06-11,2000.0,460.0,0.0,0.02,0.0,0.0,0.0,460.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.23
2024-06-12,2000.0,460.0,0.0,0.02,0.0,0.0,0.0,460.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.23
2024-06-13,2000.0,432.0,0.0,0.02,0.0,0.0,0.0,432.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.216
2024-06-14,2000.0,408.0,0.0,0.02,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.204
2024-06-17,2000.0,406.0,0.0,0.02,0.0,0.0,0.0,406.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.203
2024-06-18,2000.0,410.0,0.0,0.02,0.0,0.0,0.0,410.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.205
2024-06-19,2000.0,370.0,0.0,0.02,0.0,0.0,0.0,370.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.185
2024-06-20,2000.0,389.0,0.0,0.02,0.0,0.0,0.0,389.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.1945
2024-06-21,2000.0,399.0,0.0,0.02,0.0,0.0,0.0,399.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.1995
2024-06-24,2000.0,390.0,0.0,0.02,0.0,0.0,0.0,390.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.195
2024-06-25,2000.0,391.0,0.0,0.02,0.0,0.0,0.0,391.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.1955
2024-06-26,2000.0,412.0,0.0,0.03,0.0,0.0,0.0,412.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.206
2024-06-27,2000.0,440.0,0.0,0.03,0.0,0.0,0.0,440.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,660.0,0.0,0.0,1.0,100.0,0.6667,0.22
2024-06-28,2000.0,408.0,0.0,0.03,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-07-01,2000.0,408.0,0.0,0.04,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-07-02,2000.0,408.0,0.0,0.05,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-07-03,2000.0,410.0,0.0,0.05,0.0,0.0,0.0,410.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,615.0,0.0,0.0,1.0,100.0,0.6667,0.205
2024-07-04,2000.0,408.0,0.0,0.05,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-07-05,2000.0,432.0,0.0,0.05,0.0,0.0,0.0,432.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,648.0,0.0,0.0,1.0,100.0,0.6667,0.216
2024-07-08,2000.0,430.0,0.0,0.05,0.0,0.0,0.0,430.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,645.0,0.0,0.0,1.0,100.0,0.6667,0.215
2024-07-09,2000.0,420.0,0.0,0.05,0.0,0.0,0.0,420.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,630.0,0.0,0.0,1.0,100.0,0.6667,0.21
2024-07-10,2000.0,418.0,0.0,0.05,0.0,0.0,0.0,418.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,627.0,0.0,0.0,1.0,100.0,0.6667,0.209
2024-07-11,2000.0,432.0,0.0,0.07,0.0,0.0,0.0,432.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,648.0,0.0,0.0,1.0,100.0,0.6667,0.216
2024-07-12,2000.0,432.0,0.0,0.1,0.0,0.0,0.0,432.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,648.0,0.0,0.0,1.0,100.0,0.6667,0.216
2024-07-15,2000.0,440.0,0.0,0.13,0.0,0.0,0.0,440.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,660.0,0.0,0.0,1.0,100.0,0.6667,0.22
2024-07-16,2000.0,462.0,0.0,0.14,0.0,0.0,0.0,462.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,693.0,0.0,0.0,1.0,100.0,0.6667,0.231
2024-07-17,2000.0,474.0,0.0,0.11,0.0,0.0,0.0,474.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,711.0,0.0,0.0,1.0,100.0,0.6667,0.237
2024-07-18,2000.0,478.0,0.0,0.11,0.0,0.0,0.0,478.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,717.0,0.0,0.0,1.0,100.0,0.6667,0.239
2024-07-19,2000.0,478.0,0.0,0.1,0.0,0.0,0.0,478.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,717.0,0.0,0.0,1.0,100.0,0.6667,0.239
2024-07-22,2000.0,476.0,0.0,0.11,0.0,0.0,0.0,476.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,714.0,0.0,0.0,1.0,100.0,0.6667,0.238
2024-07-23,2000.0,458.0,0.0,0.12,0.0,0.0,0.0,458.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,687.0,0.0,0.0,1.0,100.0,0.6667,0.229
2024-07-24,2000.0,472.0,0.0,0.12,0.0,0.0,0.0,472.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,708.0,0.0,0.0,1.0,100.0,0.6667,0.236
2024-07-25,2000.0,460.0,0.0,0.13,0.0,0.0,0.0,460.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,690.0,0.0,0.0,1.0,100.0,0.6667,0.23
2024-07-26,2000.0,440.0,0.0,0.13,0.0,0.0,0.0,440.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,660.0,0.0,0.0,1.0,100.0,0.6667,0.22
2024-07-29,2000.0,440.0,0.0,0.14,0.0,0.0,0.0,440.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,660.0,0.0,0.0,1.0,100.0,0.6667,0.22
2024-07-30,2000.0,428.0,0.0,0.14,0.0,0.0,0.0,428.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,642.0,0.0,0.0,1.0,100.0,0.6667,0.214
2024-07-31,2000.0,432.0,0.0,0.14,0.0,0.0,0.0,432.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,648.0,0.0,0.0,1.0,100.0,0.6667,0.216
2024-08-01,2000.0,420.0,0.0,0.15,0.0,0.0,0.0,420.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,630.0,0.0,0.0,1.0,100.0,0.6667,0.21
2024-08-02,2000.0,418.0,0.0,0.15,0.0,0.0,0.0,418.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,627.0,0.0,0.0,1.0,100.0,0.6667,0.209
2024-08-05,2000.0,410.0,0.0,0.14,0.0,0.0,0.0,410.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,615.0,0.0,0.0,1.0,100.0,0.6667,0.205
2024-08-06,2000.0,370.0,0.0,0.14,0.0,0.0,0.0,370.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,555.0,0.0,0.0,1.0,100.0,0.6667,0.185
2024-08-07,2000.0,360.0,0.0,0.15,0.0,0.0,0.0,360.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,1.0,100.0,0.6667,0.18
2024-08-08,2000.0,339.0,0.0,0.15,0.0,0.0,0.0,339.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,508.5,0.0,0.0,1.0,100.0,0.6667,0.1695
2024-08-09,2000.0,321.0,0.0,0.14,0.0,0.0,0.0,321.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,481.5,0.0,0.0,1.0,100.0,0.6667,0.1605
2024-08-12,2000.0,301.0,0.0,0.15,0.0,0.0,0.0,301.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,451.5,0.0,0.0,1.0,100.0,0.6667,0.1505
2024-08-13,2000.0,320.0,0.0,0.14,0.0,0.0,0.0,320.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,1.0,100.0,0.6667,0.16
2024-08-14,2000.0,320.0,0.0,0.15,0.0,0.0,0.0,320.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,1.0,100.0,0.6667,0.16
2024-08-15,2000.0,320.0,0.0,0.15,0.0,0.0,0.0,320.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,1.0,100.0,0.6667,0.16
2024-08-16,2000.0,320.0,0.0,0.16,0.0,0.0,0.0,320.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,1.0,100.0,0.6667,0.16
2024-08-19,2000.0,362.0,0.0,0.16,0.0,0.0,0.0,362.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,543.0,0.0,0.0,1.0,100.0,0.6667,0.181
2024-08-20,2000.0,380.0,0.0,0.15,0.0,0.0,0.0,380.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,570.0,0.0,0.0,1.0,100.0,0.6667,0.19
2024-08-21,2000.0,420.0,0.0,0.14,0.0,0.0,0.0,420.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,630.0,0.0,0.0,1.0,100.0,0.6667,0.21
2024-08-22,2000.0,410.0,0.0,0.12,0.0,0.0,0.0,410.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,615.0,0.0,0.0,1.0,100.0,0.6667,0.205
2024-08-23,2000.0,408.0,0.0,0.12,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-08-26,2000.0,418.0,0.0,0.11,0.0,0.0,0.0,418.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,627.0,0.0,0.0,1.0,100.0,0.6667,0.209
2024-08-27,2000.0,408.0,0.0,0.11,0.0,0.0,0.0,408.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,612.0,0.0,0.0,1.0,100.0,0.6667,0.204
2024-08-28,2000.0,388.0,0.0,0.15,0.0,0.0,0.0,388.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,582.0,0.0,0.0,1.0,100.0,0.6667,0.194
2024-08-29,2000.0,388.0,0.0,0.16,0.0,0.0,0.0,388.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,582.0,0.0,0.0,1.0,100.0,0.6667,0.194
2024-08-30,2000.0,389.0,0.0,0.16,0.0,0.0,0.0,389.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,583.5,0.0,0.0,1.0,100.0,0.6667,0.1945
2024-09-02,2000.0,400.0,0.0,0.16,0.0,0.0,0.0,400.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,600.0,0.0,0.0,1.0,100.0,0.6667,0.2
2024-09-03,2000.0,380.0,0.0,0.16,0.0,0.0,0.0,380.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,570.0,0.0,0.0,1.0,100.0,0.6667,0.19
2024-09-04,2000.0,372.0,0.0,0.17,0.0,0.0,0.0,372.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,558.0,0.0,0.0,1.0,100.0,0.6667,0.186
2024-09-05,2000.0,391.0,0.0,0.17,0.0,0.0,0.0,391.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,586.5,0.0,0.0,1.0,100.0,0.6667,0.1955
2024-09-06,2000.0,380.0,0.0,0.17,0.0,0.0,0.0,380.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,570.0,0.0,0.0,1.0,100.0,0.6667,0.19
2024-09-09,2000.0,438.0,0.0,0.17,0.0,0.0,0.0,438.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,657.0,0.0,0.0,1.0,100.0,0.6667,0.219
2024-09-10,2000.0,430.0,0.0,0.14,0.0,0.0,0.0,430.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,645.0,0.0,0.0,1.0,100.0,0.6667,0.215
2024-09-11,2000.0,404.0,0.0,0.14,0.0,0.0,0.0,404.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,606.0,0.0,0.0,1.0,100.0,0.6667,0.202
2024-09-12,2000.0,402.0,0.0,0.13,0.0,0.0,0.0,402.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,603.0,0.0,0.0,1.0,100.0,0.6667,0.201
2024-09-13,2000.0,389.0,0.0,0.14,0.0,0.0,0.0,389.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,583.5,0.0,0.0,1.0,100.0,0.6667,0.1945
2024-09-16,2000.0,400.0,0.0,0.14,0.0,0.0,0.0,400.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,600.0,0.0,0.0,1.0,100.0,0.6667,0.2
2024-09-17,2000.0,391.0,0.0,0.14,0.0,0.0,0.0,391.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,586.5,0.0,0.0,1.0,100.0,0.6667,0.1955
2024-09-18,2000.0,391.0,0.0,0.14,0.0,0.0,0.0,391.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,586.5,0.0,0.0,1.0,100.0,0.6667,0.1955
2024-09-19,2000.0,380.0,0.0,0.14,0.0,0.0,0.0,380.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,570.0,0.0,0.0,1.0,100.0,0.6667,0.19
2024-09-20,2000.0,380.0,0.0,0.15,0.0,0.0,0.0,380.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,570.0,0.0,0.0,1.0,100.0,0.6667,0.19
2024-09-23,2000.0,344.0,0.0,0.15,0.0,0.0,0.0,344.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,516.0,0.0,0.0,1.0,100.0,0.6667,0.172
2024-09-24,2000.0,333.0,0.0,0.15,0.0,0.0,0.0,333.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,499.5,0.0,0.0,1.0,100.0,0.6667,0.1665
2024-09-25,2000.0,303.0,0.0,0.15,0.0,0.0,0.0,303.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,454.5,0.0,0.0,1.0,100.0,0.6667,0.1515
2024-09-26,2000.0,340.0,0.0,0.14,0.0,0.0,0.0,340.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,1.0,100.0,0.6667,0.17
