,FPXU FP Equity_DX_SI_QTY,FPXU FP Equity_DX_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FPXU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FPXU FP Equity_DX_SI_MV,FPXU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SUPPLY_SI_QTY,FPXU FP Equity_DX_BROKER_SI_QTY,FPXU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FPXU FP Equity_DX_BROKER_SI_QTY_ADD,FPXU FP Equity_DX_BROKER_SI_MV_ADD,FPXU FP Equity_DX_SUPPLY_SI_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FPXU FP Equity_DX_UTILIZATION_QUANTITY,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FPXU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_MV,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FPXU FP Equity_DX_BROKER_SI_CON_RATIO,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FPXU FP Equity_DX_DEMAND_SUPPLY_RATIO,FPXU FP Equity_PX_LAST
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,27.88
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,27.955
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,27.61
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,27.62
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,27.425
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,27.525
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,27.635
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,27.35
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,27.505
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,27.52
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,27.495
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,27.395
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,27.455
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,27.18
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,27.23
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,26.88
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,26.635
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,26.215
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,26.37
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,25.63
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,24.985
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,25.325
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,25.37
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,25.8
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,25.845
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,25.64
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,25.765
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,25.545
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,25.085
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,25.055
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,25.0
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,24.485
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,24.48
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,24.485
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,24.935
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,25.1
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,24.93
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,24.9
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,25.135
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,25.59
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,25.595
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,25.31
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,24.775
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,25.01
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,24.68
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,24.655
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,24.785
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,24.215
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,23.69
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,23.95
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,23.685
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,23.92
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,24.185
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,24.225
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,24.39
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,24.82
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,24.87
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,25.265
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,25.045
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,24.655
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,23.91
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,24.055
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,23.565
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,24.02
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,24.365
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,24.075
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,23.935
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,23.525
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,23.155
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,23.36
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,22.67
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,22.32
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,22.835
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,22.455
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,22.515
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,23.58
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,23.755
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,24.145
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,24.23
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,24.33
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,24.255
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,24.48
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,24.6
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,24.73
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,25.145
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,25.13
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,25.045
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,24.915
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,25.035
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,25.37
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,25.255
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,25.06
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,25.26
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,25.595
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,25.705
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,25.85
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,25.975
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,25.98
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,25.58
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,25.665
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,25.985
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,26.265
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,26.26
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,26.345
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,26.25
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,26.66
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,26.695
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,26.755
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,26.63
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,26.61
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,26.825
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,26.69
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,26.655
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,26.85
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,26.815
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,26.975
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,26.69
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,26.51
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,26.42
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,26.2
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,26.65
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,26.8
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,27.06
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,27.11
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,27.315
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,27.125
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,27.51
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,27.25
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,27.725
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,27.345
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,27.275
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,27.475
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,27.22
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,27.285
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,27.515
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,27.72
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,27.71
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,28.03
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,27.89
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,27.905
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,27.83
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,27.85
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,27.93
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,27.935
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,27.98
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,27.93
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,28.03
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,27.53
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,27.295
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,27.88
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,28.005
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,27.84
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,28.035
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,28.22
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,28.24
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,27.9
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,28.265
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,28.195
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,28.025
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,27.985
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,27.61
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,27.575
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,27.37
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,27.625
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,27.87
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,28.29
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,28.185
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,27.985
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,28.11
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,28.09
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,27.625
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,27.685
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,27.775
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,27.86
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,27.335
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,27.46
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,27.295
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,27.055
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,27.22
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,27.715
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,27.95
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,28.435
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,28.78
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,28.355
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,28.515
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,28.635
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,28.595
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,28.605
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,28.895
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,28.855
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,29.21
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,29.13
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,28.97
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,28.725
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,28.455
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,28.46
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,28.685
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,28.94
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,28.975
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,29.34
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,29.435
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,29.435
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,29.305
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,29.395
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,29.575
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,29.62
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,29.65
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,29.735
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,29.72
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,29.595
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,29.485
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,29.68
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,29.445
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,29.425
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,29.665
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,29.855
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,30.06
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,29.67
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,29.675
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,29.66
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,29.795
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,28.845
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,28.27
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,28.15
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,28.53
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,29.18
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,29.025
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,28.81
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,28.905
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,28.405
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,28.375
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,28.72
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,28.975
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,28.985
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,29.245
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,29.085
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,28.815
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,28.675
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,28.835
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,28.82
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,29.195
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,29.115
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,29.105
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,29.065
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,29.215
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,29.355
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,29.455
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,28.99
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,28.405
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,28.535
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,28.83
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,28.78
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,28.67
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,28.905
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,28.785
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,28.965
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,28.775
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,28.61
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,28.42
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,28.11
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,28.12
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,28.095
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,27.93
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,27.895
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,27.185
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,27.33
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,27.685
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,27.925
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,27.355
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,27.515
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,27.725
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,28.105
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,27.965
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,28.22
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,28.01
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,28.07
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,27.89
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,28.005
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,27.865
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,27.85
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,27.975
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,28.15
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,28.345
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,28.45
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,28.45
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,28.325
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,28.62
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,28.535
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,28.28
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,28.115
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,28.295
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,28.19
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,28.24
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,28.475
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,28.53
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,28.695
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,28.92
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,29.055
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,29.11
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,29.22
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,29.02
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,28.92
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,29.23
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,29.415
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,29.475
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,29.515
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,29.435
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,28.88
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,28.74
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,29.065
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,28.995
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,29.19
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,29.055
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,28.945
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,28.865
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,29.015
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,29.06
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,29.42
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,29.34
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,29.38
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,29.6
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,29.75
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,29.91
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,29.99
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,30.125
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,29.775
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,29.765
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,29.87
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,30.005
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,29.975
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,30.185
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,30.18
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,30.375
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,30.345
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,30.505
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,30.635
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,30.885
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,30.75
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,30.91
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,30.885
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,31.105
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,31.25
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,30.975
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,30.925
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,30.415
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,30.785
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,30.795
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,30.645
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,30.36
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,30.83
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,31.775
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,31.405
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,31.62
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,31.515
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,31.675
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,31.92
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,31.96
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,32.07
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,32.155
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,32.245
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,32.105
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,32.615
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,31.975
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,32.165
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,31.175
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,30.655
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,30.525
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,29.085
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,27.975
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,29.0
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,29.135
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,29.1
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,29.255
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,28.025
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,26.475
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,25.78
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,25.805
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,23.1
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,23.015
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,22.28
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,21.96
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,20.595
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,21.045
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,21.53
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,20.43
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,22.265
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,22.935
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,23.45
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,23.095
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,23.59
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,23.79
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,22.845
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,22.51
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,22.38
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,23.46
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,24.155
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,24.23
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,24.885
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,25.58
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,25.34
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,25.75
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,25.99
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,26.465
