,ALMKT FP Equity_DX_SI_QTY,ALMKT FP Equity_DX_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMKT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMKT FP Equity_DX_SI_MV,ALMKT FP Equity_DX_DSS,ALMKT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY,ALMKT FP Equity_DX_BROKER_SI_QTY,ALMKT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMKT FP Equity_DX_BROKER_SI_MV_INC_x,ALMKT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMKT FP Equity_DX_BROKER_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_NEW,ALMKT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMKT FP Equity_DX_BROKER_SI_QTY_INC,ALMKT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMKT FP Equity_DX_BROKER_SI_MV_INC_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMKT FP Equity_DX_BROKER_SI_MV_ADD,ALMKT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV,ALMKT FP Equity_DX_BROKER_SI_MV_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMKT FP Equity_DX_BROKER_SI_MV_RMV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMKT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMKT FP Equity_DX_BROKER_SI_CON_RATIO,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMKT FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-11-18,11000.0,139700.0,0.19,0.77,0.08,0.14,0.0,0.0,11000.0,0.0,139700.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-21,11000.0,132000.0,0.19,0.76,0.08,0.14,0.0,0.0,11000.0,0.0,132000.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-22,11000.0,134200.0,0.19,0.76,0.08,0.13,0.0,0.0,11000.0,0.0,134200.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-23,11000.0,132550.0,0.19,0.76,0.08,0.14,0.0,0.0,11000.0,0.0,132550.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-24,11000.0,136400.0,0.19,0.75,0.08,0.13,0.0,0.0,11000.0,0.0,136400.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-25,11000.0,133100.0,0.19,0.75,0.08,0.14,0.0,0.0,11000.0,0.0,133100.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-28,11000.0,131230.0,0.19,0.75,0.08,0.13,0.0,0.0,11000.0,0.0,131230.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,10.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.109
2011-11-29,11000.0,122320.0,0.19,0.74,0.08,0.13,0.0,0.0,11000.0,0.0,122320.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,10.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1089
2011-11-30,11000.0,127490.0,0.19,0.7,0.08,0.12,0.0,0.0,11000.0,0.0,127490.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,10.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1088
2011-12-01,11000.0,123200.0,0.19,0.64,0.08,0.13,0.0,0.0,11000.0,0.0,123200.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,10.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1087
2011-12-02,11000.0,121110.0,0.19,0.63,0.08,0.12,0.0,0.0,11000.0,0.0,121110.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,10.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1087
2011-12-05,24582.0,289575.96,0.41,1.62,0.19,0.27,0.0,0.0,24582.0,0.0,289575.96,,,13582.0,,,,,,,,,,,13582.0,,,,0.27,,,,22.69,22.69,83764.0,986739.92,,0.95,22.24,44.75,0.5055,55.25,0.2269
2011-12-06,11000.0,126500.0,0.19,0.66,0.08,0.13,0.0,0.0,11000.0,0.0,126500.0,,,,,,,,0.14,,13582.0,,,,,,,,0.13,,,,100.0,10.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1007
2011-12-07,18000.0,207180.0,0.3,1.05,0.14,0.21,0.0,80570.0,18000.0,7000.0,207180.0,,,,,,7000.0,,,,,,,,,0.08,7000.0,,0.21,,,,100.0,16.3,0.0,0.0,,0.0,100.0,40.12,0.5195,59.88,0.163
2011-12-08,18000.0,207000.0,0.3,1.06,0.14,0.21,0.0,80500.0,18000.0,7000.0,207000.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,14.32,0.0,0.0,,0.0,100.0,40.15,0.5194,59.85,0.1432
2011-12-09,18000.0,208620.0,0.3,1.04,0.14,0.21,0.0,81130.0,18000.0,7000.0,208620.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,14.32,0.0,0.0,,0.0,100.0,40.17,0.5193,59.83,0.1432
2011-12-12,18000.0,207000.0,0.3,1.03,0.14,0.22,0.0,80500.0,18000.0,7000.0,207000.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,14.32,0.0,0.0,,0.0,100.0,40.11,0.5196,59.89,0.1432
2011-12-13,7000.0,81550.0,0.12,0.4,0.05,0.09,0.0,81550.0,7000.0,7000.0,81550.0,,,,,,,,0.13,,11000.0,,,,,,,,0.08,,,,100.0,5.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0557
2011-12-14,7000.0,79590.0,0.12,0.4,0.05,0.09,0.0,79590.0,7000.0,7000.0,79590.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0557
2011-12-15,7000.0,77490.0,0.12,0.41,0.05,0.08,0.0,77490.0,7000.0,7000.0,77490.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0557
2011-12-16,7000.0,72800.0,0.12,0.4,0.05,0.08,0.0,72800.0,7000.0,7000.0,72800.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0557
2011-12-19,7000.0,71190.0,0.12,0.4,0.05,0.08,0.0,71190.0,7000.0,7000.0,71190.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0555
2011-12-20,7000.0,73500.0,0.12,0.39,0.05,0.07,0.0,73500.0,7000.0,7000.0,73500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.054
2011-12-21,7000.0,76650.0,0.12,0.37,0.05,0.08,0.0,76650.0,7000.0,7000.0,76650.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0537
2011-12-22,7000.0,75530.0,0.12,0.39,0.05,0.08,0.0,75530.0,7000.0,7000.0,75530.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0547
2011-12-23,7000.0,75880.0,0.12,0.4,0.05,0.08,0.0,75880.0,7000.0,7000.0,75880.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0569
2011-12-26,7000.0,75880.0,0.12,0.39,0.05,0.08,0.0,75880.0,7000.0,7000.0,75880.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2011-12-27,7000.0,73500.0,0.12,0.39,0.05,0.08,0.0,73500.0,7000.0,7000.0,73500.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2011-12-28,7000.0,73500.0,0.12,0.39,0.05,0.08,0.0,73500.0,7000.0,7000.0,73500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2011-12-29,7000.0,74690.0,0.12,0.38,0.05,0.08,0.0,74690.0,7000.0,7000.0,74690.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2011-12-30,7000.0,74480.0,0.12,0.4,0.05,0.08,0.0,74480.0,7000.0,7000.0,74480.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2012-01-02,7000.0,74760.0,0.12,0.4,0.05,0.08,0.0,74760.0,7000.0,7000.0,74760.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2012-01-03,7000.0,74480.0,0.12,0.4,0.05,0.08,0.0,74480.0,7000.0,7000.0,74480.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0578
2012-01-04,7000.0,73850.0,0.11,0.4,0.05,0.08,0.0,73850.0,7000.0,7000.0,73850.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-05,7000.0,73290.0,0.11,0.39,0.05,0.08,0.0,73290.0,7000.0,7000.0,73290.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-06,7000.0,83440.0,0.11,0.39,0.05,0.08,0.0,83440.0,7000.0,7000.0,83440.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-09,7000.0,85890.0,0.11,0.34,0.05,0.09,0.0,85890.0,7000.0,7000.0,85890.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-10,7000.0,84560.0,0.11,0.32,0.05,0.09,0.0,84560.0,7000.0,7000.0,84560.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-11,7000.0,82670.0,0.11,0.33,0.05,0.09,0.0,82670.0,7000.0,7000.0,82670.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-12,7000.0,83440.0,0.11,0.34,0.05,0.09,0.0,83440.0,7000.0,7000.0,83440.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,6.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0687
2012-01-13,7000.0,83090.0,0.11,0.38,0.05,0.09,0.0,83090.0,7000.0,7000.0,83090.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,6.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0687
2012-01-16,7000.0,91000.0,0.11,0.37,0.05,0.09,0.0,91000.0,7000.0,7000.0,91000.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-17,7000.0,89040.0,0.11,0.35,0.05,0.1,0.0,89040.0,7000.0,7000.0,89040.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-18,7000.0,94500.0,0.11,0.34,0.05,0.09,0.0,94500.0,7000.0,7000.0,94500.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-19,7000.0,94990.0,0.11,0.31,0.05,0.1,0.0,94990.0,7000.0,7000.0,94990.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-20,7000.0,86940.0,0.11,0.28,0.05,0.1,0.0,86940.0,7000.0,7000.0,86940.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0555
2012-01-23,7000.0,84560.0,0.11,0.23,0.05,0.09,0.0,84560.0,7000.0,7000.0,84560.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-24,7000.0,83720.0,0.11,0.21,0.05,0.09,0.0,83720.0,7000.0,7000.0,83720.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-25,7000.0,83300.0,0.11,0.21,0.05,0.09,0.0,83300.0,7000.0,7000.0,83300.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0574
2012-01-26,7000.0,83300.0,0.11,0.21,0.05,0.09,0.0,83300.0,7000.0,7000.0,83300.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.053
2012-01-27,7000.0,83720.0,0.11,0.21,0.05,0.09,0.0,83720.0,7000.0,7000.0,83720.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-01-30,7000.0,81620.0,0.11,0.21,0.05,0.09,0.0,81620.0,7000.0,7000.0,81620.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-01-31,7000.0,81830.0,0.11,0.21,0.05,0.09,0.0,81830.0,7000.0,7000.0,81830.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-02-01,7000.0,81900.0,0.11,0.22,0.05,0.09,0.0,81900.0,7000.0,7000.0,81900.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-02-02,7000.0,80360.0,0.11,0.22,0.05,0.09,0.0,80360.0,7000.0,7000.0,80360.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-02-03,7000.0,83790.0,0.11,0.21,0.05,0.08,0.0,83790.0,7000.0,7000.0,83790.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0493
2012-02-06,7000.0,82390.0,0.11,0.2,0.05,0.09,0.0,82390.0,7000.0,7000.0,82390.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-07,7000.0,83020.0,0.11,0.2,0.05,0.09,0.0,83020.0,7000.0,7000.0,83020.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-08,7000.0,83440.0,0.11,0.2,0.05,0.09,0.0,83440.0,7000.0,7000.0,83440.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-09,7000.0,83300.0,0.11,0.2,0.05,0.09,0.0,83300.0,7000.0,7000.0,83300.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-10,7000.0,81550.0,0.11,0.19,0.05,0.09,0.0,81550.0,7000.0,7000.0,81550.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-13,7000.0,81200.0,0.11,0.19,0.05,0.09,0.0,81200.0,7000.0,7000.0,81200.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-14,7000.0,79800.0,0.11,0.19,0.05,0.09,0.0,79800.0,7000.0,7000.0,79800.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-15,7000.0,79030.0,0.11,0.19,0.05,0.08,0.0,79030.0,7000.0,7000.0,79030.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-16,7000.0,77700.0,0.11,0.19,0.05,0.08,0.0,77700.0,7000.0,7000.0,77700.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-17,7000.0,77140.0,0.11,0.19,0.05,0.08,0.0,77140.0,7000.0,7000.0,77140.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-20,7000.0,78050.0,0.11,0.21,0.05,0.08,0.0,78050.0,7000.0,7000.0,78050.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0502
2012-02-21,5394.0,62300.7,0.09,0.16,0.04,0.06,0.0,62300.7,5394.0,5394.0,62300.7,,,,,,,,0.02,,1606.0,,,,,,,1606.0,0.06,0.02,,,100.0,3.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0387
2012-02-22,9478.0,108997.0,0.15,0.28,0.07,0.13,0.0,46966.0,5394.0,4084.0,62031.0,,,,,,,,,,,,,,,,,1310.0,0.06,0.0,,,100.0,3.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.068
2012-02-23,4084.0,47660.28,0.07,0.12,0.03,0.05,0.0,47660.28,4084.0,4084.0,47660.28,,,,,,,,0.02,,1310.0,,,,,,,,0.05,,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293
2012-02-24,4084.0,46475.92,0.07,0.12,0.03,0.05,0.0,46475.92,4084.0,4084.0,46475.92,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293
2012-02-27,4084.0,45781.64,0.07,0.12,0.03,0.05,0.0,45781.64,4084.0,4084.0,45781.64,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0293
2012-02-28,5991.0,67698.3,0.1,0.19,0.04,0.09,0.0,21549.1,4084.0,1907.0,46149.2,,,,,,,,,,,,,,,,,2177.0,0.05,0.0,,,100.0,2.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.043
2012-02-29,1907.0,21224.91,0.03,0.06,0.01,0.02,0.0,21224.91,1907.0,1907.0,21224.91,,,,,,,,0.02,,2177.0,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-01,1907.0,21339.33,0.03,0.07,0.01,0.02,0.0,21339.33,1907.0,1907.0,21339.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-02,1907.0,21205.84,0.03,0.08,0.01,0.02,0.0,21205.84,1907.0,1907.0,21205.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-05,1907.0,21549.1,0.03,0.1,0.01,0.02,0.0,21549.1,1907.0,1907.0,21549.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-06,1907.0,21129.56,0.03,0.11,0.01,0.02,0.0,21129.56,1907.0,1907.0,21129.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-07,1907.0,21167.7,0.03,0.11,0.01,0.02,0.0,21167.7,1907.0,1907.0,21167.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0137
2012-03-08,2907.0,32529.33,0.05,0.17,0.02,0.03,0.0,32529.33,2907.0,2907.0,32529.33,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,,0.03,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-09,2907.0,31977.0,0.05,0.17,0.02,0.03,0.0,31977.0,2907.0,2907.0,31977.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-12,2907.0,31918.86,0.05,0.17,0.02,0.03,0.0,31918.86,2907.0,2907.0,31918.86,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-13,2907.0,32122.35,0.05,0.18,0.02,0.03,0.0,32122.35,2907.0,2907.0,32122.35,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-14,2907.0,37209.6,0.05,0.18,0.02,0.03,0.0,37209.6,2907.0,2907.0,37209.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-15,2907.0,34884.0,0.05,0.12,0.02,0.04,0.0,34884.0,2907.0,2907.0,34884.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0209
2012-03-16,5814.0,71221.5,0.09,0.23,0.04,0.07,0.0,35610.75,2907.0,2907.0,35610.75,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0417
2012-03-19,2907.0,37209.6,0.05,0.12,0.02,0.04,0.0,37209.6,2907.0,2907.0,37209.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0211
2012-03-20,2907.0,36424.71,0.05,0.11,0.02,0.04,0.0,36424.71,2907.0,2907.0,36424.71,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0211
2012-03-21,2907.0,36773.55,0.05,0.11,0.02,0.04,0.0,36773.55,2907.0,2907.0,36773.55,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0211
2012-03-22,2907.0,35814.24,0.05,0.11,0.02,0.04,0.0,35814.24,2907.0,2907.0,35814.24,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0211
2012-03-23,2907.0,36046.8,0.05,0.11,0.02,0.04,0.0,36046.8,2907.0,2907.0,36046.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0211
2012-03-26,3407.0,41735.75,0.06,0.13,0.03,0.04,0.0,41735.75,2907.0,3407.0,35610.75,,,,,,500.0,,,,,,,,,0.01,,,0.04,,,,100.0,2.11,0.0,0.0,,0.0,100.0,14.14,0.7572,85.86,0.0247
2012-03-27,4407.0,54073.89,0.07,0.16,0.03,0.06,0.0,54073.89,3907.0,4407.0,47938.89,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,,0.05,,,,100.0,2.83,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,0.032
2012-03-28,4407.0,54514.59,0.07,0.16,0.03,0.06,0.0,54514.59,2000.0,4407.0,24740.0,,,,,,,,0.02,,1907.0,,,,,,,,0.02,,,,100.0,1.45,0.0,0.0,,0.0,100.0,10.84,0.8067,89.16,0.032
2012-03-29,4407.0,54646.8,0.07,0.16,0.03,0.06,0.0,54646.8,3907.0,4407.0,48446.8,,,1670.0,,,,,,,,,,,1670.0,,237.0,,0.05,,,,100.0,2.83,0.0,0.0,,0.0,100.0,10.85,0.8065,89.15,0.032
2012-03-30,4407.0,55748.55,0.07,0.16,0.03,0.06,0.0,55748.55,3907.0,4407.0,49423.55,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.83,0.0,0.0,,0.0,100.0,10.88,0.8061,89.12,0.032
2012-04-02,6840.0,87210.0,0.11,0.25,0.05,0.09,0.0,61710.0,5907.0,4840.0,75314.25,,,,0.01,,,,,433.0,,,,0.01,,,2000.0,,0.07,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.38,0.4389,58.39,0.0496
2012-04-03,6840.0,87278.4,0.11,0.25,0.05,0.09,0.0,87278.4,5907.0,6840.0,75373.32,,,,,,2000.0,,,,,,,,,0.03,,,0.08,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.15,0.4403,58.62,0.0496
2012-04-04,6840.0,82900.8,0.11,0.25,0.05,0.09,0.0,82900.8,5907.0,6840.0,71592.84,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.27,0.4399,58.52,0.0496
2012-04-05,6840.0,78318.0,0.11,0.25,0.05,0.09,0.0,78318.0,5907.0,6840.0,67635.15,,,,,,,,,,,,,,,,,,0.07,,,,100.0,4.28,0.0,0.0,,0.0,100.0,29.36,0.4352,57.62,0.0496
2012-04-06,6840.0,78318.0,0.11,0.23,0.05,0.08,0.0,78318.0,5907.0,6840.0,67635.15,,,,,,,,,,,,,,,,,,0.07,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.57,0.4437,58.84,0.0496
2012-04-09,6840.0,78318.0,0.11,0.23,0.05,0.08,0.0,78318.0,5907.0,6840.0,67635.15,,,,,,,,,,,,,,,,,,0.07,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.43,0.4384,58.3,0.0496
2012-04-10,6840.0,75240.0,0.11,0.23,0.05,0.08,0.0,75240.0,5907.0,6840.0,64977.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,4.28,0.0,0.0,,0.0,100.0,28.62,0.4365,58.03,0.0496
