,ALMKT FP Equity_DX_SI_QTY,ALMKT FP Equity_DX_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMKT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMKT FP Equity_DX_SI_MV,ALMKT FP Equity_DX_DSS,ALMKT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY,ALMKT FP Equity_DX_BROKER_SI_QTY,ALMKT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMKT FP Equity_DX_BROKER_SI_MV_INC_x,ALMKT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMKT FP Equity_DX_BROKER_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_NEW,ALMKT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMKT FP Equity_DX_BROKER_SI_QTY_INC,ALMKT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMKT FP Equity_DX_BROKER_SI_MV_INC_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMKT FP Equity_DX_BROKER_SI_MV_ADD,ALMKT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV,ALMKT FP Equity_DX_BROKER_SI_MV_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMKT FP Equity_DX_BROKER_SI_MV_RMV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMKT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMKT FP Equity_DX_BROKER_SI_CON_RATIO,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMKT FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-11-01,561990.0,1534232.7,2.48,6.43,2.23,1.54,1.0,1534232.7,214836.0,561990.0,586502.28,,,,,,,,,,,,,,,,,933.0,0.59,0.0,,,19.64,11.18,879124.0,2400008.52,,2.39,19.73,39.7,0.4292,51.8,0.2925
2018-11-02,560652.0,1564219.08,2.47,6.67,2.22,1.55,1.0,1564219.08,214836.0,560652.0,599392.44,,,,,,,,,,,,,,,,,1338.0,0.59,0.01,,,19.64,11.18,879124.0,2452755.96,,2.4,19.68,38.98,0.4309,52.51,0.2918
2018-11-05,541652.0,1503084.3,2.39,6.7,2.15,1.51,1.0,1503084.3,214836.0,541652.0,596169.9,,,,,,,,,,,,,,,,,19000.0,0.6,0.06,,,19.64,11.18,879124.0,2439569.1,,2.45,19.66,41.0,0.424,50.25,0.2819
2018-11-06,544652.0,1478730.18,2.4,7.31,2.16,1.49,1.0,1478730.18,214836.0,544652.0,583279.74,,,,0.01,,,,,3000.0,,,,0.01,,,,,0.59,,,,19.64,11.18,879124.0,2386821.66,,2.43,19.62,41.69,0.423,49.58,0.2835
2018-11-07,541770.0,1571133.0,2.39,7.58,2.15,1.53,1.0,1571133.0,214836.0,541770.0,623024.4,,,,,,,,,,,,,,,,,2882.0,0.59,0.02,,,19.64,11.18,879124.0,2549459.6,,2.38,19.8,39.35,0.4274,51.88,0.282
2018-11-08,679936.0,1931018.24,3.0,8.64,2.7,1.95,1.0,1505018.24,364836.0,529936.0,1036134.24,,,150000.0,,,,,,,,,,,150000.0,,,11834.0,1.06,0.0,,,25.24,18.99,1080848.0,3069608.32,,3.16,25.07,31.1,0.3065,39.76,0.3539
2018-11-09,679936.0,1876623.36,3.0,8.76,2.7,1.91,1.0,1462623.36,364836.0,529936.0,1006947.36,,,,,,,,,,,,,,,,,,1.03,,,,64.39,18.99,201724.0,556758.24,,0.57,64.35,31.21,0.3056,39.51,0.3539
2018-11-12,679936.0,1842626.56,3.0,8.65,2.7,1.86,1.0,1436126.56,364836.0,529936.0,988705.56,,,,,,,,,,,,,,,,,,1.01,,,,100.0,18.99,0.0,0.0,,0.0,100.0,31.03,0.3055,39.71,0.3539
2018-11-13,679936.0,1801830.4,3.0,8.57,2.7,1.83,1.0,1404330.4,364836.0,529936.0,966815.4,,,,,,,,,,,,,,,,,,0.99,,,,100.0,18.99,0.0,0.0,,0.0,100.0,31.1,0.3051,39.56,0.3539
2018-11-14,675311.0,1809833.48,2.98,8.28,2.68,1.8,1.0,1407833.48,364836.0,525311.0,977760.48,,,,,,,,,,,,,,,,,4625.0,0.97,0.02,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.16,0.3067,40.58,0.3515
2018-11-15,674515.0,1814445.35,2.97,8.18,2.68,1.81,1.0,1410945.35,364836.0,524515.0,981408.84,,,,,,,,,,,,,,,,,796.0,0.98,0.0,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.19,0.3064,40.47,0.3511
2018-11-16,674515.0,1740248.7,2.97,8.35,2.68,1.78,1.0,1353248.7,364836.0,524515.0,941276.88,,,,,,,,,,,,,,,,,,0.98,,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.81,0.3039,39.43,0.3511
2018-11-19,674515.0,1672797.2,2.97,8.2,2.68,1.71,1.0,1300797.2,364836.0,524515.0,904793.28,,,,,,,,,,,,,,,,,,0.94,,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.73,0.3035,39.46,0.3511
2018-11-20,673868.0,1499356.3,2.97,8.17,2.67,1.6,1.0,1165606.3,364836.0,523868.0,811760.1,,,,,,,,,,,,,,,,,647.0,0.9,0.02,,,100.0,18.99,0.0,0.0,,0.0,100.0,31.48,0.2993,37.93,0.3507
2018-11-21,673868.0,1880091.72,2.97,7.64,2.67,1.68,1.0,1461591.72,364836.0,523868.0,1017892.44,,,,,,,,,,,,,,,,,,0.83,,,,100.0,18.99,0.0,0.0,,0.0,100.0,27.0,0.3214,45.41,0.3507
2018-11-22,674361.0,1766825.82,2.97,7.41,2.68,1.83,1.0,1373825.82,364836.0,524361.0,955870.32,,,,0.12,,,,,493.0,,,,0.12,,,,,1.01,,,,100.0,18.99,0.0,0.0,,0.0,100.0,31.09,0.3035,39.03,0.351
2018-11-23,674590.0,1672983.2,2.97,7.85,2.68,1.73,1.0,1300983.2,364836.0,524590.0,904793.28,,,,0.0,,,,,229.0,,,,0.0,,,,,0.95,,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.93,0.3027,39.12,0.3511
2018-11-26,683490.0,1667715.6,3.01,7.91,2.71,1.69,1.0,1301715.6,364836.0,533490.0,890199.84,,,,0.0,,,,,8900.0,,,,0.0,,,,,0.9,,,,100.0,18.99,0.0,0.0,,0.0,100.0,31.35,0.304,39.36,0.3557
2018-11-27,698490.0,1711300.5,3.08,8.02,2.77,1.72,1.0,1343800.5,364836.0,548490.0,893848.2,,,,,,15000.0,,,,,,,,,0.04,,,0.89,,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.31,0.2918,38.93,0.3635
2018-11-28,698490.0,1739240.1,3.08,8.03,2.77,1.73,1.0,1365740.1,364836.0,548490.0,908441.64,,,,,,,,,,,,,,,,,,0.89,,,,100.0,18.99,0.0,0.0,,0.0,100.0,30.21,0.2924,39.13,0.3635
2018-11-29,698490.0,1774164.6,3.08,7.95,2.77,1.76,1.0,1393164.6,364836.0,548490.0,926683.44,,,20000.0,0.06,,,,0.05,20000.0,20000.0,,,0.06,20000.0,,,20000.0,0.91,0.05,,,100.0,18.99,0.0,0.0,,0.0,100.0,33.05,0.3115,39.43,0.3635
2018-11-30,698490.0,1774164.6,3.08,8.09,2.77,1.77,1.0,1393164.6,364836.0,548490.0,926683.44,,,,,,,,,,,,,,,,,,0.91,,,,100.0,35.69,0.0,0.0,,0.0,100.0,33.4,0.3115,39.2,0.6833
2018-12-03,698490.0,1767179.7,3.08,8.64,2.77,1.77,1.0,1387679.7,364836.0,548490.0,923035.08,,,,,,,,,,,,,,,,,,0.93,,,,100.0,35.69,0.0,0.0,,0.0,100.0,33.38,0.3104,38.89,0.6833
2018-12-04,592006.0,1482975.03,2.61,7.28,2.35,1.5,1.0,1373967.45,258352.0,548490.0,647171.76,,,,,,,,0.27,,106484.0,,,,,,,,0.65,,,,47.27,13.45,288208.0,721961.04,,0.73,47.24,39.32,0.3738,46.02,0.3081
2018-12-05,592006.0,1429694.49,2.61,7.82,2.35,1.49,1.0,1324603.35,258352.0,548490.0,623920.08,,,,,,,,,,,,,,,,,,0.64,,,,47.27,13.45,288208.0,696022.32,,0.72,47.16,39.16,0.3754,46.33,0.3081
2018-12-06,540109.0,1217945.8,2.38,7.33,2.14,1.26,1.0,1217945.8,214836.0,540109.0,484455.18,,,,,,,,0.13,,43516.0,,,,,,,8381.0,0.51,0.04,,,39.31,11.18,331724.0,748037.62,,0.8,39.09,43.13,0.4275,48.89,0.2811
2018-12-07,540109.0,1207143.62,2.38,7.15,2.14,1.21,1.0,1207143.62,214836.0,540109.0,480158.46,,,,,,,,,,,,,,,,,,0.48,,,,39.31,11.18,331724.0,741403.14,,0.75,39.28,41.73,0.4288,50.21,0.2811
2018-12-10,536837.0,1186409.77,2.37,7.18,2.13,1.19,1.0,1186409.77,214836.0,536837.0,474787.56,,,,,,,,,,,,,,,,,3272.0,0.48,0.01,,,39.31,11.18,331724.0,733110.04,,0.74,39.27,41.41,0.4288,50.47,0.2794
2018-12-11,536710.0,1178078.45,2.37,7.2,2.13,1.18,1.0,1178078.45,214836.0,536710.0,471565.02,,,,,,,,,,,,,,,,,127.0,0.48,0.01,,,39.31,11.18,331724.0,728134.18,,0.74,39.26,41.31,0.4289,50.57,0.2793
2018-12-12,676710.0,1525981.05,2.98,9.01,2.69,1.5,1.0,1210281.05,354836.0,536710.0,800155.18,,,,,,,,,,,,,,,,140000.0,,0.78,,,,22.38,17.21,1230848.0,2775562.24,,2.69,22.44,32.3,0.3146,40.89,0.3283
2018-12-13,676710.0,1488762.0,2.98,8.79,2.69,1.51,1.0,1180762.0,354836.0,536710.0,780639.2,,,,,,,,,,,,,,,,,,0.8,,,,24.89,18.66,1070849.0,2355867.8,,2.42,24.85,33.02,0.3116,39.66,0.3559
2018-12-14,676631.0,1468289.27,2.98,8.7,2.68,1.48,1.0,1164489.27,354836.0,536631.0,769994.12,,,,,,,,,,,,,,,,,79.0,0.78,0.01,,,24.89,18.66,1070849.0,2323742.33,,2.36,24.85,32.82,0.312,39.9,0.3559
2018-12-17,674162.0,1469673.16,2.97,9.01,2.68,1.47,1.0,1164473.16,354836.0,534162.0,773542.48,,,,,,,,,,,,,,,,,2469.0,0.77,0.01,,,24.54,18.47,1090849.0,2378050.82,,2.37,24.63,32.38,0.3133,40.52,0.3509
2018-12-18,637261.0,1357365.93,2.81,8.37,2.53,1.38,1.0,1136702.19,318434.0,533663.0,678264.42,,,,,,,,0.08,,36402.0,,,,,,,499.0,0.69,0.0,,,22.03,16.57,1127251.0,2401044.63,,2.45,22.01,34.58,0.3264,42.21,0.3317
2018-12-19,637261.0,1338248.1,2.81,8.25,2.53,1.35,1.0,1120692.3,318434.0,533663.0,668711.4,,,,,,,,,,,,,,,,,,0.68,,,,22.03,16.57,1127251.0,2367227.1,,2.41,22.11,34.43,0.3268,42.4,0.3317
2018-12-20,533663.0,1104682.41,2.35,7.45,2.12,1.11,1.0,1104682.41,214836.0,533663.0,444710.52,,,,,,,,0.22,,103598.0,,,,,,,,0.46,,,,39.31,11.18,331724.0,686668.68,,0.71,39.21,41.17,0.4288,50.66,0.2778
2018-12-21,533663.0,1058787.39,2.35,7.42,2.12,1.08,1.0,1058787.39,214836.0,533663.0,426234.62,,,,,,,,,,,,,,,,,,0.45,,,,39.31,11.18,331724.0,658140.42,,0.7,39.12,41.74,0.4277,50.09,0.2778
2018-12-24,533663.0,1027834.94,2.35,7.26,2.12,1.04,1.0,1027834.94,214836.0,533663.0,413774.14,,,,,,,,,,,,,,,,,,0.43,,,,39.31,11.18,331724.0,638900.42,,0.66,39.31,41.45,0.427,50.25,0.2778
2018-12-25,533663.0,1027834.94,2.35,7.36,2.12,1.03,1.0,1027834.94,214836.0,533663.0,413774.14,,,,,,,,,,,,,,,,,,0.42,,,,39.31,11.18,331724.0,638900.42,,0.64,39.41,40.69,0.4278,50.94,0.2778
2018-12-26,533663.0,1027834.94,2.35,7.36,2.12,1.03,1.0,1027834.94,214836.0,533663.0,413774.14,,,,,,,,,,,,,,,,,,0.41,,,,39.31,11.18,331724.0,638900.42,,0.64,39.31,40.77,0.4298,51.08,0.2778
2018-12-27,523332.0,1004797.44,2.31,7.22,2.08,1.01,1.0,1004797.44,214836.0,523332.0,412485.12,,,,,,,,,,,,,,,,,10331.0,0.41,0.02,,,39.31,11.18,331724.0,636910.08,,0.64,39.3,39.76,0.4303,51.92,0.2724
2018-12-28,523332.0,1020497.4,2.31,7.03,2.08,1.01,1.0,1020497.4,214836.0,523332.0,418930.2,,,,,,,,,,,,,,,,,,0.41,,,,39.31,11.18,331724.0,646861.8,,0.64,39.36,39.33,0.4315,52.36,0.2724
2018-12-31,523332.0,1051897.32,2.31,7.09,2.08,1.04,1.0,1051897.32,214836.0,523332.0,431820.36,,,,,,,,,,,,,,,,,,0.41,,,,100.0,11.18,0.0,0.0,,0.0,100.0,39.04,0.4327,52.69,0.2724
2019-01-01,523332.0,1051897.32,2.31,7.09,2.08,1.05,1.0,1051897.32,214836.0,523332.0,431820.36,,,,,,,,,,,,,,,,,,0.43,,,,100.0,11.18,0.0,0.0,,0.0,100.0,39.74,0.4315,52.05,0.2724
2019-01-02,523332.0,1085913.9,2.31,7.09,2.08,1.07,1.0,1085913.9,214836.0,523332.0,445784.7,,,,,,,,,,,,,,,,,,0.43,,,,100.0,11.18,0.0,0.0,,0.0,100.0,38.94,0.4325,52.74,0.2724
2019-01-03,523332.0,1119930.48,2.31,7.19,2.08,1.11,1.0,1119930.48,214836.0,523332.0,459749.04,,,,,,,,,,,,,,,,,,0.45,,,,100.0,11.18,0.0,0.0,,0.0,100.0,38.98,0.4326,52.72,0.2724
2019-01-04,523332.0,1151330.4,2.31,7.08,2.08,1.14,1.0,1151330.4,214836.0,523332.0,472639.2,,,,,,,,,,,,,,,,,,0.45,,,,100.0,11.18,0.0,0.0,,0.0,100.0,39.04,0.4324,52.66,0.2724
2019-01-07,522332.0,1232703.52,2.3,7.63,2.07,1.2,1.0,1232703.52,214836.0,522332.0,507012.96,,,,,,,,,,,,,,,,,1000.0,0.45,0.0,,,100.0,11.18,0.0,0.0,,0.0,100.0,38.19,0.435,53.51,0.2719
2019-01-08,569932.0,1339340.2,2.51,8.33,2.26,1.34,1.0,1339340.2,264836.0,569932.0,622364.6,,,,0.11,,,,,50000.0,,,,0.11,,,50000.0,2400.0,0.6,0.01,,,23.77,13.78,849125.0,1995443.75,,2.01,22.87,36.74,0.3731,47.81,0.2966
2019-01-09,609932.0,1436389.86,2.69,8.68,2.42,1.44,1.0,1389289.86,284836.0,589932.0,670788.78,,,,0.05,,,,,20000.0,,,,0.05,,,20000.0,,0.67,,,,18.0,14.82,1297266.0,3055061.43,,3.03,18.11,37.32,0.3476,44.51,0.3175
2019-01-10,609360.0,1431996.0,2.69,8.3,2.42,1.44,1.0,1384996.0,284836.0,589360.0,669364.6,,,,,,,,,,,,,,,,,572.0,0.67,0.0,,,18.0,14.82,1297266.0,3048575.1,,3.06,17.97,37.27,0.3472,44.49,0.3172
2019-01-11,609359.0,1428946.86,2.69,8.53,2.42,1.43,1.0,1382046.86,284836.0,589359.0,667940.42,,,,,,,,,,,,,,,,,1.0,0.67,0.0,,,18.0,14.82,1297266.0,3042088.77,,3.06,17.99,37.28,0.3471,44.47,0.3172
2019-01-14,609359.0,1377151.34,2.69,8.62,2.42,1.41,1.0,1331951.34,284836.0,589359.0,643729.36,,,,,,,,,,,,,,,,,,0.67,,,,18.0,14.82,1297266.0,2931821.16,,3.04,17.94,37.91,0.3449,43.66,0.3172
2019-01-15,609359.0,1364964.16,2.69,8.8,2.42,1.37,1.0,1320164.16,284836.0,589359.0,638032.64,,,,,,,,,,,,,,,,,,0.66,,,,18.0,14.82,1297266.0,2905875.84,,2.94,18.31,37.38,0.3466,44.33,0.3172
2019-01-16,639359.0,1457738.52,2.82,9.3,2.54,1.45,1.0,1343738.52,314836.0,589359.0,717826.08,,,30000.0,,,,,,,,,,,30000.0,,,,0.71,,,,19.9,16.39,1267266.0,2889366.48,,2.85,19.98,35.19,0.3215,42.81,0.3328
2019-01-17,622180.0,1415459.5,2.74,9.08,2.47,1.42,1.0,1301709.5,314836.0,572180.0,716251.9,,,,,,,,,,,,,,,,,17179.0,0.71,0.03,,,19.9,16.39,1267266.0,2883030.15,,2.89,19.73,33.77,0.3189,43.54,0.3238
2019-01-18,622180.0,1511897.4,2.74,9.18,2.47,1.46,1.0,1390397.4,297657.0,572180.0,723306.51,,,,,,,,0.03,,17179.0,,,,,,,,0.68,,,,19.21,15.62,1252122.0,3042656.46,,2.85,19.32,32.68,0.3251,45.14,0.3264
2019-01-21,622180.0,1455901.2,2.74,8.12,2.47,1.48,1.0,1338901.2,297657.0,572180.0,696517.38,,,,,,,,,,,,,,,,,,0.72,,,,19.38,15.73,1238267.0,2897544.78,,3.01,19.32,34.57,0.3196,43.03,0.3288
2019-01-22,616670.0,1443007.8,2.72,7.94,2.45,1.45,1.0,1326007.8,294836.0,566670.0,689916.24,,,,,,,,0.02,,2821.0,,,,,,,5510.0,0.7,0.03,,,19.23,15.58,1238267.0,2897544.78,,2.94,19.11,33.01,0.3172,43.83,0.3259
2019-01-23,616670.0,1418341.0,2.72,8.29,2.45,1.44,1.0,1303341.0,294836.0,566670.0,678122.8,,,,,,,,,,,,,,,,,,0.69,,,,19.23,15.58,1238267.0,2848014.1,,2.94,19.09,33.28,0.3157,43.43,0.3259
2019-01-24,616670.0,1399840.9,2.72,8.51,2.45,1.41,1.0,1286340.9,294836.0,566670.0,669277.72,,,,,,,,,,,,,,,,,,0.68,,,,19.23,15.58,1238267.0,2810866.09,,2.86,19.31,33.3,0.3179,43.73,0.3259
2019-01-25,616670.0,1406007.6,2.72,8.51,2.45,1.4,1.0,1292007.6,294836.0,566670.0,672226.08,,,,,,,,,,,,,,,,,,0.67,,,,19.23,15.58,1238267.0,2823248.76,,2.8,19.39,33.09,0.3194,44.1,0.3259
2019-01-28,616670.0,1381340.8,2.72,8.61,2.45,1.4,1.0,1269340.8,294836.0,566670.0,660432.64,,,,,,,,,,,,,,,,,,0.67,,,,19.23,15.58,1238267.0,2773718.08,,2.82,19.26,33.43,0.3177,43.61,0.3259
2019-01-29,614620.0,1376748.8,2.71,8.98,2.44,1.38,1.0,1264748.8,294836.0,564620.0,660432.64,,,,,,,,,,,,,,,,,2050.0,0.67,0.01,,,19.23,15.58,1238267.0,2773718.08,,2.77,19.38,32.93,0.3188,44.12,0.3248
2019-01-30,614620.0,1352164.0,2.71,9.07,2.44,1.36,1.0,1242164.0,294836.0,564620.0,648639.2,,,,,,,,,,,,,,,,,,0.66,,,,19.23,15.58,1238267.0,2724187.4,,2.76,19.25,33.25,0.3172,43.68,0.3248
2019-01-31,610288.0,1321273.52,2.69,8.94,2.42,1.34,1.0,1213023.52,294836.0,560288.0,638319.94,,,,,,,,,,,,,,,,,4332.0,0.65,0.02,,,19.23,15.58,1238267.0,2680848.06,,2.72,19.22,32.66,0.3174,44.11,0.3225
2019-02-01,610288.0,1254141.84,2.69,8.95,2.42,1.29,1.0,1151391.84,294836.0,560288.0,605887.98,,,,,,,,,,,,,,,,,,0.64,,,,19.23,15.58,1238267.0,2544638.69,,2.68,19.14,33.24,0.3142,43.25,0.3225
2019-02-04,547370.0,1165898.1,2.41,7.74,2.17,1.14,1.0,1059398.1,294836.0,497370.0,628000.68,,,,,,,,,,,,,,,,,62918.0,0.63,0.14,,,19.23,15.58,1238267.0,2637508.71,,2.55,19.71,35.09,0.2977,39.41,0.2893
2019-02-05,413797.0,862766.75,1.82,6.0,1.64,0.88,1.0,758516.75,294836.0,363797.0,614733.06,,,,,,,,,,,,,,,,,133573.0,0.61,0.29,,,19.23,15.58,1238267.0,2581786.69,,2.64,18.87,18.59,0.2946,47.53,0.2187
2019-02-06,368797.0,767097.76,1.63,5.37,1.46,0.77,1.0,663097.76,264836.0,318797.0,550858.88,,,,,,,,0.06,,30000.0,,,,,,,45000.0,0.55,0.1,,,17.27,14.0,1268267.0,2637995.36,,2.65,17.13,21.13,0.3507,53.01,0.1949
2019-02-07,368797.0,763409.79,1.63,5.67,1.46,0.77,1.0,659909.79,264836.0,318797.0,548210.52,,,,,,,,,,,,,,,,,,0.55,,,,38.78,14.0,418141.0,865551.87,,0.87,38.77,21.08,0.3506,53.01,0.1949
2019-02-08,368797.0,741281.97,1.63,5.8,1.46,0.76,1.0,640781.97,264836.0,318797.0,532320.36,,,,,,,,,,,,,,,,,,0.55,,,,38.78,14.0,418141.0,840463.41,,0.87,38.78,20.72,0.3532,53.38,0.1949
2019-02-11,368797.0,730955.65,1.63,6.15,1.46,0.74,1.0,631855.65,264836.0,318797.0,524904.95,,,,,,,,,,,,,,,,,,0.53,,,,38.78,14.0,418141.0,828755.46,,0.84,38.75,20.94,0.3513,53.13,0.1949
2019-02-12,368305.0,740293.05,1.62,6.1,1.46,0.73,1.0,639793.05,264836.0,318305.0,532320.36,,,,,,,,,,,,,,,,,492.0,0.53,0.01,,,38.78,14.0,418141.0,840463.41,,0.83,38.81,21.41,0.3487,52.7,0.1946
2019-02-13,337182.0,679421.73,1.49,5.62,1.34,0.68,1.0,639121.73,234836.0,317182.0,473194.54,,,,,,,,0.06,,30000.0,,,,,,,1123.0,0.47,0.0,,,100.0,12.41,0.0,0.0,,0.0,100.0,23.18,0.3947,57.39,0.1782
2019-02-14,336753.0,693711.18,1.48,5.78,1.34,0.68,1.0,652511.18,234836.0,316753.0,483762.16,,,,,,,,,,,,,,,,,429.0,0.47,0.0,,,100.0,12.41,0.0,0.0,,0.0,100.0,23.54,0.3919,57.0,0.178
2019-02-15,336753.0,698762.48,1.48,5.96,1.34,0.7,1.0,657262.48,234836.0,316753.0,487284.7,,,,,,,,,,,,,,,,,,0.48,,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.3,0.3938,57.26,0.1782
2019-02-18,335319.0,697463.52,1.48,5.95,1.33,0.7,1.0,655863.52,234836.0,315319.0,488458.88,,,,,,,,,,,,,,,,,1434.0,0.49,0.0,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.32,0.393,57.18,0.1774
2019-02-19,335319.0,684050.76,1.48,6.53,1.33,0.69,1.0,643250.76,234836.0,315319.0,479065.44,,,,,,,,,,,,,,,,,,0.49,,,,100.0,12.43,0.0,0.0,,0.0,100.0,22.95,0.3952,57.52,0.1774
2019-02-20,335319.0,677344.38,1.48,6.99,1.33,0.68,1.0,636944.38,234836.0,315319.0,474368.72,,,,,,,,,,,,,,,,,,0.48,,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.13,0.3947,57.41,0.1774
2019-02-21,333234.0,674798.85,1.47,7.49,1.32,0.67,1.0,634298.85,234836.0,313234.0,475542.9,,,,,,,,,,,,,,,,,2085.0,0.47,0.01,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.47,0.3907,56.9,0.1763
2019-02-22,333234.0,661136.26,1.47,7.46,1.32,0.67,1.0,621456.26,234836.0,313234.0,465914.62,,,,,,,,,,,,,,,,,,0.47,,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.08,0.3931,57.27,0.1763
2019-02-25,333234.0,662469.19,1.47,6.64,1.32,0.66,1.0,622709.19,234836.0,313234.0,466853.97,,,,,,,,,,,,,,,,,,0.47,,,,100.0,12.43,0.0,0.0,,0.0,100.0,23.47,0.3909,56.93,0.1763
2019-02-26,348234.0,708656.19,1.54,6.84,1.38,0.7,1.0,667956.19,249836.0,328234.0,508416.26,,,15000.0,0.03,,,,,15000.0,,,,0.03,15000.0,,,,0.5,,,,23.03,13.22,835126.0,1699481.41,,1.65,23.21,27.14,0.377,54.08,0.1843
2019-02-27,436234.0,883373.85,1.92,7.13,1.73,0.89,1.0,664673.85,337836.0,328234.0,684117.9,,,88000.0,,,,,,,,,,,88000.0,,,,0.69,,,,17.92,17.69,1546991.0,3132656.78,,3.15,17.92,21.26,0.2712,43.55,0.2284
2019-02-28,436234.0,889917.36,1.92,7.07,1.73,0.89,1.0,669597.36,337836.0,328234.0,689185.44,,,,,,,,,,,,,,,,,,0.68,,,,17.92,17.92,1546991.0,3155861.64,,3.13,17.93,21.45,0.2707,43.41,0.2314
2019-03-01,436234.0,879011.51,1.92,6.92,1.73,0.89,1.0,661391.51,337836.0,328234.0,680739.54,,,,,,,,,,,,,,,,,,0.69,,,,17.92,17.88,1546991.0,3117186.87,,3.16,17.9,21.14,0.2714,43.62,0.2308
2019-03-04,436234.0,846293.96,1.92,7.78,1.73,0.87,1.0,636773.96,337836.0,328234.0,655401.84,,,,,,,,,,,,,,,,,,0.68,,,,17.92,17.88,1546991.0,3001162.54,,3.12,17.85,20.72,0.2726,43.9,0.2308
2019-03-05,417423.0,793103.7,1.84,6.72,1.66,0.81,1.0,587903.7,319025.0,309423.0,606147.5,,,,,,,,0.05,,18811.0,,,,,,,18811.0,0.62,0.05,,,17.2,17.07,1535434.0,2917324.6,,2.98,17.17,21.94,0.2576,41.16,0.2233
2019-03-06,417423.0,780581.01,1.84,6.29,1.66,0.79,1.0,578621.01,319025.0,309423.0,596576.75,,,,,,,,,,,,,,,,,,0.61,,,,21.56,18.11,1160661.0,2170436.07,,2.2,21.54,22.03,0.2575,41.11,0.237
2019-03-07,417423.0,775571.93,1.84,5.98,1.66,0.78,1.0,574907.93,319025.0,309423.0,592748.45,,,,,,,,,,,,,,,,,,0.6,,,,21.56,18.67,1160661.0,2156508.14,,2.19,21.44,22.18,0.2569,40.98,0.2443
2019-03-08,417423.0,768893.17,1.84,5.95,1.66,0.77,1.0,569957.17,319025.0,309423.0,587644.05,,,,,,,,,,,,,,,,,,0.59,,,,21.56,19.08,1160661.0,2137937.56,,2.16,21.55,22.15,0.2573,41.04,0.2497
2019-03-11,417423.0,772232.55,1.84,5.87,1.66,0.77,1.0,572432.55,319025.0,309423.0,590196.25,,,,,,,,,,,,,,,,,,0.59,,,,21.56,19.08,1160661.0,2147222.85,,2.14,21.64,22.29,0.2562,40.78,0.2497
2019-03-12,417423.0,778076.47,1.84,5.88,1.66,0.77,1.0,576764.47,319025.0,309423.0,594662.6,,,,,,,,,,,,,,,,,,0.59,,,,21.56,19.4,1160661.0,2163472.1,,2.14,21.63,22.42,0.257,40.89,0.2539
2019-03-13,417423.0,776406.78,1.84,5.84,1.66,0.78,1.0,575526.78,319025.0,309423.0,593386.5,,,,,,,,,,,,,,,,,,0.59,,,,21.56,19.48,1160661.0,2158829.46,,2.16,21.61,22.26,0.2572,40.99,0.2549
