,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2015-05-12,26928432.0,1706280102.95,5.13,13.53,4.6,1846.29,1.0,1357034728.83,7406777.0,21416658.0,469319424.99,,,10275.0,0.59,,,,303.1,8829.0,4417898.0,,,0.59,10275.0,,,3726212.0,505.38,255.12,,,5.24,5.24,133897912.0,8484242345.48,,9081.8,5.27,11.19,0.4955,69.19,0.1906,67.61
2015-05-13,27082068.0,1727944128.92,5.16,13.63,4.63,1846.79,1.0,1367311954.52,6953716.0,21429880.0,443674860.3,,,114.0,5.54,,,,31.29,82223.0,458775.0,,,5.54,114.0,,5600.0,69000.0,473.25,4.93,,,4.93,4.93,134127040.0,8557840977.95,,9065.09,4.96,11.11,0.5113,70.34,0.192,68.08
2015-05-14,26284732.0,1707616851.67,5.01,13.04,4.49,1804.33,1.0,1359572598.77,5938005.0,20927412.0,385769099.85,,,22400.0,,,,,67.37,,1049625.0,,,,22400.0,,11514.0,502470.0,411.25,25.94,,,4.21,4.21,135130256.0,8778887390.46,,9233.17,4.26,11.38,0.5199,70.93,0.1863,69.32
2015-05-15,23821456.0,1527271394.99,4.54,11.74,4.07,1655.93,1.0,1196931499.69,5258219.0,18669014.0,337121604.46,,,36164.0,,,10100.0,,73.8,,1070378.0,,,,36164.0,0.7,354428.0,2268497.0,364.79,138.53,,,3.75,3.75,134868720.0,8646874403.26,,9293.4,3.78,9.58,0.5402,72.59,0.17,68.41
2015-05-18,7892252.0,506219964.9,1.5,3.87,1.35,546.4,1.0,178450758.63,5215883.0,2782147.0,334553953.57,,,1740.0,0.94,,,,3.04,13900.0,44076.0,,,0.94,1740.0,,,15900767.0,358.89,1104.53,,,3.77,3.77,133111640.0,8537964794.94,,9142.28,3.78,12.14,0.1551,31.04,0.0571,68.44
2015-05-19,7368247.0,482553418.87,1.4,3.64,1.26,511.53,1.0,170241077.72,4854905.0,2599460.0,317952289.88,,,9200.0,,,,,27.2,,417882.0,,,,9200.0,,47704.0,182687.0,336.9,13.16,,,3.5,3.5,133945128.0,8772192280.87,,9278.72,3.5,13.19,0.1747,33.58,0.0531,69.88
2015-05-20,5962802.0,391291865.53,1.14,2.91,1.02,419.84,1.0,186908540.84,3135588.0,2848254.0,205764014.65,,,186.0,,,740000.0,,116.42,,1719503.0,,,,186.0,51.71,,491206.0,220.64,35.15,,,2.26,2.26,135430944.0,8887269228.18,,9477.0,2.28,14.99,0.1622,28.7,0.043,70.02
2015-05-21,5272281.0,347905438.74,1.0,2.57,0.9,371.08,0.0,170737042.15,2705912.0,2587409.0,178556776.76,,,,,,,,31.44,,429686.0,,,,,,10.0,260845.0,189.78,18.06,,,1.95,1.95,135869120.0,8965684075.81,,9528.48,1.95,15.86,0.1521,25.01,0.038,70.41
2015-05-22,4955678.0,325620224.73,0.94,2.46,0.85,348.68,0.0,148615538.55,2714409.0,2261809.0,178354297.55,,,21837.0,,,85000.0,,5.25,,76567.0,,,,21837.0,5.99,63227.0,410600.0,190.71,30.09,,,1.96,1.96,135796912.0,8922738927.45,,9565.49,1.95,17.4,0.1613,27.46,0.0358,70.11
2015-05-25,4962245.0,323493903.76,0.95,2.47,0.85,348.13,0.0,146823843.14,2730576.0,2252209.0,178009084.55,,,13167.0,,,,,,,,,,,13167.0,,3000.0,9600.0,191.01,0.68,,,1.97,1.97,135857472.0,8856689657.96,,9524.75,1.97,17.36,0.1614,27.56,0.0358,69.56
2015-05-26,4953595.0,320748041.81,0.94,2.52,0.85,344.98,0.0,145831790.14,2721926.0,2252209.0,176246228.13,,,,,,,,1.08,,8695.0,,,,,,45.0,,188.98,,,,1.97,1.97,135718832.0,8787870142.87,,9481.93,1.95,17.38,0.1621,27.64,0.0358,69.09
2015-05-27,5073705.0,338938753.68,0.97,2.57,0.87,353.44,0.0,150454334.95,2842036.0,2252209.0,189856552.51,,,90659.0,,,,,1.3,,12889.0,,,,90659.0,,42340.0,,198.09,,,,2.05,2.05,135496320.0,9051561694.81,,9449.78,2.05,17.25,0.1616,27.4,0.0367,71.28
2015-05-28,5003510.0,333217882.25,0.95,2.52,0.86,356.52,0.0,158847347.5,2638841.0,2385209.0,175738433.54,,,103.0,,,133000.0,,13.5,,203298.0,,,,103.0,9.61,,,187.86,,,,1.91,1.91,135481168.0,9022615700.9,,9623.6,1.91,17.44,0.159,27.51,0.0362,71.06
2015-05-29,5001914.0,322423521.19,0.95,2.5,0.86,353.43,0.0,149702551.35,2700045.0,2322409.0,174044978.84,,,71765.0,0.51,,,,0.79,7200.0,11009.0,,,0.51,71765.0,,448.0,70000.0,190.0,4.84,,,1.96,1.96,135323008.0,8722925011.78,,9502.19,1.96,17.59,0.1611,27.75,0.0362,68.78
2015-06-01,4975729.0,320689003.22,0.95,2.42,0.85,342.64,0.0,149680785.93,2673860.0,2322409.0,172332033.79,,,106815.0,,,,,9.48,,133000.0,,,,106815.0,,,,183.9,,,,1.94,1.94,135307584.0,8720662689.17,,9315.99,1.94,17.02,0.1535,26.85,0.0361,68.77
2015-06-02,6979421.0,439820456.8,1.33,3.48,1.19,478.4,1.0,272384185.0,2677552.0,4322409.0,168730635.93,,,80217.0,,,2000000.0,,8.26,,120022.0,,,,80217.0,137.56,43497.0,,182.77,,,,1.91,1.91,137665552.0,8675236236.14,,9342.83,1.92,18.64,0.1747,31.93,0.0497,67.24
2015-06-03,7691940.0,490416059.61,1.47,3.81,1.31,521.17,1.0,316150403.03,3008813.0,4958667.0,191833297.66,,,76698.0,29.53,,255000.0,,0.03,456500.0,437.0,,,29.53,76698.0,17.15,255000.0,75242.0,202.8,5.2,,,2.15,2.15,136633328.0,8711349585.31,,9189.92,2.16,16.86,0.1612,28.98,0.0551,68.03
2015-06-04,6792754.0,428375613.92,1.29,3.42,1.16,462.93,1.0,257430148.46,2965683.0,4082071.0,187026686.94,,,,,,165000.0,,13.11,,208130.0,,,,,11.25,165000.0,1041596.0,201.2,69.99,,,2.12,2.12,136912272.0,8634182626.26,,9296.46,2.12,19.47,0.178,33.09,0.0486,67.29
2015-06-05,6676866.0,419815797.5,1.27,3.37,1.14,452.49,1.0,249378983.72,2849795.0,3966192.0,179184210.17,,,,,,,,7.89,,115888.0,,,,,,,115879.0,191.69,7.88,,,2.05,2.05,136116368.0,8558476624.23,,9199.56,2.04,19.73,0.1842,33.89,0.048,67.09
2015-06-08,6295411.0,389400360.08,1.2,3.18,1.08,422.46,1.0,261609237.41,2641840.0,4229420.0,163410053.33,,,,17.66,,,,32.41,273228.0,480000.0,,,17.66,,,272045.0,10000.0,175.82,0.69,,,1.9,1.9,136447248.0,8439894949.28,,9068.15,1.9,21.23,0.2059,36.2,0.0453,66.0
2015-06-09,6168911.0,381691377.55,1.18,3.11,1.05,411.71,1.0,261226813.77,2522802.0,4221958.0,156094288.06,,,139709.0,,,,,18.31,,258757.0,,,,139709.0,,10.0,7462.0,166.31,0.5,,,1.82,1.82,136240976.0,8429689747.26,,8983.15,1.82,21.23,0.2111,36.91,0.0445,66.02
2015-06-10,6146052.0,379931412.3,1.17,3.04,1.05,411.11,1.0,260872325.11,2450052.0,4220064.0,151455229.56,,,6655.0,,,,,5.21,,79405.0,,,,6655.0,,,1894.0,161.51,0.18,,,1.77,1.77,136216064.0,8420488725.66,,8981.0,1.77,21.3,0.214,37.29,0.0443,65.96
2015-06-11,6307980.0,384266025.99,1.2,3.0,1.08,420.75,1.0,259750219.74,2628073.0,4263971.0,160095492.97,,,91414.0,2.96,,60000.0,,0.36,41665.0,5393.0,,,2.96,91414.0,3.96,92000.0,57758.0,172.68,3.86,,,1.9,1.9,135892144.0,8278202235.58,,8942.68,1.89,20.72,0.2044,36.31,0.0455,65.0
2015-06-12,6452090.0,385607221.29,1.23,3.0,1.1,424.88,1.0,266070709.89,2584183.0,4451971.0,154442920.97,,,438.0,,,188000.0,,7.23,,102586.0,,,,438.0,12.4,58258.0,,166.21,,,,1.87,1.87,135494144.0,8097766827.41,,8761.55,1.86,20.12,0.1965,35.79,0.0467,63.77
2015-06-15,6560776.0,390996040.86,1.25,3.06,1.12,428.15,1.0,269252725.4,2626874.0,4517966.0,156551196.66,,,45665.0,4.03,,,,0.19,69695.0,2974.0,,,4.03,45665.0,,,3700.0,167.33,0.25,,,1.9,1.9,135621984.0,8082528468.77,,8651.41,1.9,19.58,0.1922,35.49,0.0475,63.59
2015-06-16,7000999.0,417494024.13,1.33,3.22,1.2,455.63,1.0,296909078.51,2606165.0,4978898.0,155414722.01,,,1618.0,29.25,,,,1.57,460932.0,23027.0,,,29.25,1618.0,,700.0,,165.78,,,,1.91,1.91,134113384.0,7997649532.02,,8547.79,1.9,18.23,0.1812,33.14,0.0512,63.63
2015-06-17,7040101.0,415933038.66,1.34,3.2,1.2,457.3,1.0,294250560.77,2680399.0,4980498.0,158359446.96,,,,0.1,,,,5.99,1600.0,94528.0,,,0.1,,,168762.0,,169.77,,,,1.96,1.96,134223840.0,7930018281.16,,8503.86,1.96,18.16,0.1794,32.99,0.0514,63.04
2015-06-18,6686666.0,396493242.34,1.27,3.02,1.14,433.1,1.0,279051260.23,2381455.0,4706064.0,141211003.28,,,,,,,,19.13,,298945.0,,,,,,1.0,274434.0,150.14,17.74,,,1.75,1.75,134034352.0,7947714871.57,,8451.57,1.75,19.08,0.19,34.99,0.049,63.27
2015-06-19,6221417.0,367681350.89,1.19,2.82,1.06,404.27,1.0,258730679.96,2011971.0,4377898.0,118906065.17,,,60000.0,,,,,27.44,,438247.0,,,,60000.0,,8763.0,328166.0,127.19,20.51,,,1.48,1.48,133905840.0,7913740574.49,,8484.61,1.48,20.67,0.2142,37.76,0.0458,63.06
2015-06-22,6163173.0,378390550.8,1.17,2.76,1.05,402.49,1.0,265866879.99,2373727.0,4330403.0,145735949.16,,,14824.0,,,,,1.79,,28287.0,,,,14824.0,,375219.0,47495.0,151.8,3.12,,,1.75,1.75,133457840.0,8193699184.81,,8529.76,1.75,20.68,0.2156,37.92,0.0454,65.51
2015-06-23,5854150.0,361393081.52,1.12,2.54,1.0,389.8,1.0,239565125.73,2010204.0,3880678.0,124095525.06,,,3909.0,,,,,23.71,,384432.0,,,,3909.0,,17000.0,449725.0,131.89,28.36,,,1.48,1.48,133848192.0,8262823904.92,,8801.9,1.48,22.38,0.2339,39.49,0.0431,65.87
2015-06-24,5565088.0,344330807.32,1.06,2.41,0.95,372.44,0.0,222268734.73,1972772.0,3592316.0,122062072.59,,,1316.0,,,,,2.39,,38748.0,,,,1316.0,,,288362.0,129.96,18.3,,,1.45,1.45,133829056.0,8280456103.37,,8823.29,1.45,23.7,0.2569,41.59,0.041,66.02
2015-06-25,4552005.0,280794717.34,0.87,1.97,0.78,302.98,0.0,159694541.13,1967354.0,2588832.0,121358085.14,,,11059.0,,,,,1.3,,21059.0,,,,11059.0,,4582.0,1003484.0,129.62,69.0,,,1.45,1.45,133487688.0,8234313806.86,,8807.86,1.45,26.33,0.2042,30.08,0.0336,65.82
2015-06-26,4144989.0,254794082.78,0.79,1.77,0.71,275.36,0.0,133318944.91,1980338.0,2168832.0,121732145.56,,,14169.0,,,30000.0,,0.08,,1185.0,,,,14169.0,1.97,,450000.0,129.97,29.86,,,1.46,1.46,133700752.0,8218637123.62,,8804.01,1.45,20.9,0.1863,29.51,0.0305,65.59
2015-06-29,4363308.0,257459495.76,0.83,1.87,0.75,286.56,0.0,131513512.88,2138657.0,2228832.0,126192685.19,,,,3.93,,,,0.17,60000.0,1229.0,,,3.93,,,159548.0,,137.99,,,,1.58,1.58,133234048.0,7861551560.48,,8613.01,1.58,19.87,0.1687,28.16,0.0322,62.96
2015-06-30,4247581.0,246530737.07,0.81,1.76,0.73,272.19,0.0,129119338.93,2022930.0,2224651.0,117411398.14,,,9306.0,,,,,9.89,,127064.0,,,,9306.0,,2031.0,4181.0,126.51,0.27,,,1.5,1.5,133205584.0,7731287715.34,,8362.77,1.49,20.1,0.1803,29.67,0.0314,61.93
2015-07-01,4497573.0,265002521.4,0.86,1.81,0.77,287.19,0.0,129474329.95,2302922.0,2197414.0,135690990.81,,,687.0,,,2763.0,,4.81,,77305.0,,,,687.0,0.17,356610.0,30000.0,144.24,1.95,,,1.7,1.7,133267160.0,7852264637.02,,8334.21,1.7,19.48,0.179,29.24,0.0332,62.87
2015-07-02,4844243.0,281842156.58,0.92,1.91,0.83,309.5,0.0,142143428.78,2403875.0,2443131.0,139859481.48,,,98560.0,,,245717.0,,0.0,,2607.0,,,,98560.0,15.45,5000.0,,150.39,,,,1.77,1.77,133263232.0,7753367595.21,,8366.94,1.77,18.06,0.1578,26.69,0.0357,62.08
2015-07-03,4826889.0,279882505.15,0.92,1.89,0.82,306.06,0.0,141452461.51,2390145.0,2439507.0,138590253.53,,,477.0,,,,,1.81,,14207.0,,,,477.0,,,3624.0,148.06,0.42,,,1.76,1.76,133183280.0,7722504091.22,,8280.27,1.76,17.98,0.1587,26.92,0.0356,61.87
2015-07-06,4502725.0,255431481.44,0.86,1.76,0.77,284.45,0.0,134985147.46,2125981.0,2379507.0,120603073.99,,,,,,,,16.43,,264216.0,,,,,,52.0,60000.0,130.66,3.69,,,1.57,1.57,133569952.0,7577182864.97,,8237.54,1.56,19.55,0.1696,29.37,0.0332,60.53
2015-07-07,4178378.0,231353746.88,0.8,1.59,0.71,259.96,0.0,118347056.57,2043727.0,2137414.0,113159675.61,,,2099.0,,,,,5.22,,84353.0,,,,2099.0,,,242093.0,122.79,15.03,,,1.51,1.51,133730416.0,7404555742.31,,8065.5,1.5,21.25,0.1949,32.63,0.0308,59.08
2015-07-08,4271030.0,240206399.41,0.81,1.58,0.73,262.65,0.0,120210001.1,2171957.0,2137414.0,122152729.12,,,95578.0,,,,,0.73,,2926.0,,,,95578.0,,35578.0,,128.75,,,,1.59,1.59,134123528.0,7543222533.31,,7958.69,1.59,20.78,0.1942,32.7,0.0313,60.01
2015-07-09,4261506.0,244063993.21,0.81,1.57,0.73,265.61,0.0,122705283.54,2157338.0,2142509.0,123554566.62,,,2000.0,,,5095.0,,0.66,,16819.0,,,,2000.0,0.3,200.0,,130.35,,,,1.58,1.58,134211576.0,7686534566.37,,8115.37,1.58,20.9,0.1933,32.37,0.0313,61.11
2015-07-10,4269841.0,252504653.91,0.81,1.57,0.73,271.54,0.0,126701086.42,2165673.0,2142509.0,128070930.83,,,8535.0,,,,,0.01,,200.0,,,,8535.0,,,,134.88,,,,1.59,1.59,134249648.0,7939092089.45,,8282.48,1.6,20.98,0.1912,31.9,0.0313,63.1
2015-07-13,4290816.0,257324019.26,0.81,1.61,0.73,277.64,0.0,128488154.04,2186648.0,2142509.0,131135208.8,,,20974.0,,,,,,,,,,,20974.0,,1.0,,139.01,,,,1.6,1.6,134170760.0,8046338792.1,,8555.82,1.6,21.08,0.1868,31.06,0.0315,63.99
2015-07-14,4113649.0,246814816.34,0.78,1.53,0.7,268.05,0.0,128548392.28,2013063.0,2142509.0,120781762.04,,,13429.0,,,,,11.77,,189016.0,,,,13429.0,,2002.0,,128.84,,,,1.47,1.47,134671648.0,8080163880.72,,8633.26,1.47,22.42,0.1985,32.57,0.0301,64.02
2015-07-15,3704789.0,217526853.82,0.7,1.4,0.63,240.89,0.0,114456643.2,1797354.0,1949358.0,105531721.46,,1212.0,30.0,,0.08,,,13.96,,216951.0,,1212.0,,30.0,,,193151.0,114.29,12.36,,,1.32,1.32,134799872.0,7914780585.6,,8598.49,1.31,24.19,0.2247,35.13,0.0271,62.65
2015-07-16,3905846.0,233321897.5,0.74,1.46,0.66,251.84,0.0,128464897.74,1910052.0,2150523.0,114099981.66,,,193.0,3.3,,148384.0,,2.57,52781.0,35879.0,,,3.3,193.0,9.36,148384.0,,120.46,,,,1.4,1.4,134937456.0,8060702669.3,,8537.01,1.39,22.34,0.2001,33.14,0.0285,63.74
2015-07-17,4341814.0,259975503.19,0.82,1.62,0.74,282.18,0.0,133814022.04,2346020.0,2234809.0,140473021.18,,,497670.0,5.55,,,,6.43,84286.0,108318.0,,,5.55,497670.0,,46616.0,,149.9,,,,1.72,1.72,133969280.0,8021700372.25,,8575.33,1.72,24.9,0.2024,29.01,0.0319,63.89
2015-07-20,4385451.0,264026865.47,0.83,1.65,0.75,285.56,0.0,136592729.01,2394752.0,2268787.0,144176474.47,,,21825.0,2.48,,,,21.81,39073.0,342166.0,,,2.48,21825.0,,369073.0,5095.0,153.42,0.32,,,1.76,1.76,133994000.0,8067132847.3,,8596.79,1.75,24.52,0.1998,28.75,0.0322,64.24
2015-07-21,4442830.0,266107330.3,0.84,1.68,0.76,289.37,0.0,138092947.35,2423549.0,2305549.0,145160664.32,,,35142.0,2.47,,,,0.41,39525.0,6345.0,,,2.47,35142.0,,,2763.0,155.18,0.18,,,1.77,1.77,134510560.0,8056631925.84,,8617.42,1.77,24.13,0.1956,28.32,0.0324,63.91
2015-07-22,4435981.0,263659995.11,0.84,1.71,0.75,287.77,0.0,135958261.51,2434881.0,2287447.0,144721249.38,,,11253.0,2.25,,,,,34679.0,,,,2.25,11253.0,,79.0,52781.0,155.1,3.39,,,1.78,1.78,134523360.0,7995622262.5,,8589.38,1.77,24.5,0.1998,28.48,0.0324,63.42
2015-07-23,4362505.0,261705041.86,0.83,1.74,0.74,282.33,0.0,139809601.93,2361405.0,2330563.0,141659801.96,,,44272.0,2.37,,,,7.61,43116.0,117748.0,,,2.37,44272.0,,,,150.21,,,,1.73,1.73,134381088.0,8061471163.9,,8541.99,1.73,23.47,0.2024,29.11,0.0319,64.01
2015-07-24,4032250.0,241326319.49,0.76,1.65,0.69,262.59,0.0,129919892.14,2031150.0,2170793.0,121562391.68,,,,,,,,20.75,,330255.0,,,,,,,159770.0,129.76,9.81,,,1.49,1.49,134542224.0,8052223878.62,,8616.04,1.48,21.9,0.2113,31.81,0.0295,63.86
2015-07-27,3907676.0,227095539.22,0.74,1.63,0.67,252.12,0.0,112830743.75,1966176.0,1941500.0,114264795.48,,,5717.0,,,,,10.86,,169693.0,,,,5717.0,,99002.0,229293.0,123.59,14.68,,,1.44,1.44,134204768.0,7799342666.93,,8482.03,1.44,24.25,0.2385,33.4,0.0287,62.01
2015-07-28,3856788.0,226487627.47,0.73,1.62,0.66,246.75,0.0,114013455.95,1915288.0,1941500.0,112474171.52,,,2684.0,,,,,3.6,,53572.0,,,,2684.0,,,,119.46,,,,1.4,1.4,134922048.0,7923218632.89,,8421.88,1.4,23.3,0.239,34.13,0.0282,62.66
2015-07-29,3867062.0,227380896.33,0.73,1.68,0.66,248.53,0.0,114159020.52,1925562.0,1941500.0,113221875.81,,,10274.0,,,,,,,,,,,10274.0,,,,120.74,,,,1.41,1.41,135054672.0,7941132666.86,,8497.07,1.4,23.29,0.2388,34.01,0.0282,62.74
2015-07-30,3850076.0,225732643.34,0.73,1.67,0.66,247.37,0.0,113831500.22,1908576.0,1941500.0,111901143.12,,,,,,,,1.05,,16986.0,,,,,,,,119.55,,,,1.39,1.39,134938080.0,7911513821.06,,8496.56,1.39,23.37,0.2412,34.19,0.0281,62.56
2015-07-31,4103161.0,244532004.45,0.78,1.79,0.7,265.47,0.0,126730905.14,1976661.0,2126500.0,117801099.31,,,72748.0,,,185000.0,,0.0,,4663.0,,,,72748.0,12.15,,,125.43,,,,1.45,1.45,134715424.0,8028501114.26,,8477.59,1.46,21.74,0.2085,31.42,0.03,63.59
2015-08-03,4231621.0,253377459.0,0.8,1.87,0.72,275.72,0.0,136310360.83,1955121.0,2276500.0,117067098.17,,,3460.0,10.22,,,,1.58,150000.0,25000.0,,,10.22,3460.0,,,,124.64,,,,1.43,1.43,134932672.0,8079385551.76,,8630.17,1.42,20.8,0.1969,29.85,0.0309,63.89
2015-08-04,4410658.0,265213766.96,0.84,2.0,0.75,288.92,0.0,150319978.95,1934158.0,2499908.0,116301315.83,,,26682.0,13.52,,23408.0,,4.7,200000.0,74053.0,,,13.52,26682.0,1.5,26408.0,,124.04,,,,1.42,1.42,134655664.0,8096872596.2,,8653.71,1.41,19.92,0.1929,28.46,0.0323,64.16
2015-08-05,4463231.0,270801075.35,0.85,2.06,0.76,293.33,0.0,155319283.09,1926731.0,2559908.0,116902043.99,,,2000.0,4.19,,,,0.6,60000.0,9432.0,,,4.19,2000.0,,5.0,,124.04,,,,1.41,1.41,134460880.0,8158249236.13,,8654.87,1.41,19.71,0.1921,27.94,0.0327,64.74
2015-08-06,4474326.0,272061312.91,0.85,2.1,0.76,295.91,0.0,155752448.41,1936226.0,2561508.0,117732187.52,,,12000.0,,,1600.0,,0.0,,2505.0,,,,12000.0,0.1,,,125.59,,,,1.42,1.42,134526048.0,8179853957.68,,8713.52,1.42,19.66,0.1915,27.77,0.0328,64.88
2015-08-07,4474326.0,269209868.81,0.85,2.17,0.76,294.8,0.0,154120024.48,1936226.0,2561508.0,116498249.67,,,5000.0,,,,,0.32,,5000.0,,,,5000.0,,,,124.45,,,,1.42,1.42,134465744.0,8090493473.69,,8694.03,1.41,19.56,0.1919,27.84,0.0328,64.2
2015-08-10,4599154.0,280082506.02,0.87,2.26,0.78,302.94,0.0,166040796.48,1896054.0,2726508.0,115467226.33,,,828.0,10.49,,,,3.31,165000.0,51000.0,,,10.49,828.0,,10000.0,,122.57,,,,1.39,1.39,134573664.0,8195361376.64,,8667.0,1.39,18.62,0.1854,26.95,0.0337,64.98
2015-08-11,4606691.0,273288349.03,0.87,2.37,0.78,302.87,0.0,162459850.28,1901591.0,2738508.0,112810402.29,,,,0.73,,,,0.0,12000.0,4463.0,,,0.73,,,10000.0,,121.74,,,,1.39,1.39,134625472.0,7986551079.85,,8676.32,1.38,18.86,0.1855,26.98,0.0337,63.3
2015-08-12,4616694.0,262762082.84,0.88,2.47,0.79,296.14,0.0,156034675.94,1908594.0,2741508.0,108628844.52,,,10000.0,0.0,,,,0.19,3000.0,3000.0,,,0.0,10000.0,,3.0,,118.01,,,,1.41,1.41,133540592.0,7600547945.63,,8341.79,1.39,18.77,0.1866,27.56,0.0341,60.73
2015-08-13,4574494.0,259888653.49,0.87,2.49,0.78,287.62,0.0,155661150.9,1867994.0,2739908.0,106125496.15,,,,,,,,2.56,,40600.0,,,,,,,1600.0,113.33,0.11,,,1.38,1.38,133532296.0,7586309787.42,,8134.45,1.37,18.52,0.1906,28.34,0.0338,60.62
2015-08-14,4677028.0,265187878.65,0.89,2.52,0.8,293.36,0.0,150340271.7,2035528.0,2651500.0,115414607.79,,,190942.0,,,,,1.42,,23408.0,,,,190942.0,,,88408.0,123.19,5.43,,,1.52,1.52,132096216.0,7489866491.98,,8028.49,1.51,18.0,0.1773,27.59,0.0349,60.5
2015-08-17,4523480.0,256184938.54,0.86,2.43,0.77,283.2,0.0,139122600.63,2066980.0,2456500.0,117062337.9,,,,,,,,4.18,,68548.0,,,,,,100000.0,195000.0,124.97,12.44,,,1.54,1.54,132308704.0,7493234678.18,,8032.26,1.53,18.72,0.1777,28.76,0.0337,60.43
2015-08-18,4378399.0,245219074.74,0.83,2.4,0.75,273.73,0.0,143180775.57,1921899.0,2556500.0,107638955.36,,,143.0,,,100000.0,,8.79,,145224.0,,,,143.0,6.38,,,115.38,,,,1.43,1.43,132431128.0,7417012171.49,,8010.33,1.42,19.46,0.1901,29.94,0.0326,59.76
2015-08-19,4654916.0,255252656.79,0.88,2.67,0.79,287.13,0.0,155430013.28,1920416.0,2834500.0,105306150.78,,,35.0,16.42,,,,0.4,280000.0,1518.0,,,16.42,35.0,,,2000.0,113.29,0.12,,,1.43,1.43,132352544.0,7257561358.63,,7860.85,1.42,18.32,0.1866,28.21,0.0347,58.51
2015-08-20,4667704.0,250441976.94,0.88,2.72,0.79,283.19,0.0,151883375.72,1933204.0,2830782.0,103724536.0,,,,,,,,0.27,,3753.0,,,,,,16541.0,3718.0,111.63,0.41,,,1.44,1.44,132327424.0,7099923574.89,,7678.99,1.43,18.16,0.1867,28.57,0.0348,57.25
2015-08-21,4642704.0,243531210.38,0.88,2.72,0.79,276.28,0.0,148487555.27,1908204.0,2830782.0,100094089.52,,,4924.0,,,,,2.2,,29924.0,,,,4924.0,,,,106.93,,,,1.42,1.42,132336976.0,6941683971.93,,7538.08,1.4,18.16,0.1902,29.2,0.0346,55.97
2015-08-24,4495048.0,227444786.21,0.85,2.53,0.76,263.21,0.0,131849877.89,1985548.0,2605782.0,100466678.08,,,93509.0,,,,,0.91,,16165.0,,,,93509.0,,,225000.0,108.89,13.55,,,1.48,1.48,131928336.0,6675437542.94,,7275.74,1.47,18.61,0.1894,30.91,0.0336,53.99
2015-08-25,4525087.0,234647498.29,0.86,2.37,0.77,261.42,0.0,130025920.38,2017587.0,2507500.0,104621577.91,,,10423.0,,,,,,,,,,,10423.0,,21616.0,98282.0,109.69,5.62,,,1.51,1.51,131759184.0,6832346627.18,,7210.5,1.5,18.13,0.1897,31.2,0.0338,55.33
2015-08-26,5043523.0,255811531.8,0.96,2.54,0.86,292.17,0.0,152542812.22,2036023.0,3007500.0,103268719.59,,,101374.0,,,500000.0,,6.4,,121139.0,,,,101374.0,27.67,38201.0,,111.41,,,,1.52,1.52,131537688.0,6671697037.41,,7286.19,1.51,16.47,0.1632,27.67,0.0378,54.12
