,MLFTI FP Equity_DX_SI_QTY,MLFTI FP Equity_DX_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLFTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLFTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLFTI FP Equity_DX_SI_MV,MLFTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLFTI FP Equity_DX_SUPPLY_SI_QTY,MLFTI FP Equity_DX_BROKER_SI_QTY,MLFTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLFTI FP Equity_DX_SUPPLY_SI_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_UTILIZATION_QUANTITY,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLFTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLFTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLFTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MLFTI FP Equity_DX_BROKER_SI_CON_RATIO,MLFTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MLFTI FP Equity_PX_LAST
2019-04-26,,,,,,,,,,,,,,,,,,,,0.0425
2019-05-02,,,,,,,,,,,,,,,,,,,,0.06
2019-05-03,,,,,,,,,,,,,,,,,,,,0.061
2019-05-07,,,,,,,,,,,,,,,,,,,,0.06
2019-05-09,,,,,,,,,,,,,,,,,,,,0.06
2019-05-10,,,,,,,,,,,,,,,,,,,,0.066
2019-05-16,,,,,,,,,,,,,,,,,,,,0.06
2019-05-20,,,,,,,,,,,,,,,,,,,,0.06
2019-05-21,,,,,,,,,,,,,,,,,,,,0.066
2019-05-23,,,,,,,,,,,,,,,,,,,,0.066
2019-05-24,,,,,,,,,,,,,,,,,,,,0.06
2019-05-27,,,,,,,,,,,,,,,,,,,,0.059
2019-05-30,,,,,,,,,,,,,,,,,,,,0.059
2019-05-31,,,,,,,,,,,,,,,,,,,,0.067
2019-06-04,,,,,,,,,,,,,,,,,,,,0.045
2019-06-07,,,,,,,,,,,,,,,,,,,,0.0455
2019-06-10,,,,,,,,,,,,,,,,,,,,0.045
2019-06-11,,,,,,,,,,,,,,,,,,,,0.041
2019-06-13,,,,,,,,,,,,,,,,,,,,0.052
2019-06-17,,,,,,,,,,,,,,,,,,,,0.046
2019-06-18,,,,,,,,,,,,,,,,,,,,0.046
2019-06-19,,,,,,,,,,,,,,,,,,,,0.05
2019-06-26,,,,,,,,,,,,,,,,,,,,0.0595
2019-07-08,,,,,,,,,,,,,,,,,,,,0.05
2019-07-09,,,,,,,,,,,,,,,,,,,,0.05
2019-07-12,,,,,,,,,,,,,,,,,,,,0.0595
2019-07-15,,,,,,,,,,,,,,,,,,,,0.05
2019-07-16,,,,,,,,,,,,,,,,,,,,0.05
2019-07-17,,,,,,,,,,,,,,,,,,,,0.05
2019-07-24,,,,,,,,,,,,,,,,,,,,0.046
2019-08-02,,,,,,,,,,,,,,,,,,,,0.046
2019-08-06,,,,,,,,,,,,,,,,,,,,0.046
2019-08-13,,,,,,,,,,,,,,,,,,,,0.042
2019-08-28,,,,,,,,,,,,,,,,,,,,0.042
2019-08-30,,,,,,,,,,,,,,,,,,,,0.062
2019-09-02,,,,,,,,,,,,,,,,,,,,0.0425
2019-09-03,,,,,,,,,,,,,,,,,,,,0.043
2019-09-06,,,,,,,,,,,,,,,,,,,,0.096
2019-09-09,,,,,,,,,,,,,,,,,,,,0.0895
2019-09-12,,,,,,,,,,,,,,,,,,,,0.062
2019-09-17,,,,,,,,,,,,,,,,,,,,0.047
2019-09-18,,,,,,,,,,,,,,,,,,,,0.06
2019-09-23,,,,,,,,,,,,,,,,,,,,0.05
2019-09-24,,,,,,,,,,,,,,,,,,,,0.047
2019-09-26,,,,,,,,,,,,,,,,,,,,0.047
2019-09-27,,,,,,,,,,,,,,,,,,,,0.049
2019-09-30,,,,,,,,,,,,,,,,,,,,0.049
2019-10-01,,,,,,,,,,,,,,,,,,,,0.047
2019-10-04,,,,,,,,,,,,,,,,,,,,0.042
2019-10-07,,,,,,,,,,,,,,,,,,,,0.049
2019-10-08,,,,,,,,,,,,,,,,,,,,0.061
2019-10-11,,,,,,,,,,,,,,,,,,,,0.042
2019-10-14,,,,,,,,,,,,,,,,,,,,0.0305
2019-10-15,,,,,,,,,,,,,,,,,,,,0.03
2019-10-21,,,,,,,,,,,,,,,,,,,,0.03
2019-10-22,,,,,,,,,,,,,,,,,,,,0.04
2019-11-05,,,,,,,,,,,,,,,,,,,,0.03
2019-11-06,,,,,,,,,,,,,,,,,,,,0.035
2019-11-18,,,,,,,,,,,,,,,,,,,,0.03
2019-11-21,,,,,,,,,,,,,,,,,,,,0.03
2019-11-22,,,,,,,,,,,,,,,,,,,,0.03
2019-11-25,,,,,,,,,,,,,,,,,,,,0.03
2019-11-29,,,,,,,,,,,,,,,,,,,,0.027
2019-12-04,,,,,,,,,,,,,,,,,,,,0.024
2019-12-09,,,,,,,,,,,,,,,,,,,,0.024
2019-12-11,,,,,,,,,,,,,,,,,,,,0.0215
2019-12-16,,,,,,,,,,,,,,,,,,,,0.0295
2019-12-18,,,,,,,,,,,,,,,,,,,,0.0205
2019-12-19,,,,,,,,,,,,,,,,,,,,0.03
2019-12-20,,,,,,,,,,,,,,,,,,,,0.022
2019-12-23,,,,,,,,,,,,,,,,,,,,0.0395
2019-12-24,,,,,,,,,,,,,,,,,,,,0.0395
2020-01-02,,,,,,,,,,,,,,,,,,,,0.025
2020-01-07,,,,,,,,,,,,,,,,,,,,0.04
2020-01-08,,,,,,,,,,,,,,,,,,,,0.04
2020-01-14,,,,,,,,,,,,,,,,,,,,0.04
2020-01-16,,,,,,,,,,,,,,,,,,,,0.03
2020-01-17,,,,,,,,,,,,,,,,,,,,0.03
2020-01-23,,,,,,,,,,,,,,,,,,,,0.03
2020-01-27,,,,,,,,,,,,,,,,,,,,0.03
2020-01-28,,,,,,,,,,,,,,,,,,,,0.03
2020-01-29,,,,,,,,,,,,,,,,,,,,0.028
2020-02-03,,,,,,,,,,,,,,,,,,,,0.03
2020-02-04,,,,,,,,,,,,,,,,,,,,0.039
2020-02-05,,,,,,,,,,,,,,,,,,,,0.039
2020-02-11,,,,,,,,,,,,,,,,,,,,0.026
2020-02-12,,,,,,,,,,,,,,,,,,,,0.026
2020-02-13,,,,,,,,,,,,,,,,,,,,0.026
2020-02-14,,,,,,,,,,,,,,,,,,,,0.026
2020-02-20,,,,,,,,,,,,,,,,,,,,0.026
2020-02-24,,,,,,,,,,,,,,,,,,,,0.026
2020-02-25,,,,,,,,,,,,,,,,,,,,0.025
2020-02-26,,,,,,,,,,,,,,,,,,,,0.03
2020-02-27,,,,,,,,,,,,,,,,,,,,0.03
2020-02-28,,,,,,,,,,,,,,,,,,,,0.024
2020-03-02,,,,,,,,,,,,,,,,,,,,0.03
2020-03-05,,,,,,,,,,,,,,,,,,,,0.03
2020-03-06,,,,,,,,,,,,,,,,,,,,0.039
2020-03-09,,,,,,,,,,,,,,,,,,,,0.04
2020-03-10,,,,,,,,,,,,,,,,,,,,0.026
2020-03-11,,,,,,,,,,,,,,,,,,,,0.04
2020-03-16,,,,,,,,,,,,,,,,,,,,0.024
2020-03-17,,,,,,,,,,,,,,,,,,,,0.039
2020-03-18,,,,,,,,,,,,,,,,,,,,0.024
2020-03-19,,,,,,,,,,,,,,,,,,,,0.018
2020-03-23,,,,,,,,,,,,,,,,,,,,0.039
2020-03-24,,,,,,,,,,,,,,,,,,,,0.019
2020-03-25,,,,,,,,,,,,,,,,,,,,0.039
2020-03-26,,,,,,,,,,,,,,,,,,,,0.026
2020-03-27,,,,,,,,,,,,,,,,,,,,0.04
2020-03-30,,,,,,,,,,,,,,,,,,,,0.025
2020-04-01,,,,,,,,,,,,,,,,,,,,0.035
2020-04-02,,,,,,,,,,,,,,,,,,,,0.028
2020-04-03,,,,,,,,,,,,,,,,,,,,0.035
2020-04-06,,,,,,,,,,,,,,,,,,,,0.035
2020-04-15,,,,,,,,,,,,,,,,,,,,0.03
2020-04-16,,,,,,,,,,,,,,,,,,,,0.031
2020-04-17,,,,,,,,,,,,,,,,,,,,0.041
2020-04-20,,,,,,,,,,,,,,,,,,,,0.044
2020-04-21,,,,,,,,,,,,,,,,,,,,0.044
2020-04-22,,,,,,,,,,,,,,,,,,,,0.048
2020-04-24,,,,,,,,,,,,,,,,,,,,0.062
2020-04-27,,,,,,,,,,,,,,,,,,,,0.083
2020-04-28,,,,,,,,,,,,,,,,,,,,0.0995
2020-04-29,,,,,,,,,,,,,,,,,,,,0.11
2020-04-30,,,,,,,,,,,,,,,,,,,,0.12
2020-05-04,,,,,,,,,,,,,,,,,,,,0.152
2020-05-05,,,,,,,,,,,,,,,,,,,,0.183
2020-05-12,,,,,,,,,,,,,,,,,,,,0.088
2020-05-13,,,,,,,,,,,,,,,,,,,,0.11
2020-05-14,,,,,,,,,,,,,,,,,,,,0.11
2020-05-15,,,,,,,,,,,,,,,,,,,,0.082
2020-05-18,,,,,,,,,,,,,,,,,,,,0.09
2020-05-19,,,,,,,,,,,,,,,,,,,,0.09
2020-05-20,,,,,,,,,,,,,,,,,,,,0.09
2020-05-21,,,,,,,,,,,,,,,,,,,,0.09
2020-05-22,,,,,,,,,,,,,,,,,,,,0.09
2020-05-25,,,,,,,,,,,,,,,,,,,,0.089
2020-05-28,,,,,,,,,,,,,,,,,,,,0.0895
2020-05-29,,,,,,,,,,,,,,,,,,,,0.08
2020-06-01,,,,,,,,,,,,,,,,,,,,0.081
2020-06-03,,,,,,,,,,,,,,,,,,,,0.06
2020-06-04,,,,,,,,,,,,,,,,,,,,0.062
2020-06-05,,,,,,,,,,,,,,,,,,,,0.0625
2020-06-08,,,,,,,,,,,,,,,,,,,,0.081
2020-06-09,,,,,,,,,,,,,,,,,,,,0.08
2020-06-10,,,,,,,,,,,,,,,,,,,,0.07
2020-06-11,,,,,,,,,,,,,,,,,,,,0.0695
2020-06-15,,,,,,,,,,,,,,,,,,,,0.065
2020-06-17,,,,,,,,,,,,,,,,,,,,0.065
2020-06-19,,,,,,,,,,,,,,,,,,,,0.07
2020-06-22,,,,,,,,,,,,,,,,,,,,0.08
2020-06-23,,,,,,,,,,,,,,,,,,,,0.0665
2020-06-24,,,,,,,,,,,,,,,,,,,,0.0775
2020-06-25,,,,,,,,,,,,,,,,,,,,0.08
2020-06-26,,,,,,,,,,,,,,,,,,,,0.081
2020-06-29,,,,,,,,,,,,,,,,,,,,0.075
2020-07-02,,,,,,,,,,,,,,,,,,,,0.08
2020-07-03,,,,,,,,,,,,,,,,,,,,0.08
2020-07-08,,,,,,,,,,,,,,,,,,,,0.078
2020-07-09,,,,,,,,,,,,,,,,,,,,0.076
2020-07-10,,,,,,,,,,,,,,,,,,,,0.07
2020-07-13,,,,,,,,,,,,,,,,,,,,0.065
2020-07-14,,,,,,,,,,,,,,,,,,,,0.065
2020-07-15,,,,,,,,,,,,,,,,,,,,0.076
2020-07-17,,,,,,,,,,,,,,,,,,,,0.065
2020-07-20,,,,,,,,,,,,,,,,,,,,0.065
2020-07-22,,,,,,,,,,,,,,,,,,,,0.065
2020-07-23,,,,,,,,,,,,,,,,,,,,0.065
2020-08-04,,,,,,,,,,,,,,,,,,,,0.033
2020-08-05,,,,,,,,,,,,,,,,,,,,0.04
2020-08-06,,,,,,,,,,,,,,,,,,,,0.04
2020-08-10,,,,,,,,,,,,,,,,,,,,0.06
2020-08-11,,,,,,,,,,,,,,,,,,,,0.05
2020-08-12,,,,,,,,,,,,,,,,,,,,0.06
2020-08-13,,,,,,,,,,,,,,,,,,,,0.06
2020-08-17,,,,,,,,,,,,,,,,,,,,0.0595
2020-08-19,,,,,,,,,,,,,,,,,,,,0.05
2020-08-20,,,,,,,,,,,,,,,,,,,,0.0595
2020-08-24,,,,,,,,,,,,,,,,,,,,0.042
2020-08-25,,,,,,,,,,,,,,,,,,,,0.0595
2020-08-26,,,,,,,,,,,,,,,,,,,,0.05
2020-08-27,,,,,,,,,,,,,,,,,,,,0.05
2020-08-28,,,,,,,,,,,,,,,,,,,,0.055
2020-08-31,,,,,,,,,,,,,,,,,,,,0.05
2020-09-02,,,,,,,,,,,,,,,,,,,,0.055
2020-09-03,,,,,,,,,,,,,,,,,,,,0.05
2020-09-04,,,,,,,,,,,,,,,,,,,,0.05
2020-09-07,,,,,,,,,,,,,,,,,,,,0.05
2020-09-10,,,,,,,,,,,,,,,,,,,,0.0475
2020-09-11,,,,,,,,,,,,,,,,,,,,0.0475
2020-09-14,,,,,,,,,,,,,,,,,,,,0.0475
2020-09-15,,,,,,,,,,,,,,,,,,,,0.045
2020-09-16,,,,,,,,,,,,,,,,,,,,0.045
2020-09-18,,,,,,,,,,,,,,,,,,,,0.045
2020-09-21,,,,,,,,,,,,,,,,,,,,0.042
2020-09-22,,,,,,,,,,,,,,,,,,,,0.04
2020-09-28,,,,,,,,,,,,,,,,,,,,0.042
2020-09-29,,,,,,,,,,,,,,,,,,,,0.042
2020-09-30,,,,,,,,,,,,,,,,,,,,0.042
2020-10-05,,,,,,,,,,,,,,,,,,,,0.038
2020-10-07,,,,,,,,,,,,,,,,,,,,0.042
2020-10-08,,,,,,,,,,,,,,,,,,,,0.042
2020-10-12,,,,,,,,,,,,,,,,,,,,0.0385
2020-10-15,,,,,,,,,,,,,,,,,,,,0.034
2020-10-16,,,,,,,,,,,,,,,,,,,,0.03
2020-10-19,,,,,,,,,,,,,,,,,,,,0.032
2020-10-20,,,,,,,,,,,,,,,,,,,,0.03
2020-10-22,,,,,,,,,,,,,,,,,,,,0.031
2020-10-29,,,,,,,,,,,,,,,,,,,,0.036
2020-10-30,,,,,,,,,,,,,,,,,,,,0.036
2020-11-06,,,,,,,,,,,,,,,,,,,,0.036
2020-11-09,,,,,,,,,,,,,,,,,,,,0.03
2020-11-12,,,,,,,,,,,,,,,,,,,,0.031
2020-11-13,,,,,,,,,,,,,,,,,,,,0.031
2020-11-16,,,,,,,,,,,,,,,,,,,,0.031
2020-11-17,,,,,,,,,,,,,,,,,,,,0.031
2020-11-20,,,,,,,,,,,,,,,,,,,,0.031
2020-11-23,,,,,,,,,,,,,,,,,,,,0.029
2020-11-26,,,,,,,,,,,,,,,,,,,,0.031
2020-11-27,,,,,,,,,,,,,,,,,,,,0.029
2020-11-30,,,,,,,,,,,,,,,,,,,,0.036
2020-12-01,,,,,,,,,,,,,,,,,,,,0.036
2020-12-03,,,,,,,,,,,,,,,,,,,,0.039
2020-12-04,,,,,,,,,,,,,,,,,,,,0.05
2020-12-07,,,,,,,,,,,,,,,,,,,,0.05
2020-12-08,,,,,,,,,,,,,,,,,,,,0.05
2020-12-09,,,,,,,,,,,,,,,,,,,,0.03
2020-12-11,,,,,,,,,,,,,,,,,,,,0.053
2020-12-14,,,,,,,,,,,,,,,,,,,,0.043
2020-12-15,,,,,,,,,,,,,,,,,,,,0.04
2020-12-17,,,,,,,,,,,,,,,,,,,,0.04
2020-12-18,,,,,,,,,,,,,,,,,,,,0.038
2020-12-21,,,,,,,,,,,,,,,,,,,,0.04
2020-12-22,,,,,,,,,,,,,,,,,,,,0.04
2020-12-23,,,,,,,,,,,,,,,,,,,,0.04
2020-12-24,,,,,,,,,,,,,,,,,,,,0.04
2020-12-28,,,,,,,,,,,,,,,,,,,,0.04
2020-12-29,,,,,,,,,,,,,,,,,,,,0.0315
2020-12-30,,,,,,,,,,,,,,,,,,,,0.0425
2020-12-31,,,,,,,,,,,,,,,,,,,,0.034
2021-01-04,,,,,,,,,,,,,,,,,,,,0.0345
2021-01-05,,,,,,,,,,,,,,,,,,,,0.0455
2021-01-06,,,,,,,,,,,,,,,,,,,,0.0455
2021-01-07,,,,,,,,,,,,,,,,,,,,0.0485
2021-01-11,,,,,,,,,,,,,,,,,,,,0.0485
2021-01-12,,,,,,,,,,,,,,,,,,,,0.0485
2021-01-13,,,,,,,,,,,,,,,,,,,,0.0485
2021-01-14,,,,,,,,,,,,,,,,,,,,0.0485
2021-01-15,,,,,,,,,,,,,,,,,,,,0.049
2021-01-18,,,,,,,,,,,,,,,,,,,,0.049
2021-01-19,,,,,,,,,,,,,,,,,,,,0.049
2021-01-20,,,,,,,,,,,,,,,,,,,,0.037
2021-01-21,,,,,,,,,,,,,,,,,,,,0.055
2021-01-22,,,,,,,,,,,,,,,,,,,,0.05
2021-01-25,,,,,,,,,,,,,,,,,,,,0.045
2021-01-29,,,,,,,,,,,,,,,,,,,,0.05
2021-02-01,,,,,,,,,,,,,,,,,,,,0.0405
2021-02-02,,,,,,,,,,,,,,,,,,,,0.0605
2021-02-03,,,,,,,,,,,,,,,,,,,,0.0595
2021-02-04,,,,,,,,,,,,,,,,,,,,0.044
2021-02-05,,,,,,,,,,,,,,,,,,,,0.044
2021-02-08,,,,,,,,,,,,,,,,,,,,0.06
2021-02-09,,,,,,,,,,,,,,,,,,,,0.05
2021-02-11,,,,,,,,,,,,,,,,,,,,0.0595
2021-02-12,,,,,,,,,,,,,,,,,,,,0.0655
2021-02-15,,,,,,,,,,,,,,,,,,,,0.06
2021-02-16,,,,,,,,,,,,,,,,,,,,0.0605
2021-02-17,,,,,,,,,,,,,,,,,,,,0.068
2021-02-18,,,,,,,,,,,,,,,,,,,,0.0525
2021-02-19,,,,,,,,,,,,,,,,,,,,0.0555
2021-02-22,,,,,,,,,,,,,,,,,,,,0.053
2021-02-23,,,,,,,,,,,,,,,,,,,,0.0535
2021-02-24,,,,,,,,,,,,,,,,,,,,0.056
2021-02-25,,,,,,,,,,,,,,,,,,,,0.056
2021-02-26,,,,,,,,,,,,,,,,,,,,0.0535
2021-03-01,,,,,,,,,,,,,,,,,,,,0.055
2021-03-02,,,,,,,,,,,,,,,,,,,,0.0555
2021-03-03,,,,,,,,,,,,,,,,,,,,0.0645
2021-03-04,,,,,,,,,,,,,,,,,,,,0.056
2021-03-05,,,,,,,,,,,,,,,,,,,,0.06
2021-03-08,,,,,,,,,,,,,,,,,,,,0.06
2021-03-09,,,,,,,,,,,,,,,,,,,,0.055
2021-03-10,,,,,,,,,,,,,,,,,,,,0.0605
2021-03-11,,,,,,,,,,,,,,,,,,,,0.07
2021-03-12,,,,,,,,,,,,,,,,,,,,0.07
2021-03-15,,,,,,,,,,,,,,,,,,,,0.062
2021-03-16,,,,,,,,,,,,,,,,,,,,0.063
2021-03-17,,,,,,,,,,,,,,,,,,,,0.054
2021-03-18,,,,,,,,,,,,,,,,,,,,0.0715
2021-03-19,,,,,,,,,,,,,,,,,,,,0.0635
2021-03-22,,,,,,,,,,,,,,,,,,,,0.074
2021-03-23,,,,,,,,,,,,,,,,,,,,0.072
2021-03-24,,,,,,,,,,,,,,,,,,,,0.072
2021-03-25,,,,,,,,,,,,,,,,,,,,0.0705
2021-03-26,,,,,,,,,,,,,,,,,,,,0.063
2021-03-29,,,,,,,,,,,,,,,,,,,,0.0715
2021-03-30,,,,,,,,,,,,,,,,,,,,0.0705
2021-03-31,,,,,,,,,,,,,,,,,,,,0.0635
2021-04-01,,,,,,,,,,,,,,,,,,,,0.0555
2021-04-07,,,,,,,,,,,,,,,,,,,,0.08
2021-04-08,,,,,,,,,,,,,,,,,,,,0.069
2021-04-09,,,,,,,,,,,,,,,,,,,,0.078
2021-04-12,,,,,,,,,,,,,,,,,,,,0.078
2021-04-13,,,,,,,,,,,,,,,,,,,,0.0665
2021-04-14,,,,,,,,,,,,,,,,,,,,0.061
2021-04-15,,,,,,,,,,,,,,,,,,,,0.078
2021-04-16,,,,,,,,,,,,,,,,,,,,0.077
2021-04-19,,,,,,,,,,,,,,,,,,,,0.077
2021-04-20,,,,,,,,,,,,,,,,,,,,0.078
2021-04-21,,,,,,,,,,,,,,,,,,,,0.078
2021-04-22,,,,,,,,,,,,,,,,,,,,0.061
2021-04-23,,,,,,,,,,,,,,,,,,,,0.078
2021-04-26,,,,,,,,,,,,,,,,,,,,0.067
2021-04-27,,,,,,,,,,,,,,,,,,,,0.0715
2021-04-28,,,,,,,,,,,,,,,,,,,,0.0775
2021-04-29,,,,,,,,,,,,,,,,,,,,0.073
2021-04-30,,,,,,,,,,,,,,,,,,,,0.0775
2021-05-03,,,,,,,,,,,,,,,,,,,,0.077
2021-05-04,,,,,,,,,,,,,,,,,,,,0.075
2021-05-05,,,,,,,,,,,,,,,,,,,,0.076
2021-05-06,,,,,,,,,,,,,,,,,,,,0.07
2021-05-07,,,,,,,,,,,,,,,,,,,,0.0685
2021-05-10,,,,,,,,,,,,,,,,,,,,0.0795
2021-05-11,,,,,,,,,,,,,,,,,,,,0.0795
2021-05-12,,,,,,,,,,,,,,,,,,,,0.07
2021-05-14,,,,,,,,,,,,,,,,,,,,0.065
2021-05-17,,,,,,,,,,,,,,,,,,,,0.075
2021-05-18,,,,,,,,,,,,,,,,,,,,0.067
2021-05-19,,,,,,,,,,,,,,,,,,,,0.065
2021-05-20,,,,,,,,,,,,,,,,,,,,0.066
2021-05-21,,,,,,,,,,,,,,,,,,,,0.074
2021-05-24,,,,,,,,,,,,,,,,,,,,0.074
2021-05-25,,,,,,,,,,,,,,,,,,,,0.069
2021-05-26,,,,,,,,,,,,,,,,,,,,0.065
2021-05-27,,,,,,,,,,,,,,,,,,,,0.0655
2021-05-28,,,,,,,,,,,,,,,,,,,,0.07
2021-05-31,,,,,,,,,,,,,,,,,,,,0.066
2021-06-01,,,,,,,,,,,,,,,,,,,,0.0745
2021-06-02,,,,,,,,,,,,,,,,,,,,0.065
2021-06-03,,,,,,,,,,,,,,,,,,,,0.07
2021-06-04,,,,,,,,,,,,,,,,,,,,0.0595
2021-06-07,,,,,,,,,,,,,,,,,,,,0.065
2021-06-08,,,,,,,,,,,,,,,,,,,,0.072
2021-06-09,,,,,,,,,,,,,,,,,,,,0.07
2021-06-10,,,,,,,,,,,,,,,,,,,,0.063
2021-06-11,,,,,,,,,,,,,,,,,,,,0.07
2021-06-14,,,,,,,,,,,,,,,,,,,,0.0605
2021-06-15,,,,,,,,,,,,,,,,,,,,0.069
2021-06-17,,,,,,,,,,,,,,,,,,,,0.07
2021-06-18,,,,,,,,,,,,,,,,,,,,0.0685
2021-06-21,,,,,,,,,,,,,,,,,,,,0.0685
2021-06-22,,,,,,,,,,,,,,,,,,,,0.0575
2021-06-23,,,,,,,,,,,,,,,,,,,,0.0675
2021-06-24,,,,,,,,,,,,,,,,,,,,0.07
2021-06-25,,,,,,,,,,,,,,,,,,,,0.069
2021-06-28,,,,,,,,,,,,,,,,,,,,0.069
2021-06-29,,,,,,,,,,,,,,,,,,,,0.061
2021-06-30,,,,,,,,,,,,,,,,,,,,0.07
2021-07-01,,,,,,,,,,,,,,,,,,,,0.061
2021-07-02,,,,,,,,,,,,,,,,,,,,0.061
2021-07-05,,,,,,,,,,,,,,,,,,,,0.062
2021-07-06,,,,,,,,,,,,,,,,,,,,0.062
2021-07-07,,,,,,,,,,,,,,,,,,,,0.0605
2021-07-08,,,,,,,,,,,,,,,,,,,,0.067
2021-07-09,,,,,,,,,,,,,,,,,,,,0.067
2021-07-12,,,,,,,,,,,,,,,,,,,,0.0605
2021-07-13,,,,,,,,,,,,,,,,,,,,0.0605
2021-07-14,,,,,,,,,,,,,,,,,,,,0.065
2021-07-15,,,,,,,,,,,,,,,,,,,,0.0605
2021-07-19,,,,,,,,,,,,,,,,,,,,0.0605
2021-07-21,,,,,,,,,,,,,,,,,,,,0.06
2021-07-26,,,,,,,,,,,,,,,,,,,,0.069
2021-07-27,,,,,,,,,,,,,,,,,,,,0.065
2021-07-29,,,,,,,,,,,,,,,,,,,,0.054
2021-07-30,,,,,,,,,,,,,,,,,,,,0.06
2021-08-02,,,,,,,,,,,,,,,,,,,,0.058
2021-08-04,,,,,,,,,,,,,,,,,,,,0.065
2021-08-05,,,,,,,,,,,,,,,,,,,,0.0545
2021-08-06,,,,,,,,,,,,,,,,,,,,0.0555
2021-08-09,,,,,,,,,,,,,,,,,,,,0.0555
2021-08-11,,,,,,,,,,,,,,,,,,,,0.055
2021-08-12,,,,,,,,,,,,,,,,,,,,0.06
2021-08-13,,,,,,,,,,,,,,,,,,,,0.06
2021-08-16,,,,,,,,,,,,,,,,,,,,0.065
2021-08-17,,,,,,,,,,,,,,,,,,,,0.065
2021-08-18,,,,,,,,,,,,,,,,,,,,0.065
2021-08-19,,,,,,,,,,,,,,,,,,,,0.065
2021-08-23,,,,,,,,,,,,,,,,,,,,0.06
2021-08-24,,,,,,,,,,,,,,,,,,,,0.065
2021-08-25,,,,,,,,,,,,,,,,,,,,0.0675
2021-08-26,,,,,,,,,,,,,,,,,,,,0.06
2021-08-27,,,,,,,,,,,,,,,,,,,,0.065
2021-08-30,,,,,,,,,,,,,,,,,,,,0.06
2021-08-31,,,,,,,,,,,,,,,,,,,,0.064
2021-09-01,,,,,,,,,,,,,,,,,,,,0.064
2021-09-02,,,,,,,,,,,,,,,,,,,,0.06
2021-09-03,,,,,,,,,,,,,,,,,,,,0.064
2021-09-07,,,,,,,,,,,,,,,,,,,,0.05
2021-09-08,,,,,,,,,,,,,,,,,,,,0.046
2021-09-09,,,,,,,,,,,,,,,,,,,,0.0455
2021-09-10,,,,,,,,,,,,,,,,,,,,0.0455
2021-09-13,,,,,,,,,,,,,,,,,,,,0.04
2021-09-14,,,,,,,,,,,,,,,,,,,,0.04
2021-09-15,,,,,,,,,,,,,,,,,,,,0.042
2021-09-16,,,,,,,,,,,,,,,,,,,,0.042
2021-09-20,,,,,,,,,,,,,,,,,,,,0.035
2021-09-21,,,,,,,,,,,,,,,,,,,,0.04
2021-09-22,,,,,,,,,,,,,,,,,,,,0.035
2021-09-23,,,,,,,,,,,,,,,,,,,,0.045
2021-09-27,,,,,,,,,,,,,,,,,,,,0.045
2021-09-28,,,,,,,,,,,,,,,,,,,,0.045
2021-09-29,,,,,,,,,,,,,,,,,,,,0.045
2021-10-04,,,,,,,,,,,,,,,,,,,,0.045
2021-10-05,,,,,,,,,,,,,,,,,,,,0.0395
2021-10-06,,,,,,,,,,,,,,,,,,,,0.0345
2021-10-07,,,,,,,,,,,,,,,,,,,,0.0375
2021-10-08,,,,,,,,,,,,,,,,,,,,0.04
2021-10-11,,,,,,,,,,,,,,,,,,,,0.04
2021-10-12,,,,,,,,,,,,,,,,,,,,0.0345
2021-10-13,,,,,,,,,,,,,,,,,,,,0.0345
2021-10-14,,,,,,,,,,,,,,,,,,,,0.0345
2021-10-15,,,,,,,,,,,,,,,,,,,,0.0345
2021-10-18,,,,,,,,,,,,,,,,,,,,0.04
2021-10-20,,,,,,,,,,,,,,,,,,,,0.035
2021-10-21,,,,,,,,,,,,,,,,,,,,0.035
2021-10-22,,,,,,,,,,,,,,,,,,,,0.035
2021-10-25,,,,,,,,,,,,,,,,,,,,0.035
2021-10-26,,,,,,,,,,,,,,,,,,,,0.0445
2021-10-27,,,,,,,,,,,,,,,,,,,,0.043
2021-10-28,,,,,,,,,,,,,,,,,,,,0.05
2021-10-29,,,,,,,,,,,,,,,,,,,,0.05
2021-11-01,,,,,,,,,,,,,,,,,,,,0.035
2021-11-02,,,,,,,,,,,,,,,,,,,,0.0355
2021-11-05,,,,,,,,,,,,,,,,,,,,0.0355
2021-11-08,,,,,,,,,,,,,,,,,,,,0.0355
2021-11-09,,,,,,,,,,,,,,,,,,,,0.05
2021-11-10,,,,,,,,,,,,,,,,,,,,0.05
2021-11-11,,,,,,,,,,,,,,,,,,,,0.0355
2021-11-12,,,,,,,,,,,,,,,,,,,,0.042
2021-11-15,,,,,,,,,,,,,,,,,,,,0.0485
2021-11-16,,,,,,,,,,,,,,,,,,,,0.049
