,INEA FP Equity_DX_SI_QTY,INEA FP Equity_DX_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,INEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INEA FP Equity_DX_SI_MV,INEA FP Equity_DX_DSS,INEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SUPPLY_SI_QTY,INEA FP Equity_DX_BROKER_SI_QTY,INEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,INEA FP Equity_DX_BROKER_SI_MV_INC_x,INEA FP Equity_DX_BROKER_SI_QTY_ADD,INEA FP Equity_DX_SUPPLY_SI_MV_DEC,INEA FP Equity_DX_BROKER_SI_QTY_INC,INEA FP Equity_DX_SUPPLY_SI_QTY_DEC,INEA FP Equity_DX_BROKER_SI_MV_INC_y,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,INEA FP Equity_DX_BROKER_SI_MV_ADD,INEA FP Equity_DX_SUPPLY_SI_QTY_ADD,INEA FP Equity_DX_BROKER_SI_QTY_DEC,INEA FP Equity_DX_SUPPLY_SI_MV,INEA FP Equity_DX_BROKER_SI_MV_DEC,INEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INEA FP Equity_DX_UTILIZATION_QUANTITY,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INEA FP Equity_DX_ACTIVE_UTILIZATION_MV,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INEA FP Equity_DX_BROKER_SI_CON_RATIO,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INEA FP Equity_DX_DEMAND_SUPPLY_RATIO,INEA FP Equity_PX_LAST
2007-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8
2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.29
2007-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2007-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06
2007-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2007-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2007-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2007-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46
2007-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2007-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.05
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2007-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2007-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81
2007-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.39
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.38
2007-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.09
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.96
2007-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4
2007-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7
2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.26
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.67
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.81
2007-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1
2007-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29
2007-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05
2007-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3
2007-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.54
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2007-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2007-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.72
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.68
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2008-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2008-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31
2008-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.53
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.71
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2008-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6
2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1
2008-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55
2008-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3
2008-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2008-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98
2008-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44
2008-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.19
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.19
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.55
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.47
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.48
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.14
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.14
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2008-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99
2008-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99
2008-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77
2008-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06
2008-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.07
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.01
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.61
2008-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2008-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.05
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9
2008-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.44
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48
2008-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.65
2008-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.93
2008-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94
2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.99
2008-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.61
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.56
2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6
2008-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6
2008-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62
2008-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62
2008-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62
2008-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2008-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.99
2008-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.99
2008-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6
2008-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9
2008-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9
2008-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76
2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.46
2008-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.99
2008-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8
2008-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8
2008-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2008-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2008-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.61
2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62
2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77
2008-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.85
2008-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76
2008-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.96
2008-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.96
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.96
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49
2008-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49
2008-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2008-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2008-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2008-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75
2008-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.51
2008-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2008-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61
2008-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.85
2008-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.91
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.19
2008-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.15
2008-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81
2008-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4
2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.98
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26
2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26
2008-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2
2008-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6
2008-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2
2008-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.49
2008-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.49
2008-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
2008-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2008-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2008-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02
2008-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99
2008-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.49
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54
2008-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
2008-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55
2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99
2008-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.79
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.03
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.89
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.89
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.85
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2008-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2008-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1
2008-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09
