,INEA FP Equity_DX_SI_QTY,INEA FP Equity_DX_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,INEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INEA FP Equity_DX_SI_MV,INEA FP Equity_DX_DSS,INEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SUPPLY_SI_QTY,INEA FP Equity_DX_BROKER_SI_QTY,INEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,INEA FP Equity_DX_BROKER_SI_MV_INC_x,INEA FP Equity_DX_BROKER_SI_QTY_ADD,INEA FP Equity_DX_SUPPLY_SI_MV_DEC,INEA FP Equity_DX_BROKER_SI_QTY_INC,INEA FP Equity_DX_SUPPLY_SI_QTY_DEC,INEA FP Equity_DX_BROKER_SI_MV_INC_y,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,INEA FP Equity_DX_BROKER_SI_MV_ADD,INEA FP Equity_DX_SUPPLY_SI_QTY_ADD,INEA FP Equity_DX_BROKER_SI_QTY_DEC,INEA FP Equity_DX_SUPPLY_SI_MV,INEA FP Equity_DX_BROKER_SI_MV_DEC,INEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INEA FP Equity_DX_UTILIZATION_QUANTITY,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INEA FP Equity_DX_ACTIVE_UTILIZATION_MV,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INEA FP Equity_DX_BROKER_SI_CON_RATIO,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INEA FP Equity_DX_DEMAND_SUPPLY_RATIO,INEA FP Equity_PX_LAST
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.45
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
