,ALMDT FP Equity_DX_SI_QTY,ALMDT FP Equity_DX_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDT FP Equity_DX_SI_MV,ALMDT FP Equity_DX_DSS,ALMDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY,ALMDT FP Equity_DX_BROKER_SI_QTY,ALMDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDT FP Equity_DX_BROKER_SI_MV_INC_x,ALMDT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDT FP Equity_DX_BROKER_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_NEW,ALMDT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDT FP Equity_DX_BROKER_SI_QTY_INC,ALMDT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDT FP Equity_DX_BROKER_SI_MV_INC_y,ALMDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDT FP Equity_DX_BROKER_SI_MV_ADD,ALMDT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDT FP Equity_DX_BROKER_SI_QTY_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV,ALMDT FP Equity_DX_BROKER_SI_MV_DEC,ALMDT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_UTILIZATION_QUANTITY,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDT FP Equity_DX_BROKER_SI_CON_RATIO,ALMDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDT FP Equity_PX_LAST
2022-02-08,245498.0,3446791.92,2.31,5.21,1.58,3.5,1.0,2078650.08,148052.0,148052.0,2078650.08,,,,0.06,,,,0.04,4165.0,2702.0,,,0.06,,,6867.0,,2.08,,,30.54,25.47,336653.0,4726608.12,,4.71,30.57,32.17,0.2756,33.8,0.4223,14.04
2022-02-09,251025.0,3504309.0,2.37,5.38,1.62,3.58,1.0,2143962.84,153579.0,153579.0,2143962.84,,,6867.0,0.08,,,,0.02,5527.0,1340.0,,,0.08,6867.0,,,,2.15,,,31.33,26.51,336653.0,4699675.88,,4.73,31.31,33.13,0.2783,33.68,0.4332,13.96
2022-02-10,244417.0,3451168.04,2.3,5.29,1.58,3.49,1.0,2186411.4,158445.0,154845.0,2237243.4,,,3357.0,0.14,,,,0.03,9383.0,2091.0,,,0.14,3357.0,,3600.0,8117.0,2.21,0.12,,32.0,27.18,336653.0,4753540.36,,4.7,32.03,26.58,0.265,33.87,0.4193,14.12
2022-02-11,247237.0,3436594.3,2.33,5.24,1.59,3.54,1.0,2197659.5,158005.0,158105.0,2196269.5,,,,0.04,,,,0.0,3600.0,440.0,,,0.04,,,,340.0,2.23,0.0,,31.94,27.09,336653.0,4679476.7,,4.75,31.97,26.18,0.2647,33.75,0.4239,13.9
2022-02-14,248180.0,3444738.4,2.34,5.2,1.6,3.52,1.0,2193706.24,158048.0,158048.0,2193706.24,,,1000.0,,,1000.0,,0.01,,957.0,,,,1000.0,0.01,,1057.0,2.2,0.03,,32.01,27.1,335653.0,4658863.64,,4.67,32.07,25.52,0.2626,33.82,0.4255,13.88
2022-02-15,254496.0,3537494.4,2.4,5.32,1.64,3.6,1.0,2241458.4,161256.0,161256.0,2241458.4,,,2208.0,0.04,,,,,3208.0,,,,0.04,2208.0,,1000.0,,2.24,,,32.59,27.64,333545.0,4636275.5,,4.63,32.56,26.19,0.2636,33.92,0.4362,13.9
2022-02-16,263889.0,3668057.1,2.49,5.67,1.7,3.74,1.0,2370631.1,161031.0,170549.0,2238330.9,,,,0.13,,,,0.0,9618.0,225.0,,,0.13,,,,325.0,2.24,0.0,,32.56,27.59,333545.0,4636275.5,,4.64,32.53,25.66,0.2622,32.74,0.4522,13.9
2022-02-17,263989.0,3600809.96,2.49,5.71,1.7,3.72,1.0,2327556.88,170642.0,170642.0,2327556.88,,,9625.0,0.0,,,,0.0,93.0,14.0,,,0.0,9625.0,,,,2.37,,,33.84,29.27,333545.0,4549553.8,,4.64,33.81,25.33,0.2623,32.88,0.4528,13.64
2022-02-18,263989.0,3405458.1,2.49,6.37,1.7,3.63,1.0,2201281.8,170642.0,170642.0,2201281.8,,,,,,,,,,,,,,,,,,2.32,,,33.84,29.27,333545.0,4302730.5,,4.55,33.76,25.46,0.2619,33.06,0.4528,12.9
2022-02-21,264918.0,3194911.08,2.5,6.43,1.71,3.47,1.0,2061331.38,170923.0,170923.0,2061331.38,,,1350.0,0.0,,,,0.07,281.0,1069.0,,,0.0,1350.0,,,,2.19,,,33.95,29.32,332545.0,4010492.7,,4.29,33.83,25.11,0.2608,33.13,0.4544,12.06
2022-02-22,261908.0,3153372.32,2.47,6.22,1.69,3.3,1.0,2033712.52,168913.0,168913.0,2033712.52,,,,,,,,0.06,,2010.0,,,,,,,2010.0,2.04,0.08,,33.62,28.97,333545.0,4015881.8,,4.02,33.62,25.22,0.2599,32.24,0.4491,12.04
2022-02-23,261945.0,3132862.2,2.47,5.93,1.69,3.29,1.0,2013107.2,168320.0,168320.0,2013107.2,,,1000.0,,,1000.0,,0.02,,1593.0,,,,1000.0,0.01,,1593.0,2.03,0.02,,33.61,28.8,332545.0,3977238.2,,4.0,33.62,25.12,0.2587,32.63,0.4482,11.96
2022-02-24,256623.0,2971694.34,2.42,5.74,1.66,3.19,1.0,1911927.48,165106.0,165106.0,1911927.48,,,,,,,,0.05,,3214.0,,,,,,,3214.0,1.98,0.04,,33.04,28.24,334653.0,3875281.74,,4.0,33.08,25.13,0.2582,32.65,0.439,11.58
2022-02-25,259867.0,3144390.7,2.45,5.29,1.68,3.2,1.0,2021643.8,167078.0,167078.0,2021643.8,,,1972.0,0.0,,700.0,,,1272.0,,,,0.0,1972.0,0.01,,,1.93,,,33.37,28.58,333653.0,4037201.3,,3.86,33.35,26.06,0.2559,31.81,0.4445,12.1
2022-02-28,249293.0,3006473.58,2.35,5.0,1.61,3.15,1.0,1899498.24,157504.0,157504.0,1899498.24,,,,,,,,0.1,,9574.0,,,,,,,9574.0,1.91,0.08,,32.0,26.85,334653.0,4035915.18,,4.05,32.02,26.43,0.2596,33.41,0.4249,12.06
2022-03-01,235539.0,2652169.14,2.22,4.63,1.52,2.94,1.0,1618625.0,156804.0,143750.0,1765613.04,,,,,,,,0.0,,700.0,,,,,,,13754.0,1.9,0.21,,31.91,26.75,334653.0,3768192.78,,4.04,31.96,21.99,0.2638,35.74,0.4017,11.26
2022-03-02,242447.0,2817234.14,2.28,4.94,1.56,2.91,1.0,1692104.4,146335.0,145620.0,1700412.7,,,,0.04,,,,0.23,6966.0,10469.0,,,0.04,,,,5096.0,1.65,0.05,,36.32,24.95,256600.0,2981692.0,,2.89,36.35,26.18,0.2582,32.54,0.4134,11.62
2022-03-03,244553.0,2680300.88,2.3,4.95,1.58,2.96,1.0,1600138.08,144348.0,145998.0,1582054.08,,,2000.0,0.03,,,,0.03,3000.0,3987.0,,,0.03,2000.0,,,2622.0,1.68,0.01,,30.1,24.62,335149.0,3673233.04,,3.89,30.11,25.83,0.2626,33.84,0.4171,10.96
2022-03-04,246493.0,2622685.52,2.32,4.88,1.59,2.86,1.0,1563739.52,145318.0,146968.0,1546183.52,,,1000.0,,,1000.0,,0.03,,30.0,,,,1000.0,0.01,,30.0,1.6,0.04,,30.31,24.8,334149.0,3555345.36,,3.66,30.44,25.18,0.2591,33.34,0.4207,10.64
2022-03-07,269459.0,2678422.46,2.54,5.16,1.74,3.05,1.0,1350428.52,145280.0,135858.0,1444083.2,,,26660.0,0.36,,,,0.31,35197.0,26698.0,,,0.36,26660.0,,,46307.0,1.55,0.5,,31.84,24.79,311027.0,3091608.38,,3.31,31.86,37.95,0.3396,39.67,0.4598,9.94
2022-03-08,286661.0,2872343.22,2.7,5.6,1.85,3.06,1.0,1438711.68,143653.0,143584.0,1439403.06,,,,0.02,,,,0.04,7726.0,1627.0,,,0.02,,,,,1.43,,,31.59,24.49,311027.0,3116490.54,,3.09,31.58,36.88,0.3414,40.95,0.4886,10.02
2022-03-09,276997.0,3174385.62,2.61,5.5,1.79,2.98,1.0,1624947.78,145493.0,141793.0,1667349.78,,,1909.0,,,9713.0,,0.0,,69.0,,,,1909.0,0.1,,11504.0,1.45,0.11,,31.87,24.76,311027.0,3564369.42,,3.12,31.8,36.88,0.3224,38.2,0.4713,11.46
2022-03-10,236102.0,2606566.08,2.22,4.52,1.52,2.83,1.0,1352841.6,127551.0,122540.0,1408163.04,,,,0.04,,,,0.15,3700.0,17942.0,,,0.04,,,,22953.0,1.46,0.15,,25.84,21.72,366038.0,4041059.52,,4.2,25.84,29.96,0.3368,45.93,0.402,11.04
2022-03-11,230418.0,2691282.24,2.17,4.69,1.49,2.69,1.0,1458318.08,124856.0,124856.0,1458318.08,,,5305.0,0.16,,,,0.11,13791.0,8000.0,,,0.16,5305.0,,,11475.0,1.38,0.14,,28.13,21.23,319027.0,3726235.36,,3.52,28.16,30.45,0.3189,43.4,0.3918,11.68
2022-03-14,235468.0,2783231.76,2.22,4.84,1.52,2.86,1.0,1511848.92,127906.0,127906.0,1511848.92,,,3050.0,0.03,,,,,3050.0,,,,0.03,3050.0,,,,1.49,,,27.96,21.41,329586.0,3895706.52,,3.85,27.97,30.24,0.3205,43.92,0.3941,11.82
2022-03-15,254641.0,2902907.4,2.4,5.27,1.64,3.09,1.0,1676700.6,150017.0,147079.0,1710193.8,,,22111.0,0.26,,,,,23338.0,,,,0.26,22111.0,,,4165.0,1.77,0.06,,30.41,24.42,343310.0,3913734.0,,4.06,30.42,28.38,0.2954,41.21,0.4145,11.4
2022-03-16,242693.0,2980270.04,2.29,5.05,1.57,2.91,1.0,1744361.72,142049.0,142049.0,1744361.72,,,,0.02,,,,0.13,2000.0,7968.0,,,0.02,,,,7030.0,1.62,0.11,,28.69,23.01,353024.0,4335134.72,,4.02,28.66,26.68,0.2842,39.45,0.3931,12.28
2022-03-17,242693.0,2883192.84,2.29,5.16,1.57,3.04,1.0,1687542.12,142049.0,142049.0,1687542.12,,,,,,,,,,,,,,,,,,1.74,,,28.69,23.0,353024.0,4193925.12,,4.34,28.64,27.49,0.2915,40.64,0.393,11.88
2022-03-18,211085.0,2537241.7,1.99,4.46,1.36,2.59,1.0,1517464.9,126245.0,126245.0,1517464.9,,,,,,,,0.2,,15804.0,,,,,,,15804.0,1.5,0.22,,25.5,20.51,368828.0,4433312.56,,4.38,25.53,24.98,0.279,38.85,0.343,12.02
2022-03-21,222216.0,2724368.16,2.09,4.72,1.43,2.76,1.0,1684229.76,137376.0,137376.0,1684229.76,,,11131.0,0.15,,,,,11131.0,,,,0.15,11131.0,,,,1.65,,,27.14,22.32,368828.0,4521831.28,,4.43,27.16,23.75,0.2728,36.94,0.3611,12.26
2022-03-22,221928.0,2698644.48,2.09,4.75,1.43,2.78,1.0,1666990.08,137376.0,137088.0,1670492.16,,,,,,1000.0,,,,,,,,,0.01,,1288.0,1.69,0.02,,27.14,22.35,368828.0,4484948.48,,4.52,27.15,24.06,0.2735,37.41,0.3611,12.16
2022-03-23,226858.0,2840262.16,2.14,4.84,1.46,2.85,1.0,1749006.44,139697.0,139697.0,1749006.44,,,8146.0,0.03,,,,0.08,2609.0,5825.0,,,0.03,8146.0,,,,1.7,,,27.17,22.76,374404.0,4687538.08,,4.55,27.19,27.95,0.2673,33.76,0.3695,12.52
2022-03-24,230038.0,2769657.52,2.17,4.64,1.48,2.91,1.0,1701095.48,141287.0,141287.0,1701095.48,,,1590.0,0.04,,,,,1590.0,,,,0.04,1590.0,,,,1.77,,,27.4,23.04,374404.0,4507824.16,,4.69,27.4,29.43,0.2701,33.98,0.3751,12.04
2022-03-25,225812.0,2714260.24,2.13,4.56,1.46,2.79,1.0,1647473.22,141287.0,137061.0,1698269.74,,,,0.04,,,,,3000.0,,,,0.04,,,,7226.0,1.7,0.11,,27.4,23.05,374404.0,4500336.08,,4.51,27.42,26.44,0.2643,34.09,0.3684,12.02
2022-03-28,227336.0,2868980.32,2.14,4.61,1.47,2.84,1.0,1786815.32,141586.0,141586.0,1786815.32,,,3823.0,0.05,,,,0.08,4525.0,6824.0,,,0.05,3823.0,,3300.0,,1.7,,,27.46,22.98,373955.0,4719312.1,,4.49,27.47,25.4,0.2624,33.83,0.3689,12.62
2022-03-29,225090.0,3083733.0,2.12,4.58,1.45,2.95,1.0,1944893.1,141963.0,141963.0,1944893.1,,,3000.0,0.13,,,,0.02,3010.0,2633.0,,,0.13,3000.0,,10.0,2633.0,1.78,0.03,,27.38,23.05,376588.0,5159255.6,,4.75,27.29,25.77,0.2652,32.99,0.3654,13.7
2022-03-30,229109.0,3152539.84,2.16,4.52,1.48,3.16,1.0,1981192.32,142982.0,143982.0,1967432.32,,,2000.0,0.06,,2000.0,,0.01,19.0,981.0,,,0.06,2000.0,0.03,,,1.95,,,27.63,23.26,374588.0,5154330.88,,5.13,27.58,25.97,0.2655,34.36,0.3727,13.76
2022-03-31,234499.0,3198566.36,2.21,4.54,1.51,3.24,1.0,2002788.48,145832.0,146832.0,1989148.48,,,2850.0,0.03,,700.0,,,2150.0,,,,0.03,2850.0,0.01,,,2.01,,,28.08,23.67,373588.0,5095740.32,,5.14,28.15,26.35,0.2621,34.08,0.3806,13.64
2022-04-01,238799.0,3343186.0,2.25,4.59,1.54,3.31,1.0,2125648.0,145832.0,151832.0,2041648.0,,,,0.07,,,,,5000.0,,,,0.07,,,,,2.01,,,28.08,23.64,373588.0,5230232.0,,5.14,28.06,25.57,0.2532,33.37,0.387,14.0
2022-04-04,250455.0,3421215.3,2.36,4.9,1.62,3.5,1.0,2116562.36,154374.0,154946.0,2108748.84,,,8773.0,0.04,,,,0.0,3114.0,231.0,,,0.04,8773.0,,,,2.17,,,29.71,25.02,365240.0,4989178.4,,5.11,29.75,25.58,0.2603,35.63,0.4059,13.66
2022-04-05,257288.0,3442513.44,2.42,5.2,1.66,3.52,1.0,2119766.64,162956.0,158428.0,2180351.28,,,3582.0,0.01,,,,,3482.0,,,,0.01,3582.0,,5000.0,,2.23,,,31.04,26.43,362089.0,4844750.82,,4.95,31.1,25.16,0.2609,35.76,0.4173,13.38
2022-04-06,252396.0,3432585.6,2.38,5.31,1.63,3.42,1.0,2088089.6,160064.0,153536.0,2176870.4,,,,0.02,,,,0.05,500.0,3392.0,,,0.02,,,500.0,5392.0,2.14,0.07,,30.65,25.98,362089.0,4924410.4,,4.84,30.69,25.34,0.2702,36.05,0.4096,13.6
2022-04-07,254320.0,3519788.8,2.39,5.32,1.64,3.5,1.0,2125325.76,162160.0,153564.0,2244294.4,,,3268.0,0.0,,,,0.0,200.0,1172.0,,,0.0,3268.0,,,172.0,2.21,0.0,,31.11,26.34,359021.0,4968850.64,,4.88,31.15,25.07,0.2719,36.65,0.413,13.84
2022-04-08,262158.0,3596807.76,2.47,5.93,1.69,3.64,1.0,2160666.76,166079.0,157483.0,2278603.88,,,4016.0,0.05,,1000.0,,0.0,2919.0,97.0,,,0.05,4016.0,0.01,,,2.3,,,31.85,27.0,355319.0,4874976.68,,4.92,31.86,25.22,0.2727,37.4,0.4262,13.72
2022-04-11,269554.0,3644370.08,2.54,6.22,1.74,3.7,1.0,2179167.12,169777.0,161181.0,2295385.04,,,3698.0,0.04,,,,,3698.0,,,,0.04,3698.0,,,,2.33,,,32.55,27.6,351821.0,4756619.92,,4.83,32.54,25.97,0.2746,37.68,0.4382,13.52
2022-04-12,267402.0,3519010.32,2.52,6.39,1.72,3.62,1.0,2104863.04,168907.0,159944.0,2222816.12,,,55.0,0.0,,,,0.02,355.0,925.0,,,0.0,55.0,,,1592.0,2.29,0.03,,32.42,27.48,352106.0,4633714.96,,4.76,32.46,25.75,0.2734,37.64,0.435,13.16
2022-04-13,267530.0,3477890.0,2.52,6.45,1.73,3.55,1.0,2077582.0,168410.0,159814.0,2189330.0,,,762.0,0.0,,,,0.05,625.0,1259.0,,,0.0,762.0,,,755.0,2.21,0.01,,32.35,27.4,352106.0,4577378.0,,4.63,32.34,25.71,0.2739,37.56,0.4353,13.0
2022-04-14,266005.0,3505945.9,2.5,6.51,1.72,3.51,1.0,2092021.86,166923.0,158727.0,2200045.14,,,1407.0,,,,,0.04,,2894.0,,,,1407.0,,,1087.0,2.17,0.02,,32.29,27.2,349975.0,4612670.5,,4.55,32.32,24.98,0.2763,38.01,0.4335,13.18
2022-04-15,266005.0,3505945.9,2.5,6.73,1.72,3.52,1.0,2092021.86,166923.0,158727.0,2200045.14,,,,,,,,,,,,,,,,,,2.18,,,32.29,27.23,349975.0,4612670.5,,4.55,32.38,25.2,0.2761,37.9,0.434,
2022-04-18,266005.0,3505945.9,2.5,6.73,1.72,3.52,1.0,2092021.86,167323.0,158727.0,2205317.14,,,400.0,,,,,,,,,,,400.0,,,,2.19,,,32.35,27.28,349975.0,4612670.5,,4.55,32.45,25.21,0.2761,37.88,0.4337,
2022-04-19,265453.0,3466816.18,2.5,6.71,1.71,3.53,1.0,2071982.06,167247.0,158651.0,2184245.82,,,924.0,0.02,,,,0.01,1124.0,1000.0,,,0.02,924.0,,,1200.0,2.2,0.02,,32.34,27.25,349975.0,4570673.5,,4.61,32.34,25.81,0.2788,37.98,0.4325,13.06
2022-04-20,266277.0,3594739.5,2.51,7.21,1.72,3.55,1.0,2157475.5,168409.0,159813.0,2273521.5,,,1162.0,0.02,,,,,1500.0,,,,0.02,1162.0,,,338.0,2.19,0.01,,32.49,27.44,349975.0,4724662.5,,4.57,32.44,25.18,0.2742,37.44,0.4338,13.5
2022-04-21,224632.0,3149340.64,2.12,6.76,1.45,3.07,1.0,1640634.42,169756.0,117021.0,2379979.12,,,1347.0,0.05,,,,,1347.0,,,,0.05,1347.0,,,44139.0,2.29,0.59,,32.73,27.66,348975.0,4892629.5,,4.71,32.75,30.69,0.3287,45.19,0.366,14.02
2022-04-22,227030.0,2860578.0,2.14,6.89,1.46,3.17,1.0,1491058.8,126698.0,118338.0,1596394.8,,,1000.0,0.05,,,,0.59,1317.0,44058.0,,,0.05,1000.0,,,,1.77,,,24.13,20.65,398342.0,5019109.2,,5.59,24.1,31.46,0.3368,45.86,0.3701,12.6
2022-04-25,226146.0,2790641.64,2.13,7.08,1.46,2.9,1.0,1452368.64,126292.0,117696.0,1558443.28,,,,,,,,0.03,,406.0,,,,,,,642.0,1.59,0.1,,24.06,20.58,398584.0,4918526.56,,5.03,24.06,30.5,0.3281,45.0,0.3684,12.34
2022-04-26,241897.0,2960819.28,2.28,7.56,1.56,3.05,1.0,1601016.48,154443.0,130802.0,1890382.32,,,28151.0,0.14,,,,,13106.0,,,,0.14,28151.0,,,,1.91,,,30.83,25.18,346475.0,4240854.0,,4.28,30.87,29.36,0.3034,42.54,0.3944,12.24
2022-04-27,236383.0,2756225.78,2.23,7.83,1.52,2.95,1.0,1526573.84,134452.0,130924.0,1567710.32,,,,0.02,,1000.0,,0.26,2000.0,19991.0,,,0.02,,0.01,,2878.0,1.65,0.06,,27.69,21.94,351132.0,4094199.12,,4.3,27.73,29.91,0.3013,41.46,0.3857,11.66
2022-04-28,236224.0,2749647.36,2.22,7.95,1.52,2.84,1.0,1525538.4,136426.0,131060.0,1587998.64,,,1974.0,0.0,,,,,1974.0,,,,0.0,1974.0,,,1838.0,1.59,0.03,,27.98,22.24,351132.0,4087176.48,,4.09,27.99,29.56,0.2957,41.06,0.3852,11.64
2022-04-29,239396.0,2791357.36,2.25,8.09,1.54,2.87,1.0,1534444.34,138727.0,131599.0,1617556.82,,,3838.0,0.01,,,,0.02,1000.0,1537.0,,,0.01,3838.0,,,461.0,1.61,0.01,,28.54,22.64,347294.0,4049448.04,,4.04,28.53,29.03,0.2981,41.66,0.3907,11.66
2022-05-02,238956.0,2834018.16,2.25,8.31,1.54,2.88,1.0,1563124.28,138088.0,131798.0,1637723.68,,,199.0,0.0,,,,0.01,199.0,838.0,,,0.0,199.0,,,,1.61,,,28.4,22.53,348132.0,4128845.52,,4.06,28.42,29.18,0.2965,41.29,0.39,11.86
2022-05-03,238080.0,2823628.8,2.24,8.63,1.54,2.9,1.0,1562673.6,137288.0,131760.0,1628235.68,,,38.0,,,,,0.01,,838.0,,,,38.0,,,38.0,1.63,0.0,,28.23,22.41,348970.0,4138784.2,,4.14,28.23,29.4,0.2971,41.29,0.3886,11.86
2022-05-04,236486.0,2738507.88,2.23,8.68,1.53,2.88,1.0,1511826.9,136083.0,130555.0,1575841.14,,,,0.0,,,,0.02,284.0,1205.0,,,0.0,,,,1489.0,1.61,0.02,,28.06,22.26,348970.0,4041072.6,,4.14,28.02,28.87,0.2974,41.66,0.3868,11.58
2022-05-05,232376.0,2653733.92,2.19,8.59,1.5,2.78,1.0,1480066.26,132925.0,129603.0,1518003.5,,,,0.02,,,,0.06,2200.0,3158.0,,,0.02,,,,3152.0,1.54,0.06,,27.53,21.76,349970.0,3996657.4,,4.05,27.53,27.43,0.293,41.73,0.3803,11.42
2022-05-06,230322.0,2409168.12,2.17,8.44,1.49,2.71,1.0,1334162.54,130871.0,127549.0,1368910.66,,,,,,,,0.03,,2054.0,,,,,,,2054.0,1.49,0.02,,27.22,21.43,349970.0,3660686.2,,4.0,27.22,27.77,0.2998,42.25,0.3771,10.46
2022-05-09,226821.0,2236455.06,2.14,8.56,1.46,2.49,1.0,1223211.88,129576.0,124058.0,1277619.36,,,,,,,,0.04,,1295.0,,,,,,,3491.0,1.36,0.1,,27.02,21.22,349970.0,3450704.2,,3.66,27.03,26.65,0.2985,42.03,0.3715,9.86
2022-05-10,225402.0,2249511.96,2.12,8.46,1.45,2.38,1.0,1208348.46,126605.0,121077.0,1263517.9,,,,,,,,0.05,,2971.0,,,,,,,2981.0,1.25,0.07,,26.57,20.72,349970.0,3492700.6,,3.45,26.56,25.77,0.2944,41.49,0.3688,9.98
2022-05-11,221444.0,2214440.0,2.09,8.26,1.43,2.36,1.0,1201110.0,125639.0,120111.0,1256390.0,,,2026.0,,,,,0.02,,2992.0,,,,2026.0,,,966.0,1.25,0.0,,26.36,20.49,350970.0,3509700.0,,3.5,26.37,25.04,0.2952,41.92,0.3612,10.0
2022-05-12,225904.0,2263558.08,2.13,8.48,1.46,2.41,1.0,1254413.82,130719.0,125191.0,1309804.38,,,5080.0,0.06,,,,,5080.0,,,,0.06,5080.0,,,,1.31,,,27.14,21.32,350970.0,3516719.4,,3.51,27.21,25.88,0.2905,41.09,0.3684,10.02
2022-05-13,225904.0,2335847.36,2.13,8.7,1.46,2.42,1.0,1294474.94,130719.0,125191.0,1351634.46,,,,,,,,,,,,,,,,,,1.31,,,27.14,21.3,350970.0,3629029.8,,3.52,27.14,25.85,0.2903,41.06,0.3682,10.34
2022-05-16,215489.0,2357449.66,2.03,8.44,1.39,2.36,1.0,1252433.08,131013.0,114482.0,1433282.22,,,1734.0,0.03,,1000.0,,0.0,734.0,1440.0,,,0.03,1734.0,0.01,,12443.0,1.35,0.13,,27.17,21.35,351110.0,3841143.4,,3.63,27.14,27.92,0.3112,43.17,0.3512,10.94
2022-05-17,215344.0,2299873.92,2.03,8.5,1.39,2.41,1.0,1221119.16,119865.0,114337.0,1280158.2,,,,,,,,0.1,,11148.0,,,,,,,145.0,1.25,0.0,,25.45,19.6,351110.0,3749854.8,,3.64,25.59,29.03,0.3104,42.54,0.3522,10.68
2022-05-18,219183.0,2310188.82,2.06,8.84,1.41,2.46,1.0,1251350.96,149193.0,118724.0,1572494.22,,,29328.0,0.05,,,,,4935.0,,,,0.05,29328.0,,,548.0,1.6,0.02,,29.82,24.31,351110.0,3700699.4,,3.75,29.86,27.3,0.3037,42.91,0.3571,10.54
2022-05-19,221355.0,2284383.6,2.08,9.2,1.43,2.45,1.0,1236439.2,125338.0,119810.0,1293488.16,,,,0.0,,,,0.26,1086.0,23855.0,,,0.0,,,,,1.32,,,26.31,20.42,351110.0,3623455.2,,3.7,26.29,27.92,0.3028,42.41,0.3607,10.32
2022-05-20,224718.0,2449426.2,2.12,9.47,1.45,2.46,1.0,1313057.6,125992.0,120464.0,1373312.8,,,654.0,,,3171.0,,,,,,,,654.0,0.03,,2517.0,1.3,0.04,,26.41,20.53,351110.0,3827099.0,,3.62,26.43,26.88,0.2893,41.43,0.3663,10.9
2022-05-23,218494.0,2425283.4,2.03,9.44,1.41,2.49,1.0,1302607.2,122880.0,117352.0,1363968.0,,,,0.04,,,,0.02,59.0,3112.0,,,0.04,,,,3171.0,1.34,0.03,,25.92,20.03,351110.0,3897321.0,,3.83,25.89,28.01,0.3082,43.14,0.3561,11.1
2022-05-24,226852.0,2409168.24,2.11,10.25,1.46,2.61,1.0,1335040.2,132238.0,125710.0,1404367.56,,,9358.0,,,9358.0,,,,,,,,9358.0,0.1,,1000.0,1.47,0.01,,27.36,21.57,351110.0,3728788.2,,3.9,27.33,27.23,0.2908,41.91,0.37,10.62
2022-05-25,237696.0,2533839.36,2.21,10.73,1.53,2.65,1.0,1424517.12,140160.0,133632.0,1494105.6,,,7922.0,0.06,,,,,7922.0,,,,0.06,7922.0,,,,1.49,,,28.53,22.84,351110.0,3742832.6,,3.73,28.56,27.39,0.2732,39.52,0.3873,10.66
2022-05-26,248824.0,2761946.4,2.31,11.29,1.6,2.77,1.0,1462169.7,137255.0,131727.0,1523530.5,,,1595.0,0.01,,,,0.05,595.0,4500.0,,,0.01,1595.0,,,2500.0,1.46,0.03,,27.96,22.44,353610.0,3925071.0,,3.77,27.94,27.03,0.2563,36.97,0.4068,11.1
2022-05-27,259472.0,3025443.52,2.41,11.83,1.67,3.0,1.0,1819601.3,161665.0,156055.0,1885013.9,,,24410.0,0.32,,,,,24328.0,,,,0.32,24410.0,,,,1.79,,,31.37,26.43,353610.0,4123092.6,,3.93,31.36,26.21,0.2479,35.62,0.4243,11.66
2022-05-30,231007.0,2633479.8,2.14,10.33,1.49,2.76,1.0,1464786.0,143174.0,128490.0,1632183.6,,,,0.04,,,,0.18,29.0,18491.0,,,0.04,,,,27594.0,1.67,0.32,,45.17,23.45,173786.0,1981160.4,,2.03,45.12,29.9,0.291,40.63,0.3783,11.4
2022-05-31,224611.0,2416814.36,2.08,9.93,1.45,2.64,1.0,1318551.92,128070.0,122542.0,1378033.2,,,,,,,,0.18,,15104.0,,,,,,,5948.0,1.46,0.09,,42.43,20.99,173786.0,1869937.36,,1.98,42.45,29.94,0.3012,41.52,0.3682,10.76
2022-06-01,227764.0,2532735.68,2.11,10.01,1.47,2.57,1.0,1394492.48,128361.0,125404.0,1427374.32,,,291.0,0.0,,2600.0,,,262.0,,,,0.0,291.0,0.03,,,1.38,,,42.48,21.04,173786.0,1932500.32,,1.87,42.53,29.3,0.2898,40.29,0.3733,11.12
