,MTH FP Equity_PX_LAST
2025-02-14,80.986
2025-02-17,80.1
2025-02-18,80.237
2025-02-19,79.09
2025-02-20,78.998
2025-02-21,80.121
2025-02-24,79.666
2025-02-25,80.142
2025-02-26,80.56
2025-02-27,80.431
2025-02-28,80.555
2025-03-03,78.936
2025-03-04,78.284
2025-03-05,75.232
2025-03-06,74.538
2025-03-07,74.638
2025-03-10,74.328
2025-03-11,73.772
2025-03-12,73.957
2025-03-13,73.888
2025-03-14,73.447
2025-03-17,74.959
2025-03-18,74.51
2025-03-19,75.229
2025-03-20,75.048
2025-03-21,74.844
2025-03-24,74.725
2025-03-25,74.513
2025-03-26,74.489
2025-03-27,74.557
2025-03-28,74.817
2025-03-31,74.893
2025-04-01,75.93
2025-04-02,75.22
2025-04-03,75.541
2025-04-04,76.266
2025-04-07,75.346
2025-04-08,75.173
2025-04-09,75.533
2025-04-10,76.51
2025-04-11,77.5
2025-04-14,77.51
2025-04-15,77.002
2025-04-16,77.259
2025-04-17,77.385
2025-04-22,77.8
2025-04-23,77.187
2025-04-24,78.176
2025-04-25,77.732
2025-04-28,77.124
2025-04-29,77.185
2025-04-30,77.93
2025-05-02,76.759
2025-05-05,76.654
2025-05-06,76.271
2025-05-07,77.486
2025-05-08,76.752
2025-05-09,76.411
2025-05-12,75.664
2025-05-13,75.089
2025-05-14,74.824
2025-05-15,75.938
2025-05-16,76.4
2025-05-19,76.531
2025-05-20,76.005
2025-05-21,75.2
2025-05-22,74.738
2025-05-23,75.329
2025-05-26,75.955
2025-05-27,76.931
2025-05-28,76.681
2025-05-29,77.245
2025-05-30,77.3
2025-06-02,76.928
2025-06-03,77.078
2025-06-04,77.013
2025-06-05,76.581
2025-06-06,77.258
2025-06-09,77.03
2025-06-10,77.792
2025-06-11,77.118
2025-06-12,77.96
2025-06-13,77.074
2025-06-16,77.188
2025-06-17,77.04
2025-06-18,77.552
2025-06-19,76.902
2025-06-20,77.149
2025-06-23,77.316
2025-06-24,76.778
2025-06-25,76.479
2025-06-26,76.187
2025-06-27,76.194
2025-06-30,75.886
2025-07-01,76.538
2025-07-02,75.692
2025-07-03,76.282
2025-07-04,76.066
2025-07-07,75.675
2025-07-08,74.921
2025-07-09,74.952
2025-07-10,74.345
2025-07-11,74.1
2025-07-14,73.701
2025-07-15,74.028
2025-07-16,74.01
2025-07-17,74.291
2025-07-18,74.057
2025-07-21,75.251
2025-07-22,75.63
2025-07-23,75.509
2025-07-24,74.6
2025-07-25,74.348
2025-07-28,74.747
2025-07-29,74.917
2025-07-30,74.532
2025-07-31,75.025
2025-08-01,74.791
2025-08-04,75.825
2025-08-05,75.793
2025-08-06,75.39
2025-08-07,75.797
2025-08-08,75.002
2025-08-11,74.656
2025-08-12,73.731
2025-08-13,74.623
2025-08-14,74.242
2025-08-15,72.99
2025-08-18,72.821
2025-08-19,73.151
2025-08-20,73.507
2025-08-21,72.969
2025-08-22,73.251
2025-08-25,72.582
2025-08-26,72.685
2025-08-27,72.472
2025-08-28,72.925
2025-08-29,72.306
