,AM3A FP Equity_DX_SI_QTY,AM3A FP Equity_DX_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AM3A FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AM3A FP Equity_DX_SI_MV,AM3A FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SUPPLY_SI_QTY,AM3A FP Equity_DX_BROKER_SI_QTY,AM3A FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AM3A FP Equity_DX_BROKER_SI_MV_NEW_x,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_x,AM3A FP Equity_DX_BROKER_SI_MV_INC_x,AM3A FP Equity_DX_BROKER_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_NEW,AM3A FP Equity_DX_SUPPLY_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_QTY_INC,AM3A FP Equity_DX_SUPPLY_SI_QTY_DEC,AM3A FP Equity_DX_BROKER_SI_MV_NEW_y,AM3A FP Equity_DX_BROKER_SI_MV_INC_y,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_y,AM3A FP Equity_DX_BROKER_SI_MV_ADD,AM3A FP Equity_DX_SUPPLY_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_DEC,AM3A FP Equity_DX_SUPPLY_SI_MV,AM3A FP Equity_DX_BROKER_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_MV_RMV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AM3A FP Equity_DX_UTILIZATION_QUANTITY,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AM3A FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_MV,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AM3A FP Equity_DX_BROKER_SI_CON_RATIO,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AM3A FP Equity_DX_DEMAND_SUPPLY_RATIO,AM3A FP Equity_PX_LAST
2020-07-14,72814.0,17895045.33,31.24,6.02,17.88,17895045.33,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.7638
2020-07-15,72814.0,17895795.32,32.11,6.02,17.9,17895795.32,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.7741
2020-07-16,72814.0,17926879.61,35.52,6.02,17.86,17926879.61,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.201
2020-07-17,72814.0,17888768.77,35.32,6.02,17.88,17888768.77,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.6776
2020-07-20,72814.0,17925707.31,35.44,6.02,17.94,17925707.31,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.1849
2020-07-21,72814.0,17929908.68,35.0,6.02,17.95,17929908.68,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.2426
2020-07-22,72814.0,17977084.87,35.03,6.02,17.97,17977084.87,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.8905
2020-07-23,72814.0,17966126.36,34.96,6.02,17.93,17966126.36,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.74
2020-07-24,72814.0,17927134.46,36.1,6.02,17.97,17927134.46,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.2045
2020-07-27,72814.0,17980958.57,34.8,6.02,17.99,17980958.57,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.9437
2020-07-28,72814.0,17999518.86,34.75,6.09,17.97,17999518.86,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.1986
2020-07-29,72814.0,17975941.69,34.67,6.09,18.01,17975941.69,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.8748
2020-07-30,72814.0,18045151.39,35.87,6.09,18.11,18045151.39,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8253
2020-07-31,72814.0,18010979.78,43.15,5.97,17.99,18010979.78,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.356
2020-08-03,72814.0,18009698.26,45.26,5.97,18.03,18009698.26,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.3384
2020-08-04,72814.0,18063063.64,45.02,5.97,18.1,18063063.64,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.0713
2020-08-05,72814.0,17996992.21,91.24,5.97,17.98,17996992.21,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.1639
2020-08-06,72814.0,18045253.33,99.41,5.97,18.97,18045253.33,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8267
2020-08-07,72814.0,18017715.08,98.07,5.97,18.05,18017715.08,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.4485
2020-08-10,72814.0,18048843.06,91.5,6.02,18.03,18048843.06,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.876
2020-08-11,72814.0,17964043.88,109.9,6.02,17.92,17964043.88,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.7114
2020-08-12,72814.0,17936840.57,111.22,6.02,17.93,17936840.57,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.3378
2020-08-13,72814.0,17867638.14,118.97,6.02,17.86,17867638.14,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.3874
2020-08-14,72814.0,17870288.57,123.96,5.85,17.87,17870288.57,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.4238
2020-08-17,72814.0,17924585.97,103.92,5.85,17.93,17924585.97,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.1695
2020-08-18,72814.0,17920974.4,102.94,5.83,17.92,17920974.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.1199
2020-08-19,72814.0,17954388.74,102.04,5.83,17.9,17954388.74,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.5788
2020-08-20,72814.0,17987948.72,99.26,5.83,18.0,17987948.72,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0397
2020-08-21,72814.0,17998098.99,96.92,5.83,18.03,17998098.99,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.1791
2020-08-24,72814.0,17977944.07,98.53,5.83,17.96,17977944.07,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.9023
2020-08-25,72814.0,17872101.64,98.78,5.83,17.91,17872101.64,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.4487
2020-08-26,72814.0,17864776.55,105.1,5.83,17.86,17864776.55,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.3481
2020-08-27,72814.0,17836692.19,105.45,5.83,17.88,17836692.19,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.9624
2020-08-28,72814.0,17824801.67,89.41,5.83,17.85,17824801.67,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.7991
2020-08-31,72814.0,17821677.95,88.77,5.83,17.82,17821677.95,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.7562
2020-09-01,72814.0,17849347.27,92.0,5.71,17.82,17849347.27,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.1362
2020-09-02,72814.0,17946306.39,83.66,5.68,17.96,17946306.39,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.4678
2020-09-03,72814.0,17965478.32,84.12,5.68,18.0,17965478.32,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.7311
2020-09-04,72814.0,17937284.73,82.6,5.68,17.95,17937284.73,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.3439
2020-09-07,72814.0,17915134.72,90.98,5.68,17.92,17915134.72,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.0397
2020-09-08,72814.0,17964757.46,91.81,5.68,17.94,17964757.46,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.7212
2020-09-09,72814.0,17913008.55,91.71,5.68,17.91,17913008.55,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.0105
2020-09-10,72814.0,17879987.4,90.27,5.68,17.82,17879987.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.557
2020-09-11,72814.0,17953595.07,82.95,5.68,17.97,17953595.07,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.5679
2020-09-14,72814.0,17958189.63,83.31,5.68,17.96,17958189.63,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.631
2020-09-15,72814.0,17970888.4,83.12,6.01,17.97,17970888.4,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.8054
2020-09-16,72814.0,17978344.55,84.58,6.01,17.95,17978344.55,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.9078
2020-09-17,72814.0,17990256.92,85.23,6.01,18.03,17990256.92,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0714
2020-09-18,72814.0,17990701.09,82.07,6.06,17.95,17990701.09,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0775
2020-09-21,72814.0,18050190.12,87.09,6.06,18.1,18050190.12,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8945
2020-09-22,72814.0,18017234.51,81.57,6.06,18.02,18017234.51,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.4419
2020-09-23,72814.0,18019499.02,77.21,6.06,17.99,18019499.02,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.473
2020-09-24,72814.0,18009275.94,67.91,6.06,18.02,18009275.94,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.3326
2020-09-25,72814.0,18045581.0,67.34,6.09,18.07,18045581.0,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8312
2020-09-28,72814.0,18049993.53,73.05,6.09,18.06,18049993.53,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8918
2020-09-29,72814.0,18074757.57,74.52,6.09,18.08,18074757.57,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.2319
2020-09-30,72814.0,18026336.26,72.26,6.09,18.02,18026336.26,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.5669
2020-10-01,72814.0,18049432.86,72.07,6.09,18.05,18049432.86,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8841
2020-10-02,72814.0,18066711.62,75.68,6.08,18.06,18066711.62,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.1214
2020-10-05,72814.0,18027370.22,73.23,6.08,18.02,18027370.22,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.5811
2020-10-06,72814.0,18028615.33,71.56,6.08,17.95,18028615.33,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.5982
2020-10-07,72814.0,18004943.5,72.27,6.08,17.99,18004943.5,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.2731
2020-10-08,72814.0,18047190.19,72.2,6.08,18.06,18047190.19,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.8533
2020-10-09,72814.0,18073818.27,83.83,6.08,18.1,18073818.27,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.219
2020-10-12,72814.0,18091308.19,83.89,6.08,18.1,18091308.19,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.4592
2020-10-13,72814.0,18104662.28,81.71,6.08,18.12,18104662.28,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.6426
2020-10-14,72814.0,18135491.72,82.19,6.08,18.13,18135491.72,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.066
2020-10-15,72814.0,18176464.16,82.47,6.08,18.21,18176464.16,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.6287
2020-10-16,72814.0,18195221.05,78.43,6.08,18.19,18195221.05,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.8863
2020-10-19,72814.0,18194048.74,74.72,6.08,18.15,18194048.74,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.8702
2020-10-20,72814.0,18171520.09,75.34,6.08,18.16,18171520.09,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.5608
2020-10-21,72814.0,18144258.53,74.99,6.08,18.14,18144258.53,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.1864
2020-10-22,72814.0,18096550.8,66.83,6.08,18.09,18096550.8,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.5312
2020-10-23,72814.0,18109089.37,65.77,6.08,18.14,18109089.37,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.7034
2020-10-26,72814.0,18115715.44,57.99,6.08,18.11,18115715.44,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.7944
2020-10-27,72814.0,18174694.78,58.28,6.13,18.13,18174694.78,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.6044
2020-10-28,72814.0,18185493.1,58.23,5.88,18.17,18185493.1,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.7527
2020-10-29,72814.0,18214895.39,53.84,5.88,18.24,18214895.39,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.1565
2020-10-30,72814.0,18194179.81,53.62,5.88,18.2,18194179.81,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.872
2020-11-02,72814.0,18214625.98,53.27,5.88,18.24,18214625.98,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.1528
2020-11-03,72814.0,18198752.53,54.11,5.88,18.21,18198752.53,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.9348
2020-11-04,72814.0,18222293.29,52.97,5.88,18.24,18222293.29,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.2581
2020-11-05,72814.0,18211422.16,58.84,5.83,18.24,18211422.16,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.1088
2020-11-06,72814.0,18187510.05,57.05,5.83,18.18,18187510.05,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.7804
2020-11-09,72814.0,17986521.56,54.77,5.83,17.98,17986521.56,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0201
2020-11-10,72814.0,17991130.69,53.49,5.83,17.98,17991130.69,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.0834
2020-11-11,72814.0,18022258.67,54.28,5.83,18.03,18022258.67,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.5109
2020-11-12,72814.0,18064410.7,54.44,5.83,18.07,18064410.7,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.0898
2020-11-13,72814.0,18092990.19,53.29,5.98,18.11,18092990.19,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.4823
2020-11-16,72814.0,18113312.58,52.95,5.98,18.12,18113312.58,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9950.46,0.01,0.0,,1.0,100.0,1820.35,248.7614
2020-11-17,72814.0,18132287.91,53.56,5.98,18.13,18132287.91,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9960.88,0.01,0.0,,1.0,100.0,1820.35,249.022
2020-11-18,72814.0,18127045.3,46.66,5.98,18.1,18127045.3,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9958.0,0.01,0.0,,1.0,100.0,1820.35,248.95
2020-11-19,72814.0,18148889.5,44.41,5.98,18.13,18148889.5,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9970.0,0.01,0.0,,1.0,100.0,1820.35,249.25
2020-11-20,72814.0,18168913.35,44.25,5.98,18.19,18168913.35,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9981.0,0.01,0.0,,1.0,100.0,1820.35,249.525
2020-11-23,72814.0,18141608.1,44.05,5.98,18.15,18141608.1,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9966.0,0.01,0.0,,1.0,100.0,1820.35,249.15
2020-11-24,72814.0,18133212.65,42.46,5.98,18.17,18133212.65,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9961.39,0.01,0.0,,1.0,100.0,1820.35,249.0347
2020-11-25,72814.0,18141666.35,43.86,6.38,18.15,18141666.35,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9966.03,0.01,0.0,,1.0,100.0,1820.35,249.1508
2020-11-26,72814.0,18165265.37,43.89,6.38,18.17,18165265.37,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9979.0,0.01,0.0,,1.0,100.0,1820.35,249.4749
2020-11-27,72814.0,18163452.3,44.88,6.8,18.18,18163452.3,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9978.0,0.01,0.0,,1.0,100.0,1820.35,249.45
2020-11-30,72814.0,18123084.22,45.96,6.8,18.09,18123084.22,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9955.82,0.01,0.0,,1.0,100.0,1820.35,248.8956
2020-12-01,72814.0,18059692.35,43.41,6.8,18.09,18059692.35,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9921.0,0.01,0.0,,1.0,100.0,1820.35,248.025
2020-12-02,72814.0,18043491.24,42.1,6.8,18.08,18043491.24,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9912.1,0.01,0.0,,1.0,100.0,1820.35,247.8025
2020-12-03,72814.0,18097009.52,44.75,6.8,18.09,18097009.52,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9941.5,0.01,0.0,,1.0,100.0,1820.35,248.5375
2020-12-04,72814.0,18082177.31,46.95,7.06,18.04,18082177.31,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9933.35,0.01,0.0,,1.0,100.0,1820.35,248.3338
2020-12-07,72814.0,18145154.14,51.18,7.06,18.11,18145154.14,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9967.95,0.01,0.0,,1.0,100.0,1820.35,249.1987
2020-12-08,72814.0,18183476.15,50.76,7.06,18.17,18183476.15,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9989.0,0.01,0.0,,1.0,100.0,1820.35,249.725
2020-12-09,72814.0,18175765.15,50.43,7.06,18.19,18175765.15,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9984.76,0.01,0.0,,1.0,100.0,1820.35,249.6191
2020-12-10,72814.0,18175277.29,54.28,7.06,18.2,18175277.29,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9984.5,0.01,0.0,,1.0,100.0,1820.35,249.6124
2020-12-11,72814.0,18223523.85,55.02,7.06,18.21,18223523.85,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,10011.0,0.01,0.0,,1.0,100.0,1820.35,250.275
2020-12-14,72814.0,18204162.61,53.2,7.54,18.17,18204162.61,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,10000.36,0.01,0.0,,1.0,100.0,1820.35,250.0091
2020-12-15,72814.0,18186570.75,50.43,7.54,18.18,18186570.75,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9990.7,0.01,0.0,,1.0,100.0,1820.35,249.7675
2020-12-16,72814.0,18123404.6,43.8,7.54,18.17,18123404.6,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9956.0,0.01,0.0,,1.0,100.0,1820.35,248.9
2020-12-17,72814.0,18133467.49,41.78,7.54,18.15,18133467.49,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9961.53,0.01,0.0,,1.0,100.0,1820.35,249.0382
2020-12-18,72814.0,18121584.25,38.78,7.54,18.17,18121584.25,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9955.0,0.01,0.0,,1.0,100.0,1820.35,248.875
2020-12-21,72814.0,18145248.8,40.03,7.54,18.16,18145248.8,0.0,72814.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,40.0,9968.0,0.01,0.0,,1.0,100.0,1820.35,249.2
