,STF FP Equity_DX_SI_QTY,STF FP Equity_DX_SHORT_INTEREST_VALUE,STF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STF FP Equity_DX_SI_MV,STF FP Equity_DX_DSS,STF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY,STF FP Equity_DX_BROKER_SI_QTY,STF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STF FP Equity_DX_BROKER_SI_MV_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_INC_x,STF FP Equity_DX_BROKER_SI_MV_INC_x,STF FP Equity_DX_SUPPLY_SI_MV_NEW,STF FP Equity_DX_BROKER_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_NEW,STF FP Equity_DX_SUPPLY_SI_MV_DEC,STF FP Equity_DX_BROKER_SI_QTY_INC,STF FP Equity_DX_SUPPLY_SI_QTY_DEC,STF FP Equity_DX_BROKER_SI_MV_NEW_y,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STF FP Equity_DX_BROKER_SI_MV_INC_y,STF FP Equity_DX_SUPPLY_SI_QTY_INC_y,STF FP Equity_DX_BROKER_SI_MV_ADD,STF FP Equity_DX_SUPPLY_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_DEC,STF FP Equity_DX_SUPPLY_SI_MV,STF FP Equity_DX_BROKER_SI_MV_DEC,STF FP Equity_DX_SUPPLY_SI_MV_RMV,STF FP Equity_DX_BROKER_SI_MV_RMV,STF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STF FP Equity_DX_UTILIZATION_QUANTITY,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STF FP Equity_DX_ACTIVE_UTILIZATION_MV,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STF FP Equity_DX_BROKER_SI_CON_RATIO,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STF FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-03-25,12365.0,828455.0,0.43,2.12,0.1,0.84,0.0,774855.0,4812.0,11565.0,322404.0,,,,,,,,0.15,,2248.0,,,,,,,2248.0,0.32,0.15,,,4.45,4.45,103401.0,6927867.0,,6.95,4.42,9.15,0.7043,83.28,0.1143
2020-03-26,12365.0,838347.0,0.43,2.12,0.1,0.84,0.0,784107.0,4812.0,11565.0,326253.6,,,,,,,,,,,,,,,,,,0.32,,,,4.41,4.41,104287.0,7070658.6,,6.97,4.38,9.17,0.7026,83.17,0.1133
2020-03-27,12365.0,816090.0,0.43,2.1,0.1,0.84,0.0,763290.0,4812.0,11565.0,317592.0,,,,,,,,,,,,,,,,,,0.32,,,,4.41,4.41,104287.0,6882942.0,,7.02,4.37,9.18,0.7046,83.3,0.1133
2020-03-30,12365.0,791360.0,0.43,2.08,0.1,0.83,0.0,740160.0,4812.0,11565.0,307968.0,,,,,,,,,,,,,,,,,,0.32,,,,4.45,4.45,103292.0,6610688.0,,6.78,4.48,9.13,0.7059,83.39,0.1144
2020-03-31,12365.0,785177.5,0.43,2.06,0.1,0.8,0.0,734377.5,4812.0,11565.0,305562.0,,,,,,,,,,,,,,,,,,0.31,,,,4.45,4.45,103232.0,6555232.0,,6.59,4.46,9.12,0.705,83.33,0.1144
2020-04-01,12365.0,803725.0,0.43,2.05,0.1,0.8,0.0,751725.0,4812.0,11565.0,312780.0,,,,,,,,,,,,,,,,,,0.31,,,,4.48,4.48,102600.0,6669000.0,,6.54,4.49,9.09,0.7036,83.25,0.1151
2020-04-02,12961.0,843761.1,0.45,2.04,0.1,0.86,0.0,772281.3,5110.0,11863.0,332661.0,,,298.0,0.02,,,,,298.0,,,,0.02,298.0,,,,0.33,,,,4.74,4.74,102751.0,6689090.1,,6.69,4.75,10.95,0.6484,79.55,0.1202
2020-04-03,11437.0,754842.0,0.4,1.8,0.09,0.76,0.0,682374.0,5110.0,10339.0,337260.0,,,,,,,,0.04,,624.0,,,,,,,1524.0,0.33,0.09,,,100.0,4.77,0.0,0.0,,0.0,100.0,12.33,0.6127,77.0,0.1068
2020-04-06,11437.0,763991.6,0.4,1.87,0.09,0.77,0.0,690645.2,4486.0,10339.0,299664.8,,,,,,,,,,,,,,,,,,0.3,,,,4.19,4.19,102651.0,6857086.8,,6.79,4.19,12.32,0.6118,76.94,0.1068
2020-04-07,11437.0,752554.6,0.4,1.89,0.09,0.78,0.0,680306.2,4486.0,10339.0,295178.8,,,,,,,,,,,,,,,,,,0.3,,,,4.19,4.19,102600.0,6751080.0,,6.82,4.18,12.37,0.6125,76.98,0.1068
2020-04-08,11437.0,752554.6,0.4,1.9,0.09,0.77,0.0,680306.2,4486.0,10339.0,295178.8,,,,,,,,,,,,,,,,,,0.3,,,,4.19,4.19,102510.0,6745158.0,,6.75,4.2,12.32,0.6125,76.99,0.1069
2020-04-09,11437.0,775428.6,0.4,1.91,0.09,0.77,0.0,700984.2,4486.0,10339.0,304150.8,,,,,,,,,,,,,,,,,,0.29,,,,4.13,4.13,104140.0,7060692.0,,6.88,4.1,12.34,0.6124,76.98,0.1053
2020-04-10,11437.0,775428.6,0.4,1.89,0.09,0.77,0.0,700984.2,4486.0,10339.0,304150.8,,,,,,,,,,,,,,,,,,0.3,,,,4.13,4.13,104140.0,7060692.0,,7.06,4.11,12.65,0.6068,76.56,0.1053
2020-04-13,11437.0,775428.6,0.4,1.89,0.09,0.79,0.0,700984.2,4486.0,10339.0,304150.8,,,,,,,,,,,,,,,,,,0.3,,,,4.13,4.13,104140.0,7060692.0,,7.09,4.12,12.33,0.6125,76.99,0.1053
2020-04-14,11437.0,783434.5,0.4,1.89,0.09,0.79,0.0,708221.5,4486.0,10339.0,307291.0,,,,,,,,,,,,,,,,,,0.3,,,,4.13,4.13,104140.0,7133590.0,,7.06,4.12,12.34,0.6116,76.92,0.1053
2020-04-15,10976.0,739782.4,0.38,1.87,0.08,0.77,0.0,665777.2,4335.0,9878.0,292179.0,,,,,,,,,,,,,,,,,461.0,0.3,0.02,0.01,,4.0,4.0,104126.0,7018092.4,151.0,7.12,4.01,12.83,0.6007,76.11,0.1012
2020-04-16,10440.0,700524.0,0.36,1.88,0.08,0.72,0.0,626848.2,4486.0,9342.0,301010.6,,151.0,,,0.01,,,,,,,151.0,,,,,536.0,0.3,0.05,,,4.13,4.13,104140.0,6987794.0,,7.03,4.14,13.52,0.5829,74.77,0.0961
2020-04-17,10440.0,701568.0,0.36,1.94,0.08,0.71,0.0,627782.4,4026.0,9342.0,270547.2,,,,,,,,0.03,,460.0,,,,,,,,0.27,,,,3.71,3.71,104600.0,7029120.0,,7.02,3.7,13.55,0.582,74.7,0.0961
2020-04-20,10440.0,715140.0,0.36,1.95,0.08,0.72,0.0,639927.0,4026.0,9342.0,275781.0,,,,,,,,,,,,,,,,,,0.27,,,,3.71,3.71,104600.0,7165100.0,,7.04,3.71,13.52,0.5814,74.66,0.0961
2020-04-21,10440.0,723492.0,0.36,2.02,0.08,0.73,0.0,647400.6,4026.0,9342.0,279001.8,,,,,,,,,,,,,,,,,,0.28,,,,3.69,3.69,105216.0,7291468.8,,7.23,3.68,13.53,0.5818,74.69,0.0956
2020-04-22,10440.0,732888.0,0.36,2.09,0.08,0.74,0.0,655808.4,4026.0,9342.0,282625.2,,,,,,,,,,,,,,,,,,0.28,,,,3.69,3.69,105156.0,7381951.2,,7.31,3.69,13.52,0.5819,74.7,0.0956
2020-04-23,10440.0,769428.0,0.36,2.25,0.08,0.75,0.0,688505.4,4026.0,9342.0,296716.2,,,,,,,,,,,,,,,,,,0.29,,,,3.69,3.69,105156.0,7749997.2,,7.46,3.69,13.49,0.5801,74.57,0.0956
2020-04-24,10440.0,730800.0,0.36,2.3,0.08,0.78,0.0,653940.0,4026.0,9342.0,281820.0,,,,,,,,,,,,,,,,,,0.29,,,,3.69,3.69,105184.0,7362880.0,,7.69,3.68,13.57,0.5849,74.91,0.0956
2020-04-27,10440.0,741240.0,0.36,2.38,0.08,0.75,0.0,663282.0,4026.0,9342.0,285846.0,,,,,,,,,,,,,,,,,,0.28,,,,3.69,3.69,105206.0,7469626.0,,7.38,3.68,13.54,0.5814,74.66,0.0956
2020-04-28,10440.0,733932.0,0.36,2.61,0.08,0.76,0.0,656742.6,4026.0,9342.0,283027.8,,,,,,,,,,,,,,,,,,0.29,,,,3.52,3.52,110436.0,7763650.8,,7.83,3.52,13.54,0.5829,74.77,0.0912
2020-04-29,9590.0,663628.0,0.33,2.48,0.07,0.68,0.0,587646.4,4026.0,8492.0,278599.2,,,,,,,,,,,,,,,,,850.0,0.28,0.07,,,3.52,3.52,110436.0,7642171.2,,7.74,3.51,14.84,0.5526,72.39,0.0838
2020-04-30,9590.0,657874.0,0.33,2.8,0.07,0.67,0.0,582551.2,3176.0,8492.0,217873.6,,,,,,,,0.06,,850.0,,,,,,,,0.22,,,,2.78,2.78,111136.0,7623929.6,,7.66,2.78,14.84,0.5515,72.3,0.0839
2020-05-01,9590.0,657874.0,0.33,3.12,0.07,0.67,0.0,582551.2,3176.0,8492.0,217873.6,,,,,,,,,,,,,,,,,,0.22,,,,2.78,2.78,111136.0,7623929.6,,7.62,2.78,14.83,0.5517,72.32,0.0839
2020-05-04,9590.0,642530.0,0.33,3.12,0.07,0.67,0.0,568964.0,3176.0,8492.0,212792.0,,,,,,,,,,,,,,,,,,0.22,,,,2.78,2.78,111136.0,7446112.0,,7.61,2.78,14.81,0.5535,72.46,0.0839
2020-05-05,9590.0,645407.0,0.33,3.11,0.07,0.65,0.0,571511.6,3176.0,8492.0,213744.8,,,,,,,,,,,,,,,,,,0.21,,,,2.78,2.78,111136.0,7479452.8,,7.47,2.78,14.8,0.5519,72.34,0.0839
2020-05-06,9590.0,663628.0,0.33,3.3,0.07,0.66,0.0,587646.4,3176.0,8492.0,219779.2,,,,,,,,,,,,,,,,,,0.22,,,,2.78,2.78,111136.0,7690611.2,,7.52,2.79,14.78,0.5507,72.25,0.0839
2020-05-07,9590.0,655956.0,0.33,3.34,0.07,0.67,0.0,580852.8,3176.0,8492.0,217238.4,,,,,,,,,,,,,,,,,,0.22,,,,2.78,2.78,111136.0,7601702.4,,7.67,2.78,14.83,0.5524,72.37,0.0839
2020-05-08,9590.0,660751.0,0.33,3.36,0.07,0.67,0.0,585098.8,3176.0,8492.0,218826.4,,,,,,,,,,,,,,,,,,0.22,,,,2.78,2.78,111136.0,7657270.4,,7.6,2.79,14.81,0.5504,72.22,0.0839
2020-05-11,9020.0,621478.0,0.31,3.2,0.07,0.63,0.0,545825.8,3176.0,7922.0,218826.4,,,,,,,,,,,,,,,,,570.0,0.22,0.04,,,2.78,2.78,111136.0,7657270.4,,7.67,2.78,15.81,0.5289,70.45,0.0789
2020-05-12,9020.0,624184.0,0.31,3.25,0.07,0.63,0.0,548202.4,2606.0,7922.0,180335.2,,,,,,,,0.04,,570.0,,,,,,,,0.18,,,,2.28,2.28,111706.0,7730055.2,,7.7,2.28,15.82,0.5288,70.44,0.0789
2020-05-13,8520.0,586176.0,0.3,3.16,0.07,0.6,0.0,545033.6,2606.0,7922.0,179292.8,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7681244.8,,7.73,2.28,16.72,0.5892,74.57,0.0746
2020-05-14,8520.0,578508.0,0.3,3.18,0.07,0.59,0.0,537903.8,2606.0,7922.0,176947.4,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7580763.4,,7.67,2.28,16.73,0.5892,74.57,0.0746
2020-05-15,8520.0,583620.0,0.3,3.21,0.07,0.58,0.0,542657.0,2606.0,7922.0,178511.0,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7647751.0,,7.59,2.28,16.74,0.589,74.56,0.0746
2020-05-18,8520.0,594696.0,0.3,3.23,0.07,0.59,0.0,552955.6,2606.0,7922.0,181898.8,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7792890.8,,7.65,2.28,16.76,0.5889,74.54,0.0746
2020-05-19,8520.0,598104.0,0.3,3.82,0.07,0.6,0.0,556124.4,2606.0,7922.0,182941.2,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7837549.2,,7.79,2.28,16.75,0.589,74.55,0.0746
2020-05-20,8520.0,589584.0,0.3,3.75,0.07,0.6,0.0,548202.4,2606.0,7922.0,180335.2,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7725903.2,,7.82,2.28,16.75,0.589,74.55,0.0746
2020-05-21,8520.0,583620.0,0.3,3.76,0.07,0.6,0.0,542657.0,2606.0,7922.0,178511.0,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7647751.0,,7.72,2.28,16.73,0.5892,74.57,0.0746
2020-05-22,8520.0,579360.0,0.3,3.78,0.07,0.59,0.0,538696.0,2606.0,7922.0,177208.0,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7591928.0,,7.65,2.29,16.61,0.5915,74.76,0.0746
2020-05-25,8520.0,588732.0,0.3,3.97,0.07,0.59,0.0,547410.2,2606.0,7922.0,180074.6,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7714738.6,,7.61,2.28,16.49,0.5935,74.92,0.0746
2020-05-26,6431.0,445025.2,0.22,2.97,0.05,0.45,0.0,403643.6,2606.0,5833.0,180335.2,,,,,,,,,,,,,,,,,2089.0,0.18,0.15,,,2.28,2.28,111646.0,7725903.2,,7.7,2.28,22.14,0.4984,66.36,0.0563
2020-05-27,6431.0,451456.2,0.22,3.1,0.05,0.45,0.0,409476.6,2606.0,5833.0,182941.2,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7837549.2,,7.74,2.28,22.1,0.4988,66.41,0.0563
2020-05-28,6431.0,452742.4,0.22,3.16,0.05,0.46,0.0,410643.2,2606.0,5833.0,183462.4,,,,,,,,,,,,,,,,,,0.18,,,,2.28,2.28,111646.0,7859878.4,,7.82,2.28,22.14,0.4985,66.37,0.0563
2020-05-29,6431.0,472678.5,0.22,3.07,0.05,0.46,0.0,428725.5,2606.0,5833.0,191541.0,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8205981.0,,7.91,2.29,22.12,0.4987,66.39,0.0563
2020-06-01,6431.0,470106.1,0.22,3.0,0.05,0.48,0.0,426392.3,2606.0,5833.0,190498.6,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8161322.6,,8.13,2.3,22.11,0.4987,66.4,0.0563
2020-06-02,6431.0,465604.4,0.22,3.05,0.05,0.48,0.0,422309.2,2606.0,5833.0,188674.4,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8083170.4,,8.14,2.28,22.12,0.4986,66.39,0.0563
2020-06-03,6431.0,475894.0,0.22,3.04,0.05,0.47,0.0,431642.0,2606.0,5833.0,192844.0,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8261804.0,,8.1,2.27,22.03,0.4998,66.51,0.0563
2020-06-04,7931.0,586894.0,0.28,3.69,0.06,0.59,0.0,542642.0,2606.0,7333.0,192844.0,,,,,,1500.0,,,,,,,,,0.11,,,0.19,,,,2.28,2.28,111646.0,8261804.0,,8.24,2.28,18.73,0.3643,53.94,0.0694
2020-06-05,7931.0,588480.2,0.28,3.56,0.06,0.59,0.0,544108.6,2606.0,7333.0,193365.2,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8284133.2,,8.28,2.28,18.73,0.3647,53.99,0.0694
2020-06-08,7931.0,594031.9,0.26,3.63,0.06,0.6,0.0,549241.7,2606.0,7333.0,195189.4,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8362285.4,,8.3,2.28,18.84,0.3641,53.9,0.0694
2020-06-09,7931.0,591652.6,0.26,3.85,0.06,0.6,0.0,547041.8,2606.0,7333.0,194407.6,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8328791.6,,8.35,2.28,18.65,0.3648,54.01,0.0694
2020-06-10,7931.0,589273.3,0.26,3.99,0.06,0.6,0.0,544841.9,2606.0,7333.0,193625.8,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8295297.8,,8.32,2.28,18.65,0.3649,54.02,0.0694
2020-06-11,7931.0,583721.6,0.26,4.33,0.06,0.6,0.0,539708.8,2606.0,7333.0,191801.6,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8217145.6,,8.29,2.29,18.55,0.3655,54.11,0.0694
2020-06-12,7931.0,578963.0,0.26,4.49,0.06,0.59,0.0,535309.0,2606.0,7333.0,190238.0,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8150158.0,,8.22,2.28,18.54,0.3656,54.14,0.0694
2020-06-15,7931.0,567859.6,0.26,4.56,0.06,0.58,0.0,525042.8,2606.0,7333.0,186589.6,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,7993853.6,,8.13,2.27,18.43,0.3656,54.14,0.0694
2020-06-16,7931.0,579756.1,0.26,4.7,0.06,0.58,0.0,536042.3,2606.0,7333.0,190498.6,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111646.0,8161322.6,,8.07,2.28,19.02,0.3633,53.78,0.0694
2020-06-17,7931.0,576583.7,0.26,4.82,0.06,0.59,0.0,533109.1,2606.0,7333.0,189456.2,,,,,,,,,,,,,,,,,,0.19,,,,2.28,2.28,111586.0,8112302.2,,8.15,2.28,18.62,0.3651,54.05,0.0695
2020-06-18,6817.0,505821.4,0.22,4.22,0.05,0.5,0.0,461449.8,1492.0,6219.0,110706.4,,,,,,,,0.08,,1114.0,,,,,,,1114.0,0.11,0.09,,,1.31,1.31,112700.0,8362340.0,,8.22,1.31,22.36,0.3109,45.66,0.0597
2020-06-19,6817.0,508548.2,0.22,4.39,0.05,0.51,0.0,463937.4,1492.0,6219.0,111303.2,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112670.0,8405182.0,,8.38,1.31,22.09,0.3114,45.81,0.0597
2020-06-22,6817.0,516046.9,0.22,4.3,0.05,0.51,0.0,470778.3,1492.0,6219.0,112944.4,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112670.0,8529119.0,,8.41,1.31,22.26,0.3112,45.73,0.0597
2020-06-23,6817.0,516046.9,0.22,4.11,0.05,0.52,0.0,470778.3,1492.0,6219.0,112944.4,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112670.0,8529119.0,,8.52,1.31,22.01,0.3118,45.88,0.0597
2020-06-24,6817.0,512638.4,0.22,3.99,0.05,0.52,0.0,467668.8,1492.0,6219.0,112198.4,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112670.0,8472784.0,,8.54,1.3,21.89,0.3119,45.93,0.0597
2020-06-25,6817.0,501049.5,0.22,4.03,0.05,0.51,0.0,457096.5,1492.0,6219.0,109662.0,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112502.0,8268897.0,,8.47,1.3,21.61,0.3126,46.09,0.0598
2020-06-26,6817.0,498322.7,0.22,4.09,0.05,0.5,0.0,454608.9,1492.0,6219.0,109065.2,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112502.0,8223896.2,,8.26,1.31,21.91,0.3119,45.93,0.0598
2020-06-29,6817.0,494232.5,0.22,4.11,0.05,0.5,0.0,450877.5,1492.0,6219.0,108170.0,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112502.0,8156395.0,,8.21,1.31,21.86,0.3121,45.96,0.0598
2020-06-30,6817.0,493550.8,0.22,4.18,0.05,0.49,0.0,450255.6,1492.0,6219.0,108020.8,,,,,,,,,,,,,,,,,,0.11,,,,1.31,1.31,112502.0,8145144.8,,8.16,1.31,21.98,0.3117,45.88,0.0598
2020-07-01,6666.0,479952.0,0.22,4.19,0.05,0.48,0.0,436896.0,1341.0,6068.0,96552.0,,,,,,,,0.01,,151.0,,,,,,,151.0,0.1,0.01,,,1.18,1.18,112653.0,8111016.0,,8.15,1.18,22.41,0.3257,46.97,0.0585
2020-07-02,6070.0,437647.0,0.2,3.84,0.05,0.44,0.0,416017.0,1043.0,5770.0,75200.3,,,,,,,,0.02,,298.0,,,,,,,298.0,0.08,0.02,,,0.92,0.92,112653.0,8122281.3,,8.11,0.92,24.66,0.3652,51.65,0.0534
2020-07-03,5470.0,393840.0,0.18,3.52,0.04,0.4,0.0,393840.0,743.0,5470.0,53496.0,,,,,,,,0.02,,300.0,,,,,,,300.0,0.05,0.02,,,0.66,0.66,112653.0,8111016.0,,8.12,0.66,27.31,0.4267,57.32,0.0482
2020-07-06,5470.0,357738.0,0.18,3.45,0.04,0.38,0.0,357738.0,743.0,5470.0,48592.2,,,,,,,,,,,,,,,,,,0.05,,,,0.23,0.23,320603.0,20967436.2,,12.43,0.4,25.55,0.4341,58.64,0.017
2020-07-07,5470.0,373601.0,0.18,3.0,0.04,0.36,0.0,373601.0,743.0,5470.0,50746.9,,,,,,,,,,,,,,,,,,0.05,,,,0.23,0.23,320603.0,21897184.9,,11.92,0.42,28.29,0.4222,56.48,0.017
2020-07-08,5470.0,377430.0,0.18,2.43,0.04,0.37,0.0,377430.0,743.0,5470.0,51267.0,,,,,,,,,,,,,,,,,,0.05,,,,0.23,0.23,316921.0,21867549.0,,12.0,0.42,27.63,0.4249,57.01,0.0172
2020-07-09,5470.0,377430.0,0.18,2.36,0.04,0.38,0.0,377430.0,743.0,5470.0,51267.0,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112639.0,7772091.0,,7.78,0.65,27.42,0.4257,57.17,0.0482
2020-07-10,5470.0,381259.0,0.18,2.42,0.04,0.38,0.0,381259.0,743.0,5470.0,51787.1,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112639.0,7850938.3,,7.78,0.66,27.62,0.4249,57.01,0.0482
2020-07-13,5470.0,384541.0,0.18,2.49,0.04,0.38,0.0,384541.0,743.0,5470.0,52232.9,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112639.0,7918521.7,,7.84,0.66,27.59,0.425,57.03,0.0482
2020-07-14,5470.0,387276.0,0.18,2.47,0.04,0.39,0.0,387276.0,743.0,5470.0,52604.4,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112579.0,7970593.2,,7.92,0.66,27.56,0.4252,57.06,0.0483
2020-07-15,5470.0,385635.0,0.18,2.37,0.04,0.39,0.0,385635.0,743.0,5470.0,52381.5,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112579.0,7936819.5,,7.96,0.65,27.34,0.4261,57.23,0.0483
2020-07-16,5470.0,370866.0,0.18,2.39,0.04,0.39,0.0,370866.0,743.0,5470.0,50375.4,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112018.0,7594820.4,,7.86,0.65,27.42,0.4257,57.16,0.0485
2020-07-17,5470.0,364849.0,0.18,2.3,0.04,0.37,0.0,364849.0,743.0,5470.0,49558.1,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112018.0,7471600.6,,7.58,0.65,27.1,0.4271,57.42,0.0485
2020-07-20,7070.0,481467.0,0.23,2.91,0.05,0.47,0.0,481467.0,743.0,7070.0,50598.3,,,,0.11,,,,,1600.0,,,,0.11,,,,,0.05,,,,0.66,0.66,112018.0,7628425.8,,7.49,0.67,34.4,0.3587,44.03,0.0627
2020-07-21,7070.0,489951.0,0.23,2.87,0.05,0.48,0.0,489951.0,743.0,7070.0,51489.9,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112018.0,7762847.4,,7.63,0.67,34.43,0.3589,44.06,0.0627
2020-07-22,7070.0,494193.0,0.23,2.83,0.05,0.49,0.0,494193.0,743.0,7070.0,51935.7,,,,,,,,,,,,,,,,,,0.05,,,,0.66,0.66,112018.0,7830058.2,,7.76,0.66,34.49,0.3595,44.15,0.0627
2020-07-23,7170.0,498315.0,0.24,2.85,0.06,0.5,0.0,498315.0,843.0,7170.0,58588.5,,,,0.01,,,,,100.0,,,,0.01,,,100.0,,0.06,,,,0.75,0.75,112118.0,7792201.0,,7.83,0.74,35.51,0.3601,43.66,0.0635
2020-07-24,7170.0,484692.0,0.24,2.89,0.06,0.5,0.0,484692.0,843.0,7170.0,56986.8,,,,,,,,,,,,,,,,,,0.06,,,,0.75,0.75,112135.0,7580326.0,,7.74,0.74,35.67,0.3615,43.86,0.0635
2020-07-27,7170.0,470352.0,0.24,2.78,0.06,0.48,0.0,470352.0,843.0,7170.0,55300.8,,,,,,,,,,,,,,,,,,0.06,,,,0.75,0.75,112135.0,7356056.0,,7.52,0.74,35.69,0.3617,43.88,0.0635
2020-07-28,7170.0,459597.0,0.24,2.74,0.06,0.47,0.0,459597.0,843.0,7170.0,54036.3,,,,,,,,,,,,,,,,,,0.05,,,,0.75,0.75,112020.0,7180482.0,,7.33,0.74,35.64,0.3612,43.82,0.0635
2020-07-29,8687.0,562048.9,0.29,3.26,0.07,0.56,0.0,562048.9,843.0,8687.0,54542.1,,,,0.09,,,,,1517.0,,,,0.09,,,,,0.05,,,,0.75,0.75,112009.0,7246982.3,,7.18,0.75,29.23,0.4006,53.37,0.077
2020-07-30,8687.0,561180.2,0.29,3.25,0.07,0.56,0.0,561180.2,843.0,8687.0,54457.8,,,,,,,,,,,,,,,,,,0.05,,,,0.75,0.75,111644.0,7212202.4,,7.21,0.75,29.28,0.4014,53.47,0.0772
2020-07-31,8687.0,566392.4,0.29,3.22,0.07,0.56,0.0,566392.4,843.0,8687.0,54963.6,,,,,,,,,,,,,,,,,,0.05,,,,0.75,0.75,111464.0,7267452.8,,7.22,0.75,29.23,0.4006,53.37,0.0774
2020-08-03,10287.0,664540.2,0.34,3.76,0.08,0.67,0.0,664540.2,843.0,10287.0,54457.8,,,,0.11,,,,,1600.0,,,,0.11,,,,,0.05,,,,0.75,0.75,110970.0,7168662.0,,7.23,0.75,40.33,0.3879,45.21,0.092
2020-08-04,10287.0,680999.4,0.34,3.85,0.08,0.67,0.0,680999.4,843.0,10287.0,55806.6,,,,,,,,,,,,,,,,,,0.06,,,,0.76,0.76,110486.0,7314173.2,,7.15,0.77,40.13,0.3855,44.98,0.0924
2020-08-05,10287.0,687171.6,0.34,3.88,0.08,0.68,0.0,687171.6,843.0,10287.0,56312.4,,,,,,,,,,,,,,,,,,0.06,,,,0.76,0.76,109650.0,7324620.0,,7.25,0.76,40.22,0.3866,45.08,0.0931
2020-08-06,10287.0,680999.4,0.34,3.76,0.08,0.69,0.0,680999.4,843.0,10287.0,55806.6,,,,,,,,,,,,,,,,,,0.06,,,,0.77,0.77,109226.0,7230761.2,,7.28,0.76,39.98,0.3838,44.82,0.0935
2020-08-07,10287.0,684085.5,0.34,3.74,0.08,0.68,0.0,684085.5,843.0,10287.0,56059.5,,,,,,,,,,,,,,,,,,0.06,,,,0.77,0.77,109131.0,7257211.5,,7.24,0.77,40.25,0.3869,45.11,0.0935
2020-08-10,10865.0,726868.5,0.36,3.85,0.08,0.72,0.0,726868.5,1421.0,10865.0,95064.9,,,,,,578.0,,,,,,,,,0.04,578.0,,0.09,,,,1.29,1.29,109147.0,7301934.3,,7.28,1.29,38.09,0.3495,42.7,0.0983
