,GRE FP Equity_DX_SI_QTY,GRE FP Equity_DX_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GRE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GRE FP Equity_DX_SI_MV,GRE FP Equity_DX_DSS,GRE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY,GRE FP Equity_DX_BROKER_SI_QTY,GRE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GRE FP Equity_DX_BROKER_SI_MV_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_x,GRE FP Equity_DX_BROKER_SI_MV_INC_x,GRE FP Equity_DX_SUPPLY_SI_MV_NEW,GRE FP Equity_DX_BROKER_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_NEW,GRE FP Equity_DX_SUPPLY_SI_MV_DEC,GRE FP Equity_DX_BROKER_SI_QTY_INC,GRE FP Equity_DX_SUPPLY_SI_QTY_DEC,GRE FP Equity_DX_BROKER_SI_MV_NEW_y,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GRE FP Equity_DX_BROKER_SI_MV_INC_y,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_y,GRE FP Equity_DX_BROKER_SI_MV_ADD,GRE FP Equity_DX_SUPPLY_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_DEC,GRE FP Equity_DX_SUPPLY_SI_MV,GRE FP Equity_DX_BROKER_SI_MV_DEC,GRE FP Equity_DX_SUPPLY_SI_MV_RMV,GRE FP Equity_DX_BROKER_SI_MV_RMV,GRE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GRE FP Equity_DX_UTILIZATION_QUANTITY,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GRE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GRE FP Equity_DX_ACTIVE_UTILIZATION_MV,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GRE FP Equity_DX_BROKER_SI_CON_RATIO,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GRE FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-09-02,108000.0,108734.4,0.54,0.09,0.11,,54367.2,54000.0,54000.0,54367.2,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-03,108000.0,109080.0,0.55,0.09,0.11,,54540.0,54000.0,54000.0,54540.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-06,108000.0,108410.4,0.55,0.09,0.11,,54205.2,54000.0,54000.0,54205.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-07,108000.0,107870.4,0.55,0.09,0.11,,53935.2,54000.0,54000.0,53935.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-08,108000.0,106563.6,0.57,0.09,0.11,,53281.8,54000.0,54000.0,53281.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-09,108000.0,106023.6,0.62,0.09,0.11,,53011.8,54000.0,54000.0,53011.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-10,108000.0,106120.8,0.51,0.09,0.11,,53060.4,54000.0,54000.0,53060.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-13,108000.0,106552.8,0.49,0.09,0.11,,53276.4,54000.0,54000.0,53276.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-14,108000.0,107200.8,0.49,0.09,0.11,,53600.4,54000.0,54000.0,53600.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-15,108000.0,106412.4,0.49,0.09,0.11,,53206.2,54000.0,54000.0,53206.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-16,108000.0,107568.0,0.49,0.09,0.11,,53784.0,54000.0,54000.0,53784.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-17,108000.0,107103.6,0.49,0.09,0.11,,53551.8,54000.0,54000.0,53551.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-20,108000.0,105796.8,0.5,0.09,0.11,,52898.4,54000.0,54000.0,52898.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-21,108000.0,105516.0,0.49,0.09,0.11,,52758.0,54000.0,54000.0,52758.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-22,108000.0,106423.2,0.5,0.09,0.11,,53211.6,54000.0,54000.0,53211.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-23,108000.0,105300.0,0.53,0.09,0.11,,52650.0,54000.0,54000.0,52650.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-24,108000.0,103917.6,0.69,0.09,0.1,,51958.8,54000.0,54000.0,51958.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-27,108000.0,103788.0,0.68,0.09,0.1,,51894.0,54000.0,54000.0,51894.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-28,108000.0,102038.4,0.72,0.09,0.1,,51019.2,54000.0,54000.0,51019.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-29,108000.0,102762.0,0.69,0.09,0.1,,51381.0,54000.0,54000.0,51381.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-09-30,108000.0,102092.4,0.66,0.09,0.1,,51046.2,54000.0,54000.0,51046.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0333
2021-10-01,108000.0,102988.8,0.7,0.09,0.1,,51494.4,54000.0,54000.0,51494.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0334
2021-10-04,108000.0,102859.2,0.68,0.09,0.1,,51429.6,54000.0,54000.0,51429.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0345
2021-10-05,108000.0,104738.4,0.67,0.09,0.1,,52369.2,54000.0,54000.0,52369.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0345
2021-10-06,108000.0,103647.6,0.68,0.09,0.1,,51823.8,54000.0,54000.0,51823.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0345
2021-10-07,108000.0,105116.4,0.66,0.09,0.1,,52558.2,54000.0,54000.0,52558.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0345
2021-10-08,108000.0,105073.2,0.68,0.09,0.1,,52536.6,54000.0,54000.0,52536.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0345
2021-10-11,1039200.0,1005737.76,6.51,0.85,1.01,,953476.56,54000.0,985200.0,52261.2,,,,0.71,,205000.0,,,726200.0,,,,0.71,,0.2,,,0.05,,,,100.0,1.73,0.0,0.0,,0.0,100.0,20.84,0.67,79.16,0.3323
2021-10-12,1839200.0,1801128.56,10.65,1.5,1.78,,1356526.36,454000.0,1385200.0,444602.2,,,,,,400000.0,,,,,,,,,0.39,400000.0,,0.44,,,,100.0,11.56,0.0,0.0,,0.0,100.0,43.69,0.4048,44.8,0.4684
2021-10-13,1839200.0,1795610.96,10.84,1.5,1.8,,1352370.76,454000.0,1385200.0,443240.2,,,,,,,,,,,,,,,,,,0.45,,,,100.0,11.56,0.0,0.0,,0.0,100.0,43.69,0.4048,44.8,0.4684
2021-10-14,1989000.0,1962944.1,11.92,1.62,1.94,,1514891.5,603800.0,1535000.0,595890.22,,,149800.0,0.15,,,,,149800.0,,,,0.15,149800.0,,,,0.59,,,,52.34,14.29,549800.0,542597.62,,0.59,49.96,40.32,0.3671,41.33,0.4706
2021-10-15,1989000.0,1962944.1,11.64,1.62,1.96,,1514891.5,603800.0,1535000.0,595890.22,,,,,,,,,,,,,,,,,,0.6,,,,52.34,14.29,549800.0,542597.62,,0.6,49.96,40.34,0.3673,41.36,0.4706
2021-10-18,1989000.0,1954192.5,10.88,1.62,1.96,,1508137.5,603800.0,1535000.0,593233.5,,,,,,,,,,,,,,,,,,0.6,,,,52.34,14.29,549800.0,540178.5,,0.6,49.96,40.31,0.367,41.33,0.4706
2021-10-19,1989000.0,1964933.1,10.82,1.62,1.95,,1516426.5,603800.0,1535000.0,596494.02,,,,,,,,,,,,,,,,,,0.59,,,,52.34,14.29,549800.0,543147.42,,0.59,49.96,40.31,0.3671,41.34,0.4706
2021-10-20,1879000.0,1878436.3,10.72,1.53,1.86,,1424572.5,493800.0,1425000.0,493651.86,,,,,,,,0.1,,110000.0,,,,,,,110000.0,0.49,0.11,,,100.0,12.32,0.0,0.0,,0.0,100.0,42.74,0.3928,43.82,0.469
2021-10-21,1779200.0,1765678.08,9.99,1.45,1.78,,1315128.48,454000.0,1325200.0,450549.6,,,,,,,,0.04,,39800.0,,,,,,,99800.0,0.45,0.1,,,100.0,11.56,0.0,0.0,,0.0,100.0,45.23,0.4267,46.38,0.4531
2021-10-22,1779200.0,1767279.36,12.53,1.45,1.77,,1316321.16,454000.0,1325200.0,450958.2,,,,,,,,,,,,,,,,,,0.45,,,,100.0,11.56,0.0,0.0,,0.0,100.0,45.22,0.4267,46.38,0.4531
2021-10-25,1779200.0,1761408.0,12.91,1.45,1.77,,1311948.0,454000.0,1325200.0,449460.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,11.56,0.0,0.0,,0.0,100.0,45.22,0.4266,46.38,0.4531
2021-10-26,1910100.0,1908762.93,13.42,1.56,1.89,,1455080.73,584900.0,1456100.0,584490.57,,,130900.0,0.13,,,,,130900.0,,,,0.13,130900.0,,,,0.58,,,,100.0,13.96,0.0,0.0,,0.0,100.0,42.04,0.3846,43.11,0.456
2021-10-27,1910100.0,1900358.49,13.32,1.56,1.91,,1448673.89,584900.0,1456100.0,581917.01,,,,,,,,,,,,,,,,,,0.58,,,,100.0,13.96,0.0,0.0,,0.0,100.0,42.05,0.3848,43.12,0.456
2021-10-28,1825100.0,1825100.0,12.7,1.49,1.82,,1371100.0,499900.0,1371100.0,499900.0,,,,,,,,0.08,,85000.0,,,,,,,85000.0,0.5,0.08,,,100.0,12.45,0.0,0.0,,0.0,100.0,44.06,0.4099,45.19,0.4544
2021-10-29,1695100.0,1677809.98,11.58,1.38,1.7,,1228440.78,499900.0,1241100.0,494801.02,,,,,,,,,,,,,,,,,130000.0,0.5,0.13,,,100.0,12.45,0.0,0.0,,0.0,100.0,47.54,0.4651,48.75,0.422
2021-11-01,1891300.0,1890732.61,11.62,1.54,1.88,,1436868.81,499900.0,1437300.0,499750.03,,,,0.19,,,,,196200.0,,,,0.19,,,,,0.5,,,,100.0,12.45,0.0,0.0,,0.0,100.0,42.45,0.3893,43.53,0.4709
2021-11-02,1891300.0,1888841.31,12.01,1.54,1.89,,1435431.51,499900.0,1437300.0,499250.13,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.19,0.0,0.0,,0.0,100.0,42.44,0.3892,43.51,0.4612
2021-11-03,1695100.0,1689167.15,10.84,1.38,1.7,,1236756.15,499900.0,1241100.0,498150.35,,,,,,,,,,,,,,,,,196200.0,0.5,0.2,,,100.0,12.19,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4134
2021-11-04,1695100.0,1705270.6,10.65,1.38,1.69,,1248546.6,499900.0,1241100.0,502899.4,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.19,0.0,0.0,,0.0,100.0,47.55,0.465,48.74,0.4134
2021-11-05,1695100.0,1701202.36,10.41,1.38,1.71,,1245567.96,499900.0,1241100.0,501699.64,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.19,0.0,0.0,,0.0,100.0,47.55,0.4651,48.74,0.4134
2021-11-08,1695100.0,1708660.8,10.45,1.38,1.7,,1251028.8,499900.0,1241100.0,503899.2,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.19,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4134
2021-11-09,1695100.0,1703236.48,10.19,1.38,1.71,,1247057.28,499900.0,1241100.0,502299.52,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.19,0.0,0.0,,0.0,100.0,47.55,0.4651,48.75,0.4134
2021-11-10,1695100.0,1683403.81,10.25,1.38,1.7,,1232536.41,499900.0,1241100.0,496450.69,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.01,0.0,0.0,,0.0,100.0,47.53,0.465,48.76,0.4073
2021-11-11,1695100.0,1700185.3,10.48,1.38,1.68,,1244823.3,499900.0,1241100.0,501399.7,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.53,0.465,48.75,0.4074
2021-11-12,1695100.0,1700524.32,10.8,1.38,1.7,,1245071.52,499900.0,1241100.0,501499.68,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4074
2021-11-15,1695100.0,1693404.9,11.13,1.38,1.7,,1239858.9,499900.0,1241100.0,499400.1,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4074
2021-11-16,1695100.0,1687811.07,11.44,1.38,1.69,,1235763.27,499900.0,1241100.0,497750.43,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4074
2021-11-17,1695100.0,1702219.42,8.84,1.4,1.69,,1246312.62,499900.0,1241100.0,501999.58,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.55,0.465,48.74,0.4074
2021-11-18,1695100.0,1704253.54,8.96,1.4,1.7,,1247801.94,499900.0,1241100.0,502599.46,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.4651,48.76,0.4074
2021-11-19,1695100.0,1673911.25,9.11,1.4,1.7,,1225586.25,499900.0,1241100.0,493651.25,,,,,,,,,,,,,,,,,,0.5,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.55,0.465,48.74,0.4074
2021-11-22,1695100.0,1677979.49,9.13,1.4,1.67,,1228564.89,499900.0,1241100.0,494851.01,,,,,,,,,,,,,,,,,,0.49,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.74,0.4074
2021-11-23,1695100.0,1641026.31,10.03,1.4,1.68,,1201508.91,499900.0,1241100.0,483953.19,,,,,,,,,,,,,,,,,,0.49,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.75,0.4074
2021-11-24,1695100.0,1646111.61,10.26,1.41,1.64,,1205232.21,499900.0,1241100.0,485452.89,,,,,,,,,,,,,,,,,,0.48,,,,100.0,12.02,0.0,0.0,,0.0,100.0,47.54,0.465,48.74,0.4074
2021-11-25,1649200.0,1614236.96,10.03,1.37,1.6,,1169861.76,454000.0,1195200.0,444375.2,,,,,,,,0.04,,45900.0,,,,,,,45900.0,0.44,0.04,,,100.0,11.16,0.0,0.0,,0.0,100.0,48.91,0.4908,50.15,0.4053
2021-11-26,1649200.0,1544475.8,10.3,1.37,1.61,,1119304.8,454000.0,1195200.0,425171.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,11.16,0.0,0.0,,0.0,100.0,49.1,0.4907,49.95,0.4053
2021-11-29,1595200.0,1505230.72,8.63,1.33,1.5,,1127790.72,400000.0,1195200.0,377440.0,,,,,,,,0.05,,54000.0,,,,,,,,0.38,,,,100.0,9.83,0.0,0.0,,0.0,100.0,48.92,0.4909,50.15,0.3921
2021-11-30,815000.0,761210.0,4.25,0.68,0.77,,387610.0,400000.0,415000.0,373600.0,,,,,,,,,,,,,,,,,780200.0,0.38,0.73,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.2001
2021-12-01,815000.0,775146.5,4.28,0.68,0.76,,394706.5,400000.0,415000.0,380440.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.2001
2021-12-02,815000.0,771642.0,4.38,0.68,0.78,,392922.0,400000.0,415000.0,378720.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.86,0.9635,98.14,0.2001
2021-12-03,815000.0,783133.5,4.38,0.68,0.77,,398773.5,400000.0,415000.0,384360.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.85,0.9638,98.15,0.2001
2021-12-06,815000.0,785823.0,4.48,0.68,0.78,,400143.0,400000.0,415000.0,385680.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.83,0.9641,98.17,0.2001
2021-12-07,815000.0,796499.5,4.63,0.68,0.79,,405579.5,400000.0,415000.0,390920.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.84,0.9638,98.16,0.2001
2021-12-08,815000.0,798211.0,4.62,0.68,0.8,,406451.0,400000.0,415000.0,391760.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.85,0.9637,98.15,0.2001
2021-12-09,815000.0,796499.5,4.63,0.68,0.8,,405579.5,400000.0,415000.0,390920.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.82,0.0,0.0,,0.0,100.0,1.83,0.964,98.17,0.2001
2021-12-10,815000.0,798700.0,4.69,0.68,0.8,,406700.0,400000.0,415000.0,392000.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.84,0.964,98.16,0.196
2021-12-13,815000.0,784437.5,5.31,0.68,0.8,,399437.5,400000.0,415000.0,385000.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.1959
2021-12-14,815000.0,786067.5,5.36,0.68,0.78,,400267.5,400000.0,415000.0,385800.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.88,0.9632,98.12,0.1959
2021-12-15,815000.0,782400.0,5.53,0.68,0.79,,398400.0,400000.0,415000.0,384000.0,0.01,,,,,,15000.0,,,,0.01,,,,,,,0.39,,,0.01,100.0,9.62,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.1959
2021-12-16,815000.0,790876.0,5.54,0.68,0.78,,402716.0,400000.0,415000.0,388160.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.85,0.9636,98.15,0.1959
2021-12-17,815000.0,798700.0,5.59,0.68,0.79,,406700.0,400000.0,415000.0,392000.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.85,0.9637,98.15,0.1959
2021-12-20,815000.0,779221.5,5.55,0.68,0.8,,396781.5,400000.0,415000.0,382440.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.83,0.964,98.17,0.1959
2021-12-21,815000.0,790713.0,5.7,0.68,0.78,,402633.0,400000.0,415000.0,388080.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,9.62,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,0.1959
2021-12-22,800000.0,781840.0,5.74,0.66,0.78,,390920.0,400000.0,400000.0,390920.0,,,,,,,,,,,,,,,,,15000.0,0.39,0.01,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-23,800000.0,783760.0,5.86,0.66,0.78,,391880.0,400000.0,400000.0,391880.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-24,800000.0,782880.0,5.69,0.66,0.78,,391440.0,400000.0,400000.0,391440.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-27,800000.0,780800.0,5.74,0.66,0.78,,390400.0,400000.0,400000.0,390400.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-28,800000.0,784400.0,5.5,0.66,0.78,,392200.0,400000.0,400000.0,392200.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-29,800000.0,793840.0,7.82,0.66,0.79,,396920.0,400000.0,400000.0,396920.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2021-12-30,902600.0,892671.4,8.78,0.75,0.9,,497071.4,400000.0,502600.0,395600.0,,,,,,102600.0,,,,,,,,,0.1,,,0.4,,,,100.0,9.62,0.0,0.0,,0.0,100.0,11.38,0.7983,88.62,0.217
2021-12-31,902600.0,895379.2,9.06,0.75,0.89,,498579.2,400000.0,502600.0,396800.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,9.62,0.0,0.0,,0.0,100.0,11.37,0.7985,88.63,0.217
2022-01-03,800000.0,799040.0,8.21,0.66,0.79,,399520.0,400000.0,400000.0,399520.0,,,,,,,,,,,,,,,,,102600.0,0.4,0.1,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2022-01-04,800000.0,808000.0,7.54,0.66,0.8,,404000.0,400000.0,400000.0,404000.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,9.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1923
2022-01-05,900200.0,907401.6,8.34,0.75,0.91,,504201.6,400000.0,500200.0,403200.0,,,,,,100200.0,,,,,,,,,0.1,,,0.4,,,,100.0,9.63,0.0,0.0,,0.0,100.0,11.08,0.803,88.92,0.2167
2022-01-06,900200.0,891198.0,8.26,0.75,0.91,,495198.0,400000.0,500200.0,396000.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,9.64,0.0,0.0,,0.0,100.0,11.08,0.803,88.92,0.2169
2022-01-07,800000.0,802240.0,6.91,0.66,0.79,,401120.0,400000.0,400000.0,401120.0,,,,,,,,,,,,,,,,,100200.0,0.4,0.1,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1927
2022-01-10,800000.0,811040.0,10.03,0.66,0.81,,405520.0,400000.0,400000.0,405520.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1927
2022-01-11,800000.0,827840.0,9.83,0.66,0.81,,413920.0,400000.0,400000.0,413920.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1927
2022-01-12,800000.0,837280.0,8.35,0.66,0.83,,418640.0,400000.0,400000.0,418640.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1928
2022-01-13,800000.0,838880.0,7.58,0.67,0.84,,419440.0,400000.0,400000.0,419440.0,,,,,,,,,,,,,,,,,,0.42,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1928
2022-01-14,800000.0,839680.0,6.73,0.68,0.84,,419840.0,400000.0,400000.0,419840.0,,,,,,,,,,,,,,,,,,0.42,,,,100.0,9.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1928
2022-01-17,800000.0,843360.0,6.55,0.68,0.84,,421680.0,400000.0,400000.0,421680.0,,,,,,,,,,,,,,,,,,0.42,,,,100.0,9.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1929
2022-01-18,800000.0,839200.0,6.24,0.68,0.84,,419600.0,400000.0,400000.0,419600.0,,,,,,,,,,,,,,,,,,0.42,,,,100.0,9.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1929
2022-01-19,1043300.0,1086909.94,7.36,0.89,1.09,,592888.38,474200.0,569100.0,494021.56,,,74200.0,,,169100.0,,,,,,,,74200.0,0.18,,,0.5,,,,100.0,11.04,0.0,0.0,,0.0,100.0,23.31,0.6425,76.69,0.2429
2022-01-20,1043300.0,1107984.6,7.26,0.89,1.09,,604384.2,474200.0,569100.0,503600.4,,,,,,,,,,,,,,,,,,0.49,,,,100.0,11.04,0.0,0.0,,0.0,100.0,23.32,0.6424,76.68,0.2429
2022-01-21,800000.0,833600.0,5.36,0.68,0.85,,416800.0,400000.0,400000.0,416800.0,,,,,,,,0.07,,74200.0,,,,,,,169100.0,0.42,0.18,,,100.0,10.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2134
2022-01-24,800000.0,807840.0,5.34,0.68,0.83,,403920.0,400000.0,400000.0,403920.0,,,,,,,,,,,,,,,,,,0.42,,,,100.0,9.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1888
2022-01-25,800000.0,806400.0,5.11,0.68,0.81,,403200.0,400000.0,400000.0,403200.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,9.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1885
2022-01-26,800000.0,820160.0,4.79,0.68,0.8,,410080.0,400000.0,400000.0,410080.0,,,,,,,,,,,,,,,,,,0.4,,,,100.0,10.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2081
2022-01-27,800000.0,827360.0,4.35,0.68,0.82,,413680.0,400000.0,400000.0,413680.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,10.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2081
2022-01-28,800000.0,828320.0,4.31,0.68,0.83,,414160.0,400000.0,400000.0,414160.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,10.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2081
