,INFL FP Equity_DX_SI_QTY,INFL FP Equity_DX_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFL FP Equity_DX_SI_MV,INFL FP Equity_DX_DSS,INFL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SUPPLY_SI_QTY,INFL FP Equity_DX_BROKER_SI_QTY,INFL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFL FP Equity_DX_BROKER_SI_MV_NEW_x,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_x,INFL FP Equity_DX_BROKER_SI_MV_INC_x,INFL FP Equity_DX_BROKER_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_NEW,INFL FP Equity_DX_SUPPLY_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_QTY_INC,INFL FP Equity_DX_SUPPLY_SI_QTY_DEC,INFL FP Equity_DX_BROKER_SI_MV_NEW_y,INFL FP Equity_DX_BROKER_SI_MV_INC_y,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_y,INFL FP Equity_DX_BROKER_SI_MV_ADD,INFL FP Equity_DX_SUPPLY_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_DEC,INFL FP Equity_DX_SUPPLY_SI_MV,INFL FP Equity_DX_BROKER_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_MV_RMV,INFL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFL FP Equity_DX_UTILIZATION_QUANTITY,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFL FP Equity_DX_ACTIVE_UTILIZATION_MV,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFL FP Equity_DX_BROKER_SI_CON_RATIO,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFL FP Equity_DX_DEMAND_SUPPLY_RATIO,INFL FP Equity_PX_LAST
2020-12-07,100.0,9410.0,0.03,0.0,0.01,,0.0,100.0,0.0,9410.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.1
2020-12-08,100.0,9413.0,0.03,0.0,0.01,,0.0,100.0,0.0,9413.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.13
2020-12-09,100.0,9409.0,0.03,0.0,0.01,,0.0,100.0,0.0,9409.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.09
2020-12-10,100.0,9404.0,0.03,0.0,0.01,,0.0,100.0,0.0,9404.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.04
2020-12-11,100.0,9390.0,0.03,0.0,0.01,,0.0,100.0,0.0,9390.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,93.9
2020-12-14,100.0,9407.0,0.03,0.0,0.01,,0.0,100.0,0.0,9407.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.07
2020-12-15,100.0,9403.0,0.03,0.0,0.01,,0.0,100.0,0.0,9403.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.03
2020-12-16,100.0,9414.0,0.03,0.0,0.01,,0.0,100.0,0.0,9414.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.14
2020-12-17,100.0,9411.0,0.03,0.0,0.01,,0.0,100.0,0.0,9411.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.11
2020-12-18,100.0,9411.0,0.03,0.0,0.01,,0.0,100.0,0.0,9411.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.11
2020-12-21,100.0,9373.0,0.03,0.0,0.01,,0.0,100.0,0.0,9373.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,93.73
2020-12-22,100.0,9387.0,0.03,0.0,0.01,,0.0,100.0,0.0,9387.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,93.87
2020-12-23,100.0,9406.0,0.03,0.0,0.01,,0.0,100.0,0.0,9406.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.06
2020-12-24,100.0,9412.0,0.03,0.0,0.01,,0.0,100.0,0.0,9412.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.12
2020-12-25,100.0,9412.0,0.03,0.0,0.01,,0.0,100.0,0.0,9412.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,
2020-12-28,100.0,9412.0,0.03,0.0,0.01,,0.0,100.0,0.0,9412.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.12
2020-12-29,100.0,9416.0,0.03,0.0,0.01,,0.0,100.0,0.0,9416.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.16
2020-12-30,100.0,9406.0,0.03,0.0,0.01,,0.0,100.0,0.0,9406.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.06
2020-12-31,100.0,9408.0,0.03,0.0,0.01,,0.0,100.0,0.0,9408.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.08
2021-01-01,100.0,9408.0,0.04,0.0,0.01,,0.0,100.0,0.0,9408.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,
2021-01-04,100.0,9408.0,0.04,0.0,0.01,,0.0,100.0,0.0,9408.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.08
2021-01-05,100.0,9414.0,0.03,0.0,0.01,,0.0,100.0,0.0,9414.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.14
2021-01-06,100.0,9434.0,0.03,0.0,0.01,,0.0,100.0,0.0,9434.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.34
2021-01-07,100.0,9438.0,0.03,0.0,0.01,,0.0,100.0,0.0,9438.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.38
2021-01-08,100.0,9449.0,0.02,0.0,0.01,,0.0,100.0,0.0,9449.0,,,,,,,,,,,,,,,0.01,,,100.0,0.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,94.49
2021-01-11,100.0,9440.0,0.02,0.0,0.01,,0.0,100.0,0.0,9440.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.4
2021-01-12,100.0,9470.0,0.02,0.0,0.01,,0.0,100.0,0.0,9470.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.7
2021-01-13,100.0,9465.0,0.02,0.0,0.01,,0.0,100.0,0.0,9465.0,,,,,,,,,,,,,,,0.01,,,100.0,25.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.25,94.65
2021-01-14,1100.0,104005.0,0.26,0.01,0.1,,94550.0,1100.0,1000.0,104005.0,,1000.0,,1000.0,,,,,,,1000.0,0.09,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8346,90.9,0.5,94.55
2021-01-15,1100.0,104126.0,0.26,0.01,0.1,,94660.0,1100.0,1000.0,104126.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8345,90.9,0.5,94.66
2021-01-18,1100.0,104225.0,0.26,0.01,0.1,,94750.0,1100.0,1000.0,104225.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8346,90.9,0.5,94.75
2021-01-19,1100.0,104181.0,0.26,0.01,0.1,,94710.0,1100.0,1000.0,104181.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.11,0.8344,90.89,0.5,94.71
2021-01-20,1100.0,104269.0,0.29,0.01,0.1,,94790.0,1100.0,1000.0,104269.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.11,0.8344,90.89,0.5,94.79
2021-01-21,1100.0,104170.0,0.28,0.01,0.1,,94700.0,1100.0,1000.0,104170.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8346,90.9,0.5,94.7
2021-01-22,1100.0,104082.0,0.26,0.01,0.1,,94620.0,1100.0,1000.0,104082.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.08,0.8348,90.92,0.5,94.62
2021-01-25,1100.0,103950.0,0.25,0.01,0.1,,94500.0,1100.0,1000.0,103950.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.11,0.8344,90.89,0.5,94.5
2021-01-26,1100.0,103906.0,0.22,0.01,0.1,,94460.0,1100.0,1000.0,103906.0,,,,,,,,,,,,,,,0.1,,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8346,90.9,0.5,94.46
2021-01-27,100.0,9451.0,0.02,0.0,0.01,,0.0,100.0,0.0,9451.0,,,,,,0.09,,1000.0,,,,,,1000.0,0.01,0.09,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.51
2021-01-28,100.0,9467.0,0.02,0.0,0.01,,0.0,100.0,0.0,9467.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.67
2021-01-29,100.0,9470.0,0.02,0.0,0.01,,0.0,100.0,0.0,9470.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.7
2021-02-01,100.0,9490.0,0.02,0.0,0.01,,0.0,100.0,0.0,9490.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.9
2021-02-02,100.0,9517.0,0.02,0.0,0.01,,0.0,100.0,0.0,9517.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,95.17
2021-02-03,100.0,9529.0,0.02,0.0,0.01,,0.0,100.0,0.0,9529.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,95.29
2021-02-04,100.0,9510.0,0.02,0.0,0.01,,0.0,100.0,0.0,9510.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,95.1
2021-02-05,100.0,9499.0,0.02,0.0,0.01,,0.0,100.0,0.0,9499.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.99
2021-02-08,100.0,9496.0,0.02,0.0,0.01,,0.0,100.0,0.0,9496.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.96
2021-02-09,100.0,9492.0,0.02,0.0,0.01,,0.0,100.0,0.0,9492.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.92
2021-02-10,100.0,9476.0,0.02,0.0,0.01,,0.0,100.0,0.0,9476.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.76
2021-02-11,100.0,9478.0,0.02,0.0,0.01,,0.0,100.0,0.0,9478.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.78
2021-02-12,100.0,9493.0,0.02,0.0,0.01,,0.0,100.0,0.0,9493.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.93
2021-02-15,100.0,9494.0,0.02,0.0,0.01,,0.0,100.0,0.0,9494.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.94
2021-02-16,100.0,9496.0,0.02,0.0,0.01,,0.0,100.0,0.0,9496.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.96
2021-02-17,100.0,9492.0,0.02,0.0,0.01,,0.0,100.0,0.0,9492.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.92
2021-02-18,100.0,9469.0,0.02,0.0,0.01,,0.0,100.0,0.0,9469.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.69
2021-02-19,100.0,9443.0,0.02,0.0,0.01,,0.0,100.0,0.0,9443.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,94.43
2021-02-22,22300.0,2110026.0,4.49,0.19,2.11,,2100564.0,100.0,22200.0,9462.0,,,,22200.0,,,,,,,,2.1,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.73,0.4956,49.83,111.5,94.62
2021-02-23,22300.0,2112925.0,4.55,0.19,2.11,,2103450.0,100.0,22200.0,9475.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.74,0.4955,49.81,111.5,94.75
2021-02-24,22300.0,2116270.0,4.38,0.19,2.12,,2106780.0,100.0,22200.0,9490.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.74,0.4955,49.82,111.5,94.9
2021-02-25,22300.0,2121176.0,4.49,0.19,2.11,,2111664.0,100.0,22200.0,9512.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.72,0.4956,49.83,111.5,95.12
2021-02-26,47200.0,4481168.0,9.54,0.4,4.49,,4471674.0,100.0,47100.0,9494.0,,,2.36,,,,24900.0,,,2.36,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,23.55,0.6367,76.24,236.0,94.94
2021-03-01,72100.0,6858873.0,13.55,0.6,6.85,,6849360.0,100.0,72000.0,9513.0,,,2.36,,,,24900.0,,,2.36,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.86,0.4986,50.0,360.5,95.13
2021-03-02,61000.0,5803540.0,11.27,0.48,5.81,,5794026.0,100.0,60900.0,9514.0,,,,,,,,,,,,,,11100.0,0.01,1.05,,100.0,50.0,0.0,0.0,0.0,100.0,40.82,0.5149,59.02,305.0,95.14
2021-03-03,61000.0,5814520.0,10.96,0.48,5.8,,5804988.0,100.0,60900.0,9532.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,40.88,0.5147,58.96,305.0,95.32
2021-03-04,49900.0,4756967.0,9.02,0.39,4.75,,4747434.0,100.0,49800.0,9533.0,,,,,,,,,,,,,,11100.0,0.01,1.08,,100.0,50.0,0.0,0.0,0.0,100.0,49.85,0.498,49.95,249.5,95.33
2021-03-05,62500.0,5981250.0,11.4,0.5,5.97,,5971680.0,100.0,62400.0,9570.0,,,1.19,,,,12600.0,,,1.19,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.8,0.4984,50.04,312.5,95.7
2021-03-08,62500.0,5975625.0,11.81,0.51,5.97,,5966064.0,100.0,62400.0,9561.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.9,0.4984,49.94,312.5,95.61
2021-03-09,62500.0,5976250.0,11.93,0.51,5.98,,5966688.0,100.0,62400.0,9562.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.88,0.4984,49.96,312.5,95.62
2021-03-10,31300.0,2993845.0,6.12,0.25,2.99,,2984280.0,100.0,31200.0,9565.0,,,,,,,,,,,,,,31200.0,0.01,2.98,,100.0,50.0,0.0,0.0,0.0,100.0,0.32,0.9936,99.68,156.5,95.65
2021-03-11,31300.0,2995097.0,5.96,0.25,2.99,,2985528.0,100.0,31200.0,9569.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,0.32,0.9936,99.68,156.5,95.69
2021-03-12,100.0,9594.0,0.02,0.0,0.01,,0.0,100.0,0.0,9594.0,,,,,,,,,,,,,,31200.0,0.01,2.99,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,95.94
2021-03-15,100.0,9589.0,0.02,0.0,0.01,,0.0,100.0,0.0,9589.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,95.89
2021-03-16,41700.0,4006119.0,7.56,0.33,4.0,,3996512.0,3100.0,41600.0,297817.0,,3000.0,,41600.0,,,,,,,3000.0,3.99,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,46.37,0.5001,53.39,6.7258,96.07
2021-03-17,41700.0,4004034.0,7.48,0.33,4.03,,3994432.0,3100.0,41600.0,297662.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,46.3,0.5002,53.46,6.7258,96.02
2021-03-18,41700.0,4002366.0,7.32,0.33,4.0,,3992768.0,3100.0,41600.0,297538.0,,,,,,,,,,,,,,,0.3,,,100.0,96.88,0.0,0.0,0.0,100.0,46.3,0.5002,53.46,13.0313,95.98
2021-03-19,41700.0,3994860.0,7.24,0.33,4.0,,3985280.0,3100.0,41600.0,296980.0,,,,,,,,,,,,,,,0.3,,,100.0,96.88,0.0,0.0,0.0,100.0,46.27,0.5002,53.49,13.0313,95.8
2021-03-22,41700.0,4001115.0,7.11,0.33,3.99,,3991520.0,3100.0,41600.0,297445.0,,,,,,,,,,,,,,,0.3,,,100.0,96.88,0.0,0.0,0.0,100.0,46.35,0.5001,53.41,13.0313,95.95
2021-03-23,57700.0,5529968.0,9.89,0.45,5.53,,5520384.0,3100.0,57600.0,297104.0,,,1.51,,,,16000.0,,,1.51,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,47.33,0.4996,52.5,9.3065,95.84
2021-03-24,38400.0,3691008.0,6.63,0.3,3.68,,3681396.0,3100.0,38300.0,297972.0,,,,,,,,,,,,,,19300.0,0.3,1.86,,100.0,50.0,0.0,0.0,0.0,100.0,20.9,0.6653,78.84,6.1935,96.12
2021-03-25,19100.0,1834937.0,3.24,0.15,1.83,,1825330.0,3100.0,19000.0,297817.0,,,,,,,,,,,,,,19300.0,0.3,1.85,,100.0,50.0,0.0,0.0,0.0,100.0,41.88,0.5072,57.6,3.0806,96.07
2021-03-26,54900.0,5285772.0,9.21,0.42,5.28,,5276144.0,3100.0,54800.0,298468.0,,,3.45,,,,35800.0,,,3.45,,,,,0.3,,,100.0,96.88,0.0,0.0,0.0,100.0,47.23,0.4996,52.59,17.1563,96.28
2021-03-29,54900.0,5284125.0,9.24,0.42,5.28,,5274500.0,3100.0,54800.0,298375.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,47.23,0.4996,52.59,8.8548,96.25
2021-03-30,63400.0,6111126.0,11.28,0.49,6.11,,6101487.0,3100.0,63300.0,298809.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,45.57,0.5022,54.27,10.2258,96.39
2021-03-31,71900.0,6931160.0,12.73,0.55,6.92,,6921520.0,3100.0,71800.0,298840.0,,,0.82,,,,8500.0,,,0.82,,,,,0.3,,,100.0,96.88,0.0,0.0,0.0,100.0,47.87,0.4995,51.99,22.4688,96.4
2021-04-01,71900.0,6941226.0,12.4,0.55,6.93,,6931572.0,3100.0,71800.0,299274.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,47.87,0.4995,51.99,11.5968,96.54
2021-04-02,71900.0,6941226.0,12.49,0.55,6.94,,6931572.0,3100.0,71800.0,299274.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,47.84,0.4995,52.02,11.5968,
2021-04-05,71900.0,6941226.0,12.49,0.55,6.94,,6931572.0,3100.0,71800.0,299274.0,,,,,,,,,,,,,,,0.3,,,100.0,50.0,0.0,0.0,0.0,100.0,47.88,0.4995,51.99,11.5968,
2021-04-06,37500.0,3623250.0,6.51,0.29,3.62,,3613588.0,3100.0,37400.0,299522.0,,,,,,,,,,,,,,34400.0,0.3,3.31,,100.0,88.57,0.0,0.0,0.0,100.0,0.27,0.9947,99.73,10.7143,96.62
2021-04-07,100.0,9661.0,0.02,0.0,0.01,,0.0,100.0,0.0,9661.0,,,,,,0.29,,3000.0,,,,,,37400.0,0.01,3.61,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.61
2021-04-08,25700.0,2484162.0,4.23,0.19,2.48,,2474496.0,100.0,25600.0,9666.0,,,,25600.0,,,,,,,,2.47,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.79,0.4961,49.82,128.5,96.66
2021-04-09,25700.0,2484162.0,4.36,0.19,2.48,,2474496.0,100.0,25600.0,9666.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.81,0.4961,49.81,128.5,96.66
2021-04-12,25700.0,2484419.0,4.31,0.19,2.48,,2474752.0,100.0,25600.0,9667.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.8,0.4961,49.81,128.5,96.67
2021-04-13,25700.0,2483648.0,4.34,0.19,2.49,,2473984.0,100.0,25600.0,9664.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,49.8,0.4961,49.81,128.5,96.64
2021-04-14,12900.0,1245237.0,2.33,0.1,1.25,,1235584.0,100.0,12800.0,9653.0,,,,,,,,,,,,,,12800.0,0.01,1.23,,100.0,50.0,0.0,0.0,0.0,100.0,0.78,0.9846,99.22,64.5,96.53
2021-04-15,100.0,9642.0,0.02,0.0,0.01,,0.0,100.0,0.0,9642.0,,,,,,,,,,,,,,12800.0,0.01,1.24,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.42
2021-04-16,100.0,9637.0,0.02,0.0,0.01,,0.0,100.0,0.0,9637.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.37
2021-04-19,100.0,9652.0,0.02,0.0,0.01,,0.0,100.0,0.0,9652.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.52
2021-04-20,100.0,9657.0,0.02,0.0,0.01,,0.0,100.0,0.0,9657.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.57
2021-04-21,100.0,9656.0,0.02,0.0,0.01,,0.0,100.0,0.0,9656.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.56
2021-04-22,100.0,9645.0,0.02,0.0,0.01,,0.0,100.0,0.0,9645.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.45
2021-04-23,100.0,9643.0,0.02,0.0,0.01,,0.0,100.0,0.0,9643.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.43
2021-04-26,100.0,9642.0,0.02,0.0,0.01,,0.0,100.0,0.0,9642.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.42
2021-04-27,100.0,9647.0,0.02,0.0,0.01,,0.0,100.0,0.0,9647.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.47
2021-04-28,100.0,9665.0,0.02,0.0,0.01,,0.0,100.0,0.0,9665.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.65
2021-04-29,100.0,9687.0,0.02,0.0,0.01,,0.0,100.0,0.0,9687.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.87
2021-04-30,100.0,9683.0,0.01,0.0,0.01,,0.0,100.0,0.0,9683.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.83
2021-05-03,100.0,9674.0,0.01,0.0,0.01,,0.0,100.0,0.0,9674.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.74
2021-05-04,100.0,9670.0,0.01,0.0,0.01,,0.0,100.0,0.0,9670.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.7
2021-05-05,100.0,9690.0,0.01,0.0,0.01,,0.0,100.0,0.0,9690.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.9
2021-05-06,100.0,9693.0,0.01,0.0,0.01,,0.0,100.0,0.0,9693.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,96.93
2021-05-07,100.0,9718.0,0.01,0.0,0.01,,0.0,100.0,0.0,9718.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,97.18
2021-05-10,100.0,9742.0,0.01,0.0,0.01,,0.0,100.0,0.0,9742.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,97.42
2021-05-11,100.0,9753.0,0.01,0.0,0.01,,0.0,100.0,0.0,9753.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,97.53
2021-05-12,100.0,9784.0,0.01,0.0,0.01,,0.0,100.0,0.0,9784.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,97.84
2021-05-13,100.0,9780.0,0.01,0.0,0.01,,0.0,100.0,0.0,9780.0,,,,,,,,,,,,,,,0.01,,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,97.8
