,INFL FP Equity_DX_SI_QTY,INFL FP Equity_DX_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFL FP Equity_DX_SI_MV,INFL FP Equity_DX_DSS,INFL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SUPPLY_SI_QTY,INFL FP Equity_DX_BROKER_SI_QTY,INFL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFL FP Equity_DX_BROKER_SI_MV_NEW_x,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_x,INFL FP Equity_DX_BROKER_SI_MV_INC_x,INFL FP Equity_DX_BROKER_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_NEW,INFL FP Equity_DX_SUPPLY_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_QTY_INC,INFL FP Equity_DX_SUPPLY_SI_QTY_DEC,INFL FP Equity_DX_BROKER_SI_MV_NEW_y,INFL FP Equity_DX_BROKER_SI_MV_INC_y,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_y,INFL FP Equity_DX_BROKER_SI_MV_ADD,INFL FP Equity_DX_SUPPLY_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_DEC,INFL FP Equity_DX_SUPPLY_SI_MV,INFL FP Equity_DX_BROKER_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_MV_RMV,INFL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFL FP Equity_DX_UTILIZATION_QUANTITY,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFL FP Equity_DX_ACTIVE_UTILIZATION_MV,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFL FP Equity_DX_BROKER_SI_CON_RATIO,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFL FP Equity_DX_DEMAND_SUPPLY_RATIO,INFL FP Equity_PX_LAST
2017-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65284.76,0.07,0.0,,0.0,,0.0,101.06
2017-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65265.38,0.07,0.0,,0.0,,0.0,101.03
2017-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65336.44,0.07,0.0,,0.0,,0.0,101.14
2017-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65258.92,0.07,0.0,,0.0,,0.0,101.02
2017-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65252.46,0.07,0.0,,0.0,,0.0,101.01
2017-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65252.46,0.07,0.0,,0.0,,0.0,101.01
2017-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65252.46,0.07,0.0,,0.0,,0.0,101.01
2017-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65181.4,0.07,0.0,,0.0,,0.0,100.9
2017-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65181.4,0.07,0.0,,0.0,,0.0,100.9
2017-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65239.54,0.07,0.0,,0.0,,0.0,100.99
2017-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65239.54,0.07,0.0,,0.0,,0.0,100.99
2017-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65136.18,0.07,0.0,,0.0,,0.0,100.83
2017-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65278.3,0.07,0.0,,0.0,,0.0,101.05
2017-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65220.16,0.07,0.0,,0.0,,0.0,100.96
2017-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65181.4,0.07,0.0,,0.0,,0.0,100.9
2017-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65097.42,0.07,0.0,,0.0,,0.0,100.77
2017-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65136.18,0.07,0.0,,0.0,,0.0,100.83
2017-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65136.18,0.07,0.0,,0.0,,0.0,
2017-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65136.18,0.07,0.0,,0.0,,0.0,
2017-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65155.56,0.07,0.0,,0.0,,0.0,100.86
2017-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65129.72,0.07,0.0,,0.0,,0.0,100.82
2017-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65084.5,0.07,0.0,,0.0,,0.0,100.75
2017-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65071.58,0.07,0.0,,0.0,,0.0,100.73
2017-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65271.84,0.07,0.0,,0.0,,0.0,101.04
2017-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65187.86,0.07,0.0,,0.0,,0.0,100.91
2017-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65187.86,0.07,0.0,,0.0,,0.0,100.91
2017-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65226.62,0.07,0.0,,0.0,,0.0,100.97
2017-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65317.06,0.07,0.0,,0.0,,0.0,101.11
2017-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65317.06,0.07,0.0,,0.0,,0.0,
2017-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65420.42,0.07,0.0,,0.0,,0.0,101.27
2017-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65465.64,0.07,0.0,,0.0,,0.0,101.34
2017-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65388.12,0.07,0.0,,0.0,,0.0,101.22
2017-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65304.14,0.07,0.0,,0.0,,0.0,101.09
2017-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65258.92,0.07,0.0,,0.0,,0.0,101.02
2017-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65284.76,0.07,0.0,,0.0,,0.0,101.06
2017-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65368.74,0.07,0.0,,0.0,,0.0,101.19
2017-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65388.12,0.07,0.0,,0.0,,0.0,101.22
2017-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65278.3,0.07,0.0,,0.0,,0.0,101.05
2017-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65329.98,0.07,0.0,,0.0,,0.0,101.13
2017-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65342.9,0.07,0.0,,0.0,,0.0,101.15
2017-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65297.68,0.07,0.0,,0.0,,0.0,101.08
2017-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65233.08,0.07,0.0,,0.0,,0.0,100.98
2017-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65239.54,0.07,0.0,,0.0,,0.0,100.99
2017-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65304.14,0.07,0.0,,0.0,,0.0,101.09
2017-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65368.74,0.07,0.0,,0.0,,0.0,101.19
2017-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65355.82,0.07,0.0,,0.0,,0.0,101.17
2017-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65291.22,0.07,0.0,,0.0,,0.0,101.07
2017-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65213.7,0.07,0.0,,0.0,,0.0,100.95
2017-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65181.4,0.07,0.0,,0.0,,0.0,100.9
2017-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65213.7,0.07,0.0,,0.0,,0.0,100.95
2017-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65123.26,0.07,0.0,,0.0,,0.0,100.81
2017-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65052.2,0.07,0.0,,0.0,,0.0,100.7
2017-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65162.02,0.07,0.0,,0.0,,0.0,100.87
2017-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65207.24,0.07,0.0,,0.0,,0.0,100.94
2017-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65187.86,0.07,0.0,,0.0,,0.0,100.91
2017-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65136.18,0.07,0.0,,0.0,,0.0,100.83
2017-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65052.2,0.07,0.0,,0.0,,0.0,100.7
2017-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65058.66,0.07,0.0,,0.0,,0.0,100.71
2017-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65006.98,0.07,0.0,,0.0,,0.0,100.63
2017-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,65058.66,0.07,0.0,,0.0,,0.0,100.71
2017-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,64955.3,0.07,0.0,,0.0,,0.0,100.55
2017-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,64910.08,0.06,0.0,,0.0,,0.0,100.48
2017-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,64961.76,0.06,0.0,,0.0,,0.0,100.56
2017-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,64923.0,0.07,0.0,,0.0,,0.0,100.5
2017-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,646.0,64851.94,0.06,0.0,,0.0,,0.0,100.39
2017-06-21,9000.0,902610.0,1.76,0.2,0.9,0.0,902610.0,0.0,9000.0,0.0,,,,9000.0,,,,,,,,0.9,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.9319,100.29
2017-06-22,9000.0,901980.0,1.75,0.19,0.9,0.0,901980.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.9319,100.22
2017-06-23,9000.0,902790.0,1.78,0.19,0.9,0.0,902790.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.9319,100.31
2017-06-26,9000.0,903780.0,1.81,0.19,0.9,0.0,903780.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.9319,100.42
2017-06-27,9000.0,904500.0,1.79,0.19,0.9,0.0,904500.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,8.2418,100.5
2017-06-28,9000.0,904590.0,1.65,0.12,0.9,0.0,904590.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,8.2418,100.51
2017-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,9000.0,0.0,0.9,,0.0,0.0,1092.0,109964.4,0.11,0.0,,0.0,,0.0,100.7
2017-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1092.0,110029.92,0.11,0.0,,0.0,,0.0,100.76
2017-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1092.0,110008.08,0.11,0.0,,0.0,,0.0,100.74
2017-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1092.0,110150.04,0.11,0.0,,0.0,,0.0,100.87
2017-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1092.0,110051.76,0.11,0.0,,0.0,,0.0,100.78
2017-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,508685.0,51300882.25,51.27,0.0,,0.0,,0.0,100.85
2017-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,508685.0,51326316.5,51.3,0.0,,0.0,,0.0,100.9
2017-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,508685.0,51336490.2,51.33,0.0,,0.0,,0.0,100.92
2017-07-11,12300.0,1242054.0,2.04,0.15,1.24,0.0,1242054.0,12300.0,12300.0,1242054.0,,,,12300.0,,,,,,,,1.24,12300.0,,1.24,,,2.42,2.42,495293.0,50014687.14,49.99,2.42,,1.0,100.0,0.0242,100.98
2017-07-12,51000.0,5151510.0,8.4,0.62,5.15,0.0,5151510.0,26400.0,51000.0,2666664.0,,14100.0,1.42,24600.0,,,14100.0,,,1.42,14100.0,2.48,,,2.67,,,5.26,5.25,475430.0,48023184.3,48.01,5.26,24.13,0.3844,51.79,0.1014,101.01
2017-07-13,79200.0,7997616.0,14.11,0.95,8.0,0.0,7997616.0,26400.0,79200.0,2665872.0,,,2.85,,,,28200.0,,,2.85,,,,,2.67,,,5.26,5.25,475430.0,48008921.4,48.02,5.26,33.35,0.3333,33.35,0.1575,100.98
2017-07-14,79200.0,7992864.0,14.19,0.95,7.99,0.0,7992864.0,26400.0,79200.0,2664288.0,,,,,,,,,,,,,,,2.67,,,5.26,5.25,475430.0,47980395.6,48.01,5.26,33.35,0.3333,33.35,0.1575,100.92
2017-07-17,79200.0,7984152.0,14.03,0.99,7.99,0.0,7984152.0,26400.0,79200.0,2661384.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47928098.3,47.98,5.26,33.35,0.3333,33.35,0.1575,100.81
2017-07-18,79200.0,7984944.0,14.04,0.99,7.98,0.0,7984944.0,26400.0,79200.0,2661648.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47932852.6,47.93,5.26,33.34,0.3333,33.34,0.1575,100.82
2017-07-19,79200.0,7992864.0,8.41,0.99,7.98,0.0,7992864.0,26400.0,79200.0,2664288.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47980395.6,47.93,5.26,33.34,0.3333,33.34,0.1575,100.92
2017-07-20,79200.0,7994448.0,8.49,0.97,7.99,0.0,7994448.0,26400.0,79200.0,2664816.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47989904.2,47.98,5.26,33.35,0.3333,33.35,0.1575,100.94
2017-07-21,79200.0,7980192.0,8.35,0.97,7.99,0.0,7980192.0,26400.0,79200.0,2660064.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47904326.8,47.99,5.26,33.35,0.3333,33.35,0.1575,100.76
2017-07-24,79200.0,7974648.0,8.41,0.97,7.98,0.0,7974648.0,26400.0,79200.0,2658216.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47871046.7,47.9,5.26,33.35,0.3333,33.35,0.1575,100.69
2017-07-25,79200.0,7984944.0,8.4,0.97,7.97,0.0,7984944.0,26400.0,79200.0,2661648.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47932852.6,47.87,5.26,33.34,0.3333,33.34,0.1575,100.82
2017-07-26,79200.0,7987320.0,8.81,0.97,7.98,0.0,7987320.0,26400.0,79200.0,2662440.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,47947115.5,47.93,5.26,33.34,0.3333,33.34,0.1575,100.85
2017-07-27,79200.0,7991280.0,8.83,0.97,7.99,0.0,7991280.0,26400.0,79200.0,2663760.0,7.99,,,,79200.0,,,,7.99,,,,26400.0,,2.66,,,5.26,5.25,475430.0,47970887.0,47.95,5.26,33.34,0.3333,33.34,0.1575,100.9
2017-07-28,79200.0,7999992.0,9.21,0.97,7.99,0.0,7999992.0,26400.0,79200.0,2666664.0,,,,,,,,,,,,,,,2.66,,,5.26,5.25,475430.0,48023184.3,47.97,5.26,33.33,0.3333,33.34,0.1575,101.01
2017-07-31,107200.0,10829344.0,12.52,1.32,10.82,1.0,10829344.0,40400.0,107200.0,4081208.0,,14000.0,2.83,,,,28000.0,,,2.83,14000.0,,,,4.08,,,8.05,8.03,461430.0,46613658.6,46.61,8.05,37.7,0.3448,37.7,0.2132,101.02
2017-08-01,121000.0,12228260.0,14.08,1.49,12.22,1.0,12228260.0,40400.0,121000.0,4082824.0,,,1.39,,,,13800.0,,,1.39,,,,,4.08,,,8.05,8.03,461430.0,46632115.8,46.61,8.05,33.4,0.3333,33.4,0.2406,101.06
2017-08-02,121000.0,12225840.0,13.85,1.49,12.23,1.0,12225840.0,40400.0,121000.0,4082016.0,,,,,,,,,,,,,,,4.08,,,8.05,8.03,461430.0,46622887.2,46.63,8.05,33.39,0.3333,33.39,0.2406,101.04
2017-08-03,121000.0,12213740.0,13.95,1.49,12.23,1.0,12213740.0,40400.0,121000.0,4077976.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45564820.7,45.61,8.21,33.39,0.3333,33.39,0.2455,100.94
2017-08-04,121000.0,12216160.0,14.02,1.49,12.21,1.0,12216160.0,40400.0,121000.0,4078784.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45573848.8,45.56,8.21,33.39,0.3333,33.39,0.2455,100.96
2017-08-07,121000.0,12221000.0,13.83,1.49,12.21,1.0,12221000.0,40400.0,121000.0,4080400.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45591905.0,45.57,8.21,33.4,0.3333,33.4,0.2455,101.0
2017-08-08,121000.0,12219790.0,13.88,1.49,12.22,1.0,12219790.0,40400.0,121000.0,4079996.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45587390.95,45.59,8.21,33.39,0.3333,33.39,0.2455,100.99
2017-08-09,121000.0,12207690.0,15.07,1.49,12.22,1.0,12207690.0,40400.0,121000.0,4075956.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45542250.45,45.59,8.21,33.39,0.3333,33.39,0.2455,100.89
2017-08-10,121000.0,12210110.0,15.05,1.49,12.21,1.0,12210110.0,40400.0,121000.0,4076764.0,,,,,,,,,,,,,,,4.08,,,8.21,8.2,451405.0,45551278.55,45.54,8.21,33.4,0.3333,33.4,0.2455,100.91
2017-08-11,122300.0,12330286.0,14.87,1.5,12.34,1.0,12330286.0,40400.0,122300.0,4073128.0,,,0.13,,,,1300.0,,,0.13,,,,,4.08,,,8.21,8.2,451405.0,45510652.1,45.55,8.21,33.04,0.3334,34.1,0.2481,100.82
2017-08-14,122300.0,12327840.0,15.8,1.5,12.33,1.0,12327840.0,40400.0,122300.0,4072320.0,,,,,,,,,,,,,,,4.07,,,8.21,8.2,451405.0,45501624.0,45.51,8.21,33.05,0.3334,34.11,0.2481,100.8
2017-08-15,122300.0,12325394.0,15.98,1.5,12.33,1.0,12325394.0,40400.0,122300.0,4071512.0,,,,,,,,,,,,,,,4.07,,,8.21,8.2,451405.0,45492595.9,45.5,8.21,33.04,0.3334,34.1,0.2481,100.78
2017-08-16,122300.0,12326617.0,16.43,1.5,12.32,1.0,12326617.0,40400.0,122300.0,4071916.0,,,,,,,,,,,,,,,4.07,,,27.68,27.47,105576.0,10641005.04,10.64,27.68,33.04,0.3334,34.1,0.8316,100.79
2017-08-17,1700.0,171445.0,0.24,0.02,0.17,0.0,171445.0,200.0,1700.0,20170.0,,,,,,4.05,,40200.0,,,,,,120600.0,0.02,12.15,,0.14,0.14,145776.0,14701509.6,14.69,0.14,11.76,0.7924,88.24,0.0116,100.85
2017-08-18,1700.0,171428.0,0.23,0.02,0.17,0.0,171428.0,200.0,1700.0,20168.0,,,,,,,,,,,,,,,0.02,,,0.14,0.14,145776.0,14700051.84,14.7,0.14,11.76,0.7924,88.24,0.0116,100.84
2017-08-21,1700.0,171360.0,0.22,0.02,0.17,0.0,171360.0,200.0,1700.0,20160.0,,,,,,,,,,,,,,,0.02,,,0.14,0.14,145776.0,14694220.8,14.7,0.14,11.76,0.7924,88.24,0.0116,100.8
2017-08-22,1700.0,171258.0,0.23,0.02,0.17,0.0,171258.0,200.0,1700.0,20148.0,,,,,,,,,,,,,,,0.02,,,0.14,0.14,145776.0,14685474.24,14.69,0.14,11.76,0.7924,88.24,0.0116,100.74
2017-08-23,10700.0,1077597.0,1.47,0.13,1.08,0.0,1077597.0,200.0,10700.0,20142.0,,,,9000.0,,,,,,,,0.91,,,0.02,,,0.14,0.14,145776.0,14681100.96,14.69,0.14,14.02,0.7275,84.11,0.0728,100.71
2017-08-24,10700.0,1078025.0,1.47,0.13,1.08,0.0,1078025.0,200.0,10700.0,20150.0,,,,,,,,,,,,,,,0.02,,,0.14,0.14,145776.0,14686932.0,14.68,0.14,14.02,0.7275,84.11,0.0728,100.75
2017-08-25,10700.0,1077597.0,1.47,0.13,1.08,0.0,1077597.0,200.0,10700.0,20142.0,,,,,,,,,,,,,,,0.02,,,0.14,0.14,145776.0,14681100.96,14.69,0.14,14.02,0.7274,84.11,0.0728,100.71
2017-08-28,9000.0,906030.0,1.24,0.11,0.91,0.0,906030.0,0.0,9000.0,0.0,,,,,,0.02,,200.0,,,,,,1700.0,0.0,0.17,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0612,100.67
2017-08-29,9000.0,906120.0,1.24,0.11,0.91,0.0,906120.0,0.0,9000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0612,100.68
