,ALMGI FP Equity_DX_SI_QTY,ALMGI FP Equity_DX_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMGI FP Equity_DX_SI_MV,ALMGI FP Equity_DX_DSS,ALMGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SUPPLY_SI_QTY,ALMGI FP Equity_DX_BROKER_SI_QTY,ALMGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_x,ALMGI FP Equity_DX_BROKER_SI_MV_INC_x,ALMGI FP Equity_DX_BROKER_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_NEW,ALMGI FP Equity_DX_SUPPLY_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_QTY_INC,ALMGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_y,ALMGI FP Equity_DX_BROKER_SI_MV_INC_y,ALMGI FP Equity_DX_BROKER_SI_MV_ADD,ALMGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_DEC,ALMGI FP Equity_DX_SUPPLY_SI_MV,ALMGI FP Equity_DX_BROKER_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_RMV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMGI FP Equity_DX_BROKER_SI_CON_RATIO,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMGI FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5235.72,0.01,0.0,,0.0,,0.0
2012-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5235.72,0.0,0.0,,0.0,,0.0
2012-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5173.39,0.0,0.0,,0.0,,0.0
2012-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6731.64,0.01,0.0,,0.0,,0.0
2012-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.01,0.0,,0.0,,0.0
2012-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4425.43,0.0,0.0,,0.0,,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4425.43,0.0,0.0,,0.0,,0.0
2012-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4425.43,0.01,0.0,,0.0,,0.0
2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.01,0.0,,0.0,,0.0
2012-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.0,0.0,,0.0,,0.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.01,0.0,,0.0,,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.0,0.0,,0.0,,0.0
2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.01,0.0,,0.0,,0.0
2012-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4176.11,0.0,0.0,,0.0,,0.0
2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5609.7,0.0,0.0,,0.0,,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5609.7,0.01,0.0,,0.0,,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5609.7,0.0,0.0,,0.0,,0.0
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5609.7,0.0,0.0,,0.0,,0.0
2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5422.71,0.0,0.0,,0.0,,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5422.71,0.01,0.0,,0.0,,0.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5173.39,0.0,0.0,,0.0,,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.0,0.0,,0.0,,0.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4363.1,0.0,0.0,,0.0,,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4737.08,0.0,0.0,,0.0,,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4737.08,0.0,0.0,,0.0,,0.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4737.08,0.0,0.0,,0.0,,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4487.76,0.0,0.0,,0.0,,0.0
2012-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4487.76,0.0,0.0,,0.0,,0.0
2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4487.76,0.0,0.0,,0.0,,0.0
2012-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5111.06,0.0,0.0,,0.0,,0.0
2012-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5048.73,0.01,0.0,,0.0,,0.0
2012-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5485.04,0.01,0.0,,0.0,,0.0
2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5485.04,0.01,0.0,,0.0,,0.0
2012-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4737.08,0.0,0.0,,0.0,,0.0
2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4550.09,0.0,0.0,,0.0,,0.0
2012-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4550.09,0.0,0.0,,0.0,,0.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4300.77,0.0,0.0,,0.0,,0.0
2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4674.75,0.0,0.0,,0.0,,0.0
2012-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4550.09,0.0,0.0,,0.0,,0.0
2012-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,4550.09,0.0,0.0,,0.0,,0.0
2012-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7541.93,0.0,0.0,,0.0,,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,8788.53,0.01,0.0,,0.0,,0.0
2012-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,8476.88,0.01,0.0,,0.0,,0.0
2012-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7728.92,0.01,0.0,,0.0,,0.0
2012-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7666.59,0.01,0.0,,0.0,,0.0
2012-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,8414.55,0.01,0.0,,0.0,,0.0
2012-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,8289.89,0.01,0.0,,0.0,,0.0
2012-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7666.59,0.01,0.0,,0.0,,0.0
2012-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7666.59,0.01,0.0,,0.0,,0.0
2012-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7167.95,0.01,0.0,,0.0,,0.0
2012-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7167.95,0.01,0.0,,0.0,,0.0
2012-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6918.63,0.01,0.0,,0.0,,0.0
2012-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6856.3,0.01,0.0,,0.0,,0.0
2012-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6731.64,0.01,0.0,,0.0,,0.0
2012-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7105.62,0.01,0.0,,0.0,,0.0
2012-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6980.96,0.01,0.0,,0.0,,0.0
2012-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6544.65,0.01,0.0,,0.0,,0.0
2012-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7105.62,0.01,0.0,,0.0,,0.0
2012-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6669.31,0.01,0.0,,0.0,,0.0
2012-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6856.3,0.01,0.0,,0.0,,0.0
2012-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6482.32,0.01,0.0,,0.0,,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6731.64,0.01,0.0,,0.0,,0.0
2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6357.66,0.01,0.0,,0.0,,0.0
2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6793.97,0.01,0.0,,0.0,,0.0
2012-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6544.65,0.01,0.0,,0.0,,0.0
2012-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6669.31,0.01,0.0,,0.0,,0.0
2012-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7167.95,0.01,0.0,,0.0,,0.0
2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6856.3,0.01,0.0,,0.0,,0.0
2012-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6918.63,0.01,0.0,,0.0,,0.0
2012-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6793.97,0.01,0.0,,0.0,,0.0
2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6046.01,0.01,0.0,,0.0,,0.0
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6046.01,0.01,0.0,,0.0,,0.0
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6046.01,0.01,0.0,,0.0,,0.0
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5734.36,0.01,0.0,,0.0,,0.0
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5734.36,0.01,0.0,,0.0,,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6669.31,0.01,0.0,,0.0,,0.0
2012-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7167.95,0.01,0.0,,0.0,,0.0
2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,7230.28,0.01,0.0,,0.0,,0.0
2012-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6544.65,0.01,0.0,,0.0,,0.0
2012-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6108.34,0.01,0.0,,0.0,,0.0
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5796.69,0.01,0.0,,0.0,,0.0
2012-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5796.69,0.01,0.0,,0.0,,0.0
2012-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5734.36,0.01,0.0,,0.0,,0.0
2012-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5796.69,0.01,0.0,,0.0,,0.0
2012-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5859.02,0.01,0.0,,0.0,,0.0
2012-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5859.02,0.01,0.0,,0.0,,0.0
2012-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5547.37,0.01,0.0,,0.0,,0.0
2012-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5547.37,0.01,0.0,,0.0,,0.0
2012-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6233.0,0.01,0.0,,0.0,,0.0
2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,5921.35,0.01,0.0,,0.0,,0.0
2012-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6170.67,0.01,0.0,,0.0,,0.0
2012-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6170.67,0.01,0.0,,0.0,,0.0
2012-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6170.67,0.01,0.0,,0.0,,0.0
2012-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
2012-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,6233.0,6606.98,0.01,0.0,,0.0,,0.0
