,ALMGI FP Equity_DX_SI_QTY,ALMGI FP Equity_DX_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMGI FP Equity_DX_SI_MV,ALMGI FP Equity_DX_DSS,ALMGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SUPPLY_SI_QTY,ALMGI FP Equity_DX_BROKER_SI_QTY,ALMGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_x,ALMGI FP Equity_DX_BROKER_SI_MV_INC_x,ALMGI FP Equity_DX_BROKER_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_NEW,ALMGI FP Equity_DX_SUPPLY_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_QTY_INC,ALMGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_y,ALMGI FP Equity_DX_BROKER_SI_MV_INC_y,ALMGI FP Equity_DX_BROKER_SI_MV_ADD,ALMGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_DEC,ALMGI FP Equity_DX_SUPPLY_SI_MV,ALMGI FP Equity_DX_BROKER_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_RMV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMGI FP Equity_DX_BROKER_SI_CON_RATIO,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMGI FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-08-26,600.0,3414.0,0.12,0.02,0.02,0.0,0.0,3414.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-08-27,600.0,3546.0,0.12,0.02,0.02,0.0,0.0,3546.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-08-28,600.0,3714.0,0.12,0.02,0.02,0.0,0.0,3714.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-08-29,600.0,3714.0,0.12,0.03,0.02,0.0,0.0,3714.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-01,600.0,3642.0,0.12,0.03,0.02,0.0,0.0,3642.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-02,600.0,3714.0,0.12,0.03,0.02,0.0,0.0,3714.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-03,600.0,3636.0,0.05,0.03,0.02,0.0,0.0,3636.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-04,600.0,3558.0,0.05,0.03,0.02,0.0,0.0,3558.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-05,600.0,3378.0,0.05,0.03,0.02,0.0,0.0,3378.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-08,600.0,3480.0,0.05,0.04,0.02,0.0,0.0,3480.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-09,600.0,3450.0,0.05,0.05,0.02,0.0,0.0,3450.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-10,600.0,3510.0,0.05,0.05,0.02,0.0,0.0,3510.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-11,600.0,3312.0,0.05,0.05,0.02,0.0,0.0,3312.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-12,600.0,3480.0,0.09,0.05,0.02,0.0,0.0,3480.0,0.0,600.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0963
2008-09-15,15900.0,79977.0,2.5,1.41,0.46,0.09,0.0,56839.0,4600.0,11300.0,23138.0,,,11300.0,,,,,,,0.06,4600.0,,0.03,,0.0,100.0,73.8,0.0,0.0,0.0,100.0,29.21,0.3537,44.84,2.5509
2008-09-16,15900.0,75207.0,2.5,1.31,0.46,0.08,0.0,53449.0,4600.0,11300.0,21758.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,26.58,0.3642,47.68,2.5509
2008-09-17,15900.0,64395.0,2.5,1.26,0.46,0.08,0.0,45765.0,4600.0,11300.0,18630.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,25.75,0.3748,49.94,2.5509
2008-09-18,15900.0,62964.0,2.5,1.25,0.46,0.07,0.0,44748.0,4600.0,11300.0,18216.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,25.4,0.3803,51.0,2.5509
2008-09-19,15900.0,71550.0,2.5,1.2,0.46,0.07,0.0,50850.0,4600.0,11300.0,20700.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,28.11,0.3735,49.37,2.5509
2008-09-22,15900.0,47700.0,2.5,1.21,0.46,0.08,0.0,33900.0,4600.0,11300.0,13800.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,26.7,0.3706,49.03,2.5509
2008-09-23,15900.0,46110.0,2.5,0.83,0.46,0.06,0.0,32770.0,4600.0,11300.0,13340.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.28,0.4153,56.69,2.5509
2008-09-24,15900.0,42294.0,2.5,0.76,0.46,0.06,0.0,30058.0,4600.0,11300.0,12236.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.04,0.4242,57.95,2.5509
2008-09-25,15900.0,46905.0,2.5,0.74,0.46,0.06,0.0,33335.0,4600.0,11300.0,13570.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,23.45,0.4197,57.21,2.5509
2008-09-26,15900.0,43089.0,2.5,0.72,0.46,0.06,0.0,30623.0,4600.0,11300.0,12466.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.24,0.4218,57.62,2.5509
2008-09-29,15900.0,40545.0,2.5,0.74,0.46,0.06,0.0,28815.0,4600.0,11300.0,11730.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.69,0.4265,58.24,2.5509
2008-09-30,15900.0,39432.0,2.5,0.74,0.46,0.06,0.0,28024.0,4600.0,11300.0,11408.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.38,0.4322,58.92,2.5509
2008-10-01,15900.0,38160.0,2.5,0.73,0.46,0.05,0.0,27120.0,4600.0,11300.0,11040.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,20.42,0.4431,60.38,2.5509
2008-10-02,15900.0,54537.0,2.5,0.72,0.46,0.05,0.0,38759.0,4600.0,11300.0,15778.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,20.61,0.4449,60.59,2.5509
2008-10-03,15900.0,58989.0,2.5,0.57,0.46,0.06,0.0,41923.0,4600.0,11300.0,17066.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,23.76,0.4238,57.7,2.5509
2008-10-06,15900.0,43407.0,2.5,0.47,0.46,0.07,0.0,30849.0,4600.0,11300.0,12558.0,,,,,,,,,,,,,0.02,,,100.0,73.8,0.0,0.0,0.0,100.0,24.89,0.3864,52.11,2.5509
2008-10-07,15900.0,49926.0,2.5,0.45,0.46,0.06,0.0,35482.0,4600.0,11300.0,14444.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.93,0.4257,58.12,2.5509
2008-10-08,15900.0,45951.0,2.5,0.43,0.46,0.06,0.0,32657.0,4600.0,11300.0,13294.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,23.32,0.4064,55.38,2.5509
2008-10-09,15900.0,45792.0,2.5,0.43,0.46,0.06,0.0,32544.0,4600.0,11300.0,13248.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.48,0.4172,56.95,2.5509
2008-10-10,15900.0,44043.0,2.5,0.43,0.46,0.06,0.0,31301.0,4600.0,11300.0,12742.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.07,0.4255,58.12,2.5509
2008-10-13,15900.0,46110.0,2.5,0.42,0.46,0.06,0.0,32770.0,4600.0,11300.0,13340.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.13,0.4286,58.53,2.5509
2008-10-14,15900.0,46905.0,2.5,0.41,0.46,0.06,0.0,33335.0,4600.0,11300.0,13570.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.53,0.417,56.93,2.5509
2008-10-15,15900.0,41499.0,2.5,0.42,0.46,0.06,0.0,29493.0,4600.0,11300.0,12006.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.43,0.4152,56.68,2.5509
2008-10-16,15900.0,37365.0,2.5,0.42,0.46,0.06,0.0,26555.0,4600.0,11300.0,10810.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,21.45,0.4316,58.91,2.5509
2008-10-17,15900.0,37365.0,2.5,0.41,0.46,0.05,0.0,26555.0,4600.0,11300.0,10810.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.24,0.4375,59.58,2.5509
2008-10-20,15900.0,38160.0,2.5,0.42,0.46,0.05,0.0,27120.0,4600.0,11300.0,11040.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,22.2,0.4372,59.55,2.5509
2008-10-21,15900.0,34185.0,2.5,0.42,0.46,0.05,0.0,24295.0,4600.0,11300.0,9890.0,,,,,,,,,,,,,0.01,,,100.0,73.8,0.0,0.0,0.0,100.0,20.61,0.4449,60.59,2.5509
2008-10-22,11700.0,25389.0,1.84,0.31,0.34,0.03,0.0,15407.0,4600.0,7100.0,9982.0,,,,,,,,,,,,4200.0,0.01,0.02,,100.0,73.8,0.0,0.0,0.0,100.0,28.86,0.4336,57.63,1.8771
2008-10-23,7500.0,15525.0,1.18,0.2,0.22,0.03,0.0,10350.0,2500.0,5000.0,5175.0,,,,,0.0,,2100.0,,,,,2100.0,0.01,0.0,,100.0,40.11,0.0,0.0,0.0,100.0,21.51,0.6624,78.49,1.2033
2008-10-24,7500.0,15000.0,1.18,0.2,0.22,0.02,0.0,10000.0,2500.0,5000.0,5000.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.37,0.6756,79.63,1.2033
2008-10-27,7500.0,15000.0,1.18,0.19,0.22,0.02,0.0,10000.0,2500.0,5000.0,5000.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.51,0.6739,79.49,1.2033
2008-10-28,7500.0,15075.0,1.18,0.2,0.22,0.02,0.0,10050.0,2500.0,5000.0,5025.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.51,0.6739,79.49,1.2033
2008-10-29,7500.0,13800.0,1.18,0.2,0.22,0.02,0.0,9200.0,2500.0,5000.0,4600.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.57,0.6732,79.43,1.2033
2008-10-30,7500.0,14925.0,1.18,0.2,0.22,0.02,0.0,9950.0,2500.0,5000.0,4975.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.51,0.6859,80.49,1.2033
2008-10-31,7500.0,11400.0,1.18,0.2,0.22,0.02,0.0,7600.0,2500.0,5000.0,3800.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,16.41,0.7256,83.59,1.2033
2008-11-03,7500.0,13875.0,1.18,0.2,0.22,0.02,0.0,9250.0,2500.0,5000.0,4625.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.08,0.7167,82.92,1.2033
2008-11-04,7500.0,12300.0,1.18,0.21,0.22,0.02,0.0,8200.0,2500.0,5000.0,4100.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,16.56,0.7237,83.44,1.2033
2008-11-05,7500.0,11775.0,1.18,0.21,0.22,0.02,0.0,7850.0,2500.0,5000.0,3925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.16,0.7027,81.84,1.2033
2008-11-06,7500.0,11250.0,1.18,0.21,0.22,0.02,0.0,7500.0,2500.0,5000.0,3750.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.66,0.7092,82.34,1.2033
2008-11-07,7500.0,12450.0,1.18,0.21,0.22,0.02,0.0,8300.0,2500.0,5000.0,4150.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.63,0.6968,81.37,1.2033
2008-11-10,7500.0,12450.0,1.18,0.19,0.22,0.02,0.0,8300.0,2500.0,5000.0,4150.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.3,0.701,81.7,1.2033
2008-11-11,7500.0,11400.0,1.18,0.19,0.22,0.02,0.0,7600.0,2500.0,5000.0,3800.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.3,0.701,81.7,1.2033
2008-11-12,7500.0,11100.0,1.18,0.19,0.22,0.02,0.0,7400.0,2500.0,5000.0,3700.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.29,0.714,82.71,1.2033
2008-11-13,7500.0,11250.0,1.18,0.19,0.22,0.02,0.0,7500.0,2500.0,5000.0,3750.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,16.99,0.7179,83.01,1.2033
2008-11-14,7500.0,10200.0,1.18,0.22,0.22,0.02,0.0,6800.0,2500.0,5000.0,3400.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.14,0.7159,82.86,1.2033
2008-11-17,7500.0,9825.0,1.18,0.25,0.22,0.02,0.0,6550.0,2500.0,5000.0,3275.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.42,0.7123,82.58,1.2033
2008-11-18,7500.0,9525.0,1.18,0.26,0.22,0.02,0.0,6350.0,2500.0,5000.0,3175.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,17.52,0.7109,82.48,1.2033
2008-11-19,7500.0,8625.0,1.18,0.27,0.22,0.02,0.0,5750.0,2500.0,5000.0,2875.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.32,0.7405,84.68,1.2033
2008-11-20,7500.0,8400.0,1.18,0.28,0.22,0.02,0.0,5600.0,2500.0,5000.0,2800.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.29,0.7551,85.71,1.2033
2008-11-21,7500.0,8325.0,1.18,0.28,0.22,0.02,0.0,5550.0,2500.0,5000.0,2775.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.36,0.7541,85.64,1.2033
2008-11-24,7500.0,9000.0,1.18,0.28,0.22,0.02,0.0,6000.0,2500.0,5000.0,3000.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.27,0.7553,85.73,1.2033
2008-11-25,7500.0,9225.0,1.18,0.28,0.22,0.02,0.0,6150.0,2500.0,5000.0,3075.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.72,0.7489,85.28,1.2033
2008-11-26,7500.0,8250.0,1.18,0.29,0.22,0.02,0.0,5500.0,2500.0,5000.0,2750.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.74,0.7487,85.26,1.2033
2008-11-27,7500.0,8925.0,1.18,0.3,0.22,0.02,0.0,5950.0,2500.0,5000.0,2975.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.01,0.7448,84.99,1.2033
2008-11-28,7500.0,8850.0,1.18,0.3,0.22,0.02,0.0,5900.0,2500.0,5000.0,2950.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.53,0.7516,85.47,1.2033
2008-12-01,7500.0,8250.0,1.18,0.3,0.22,0.02,0.0,5500.0,2500.0,5000.0,2750.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.55,0.7513,85.45,1.2033
2008-12-02,7500.0,10050.0,1.18,0.3,0.22,0.02,0.0,6700.0,2500.0,5000.0,3350.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,13.84,0.7616,86.16,1.2033
2008-12-03,7500.0,9600.0,1.18,0.3,0.22,0.02,0.0,6400.0,2500.0,5000.0,3200.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.9,0.7326,84.1,1.2033
2008-12-04,7500.0,10500.0,1.18,0.25,0.22,0.02,0.0,7000.0,2500.0,5000.0,3500.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.4,0.7394,84.6,1.2033
2008-12-05,7500.0,13875.0,1.18,0.24,0.22,0.02,0.0,9250.0,2500.0,5000.0,4625.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.56,0.6734,79.44,1.2033
2008-12-08,7500.0,21750.0,1.18,0.19,0.22,0.02,0.0,14500.0,2500.0,5000.0,7250.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.58,0.6851,80.42,1.2033
2008-12-09,7500.0,23250.0,1.18,0.15,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.11,0.6239,74.89,1.2033
2008-12-10,7500.0,23250.0,1.18,0.11,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,1.2033
2008-12-11,7500.0,23250.0,1.18,0.11,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-12,7500.0,23250.0,1.18,0.12,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-15,7500.0,23250.0,1.18,0.12,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-16,7500.0,23250.0,1.18,0.12,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-17,7500.0,23250.0,1.18,0.13,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-18,7500.0,23250.0,1.18,0.13,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,25.38,0.6212,74.62,1.2033
2008-12-19,7500.0,23250.0,1.18,0.13,0.22,0.03,0.0,15500.0,2500.0,5000.0,7750.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.08,0.7581,85.92,1.2033
2008-12-22,7500.0,18600.0,1.18,0.14,0.22,0.03,0.0,12400.0,2500.0,5000.0,6200.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.08,0.7581,85.92,1.2033
2008-12-23,7500.0,17025.0,1.18,0.14,0.22,0.02,0.0,11350.0,2500.0,5000.0,5675.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,14.98,0.7453,85.02,1.2033
2008-12-24,7500.0,14775.0,1.18,0.13,0.22,0.02,0.0,9850.0,2500.0,5000.0,4925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.25,0.7416,84.75,1.2033
2008-12-25,7500.0,14775.0,1.18,0.13,0.22,0.02,0.0,9850.0,2500.0,5000.0,4925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,15.13,0.7432,84.87,1.2033
2008-12-26,7500.0,14775.0,1.18,0.13,0.22,0.03,0.0,9850.0,2500.0,5000.0,4925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,1.2033
2008-12-29,7500.0,12750.0,1.18,0.13,0.22,0.02,0.0,8500.0,2500.0,5000.0,4250.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.25,0.677,79.75,1.2033
2008-12-30,7500.0,15750.0,1.18,0.13,0.22,0.02,0.0,10500.0,2500.0,5000.0,5250.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.66,0.6722,79.34,1.2033
2008-12-31,7500.0,17775.0,1.18,0.13,0.22,0.02,0.0,11850.0,2500.0,5000.0,5925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.11,0.6787,79.89,1.2033
2009-01-01,7500.0,17775.0,1.18,0.13,0.22,0.02,0.0,11850.0,2500.0,5000.0,5925.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.09,0.6789,79.91,1.2033
2009-01-02,7500.0,16200.0,1.18,0.13,0.22,0.03,0.0,10800.0,2500.0,5000.0,5400.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,21.01,0.6681,78.99,1.2033
2009-01-05,7500.0,15000.0,1.18,0.13,0.22,0.03,0.0,10000.0,2500.0,5000.0,5000.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,21.45,0.663,78.55,1.2033
2009-01-06,7500.0,15000.0,1.18,0.13,0.22,0.02,0.0,10000.0,2500.0,5000.0,5000.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.51,0.6739,79.49,1.2033
2009-01-07,7500.0,14550.0,1.18,0.13,0.22,0.02,0.0,9700.0,2500.0,5000.0,4850.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,20.51,0.6739,79.49,1.2033
2009-01-08,7500.0,14550.0,1.18,0.13,0.22,0.02,0.0,9700.0,2500.0,5000.0,4850.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.15,0.6783,79.85,1.2033
2009-01-09,7500.0,14550.0,1.18,0.13,0.22,0.02,0.0,9700.0,2500.0,5000.0,4850.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.15,0.6783,79.85,1.2033
2009-01-12,7500.0,14475.0,1.18,0.13,0.22,0.02,0.0,9650.0,2500.0,5000.0,4825.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.15,0.6783,79.85,1.2033
2009-01-13,7500.0,12900.0,1.18,0.13,0.22,0.02,0.0,8600.0,2500.0,5000.0,4300.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,20.08,0.679,79.92,1.2033
2009-01-14,7500.0,16200.0,1.18,0.13,0.22,0.02,0.0,10800.0,2500.0,5000.0,5400.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.72,0.6957,81.28,1.2033
2009-01-15,7500.0,16425.0,1.18,0.12,0.22,0.03,0.0,10950.0,2500.0,5000.0,5475.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,21.45,0.663,78.55,1.2033
2009-01-16,7500.0,16050.0,1.18,0.12,0.22,0.03,0.0,10700.0,2500.0,5000.0,5350.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,21.23,0.6655,78.77,1.2033
2009-01-19,7500.0,14325.0,1.18,0.12,0.22,0.02,0.0,9550.0,2500.0,5000.0,4775.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.49,0.6862,80.51,1.2033
2009-01-20,7500.0,13875.0,1.18,0.12,0.22,0.02,0.0,9250.0,2500.0,5000.0,4625.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.96,0.6805,80.04,1.2033
2009-01-21,7500.0,15900.0,1.18,0.13,0.22,0.02,0.0,10600.0,2500.0,5000.0,5300.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.58,0.6851,80.42,1.2033
2009-01-22,7500.0,14925.0,1.18,0.15,0.22,0.03,0.0,9950.0,2500.0,5000.0,4975.0,,,,,,,,,,,,,0.01,,,100.0,40.11,0.0,0.0,0.0,100.0,21.22,0.6656,78.78,1.2033
2009-01-23,7500.0,13575.0,1.18,0.19,0.22,0.02,0.0,9050.0,2500.0,5000.0,4525.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,18.95,0.6928,81.05,1.2033
2009-01-26,7500.0,15000.0,1.18,0.3,0.22,0.02,0.0,10000.0,2500.0,5000.0,5000.0,,,,,,,,,,,,,0.0,,,100.0,40.11,0.0,0.0,0.0,100.0,19.32,0.6883,80.68,1.2033
