,ALNMR FP Equity_DX_SI_QTY,ALNMR FP Equity_DX_SHORT_INTEREST_VALUE,ALNMR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNMR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNMR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNMR FP Equity_DX_SI_MV,ALNMR FP Equity_DX_DSS,ALNMR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNMR FP Equity_DX_SUPPLY_SI_QTY,ALNMR FP Equity_DX_BROKER_SI_QTY,ALNMR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNMR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNMR FP Equity_DX_BROKER_SI_MV_INC_x,ALNMR FP Equity_DX_BROKER_SI_QTY_ADD,ALNMR FP Equity_DX_SUPPLY_SI_MV_DEC,ALNMR FP Equity_DX_BROKER_SI_QTY_INC,ALNMR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNMR FP Equity_DX_BROKER_SI_MV_INC_y,ALNMR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNMR FP Equity_DX_BROKER_SI_MV_ADD,ALNMR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNMR FP Equity_DX_BROKER_SI_QTY_DEC,ALNMR FP Equity_DX_SUPPLY_SI_MV,ALNMR FP Equity_DX_BROKER_SI_MV_DEC,ALNMR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNMR FP Equity_DX_UTILIZATION_QUANTITY,ALNMR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNMR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNMR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNMR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNMR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNMR FP Equity_DX_BROKER_SI_CON_RATIO,ALNMR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNMR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNMR FP Equity_PX_LAST
2022-11-21,200.0,397.0,0.01,0.1,0.01,0.0,0.0,198.5,100.0,100.0,198.5,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.985
2022-11-22,200.0,390.0,0.01,0.1,0.01,0.0,0.0,195.0,100.0,100.0,195.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.95
2022-11-23,200.0,359.0,0.01,0.1,0.01,0.0,0.0,179.5,100.0,100.0,179.5,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.795
2022-11-24,200.0,330.0,0.01,0.09,0.01,0.0,0.0,165.0,100.0,100.0,165.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.65
2022-11-25,200.0,322.0,0.01,0.09,0.01,0.0,0.0,161.0,100.0,100.0,161.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.61
2022-11-28,200.0,286.0,0.01,0.09,0.01,0.0,0.0,143.0,100.0,100.0,143.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.43
2022-11-29,200.0,290.0,0.01,0.07,0.01,0.0,0.0,145.0,100.0,100.0,145.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.45
2022-11-30,200.0,470.0,0.01,0.07,0.01,0.0,0.0,235.0,100.0,100.0,235.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.35
2022-12-01,200.0,550.0,0.01,0.07,0.01,0.0,0.0,275.0,100.0,100.0,275.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.75
2022-12-02,200.0,536.0,0.01,0.06,0.01,0.0,0.0,268.0,100.0,100.0,268.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.68
2022-12-05,200.0,454.0,0.01,0.06,0.01,0.0,0.0,227.0,100.0,100.0,227.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.27
2022-12-06,200.0,454.0,0.01,0.06,0.01,0.0,0.0,227.0,100.0,100.0,227.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.27
2022-12-07,200.0,548.0,0.01,0.06,0.01,0.0,0.0,274.0,100.0,100.0,274.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.74
2022-12-08,200.0,580.0,0.01,0.05,0.01,0.0,0.0,290.0,100.0,100.0,290.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.9
2022-12-09,2200.0,6050.0,0.16,0.58,0.06,0.01,0.0,3025.0,1100.0,1100.0,3025.0,1000.0,,1000.0,,,,,1000.0,0.0,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.75
2022-12-12,2200.0,6402.0,0.16,0.58,0.06,0.01,0.0,3201.0,1100.0,1100.0,3201.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.91
2022-12-13,2200.0,5720.0,0.16,0.58,0.06,0.01,0.0,2860.0,1100.0,1100.0,2860.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.6
2022-12-14,2200.0,5148.0,0.16,0.59,0.06,0.01,0.0,2574.0,1100.0,1100.0,2574.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.34
2022-12-15,2200.0,5192.0,0.16,0.6,0.06,0.01,0.0,2596.0,1100.0,1100.0,2596.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.36
2022-12-16,2200.0,5192.0,0.16,0.61,0.06,0.01,0.0,2596.0,1100.0,1100.0,2596.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.36
2022-12-19,2200.0,5280.0,0.16,0.61,0.06,0.01,0.0,2640.0,1100.0,1100.0,2640.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.4
2022-12-20,2200.0,5346.0,0.16,0.62,0.06,0.01,0.0,2673.0,1100.0,1100.0,2673.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.43
2022-12-21,2200.0,5346.0,0.16,0.62,0.06,0.01,0.0,2673.0,1100.0,1100.0,2673.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.43
2022-12-22,2200.0,6402.0,0.16,0.65,0.06,0.01,0.0,3201.0,1100.0,1100.0,3201.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.91
2022-12-23,2200.0,6314.0,0.16,0.65,0.06,0.01,0.0,3157.0,1100.0,1100.0,3157.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.87
2022-12-26,2200.0,6314.0,0.16,0.66,0.06,0.01,0.0,3157.0,1100.0,1100.0,3157.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.35,0.8304,90.65,0.0149,
2022-12-27,2200.0,6138.0,0.16,0.66,0.06,0.01,0.0,3069.0,1100.0,1100.0,3069.0,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0149,2.79
2022-12-28,200.0,540.0,0.01,0.06,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,0.0,,1000.0,,,,,1000.0,0.0,0.0,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2022-12-29,200.0,580.0,0.01,0.07,0.01,0.0,0.0,290.0,100.0,100.0,290.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.9
2022-12-30,200.0,570.0,0.01,0.07,0.01,0.0,0.0,285.0,100.0,100.0,285.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.85
2023-01-02,200.0,536.0,0.01,0.07,0.01,0.0,0.0,268.0,100.0,100.0,268.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.68
2023-01-03,200.0,536.0,0.01,0.07,0.01,0.0,0.0,268.0,100.0,100.0,268.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.68
2023-01-04,200.0,540.0,0.01,0.07,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2023-01-05,200.0,584.0,0.01,0.07,0.01,0.0,0.0,292.0,100.0,100.0,292.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.92
2023-01-06,200.0,504.0,0.01,0.07,0.01,0.0,0.0,252.0,100.0,100.0,252.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.52
2023-01-09,200.0,570.0,0.01,0.07,0.01,0.0,0.0,285.0,100.0,100.0,285.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.85
2023-01-10,200.0,536.0,0.01,0.07,0.01,0.0,0.0,268.0,100.0,100.0,268.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.68
2023-01-11,200.0,586.0,0.01,0.09,0.01,0.0,0.0,293.0,100.0,100.0,293.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.93
2023-01-12,200.0,538.0,0.01,0.08,0.01,0.0,0.0,269.0,100.0,100.0,269.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.69
2023-01-13,200.0,540.0,0.01,0.11,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2023-01-16,200.0,576.0,0.01,0.15,0.01,0.0,0.0,288.0,100.0,100.0,288.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.88
2023-01-17,200.0,580.0,0.01,0.16,0.01,0.0,0.0,290.0,100.0,100.0,290.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.9
2023-01-18,200.0,564.0,0.01,0.13,0.01,0.0,0.0,282.0,100.0,100.0,282.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.82
2023-01-19,200.0,540.0,0.01,0.13,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2023-01-20,200.0,560.0,0.01,0.14,0.01,0.0,0.0,280.0,100.0,100.0,280.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.8
2023-01-23,200.0,526.0,0.01,0.14,0.01,0.0,0.0,263.0,100.0,100.0,263.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.63
2023-01-24,200.0,540.0,0.01,0.14,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2023-01-25,200.0,536.0,0.01,0.14,0.01,0.0,0.0,268.0,100.0,100.0,268.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.68
2023-01-26,200.0,506.0,0.01,0.14,0.01,0.0,0.0,253.0,100.0,100.0,253.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.53
2023-01-27,200.0,512.0,0.01,0.14,0.01,0.0,0.0,256.0,100.0,100.0,256.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.56
2023-01-30,200.0,492.0,0.01,0.13,0.01,0.0,0.0,246.0,100.0,100.0,246.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.46
2023-01-31,200.0,490.0,0.01,0.13,0.01,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2023-02-01,200.0,514.0,0.01,0.13,0.01,0.0,0.0,257.0,100.0,100.0,257.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.57
2023-02-02,200.0,488.0,0.01,0.13,0.01,0.0,0.0,244.0,100.0,100.0,244.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.44
2023-02-03,200.0,488.0,0.01,0.13,0.01,0.0,0.0,244.0,100.0,100.0,244.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.44
2023-02-06,200.0,490.0,0.01,0.13,0.01,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2023-02-07,200.0,490.0,0.01,0.13,0.01,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2023-02-08,200.0,490.0,0.01,0.13,0.01,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2023-02-09,200.0,504.0,0.01,0.13,0.01,0.0,0.0,252.0,100.0,100.0,252.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.52
2023-02-10,200.0,506.0,0.01,0.12,0.0,0.0,0.0,253.0,100.0,100.0,253.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.53
2023-02-13,200.0,490.0,0.01,0.12,0.0,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2023-02-14,200.0,480.0,0.01,0.11,0.0,0.0,0.0,240.0,100.0,100.0,240.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.4
2023-02-15,200.0,486.0,0.01,0.11,0.0,0.0,0.0,243.0,100.0,100.0,243.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.43
2023-02-16,200.0,482.0,0.01,0.1,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.41
2023-02-17,200.0,482.0,0.01,0.11,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.41
2023-02-20,200.0,496.0,0.01,0.11,0.0,0.0,0.0,248.0,100.0,100.0,248.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.48
2023-02-21,200.0,480.0,0.01,0.11,0.0,0.0,0.0,240.0,100.0,100.0,240.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.4
2023-02-22,200.0,482.0,0.01,0.1,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.41
2023-02-23,200.0,494.0,0.01,0.11,0.0,0.0,0.0,247.0,100.0,100.0,247.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.47
2023-02-24,200.0,484.0,0.01,0.11,0.0,0.0,0.0,242.0,100.0,100.0,242.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.42
2023-02-27,200.0,482.0,0.01,0.11,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.41
2023-02-28,200.0,486.0,0.01,0.11,0.0,0.0,0.0,243.0,100.0,100.0,243.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.43
2023-03-01,200.0,480.0,0.01,0.12,0.0,0.0,0.0,240.0,100.0,100.0,240.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.4
2023-03-02,200.0,486.0,0.01,0.13,0.0,0.0,0.0,243.0,100.0,100.0,243.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.43
2023-03-03,200.0,480.0,0.01,0.14,0.0,0.0,0.0,240.0,100.0,100.0,240.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.4
2023-03-06,200.0,484.0,0.01,0.14,0.0,0.0,0.0,242.0,100.0,100.0,242.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.42
2023-03-07,200.0,478.0,0.01,0.14,0.0,0.0,0.0,239.0,100.0,100.0,239.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.39
2023-03-08,200.0,484.0,0.01,0.15,0.0,0.0,0.0,242.0,100.0,100.0,242.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.42
2023-03-09,200.0,484.0,0.01,0.15,0.0,0.0,0.0,242.0,100.0,100.0,242.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.42
2023-03-10,200.0,476.0,0.01,0.15,0.0,0.0,0.0,238.0,100.0,100.0,238.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.38
2023-03-13,200.0,486.0,0.01,0.15,0.0,0.0,0.0,243.0,100.0,100.0,243.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.43
2023-03-14,200.0,478.0,0.01,0.16,0.0,0.0,0.0,239.0,100.0,100.0,239.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.39
2023-03-15,200.0,450.0,0.01,0.16,0.0,0.0,0.0,225.0,100.0,100.0,225.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.25
2023-03-16,200.0,460.0,0.01,0.17,0.0,0.0,0.0,230.0,100.0,100.0,230.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.3
2023-03-17,200.0,442.0,0.01,0.17,0.0,0.0,0.0,221.0,100.0,100.0,221.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.21
2023-03-20,200.0,432.0,0.01,0.17,0.0,0.0,0.0,216.0,100.0,100.0,216.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.16
2023-03-21,200.0,458.0,0.01,0.17,0.0,0.0,0.0,229.0,100.0,100.0,229.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.29
2023-03-22,200.0,438.0,0.01,0.17,0.0,0.0,0.0,219.0,100.0,100.0,219.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.19
2023-03-23,200.0,432.0,0.01,0.16,0.0,0.0,0.0,216.0,100.0,100.0,216.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.16
2023-03-24,200.0,412.0,0.01,0.18,0.0,0.0,0.0,206.0,100.0,100.0,206.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.06
2023-03-27,200.0,412.0,0.01,0.18,0.0,0.0,0.0,206.0,100.0,100.0,206.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.06
2023-03-28,200.0,448.0,0.01,0.19,0.0,0.0,0.0,224.0,100.0,100.0,224.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.24
2023-03-29,200.0,438.0,0.01,0.21,0.0,0.0,0.0,219.0,100.0,100.0,219.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.19
2023-03-30,200.0,404.0,0.01,0.22,0.0,0.0,0.0,202.0,100.0,100.0,202.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.02
2023-03-31,200.0,424.0,0.01,0.23,0.0,0.0,0.0,212.0,100.0,100.0,212.0,,,,,,,,,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,2.12
2023-04-03,200.0,508.0,0.01,0.24,0.0,0.0,0.0,254.0,100.0,100.0,254.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.54
2023-04-04,200.0,468.0,0.01,0.22,0.0,0.0,0.0,234.0,100.0,100.0,234.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.34
2023-04-05,200.0,498.0,0.01,0.22,0.0,0.0,0.0,249.0,100.0,100.0,249.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.49
2023-04-06,200.0,482.0,0.01,0.21,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.41
2023-04-07,200.0,482.0,0.01,0.18,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,
2023-04-10,200.0,482.0,0.01,0.18,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,
2023-04-11,200.0,484.0,0.01,0.18,0.0,0.0,0.0,242.0,100.0,100.0,242.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.42
2023-04-12,200.0,482.0,0.01,0.22,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.41
2023-04-13,200.0,472.0,0.01,0.21,0.0,0.0,0.0,236.0,100.0,100.0,236.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.36
2023-04-14,200.0,462.0,0.01,0.22,0.0,0.0,0.0,231.0,100.0,100.0,231.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.31
2023-04-17,200.0,482.0,0.01,0.21,0.0,0.0,0.0,241.0,100.0,100.0,241.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.41
2023-04-18,200.0,462.0,0.01,0.21,0.0,0.0,0.0,231.0,100.0,100.0,231.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.31
2023-04-19,200.0,460.0,0.01,0.21,0.0,0.0,0.0,230.0,100.0,100.0,230.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.3
2023-04-20,200.0,476.0,0.01,0.21,0.0,0.0,0.0,238.0,100.0,100.0,238.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.38
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,289447.0,665728.1,0.69,0.0,,0.0,,0.0,2.3
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,665958.1,0.67,0.0,,0.0,,0.0,2.3
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,613839.64,0.67,0.0,,0.0,,0.0,2.12
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,665958.1,0.61,0.0,,0.0,,0.0,2.3
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,665958.1,0.67,0.0,,0.0,,0.0,2.3
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,637003.4,0.67,0.0,,0.0,,0.0,2.2
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,637003.4,0.66,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,289547.0,613839.64,0.64,0.0,,0.0,,0.0,2.12
