,ALMER FP Equity_DX_SI_QTY,ALMER FP Equity_DX_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMER FP Equity_DX_SI_MV,ALMER FP Equity_DX_DSS,ALMER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMER FP Equity_DX_SUPPLY_SI_QTY,ALMER FP Equity_DX_BROKER_SI_QTY,ALMER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMER FP Equity_DX_BROKER_SI_QTY_ADD,ALMER FP Equity_DX_BROKER_SI_MV_ADD,ALMER FP Equity_DX_SUPPLY_SI_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMER FP Equity_DX_UTILIZATION_QUANTITY,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMER FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMER FP Equity_DX_BROKER_SI_CON_RATIO,ALMER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMER FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMER FP Equity_PX_LAST
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,15.14
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,15.49
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2014-12-24,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,15.48
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,15.15
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,15.25
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,15.25
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,15.23
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,14.51
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,14.51
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,13.66
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,13.27
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,12.86
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,11.27
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,12.01
2015-05-25,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,11.99
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,11.79
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,11.55
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,11.31
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,12.49
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,11.12
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,10.12
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,10.49
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,10.49
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,10.52
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,10.75
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,10.11
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,10.01
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,10.13
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,9.52
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,9.17
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,9.49
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,8.16
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,9.04
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,8.35
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,8.35
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,8.36
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,8.35
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,8.32
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,8.24
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,8.24
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,6.64
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,8.81
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,8.81
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,8.81
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,8.53
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,7.61
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,7.53
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,8.08
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,8.32
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,8.89
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,8.88
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,9.12
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,10.37
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,10.39
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,10.99
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,10.99
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,10.98
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,10.98
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,13.02
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,15.34
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,15.35
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,15.49
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,15.49
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,15.63
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,14.99
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,14.98
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,14.96
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,14.96
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,13.11
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,14.41
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,14.38
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,13.25
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,13.57
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,14.92
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,15.25
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,15.25
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,15.97
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,16.01
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,17.26
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,15.01
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,15.45
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,16.49
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,16.31
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,16.28
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,16.49
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,16.32
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,16.71
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,16.71
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,16.95
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,16.99
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,16.99
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,16.75
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,19.98
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,21.97
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,21.88
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,20.58
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,20.61
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,20.13
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,20.12
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,20.3
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,19.85
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,18.57
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,19.06
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,19.16
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,19.51
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,19.51
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,19.16
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,19.97
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,19.97
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,19.55
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,19.42
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,19.61
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,19.97
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,19.29
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,19.96
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,19.96
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,20.25
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,20.25
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,20.2
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,20.25
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,20.25
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,20.3
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,20.3
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,20.8
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,21.9
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,22.2
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,22.2
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,22.01
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,22.1
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,22.3
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,22.8
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,22.95
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,22.5
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,22.5
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,22.85
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,22.98
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,22.98
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,22.6
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,22.98
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,22.65
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,22.79
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,22.66
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,23.4
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,23.97
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,24.74
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,25.97
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,25.48
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,25.5
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,25.87
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,25.87
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,25.89
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,25.75
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,25.88
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,25.88
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,25.3
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,25.02
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,25.04
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,25.08
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,25.29
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,25.89
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,26.91
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,26.92
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,25.18
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,26.91
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,26.91
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,26.91
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,26.9
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,26.75
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,26.74
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,26.85
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,26.79
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,26.85
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,26.85
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,26.98
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,26.99
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,26.15
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,27.85
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,26.34
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,26.71
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,27.84
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,27.79
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,27.5
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,27.5
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,26.72
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,27.84
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,27.84
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,26.71
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,26.71
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,27.84
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,24.51
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,27.18
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,27.1
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,26.94
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,26.7
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,26.3
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,25.1
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,31.3
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,31.78
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,33.14
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,32.6
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,33.14
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,33.24
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,33.64
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,33.5
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,32.61
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,33.0
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,32.51
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,32.92
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,32.55
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,32.58
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,32.9
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,32.6
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,32.8
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,32.95
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,32.91
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,32.7
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,32.88
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,33.12
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,32.62
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,32.6
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,31.9
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,31.64
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,31.31
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,33.11
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,31.89
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,30.96
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,31.31
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,30.28
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,29.95
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,30.18
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,30.01
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,29.7
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,29.99
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,29.99
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,30.99
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,31.2
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,31.9
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,32.2
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,31.94
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,31.0
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,32.2
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,32.2
