,ALBIO FP Equity_DX_SI_QTY,ALBIO FP Equity_DX_SHORT_INTEREST_VALUE,ALBIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBIO FP Equity_DX_SI_MV,ALBIO FP Equity_DX_DSS,ALBIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBIO FP Equity_DX_SUPPLY_SI_QTY,ALBIO FP Equity_DX_BROKER_SI_QTY,ALBIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALBIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBIO FP Equity_DX_BROKER_SI_MV_INC_x,ALBIO FP Equity_DX_BROKER_SI_QTY_ADD,ALBIO FP Equity_DX_BROKER_SI_QTY_NEW,ALBIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALBIO FP Equity_DX_BROKER_SI_QTY_INC,ALBIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALBIO FP Equity_DX_BROKER_SI_MV_INC_y,ALBIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBIO FP Equity_DX_BROKER_SI_MV_ADD,ALBIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBIO FP Equity_DX_BROKER_SI_QTY_DEC,ALBIO FP Equity_DX_SUPPLY_SI_MV,ALBIO FP Equity_DX_BROKER_SI_MV_DEC,ALBIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALBIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBIO FP Equity_DX_UTILIZATION_QUANTITY,ALBIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALBIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBIO FP Equity_DX_BROKER_SI_CON_RATIO,ALBIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBIO FP Equity_PX_LAST
2021-11-22,130968.0,2415049.92,1.98,1.18,1.19,2.42,1.0,1863325.12,43240.0,101048.0,797345.6,,,,,,,,,,,,,,,0.79,,,55.25,48.95,35020.0,645768.8,,0.71,52.57,36.96,0.3114,38.66,1.4825,18.44
2021-11-23,120116.0,2264186.6,1.81,1.07,1.09,2.23,1.0,1700194.6,43240.0,90196.0,815074.0,,,,,,,,,,,,,,10852.0,0.8,0.2,,55.25,48.95,35020.0,660127.0,,0.71,52.88,31.03,0.307,42.54,1.3597,18.85
2021-11-24,118116.0,2269008.36,1.78,1.04,1.07,2.24,1.0,1694245.16,43240.0,88196.0,830640.4,,,,,,,,,,,,,,2000.0,0.81,0.03,,55.25,48.95,35020.0,672734.2,,0.73,52.8,31.68,0.3033,41.49,1.3371,19.21
2021-11-25,121316.0,2294085.56,1.83,1.06,1.1,2.31,1.0,1698042.36,44840.0,89796.0,847924.4,,1600.0,0.03,,,,1600.0,,,0.03,1600.0,,,,0.86,,,55.05,48.98,36620.0,692484.2,,0.77,52.59,30.94,0.2952,40.09,1.3253,18.91
2021-11-26,119116.0,2530023.84,1.8,1.03,1.08,2.32,1.0,1852043.04,45240.0,87196.0,960897.6,,400.0,,,,,,,,,400.0,,,2600.0,0.85,0.06,,55.0,48.99,37020.0,786304.8,,0.77,52.57,28.28,0.3019,42.79,1.29,21.24
2021-11-29,122516.0,2572836.0,1.85,1.06,1.11,2.59,1.0,1902516.0,45240.0,90596.0,950040.0,,,0.12,,,,4400.0,,,0.12,,,,1000.0,0.94,0.0,,55.0,48.99,37020.0,777420.0,,0.86,52.14,27.74,0.2873,39.58,1.3268,21.0
2021-11-30,124516.0,2502771.6,1.88,1.05,1.13,2.59,1.0,1861179.6,45240.0,92596.0,909324.0,,,0.12,,,,6000.0,,,0.12,,,,4000.0,0.95,0.11,,55.0,48.99,37020.0,744102.0,,0.86,52.66,27.46,0.2763,35.33,1.3485,20.1
2021-12-01,124185.0,2435267.85,1.87,1.06,1.13,2.48,1.0,1809316.65,45240.0,92265.0,887156.4,,,,,,,,,,,,,,331.0,0.91,0.02,,55.0,48.99,37020.0,725962.2,,0.82,52.63,27.49,0.2764,35.4,1.3449,19.61
2021-12-02,124185.0,2434026.0,1.87,1.08,1.13,2.44,1.0,1847594.0,43240.0,94265.0,847504.0,,,,4000.0,,0.06,,2000.0,,,,0.08,,2000.0,0.85,0.04,,55.25,48.95,35020.0,686392.0,,0.76,53.01,27.37,0.2559,32.42,1.4058,19.6
2021-12-03,126185.0,2492153.75,1.9,1.14,1.15,2.48,1.0,1901233.75,43240.0,96265.0,853990.0,,,0.02,1000.0,,,1000.0,,,0.02,,0.02,,,0.85,,,55.25,48.95,35020.0,691645.0,,0.76,52.88,26.87,0.2484,32.04,1.4284,19.75
2021-12-06,125826.0,2381886.18,1.9,1.15,1.14,2.47,1.0,1815500.58,43240.0,95906.0,818533.2,,,,,,,,,,,,,,359.0,0.85,0.03,,55.25,48.95,35020.0,662928.6,,0.76,52.86,27.2,0.2468,31.22,1.4243,18.93
2021-12-07,125826.0,2308907.1,1.9,1.16,1.14,2.37,1.0,1759875.1,43240.0,95906.0,793454.0,,,,,,,,,,,,,,,0.83,,,55.25,48.95,35020.0,642617.0,,0.73,53.09,27.18,0.2469,31.32,1.4243,18.35
2021-12-08,127426.0,2400705.84,1.92,1.17,1.16,2.35,1.0,1837013.04,43240.0,97506.0,814641.6,,,0.08,,,,6000.0,,,0.08,,,,4400.0,0.8,0.07,,55.25,48.95,35020.0,659776.8,,0.71,52.99,28.27,0.248,31.05,1.4425,18.84
2021-12-09,116753.0,2304704.22,1.76,1.07,1.06,2.22,1.0,1800939.42,38840.0,91233.0,766701.6,,,,,,0.07,,4400.0,,,,,,6273.0,0.73,0.07,,55.92,48.83,30620.0,604438.8,,0.63,53.45,27.85,0.241,28.88,1.4679,19.74
2021-12-10,115534.0,2299126.6,1.74,1.02,1.05,2.28,1.0,1791278.6,38658.0,90014.0,769294.2,,,,,,0.0,,182.0,,,,,,1219.0,0.76,0.02,,55.8,48.66,30620.0,609338.0,,0.66,53.19,28.35,0.2402,29.26,1.4544,19.9
2021-12-13,128083.0,2666688.06,1.93,1.13,1.16,2.57,1.0,2135361.66,39658.0,102563.0,825679.56,,1000.0,0.29,,,,14213.0,,,0.29,1000.0,,,1664.0,0.79,0.02,,55.64,48.7,31620.0,658328.4,,0.69,53.24,25.43,0.2036,27.37,1.5727,20.82
2021-12-14,127083.0,2559451.62,1.92,1.1,1.15,2.63,1.0,2045478.82,37930.0,101563.0,763910.2,,,,,,0.03,,1728.0,,,,,,1000.0,0.78,0.02,,54.54,46.57,31620.0,636826.8,,0.72,51.99,26.0,0.2071,27.92,1.5604,20.14
2021-12-15,129207.0,2677169.04,1.95,1.11,1.17,2.62,1.0,2148394.64,39054.0,103687.0,809198.88,,1124.0,0.04,,,,2124.0,,,0.04,1124.0,,,,0.79,,,55.26,47.95,31620.0,655166.4,,0.7,53.04,26.2,0.2046,27.16,1.5865,20.72
2021-12-16,128776.0,2681116.32,1.94,1.11,1.17,2.67,1.0,2143543.92,39354.0,102956.0,819350.28,,500.0,,,,0.0,,200.0,,,500.0,,,731.0,0.81,0.01,,55.61,48.56,31420.0,654164.4,,0.72,53.08,26.35,0.2042,27.26,1.589,20.82
2021-12-17,130176.0,2939374.08,1.96,1.1,1.18,2.75,1.0,2365390.48,40754.0,104756.0,920225.32,,1300.0,0.03,500.0,,,1300.0,,,0.03,1300.0,0.01,100.0,,0.85,,,55.47,48.67,32720.0,738817.6,,0.75,53.11,25.81,0.2021,26.87,1.5545,22.58
2021-12-20,130247.0,2841989.54,1.97,1.05,1.18,2.91,1.0,2221865.14,39658.0,101827.0,865337.56,,,,,,0.02,,1096.0,,,,,,2929.0,0.88,0.08,,54.79,47.36,32720.0,713950.4,,0.81,52.07,26.32,0.1956,27.27,1.5554,21.82
2021-12-21,114134.0,2504099.96,1.72,0.87,1.04,2.49,1.0,1847655.16,38858.0,84214.0,852544.52,,,,,,0.04,,800.0,,,,,,17613.0,0.85,0.42,,54.9,47.31,31920.0,700324.8,,0.77,52.68,28.56,0.2029,29.79,1.3895,21.94
2021-12-22,130655.0,3057327.0,1.97,1.0,1.19,2.87,1.0,2169999.0,47879.0,92735.0,1120368.6,,1021.0,0.2,,,,8521.0,,,0.2,1021.0,,8000.0,,1.05,,,60.0,58.29,31920.0,746928.0,,0.77,57.65,25.94,0.1965,30.48,1.5906,23.4
2021-12-23,139155.0,3284058.0,2.1,1.01,1.26,3.23,1.0,2365546.0,48879.0,100235.0,1153544.4,,1000.0,,8000.0,,,,,,,1000.0,0.18,,500.0,1.13,0.0,,59.76,58.09,32920.0,776912.0,,0.85,57.2,24.25,0.1796,29.23,1.6539,23.6
2021-12-24,139155.0,3256227.0,2.1,0.97,1.26,3.26,1.0,2345499.0,48879.0,100235.0,1143768.6,,,,,,,,,,,,,,,1.15,,,59.76,58.09,32920.0,770328.0,,0.85,57.41,24.21,0.179,29.15,1.6539,23.4
2021-12-27,138634.0,3582302.56,2.09,0.95,1.26,3.26,1.0,2563689.76,48358.0,99214.0,1249570.72,,500.0,,,,0.02,,1021.0,,,500.0,,,1021.0,1.13,0.01,,59.13,56.8,33420.0,863572.8,,0.86,56.81,24.03,0.1775,28.96,1.6283,25.84
2021-12-28,133434.0,3314500.56,2.01,0.84,1.21,3.41,1.0,2373611.04,45758.0,95556.0,1136628.72,,,,,,0.0,,2600.0,,,,,,3658.0,1.17,0.1,,59.75,57.24,30820.0,765568.8,,0.88,57.1,25.29,0.1911,30.49,1.6692,24.84
2021-12-29,136376.0,3308481.76,2.06,0.81,1.24,3.37,1.0,2415228.56,44700.0,99556.0,1084422.0,,,0.09,,,0.01,4000.0,1058.0,,0.09,,,,,1.12,,,59.19,55.92,30820.0,747693.2,,0.84,56.98,24.72,0.1863,29.74,1.706,24.26
2021-12-30,128387.0,3374010.36,1.94,0.76,1.17,3.14,1.0,2401124.76,44900.0,91367.0,1179972.0,,200.0,0.06,,,,2500.0,,,0.06,200.0,,,10689.0,1.09,0.26,,59.14,55.89,31020.0,815205.6,,0.83,56.9,25.98,0.2024,31.15,1.598,26.28
2021-12-31,130587.0,3437049.84,1.97,0.76,1.19,3.42,1.0,2462683.44,44900.0,93567.0,1181768.0,,,0.07,,,,2200.0,,,0.07,,,,,1.17,,,59.14,55.89,31020.0,816446.4,,0.9,56.56,25.67,0.2001,30.7,1.6254,26.32
2022-01-03,132587.0,3593107.7,2.0,0.77,1.2,3.5,1.0,2589865.7,44900.0,95567.0,1216790.0,,,0.06,,,,2200.0,,,0.06,,,,200.0,1.18,0.0,,59.14,55.89,31020.0,840642.0,,0.9,56.84,25.27,0.1968,30.11,1.6503,27.1
2022-01-04,132228.0,3300410.88,2.0,0.72,1.2,3.58,1.0,2376391.68,44900.0,95208.0,1120704.0,,,,,,,,,,,,,,359.0,1.21,0.01,,59.14,54.78,31020.0,774259.2,,0.92,56.73,25.36,0.1986,30.28,1.6132,24.96
2022-01-05,134328.0,3269543.52,2.03,0.69,1.22,3.37,1.0,2370910.72,44800.0,97408.0,1090432.0,,,0.03,,,0.0,2200.0,100.0,,0.03,,,,,1.13,,,100.0,66.36,0.0,0.0,,0.0,100.0,24.9,0.1956,29.64,1.9899,24.34
2022-01-06,118315.0,2979171.7,1.79,0.58,1.07,2.9,1.0,2288736.1,36300.0,90895.0,914034.0,,,,500.0,,0.25,,8500.0,,,,0.01,,7013.0,0.87,0.21,,54.33,49.37,30520.0,768493.6,,0.78,52.73,28.41,0.2122,28.77,1.6092,25.18
2022-01-07,89659.0,2284511.32,1.35,0.44,0.81,2.25,0.0,1869187.32,22237.0,73359.0,566598.76,,,0.0,,,0.31,100.0,14163.0,,0.0,,,100.0,17636.0,0.55,0.4,,100.0,41.72,0.0,0.0,,0.0,100.0,30.15,0.2379,33.53,1.6822,25.48
2022-01-10,85859.0,2194556.04,1.3,0.44,0.78,2.2,0.0,1777928.04,22237.0,69559.0,568377.72,,,,,,,,,,,,,,3800.0,0.57,0.08,,100.0,41.72,0.0,0.0,,0.0,100.0,30.62,0.2302,31.43,1.6109,25.56
2022-01-11,82243.0,2098841.36,1.24,0.44,0.75,2.11,0.0,1682865.36,22237.0,65943.0,567488.24,,,,,,,,,,,,,,3616.0,0.57,0.09,,100.0,41.72,0.0,0.0,,0.0,100.0,27.97,0.2261,32.76,1.543,25.52
2022-01-12,83743.0,2127072.2,1.26,0.45,0.76,2.14,0.0,1687652.2,23237.0,66443.0,590219.8,,,0.02,,,,1000.0,,,0.02,,,1000.0,500.0,0.59,0.02,,100.0,43.6,0.0,0.0,,0.0,100.0,26.87,0.219,32.21,1.5712,25.4
2022-01-13,74327.0,1868580.78,1.12,0.41,0.67,1.89,0.0,1436172.78,22480.0,57127.0,565147.2,,,,,,0.02,,757.0,,,,,,9316.0,0.57,0.24,,100.0,41.98,0.0,0.0,,0.0,100.0,22.23,0.2336,36.34,1.388,25.14
2022-01-14,66586.0,1652664.52,1.0,0.36,0.6,1.69,0.0,1225760.52,20988.0,49386.0,520922.16,,,,,,0.04,,1492.0,,,,,,7741.0,0.53,0.2,,100.0,39.19,0.0,0.0,,0.0,100.0,20.3,0.2606,40.46,1.2435,24.82
2022-01-17,71344.0,1650900.16,1.08,0.39,0.65,1.79,0.0,1197842.1,23367.0,51765.0,540712.38,,2379.0,0.06,,,,2379.0,,,0.06,2379.0,,,,0.58,,,100.0,43.64,0.0,0.0,,0.0,100.0,19.09,0.2393,37.8,1.3323,23.14
2022-01-18,80596.0,1842424.56,1.22,0.43,0.73,1.89,0.0,1305191.7,27289.0,57095.0,623826.54,,8523.0,0.26,,,0.14,11430.0,4700.0,,0.26,8523.0,,99.0,6100.0,0.65,0.19,,100.0,61.67,0.0,0.0,,0.0,100.0,20.28,0.1749,21.85,1.8215,22.86
2022-01-19,62544.0,1526073.6,0.94,0.33,0.57,1.44,0.0,1065426.0,22667.0,43665.0,553074.8,,,,,,0.12,,4622.0,,,,,,13430.0,0.52,0.32,,100.0,51.34,0.0,0.0,,0.0,100.0,21.96,0.203,28.0,1.4167,24.4
2022-01-20,62544.0,1429755.84,0.94,0.32,0.57,1.53,0.0,998181.9,22667.0,43665.0,518167.62,,,,,,,,,,,,,,,0.55,,,100.0,51.34,0.0,0.0,,0.0,100.0,22.16,0.2051,28.16,1.4167,22.86
2022-01-21,66398.0,1419589.24,1.0,0.34,0.6,1.53,0.0,933557.7,26521.0,43665.0,567018.98,,3854.0,,,,,,,,,3854.0,,,,0.62,,,100.0,60.07,0.0,0.0,,0.0,100.0,20.72,0.1844,26.49,1.504,21.38
2022-01-24,51461.0,972612.9,0.78,0.26,0.47,1.13,0.0,755262.9,19142.0,39961.0,361783.8,,,,3854.0,,0.17,,7379.0,,,,0.09,,7558.0,0.42,0.18,,100.0,43.36,0.0,0.0,,0.0,100.0,25.32,0.2179,33.78,1.1656,18.9
2022-01-25,49934.0,934265.14,0.75,0.24,0.45,0.97,0.0,719100.14,19142.0,38434.0,358146.82,,,,,,,,,,,,,,1527.0,0.38,0.03,,100.0,43.36,0.0,0.0,,0.0,100.0,26.05,0.2301,34.87,1.131,18.71
2022-01-26,47834.0,929414.62,0.72,0.23,0.43,0.91,0.0,705969.62,19142.0,36334.0,371929.06,,,,,,,,,,,,,,2100.0,0.36,0.04,,100.0,58.63,0.0,0.0,,0.0,100.0,27.4,0.2416,36.24,1.4651,19.43
2022-01-27,47834.0,861012.0,0.72,0.23,0.43,0.94,0.0,654012.0,19142.0,36334.0,344556.0,,,,,,,,,,,,,,,0.37,,,100.0,58.63,0.0,0.0,,0.0,100.0,27.62,0.2449,36.61,1.4651,18.0
2022-01-28,41480.0,766135.6,0.63,0.2,0.38,0.76,0.0,553730.6,15288.0,29980.0,282369.36,,,,,,0.07,,3854.0,,,,,,6354.0,0.28,0.13,,100.0,46.83,0.0,0.0,,0.0,100.0,25.29,0.2775,41.71,1.2705,18.47
2022-01-31,38980.0,705927.8,0.59,0.19,0.35,0.72,0.0,542937.8,12788.0,29980.0,231590.68,,,,,,0.04,,2500.0,,,,,,,0.23,,,100.0,42.42,0.0,0.0,,0.0,100.0,20.94,0.2859,44.61,1.2929,18.11
2022-02-01,42629.0,775847.8,0.64,0.22,0.39,0.78,0.0,575647.8,14788.0,31629.0,269141.6,,,0.03,,,,1649.0,,,0.03,,,2000.0,,0.27,,,100.0,49.05,0.0,0.0,,0.0,100.0,19.79,0.2572,40.84,1.4139,18.2
2022-02-02,41129.0,748547.8,0.62,0.21,0.37,0.75,0.0,548347.8,14788.0,30129.0,269141.6,,,,,,,,,,,,,,1500.0,0.27,0.03,,100.0,49.05,0.0,0.0,,0.0,100.0,20.54,0.2704,42.28,1.3642,18.2
2022-02-03,46129.0,813715.56,0.7,0.24,0.42,0.84,0.0,549115.56,18788.0,31129.0,331420.32,,4000.0,0.07,,,,4000.0,,,0.07,4000.0,,,3000.0,0.34,0.05,,100.0,62.32,0.0,0.0,,0.0,100.0,25.95,0.261,37.7,1.53,17.64
2022-02-04,46129.0,791112.35,0.7,0.25,0.42,0.83,0.0,533862.35,18788.0,31129.0,322214.2,,,,,,,,,,,,,,,0.34,,,100.0,62.32,0.0,0.0,,0.0,100.0,25.8,0.2605,37.65,1.53,17.15
2022-02-07,46129.0,793418.8,0.7,0.25,0.42,0.8,0.0,535418.8,18788.0,31129.0,323153.6,,,,,,,,,,,,,,,0.32,,,100.0,62.32,0.0,0.0,,0.0,100.0,25.6,0.2591,37.56,1.53,17.2
2022-02-08,50129.0,839660.75,0.76,0.3,0.46,0.87,0.0,554910.75,20788.0,33129.0,348199.0,,2000.0,0.03,,,,2000.0,,,0.03,2000.0,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.57,0.2521,34.67,1.6627,16.75
2022-02-09,50129.0,847681.39,0.76,0.32,0.46,0.86,0.0,560211.39,20788.0,33129.0,351525.08,,,,,,,,,,,,,,,0.35,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.41,0.2506,34.44,1.6627,16.91
2022-02-10,50129.0,859211.06,0.76,0.34,0.46,0.86,0.0,567831.06,20788.0,33129.0,356306.32,,,,,,,,,,,,,,,0.35,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.45,0.2506,34.45,1.6627,17.14
2022-02-11,50129.0,882270.4,0.76,0.37,0.46,0.87,0.0,583070.4,20788.0,33129.0,365868.8,,,,,,,,,,,,,,,0.35,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.43,0.2511,34.64,1.6627,17.6
2022-02-14,50129.0,842167.2,0.76,0.38,0.46,0.89,0.0,556567.2,20788.0,33129.0,349238.4,,,,,,,,,,,,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.69,0.2533,34.87,1.6627,16.8
2022-02-15,50129.0,892296.2,0.76,0.41,0.46,0.86,0.0,589696.2,20788.0,33129.0,370026.4,,,,,,,,,,,,,,,0.35,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.36,0.2496,34.34,1.6627,17.8
2022-02-16,50129.0,862720.09,0.76,0.46,0.46,0.9,0.0,570150.09,20788.0,33129.0,357761.48,,,,,,,,,,,,,,,0.37,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.8,0.2529,34.73,1.6627,17.21
2022-02-17,50129.0,869738.15,0.76,0.5,0.46,0.88,0.0,574788.15,20788.0,33129.0,360671.8,,,,,,,,,,,,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.52,0.2515,34.63,1.6627,17.35
2022-02-18,50129.0,864223.96,0.76,0.51,0.46,0.88,0.0,571143.96,20788.0,33129.0,358385.12,,,,,,,,,,,,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.59,0.2521,34.72,1.6627,17.24
2022-02-21,50129.0,871242.02,0.76,0.52,0.46,0.88,0.0,575782.02,20788.0,33129.0,361295.44,,,,,,,,,,,,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.56,0.2515,34.61,1.6627,17.38
2022-02-22,50129.0,886782.01,0.76,0.53,0.46,0.88,0.0,586052.01,20788.0,33129.0,367739.72,,,,,,,,,,,,,,,0.36,,,100.0,68.95,0.0,0.0,,0.0,100.0,27.57,0.2514,34.62,1.6627,17.69
2022-02-23,55116.0,998701.92,0.83,0.59,0.5,0.99,0.0,600297.48,25775.0,33129.0,467043.0,,4987.0,,,,,,,,,4987.0,,,,0.46,,,100.0,85.49,0.0,0.0,,0.0,100.0,25.14,0.2167,31.62,1.8281,18.12
2022-02-24,50333.0,849117.71,0.76,0.54,0.46,0.92,0.0,562327.71,20992.0,33333.0,354135.04,,,,204.0,,0.08,,4783.0,,,,0.0,,,0.38,,,100.0,69.63,0.0,0.0,,0.0,100.0,27.71,0.253,35.03,1.6695,16.87
2022-02-25,50333.0,875290.87,0.76,0.55,0.46,0.87,0.0,579660.87,20992.0,33333.0,365050.88,,,,,,,,,,,,,,,0.36,,,100.0,69.63,0.0,0.0,,0.0,100.0,27.45,0.2473,33.93,1.6695,17.39
2022-02-28,50286.0,836759.04,0.76,0.55,0.46,0.88,0.0,553879.04,26325.0,33286.0,438048.0,,5333.0,,,,,,,,,5333.0,,,47.0,0.46,0.0,,100.0,87.32,0.0,0.0,,0.0,100.0,27.56,0.2511,34.64,1.6679,16.64
2022-03-01,50452.0,806727.48,0.76,0.58,0.46,0.86,0.0,529732.71,21111.0,33129.0,337564.89,,,,,,0.09,,5214.0,,,,,,157.0,0.35,0.0,,100.0,70.02,0.0,0.0,,0.0,100.0,27.22,0.2486,34.39,1.6734,15.99
2022-03-02,50138.0,772626.58,0.76,0.6,0.46,0.82,0.0,510656.58,20797.0,33138.0,320481.77,,,,9.0,,0.01,,314.0,,,,0.0,,,0.33,,,100.0,68.98,0.0,0.0,,0.0,100.0,27.26,0.2503,34.25,1.663,15.41
2022-03-03,50129.0,729376.95,0.76,0.64,0.46,0.8,0.0,482026.95,20788.0,33129.0,302465.4,,,,,,0.0,,9.0,,,,,,9.0,0.32,0.0,,100.0,68.95,0.0,0.0,,0.0,100.0,27.11,0.2497,34.05,1.6627,14.55
2022-03-04,48437.0,700399.02,0.73,0.64,0.44,0.74,0.0,466812.18,19942.0,32283.0,288361.32,,,,,,0.02,,846.0,,,,,,846.0,0.3,0.02,,100.0,66.14,0.0,0.0,,0.0,100.0,26.1,0.2499,34.92,1.6066,14.46
2022-03-07,50437.0,687960.68,0.76,0.69,0.46,0.76,0.0,453980.12,20942.0,33283.0,285648.88,,1000.0,0.01,,,,1000.0,,,0.01,1000.0,,,,0.3,,,100.0,69.46,0.0,0.0,,0.0,100.0,27.04,0.2487,33.64,1.6729,13.64
2022-03-08,50437.0,716205.4,0.76,0.75,0.46,0.73,0.0,472618.6,20942.0,33283.0,297376.4,,,,,,,,,,,,,,,0.29,,,100.0,69.46,0.0,0.0,,0.0,100.0,26.89,0.2454,32.89,1.6729,14.2
2022-03-09,48129.0,736854.99,0.73,0.71,0.44,0.71,0.0,491894.99,19788.0,32129.0,302954.28,,,,,,0.01,,1154.0,,,,,,1154.0,0.28,0.02,,100.0,65.63,0.0,0.0,,0.0,100.0,25.82,0.2478,34.82,1.5964,15.31
2022-03-10,48129.0,731560.8,0.73,0.72,0.44,0.75,0.0,488360.8,19788.0,32129.0,300777.6,,,,,,,,,,,,,,,0.3,,,100.0,65.63,0.0,0.0,,0.0,100.0,25.97,0.2526,35.84,1.5964,15.2
2022-03-11,48129.0,789796.89,0.73,0.74,0.44,0.76,0.0,527236.89,19788.0,32129.0,324721.08,,,,,,,,,,,,,,,0.3,,,100.0,65.63,0.0,0.0,,0.0,100.0,26.17,0.2507,35.48,1.5964,16.41
2022-03-14,48129.0,855252.33,0.73,0.75,0.44,0.8,0.0,570932.33,19788.0,32129.0,351632.76,,,,,,,,,,,,,,,0.32,,,100.0,65.63,0.0,0.0,,0.0,100.0,26.15,0.2525,35.99,1.5964,17.77
2022-03-15,48129.0,842257.5,0.73,0.72,0.44,0.85,0.0,562257.5,19788.0,32129.0,346290.0,,,,,,,,,,,,,,,0.35,,,100.0,65.63,0.0,0.0,,0.0,100.0,26.58,0.2573,36.63,1.5964,17.5
2022-03-16,53254.0,976145.82,0.8,0.78,0.48,0.94,0.0,588924.57,24913.0,32129.0,456655.29,,5125.0,,,,,,,,,5125.0,,,,0.43,,,100.0,82.63,0.0,0.0,,0.0,100.0,24.35,0.2181,32.68,1.7664,18.33
2022-03-17,61933.0,1112936.01,0.93,0.89,0.56,1.13,0.0,825416.01,20592.0,45933.0,370038.24,,,,13804.0,,0.07,,4321.0,,,,0.25,,,0.38,,,100.0,68.3,0.0,0.0,,0.0,100.0,21.11,0.2,28.36,2.0542,17.97
2022-03-18,68896.0,1260796.8,1.04,0.97,0.63,1.25,0.0,967996.8,20555.0,52896.0,376156.5,,,0.13,,,0.0,7000.0,37.0,,0.13,,,,37.0,0.37,0.0,,100.0,68.18,0.0,0.0,,0.0,100.0,20.08,0.1914,25.44,2.2852,18.3
2022-03-21,89896.0,1641500.96,1.36,1.28,0.82,1.64,0.0,1194130.96,29055.0,65396.0,530544.3,,8500.0,0.17,3000.0,,,9500.0,,,0.17,8500.0,0.06,,,0.53,,,100.0,96.38,0.0,0.0,,0.0,100.0,19.59,0.174,25.59,2.9821,18.26
2022-03-22,89896.0,1636107.2,1.36,1.28,0.82,1.64,0.0,1190207.2,29055.0,65396.0,528801.0,,,,,,,,,,,,,,,0.53,,,100.0,96.38,0.0,0.0,,0.0,100.0,19.55,0.1741,25.62,2.9821,18.2
2022-03-23,83896.0,1561304.56,1.27,1.18,0.76,1.53,0.0,1217019.56,23055.0,65396.0,429053.55,,,,,,0.11,,6000.0,,,,,,,0.42,,,100.0,76.47,0.0,0.0,,0.0,100.0,20.92,0.1892,27.48,2.7827,18.61
2022-03-24,83896.0,1654429.12,1.27,1.15,0.76,1.56,0.0,1289609.12,23055.0,65396.0,454644.6,,,,,,,,,,,,,,,0.43,,,100.0,76.47,0.0,0.0,,0.0,100.0,20.96,0.1885,27.31,2.7827,19.72
2022-03-25,80896.0,1629245.44,1.22,1.07,0.73,1.56,0.0,1256655.44,23055.0,62396.0,464327.7,,,,,,,,,,,,,,3000.0,0.44,0.06,,100.0,76.47,0.0,0.0,,0.0,100.0,22.1,0.2013,27.81,2.6832,20.14
2022-03-28,80996.0,1602910.84,1.22,1.04,0.74,1.6,0.0,1236795.84,28055.0,62496.0,555208.45,,5000.0,,5000.0,,,,,,,5000.0,0.1,,4900.0,0.57,0.09,,100.0,93.05,0.0,0.0,,0.0,100.0,22.13,0.2003,27.24,2.6865,19.79
2022-03-29,84196.0,1694023.52,1.27,1.07,0.76,1.64,0.0,1313755.52,30855.0,65296.0,620802.6,,2800.0,,2800.0,,,,,,,2800.0,0.06,,,0.61,,,100.0,94.8,0.0,0.0,,0.0,100.0,21.06,0.1879,26.41,2.5867,20.12
2022-03-30,91358.0,1898419.24,1.38,1.15,0.83,1.81,0.0,1505677.24,30855.0,72458.0,641166.9,,,0.14,,,,7162.0,,,0.14,,,,,0.62,,,100.0,94.8,0.0,0.0,,0.0,100.0,19.49,0.1702,24.1,2.8068,20.78
