,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_y,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity
2022-11-30,10761024.0,930613355.52,0.95,6.07,0.85,961.03,0.0,626986745.44,9047971.0,7250078.0,782468532.08,,,161774.0,0.77,,1000.0,,135.13,41656.0,1540316.0,,,0.77,161774.0,0.09,24656.0,,807.73,,,,2.48,2.48,355270336.0,30723778657.28,,31092.03,2.53,16.0,0.1602,29.73,0.0295
2022-12-01,10807838.0,945145433.1,0.95,5.82,0.85,956.05,0.0,630036235.95,9173332.0,7204531.0,802207883.4,,,110421.0,,,,,0.73,,7060.0,,,,110421.0,,22000.0,45547.0,807.55,5.01,,,2.52,2.52,355143456.0,31057295227.2,,30694.32,2.56,15.59,0.1609,29.96,0.0297
2022-12-02,10500009.0,900585771.93,0.93,5.69,0.83,932.5,0.0,598665336.84,8866022.0,6979892.0,760438706.94,,,103840.0,5.39,,,,39.57,74882.0,460637.0,,,5.39,103840.0,,49487.0,299521.0,786.87,26.12,,,2.43,2.43,355349376.0,30478315979.52,,30841.79,2.49,16.14,0.1705,30.73,0.0288
2022-12-05,10723607.0,921586785.58,0.95,5.75,0.85,944.24,0.0,607850698.04,8984480.0,7072966.0,772126211.2,,,304425.0,7.71,,,,32.22,99176.0,331478.0,,,7.71,304425.0,,145511.0,6102.0,783.49,0.48,,,2.47,2.47,354966720.0,30505839916.8,,30435.24,2.51,15.63,0.1676,30.24,0.0295
2022-12-06,10589962.0,904276855.18,0.93,5.7,0.84,930.94,0.0,581339047.94,9119854.0,6808046.0,778744333.06,,,100934.0,13.88,,55360.0,,16.23,161708.0,187694.0,,,13.88,100934.0,4.76,222134.0,481988.0,796.73,43.83,,,2.51,2.51,354596256.0,30278974299.84,,30480.54,2.55,18.72,0.1734,30.62,0.0291
2022-12-07,11542457.0,1045746604.2,1.02,6.19,0.91,1020.73,0.0,671471118.6,8969025.0,7411381.0,812593665.0,,,356089.0,54.47,,30608.0,,44.47,652809.0,513249.0,,,54.47,356089.0,2.76,6331.0,80082.0,781.66,0.0,,,2.47,2.47,354251584.0,32095193510.4,,30708.85,2.48,22.88,0.17,27.86,0.0318
2022-12-08,11743208.0,1045145512.0,1.04,6.09,0.93,1066.94,0.0,646528841.0,9314166.0,7264369.0,828960774.0,,,151910.0,18.07,,,,28.31,218011.0,373202.0,,,18.07,151910.0,,566433.0,365023.0,853.99,30.74,,,2.56,2.56,354087040.0,31513746560.0,,31853.81,2.61,25.98,0.174,26.88,0.0323
2022-12-09,11127184.0,987315036.32,0.98,5.76,0.88,1001.21,0.0,590132937.32,9048527.0,6650884.0,802875800.71,,,50264.0,10.25,,,,39.06,117259.0,411897.0,,,10.25,50264.0,,95994.0,730744.0,816.6,69.43,,,2.49,2.49,354615936.0,31465072001.28,,31525.44,2.52,24.11,0.1682,26.3,0.0306
2022-12-12,18766718.0,1661229877.36,1.65,9.81,1.48,1644.5,1.0,899156417.28,13198162.0,10157664.0,1168301300.24,,,1221389.0,277.47,,,,59.33,3506780.0,528054.0,,,277.47,1221389.0,,3456300.0,,1171.16,,,,3.63,3.63,350629472.0,31037720861.44,,31084.22,3.63,21.96,0.1938,33.13,0.0516
2022-12-13,18983224.0,1688178110.32,1.67,9.97,1.5,1657.22,1.0,950668191.89,13461173.0,10690073.0,1197102114.89,,,106186.0,12.04,,776454.0,,59.46,137168.0,650925.0,,,12.04,106186.0,68.73,807750.0,381213.0,1188.82,35.55,,,3.71,3.71,349640032.0,31093488045.76,,30871.52,3.71,21.74,0.1757,30.44,0.0523
2022-12-14,15897300.0,1431074946.0,1.4,8.27,1.25,1393.16,1.0,944106084.74,12435769.0,10487737.0,1119467925.38,,,244540.0,44.89,,,,143.9,466139.0,1642348.0,,,44.89,244540.0,,372404.0,668475.0,1104.76,57.47,,,3.42,3.42,351672800.0,31657585456.0,,31320.7,3.41,20.48,0.1531,25.14,0.0437
2022-12-15,18368470.0,1633508037.1,1.62,9.51,1.45,1617.05,1.0,994615352.5,14876319.0,11184250.0,1322951048.67,,,2420690.0,85.1,,,,21.21,960123.0,239698.0,,,85.1,2420690.0,,259558.0,263610.0,1329.06,24.78,,,4.08,4.08,349659552.0,31095223959.36,,31362.68,4.07,20.99,0.1359,22.41,0.0504
2022-12-16,23279856.0,2039780982.72,2.05,11.84,1.84,2043.21,1.0,1149199211.16,18768020.0,13115718.0,1644453912.4,,,1512997.0,157.03,,225000.0,,66.13,1768186.0,724696.0,,,157.03,1512997.0,20.01,3103401.0,61718.0,1661.94,7.14,,,5.15,5.15,345358848.0,30260342261.76,,30663.36,5.14,19.83,0.1361,23.95,0.0639
2022-12-19,24622882.0,2185527006.32,2.17,12.14,1.94,2140.98,1.0,1115007202.96,19951732.0,12562046.0,1770915732.32,,,351712.0,94.01,,,,82.56,1109550.0,909743.0,,,94.01,351712.0,,1741743.0,1663222.0,1744.24,152.36,,,5.48,5.48,344352800.0,30564754528.0,,30277.26,5.45,15.72,0.1481,29.05,0.0676
2022-12-20,22151762.0,1967297983.22,1.95,10.93,1.75,1941.18,1.0,927273380.52,16884288.0,10441092.0,1499493617.28,,,61924.0,1.24,,,,288.84,9874.0,3369332.0,,,1.24,61924.0,,239963.0,2130828.0,1496.65,182.85,,,4.64,4.64,347318432.0,30845349945.92,,30778.77,4.64,12.81,0.1593,32.3,0.0608
2022-12-21,19600596.0,1785418289.64,1.73,9.68,1.55,1718.6,1.0,905355716.06,15054093.0,9939134.0,1371277331.37,,,43269.0,21.99,,,,190.97,246223.0,2150391.0,,,21.99,43269.0,,276927.0,748181.0,1335.2,65.18,,,4.12,4.12,350339680.0,31912441451.2,,31349.46,4.09,14.55,0.1359,26.86,0.0536
2022-12-22,17812276.0,1626082676.04,1.57,8.73,1.41,1589.94,1.0,732506212.92,14158682.0,8023948.0,1292546079.78,,,243380.0,4.26,,,,98.44,33000.0,1143921.0,,,4.26,243380.0,,5130.0,1948186.0,1286.88,169.13,,,3.87,3.87,351701184.0,32106801087.36,,32058.29,3.86,15.86,0.1142,18.96,0.0487
2022-12-23,17782352.0,1617838384.96,1.57,8.86,1.4,1587.06,1.0,739151179.48,14049986.0,8124326.0,1278267726.28,,,139103.0,14.52,,,,24.53,162927.0,269954.0,,,14.52,139103.0,,22155.0,62549.0,1277.36,5.6,,,3.84,3.84,351854528.0,32011724957.44,,32041.32,3.83,15.88,0.1137,19.04,0.0486
2022-12-26,17782352.0,1617838384.96,1.57,9.25,1.4,1584.8,1.0,739151179.48,14049986.0,8124326.0,1278267726.28,,,,,,,,,,,,,,,,,,1274.77,,,,3.84,3.84,351955616.0,32020921943.68,,32002.4,3.83,15.92,0.1138,19.03,0.0486
2022-12-27,17511744.0,1583236775.04,1.54,9.11,1.38,1559.32,1.0,728717799.86,13937541.0,8060146.0,1260093081.81,,,86555.0,3.33,,,,21.61,40228.0,234960.0,,,3.33,86555.0,,35960.0,104408.0,1264.89,9.48,,,3.82,3.82,351011328.0,31734934164.48,,31847.24,3.82,16.23,0.1172,19.38,0.048
2022-12-28,16722724.0,1504041796.56,1.47,8.92,1.32,1517.42,1.0,620954124.42,13575443.0,6904093.0,1220975343.42,,,139085.0,10.1,,,,45.7,117635.0,501183.0,,,10.1,139085.0,,,1273688.0,1227.35,80.89,,,3.71,3.71,352771872.0,31728302167.68,,31892.28,3.71,16.71,0.1181,19.82,0.0456
2022-12-29,15535683.0,1413436439.34,1.37,8.4,1.23,1405.43,1.0,617930064.34,12356302.0,6791933.0,1124176355.96,,,1100.0,3.34,,,,114.76,33100.0,1266508.0,,,3.34,1100.0,,46267.0,145260.0,1109.95,13.39,,,3.38,3.38,353455392.0,32157371564.16,,31837.07,3.37,18.11,0.1299,21.68,0.0425
2022-12-30,13791271.0,1239007786.64,1.22,7.59,1.09,1251.1,1.0,549514715.12,11216790.0,6116593.0,1007716413.6,,,58912.0,0.63,,31344.0,,107.3,23264.0,1198424.0,,,0.63,58912.0,2.84,,729948.0,1014.57,65.12,,,3.07,3.07,354545024.0,31852324956.16,,32097.21,3.06,20.49,0.1584,24.84,0.0377
2023-01-02,13898240.0,1274190643.2,1.23,7.7,1.1,1262.42,1.0,568416916.8,11061811.0,6200010.0,1014146832.48,,,30672.0,10.16,,,,23.51,83417.0,263068.0,,,10.16,30672.0,,77417.0,,996.52,,,,3.02,3.02,355499936.0,32592234132.48,,32041.29,3.02,20.32,0.1555,24.38,0.0379
2023-01-03,15369941.0,1419106652.53,1.36,8.77,1.21,1408.55,1.0,550116358.82,12814418.0,5958154.0,1183155213.94,,,485705.0,8.43,,,,16.14,82772.0,177564.0,,,8.43,485705.0,,1444466.0,324628.0,1170.64,28.58,,,3.48,3.48,355067296.0,32783363439.68,,32713.96,3.45,18.13,0.134,21.89,0.0418
2023-01-04,14193167.0,1309603519.09,1.25,8.03,1.12,1309.52,1.0,583346256.82,11804887.0,6322166.0,1089236923.49,,,250007.0,44.85,,,,168.84,473843.0,1860958.0,,,44.85,250007.0,,601420.0,109831.0,1086.82,9.95,,,3.2,3.2,356712928.0,32913901866.56,,32869.11,3.2,19.58,0.1469,23.83,0.0385
2023-01-05,13192204.0,1191915631.4,1.16,7.44,1.04,1213.74,1.0,604750497.0,10552313.0,6693420.0,953401479.55,,,,53.48,,,,187.83,594625.0,2024479.0,,,53.48,,,771905.0,223371.0,970.54,21.33,,,2.87,2.87,357601632.0,32309307451.2,,32911.25,2.86,19.81,0.1286,21.28,0.0358
2023-01-06,11960291.0,1089821715.92,1.05,6.67,0.94,1087.16,0.0,536551919.2,10379683.0,5888410.0,945796714.96,,,348248.0,1.76,,98575.0,,60.38,18036.0,628537.0,,,1.76,348248.0,9.35,107659.0,921621.0,934.48,87.19,,,2.82,2.82,357818432.0,32604415523.84,,32259.66,2.82,21.46,0.1424,23.71,0.0325
2023-01-09,10847732.0,981068882.08,0.96,6.0,0.86,991.03,0.0,448871627.12,9323968.0,4963198.0,843259665.92,,,5232.0,46.0,,,,123.41,497131.0,1367860.0,,,46.0,5232.0,,306913.0,1422343.0,844.17,127.66,,,2.53,2.53,358852544.0,32454624079.36,,32494.77,2.53,12.99,0.1177,22.9,0.0295
2023-01-10,11673146.0,1051400260.22,1.03,6.38,0.92,1064.53,0.0,504878287.93,9952590.0,5605399.0,896429781.3,,,376938.0,77.35,,,,16.75,825601.0,181100.0,,,77.35,376938.0,,432784.0,183400.0,898.1,17.42,,,2.73,2.73,355031936.0,31977726475.52,,32079.19,2.72,12.02,0.104,21.03,0.032
2023-01-11,11431539.0,1029638717.73,1.01,6.24,0.9,1038.22,0.0,533914694.25,9589210.0,5927775.0,863700144.7,,,482364.0,51.61,,,,84.08,578250.0,927755.0,,,51.61,482364.0,,82011.0,255874.0,861.15,24.75,,,2.63,2.63,354661312.0,31944344371.84,,31909.96,2.63,12.34,0.1086,22.22,0.0314
2023-01-12,11068313.0,999468663.9,0.98,6.01,0.87,1003.28,0.0,499507362.9,9459099.0,5531643.0,854156639.7,,,294300.0,11.86,,153949.0,,60.71,128594.0,671816.0,,,11.86,294300.0,14.11,247405.0,678675.0,848.23,63.45,,,2.6,2.6,354385760.0,32001034128.0,,31846.56,2.59,12.8,0.1123,22.5,0.0304
2023-01-13,10427030.0,950736595.4,0.92,5.92,0.82,951.37,0.0,467960834.5,8855967.0,5132275.0,807487071.06,,,134821.0,8.46,,,,82.77,88253.0,924406.0,,,8.46,134821.0,,186453.0,487621.0,799.03,42.36,,,2.43,2.43,355014368.0,32370210074.24,,32106.19,2.43,13.55,0.117,24.45,0.0287
2023-01-16,10777219.0,989887565.15,0.95,6.13,0.85,988.76,0.0,472877141.55,8944239.0,5148363.0,821528352.15,,,310846.0,11.88,,,,29.41,116045.0,327380.0,,,11.88,310846.0,,104806.0,99957.0,813.86,8.62,,,2.46,2.46,354717184.0,32580773350.4,,32403.65,2.45,13.1,0.114,24.0,0.0296
2023-01-17,9023914.0,829297696.6,0.8,5.25,0.71,843.02,0.0,360296431.3,7895117.0,3920527.0,725561252.3,,,395090.0,0.59,,,,135.19,6000.0,1488667.0,,,0.59,395090.0,,44455.0,1233836.0,725.6,103.82,,,2.18,2.18,354721344.0,32598891513.6,,32610.64,2.18,15.64,0.142,28.58,0.0249
2023-01-18,8606168.0,786001323.44,0.76,5.0,0.68,797.13,0.0,313800016.36,8052936.0,3435892.0,735474644.88,,,509406.0,22.82,,,,44.53,326669.0,506613.0,,,22.82,509406.0,,155026.0,811304.0,742.08,73.99,,,2.18,2.18,361620064.0,33026760445.12,,33186.13,2.19,16.66,0.1587,31.32,0.0233
2023-01-19,8606196.0,785315385.0,0.76,4.98,0.68,792.47,0.0,342221262.5,7861908.0,3750370.0,717399105.0,,,389058.0,60.81,,,,83.76,664473.0,903745.0,,,60.81,389058.0,,323659.0,349995.0,719.56,32.43,,,2.14,2.14,360112512.0,32860266720.0,,32867.89,2.14,15.94,0.1549,30.22,0.0234
2023-01-20,8570828.0,777631224.44,0.76,5.15,0.68,786.23,0.0,313641089.26,7700135.0,3456862.0,698633248.55,,,159010.0,15.66,,,,42.07,179118.0,460641.0,,,15.66,159010.0,,139858.0,472626.0,702.62,45.12,,,2.09,2.09,360252064.0,32685669766.72,,32745.67,2.1,16.07,0.1681,30.18,0.0233
2023-01-23,7906544.0,711035501.92,0.7,4.78,0.63,721.15,0.0,240754570.69,7246416.0,2677133.0,651670190.88,,,12070.0,0.76,,,,124.63,7950.0,1348682.0,,,0.76,12070.0,,882893.0,787679.0,656.67,72.25,,,1.97,1.97,359839296.0,32360347889.28,,32532.06,1.98,17.5,0.1827,32.37,0.0215
2023-01-24,8439547.0,754326710.86,0.75,5.11,0.67,765.55,0.0,298389856.58,7950833.0,3338441.0,710645453.54,,,450175.0,28.14,,514871.0,,26.85,309263.0,295467.0,,,28.14,450175.0,47.54,549709.0,162826.0,713.49,15.34,,,2.16,2.16,360101536.0,32185875287.68,,32305.68,2.16,16.4,0.1585,30.04,0.0229
2023-01-25,9575817.0,860961706.47,0.85,5.84,0.76,865.58,0.0,351752555.34,8702149.0,3912274.0,782410216.59,,,319023.0,69.63,,,,22.09,771435.0,246159.0,,,69.63,319023.0,,678452.0,197602.0,778.36,18.66,,,2.36,2.36,359570048.0,32328943015.68,,32145.65,2.36,17.46,0.1501,27.32,0.026
2023-01-26,9801060.0,879351103.2,0.87,6.06,0.78,890.78,0.0,395714635.72,8757221.0,4410551.0,785697868.12,,,280037.0,18.66,,407700.0,,34.83,205061.0,390518.0,,,18.66,280037.0,36.66,165553.0,114484.0,788.81,9.98,,,2.38,2.38,359544448.0,32258327874.56,,32312.33,2.38,14.9,0.136,26.54,0.0266
2023-01-27,11904568.0,1066054064.4,1.06,7.38,0.94,1077.12,0.0,543911028.75,11043514.0,6073825.0,988946678.7,,,936519.0,189.42,,,,14.1,2112954.0,157205.0,,,189.42,936519.0,,1506979.0,449680.0,991.44,40.86,,,2.99,2.99,358000704.0,32058963043.2,,32072.14,3.0,23.2,0.1499,24.53,0.0323
2023-01-30,12651741.0,1135999824.39,1.12,7.98,1.0,1141.59,1.0,588698886.63,11317951.0,6556397.0,1016238820.29,,,450540.0,43.33,,,,18.54,484000.0,206672.0,,,43.33,450540.0,,30569.0,1428.0,1013.79,0.13,,,3.06,3.06,358552992.0,32194473151.68,,32115.7,3.06,21.74,0.1525,23.17,0.0342
2023-01-31,13909104.0,1247229355.68,1.23,9.25,1.1,1255.19,1.0,619341364.32,12221562.0,6906896.0,1095907464.54,,,101666.0,34.99,,,,1.18,386690.0,13319.0,,,34.99,101666.0,,815264.0,36191.0,1096.51,3.18,,,3.3,3.3,357859968.0,32089303330.56,,32128.47,3.3,19.59,0.1392,21.57,0.0376
2023-02-01,13367284.0,1185678090.8,1.19,8.77,1.06,1199.89,1.0,568453464.0,11779111.0,6408720.0,1044807145.7,,,28353.0,14.29,,54000.0,,67.0,172882.0,739343.0,,,14.29,28353.0,4.93,268539.0,725058.0,1050.34,66.49,,,3.18,3.18,358182272.0,31770767526.4,,31872.8,3.19,18.41,0.1342,22.39,0.0361
2023-02-02,11838837.0,1027255886.49,1.05,7.7,0.94,1050.06,0.0,457150955.49,10021565.0,5268537.0,869571195.05,,,124915.0,10.15,,1027.0,,170.63,112390.0,1906242.0,,,10.15,124915.0,0.09,23781.0,1253600.0,887.71,114.22,,,2.71,2.71,359618304.0,31204080238.08,,31740.87,2.72,15.73,0.1379,25.6,0.032
2023-02-03,11905631.0,1013645423.34,1.06,7.66,0.94,1048.72,0.0,420945867.54,10609418.0,4944161.0,903285848.52,,,865414.0,32.2,,66758.0,,28.11,362713.0,313134.0,,,32.2,865414.0,5.98,35573.0,753847.0,927.79,64.98,,,2.87,2.87,358910784.0,30557664149.76,,31165.07,2.89,13.86,0.1308,25.26,0.0322
2023-02-06,12511000.0,1062309010.0,1.11,7.56,0.99,1067.94,0.0,386233937.95,11249658.0,4548745.0,955208460.78,,,200418.0,12.77,,,,38.9,148764.0,225564.0,,,12.77,200418.0,,665386.0,544180.0,948.09,51.99,,,3.04,3.04,358448032.0,30435822397.12,,30659.64,3.0,12.08,0.1216,24.06,0.0338
2023-02-07,12111337.0,1057198606.73,1.07,7.12,0.96,1048.55,0.0,356516975.78,10932456.0,4084282.0,954294084.24,,,194430.0,8.68,,507582.0,,55.87,104178.0,837043.0,,,8.68,194430.0,44.87,325411.0,1076223.0,932.93,91.85,,,2.95,2.95,359245920.0,31358576356.8,,30722.75,2.95,11.84,0.1206,24.63,0.0327
2023-02-08,11931590.0,1056065030.9,1.06,6.88,0.95,1055.21,0.0,355080789.09,10820521.0,4011759.0,957724313.71,,,11752.0,13.03,,10356.0,,31.2,142888.0,382651.0,,,13.03,11752.0,0.9,258964.0,225767.0,947.43,17.62,,,2.93,2.93,358133792.0,31698421929.92,,31343.88,2.93,12.09,0.1232,24.85,0.0323
2023-02-09,11691982.0,1042924794.4,1.04,6.64,0.93,1047.36,0.0,370434398.4,10823968.0,4152852.0,965497945.6,,,345457.0,36.15,,,,41.15,380055.0,465911.0,,,36.15,345457.0,,123901.0,238962.0,960.28,20.06,,,2.93,2.93,358903232.0,32014168294.4,,31842.71,2.93,12.42,0.1283,25.6,0.0316
2023-02-10,11586342.0,1027708535.4,1.03,6.5,0.92,1043.92,0.0,366978953.5,10773240.0,4137305.0,955586388.0,,,23746.0,27.4,,10683.0,,32.92,298924.0,378219.0,,,27.4,23746.0,0.96,303745.0,325154.0,963.6,29.43,,,2.92,2.92,358790592.0,31824725510.4,,32053.74,2.92,12.57,0.1284,25.94,0.0314
2023-02-13,12386359.0,1085664366.35,1.1,6.88,0.98,1104.67,0.0,416532083.0,11024483.0,4752220.0,966295934.95,,,119856.0,105.51,,,,95.18,1206730.0,1054963.0,,,105.51,119856.0,,1186350.0,591815.0,977.46,55.01,,,2.98,2.98,359240896.0,31487464534.4,,31718.41,2.99,21.92,0.1446,24.74,0.0335
2023-02-14,12217648.0,1076496965.28,1.08,6.73,0.97,1080.52,0.0,415820254.41,10862038.0,4719331.0,957054168.18,,,19156.0,10.81,,121811.0,,26.86,126000.0,301200.0,,,10.81,19156.0,10.68,119599.0,280700.0,953.61,27.38,,,2.94,2.94,358990688.0,31630669519.68,,31482.25,2.94,21.8,0.1448,25.03,0.033
2023-02-15,11481659.0,1017734253.76,1.02,6.38,0.91,1020.02,0.0,353976660.16,9913162.0,3993419.0,878702679.68,,,7414.0,23.9,,14850.0,,115.23,269777.0,1311169.0,,,23.9,7414.0,1.37,354879.0,1010539.0,874.08,87.31,,,2.69,2.69,359156992.0,31835675770.88,,31725.88,2.68,15.28,0.1381,26.29,0.0311
2023-02-16,12138367.0,1066355540.95,1.08,6.84,0.96,1081.72,0.0,438601754.85,9613636.0,4992621.0,844557922.6,,,566044.0,147.09,,50668.0,,77.23,1664404.0,876891.0,,,147.09,566044.0,4.46,11321.0,715870.0,851.86,62.77,,,2.6,2.6,359488992.0,31581107947.2,,31791.13,2.61,24.95,0.1714,28.36,0.0329
2023-02-17,14174482.0,1262946346.2,1.26,8.11,1.12,1256.05,1.0,550784836.8,10336368.0,6181648.0,920970388.8,,,201137.0,105.22,,,,28.06,1210980.0,311710.0,,,105.22,201137.0,,833305.0,21953.0,909.44,1.31,,,2.8,2.8,358316480.0,31925998368.0,,31555.1,2.8,21.19,0.1852,34.19,0.0384
2023-02-20,13094684.0,1166867291.24,1.16,7.38,1.04,1171.08,1.0,527663795.68,9407470.0,5921488.0,838299651.7,,,118791.0,1.34,,42231.0,,104.41,15000.0,1193718.0,,,1.34,118791.0,3.71,146029.0,317391.0,839.51,27.64,,,2.55,2.55,359112256.0,32000493132.16,,31961.09,2.56,23.15,0.194,34.05,0.0355
2023-02-21,10647568.0,952424957.6,0.94,6.14,0.84,958.75,0.0,338423967.15,9541750.0,3783387.0,853509537.5,,,251398.0,18.27,,,,1.17,199781.0,13248.0,,,18.27,251398.0,,5519.0,2337882.0,854.7,204.86,9.78,,2.59,2.59,359080000.0,32119706000.0,109389.0,32072.92,2.6,20.72,0.1642,29.65,0.0289
2023-02-22,12126850.0,1093235527.5,1.08,7.09,0.96,1093.71,0.0,402481255.95,10011739.0,4464573.0,902558270.85,,,114118.0,84.28,,,,52.59,936545.0,590229.0,,,84.28,114118.0,,946100.0,255359.0,898.98,23.51,,,2.71,2.71,359512896.0,32410087574.4,,32316.51,2.71,26.43,0.187,30.41,0.0328
2023-02-23,10854053.0,978058715.83,0.96,6.45,0.86,983.6,0.0,368230009.5,9142505.0,4086450.0,823831125.55,,,12053.0,2.2,,,,83.53,25440.0,934078.0,,,2.2,12053.0,,52791.0,403563.0,825.13,35.32,,,2.47,2.47,360329792.0,32469317557.12,,32516.58,2.47,21.65,0.1667,29.78,0.0294
2023-02-24,10964868.0,985851281.88,0.97,6.59,0.87,994.41,0.0,374570274.78,9322447.0,4166058.0,838181209.77,,,242683.0,10.43,,,,14.57,112091.0,163865.0,,,10.43,242683.0,,101124.0,32483.0,842.01,2.91,,,2.52,2.52,360416352.0,32405034208.32,,32520.54,2.52,22.24,0.1702,29.85,0.0297
2023-02-27,10938748.0,990503631.4,0.97,6.35,0.87,989.48,0.0,367138325.35,9659434.0,4054537.0,874661748.7,,,70689.0,13.93,,,,40.14,143479.0,435052.0,,,13.93,70689.0,,701350.0,255000.0,869.46,23.16,,,2.63,2.63,358215008.0,32436368974.4,,32180.73,2.63,24.62,0.1714,28.19,0.0297
2023-02-28,10098057.0,897616286.73,0.9,5.83,0.8,916.88,0.0,365483057.37,8998586.0,4111633.0,799884309.54,,,94366.0,4.79,,303760.0,,102.23,68600.0,1133852.0,,,4.79,94366.0,27.59,378638.0,315264.0,815.62,27.78,,,2.44,2.44,359250880.0,31933810723.2,,32415.71,2.45,23.66,0.1523,24.92,0.0274
2023-03-01,9490979.0,838527994.65,0.84,5.39,0.75,848.37,0.0,358325600.85,8058795.0,4055751.0,711994538.25,,,6396.0,3.15,,39488.0,,104.08,39243.0,1105005.0,,,3.15,6396.0,3.84,158818.0,134613.0,714.57,12.32,,,2.18,2.18,361193376.0,31911434769.6,,31984.14,2.19,16.51,0.1333,25.13,0.0257
2023-03-02,10037714.0,895364088.8,0.89,5.77,0.8,897.52,0.0,425789510.0,7960676.0,4773425.0,710092299.2,,,166218.0,68.54,,58545.0,,41.91,764586.0,474276.0,,,68.54,166218.0,5.43,209939.0,105457.0,705.1,9.93,,,2.15,2.15,361757568.0,32268775065.6,,32128.54,2.15,14.46,0.148,29.44,0.0272
2023-03-03,10113922.0,901959563.96,0.9,5.92,0.8,909.2,0.0,462279779.78,7868131.0,5183671.0,701679922.58,,,133868.0,50.58,,,,21.07,546984.0,252200.0,,,50.58,133868.0,,25787.0,136738.0,702.68,11.88,,,2.13,2.13,361550368.0,32243061818.24,,32214.23,2.13,13.7,0.1707,33.53,0.0274
2023-03-06,9949128.0,887263235.04,0.88,5.87,0.79,894.09,0.0,411567840.32,8024000.0,4615024.0,715580320.0,,,190411.0,6.61,,,,3.56,77128.0,39143.0,,,6.61,190411.0,,4601.0,645775.0,715.46,57.82,,,2.17,2.17,361525504.0,32240844446.72,,32155.16,2.18,13.93,0.1403,28.0,0.0269
2023-03-07,10450219.0,940101701.24,0.93,6.23,0.83,942.39,0.0,521563161.08,8620571.0,5797723.0,775506567.16,,,383872.0,94.62,,169600.0,,67.59,1068251.0,757549.0,,,94.62,383872.0,15.88,970248.0,55152.0,771.04,4.92,,,2.32,2.32,362617728.0,32621090810.88,,32564.19,2.31,13.1,0.111,20.11,0.0282
2023-03-08,8498919.0,763117937.01,0.75,5.08,0.67,771.73,0.0,353224521.84,7714353.0,3933896.0,692671755.87,,,208234.0,0.25,,,,98.13,3092.0,1115556.0,,,0.25,208234.0,,1104.0,1866919.0,694.71,165.85,,,2.08,2.08,363962496.0,32680192515.84,,32776.09,2.08,13.83,0.1063,15.99,0.0229
2023-03-09,8472984.0,761551801.92,0.75,5.08,0.67,768.36,0.0,347153860.2,7677533.0,3862415.0,690056666.04,,,90199.0,7.53,,,,17.06,83147.0,190443.0,,,7.53,90199.0,,63424.0,154628.0,690.19,14.25,,,2.07,2.07,363804672.0,32698763919.36,,32632.27,2.07,13.73,0.1051,16.15,0.0228
2023-03-10,8700061.0,779090462.55,0.77,5.27,0.69,787.96,0.0,369810067.95,7855822.0,4129649.0,703488860.1,,,210899.0,43.51,,,,33.55,477382.0,373714.0,,,43.51,210899.0,,341104.0,210148.0,706.75,19.93,,,2.11,2.11,364664640.0,32655718512.0,,32688.02,2.12,15.5,0.1055,16.38,0.0234
2023-03-13,8126161.0,715345952.83,0.72,4.95,0.64,732.47,0.0,337791004.78,7345808.0,3837226.0,646651478.24,,,20311.0,20.75,,41762.0,,60.98,228452.0,673472.0,,,20.75,20311.0,3.74,143147.0,562637.0,657.99,51.47,,,1.97,1.97,365402944.0,32166421160.32,,32531.02,1.98,16.61,0.1187,20.5,0.0218
2023-03-14,8390331.0,746571652.38,0.74,5.01,0.67,749.34,0.0,391258584.96,7181096.0,4397152.0,638973922.08,,,352875.0,57.4,,,,63.85,667711.0,698646.0,,,57.4,352875.0,,182749.0,107785.0,633.57,9.35,0.15,,1.93,1.93,365670976.0,32537403444.48,1690.0,32268.67,1.93,13.24,0.111,21.53,0.0225
2023-03-15,9074540.0,814621455.8,0.8,5.49,0.72,818.74,0.0,411068051.25,7708447.0,4579125.0,691987287.19,,,691609.0,87.73,,1384.0,,82.47,963343.0,950829.0,,,87.73,691609.0,0.13,786571.0,782754.0,690.67,70.25,,,2.06,2.06,365927616.0,32849322088.32,,32791.09,2.06,20.93,0.1432,24.6,0.0243
2023-03-16,10759890.0,970864874.7,0.95,6.35,0.85,968.72,0.0,484286877.27,8907195.0,5367249.0,803696204.85,,,1272976.0,65.87,,346400.0,,32.8,746476.0,364524.0,,,65.87,1272976.0,31.1,290296.0,304752.0,800.47,28.15,,,2.39,2.39,364336384.0,32874071928.32,,32658.6,2.39,20.76,0.1474,27.11,0.0288
