,EEE FP Equity_DX_SI_QTY,EEE FP Equity_DX_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEE FP Equity_DX_SI_MV,EEE FP Equity_DX_DSS,EEE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY,EEE FP Equity_DX_BROKER_SI_QTY,EEE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEE FP Equity_DX_BROKER_SI_MV_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEE FP Equity_DX_BROKER_SI_MV_INC_x,EEE FP Equity_DX_SUPPLY_SI_MV_NEW,EEE FP Equity_DX_BROKER_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_NEW,EEE FP Equity_DX_SUPPLY_SI_MV_DEC,EEE FP Equity_DX_BROKER_SI_QTY_INC,EEE FP Equity_DX_SUPPLY_SI_QTY_DEC,EEE FP Equity_DX_BROKER_SI_MV_NEW_y,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EEE FP Equity_DX_BROKER_SI_MV_INC_y,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEE FP Equity_DX_BROKER_SI_MV_ADD,EEE FP Equity_DX_SUPPLY_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_DEC,EEE FP Equity_DX_SUPPLY_SI_MV,EEE FP Equity_DX_BROKER_SI_MV_DEC,EEE FP Equity_DX_SUPPLY_SI_MV_RMV,EEE FP Equity_DX_BROKER_SI_MV_RMV,EEE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEE FP Equity_DX_UTILIZATION_QUANTITY,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEE FP Equity_DX_BROKER_SI_CON_RATIO,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEE FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-08-07,9756.0,57579.91,0.48,0.04,0.06,,28789.96,4878.0,4878.0,28789.96,,,,,,,,0.02,,3290.0,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-08,9756.0,57453.08,0.47,0.04,0.06,,28726.54,4878.0,4878.0,28726.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-09,9756.0,57921.37,0.46,0.04,0.06,,28960.69,4878.0,4878.0,28960.69,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-10,9756.0,59053.07,0.46,0.04,0.06,,29526.53,4878.0,4878.0,29526.53,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-11,9756.0,57931.13,0.45,0.04,0.06,,28965.56,4878.0,4878.0,28965.56,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-14,9756.0,57501.86,0.45,0.04,0.06,,28750.93,4878.0,4878.0,28750.93,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-08-15,9756.0,56887.24,0.45,0.04,0.06,,28443.62,4878.0,4878.0,28443.62,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027
2023-08-16,9756.0,56848.21,0.45,0.04,0.06,,28424.11,4878.0,4878.0,28424.11,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0026
2023-08-17,9756.0,56214.07,0.45,0.04,0.06,,28107.04,4878.0,4878.0,28107.04,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0026
2023-08-18,9756.0,55384.81,0.44,0.04,0.06,,27692.41,4878.0,4878.0,27692.41,,,,,,,,,,,,,,,,,,0.03,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0294
2023-08-21,9756.0,54467.75,0.45,0.04,0.06,,27233.87,4878.0,4878.0,27233.87,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027
2023-08-22,9756.0,55394.57,0.43,0.04,0.05,,27697.28,4878.0,4878.0,27697.28,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027
2023-08-23,9756.0,56418.95,0.44,0.04,0.06,,28209.47,4878.0,4878.0,28209.47,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0025
2023-08-24,9756.0,56467.73,0.45,0.04,0.06,,28233.86,4878.0,4878.0,28233.86,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0028
2023-08-25,276056.0,1594223.4,13.26,1.12,1.6,,1035907.95,96678.0,179378.0,558315.45,,,9100.0,,,174500.0,,,,,,,,9100.0,1.01,82700.0,,0.56,,,,15.66,2.0,520760.0,3007389.0,,3.01,15.66,42.72,0.4579,52.23,0.0572
2023-08-28,276056.0,1611890.98,12.92,1.12,1.6,,1047388.14,96678.0,179378.0,564502.84,,,,,,,,,,,,,,,,,,0.56,,,,15.6,1.94,522980.0,3053680.22,,3.02,15.6,43.04,0.4575,51.93,0.0554
2023-08-29,276056.0,1637012.08,13.01,1.12,1.62,,1063711.54,96678.0,179378.0,573300.54,,,,,,,,,,,,,,,,,,0.56,,,,100.0,2.65,0.0,0.0,,0.0,100.0,43.16,0.4576,51.85,0.0758
2023-08-30,266910.0,1570766.17,12.99,1.09,1.58,,1028727.96,92105.0,174805.0,542038.21,,,,,,,,0.03,,4573.0,,,,,,,4573.0,0.55,0.03,,,100.0,2.06,0.0,0.0,,0.0,100.0,44.96,0.5015,54.71,0.0597
2023-08-31,101510.0,613120.4,5.07,0.41,0.6,,556314.2,9405.0,92105.0,56806.2,,,,,,,,0.49,,82700.0,,,,,,,82700.0,0.06,0.5,,,100.0,0.21,0.0,0.0,,0.0,100.0,0.6,0.9881,99.4,0.0226
2023-09-01,610.0,3625.84,0.03,0.0,0.0,,1812.92,305.0,305.0,1812.92,,,,,,,,0.05,,9100.0,,,,,,,91800.0,0.0,0.55,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-04,610.0,3612.42,0.03,0.0,0.0,,1806.21,305.0,305.0,1806.21,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-05,610.0,3606.32,0.03,0.0,0.0,,1803.16,305.0,305.0,1803.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-06,610.0,3630.72,0.03,0.0,0.0,,1815.36,305.0,305.0,1815.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-07,610.0,3609.37,0.03,0.0,0.0,,1804.69,305.0,305.0,1804.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-08,610.0,3609.37,0.03,0.0,0.0,,1804.69,305.0,305.0,1804.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-11,610.0,3654.51,0.03,0.0,0.0,,1827.26,305.0,305.0,1827.26,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-12,610.0,3611.2,0.03,0.0,0.0,,1805.6,305.0,305.0,1805.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-13,610.0,3633.77,0.03,0.0,0.0,,1816.89,305.0,305.0,1816.89,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-14,610.0,3716.12,0.03,0.0,0.0,,1858.06,305.0,305.0,1858.06,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-15,610.0,3656.95,0.04,0.0,0.0,,1828.48,305.0,305.0,1828.48,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-18,610.0,3578.26,0.04,0.0,0.0,,1789.13,305.0,305.0,1789.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-19,610.0,3626.45,0.04,0.0,0.0,,1813.23,305.0,305.0,1813.23,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2023-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,305.0,,,,,,,305.0,0.0,0.0,,,0.0,0.0,5103936.0,30894124.61,,30.21,0.0,,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5103664.0,30382111.79,,30.81,0.0,,0.0,,0.0
2023-09-22,676000.0,4003948.0,45.73,2.89,4.02,,2001974.0,338000.0,338000.0,2001974.0,,,,,,338000.0,,,,,,,,,2.01,338000.0,,2.0,,,,6.72,6.61,4688204.0,27768232.29,,27.77,6.73,,1.0,100.0,0.1322
2023-09-25,676000.0,3955952.0,44.12,2.89,4.0,,1977976.0,338000.0,338000.0,1977976.0,,,,,,,,,,,,,,,,,,2.0,,,,6.73,6.08,4687572.0,27431671.34,,27.76,6.73,,1.0,100.0,0.1215
2023-09-26,709800.0,4050828.6,47.42,3.04,4.15,,2025414.3,354900.0,354900.0,2025414.3,,,16900.0,0.07,,,,,16900.0,,,,0.07,16900.0,,,,2.07,,,,7.07,6.39,4662044.0,26606285.11,,27.24,7.07,,1.0,100.0,0.1279
2023-09-27,649300.0,3627639.1,41.62,2.78,3.71,,1861029.7,316200.0,333100.0,1766609.4,,,,,,,,0.28,,38700.0,,,,,,,21800.0,1.81,0.19,,,6.33,5.7,4678944.0,26141260.13,,26.8,6.33,,1.0,100.0,0.1171
2023-09-28,316200.0,1765977.0,19.26,1.33,1.77,,1765977.0,0.0,316200.0,0.0,,,,,,,,1.8,,316200.0,,,,,,,16900.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.057
2023-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,316200.0,0.0,1.76,,,0.0,0.0,5543201.0,31984269.77,,32.01,0.0,,0.0,,0.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5088570.0,29157506.1,,29.3,0.0,,0.0,,0.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5089350.0,28327322.1,,29.13,0.0,,0.0,,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5089350.0,28230624.45,,28.24,0.0,,0.0,,0.0
2023-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5085714.0,28205369.84,,28.22,0.0,,0.0,,0.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5085714.0,28424055.55,,28.48,0.0,,0.0,,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5077886.0,28370149.08,,28.47,0.0,,0.0,,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5070706.0,28786397.96,,28.16,0.0,,0.0,,0.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5072430.0,28938213.15,,28.69,0.0,,0.0,,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5067060.0,28674492.54,,28.91,0.0,,0.0,,0.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5061335.0,28161267.94,,28.28,0.0,,0.0,,0.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5062369.0,28374578.25,,28.33,0.0,,0.0,,0.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5061685.0,28203708.82,,28.2,0.0,,0.0,,0.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5052934.0,27735554.73,,28.16,0.0,,0.0,,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4968235.0,26589993.72,,27.23,0.0,,0.0,,0.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4964968.0,26562578.8,,26.69,0.0,,0.0,,0.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4959013.0,26287727.91,,26.64,0.0,,0.0,,0.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4956602.0,26621909.34,,26.14,0.0,,0.0,,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4952366.0,26178206.68,,26.68,0.0,,0.0,,0.0
2023-10-26,3729.0,19789.8,0.11,0.02,0.02,,0.0,3729.0,0.0,19789.8,,,,,,,,,,,,,,,,3729.0,,0.02,,,,0.5,0.08,743841.0,3947564.19,,3.94,0.5,,0.0,,0.0008
2023-10-27,3729.0,20032.19,0.11,0.02,0.02,,0.0,3729.0,0.0,20032.19,,,,,,,,,,,,,,,,,,0.02,,,,0.5,0.08,740478.0,3977847.82,,3.97,0.5,,0.0,,0.0008
2023-10-30,3623.0,19600.43,0.11,0.02,0.02,,0.0,3623.0,0.0,19600.43,,,,,,,,0.0,,106.0,,,,,,,,0.02,,,,0.49,0.07,740584.0,4006559.44,,3.98,0.49,,0.0,,0.0007
2023-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,3623.0,,,,,,,,0.0,,,,0.0,0.0,4911893.0,27413274.83,,26.59,0.0,,0.0,,0.0
2023-11-01,2557.0,14424.04,0.08,0.01,0.01,,0.0,2557.0,0.0,14424.04,,,,,,,,,,,,,,,,2557.0,,0.01,,,,0.34,0.05,741650.0,4183647.65,,4.15,0.34,,0.0,,0.0005
2023-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,2557.0,,,,,,,,0.0,,,,0.0,0.0,4903793.0,29192279.73,,27.62,0.0,,0.0,,0.0
2023-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4903793.0,30094577.64,,30.11,0.0,,0.0,,0.0
