,IDIP FP Equity_DX_SI_QTY,IDIP FP Equity_DX_SHORT_INTEREST_VALUE,IDIP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IDIP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IDIP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IDIP FP Equity_DX_SI_MV,IDIP FP Equity_DX_DSS,IDIP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IDIP FP Equity_DX_SUPPLY_SI_QTY,IDIP FP Equity_DX_BROKER_SI_QTY,IDIP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IDIP FP Equity_DX_BROKER_SI_MV_NEW_x,IDIP FP Equity_DX_SUPPLY_SI_QTY_INC_x,IDIP FP Equity_DX_BROKER_SI_MV_INC_x,IDIP FP Equity_DX_BROKER_SI_QTY_ADD,IDIP FP Equity_DX_BROKER_SI_QTY_NEW,IDIP FP Equity_DX_SUPPLY_SI_MV_DEC,IDIP FP Equity_DX_BROKER_SI_QTY_INC,IDIP FP Equity_DX_SUPPLY_SI_QTY_DEC,IDIP FP Equity_DX_BROKER_SI_MV_NEW_y,IDIP FP Equity_DX_BROKER_SI_MV_INC_y,IDIP FP Equity_DX_SUPPLY_SI_QTY_INC_y,IDIP FP Equity_DX_BROKER_SI_MV_ADD,IDIP FP Equity_DX_SUPPLY_SI_QTY_ADD,IDIP FP Equity_DX_BROKER_SI_QTY_DEC,IDIP FP Equity_DX_SUPPLY_SI_MV,IDIP FP Equity_DX_BROKER_SI_MV_DEC,IDIP FP Equity_DX_BROKER_SI_MV_RMV,IDIP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IDIP FP Equity_DX_UTILIZATION_QUANTITY,IDIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IDIP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IDIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IDIP FP Equity_DX_ACTIVE_UTILIZATION_MV,IDIP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IDIP FP Equity_DX_BROKER_SI_CON_RATIO,IDIP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IDIP FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2973.0,214650.6,0.21,0.0,,0.0,,0.0
2024-05-22,2070.0,151524.0,0.12,2.06,0.03,0.15,0.0,148962.0,2035.0,2035.0,148962.0,,,,2035.0,,,,,,,,0.15,2035.0,,0.15,,,68.45,68.45,938.0,68661.6,0.07,68.72,3.34,0.9354,96.66,0.6963
2024-05-23,92.0,6734.4,0.01,0.09,0.0,0.01,0.0,4172.4,57.0,57.0,4172.4,,,,,,0.14,,1978.0,,,,,,1978.0,0.0,0.14,,100.0,1.2,0.0,0.0,0.0,100.0,23.92,0.636,76.08,0.0194
2024-05-24,1892.0,140386.4,0.11,1.87,0.03,0.14,0.0,137789.4,857.0,1857.0,63589.4,,800.0,,1800.0,,,,,,,800.0,0.13,,,0.06,,,100.0,15.48,0.0,0.0,0.0,100.0,42.58,0.4593,52.59,0.3418
2024-05-27,2512.0,181366.4,0.14,2.45,0.03,0.19,0.0,178839.4,1857.0,2477.0,134075.4,,1000.0,,620.0,,,,,,,1000.0,0.05,,,0.14,,,100.0,33.55,0.0,0.0,0.0,100.0,31.83,0.3217,39.84,0.4538
2024-05-28,3155.0,227160.0,0.18,2.8,0.04,0.23,0.0,227160.0,2535.0,3155.0,182520.0,,,0.1,,,0.05,1300.0,622.0,,0.1,,,1300.0,622.0,0.18,0.05,,100.0,51.37,0.0,0.0,0.0,100.0,31.42,0.3264,43.27,0.6393
2024-05-29,1657.0,116321.4,0.1,1.36,0.02,0.12,0.0,116321.4,1037.0,1657.0,72797.4,,,,,,0.11,,1498.0,,,,,,1498.0,0.08,0.11,,100.0,21.9,0.0,0.0,0.0,100.0,37.31,0.5053,60.47,0.3499
2024-05-30,1657.0,118309.8,0.1,0.66,0.02,0.12,0.0,118309.8,1037.0,1657.0,74041.8,,,,,,,,,,,,,,,0.07,,,100.0,21.9,0.0,0.0,0.0,100.0,37.26,0.5055,60.51,0.3499
2024-05-31,1657.0,116652.8,0.1,0.57,0.02,0.12,0.0,116652.8,1035.0,1657.0,72864.0,,,,,,0.0,,2.0,,,,,,,0.07,,,100.0,21.86,0.0,0.0,0.0,100.0,37.55,0.5045,60.25,0.3499
2024-06-03,1690.0,121342.0,0.1,0.58,0.02,0.12,0.0,118829.0,1035.0,1655.0,74313.0,,,,,,,,,,,,,,2.0,0.07,0.0,,100.0,21.86,0.0,0.0,0.0,100.0,36.58,0.487,59.29,0.3569
2024-06-04,1738.0,124788.4,0.1,0.59,0.02,0.12,0.0,122275.4,1035.0,1703.0,74313.0,,,0.0,,,,48.0,,,0.0,,,,,0.07,,,100.0,21.86,0.0,0.0,0.0,100.0,35.68,0.463,57.54,0.3671
2024-06-05,1738.0,128264.4,0.1,0.59,0.02,0.13,0.0,125681.4,1035.0,1703.0,76383.0,,,,,,,,,,,,,,,0.07,,,100.0,21.86,0.0,0.0,0.0,100.0,35.58,0.4635,57.65,0.3671
2024-06-06,1738.0,128959.6,0.1,0.59,0.02,0.13,0.0,126362.6,1035.0,1703.0,76797.0,,,,,,,,,,,,,,,0.08,,,100.0,21.86,0.0,0.0,0.0,100.0,35.73,0.4626,57.47,0.3671
2024-06-07,3738.0,276612.0,0.21,1.28,0.05,0.28,0.0,200022.0,2035.0,2703.0,150590.0,,1000.0,0.07,,,,1000.0,,,0.07,1000.0,,,,0.15,,,100.0,35.48,0.0,0.0,0.0,100.0,26.67,0.4205,56.73,0.6518
2024-06-10,3620.0,265708.0,0.21,1.23,0.05,0.27,0.0,192308.0,2000.0,2620.0,146800.0,,,,,,0.0,,35.0,,,,,,83.0,0.15,0.01,,100.0,35.09,0.0,0.0,0.0,100.0,27.66,0.4107,55.22,0.6351
2024-06-11,3620.0,257744.0,0.21,1.23,0.05,0.27,0.0,186544.0,2000.0,2620.0,142400.0,,,,,,,,,,,,,,,0.15,,,100.0,35.09,0.0,0.0,0.0,100.0,27.88,0.4099,55.05,0.6351
2024-06-12,2000.0,144000.0,0.11,0.68,0.03,0.14,0.0,72000.0,1000.0,1000.0,72000.0,,,,,,0.07,,1000.0,,,,,,1620.0,0.07,0.12,,100.0,17.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.3509
2024-06-13,2000.0,142800.0,0.11,0.68,0.03,0.14,0.0,71400.0,1000.0,1000.0,71400.0,,,,,,,,,,,,,,,0.07,,,100.0,17.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.3509
2024-06-14,2000.0,132000.0,0.11,0.67,0.03,0.14,0.0,66000.0,1000.0,1000.0,66000.0,,,,,,,,,,,,,,,0.07,,,100.0,17.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.3509
2024-06-17,2100.0,136500.0,0.12,0.67,0.03,0.14,0.0,71500.0,1100.0,1100.0,71500.0,,,,100.0,,,,,,,,0.01,100.0,,0.08,,,100.0,19.3,0.0,0.0,0.0,100.0,4.62,0.912,95.38,0.3684
2024-06-18,2100.0,142800.0,0.12,0.65,0.03,0.14,0.0,74800.0,1200.0,1100.0,81600.0,,100.0,,,,,,,,,100.0,,,,0.08,,,100.0,21.05,0.0,0.0,0.0,100.0,4.86,0.9075,95.14,0.3684
2024-06-19,1200.0,82320.0,0.07,0.37,0.02,0.08,0.0,6860.0,1200.0,100.0,82320.0,,,,,,,,,,,,,,1000.0,0.08,0.07,,100.0,21.05,0.0,0.0,0.0,100.0,16.49,0.7245,83.51,0.2105
2024-06-20,200.0,13600.0,0.01,0.06,0.0,0.01,0.0,6800.0,200.0,100.0,13600.0,,,,,,0.07,,1000.0,,,,,,,0.01,,,100.0,4.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0421
2024-06-21,1500.0,102300.0,0.09,0.46,0.02,0.1,0.0,54560.0,800.0,800.0,54560.0,,,,700.0,,0.01,,100.0,,,,0.05,700.0,,0.05,,,100.0,14.68,0.0,0.0,0.0,100.0,6.66,0.8757,93.34,0.2752
2024-06-24,1500.0,103500.0,0.09,0.47,0.02,0.1,0.0,55200.0,800.0,800.0,55200.0,,,,,,,,,,,,,,,0.05,,,100.0,14.68,0.0,0.0,0.0,100.0,6.64,0.876,93.36,0.2752
2024-06-25,1500.0,103800.0,0.09,0.47,0.02,0.1,0.0,55360.0,800.0,800.0,55360.0,,,,,,,,,,,,,,,0.06,,,100.0,14.68,0.0,0.0,0.0,100.0,6.64,0.876,93.36,0.2752
2024-06-26,1500.0,102300.0,0.09,0.49,0.02,0.1,0.0,54560.0,800.0,800.0,54560.0,,,,,,,,,,,,,,,0.06,,,100.0,14.68,0.0,0.0,0.0,100.0,6.66,0.8756,93.34,0.2752
2024-06-27,1600.0,109120.0,0.09,0.54,0.02,0.11,0.0,61380.0,900.0,900.0,61380.0,,100.0,,100.0,,,,,,,100.0,0.01,,,0.06,,,100.0,16.22,0.0,0.0,0.0,100.0,6.27,0.7732,87.48,0.2883
2024-06-28,1600.0,105920.0,0.09,0.54,0.02,0.11,0.0,52960.0,900.0,800.0,59580.0,,,,,,,,,,,,,,100.0,0.06,0.01,,100.0,16.22,0.0,0.0,0.0,100.0,6.25,0.7739,87.53,0.2883
2024-07-01,100.0,6720.0,0.01,0.03,0.0,0.01,0.0,6720.0,100.0,100.0,6720.0,,,,,,0.05,,800.0,,,,,,700.0,0.01,0.05,,100.0,1.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.018
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.01,,100.0,,,,,,100.0,0.0,0.01,,0.0,0.0,4750.0,320150.0,0.32,0.0,,0.0,100.0,0.0
2024-07-03,96.0,6489.6,0.01,0.03,0.0,0.01,0.0,6489.6,96.0,96.0,6489.6,,,,96.0,,,,,,,,0.01,96.0,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-04,96.0,6489.6,0.01,0.03,0.0,0.01,0.0,6489.6,96.0,96.0,6489.6,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-05,96.0,6489.6,0.01,0.03,0.0,0.01,0.0,6489.6,96.0,96.0,6489.6,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-08,96.0,6432.0,0.01,0.03,0.0,0.01,0.0,6432.0,96.0,96.0,6432.0,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-09,96.0,6451.2,0.01,0.04,0.0,0.01,0.0,6451.2,96.0,96.0,6451.2,,,,,,,,,,,,,,,0.01,,,100.0,1.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0194
2024-07-10,96.0,6451.2,0.01,0.04,0.0,0.01,0.0,6451.2,96.0,96.0,6451.2,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-11,96.0,6470.4,0.01,0.07,0.0,0.01,0.0,6470.4,96.0,96.0,6470.4,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-12,96.0,6432.0,0.01,0.1,0.0,0.01,0.0,6432.0,96.0,96.0,6432.0,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-15,96.0,6489.6,0.01,0.11,0.0,0.01,0.0,6489.6,96.0,96.0,6489.6,,,,,,,,,,,,,,,0.01,,,100.0,2.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2024-07-16,96.0,6412.8,0.01,0.1,0.0,0.01,0.0,6412.8,96.0,96.0,6412.8,,,,,,,,,,,,,,,0.01,,,100.0,3.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0334
2024-07-17,896.0,60211.2,0.05,0.95,0.01,0.06,0.0,60211.2,896.0,896.0,60211.2,,,0.05,,,,800.0,,,0.05,,,800.0,,0.06,,,100.0,27.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.2798
2024-07-18,1600.0,107520.0,0.09,1.71,0.02,0.11,0.0,53760.0,800.0,800.0,53760.0,,,,,,0.01,,96.0,,,,,,96.0,0.05,0.01,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-19,1600.0,109120.0,0.09,1.71,0.02,0.11,0.0,54560.0,800.0,800.0,54560.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-22,1600.0,109120.0,0.09,1.73,0.02,0.11,0.0,54560.0,800.0,800.0,54560.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-23,1600.0,108480.0,0.09,1.73,0.02,0.11,0.0,54240.0,800.0,800.0,54240.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-24,1600.0,108480.0,0.09,1.77,0.02,0.11,0.0,54240.0,800.0,800.0,54240.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-25,1600.0,108800.0,0.09,1.81,0.02,0.11,0.0,54400.0,800.0,800.0,54400.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-26,1600.0,108800.0,0.09,1.81,0.02,0.11,0.0,54400.0,800.0,800.0,54400.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-29,1600.0,108160.0,0.09,2.2,0.02,0.11,0.0,54080.0,800.0,800.0,54080.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-30,1600.0,111680.0,0.09,2.64,0.02,0.11,0.0,55840.0,800.0,800.0,55840.0,,,,,,,,,,,,,,,0.05,,,100.0,24.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4997
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.05,,800.0,,,,,,800.0,0.0,0.05,,0.0,0.0,2402.0,171502.8,0.17,0.0,,0.0,,0.0
2024-08-01,1600.0,112960.0,0.09,2.55,0.02,0.11,0.0,56480.0,800.0,800.0,56480.0,,,,800.0,,,,,,,,0.06,800.0,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-02,1600.0,112000.0,0.09,2.59,0.02,0.11,0.0,56000.0,800.0,800.0,56000.0,,,,,,,,,,,,,,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-05,1600.0,112000.0,0.09,2.49,0.02,0.11,0.0,56000.0,800.0,800.0,56000.0,,,,,,,,,,,,,,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-06,1600.0,110720.0,0.09,2.39,0.02,0.11,0.0,55360.0,800.0,800.0,55360.0,,,,,,,,,,,,,,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-07,1600.0,110400.0,0.09,2.33,0.02,0.11,0.0,55200.0,800.0,800.0,55200.0,,,,,,,,,,,,,,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-08,1600.0,110400.0,0.09,2.28,0.02,0.11,0.0,55200.0,800.0,800.0,55200.0,,,,,,,,,,,,,,,0.06,,,100.0,25.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.5044
2024-08-09,1600.0,109760.0,0.09,2.33,0.02,0.11,0.0,54880.0,800.0,800.0,54880.0,,,,,,,,,,,,,,,0.06,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-12,1600.0,110080.0,0.09,2.59,0.02,0.11,0.0,55040.0,800.0,800.0,55040.0,,,,,,,,,,,,,,,0.05,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-13,1600.0,110720.0,0.09,2.61,0.02,0.11,0.0,55360.0,800.0,800.0,55360.0,,,,,,,,,,,,,,,0.06,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-14,1600.0,112000.0,0.09,2.7,0.02,0.11,0.0,56000.0,800.0,800.0,56000.0,,,,,,,,,,,,,,,0.06,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-15,1600.0,111360.0,0.09,2.66,0.02,0.11,0.0,55680.0,800.0,800.0,55680.0,,,,,,,,,,,,,,,0.06,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-16,1600.0,111680.0,0.09,2.7,0.02,0.11,0.0,55840.0,800.0,800.0,55840.0,,,,,,,,,,,,,,,0.06,,,100.0,26.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.5251
2024-08-19,200.0,14000.0,0.01,0.34,0.0,0.01,0.0,7000.0,100.0,100.0,7000.0,,,,100.0,,0.05,,700.0,,,,0.01,,800.0,0.01,0.06,,100.0,3.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0656
2024-08-20,200.0,13920.0,0.01,0.35,0.0,0.01,0.0,6960.0,100.0,100.0,6960.0,,,,,,,,,,,,,,,0.01,,,100.0,4.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0852
2024-08-21,200.0,14000.0,0.01,0.35,0.0,0.01,0.0,7000.0,100.0,100.0,7000.0,,,,,,,,,,,,,,,0.01,,,100.0,4.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0852
2024-08-22,200.0,13960.0,0.01,0.37,0.0,0.01,0.0,6980.0,100.0,100.0,6980.0,,,,,,,,,,,,,,,0.01,,,100.0,4.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0852
2024-08-23,200.0,13920.0,0.01,0.37,0.0,0.01,0.0,6960.0,100.0,100.0,6960.0,,,,,,,,,,,,,,,0.01,,,100.0,4.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0852
2024-08-26,250.0,17600.0,0.01,0.47,0.0,0.02,0.0,10560.0,150.0,150.0,10560.0,,,,50.0,,,,,,,,0.0,50.0,,0.01,,,100.0,6.39,0.0,0.0,0.0,100.0,20.8,0.6706,79.2,0.1065
2024-08-27,1400.0,98560.0,0.08,2.72,0.02,0.1,0.0,49280.0,700.0,700.0,49280.0,,600.0,0.05,,,0.0,650.0,50.0,,0.05,600.0,,,100.0,0.05,0.01,,100.0,23.75,0.0,0.0,0.0,100.0,12.41,1.0,100.0,0.4751
2024-08-28,1400.0,99120.0,0.08,2.94,0.02,0.1,0.0,49560.0,700.0,700.0,49560.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-08-29,1400.0,99120.0,0.08,2.97,0.02,0.1,0.0,49560.0,700.0,700.0,49560.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-08-30,1400.0,99120.0,0.08,2.99,0.02,0.1,0.0,49560.0,700.0,700.0,49560.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-09-02,1400.0,98840.0,0.08,3.04,0.02,0.1,0.0,49420.0,700.0,700.0,49420.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-09-03,1400.0,98840.0,0.08,3.05,0.02,0.1,0.0,49420.0,700.0,700.0,49420.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-09-04,1400.0,99120.0,0.08,3.11,0.02,0.1,0.0,49560.0,700.0,700.0,49560.0,,,,,,,,,,,,,,,0.05,,,100.0,23.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4751
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.05,,700.0,,,,,,700.0,0.0,0.05,,0.0,0.0,2347.0,162412.4,0.17,0.0,,0.0,100.0,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2247.0,154144.2,0.16,0.0,,0.0,,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2247.0,154593.6,0.16,0.0,,0.0,,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2247.0,154593.6,0.15,0.0,,0.0,,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2252.0,155388.0,0.16,0.0,,0.0,,0.0
2024-09-12,1290.0,89526.0,0.07,2.72,0.02,0.09,0.0,27760.0,890.0,400.0,61766.0,,,,400.0,,,,,,,,0.03,890.0,,0.06,,,100.0,28.33,0.0,0.0,0.0,100.0,37.84,0.5296,62.16,0.4106
2024-09-13,1290.0,88752.0,0.07,2.73,0.02,0.09,0.0,27520.0,890.0,400.0,61232.0,,,,,,,,,,,,,,,0.06,,,100.0,33.56,0.0,0.0,0.0,100.0,37.88,0.5294,62.12,0.4864
2024-09-16,1290.0,88494.0,0.07,2.76,0.02,0.09,0.0,27440.0,890.0,400.0,61054.0,,,,,,,,,,,,,,,0.06,,,100.0,33.56,0.0,0.0,0.0,100.0,37.89,0.5293,62.11,0.4864
2024-09-17,1290.0,89268.0,0.07,2.99,0.02,0.09,0.0,27680.0,890.0,400.0,61588.0,,,,,,,,,,,,,,,0.06,,,100.0,33.12,0.0,0.0,0.0,100.0,38.0,0.5288,62.0,0.4801
2024-09-18,1290.0,89010.0,0.07,3.04,0.02,0.09,0.0,27600.0,890.0,400.0,61410.0,,,,,,,,,,,,,,,0.06,,,100.0,33.12,0.0,0.0,0.0,100.0,38.0,0.5288,62.0,0.4801
2024-09-19,1290.0,88752.0,0.07,3.16,0.02,0.09,0.0,27520.0,890.0,400.0,61232.0,,,,,,,,,,,,,,,0.06,,,100.0,33.12,0.0,0.0,0.0,100.0,37.89,0.5293,62.11,0.4801
2024-09-20,1290.0,88494.0,0.07,3.1,0.02,0.09,0.0,27440.0,890.0,400.0,61054.0,,,,,,,,,,,,,,,0.06,,,100.0,33.12,0.0,0.0,0.0,100.0,37.88,0.5294,62.12,0.4801
2024-09-23,1765.0,122138.0,0.1,4.3,0.02,0.12,0.0,27680.0,1365.0,400.0,94458.0,,475.0,,,,,,,,,475.0,,,,0.09,,,100.0,50.8,0.0,0.0,0.0,100.0,45.26,0.5045,54.74,0.6569
2024-09-24,1765.0,122491.0,0.1,4.27,0.02,0.12,0.0,27760.0,1365.0,400.0,94731.0,,,,,,,,,,,,,,,0.09,,,100.0,60.34,0.0,0.0,0.0,100.0,45.43,0.5042,54.57,0.7803
2024-09-25,1700.0,117300.0,0.1,3.95,0.02,0.12,0.0,27600.0,1300.0,400.0,89700.0,,,,,,0.0,,65.0,,,,,,,0.09,,,100.0,48.38,0.0,0.0,0.0,100.0,47.02,0.5018,52.98,0.6327
2024-09-26,1700.0,117980.0,0.1,3.75,0.02,0.12,0.0,27760.0,1300.0,400.0,90220.0,,,,,,,,,,,,,,,0.09,,,100.0,48.38,0.0,0.0,0.0,100.0,47.07,0.5017,52.93,0.6327
2024-09-27,1700.0,117980.0,0.1,3.5,0.02,0.12,0.0,27760.0,1300.0,400.0,90220.0,,,,,,,,,,,,,,,0.09,,,100.0,48.38,0.0,0.0,0.0,100.0,47.1,0.5017,52.9,0.6327
2024-09-30,1700.0,117300.0,0.1,3.42,0.02,0.12,0.0,27600.0,1300.0,400.0,89700.0,,,,,,,,,,,,,,,0.09,,,100.0,48.38,0.0,0.0,0.0,100.0,46.95,0.5019,53.05,0.6327
2024-10-01,836.0,57851.2,0.05,1.74,0.01,0.06,0.0,0.0,836.0,0.0,57851.2,,,,,,0.03,,464.0,,,,,,400.0,0.06,0.03,,100.0,36.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.3655
2024-10-02,836.0,57349.6,0.05,1.73,0.01,0.06,0.0,0.0,836.0,0.0,57349.6,,,,,,,,,,,,,,,0.06,,,100.0,33.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.3361
2024-10-03,836.0,55176.0,0.05,1.51,0.01,0.06,0.0,0.0,836.0,0.0,55176.0,,,,,,,,,,,,,,,0.06,,,100.0,36.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.3655
2024-10-04,2871.0,192931.2,0.17,4.59,0.04,0.19,0.0,96432.0,2271.0,1435.0,152611.2,,835.0,,1435.0,,,,,,,835.0,0.1,600.0,,0.15,,,100.0,61.02,0.0,0.0,0.0,100.0,29.85,0.3428,41.28,0.7714
2024-10-07,2040.0,139536.0,0.12,3.24,0.03,0.14,0.0,41313.6,1440.0,604.0,98496.0,,,,,,0.05,,831.0,,,,,,831.0,0.1,0.06,,100.0,49.88,0.0,0.0,0.0,100.0,40.75,0.5148,59.06,0.7066
2024-10-08,1704.0,115190.4,0.1,2.54,0.02,0.12,0.0,74630.4,1104.0,1104.0,74630.4,,,,500.0,,0.02,,336.0,,,,0.04,,,0.08,,,100.0,38.24,0.0,0.0,0.0,100.0,30.5,0.5729,69.27,0.5902
2024-10-09,1279.0,87227.8,0.07,1.87,0.02,0.09,0.0,46307.8,679.0,679.0,46307.8,,,,,,0.03,,425.0,,,,,,425.0,0.05,0.03,,100.0,23.52,0.0,0.0,0.0,100.0,5.84,0.8842,93.85,0.443
2024-10-10,1279.0,87227.8,0.07,1.77,0.02,0.09,0.0,46307.8,679.0,679.0,46307.8,,,,,,,,,,,,,,,0.05,,,100.0,23.52,0.0,0.0,0.0,100.0,5.86,0.8837,93.82,0.443
2024-10-11,1826.0,124168.0,0.1,2.52,0.03,0.12,0.0,110568.0,1626.0,1626.0,110568.0,,1347.0,0.11,,,0.03,1547.0,400.0,,0.11,1347.0,,,600.0,0.11,0.04,,100.0,37.7,0.0,0.0,0.0,100.0,21.91,0.6579,78.09,0.4234
2024-10-14,410.0,28044.0,0.02,0.56,0.01,0.03,0.0,14364.0,210.0,210.0,14364.0,,,,,,0.1,,1416.0,,,,,,1416.0,0.01,0.1,,100.0,8.44,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,0.1649
2024-10-15,810.0,54594.0,0.05,1.07,0.01,0.06,0.0,41114.0,610.0,610.0,41114.0,,400.0,,400.0,,,,,,,400.0,0.03,,,0.04,,,100.0,21.13,0.0,0.0,0.0,100.0,49.38,0.4879,49.38,0.2806
2024-10-16,810.0,55080.0,0.05,1.04,0.01,0.05,0.0,41480.0,610.0,610.0,41480.0,,,,,,,,,,,,,,,0.04,,,100.0,21.13,0.0,0.0,0.0,100.0,49.38,0.4879,49.38,0.2806
