,ALODC FP Equity_DX_SI_QTY,ALODC FP Equity_DX_SHORT_INTEREST_VALUE,ALODC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALODC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALODC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALODC FP Equity_DX_SI_MV,ALODC FP Equity_DX_DSS,ALODC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALODC FP Equity_DX_SUPPLY_SI_QTY,ALODC FP Equity_DX_BROKER_SI_QTY,ALODC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALODC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALODC FP Equity_DX_BROKER_SI_MV_INC_x,ALODC FP Equity_DX_BROKER_SI_QTY_ADD,ALODC FP Equity_DX_SUPPLY_SI_MV_DEC,ALODC FP Equity_DX_BROKER_SI_QTY_INC,ALODC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALODC FP Equity_DX_BROKER_SI_MV_INC_y,ALODC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALODC FP Equity_DX_BROKER_SI_MV_ADD,ALODC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALODC FP Equity_DX_BROKER_SI_QTY_DEC,ALODC FP Equity_DX_SUPPLY_SI_MV,ALODC FP Equity_DX_BROKER_SI_MV_DEC,ALODC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALODC FP Equity_DX_UTILIZATION_QUANTITY,ALODC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALODC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALODC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALODC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALODC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALODC FP Equity_DX_BROKER_SI_CON_RATIO,ALODC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALODC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALODC FP Equity_PX_LAST
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1958391.84,1.96,0.0,,0.0,,0.0,8.16
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1953591.86,1.96,0.0,,0.0,,0.0,8.14
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1934391.94,1.97,0.0,,0.0,,0.0,8.06
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1934391.94,1.93,0.0,,0.0,,0.0,8.06
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1915192.02,1.93,0.0,,0.0,,0.0,7.98
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1881592.16,1.92,0.0,,0.0,,0.0,7.84
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1876792.18,1.88,0.0,,0.0,,0.0,7.82
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1775992.6,1.88,0.0,,0.0,,0.0,7.4
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1689592.96,1.78,0.0,,0.0,,0.0,7.04
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1723192.82,1.69,0.0,,0.0,,0.0,7.18
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1708792.88,1.72,0.0,,0.0,,0.0,7.12
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1699192.92,1.71,0.0,,0.0,,0.0,7.08
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1713592.86,1.7,0.0,,0.0,,0.0,7.14
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1694392.94,1.71,0.0,,0.0,,0.0,7.06
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1679993.0,1.69,0.0,,0.0,,0.0,7.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1670393.04,1.68,0.0,,0.0,,0.0,6.96
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1655993.1,1.67,0.0,,0.0,,0.0,6.9
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1622393.24,1.66,0.0,,0.0,,0.0,6.76
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1564793.48,1.62,0.0,,0.0,,0.0,6.52
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1588793.38,1.56,0.0,,0.0,,0.0,6.62
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1535993.6,1.59,0.0,,0.0,,0.0,6.4
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1569593.46,1.54,0.0,,0.0,,0.0,6.54
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1559993.5,1.57,0.0,,0.0,,0.0,6.5
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1559993.5,1.56,0.0,,0.0,,0.0,6.5
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1439994.0,1.56,0.0,,0.0,,0.0,6.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1420794.08,1.44,0.0,,0.0,,0.0,5.92
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1631993.2,1.42,0.0,,0.0,,0.0,6.8
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1583993.4,1.63,0.0,,0.0,,0.0,6.6
2022-07-12,2000.0,13120.0,0.08,1.2,0.02,0.01,0.0,6560.0,1000.0,1000.0,6560.0,,,1000.0,,,,,,0.01,1000.0,,0.01,,0.42,0.42,238999.0,1567833.44,1.58,0.42,50.0,0.5,50.0,0.0083,6.56
2022-07-13,2000.0,13080.0,0.08,1.25,0.02,0.01,0.0,6540.0,1000.0,1000.0,6540.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1563053.46,1.57,0.42,50.0,0.5,50.0,0.0083,6.54
2022-07-14,2000.0,12360.0,0.08,1.25,0.02,0.01,0.0,6180.0,1000.0,1000.0,6180.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1477013.82,1.56,0.42,50.0,0.5,50.0,0.0083,6.18
2022-07-15,2000.0,11560.0,0.08,1.2,0.02,0.01,0.0,5780.0,1000.0,1000.0,5780.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1381414.22,1.48,0.42,50.0,0.5,50.0,0.0083,5.78
2022-07-18,2000.0,11400.0,0.08,1.07,0.02,0.01,0.0,5700.0,1000.0,1000.0,5700.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1362294.3,1.38,0.42,50.0,0.5,50.0,0.0083,5.7
2022-07-19,2000.0,11280.0,0.08,1.06,0.02,0.01,0.0,5640.0,1000.0,1000.0,5640.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1347954.36,1.36,0.42,50.0,0.5,50.0,0.0083,5.64
2022-07-20,2000.0,11320.0,0.08,1.06,0.02,0.01,0.0,5660.0,1000.0,1000.0,5660.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1352734.34,1.37,0.42,49.65,0.5,50.35,0.0083,5.66
2022-07-21,2000.0,11400.0,0.08,1.09,0.02,0.01,0.0,5700.0,1000.0,1000.0,5700.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1362294.3,1.35,0.42,50.0,0.5,50.0,0.0083,5.7
2022-07-22,2000.0,11520.0,0.08,1.09,0.02,0.01,0.0,5760.0,1000.0,1000.0,5760.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1376634.24,1.36,0.42,50.0,0.5,50.0,0.0083,5.76
2022-07-25,2000.0,11480.0,0.08,1.1,0.02,0.01,0.0,5740.0,1000.0,1000.0,5740.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1371854.26,1.38,0.42,50.0,0.5,50.0,0.0083,5.74
2022-07-26,2000.0,11520.0,0.08,1.14,0.02,0.01,0.0,5760.0,1000.0,1000.0,5760.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1376634.24,1.37,0.42,50.0,0.5,50.0,0.0083,5.76
2022-07-27,2000.0,11560.0,0.08,1.35,0.02,0.01,0.0,5780.0,1000.0,1000.0,5780.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1381414.22,1.38,0.42,50.0,0.5,50.0,0.0083,5.78
2022-07-28,2000.0,11560.0,0.08,1.42,0.02,0.01,0.0,5780.0,1000.0,1000.0,5780.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1381414.22,1.38,0.42,50.0,0.5,50.0,0.0083,5.78
2022-07-29,2000.0,11640.0,0.08,1.42,0.02,0.01,0.0,5820.0,1000.0,1000.0,5820.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1390974.18,1.38,0.42,50.0,0.5,50.0,0.0083,5.82
2022-08-01,2000.0,11760.0,0.08,1.43,0.02,0.01,0.0,5880.0,1000.0,1000.0,5880.0,,,,,,,,,,,,0.01,,0.42,0.42,238999.0,1405314.12,1.39,0.42,50.0,0.5,50.0,0.0083,5.88
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,1000.0,,,,,1000.0,0.0,0.01,0.0,0.0,239999.0,1401594.16,1.41,0.0,,0.0,,0.0,5.84
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1415994.1,1.4,0.0,,0.0,,0.0,5.9
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1425594.06,1.42,0.0,,0.0,,0.0,5.94
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1454393.94,1.43,0.0,,0.0,,0.0,6.06
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1454393.94,1.45,0.0,,0.0,,0.0,6.06
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1454393.94,1.45,0.0,,0.0,,0.0,6.06
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1511993.7,1.45,0.0,,0.0,,0.0,6.3
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1545593.56,1.51,0.0,,0.0,,0.0,6.44
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1598393.34,1.55,0.0,,0.0,,0.0,6.66
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1607993.3,1.6,0.0,,0.0,,0.0,6.7
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1593593.36,1.61,0.0,,0.0,,0.0,6.64
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1588793.38,1.59,0.0,,0.0,,0.0,6.62
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1574393.44,1.59,0.0,,0.0,,0.0,6.56
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1535993.6,1.57,0.0,,0.0,,0.0,6.4
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1507193.72,1.54,0.0,,0.0,,0.0,6.28
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1531193.62,1.51,0.0,,0.0,,0.0,6.38
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1526393.64,1.53,0.0,,0.0,,0.0,6.36
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1521593.66,1.53,0.0,,0.0,,0.0,6.34
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1521593.66,1.52,0.0,,0.0,,0.0,6.34
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1502393.74,1.51,0.0,,0.0,,0.0,6.26
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1507193.72,1.5,0.0,,0.0,,0.0,6.28
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1516793.68,1.51,0.0,,0.0,,0.0,6.32
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1583993.4,1.52,0.0,,0.0,,0.0,6.6
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1617593.26,1.58,0.0,,0.0,,0.0,6.74
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1617593.26,1.62,0.0,,0.0,,0.0,6.74
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1617593.26,1.62,0.0,,0.0,,0.0,6.74
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1607993.3,1.62,0.0,,0.0,,0.0,6.7
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1607993.3,1.61,0.0,,0.0,,0.0,6.7
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1607993.3,1.61,0.0,,0.0,,0.0,6.7
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1492793.78,1.61,0.0,,0.0,,0.0,6.22
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1492793.78,1.49,0.0,,0.0,,0.0,6.22
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1487993.8,1.49,0.0,,0.0,,0.0,6.2
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1658893.74,1.64,0.0,,0.0,,0.0,6.26
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1658893.74,1.66,0.0,,0.0,,0.0,6.26
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1637693.82,1.66,0.0,,0.0,,0.0,6.18
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1637693.82,1.64,0.0,,0.0,,0.0,6.18
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1627093.86,1.64,0.0,,0.0,,0.0,6.14
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1621793.88,1.63,0.0,,0.0,,0.0,6.12
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1616493.9,1.62,0.0,,0.0,,0.0,6.1
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1605893.94,1.62,0.0,,0.0,,0.0,6.06
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1568794.08,1.61,0.0,,0.0,,0.0,5.92
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1568794.08,1.57,0.0,,0.0,,0.0,5.92
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1574094.06,1.59,0.0,,0.0,,0.0,5.94
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1584694.02,1.57,0.0,,0.0,,0.0,5.98
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1589994.0,1.58,0.0,,0.0,,0.0,6.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1589994.0,1.59,0.0,,0.0,,0.0,6.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1584694.02,1.59,0.0,,0.0,,0.0,5.98
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1563494.1,1.58,0.0,,0.0,,0.0,5.9
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1558194.12,1.56,0.0,,0.0,,0.0,5.88
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1558194.12,1.56,0.0,,0.0,,0.0,5.88
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1558194.12,1.56,0.0,,0.0,,0.0,5.88
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1521094.26,1.56,0.0,,0.0,,0.0,5.74
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1526394.24,1.52,0.0,,0.0,,0.0,5.76
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1526394.24,1.53,0.0,,0.0,,0.0,5.76
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1536994.2,1.53,0.0,,0.0,,0.0,5.8
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1531694.22,1.54,0.0,,0.0,,0.0,5.78
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1526394.24,1.53,0.0,,0.0,,0.0,5.76
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1531694.22,1.53,0.0,,0.0,,0.0,5.78
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1542294.18,1.53,0.0,,0.0,,0.0,5.82
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1536994.2,1.54,0.0,,0.0,,0.0,5.8
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1536994.2,1.54,0.0,,0.0,,0.0,5.8
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1536994.2,1.54,0.0,,0.0,,0.0,5.8
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1521094.26,1.54,0.0,,0.0,,0.0,5.74
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1515794.28,1.52,0.0,,0.0,,0.0,5.72
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1521094.26,1.52,0.0,,0.0,,0.0,5.74
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1393894.74,1.52,0.0,,0.0,,0.0,5.26
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1430994.6,1.52,0.0,,0.0,,0.0,5.4
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1441594.56,1.43,0.0,,0.0,,0.0,5.44
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1457494.5,1.44,0.0,,0.0,,0.0,5.5
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1462794.48,1.46,0.0,,0.0,,0.0,5.52
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1462794.48,1.46,0.0,,0.0,,0.0,5.52
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1441594.56,1.46,0.0,,0.0,,0.0,5.44
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1399194.72,1.48,0.0,,0.0,,0.0,5.28
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1393894.74,1.47,0.0,,0.0,,0.0,5.26
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1383294.78,1.47,0.0,,0.0,,0.0,5.22
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1277295.18,1.38,0.0,,0.0,,0.0,4.82
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1269345.21,1.38,0.0,,0.0,,0.0,4.79
