,GGOV FP Equity_DX_SI_QTY,GGOV FP Equity_DX_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GGOV FP Equity_DX_SI_MV,GGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SUPPLY_SI_QTY,GGOV FP Equity_DX_BROKER_SI_QTY,GGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,GGOV FP Equity_DX_BROKER_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,GGOV FP Equity_DX_BROKER_SI_MV_ADD,GGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GGOV FP Equity_DX_UTILIZATION_QUANTITY,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GGOV FP Equity_DX_BROKER_SI_CON_RATIO,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GGOV FP Equity_DX_DEMAND_SUPPLY_RATIO,GGOV FP Equity_PX_LAST
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.649
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.72
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.664
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.365
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.556
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.804
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.854
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.667
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.653
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.516
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.637
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.64
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.377
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.517
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.512
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.708
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.777
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.362
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.359
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.27
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.307
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.243
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.271
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.244
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.987
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.996
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.94
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.682
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.849
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.702
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.792
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.614
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.747
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.821
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.759
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.671
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.612
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.756
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.748
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.434
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.078
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.034
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.054
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.959
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.068
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.208
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.436
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.364
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.047
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.062
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.002
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.847
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.67
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.259
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.348
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.254
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.301
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.13
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.824
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.071
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.084
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.176
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.357
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.423
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.303
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.707
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.684
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.01
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.907
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.931
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.747
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.639
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.529
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.702
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.316
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.223
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.232
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.357
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.236
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.335
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.574
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.685
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.837
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.756
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.516
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.296
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.19
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.162
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.119
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.294
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.436
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.652
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.879
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.833
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.913
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.647
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.892
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.683
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.403
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.968
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.008
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.143
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.183
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.369
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.27
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.434
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.437
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.465
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.524
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.303
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.241
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.265
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.233
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.177
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.679
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.423
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.595
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.345
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.474
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.708
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.717
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.667
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.818
2020-12-14,5.0,263.68,0.0,0.0,0.0,263.68,0.0,5.0,0.0,,5.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.736
2020-12-15,5.0,263.45,0.0,0.0,0.0,263.45,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.69
2020-12-16,5.0,262.85,0.0,0.0,0.0,262.85,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.569
2020-12-17,5.0,262.23,0.0,0.0,0.0,262.23,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.445
2020-12-18,5.0,262.02,0.0,0.0,0.0,262.02,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.405
2020-12-21,5.0,262.13,0.0,0.0,0.0,262.13,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.426
2020-12-22,5.0,262.92,0.0,0.0,0.0,262.92,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.583
2020-12-23,5.0,261.98,0.0,0.0,0.0,261.98,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.396
2020-12-24,5.0,262.48,0.0,0.0,0.0,262.48,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.495
2020-12-25,5.0,262.48,0.0,0.0,0.0,262.48,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2020-12-28,5.0,261.66,0.0,0.0,0.0,261.66,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.332
2020-12-29,5.0,261.79,0.0,0.0,0.0,261.79,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.357
2020-12-30,5.0,261.49,0.0,0.0,0.0,261.49,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.298
2020-12-31,5.0,261.14,0.0,0.0,0.0,261.14,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.227
2021-01-01,5.0,261.14,0.0,0.0,0.0,261.14,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2021-01-04,5.0,262.18,0.0,0.0,0.0,262.18,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.435
2021-01-05,5.0,261.82,0.0,0.0,0.0,261.82,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.364
2021-01-06,5.0,260.46,0.0,0.0,0.0,260.46,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.091
2021-01-07,5.0,259.75,0.0,0.0,0.0,259.75,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,51.95
2021-01-08,5.0,260.1,0.0,0.0,0.0,260.1,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.02
2021-01-11,5.0,260.83,0.0,0.0,0.0,260.83,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.167
2021-01-12,5.0,260.55,0.0,0.0,0.0,260.55,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.109
2021-01-13,5.0,261.56,0.0,0.0,0.0,261.56,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.312
2021-01-14,5.0,262.21,0.0,0.0,0.0,262.21,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.443
2021-01-15,5.0,262.59,0.0,0.0,0.0,262.59,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.518
2021-01-18,5.0,262.86,0.0,0.0,0.0,262.86,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.572
2021-01-19,5.0,262.29,0.01,0.0,0.0,262.29,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.457
2021-01-20,5.0,262.59,0.01,0.0,0.0,262.59,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.518
2021-01-21,5.0,261.83,0.01,0.0,0.0,261.83,0.0,5.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,52.365
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.238
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.486
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.434
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.605
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.48
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.284
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.445
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.485
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.474
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.323
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.28
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.212
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.088
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.137
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.01
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.821
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.689
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.914
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.533
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.548
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.405
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.287
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.672
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.015
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.382
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.418
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.216
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.279
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.479
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.576
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.596
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.511
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.294
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.371
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.478
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.32
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.134
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.267
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.288
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.621
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.731
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.924
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.78
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.754
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.794
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.711
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.699
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.503
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.369
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.375
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.288
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.302
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.199
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.436
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.268
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.206
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.23
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.249
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.31
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.146
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.098
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.994
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.841
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.667
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.962
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.131
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.143
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.053
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.766
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.61
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.661
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.602
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.575
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.522
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.344
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.363
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.383
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.511
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.519
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.525
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.648
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.532
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.505
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.446
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.543
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.652
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.708
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.654
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.781
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.825
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.907
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.147
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.981
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.906
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.989
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.437
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.712
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.525
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.46
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.353
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.415
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.25
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.436
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.547
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.797
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.591
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.759
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.738
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.122
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.254
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.253
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.021
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.031
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.176
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.205
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.281
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.272
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.605
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.637
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.418
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.599
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.577
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.493
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.593
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.564
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.481
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.478
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.623
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.718
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.744
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.686
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.692
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.726
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.74
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.674
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.713
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.66
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.848
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.938
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.955
