,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_y,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity
2014-04-29,12498481.0,1632902265.1,4.82,13.73,2.46,1771.04,1.0,1293473516.29,5755534.0,9900442.0,751949337.32,,,344911.0,2.03,,,,430.99,14767.0,3119977.0,,,2.03,344911.0,,212812.0,2965138.0,825.46,421.57,,,9.33,9.33,55951800.0,7309993987.0,,7905.36,9.45,10.49,0.1677,35.27,0.2025
2014-04-30,8719359.0,1150940606.68,3.36,9.57,1.72,1227.47,1.0,869046215.0,4926995.0,6583768.0,650354987.61,,,217174.0,0.0,,,,148.59,4794.0,1046313.0,,,0.0,217174.0,,600.0,3321468.0,702.65,474.23,,,8.11,8.11,55807364.0,7366477441.65,,7828.8,8.24,15.54,0.1104,19.51,0.1436
2014-05-01,8882114.0,1172423990.77,3.43,9.75,1.75,1259.69,1.0,889862743.65,4932047.0,6741471.0,651021843.04,,,,0.5,,155000.0,,0.0,2703.0,148.0,,,0.5,,21.97,5200.0,,710.14,,,,8.12,8.12,55833664.0,7369948997.07,,7902.38,8.25,15.38,0.1068,19.19,0.1462
2014-05-02,7913514.0,1037569784.37,3.05,8.69,1.56,1113.27,1.0,680701477.73,4690102.0,5191690.0,614936439.21,,,331708.0,0.75,,,,133.33,5200.0,940852.0,,,0.75,331708.0,,367199.0,1554981.0,662.77,228.22,,,7.71,7.71,56156496.0,7362883725.93,,7944.76,7.7,14.43,0.1111,22.08,0.1301
2014-05-05,8309680.0,1088351856.31,3.21,9.18,1.64,1165.69,1.0,711438736.93,4612466.0,5431909.0,604113026.41,,,5200.0,52.49,,,,47.73,383000.0,332836.0,,,52.49,5200.0,,250000.0,142781.0,649.15,20.25,,,7.52,7.52,56706816.0,7427117344.97,,7986.3,7.52,13.59,0.1277,27.01,0.1355
2014-05-06,8291681.0,1080975640.19,3.2,9.28,1.63,1159.06,1.0,741309780.23,4340120.0,5686256.0,565815785.18,,,,77.07,,,,39.77,550000.0,280000.0,,,77.07,,,7654.0,295653.0,609.0,43.73,,,7.08,7.08,56922152.0,7420866733.66,,7989.44,7.08,13.13,0.1576,33.68,0.1353
2014-05-07,8034743.0,1048227167.42,3.09,9.23,1.58,1124.02,1.0,668503047.2,3978411.0,5124128.0,519030726.11,,,15846.0,44.56,,,,160.67,318270.0,1142764.0,,,44.56,15846.0,,765209.0,880398.0,557.39,119.77,,,6.48,6.48,57455780.0,7495785431.01,,8050.59,6.48,12.03,0.2097,41.28,0.1308
2014-05-08,6516484.0,865929614.24,2.51,7.61,1.28,916.06,1.0,583632013.28,3192204.0,4392076.0,424189482.9,,,4839.0,0.78,,,,110.68,3703.0,791046.0,,,0.78,4839.0,,,735755.0,451.73,102.72,,,5.17,5.17,58532844.0,7778016952.92,,8251.94,5.19,15.13,0.1527,30.43,0.1056
2014-05-09,6312466.0,833822630.89,2.43,7.28,1.24,897.02,1.0,550713060.48,2949015.0,4169181.0,389539594.48,,,106666.0,1.92,,,,39.09,10574.0,363905.0,,,1.92,106666.0,,14050.0,233469.0,432.46,31.44,,,4.75,4.75,59106740.0,7807493529.47,,8430.57,4.88,15.72,0.166,32.38,0.1017
2014-05-12,6281125.0,837871374.29,2.42,7.38,1.24,889.21,1.0,525934241.08,3150518.0,3942680.0,420263702.18,,,188236.0,14.58,,,,0.22,102554.0,2579.0,,,14.58,188236.0,,15846.0,329055.0,448.68,48.18,,,5.06,5.06,59075888.0,7880434709.69,,8397.98,5.07,16.11,0.1656,32.67,0.1009
2014-05-13,5890664.0,784140160.69,2.27,7.01,1.16,839.4,1.0,523818199.86,2734634.0,3935058.0,364022857.9,,,68002.0,17.7,,25173.0,,67.98,111264.0,483886.0,,,17.7,68002.0,3.69,,144059.0,391.93,20.36,,,4.4,4.4,59403032.0,7907479200.66,,8516.59,4.4,16.85,0.1806,33.88,0.0948
2014-05-14,5995018.0,794960896.93,2.31,7.08,1.18,852.36,1.0,540075319.01,2729234.0,4072856.0,361906220.89,,,15147.0,23.6,,20000.0,,7.07,163075.0,49222.0,,,23.6,15147.0,2.85,28675.0,45277.0,389.27,6.74,,,4.38,4.38,59517192.0,7892193206.96,,8499.76,4.38,16.46,0.1746,33.15,0.0963
2014-05-15,5727994.0,765686583.42,2.21,6.69,1.13,812.94,1.0,516856095.52,2667427.0,3866528.0,356566900.41,,,,13.42,,,,9.04,96267.0,61807.0,,,13.42,,,,302595.0,381.21,44.41,,,4.28,4.28,59635908.0,7971798616.65,,8508.68,4.29,17.39,0.1912,34.61,0.0919
2014-05-16,5679354.0,760242385.55,2.19,6.52,1.12,810.49,1.0,511041656.89,2664779.0,3817712.0,356709221.49,,,,3.42,,,,0.23,22692.0,3524.0,,,3.42,,,876.0,71508.0,382.93,9.35,,,4.27,4.27,59707316.0,7992463993.37,,8579.59,4.27,17.5,0.1952,35.06,0.0911
2014-05-19,5697993.0,755309016.24,2.19,6.56,1.12,810.65,1.0,490474125.83,2672296.0,3700099.0,354231615.04,,,56772.0,0.11,,,,7.06,700.0,49642.0,,,0.11,56772.0,,387.0,118313.0,382.27,17.88,,,4.29,4.29,59598912.0,7900254632.01,,8548.94,4.28,17.4,0.1962,35.25,0.0915
2014-05-20,5249915.0,697868627.13,2.02,5.99,1.03,747.77,1.0,517131949.72,2003356.0,3890272.0,266305130.92,,,111.0,76.71,,,,96.38,556100.0,669051.0,,,76.71,111.0,,,365927.0,285.9,48.17,,,3.2,3.2,60625716.0,8058946705.6,,8661.1,3.2,17.16,0.2648,45.26,0.0838
2014-05-21,5236627.0,701953907.53,2.02,6.03,1.03,748.8,1.0,521668526.82,1984937.0,3891685.0,266074762.12,,,11168.0,0.72,,,,4.19,5000.0,29587.0,,,0.72,11168.0,,,3587.0,284.81,0.24,,,3.2,3.2,60086088.0,8054357176.79,,8595.08,3.21,17.23,0.2643,45.19,0.0844
2014-05-22,5340143.0,713840805.11,2.06,6.12,1.05,767.52,1.0,498438693.88,2118366.0,3728750.0,283171460.19,,,35816.0,,,,,7.8,,56484.0,,,,35816.0,,154097.0,162935.0,304.74,22.41,,,3.43,3.43,59674080.0,7976901238.66,,8587.22,3.43,17.3,0.2694,45.85,0.0864
2014-05-23,5072025.0,676111034.61,1.95,5.87,1.0,726.82,1.0,481752465.0,1929124.0,3613993.0,257156071.49,,,28699.0,3.01,,2000.0,,31.4,21916.0,217941.0,,,3.01,28699.0,0.29,,138673.0,276.56,20.17,,,3.12,3.12,59945256.0,7990822019.58,,8606.29,3.11,17.91,0.2898,47.51,0.082
2014-05-26,5432846.0,729774195.09,2.09,6.38,1.07,780.06,1.0,553372442.58,1784325.0,4119613.0,239681805.94,,,6415.0,73.24,,,,21.91,505900.0,152214.0,,,73.24,6415.0,,1000.0,280.0,256.64,0.0,,,2.88,2.88,60134304.0,8077619593.66,,8621.57,2.89,16.29,0.257,42.88,0.0877
2014-05-27,5442867.0,733147649.04,2.1,6.51,1.07,782.33,1.0,554287309.74,1798946.0,4115013.0,242315866.0,,,15621.0,,,,,0.14,,1000.0,,,,15621.0,,,4600.0,259.97,0.64,,,2.92,2.92,59810784.0,8056440783.3,,8635.15,2.92,16.29,0.2551,42.64,0.0883
2014-05-28,5775051.0,775472444.66,2.22,7.68,1.14,832.73,1.0,596456312.44,2150250.0,4441893.0,288735047.38,,,26849.0,50.06,,,,3.19,346000.0,22292.0,,,50.06,26849.0,,346747.0,19120.0,310.68,2.27,,,3.49,3.49,59432624.0,7980598305.66,,8595.45,3.49,15.31,0.2326,40.51,0.0938
2014-05-29,5768774.0,776241143.93,2.22,7.87,1.13,832.42,1.0,597540848.6,2145135.0,4440731.0,288647474.54,,,,,,,,0.74,,5115.0,,,,,,,1162.0,309.67,0.17,,,3.49,3.49,59327096.0,7983001737.5,,8560.51,3.49,15.33,0.2332,40.59,0.0938
2014-05-30,6161635.0,837423904.23,2.37,8.67,1.21,891.69,1.0,657782438.35,2138866.0,4839861.0,290691921.27,,,,57.91,,,,1.09,400000.0,7513.0,,,57.91,,,1244.0,870.0,310.61,0.12,,,3.49,3.49,59217648.0,8048232975.06,,8571.7,3.5,14.42,0.2154,37.77,0.1004
2014-06-02,5872109.0,791239437.86,2.26,7.9,1.16,853.29,1.0,612530305.76,2143365.0,4545836.0,288808487.33,,,3717.0,15.61,,,,0.62,107118.0,4973.0,,,15.61,3717.0,,5755.0,401143.0,311.55,53.82,,,3.48,3.48,59478780.0,8014489589.95,,8669.39,3.47,14.98,0.19,33.25,0.0953
2014-06-03,6522387.0,880987168.42,2.51,8.91,1.28,943.83,1.0,660852181.57,2486861.0,4892618.0,335903501.38,,,191772.0,44.41,,41380.0,,1.31,305402.0,8297.0,,,44.41,191772.0,5.97,160021.0,,360.74,,,,4.03,4.03,59174236.0,7992739869.18,,8560.68,4.04,14.21,0.1722,31.19,0.1058
2014-06-04,7521086.0,1017283456.4,2.9,10.38,1.48,1092.1,1.0,795025049.78,2500398.0,5877862.0,338197637.92,,,181481.0,35.29,,1157262.0,,24.5,230082.0,168026.0,,,35.29,181481.0,167.86,82.0,402100.0,362.99,58.05,,,4.04,4.04,59450680.0,8041151668.19,,8630.9,4.04,16.29,0.1462,26.81,0.1214
2014-06-05,7566179.0,1026905455.6,2.91,10.53,1.49,1097.94,1.0,809482167.37,2859136.0,5964217.0,388050871.74,,,,7.49,,31153.0,,5.9,64564.0,41262.0,,,7.49,,4.6,400000.0,9362.0,415.85,1.36,,,4.58,4.58,59525820.0,8079030288.18,,8640.32,4.59,16.11,0.1442,26.55,0.1213
2014-06-06,8348322.0,1113625350.1,3.21,11.56,1.64,1212.07,1.0,887781422.32,3132978.0,6655277.0,417923951.92,,,189262.0,102.55,,,,,691560.0,,,,102.55,189262.0,,84580.0,500.0,452.76,0.07,,,4.97,4.97,59865552.0,7985772027.59,,8685.59,4.95,14.56,0.1504,29.12,0.1325
2014-06-09,8317533.0,1111067313.61,3.2,11.43,1.64,1193.07,1.0,888577016.89,3178266.0,6651954.0,424557073.18,,,56799.0,1.21,,16736.0,,2.3,16194.0,11589.0,,,1.21,56799.0,2.4,78.0,36253.0,455.76,7.9,,,5.03,5.03,59953360.0,8008650958.99,,8603.92,5.03,14.68,0.1506,29.03,0.1317
2014-06-10,8430549.0,1135192298.34,3.24,11.74,1.66,1212.5,1.0,908479400.85,3140279.0,6746857.0,422845598.24,,,,15.52,,,,7.92,105903.0,55506.0,,,15.52,,,17519.0,11000.0,452.38,1.5,,,4.94,4.94,60449972.0,8139724073.63,,8696.63,4.94,14.46,0.1479,28.62,0.1326
2014-06-11,7424817.0,1001842440.72,2.86,10.37,1.46,1073.79,1.0,777227877.4,3283089.0,5760162.0,442992453.13,,,162559.0,45.27,,7500.0,,30.66,306459.0,214114.0,,,45.27,162559.0,1.09,194365.0,1300654.0,475.24,186.57,,,5.19,5.19,60008600.0,8097056437.63,,8685.09,5.19,12.39,0.1676,32.96,0.1173
2014-06-12,7240173.0,975916817.52,2.79,10.39,1.42,1048.05,1.0,756124304.53,3286397.0,5609567.0,442979760.48,,,42673.0,5.78,,,,5.7,39857.0,39365.0,,,5.78,42673.0,,,190452.0,475.82,26.91,,,5.18,5.18,60138400.0,8106170382.8,,8728.45,5.17,12.64,0.1582,30.94,0.1142
2014-06-13,7086635.0,952911447.35,2.73,10.28,1.39,1024.8,1.0,736256335.34,2866584.0,5475409.0,385458078.25,,,141930.0,0.25,,,,82.75,1800.0,571053.0,,,0.25,141930.0,,9310.0,135958.0,414.54,19.79,,,4.53,4.53,60411792.0,8123331898.93,,8744.17,4.53,12.9,0.1617,31.61,0.112
2014-06-16,6054789.0,813881332.75,2.33,8.85,1.19,873.57,1.0,664810714.02,2258468.0,4945793.0,303581998.62,,,16491.0,1.15,,,,76.84,9321.0,624607.0,,,1.15,16491.0,,,538937.0,339.36,79.44,,,3.56,3.56,61152580.0,8220095417.29,,8807.47,3.71,14.19,0.1549,30.33,0.0955
2014-06-17,6175103.0,836091673.92,2.38,9.01,1.21,892.71,1.0,669857893.44,2387287.0,4947354.0,323231982.36,,,123314.0,0.41,,10066.0,,0.81,2798.0,5316.0,,,0.41,123314.0,1.46,10821.0,11303.0,358.97,1.54,,,3.77,3.77,60946220.0,8251947716.36,,8805.17,3.92,13.94,0.1486,29.65,0.0975
2014-06-18,5674331.0,765382364.94,2.18,8.21,1.12,823.02,1.0,618893299.64,1962960.0,4588302.0,264773938.48,,,130279.0,0.53,,,,95.27,3500.0,566757.0,,,0.53,130279.0,,12151.0,362552.0,284.95,51.77,,,3.12,3.12,60877900.0,8211517987.72,,8832.95,3.13,15.19,0.1688,32.65,0.0903
2014-06-19,4924655.0,668160271.3,1.9,7.21,0.97,713.25,0.0,545171907.84,1858596.0,4018173.0,252167919.9,,,25855.0,4.53,,10000.0,,17.63,32753.0,130219.0,,,4.53,25855.0,1.46,,612882.0,270.71,89.82,,,2.96,2.96,60940844.0,8268244346.08,,8831.81,2.97,17.91,0.1456,25.78,0.0784
2014-06-20,4968407.0,674096392.34,1.91,7.29,0.98,722.82,0.0,543507834.78,1921542.0,4005908.0,260708216.93,,,5611.0,5.9,,,,2.94,35240.0,22703.0,,,5.9,5611.0,,80038.0,47505.0,280.03,5.6,,,3.07,3.07,60760928.0,8243833961.32,,8858.87,3.06,17.6,0.1399,24.76,0.0793
2014-06-23,4897035.0,663500855.92,1.88,7.02,0.96,712.38,0.0,519627746.2,2042682.0,3835165.0,276763644.81,,,60099.0,7.16,,,,,49219.0,,,,7.16,60099.0,,61041.0,219962.0,297.42,31.91,,,3.19,3.19,62018304.0,8402880066.56,,9026.17,3.19,14.41,0.1364,25.59,0.0764
2014-06-24,4871011.0,661562424.13,1.87,7.0,0.96,707.73,0.0,525374449.91,2031249.0,3868274.0,275876612.15,,,153933.0,10.65,,47000.0,,27.89,74240.0,191150.0,,,10.65,153933.0,6.84,25784.0,88131.0,295.63,12.9,,,3.19,3.19,61576360.0,8363070005.47,,8961.37,3.19,13.58,0.1319,25.5,0.0766
2014-06-25,4704089.0,629473692.06,1.81,6.87,0.93,683.05,0.0,490112004.2,1757098.0,3662632.0,235124583.18,,,46843.0,12.17,,26076.0,,46.48,81342.0,320994.0,,,12.17,46843.0,3.87,,313060.0,255.13,45.41,,,2.76,2.76,61912864.0,8284817546.65,,8994.77,2.76,13.89,0.1351,26.39,0.0739
2014-06-26,4614709.0,606985145.02,1.78,6.75,0.91,662.87,0.0,465687586.45,1740059.0,3540470.0,228874662.4,,,29532.0,4.49,,,,8.29,36585.0,53571.0,,,4.49,29532.0,,7000.0,158747.0,249.7,26.14,,,2.74,2.74,61880084.0,8139254666.05,,8867.01,2.74,14.36,0.1358,26.88,0.0725
2014-06-27,3787028.0,494944177.09,1.46,5.56,0.74,535.02,0.0,354503400.24,1546142.0,2712456.0,202072437.77,,,,0.08,,,,53.74,8781.0,360703.0,,,0.08,,,166786.0,836795.0,217.9,121.55,,,2.44,2.44,61941136.0,8095373096.16,,8726.14,2.44,13.25,0.1712,33.38,0.0597
2014-06-30,3782823.0,495979768.84,1.46,5.58,0.74,531.76,0.0,354545890.38,1551398.0,2704111.0,203409469.97,,,3841.0,4.68,,,,0.31,36382.0,2200.0,,,4.68,3841.0,,3615.0,44727.0,217.99,6.59,,,2.44,2.44,62019336.0,8131582136.59,,8705.61,2.44,14.34,0.1721,33.41,0.0595
2014-07-01,3423658.0,449525956.6,1.32,5.09,0.67,482.75,0.0,348959817.29,1297717.0,2657731.0,170390113.68,,,192.0,0.62,,,,52.03,4400.0,371621.0,,,0.62,192.0,,117748.0,50780.0,182.85,6.88,,,2.04,2.04,62236192.0,8171605850.74,,8770.06,2.04,14.17,0.1766,34.06,0.0539
2014-07-02,3648839.0,475524491.74,1.4,5.45,0.72,514.88,0.0,337423557.96,1528899.0,2589150.0,199249383.13,,,292379.0,,,,,3.62,,69791.0,,,,292379.0,,8594.0,68581.0,221.59,9.58,,,2.4,2.4,62225808.0,8109400201.69,,8758.96,2.47,14.48,0.1835,34.79,0.0572
2014-07-03,3526669.0,465842734.65,1.36,5.32,0.69,495.85,0.0,371782808.37,1055070.0,2814587.0,139365700.06,,,2499.0,0.99,,331600.0,,73.53,7211.0,476328.0,,,0.99,2499.0,46.88,,113374.0,148.48,16.6,,,1.66,1.66,62364776.0,8237852148.28,,8765.82,1.67,11.09,0.1688,32.91,0.0556
2014-07-04,3401820.0,446183460.6,1.31,5.09,0.67,480.29,0.0,356635918.76,1055722.0,2719086.0,138468730.09,,,260.0,0.55,,,,2.07,3499.0,15218.0,,,0.55,260.0,,15610.0,99000.0,149.42,12.94,,,1.67,1.67,62326880.0,8174807311.09,,8827.04,1.66,11.61,0.1744,34.1,0.0537
2014-07-07,3196528.0,415685369.34,1.23,4.81,0.63,450.95,0.0,327328066.41,902072.0,2517080.0,117307945.52,,,114.0,,,,,21.82,,153764.0,,,,114.0,,,202006.0,126.66,29.33,,,1.43,1.43,62345196.0,8107542253.89,,8762.89,1.42,12.27,0.1938,36.8,0.0505
2014-07-08,3147093.0,405739998.41,1.21,4.72,0.62,440.87,0.0,317863721.05,899089.0,2465487.0,115915344.55,,,,0.06,,,,0.8,560.0,5701.0,,,0.06,,,2718.0,52153.0,125.18,7.72,,,1.42,1.42,62347156.0,8038127559.75,,8690.26,1.42,12.45,0.1997,37.4,0.0498
2014-07-09,2952534.0,383543300.51,1.14,4.46,0.58,411.66,0.0,316320657.93,734406.0,2435051.0,95401611.35,,,35.0,,,,,22.99,,164718.0,,,,35.0,,,30436.0,101.86,4.62,,,1.16,1.16,62388840.0,8104503321.03,,8647.96,1.16,13.22,0.2216,39.81,0.0468
2014-07-10,2766358.0,358972055.21,1.06,4.22,0.54,385.18,0.0,295737435.79,710871.0,2279051.0,92245047.05,,,94.0,11.18,,,,3.25,80000.0,23629.0,,,11.18,94.0,,,236000.0,99.22,33.33,,,1.13,1.13,62297424.0,8083926349.19,,8696.22,1.13,14.31,0.2381,42.04,0.0439
2014-07-11,2735661.0,354988707.72,1.05,4.1,0.54,381.66,0.0,291088531.76,704858.0,2243225.0,91464779.65,,,829.0,,,,,1.56,,11142.0,,,,829.0,,4300.0,35826.0,98.17,5.08,,,1.12,1.12,62437928.0,8102158627.74,,8698.29,1.12,14.38,0.2429,42.77,0.0433
2014-07-14,4155115.0,543051166.88,1.6,6.79,0.82,585.66,0.0,468903535.88,825752.0,3587780.0,107921342.04,,,74414.0,6.4,,1298560.0,,0.1,45995.0,700.0,,,6.4,74414.0,186.84,47180.0,,115.26,,,,1.3,1.3,62528944.0,8172196438.07,,8724.42,1.3,25.2,0.1704,27.48,0.0656
2014-07-15,4138977.0,534582527.8,1.59,6.83,0.81,583.85,0.0,461174600.73,767874.0,3570620.0,99177169.61,,,5322.0,8.53,,,,9.29,60000.0,66794.0,,,8.53,5322.0,,3594.0,77160.0,107.38,9.93,,,1.21,1.21,62820328.0,8113756065.66,,8807.35,1.2,25.4,0.1709,27.8,0.0651
2014-07-16,5246474.0,683975974.34,2.02,8.56,1.03,733.17,1.0,610312967.79,821839.0,4681438.0,107142078.81,,,60000.0,178.46,,,,1.02,1300000.0,6035.0,,,178.46,60000.0,,,189182.0,114.63,26.86,,,1.29,1.29,62776848.0,8184135817.06,,8737.07,1.29,19.97,0.2762,46.94,0.0825
2014-07-17,5191504.0,669799793.33,2.0,8.49,1.02,729.87,1.0,597448311.5,780718.0,4630720.0,100727025.36,,,2723.0,,,,,6.03,,43844.0,,,,2723.0,,,50718.0,108.93,6.66,,,1.22,1.22,63269112.0,8162882690.95,,8838.75,1.22,20.14,0.2829,47.58,0.0811
2014-07-18,5620929.0,724418405.17,2.16,9.36,1.11,783.58,1.0,608824718.23,1262143.0,4724011.0,162663435.02,,,87134.0,20.09,,,,0.35,148291.0,2213.0,,,20.09,87134.0,,396504.0,55000.0,175.37,8.09,,,1.98,1.98,62505904.0,8055683907.34,,8656.12,1.99,18.63,0.2851,48.27,0.0881
2014-07-21,5641043.0,727273321.08,2.17,9.36,1.11,785.1,1.0,643129560.9,1284816.0,4988388.0,165645324.68,,,133114.0,36.04,,,,15.95,264377.0,110441.0,,,36.04,133114.0,,,,177.85,,,,2.02,2.02,62436888.0,8049696287.31,,8639.68,2.02,18.66,0.2844,48.27,0.0885
2014-07-22,4350920.0,564185068.35,1.67,7.14,0.86,607.5,0.0,487719274.98,1300568.0,3761226.0,168645032.77,,,80500.0,10.2,,,,10.02,72838.0,72461.0,,,10.2,80500.0,,7713.0,1300000.0,180.72,179.85,,,2.03,2.03,62637044.0,8122163806.77,,8696.21,2.04,24.36,0.1929,32.3,0.068
2014-07-23,4228377.0,550460498.84,1.63,6.91,0.83,592.95,0.0,487055394.46,1269049.0,3741329.0,165207914.43,,,6681.0,0.58,,10300.0,,7.67,2959.0,56727.0,,,0.58,6681.0,1.43,18527.0,33156.0,177.03,4.41,,,2.01,2.01,61961568.0,8066309042.49,,8636.34,2.01,24.86,0.1976,33.05,0.0669
2014-07-24,4311535.0,567107849.54,1.66,7.09,0.85,606.88,0.0,487721813.21,1399008.0,3707989.0,184015302.76,,,72089.0,3.27,,,,0.84,17197.0,6021.0,,,3.27,72089.0,,63891.0,50537.0,196.38,6.94,,,2.22,2.22,61664144.0,8110851494.32,,8639.44,2.22,24.32,0.1902,32.52,0.0684
2014-07-25,4285547.0,525378640.0,1.65,6.98,0.84,601.41,0.0,457177014.42,1332885.0,3729222.0,163402550.15,,,7137.0,4.6,,,,9.76,28733.0,73260.0,,,4.6,7137.0,,,7500.0,186.21,0.92,,,2.12,2.12,61665296.0,7559741929.79,,8570.47,2.13,24.67,0.1943,32.87,0.068
2014-07-28,5632994.0,690041844.18,2.17,8.14,1.11,750.76,1.0,613039560.34,1405150.0,5004404.0,172130894.75,,,45036.0,153.27,,,,1.54,1275182.0,3414.0,,,153.27,45036.0,,30643.0,,188.32,,,,2.23,2.23,61516704.0,7535797104.67,,8144.27,2.26,19.0,0.2615,45.52,0.0895
2014-07-29,6263650.0,768172124.34,2.41,8.88,1.23,833.5,1.0,692100561.25,1100845.0,5643365.0,135007294.82,,,27681.0,87.29,,,,41.17,665000.0,331986.0,,,87.29,27681.0,,,26039.0,150.85,3.44,,,1.76,1.76,61515484.0,7544240183.34,,8096.44,1.83,16.98,0.3034,50.96,0.1
2014-07-30,5820124.0,705919624.88,2.24,8.22,1.14,780.71,1.0,647230086.98,916772.0,5336244.0,111194769.45,,,21975.0,0.21,,,,27.17,1379.0,206562.0,,,0.21,21975.0,,514.0,308500.0,126.18,40.66,,,1.47,1.47,61623580.0,7474289976.87,,8095.71,1.53,18.21,0.3014,50.19,0.0931
2014-07-31,4845665.0,580282723.96,1.86,6.71,0.95,640.56,0.0,529023547.47,1037190.0,4417624.0,124206571.95,,13854.0,12242.0,,1.78,1653.0,,15.38,,71700.0,,13854.0,,12242.0,0.22,179876.0,920273.0,134.63,124.62,1.8,,1.66,1.66,61510184.0,7366026566.55,13854.0,7991.35,1.66,22.08,0.2458,41.88,0.0775
2014-08-01,4889977.0,583995467.28,1.88,6.65,0.96,639.63,0.0,527808151.17,1079623.0,4419503.0,128936176.67,,,,,,1879.0,,0.41,,2270.0,,,,,0.25,44703.0,,138.58,,,,1.73,1.73,61299792.0,7320852567.03,,7871.45,1.73,22.17,0.2454,41.78,0.0784
2014-08-04,4940786.0,586382728.04,1.9,6.71,0.97,644.73,0.0,525850241.87,1119188.0,4430747.0,132827552.67,,,16237.0,2.3,,,,1.7,20000.0,13049.0,,,2.3,16237.0,,36377.0,8756.0,143.33,1.06,,,1.8,1.8,61205408.0,7263984741.32,,7842.57,1.79,21.93,0.2403,41.28,0.0793
2014-08-05,4929430.0,595592686.78,1.9,6.6,0.97,641.87,0.0,538195198.34,1116082.0,4454379.0,134849318.69,,,,2.8,,,,7.05,35482.0,54445.0,,,2.8,,,51339.0,11850.0,143.29,0.78,,,1.78,1.78,61617752.0,7444893723.46,,7895.99,1.78,21.98,0.2457,41.9,0.0786
2014-08-06,4802831.0,578954782.78,1.85,6.3,0.95,633.44,0.0,521379723.8,1248015.0,4325206.0,150441323.72,,,324038.0,5.11,,,,34.91,3104.0,273428.0,,,5.11,324038.0,,81323.0,132277.0,161.65,16.58,,,1.99,1.99,61598280.0,7425332854.17,,7986.37,1.98,22.48,0.2581,43.32,0.0764
2014-08-07,4661707.0,551090551.24,1.8,6.14,0.92,612.7,0.0,498319191.37,1134175.0,4215311.0,134078166.21,,,1369.0,,,,,17.49,,133821.0,,,,1369.0,,18612.0,109895.0,145.35,14.88,,,1.81,1.81,61443216.0,7263600173.78,,7921.5,1.8,23.24,0.2685,44.13,0.0745
2014-08-08,4536089.0,534973225.97,1.75,6.02,0.89,586.51,0.0,473776249.44,960712.0,4017194.0,113303596.53,,,6777.0,,,,,23.28,,180368.0,,,,6777.0,,4225.0,198117.0,121.68,28.06,0.53,,1.53,1.53,61654440.0,7271346453.37,4097.0,7813.33,1.53,24.13,0.2819,45.25,0.0724
2014-08-11,4482500.0,532827220.49,1.73,5.87,0.88,580.22,0.0,471004642.11,951197.0,3962407.0,113067184.3,,,2052.0,,,,,1.96,,15645.0,,,,2052.0,,4078.0,54787.0,121.05,6.97,,,1.53,1.53,61208548.0,7275756943.88,,7772.97,1.53,24.48,0.2877,45.67,0.0721
2014-08-12,4506132.0,536685349.63,1.74,5.9,0.89,585.56,0.0,472164940.31,972832.0,3964404.0,115865376.79,,,21050.0,,,1997.0,,,,,,,,21050.0,0.26,585.0,,124.33,,,,1.57,1.57,61070824.0,7273603287.85,,7803.41,1.57,24.25,0.287,45.73,0.0726
2014-08-13,4621607.0,553020749.04,1.78,5.99,0.91,601.41,0.0,492078112.75,1091031.0,4112308.0,130552593.69,,,161571.0,19.13,,,,5.53,151008.0,43372.0,,,19.13,161571.0,,,3104.0,139.98,0.0,,,1.76,1.76,61058008.0,7306191400.32,,7816.68,1.76,23.46,0.2699,44.2,0.0744
2014-08-14,4954155.0,591429389.01,1.91,6.46,0.98,646.21,0.0,506474421.12,1220032.0,4242523.0,145648002.6,,,12032.0,22.63,,,,10.09,167643.0,78841.0,,,22.63,12032.0,,195810.0,37428.0,156.63,4.76,,,1.96,1.96,60901068.0,7270398572.01,,7825.96,1.96,22.01,0.2467,41.65,0.0798
2014-08-15,5138135.0,608608352.39,1.98,6.75,1.01,668.63,1.0,513855922.95,1453158.0,4338194.0,172125507.82,,,40218.0,6.71,,155000.0,,10.44,52872.0,80128.0,,,6.71,40218.0,20.72,273036.0,112201.0,185.59,15.02,,,2.35,2.35,60309416.0,7143606445.76,,7714.66,2.35,21.39,0.2187,38.29,0.0832
2014-08-18,5149421.0,616178887.24,1.99,6.64,1.01,668.44,1.0,523051703.07,1396216.0,4371155.0,167070981.62,,,5000.0,5.81,,2500.0,,5.75,40000.0,61942.0,,,5.81,5000.0,0.33,,9539.0,180.33,1.25,,,2.26,2.26,60367660.0,7223584469.86,,7708.0,2.29,21.27,0.2173,37.92,0.0834
