,EVAE FP Equity_DX_SI_QTY,EVAE FP Equity_DX_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVAE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVAE FP Equity_DX_SI_MV,EVAE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SUPPLY_SI_QTY,EVAE FP Equity_DX_BROKER_SI_QTY,EVAE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVAE FP Equity_DX_BROKER_SI_MV_NEW_x,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EVAE FP Equity_DX_BROKER_SI_MV_INC_x,EVAE FP Equity_DX_BROKER_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_NEW,EVAE FP Equity_DX_SUPPLY_SI_MV_DEC,EVAE FP Equity_DX_BROKER_SI_QTY_INC,EVAE FP Equity_DX_SUPPLY_SI_QTY_DEC,EVAE FP Equity_DX_BROKER_SI_MV_NEW_y,EVAE FP Equity_DX_BROKER_SI_MV_INC_y,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EVAE FP Equity_DX_BROKER_SI_MV_ADD,EVAE FP Equity_DX_SUPPLY_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_DEC,EVAE FP Equity_DX_SUPPLY_SI_MV,EVAE FP Equity_DX_BROKER_SI_MV_DEC,EVAE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVAE FP Equity_DX_UTILIZATION_QUANTITY,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVAE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVAE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EVAE FP Equity_DX_BROKER_SI_CON_RATIO,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EVAE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVAE FP Equity_PX_LAST
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.16
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.58
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.96
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.54
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.82
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.64
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.66
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.42
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.38
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.16
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.94
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.3
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.72
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.46
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.78
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.92
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.98
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.52
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.18
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.8
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.18
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.3
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.92
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.38
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.82
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.74
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.42
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1965.0,249869.4,0.25,0.0,,0.0,,0.0,127.16
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3964.0,506044.24,0.5,0.0,,0.0,,0.0,127.66
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3964.0,506282.08,0.51,0.0,,0.0,,0.0,127.72
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3964.0,504379.36,0.51,0.0,,0.0,,0.0,127.24
2021-04-13,1600.0,203328.0,1.76,0.3,0.2,101664.0,800.0,800.0,101664.0,,,,800.0,,,,,,,,0.1,800.0,,0.1,,100.0,20.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.4036,127.08
2021-04-14,1600.0,203296.0,1.67,0.3,0.2,101648.0,800.0,800.0,101648.0,,,,,,,,,,,,,,,0.1,,100.0,20.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.4036,127.06
2021-04-15,1600.0,204128.0,1.66,0.3,0.2,102064.0,800.0,800.0,102064.0,,,,,,,,,,,,,,,0.1,,100.0,20.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.4036,127.58
2021-04-16,1600.0,206016.0,1.43,0.3,0.2,103008.0,800.0,800.0,103008.0,,,,,,,,,,,,,,,0.1,,100.0,20.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.4036,128.76
2021-04-19,1600.0,206848.0,1.43,0.3,0.21,103424.0,800.0,800.0,103424.0,,,,,,,,,,,,,,,0.1,,100.0,20.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.4036,129.28
2021-04-20,7100.0,903404.0,6.55,1.32,0.92,636200.0,4200.0,5000.0,534408.0,,,0.27,2100.0,,0.03,2100.0,200.0,,0.27,,0.27,3600.0,,0.54,,100.0,51.45,0.0,0.0,0.0,100.0,42.0,0.5128,58.0,0.8697,127.24
2021-04-21,6300.0,806652.0,5.56,1.16,0.8,537768.0,4200.0,4200.0,537768.0,,,,,,,,,,,,,,800.0,0.54,0.11,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.04
2021-04-22,6300.0,811440.0,5.26,1.16,0.81,540960.0,4200.0,4200.0,540960.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.8
2021-04-23,6300.0,809550.0,5.23,1.16,0.81,539700.0,4200.0,4200.0,539700.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.5
2021-04-26,6300.0,812448.0,5.68,1.16,0.81,541632.0,4200.0,4200.0,541632.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.96
2021-04-27,6300.0,810432.0,6.03,1.14,0.81,540288.0,4200.0,4200.0,540288.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.64
2021-04-28,6300.0,812196.0,4.45,1.14,0.81,541464.0,4200.0,4200.0,541464.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.92
2021-04-29,6300.0,810432.0,4.47,1.14,0.81,540288.0,4200.0,4200.0,540288.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.64
2021-04-30,6300.0,811188.0,4.45,1.14,0.81,540792.0,4200.0,4200.0,540792.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,128.76
2021-05-03,6300.0,817740.0,4.48,1.14,0.81,545160.0,4200.0,4200.0,545160.0,,,,,,,,,,,,,,,0.54,,100.0,47.65,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.7148,129.8
2021-05-04,7900.0,1013254.0,5.61,1.43,1.03,641300.0,5000.0,5000.0,641300.0,,800.0,0.1,,,,800.0,,,0.1,800.0,,,,0.65,,100.0,56.73,0.0,0.0,0.0,100.0,42.0,0.5128,58.0,0.8963,128.26
2021-05-05,7900.0,1031266.0,5.95,1.43,1.01,652700.0,5000.0,5000.0,652700.0,,,,,,,,,,,,,,,0.64,,100.0,56.73,0.0,0.0,0.0,100.0,42.0,0.5128,58.0,0.8963,130.54
2021-05-06,7900.0,1033636.0,6.05,1.42,1.03,654200.0,5000.0,5000.0,654200.0,,,,,,,,,,,,,,,0.65,,100.0,56.73,0.0,0.0,0.0,100.0,42.0,0.5128,58.0,0.8963,130.84
2021-05-07,5200.0,685568.0,4.04,0.93,0.68,382336.0,4400.0,2900.0,580096.0,,,,,,0.08,,600.0,,,,,,2100.0,0.58,0.27,100.0,49.92,0.0,0.0,0.0,100.0,27.59,0.6005,72.41,0.59,131.84
2021-05-10,1600.0,212640.0,1.25,0.29,0.21,106320.0,800.0,800.0,106320.0,,,,,,0.47,,3600.0,,,,,,2100.0,0.11,0.27,100.0,17.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.3468,132.9
2021-05-11,800.0,104384.0,0.61,0.14,0.11,104384.0,0.0,800.0,0.0,,,,,,0.11,,800.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1734,130.48
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.11,0.0,0.0,4614.0,605541.36,0.61,0.0,,0.0,,0.0,131.24
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,603049.8,0.61,0.0,,0.0,,0.0,130.7
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,610155.36,0.61,0.0,,0.0,,0.0,132.24
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,613108.32,0.61,0.0,,0.0,,0.0,132.88
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,615876.72,0.61,0.0,,0.0,,0.0,133.48
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,608678.88,0.61,0.0,,0.0,,0.0,131.92
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,614215.68,0.61,0.0,,0.0,,0.0,133.12
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,616614.96,0.62,0.0,,0.0,,0.0,133.64
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,618829.68,0.62,0.0,,0.0,,0.0,134.12
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4614.0,614677.08,0.62,0.0,,0.0,,0.0,133.22
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,813840.98,0.81,0.0,,0.0,,0.0,133.22
2021-05-27,1600.0,213760.0,1.6,0.29,0.21,106880.0,800.0,800.0,106880.0,,,,800.0,,,,,,,,0.11,800.0,,0.11,,100.0,13.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.2619,133.6
2021-05-28,1600.0,214400.0,1.89,0.29,0.21,107200.0,800.0,800.0,107200.0,,,,,,,,,,,,,,,0.11,,100.0,13.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.2619,134.0
2021-05-31,3600.0,480024.0,4.25,0.65,0.48,240012.0,1800.0,1800.0,240012.0,,1000.0,0.13,,,,1000.0,,,0.13,1000.0,,,,0.24,,100.0,29.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.5893,133.34
2021-06-01,5200.0,698880.0,6.13,0.93,0.69,349440.0,2600.0,2600.0,349440.0,,800.0,0.11,,,,800.0,,,0.11,800.0,,,,0.35,,100.0,42.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.8512,134.4
2021-06-02,5200.0,701064.0,6.51,0.93,0.7,350532.0,2600.0,2600.0,350532.0,,,,,,,,,,,,,,,0.35,,100.0,42.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.8512,134.82
2021-06-03,5200.0,702624.0,6.96,0.93,0.7,351312.0,2600.0,2600.0,351312.0,,,,,,,,,,,,,,,0.35,,100.0,42.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.8512,135.12
2021-06-04,5200.0,703976.0,7.06,0.93,0.7,351988.0,2600.0,2600.0,351988.0,,,,,,,,,,,,,,,0.35,,100.0,42.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.8512,135.38
2021-06-07,5200.0,707200.0,7.14,0.93,0.7,353600.0,2600.0,2600.0,353600.0,,,,,,,,,,,,,,,0.35,,100.0,42.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.8512,136.0
2021-06-08,6800.0,927520.0,9.28,1.21,0.92,463760.0,3400.0,3400.0,463760.0,,,0.11,,,,800.0,,,0.11,,,800.0,,0.46,,100.0,55.66,0.0,0.0,0.0,100.0,,1.0,100.0,1.1131,136.4
2021-06-09,6800.0,930376.0,17.72,1.21,0.93,465188.0,3400.0,3400.0,465188.0,,,,,,,,,,,,,,,0.46,,100.0,55.66,0.0,0.0,0.0,100.0,,1.0,100.0,1.1131,136.82
2021-06-10,8400.0,1150632.0,21.79,1.5,1.15,575316.0,4200.0,4200.0,575316.0,,800.0,0.11,,,,800.0,,,0.11,800.0,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,136.98
2021-06-11,8400.0,1157016.0,22.22,1.5,1.15,578508.0,4200.0,4200.0,578508.0,,,,,,,,,,,,,,,0.58,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,137.74
2021-06-14,8400.0,1158360.0,22.41,1.5,1.16,579180.0,4200.0,4200.0,579180.0,,,,,,,,,,,,,,,0.58,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,137.9
2021-06-15,8400.0,1156512.0,21.87,1.5,1.16,578256.0,4200.0,4200.0,578256.0,,,,,,,,,,,,,,,0.58,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,137.68
2021-06-16,8400.0,1160040.0,21.88,1.5,1.15,580020.0,4200.0,4200.0,580020.0,,,,,,,,,,,,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,138.1
2021-06-17,8400.0,1158696.0,21.78,1.5,1.16,579348.0,4200.0,4200.0,579348.0,,,,,,,,,,,,,,,0.58,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,137.94
2021-06-18,8400.0,1140888.0,19.44,1.5,1.15,570444.0,4200.0,4200.0,570444.0,,,,,,,,,,,,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,135.82
2021-06-21,8400.0,1146432.0,19.68,1.5,1.14,573216.0,4200.0,4200.0,573216.0,,,,,,,,,,,,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,136.48
2021-06-22,8400.0,1148448.0,21.29,1.5,1.15,574224.0,4200.0,4200.0,574224.0,,,,,,,,,,,,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,136.72
2021-06-23,8400.0,1138536.0,20.99,1.5,1.15,569268.0,4200.0,4200.0,569268.0,,,,,,,,,,,,,,,0.57,,100.0,68.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.375,135.54
2021-06-24,10800.0,1475928.0,27.12,1.93,1.46,792628.0,5800.0,5800.0,792628.0,,800.0,0.1,800.0,,,800.0,,,0.1,800.0,0.11,800.0,,0.79,,100.0,75.24,0.0,0.0,0.0,100.0,13.79,0.7622,86.21,1.401,136.66
2021-06-25,8200.0,1124056.0,20.5,1.45,1.12,795064.0,3200.0,5800.0,438656.0,,,,,,0.35,,2600.0,,,,,,,0.44,,100.0,41.51,0.0,0.0,0.0,100.0,13.79,0.7622,86.21,1.0637,137.08
2021-06-28,2400.0,326496.0,6.01,0.43,0.33,217664.0,1600.0,1600.0,217664.0,,,,,,0.22,,1600.0,,,,,,4200.0,0.22,0.57,100.0,20.75,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.3113,136.04
2021-06-29,2400.0,326928.0,6.07,0.43,0.33,217952.0,1600.0,1600.0,217952.0,,,,,,,,,,,,,,,0.22,,100.0,20.75,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.3113,136.22
2021-06-30,2400.0,326208.0,5.77,0.43,0.33,217472.0,1600.0,1600.0,217472.0,,,,,,,,,,,,,,,0.22,,100.0,20.75,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.3113,135.92
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.22,,1600.0,,,,,,1600.0,0.0,0.22,0.0,0.0,6109.0,839865.32,0.83,0.0,,0.0,100.0,0.0,137.48
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,843042.0,0.84,0.0,,0.0,,0.0,138.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,845607.78,0.84,0.0,,0.0,,0.0,138.42
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,839865.32,0.84,0.0,,0.0,,0.0,137.48
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,846707.4,0.84,0.0,,0.0,,0.0,138.6
2021-07-08,2800.0,382032.0,9.92,0.5,0.39,191016.0,1400.0,1400.0,191016.0,,,,1400.0,,,,,,,,0.19,1400.0,,0.19,,100.0,22.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.4583,136.44
2021-07-09,4400.0,607464.0,15.55,0.78,0.6,303732.0,2200.0,2200.0,303732.0,,800.0,0.11,,,,800.0,,,0.11,800.0,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,138.06
2021-07-12,4400.0,608520.0,14.57,0.78,0.61,304260.0,2200.0,2200.0,304260.0,,,,,,,,,,,,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,138.3
2021-07-13,4400.0,609576.0,14.92,0.78,0.61,304788.0,2200.0,2200.0,304788.0,,,,,,,,,,,,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,138.54
2021-07-14,4400.0,609312.0,14.55,0.78,0.61,304656.0,2200.0,2200.0,304656.0,,,,,,,,,,,,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,138.48
2021-07-15,4400.0,600336.0,15.73,0.78,0.61,300168.0,2200.0,2200.0,300168.0,,,,,,,,,,,,,,,0.31,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,136.44
2021-07-16,4400.0,600512.0,15.64,0.78,0.6,300256.0,2200.0,2200.0,300256.0,,,,,,,,,,,,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,136.48
2021-07-19,4400.0,585640.0,15.58,0.78,0.6,292820.0,2200.0,2200.0,292820.0,,,,,,,,,,,,,,,0.3,,100.0,36.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.7202,133.1
2021-07-20,2200.0,293568.0,5.77,0.39,0.29,293568.0,0.0,2200.0,0.0,,,,,,0.3,,2200.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3601,133.44
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2200.0,0.0,0.29,0.0,0.0,6109.0,828258.22,0.83,0.0,,0.0,,0.0,135.58
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,832901.06,0.84,0.0,,0.0,,0.0,136.34
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,840720.58,0.84,0.0,,0.0,,0.0,137.62
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,841698.02,0.84,0.0,,0.0,,0.0,137.78
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,836444.28,0.84,0.0,,0.0,,0.0,136.92
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,840720.58,0.84,0.0,,0.0,,0.0,137.62
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,844385.98,0.84,0.0,,0.0,,0.0,138.22
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,837421.72,0.84,0.0,,0.0,,0.0,137.08
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,842064.56,0.84,0.0,,0.0,,0.0,137.84
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6109.0,846340.86,0.84,0.0,,0.0,,0.0,138.54
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,795959.5,0.79,0.0,,0.0,,0.0,138.5
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,796879.02,0.79,0.0,,0.0,,0.0,138.66
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,800212.28,0.8,0.0,,0.0,,0.0,139.24
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,801131.8,0.79,0.0,,0.0,,0.0,139.4
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,804235.18,0.8,0.0,,0.0,,0.0,139.94
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,809637.36,0.8,0.0,,0.0,,0.0,140.88
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,812051.1,0.8,0.0,,0.0,,0.0,141.3
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,813430.38,0.8,0.0,,0.0,,0.0,141.54
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5747.0,810901.7,0.8,0.0,,0.0,,0.0,141.1
2021-08-17,1600.0,226016.0,4.24,0.28,0.23,113008.0,800.0,800.0,113008.0,,,,800.0,,,,,,,,0.11,800.0,,0.11,,100.0,13.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.2784,141.26
2021-08-18,1600.0,226272.0,5.05,0.28,0.23,113136.0,800.0,800.0,113136.0,,,,,,,,,,,,,,,0.11,,100.0,13.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.2784,141.42
2021-08-19,1600.0,223584.0,4.99,0.28,0.23,111792.0,800.0,800.0,111792.0,,,,,,,,,,,,,,,0.11,,100.0,13.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.2784,139.74
2021-08-20,1600.0,224032.0,4.91,0.28,0.22,112016.0,800.0,800.0,112016.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,140.02
2021-08-23,1600.0,226496.0,5.21,0.28,0.22,113248.0,800.0,800.0,113248.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,141.56
2021-08-24,1600.0,225824.0,5.19,0.28,0.23,112912.0,800.0,800.0,112912.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,141.14
2021-08-25,1600.0,225408.0,5.32,0.28,0.23,112704.0,800.0,800.0,112704.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,140.88
2021-08-26,1600.0,225056.0,5.31,0.28,0.23,112528.0,800.0,800.0,112528.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,140.66
2021-08-27,1600.0,225632.0,5.33,0.28,0.23,112816.0,800.0,800.0,112816.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,141.02
2021-08-30,1600.0,226080.0,5.35,0.28,0.23,113040.0,800.0,800.0,113040.0,,,,,,,,,,,,,,,0.11,,100.0,13.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.2646,141.3
