,SRIC5 FP Equity_DX_SI_QTY,SRIC5 FP Equity_DX_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIC5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIC5 FP Equity_DX_SI_MV,SRIC5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SUPPLY_SI_QTY,SRIC5 FP Equity_DX_BROKER_SI_QTY,SRIC5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_x,SRIC5 FP Equity_DX_BROKER_SI_QTY_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_MV_DEC,SRIC5 FP Equity_DX_BROKER_SI_QTY_INC,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_y,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIC5 FP Equity_DX_BROKER_SI_MV_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIC5 FP Equity_DX_BROKER_SI_QTY_DEC,SRIC5 FP Equity_DX_SUPPLY_SI_MV,SRIC5 FP Equity_DX_BROKER_SI_MV_DEC,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIC5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIC5 FP Equity_DX_BROKER_SI_CON_RATIO,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIC5 FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIC5 FP Equity_PX_LAST
2021-08-25,19600.0,197281.84,0.73,0.08,0.2,98640.92,9800.0,9800.0,98640.92,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,49.97,0.5,50.03,1.9933,10.0654
2021-08-26,19600.0,197160.32,0.73,0.08,0.2,98580.16,9800.0,9800.0,98580.16,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,49.98,0.5,50.02,1.9933,10.0592
2021-08-27,19600.0,197187.76,0.73,0.07,0.2,98593.88,9800.0,9800.0,98593.88,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,50.0,0.5,50.0,1.9933,10.0606
2021-08-30,9800.0,98624.26,0.37,0.04,0.1,98624.26,0.0,9800.0,0.0,,,,0.1,,9800.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,1.0,100.0,0.9966,10.0637
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9800.0,0.0,0.1,0.0,0.0,9833.0,98859.02,0.1,0.0,,0.0,,0.0,10.0538
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98853.12,0.1,0.0,,0.0,,0.0,10.0532
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98902.28,0.1,0.0,,0.0,,0.0,10.0582
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98843.28,0.1,0.0,,0.0,,0.0,10.0522
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98815.75,0.1,0.0,,0.0,,0.0,10.0494
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98706.6,0.1,0.0,,0.0,,0.0,10.0383
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9833.0,98665.31,0.1,0.0,,0.0,,0.0,10.0341
2021-09-09,4000.0,40168.8,0.07,0.01,0.04,0.0,4000.0,0.0,40168.8,,,,,,,,,,4000.0,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0422
2021-09-10,4000.0,40168.8,0.08,0.01,0.04,0.0,4000.0,0.0,40168.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0422
2021-09-13,4000.0,40167.6,0.08,0.01,0.04,0.0,4000.0,0.0,40167.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0419
2021-09-14,4000.0,40180.8,0.08,0.01,0.04,0.0,4000.0,0.0,40180.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0452
2021-09-15,4000.0,40170.8,0.09,0.01,0.04,0.0,4000.0,0.0,40170.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0427
2021-09-16,4000.0,40171.2,0.09,0.01,0.04,0.0,4000.0,0.0,40171.2,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0428
2021-09-17,4000.0,40154.0,0.09,0.01,0.04,0.0,4000.0,0.0,40154.0,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0385
2021-09-20,4000.0,40171.6,0.09,0.01,0.04,0.0,4000.0,0.0,40171.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0429
2021-09-21,4000.0,40185.2,0.09,0.01,0.04,0.0,4000.0,0.0,40185.2,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0463
2021-09-22,4000.0,40189.6,0.08,0.01,0.04,0.0,4000.0,0.0,40189.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0474
2021-09-23,4000.0,40118.8,0.08,0.01,0.04,0.0,4000.0,0.0,40118.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0297
2021-09-24,4000.0,40091.6,0.08,0.01,0.04,0.0,4000.0,0.0,40091.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0229
2021-09-27,4000.0,40094.8,0.07,0.01,0.04,0.0,4000.0,0.0,40094.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0237
2021-09-28,4000.0,40067.6,0.07,0.01,0.04,0.0,4000.0,0.0,40067.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0169
2021-09-29,4000.0,40079.6,0.07,0.01,0.04,0.0,4000.0,0.0,40079.6,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0199
2021-09-30,4000.0,40076.8,0.07,0.01,0.04,0.0,4000.0,0.0,40076.8,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0192
2021-10-01,4000.0,40104.0,0.08,0.01,0.04,0.0,4000.0,0.0,40104.0,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.026
2021-10-04,4000.0,40106.4,0.08,0.01,0.04,0.0,4000.0,0.0,40106.4,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0266
2021-10-05,4000.0,40095.2,0.09,0.01,0.04,0.0,4000.0,0.0,40095.2,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0238
2021-10-06,4000.0,40061.2,0.09,0.01,0.04,0.0,4000.0,0.0,40061.2,,,,,,,,,,,,0.04,,100.0,40.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.4068,10.0153
2021-10-07,15600.0,156294.84,0.22,0.05,0.16,58109.62,9800.0,5800.0,98185.22,5800.0,,5800.0,,,,,5800.0,0.06,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.17,0.3422,37.18,1.5865,10.0189
2021-10-08,15600.0,156138.84,0.18,0.05,0.16,58051.62,9800.0,5800.0,98087.22,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.17,0.3422,37.2,1.5865,10.0089
2021-10-11,15600.0,156000.0,0.17,0.05,0.16,58000.0,9800.0,5800.0,98000.0,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.17,0.3422,37.2,1.5865,10.0
2021-10-12,15600.0,156000.0,0.21,0.05,0.16,58000.0,9800.0,5800.0,98000.0,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.15,0.3423,37.22,1.5865,
2021-10-13,15600.0,156000.0,0.2,0.05,0.16,58000.0,9800.0,5800.0,98000.0,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.15,0.3423,37.23,1.5865,
2021-10-14,15600.0,156014.04,0.2,0.05,0.16,58005.22,9800.0,5800.0,98008.82,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.18,0.3422,37.18,1.5865,10.0009
2021-10-15,15600.0,156020.28,0.22,0.05,0.16,58007.54,9800.0,5800.0,98012.74,,,,,,,,,,,,0.1,,100.0,99.66,0.0,0.0,0.0,100.0,37.18,0.3422,37.18,1.5865,10.0013
2021-10-18,8103.0,81040.53,0.11,0.03,0.08,58007.54,2303.0,5800.0,23032.99,,,,0.07,,7497.0,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,28.38,0.5935,71.62,0.8241,
2021-10-19,2303.0,22972.89,0.03,0.01,0.02,0.0,2303.0,0.0,22972.89,,,,,,,,,,,5800.0,0.02,0.06,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9752
2021-10-20,2303.0,22993.15,0.03,0.01,0.02,0.0,2303.0,0.0,22993.15,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.984
2021-10-21,2303.0,22965.06,0.03,0.01,0.02,0.0,2303.0,0.0,22965.06,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9718
2021-10-22,2303.0,22952.39,0.03,0.01,0.02,0.0,2303.0,0.0,22952.39,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9663
2021-10-25,2303.0,22976.34,0.03,0.01,0.02,0.0,2303.0,0.0,22976.34,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9767
2021-10-26,2303.0,22986.01,0.03,0.01,0.02,0.0,2303.0,0.0,22986.01,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9809
2021-10-27,2303.0,22987.86,0.03,0.01,0.02,0.0,2303.0,0.0,22987.86,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9817
2021-10-28,2303.0,22965.98,0.03,0.01,0.02,0.0,2303.0,0.0,22965.98,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9722
2021-10-29,2303.0,22916.23,0.02,0.01,0.02,0.0,2303.0,0.0,22916.23,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9506
2021-11-01,2303.0,22908.17,0.02,0.01,0.02,0.0,2303.0,0.0,22908.17,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9471
2021-11-02,2303.0,22976.11,0.02,0.01,0.02,0.0,2303.0,0.0,22976.11,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9766
2021-11-03,2303.0,22979.79,0.02,0.01,0.02,0.0,2303.0,0.0,22979.79,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,9.9782
2021-11-04,2303.0,23060.4,0.02,0.01,0.02,0.0,2303.0,0.0,23060.4,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,10.0132
2021-11-05,2303.0,23074.22,0.02,0.01,0.02,0.0,2303.0,0.0,23074.22,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,10.0192
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,,2303.0,,,,,,0.0,,0.0,0.0,247.0,2473.73,0.0,0.0,,0.0,100.0,0.0,10.0151
2021-11-09,2303.0,23082.97,0.02,0.01,0.02,0.0,2303.0,0.0,23082.97,,,,,,,,,,2303.0,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,10.023
2021-11-10,2303.0,23038.98,0.02,0.01,0.02,0.0,2303.0,0.0,23038.98,,,,,,,,,,,,0.02,,100.0,23.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.2342,10.0039
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,,2303.0,,,,,,0.0,,0.0,0.0,247.0,2471.98,0.0,0.0,,0.0,100.0,0.0,10.008
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2470.57,0.0,0.0,,0.0,,0.0,10.0023
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2471.26,0.0,0.0,,0.0,,0.0,10.0051
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.64,0.0,0.0,,0.0,,0.0,9.9783
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.64,0.0,0.0,,0.0,,0.0,
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.64,0.0,0.0,,0.0,,0.0,
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2472.1,0.0,0.0,,0.0,,0.0,10.0085
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2472.0,0.0,0.0,,0.0,,0.0,10.0081
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.29,0.0,0.0,,0.0,,0.0,9.9769
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.29,0.0,0.0,,0.0,,0.0,
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2461.75,0.0,0.0,,0.0,,0.0,9.9666
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2458.49,0.0,0.0,,0.0,,0.0,9.9534
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2459.38,0.0,0.0,,0.0,,0.0,9.957
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2460.37,0.0,0.0,,0.0,,0.0,9.961
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2463.97,0.0,0.0,,0.0,,0.0,9.9756
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2467.11,0.0,0.0,,0.0,,0.0,9.9883
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2468.49,0.0,0.0,,0.0,,0.0,9.9939
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2469.83,0.0,0.0,,0.0,,0.0,9.9993
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2470.91,0.0,0.0,,0.0,,0.0,10.0037
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2465.73,0.0,0.0,,0.0,,0.0,9.9827
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2469.51,0.0,0.0,,0.0,,0.0,9.998
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2468.59,0.0,0.0,,0.0,,0.0,9.9943
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2470.05,0.0,0.0,,0.0,,0.0,10.0002
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2468.42,0.0,0.0,,0.0,,0.0,9.9936
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2468.15,0.0,0.0,,0.0,,0.0,9.9925
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2468.54,0.0,0.0,,0.0,,0.0,9.9941
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2470.91,0.0,0.0,,0.0,,0.0,10.0037
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2471.31,0.0,0.0,,0.0,,0.0,10.0053
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2474.05,0.0,0.0,,0.0,,0.0,10.0164
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2467.26,0.0,0.0,,0.0,,0.0,9.9889
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2465.58,0.0,0.0,,0.0,,0.0,9.9821
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2466.54,0.0,0.0,,0.0,,0.0,9.986
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2464.42,0.0,0.0,,0.0,,0.0,9.9774
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2463.78,0.0,0.0,,0.0,,0.0,9.9748
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2463.78,0.0,0.0,,0.0,,0.0,
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2461.43,0.0,0.0,,0.0,,0.0,9.9653
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2461.43,0.0,0.0,,0.0,,0.0,
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2458.17,0.0,0.0,,0.0,,0.0,9.9521
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2459.72,0.0,0.0,,0.0,,0.0,9.9584
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2458.93,0.0,0.0,,0.0,,0.0,9.9552
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2454.91,0.0,0.0,,0.0,,0.0,9.9389
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2452.98,0.0,0.0,,0.0,,0.0,9.9311
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2452.98,0.0,0.0,,0.0,,0.0,
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2452.98,0.0,0.0,,0.0,,0.0,
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2452.98,0.0,0.0,,0.0,,0.0,
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2451.28,0.0,0.0,,0.0,,0.0,9.9242
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2451.28,0.0,0.0,,0.0,,0.0,
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2447.37,0.0,0.0,,0.0,,0.0,9.9084
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2445.52,0.0,0.0,,0.0,,0.0,9.9009
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2446.78,0.0,0.0,,0.0,,0.0,9.906
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2447.08,0.0,0.0,,0.0,,0.0,9.9072
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2448.54,0.0,0.0,,0.0,,0.0,9.9131
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2449.5,0.0,0.0,,0.0,,0.0,9.917
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2447.55,0.0,0.0,,0.0,,0.0,9.9091
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2449.28,0.0,0.0,,0.0,,0.0,9.9161
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2445.45,0.0,0.0,,0.0,,0.0,9.9006
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2441.2,0.0,0.0,,0.0,,0.0,9.8834
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2434.46,0.0,0.0,,0.0,,0.0,9.8561
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2435.05,0.0,0.0,,0.0,,0.0,9.8585
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2434.16,0.0,0.0,,0.0,,0.0,9.8549
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2414.05,0.0,0.0,,0.0,,0.0,9.7735
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2396.15,0.0,0.0,,0.0,,0.0,9.701
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2395.9,0.0,0.0,,0.0,,0.0,9.7
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2394.89,0.0,0.0,,0.0,,0.0,9.6959
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2404.15,0.0,0.0,,0.0,,0.0,9.7334
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2393.95,0.0,0.0,,0.0,,0.0,9.6921
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2393.36,0.0,0.0,,0.0,,0.0,9.6897
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2393.18,0.0,0.0,,0.0,,0.0,9.689
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2392.52,0.0,0.0,,0.0,,0.0,9.6863
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247.0,2395.31,0.0,0.0,,0.0,,0.0,9.6976
