,MTA FP Equity_DX_SI_QTY,MTA FP Equity_DX_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTA FP Equity_DX_SI_MV,MTA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY,MTA FP Equity_DX_BROKER_SI_QTY,MTA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTA FP Equity_DX_BROKER_SI_MV_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTA FP Equity_DX_BROKER_SI_MV_INC_x,MTA FP Equity_DX_SUPPLY_SI_MV_NEW,MTA FP Equity_DX_BROKER_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_NEW,MTA FP Equity_DX_SUPPLY_SI_MV_DEC,MTA FP Equity_DX_BROKER_SI_QTY_INC,MTA FP Equity_DX_SUPPLY_SI_QTY_DEC,MTA FP Equity_DX_BROKER_SI_MV_NEW_y,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTA FP Equity_DX_BROKER_SI_MV_INC_y,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTA FP Equity_DX_BROKER_SI_MV_ADD,MTA FP Equity_DX_SUPPLY_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_DEC,MTA FP Equity_DX_SUPPLY_SI_MV,MTA FP Equity_DX_BROKER_SI_MV_DEC,MTA FP Equity_DX_SUPPLY_SI_MV_RMV,MTA FP Equity_DX_BROKER_SI_MV_RMV,MTA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTA FP Equity_DX_UTILIZATION_QUANTITY,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTA FP Equity_DX_ACTIVE_UTILIZATION_MV,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTA FP Equity_DX_BROKER_SI_CON_RATIO,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTA FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-09-15,6600.0,818928.0,6.64,0.06,0.82,409464.0,3300.0,3300.0,409464.0,,,,,,3300.0,,,,,,,,,0.41,3300.0,,0.41,,,,16.59,15.39,16591.0,2058611.28,,2.06,16.59,,1.0,100.0,0.3078
2021-09-16,12200.0,1514508.0,12.09,0.12,1.51,757254.0,6100.0,6100.0,757254.0,,,2800.0,0.35,,,,,2800.0,,,,0.35,2800.0,,,,0.76,,,,30.67,28.45,13791.0,1712014.74,,1.71,30.67,,1.0,100.0,0.569
2021-09-17,12200.0,1513898.0,12.68,0.12,1.52,756949.0,6100.0,6100.0,756949.0,,,,,,,,,,,,,,,,,,0.76,,,,30.67,28.45,13791.0,1711325.19,,1.71,30.67,,1.0,100.0,0.569
2021-09-20,12200.0,1514630.0,12.58,0.12,1.51,757315.0,6100.0,6100.0,757315.0,,,,,,,,,,,,,,,,,,0.76,,,,30.67,28.45,13791.0,1712152.65,,1.71,30.67,,1.0,100.0,0.569
2021-09-21,12200.0,1514752.0,12.34,0.12,1.51,757376.0,6100.0,6100.0,757376.0,,,,,,,,,,,,,,,,,,0.76,,,,30.67,28.45,13791.0,1712290.56,,1.71,30.67,,1.0,100.0,0.569
2021-09-22,6100.0,757376.0,7.55,0.05,0.76,757376.0,0.0,6100.0,0.0,,,,,,,,0.76,,6100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2844
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6100.0,0.0,0.75,,,0.0,0.0,21448.0,2661053.36,,2.47,0.0,,0.0,,0.0
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028598.0,127618153.86,,127.46,0.0,,0.0,,0.0
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127620138.98,,127.38,0.0,,0.0,,0.0
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127537849.86,,127.45,0.0,,0.0,,0.0
2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127589280.56,,127.3,0.0,,0.0,,0.0
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127537849.86,,127.52,0.0,,0.0,,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127630425.12,,127.27,0.0,,0.0,,0.0
2021-10-04,5200.0,645008.0,5.18,0.05,0.65,322504.0,2600.0,2600.0,322504.0,,,,,,2600.0,,,,,,,,,0.32,2600.0,,0.32,,,,13.07,0.25,17291.0,2144775.64,,2.15,13.07,,1.0,100.0,0.0051
2021-10-05,5200.0,645112.0,4.98,0.05,0.64,322556.0,2600.0,2600.0,322556.0,,,,,,,,,,,,,,,,,,0.32,,,,13.07,0.25,17291.0,2145121.46,,2.14,13.07,,1.0,100.0,0.0051
2021-10-06,24600.0,3051384.0,23.86,0.22,3.06,1525692.0,12300.0,12300.0,1525692.0,,,9700.0,1.2,,,,,9700.0,,,,1.2,9700.0,,,,1.53,,,,61.84,1.2,7591.0,941587.64,,0.94,61.84,,1.0,100.0,0.0239
2021-10-07,14900.0,1848196.0,12.67,0.13,1.85,1525692.0,2600.0,12300.0,322504.0,,,,,,,,1.2,,9700.0,,,,,,,,0.32,,,,13.07,0.25,17291.0,2144775.64,,2.14,13.07,,1.0,100.0,0.0145
2021-10-08,5200.0,645008.0,4.25,0.04,0.65,322504.0,2600.0,2600.0,322504.0,,,,,,,,,,,,,,,,,9700.0,0.32,1.2,,,13.07,0.25,17291.0,2144775.64,,2.15,13.07,,1.0,100.0,0.0051
2021-10-11,9000.0,1115820.0,7.34,0.08,1.12,719084.0,3200.0,5800.0,396736.0,,,600.0,0.4,,,,,3200.0,,,,0.4,600.0,,,,0.4,,,,16.09,0.31,16691.0,2069350.18,,2.07,16.09,,1.0,100.0,0.0088
2021-10-12,4900.0,607502.0,3.93,0.05,0.61,396736.0,1700.0,3200.0,210766.0,,,,,,,,0.19,,1500.0,,,,,,,2600.0,0.21,0.32,,,8.55,0.17,18191.0,2255320.18,,2.26,8.55,,1.0,100.0,0.0048
2021-10-13,1700.0,210766.0,1.69,0.02,0.21,210766.0,0.0,1700.0,0.0,,,,,,,,0.21,,1700.0,,,,,,,1500.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0017
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1700.0,0.0,0.21,,,0.0,0.0,1028614.0,127517277.58,,127.46,0.0,,0.0,,0.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127496705.3,,127.29,0.0,,0.0,,0.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127445274.6,,127.19,0.0,,0.0,,0.0
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028614.0,127362985.48,,127.25,0.0,,0.0,,0.0
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1028610.0,127455065.1,,127.13,0.0,,0.0,,0.0
2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029813.0,127562936.31,,127.18,0.0,,0.0,,0.0
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029813.0,127532041.92,,127.37,0.0,,0.0,,0.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029813.0,127593830.7,,127.27,0.0,,0.0,,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029813.0,127542340.05,,127.35,0.0,,0.0,,0.0
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029813.0,127532041.92,,127.17,0.0,,0.0,,0.0
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1030654.0,127584658.66,,127.29,0.0,,0.0,,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1030654.0,127388834.4,,127.46,0.0,,0.0,,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029454.0,127312576.18,,126.69,0.0,,0.0,,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029454.0,127497877.9,,126.98,0.0,,0.0,,0.0
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029454.0,127487583.36,,127.5,0.0,,0.0,,0.0
2021-11-04,8200.0,1016800.0,6.04,0.09,1.02,508400.0,4100.0,4100.0,508400.0,,,,,,4100.0,,,,,,,,,0.51,4100.0,,0.51,,,,20.61,0.4,15791.0,1958084.0,,1.96,20.61,,1.0,100.0,0.008
2021-11-05,4100.0,508728.0,3.17,0.04,0.51,508728.0,0.0,4100.0,0.0,,,,,,,,0.51,,4100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.004
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4100.0,0.0,0.51,,,0.0,0.0,1029454.0,127724357.78,,127.47,0.0,,0.0,,0.0
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029454.0,127786125.02,,127.47,0.0,,0.0,,0.0
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1029454.0,127683179.62,,127.09,0.0,,0.0,,0.0
2021-11-11,85000.0,10540850.0,64.53,0.87,10.54,8680700.0,57500.0,70000.0,7130575.0,,,,,,70000.0,,,,,,,,,8.68,57500.0,,7.13,,,,5.44,5.43,999541.0,123953079.41,,124.16,5.43,39.28,0.3546,39.29,0.0802
2021-11-12,100000.0,12407000.0,77.49,1.02,12.39,10545950.0,57500.0,85000.0,7134025.0,,,,1.86,,,,,15000.0,,,,1.86,,,,,7.13,,,,5.44,5.43,999541.0,124013051.87,,124.05,5.43,32.36,0.3858,50.0,0.0944
2021-11-15,85000.0,10544250.0,65.98,0.85,10.54,10544250.0,42500.0,85000.0,5272125.0,,,,,,,,1.87,,15000.0,,,,,,,,5.27,,,,4.1,4.01,994650.0,123386332.5,,123.48,4.09,32.34,0.3858,50.01,0.0802
2021-11-16,55000.0,6821650.0,42.82,0.55,6.82,6821650.0,27500.0,55000.0,3410825.0,,,,,,,,1.87,,15000.0,,,,,,,30000.0,3.41,3.75,,,2.73,2.67,979650.0,121505989.5,,121.46,2.73,49.99,0.5,50.01,0.0534
2021-11-17,55000.0,6820550.0,41.9,0.55,6.82,6820550.0,27500.0,55000.0,3410275.0,,,,,,,,,,,,,,,,,,3.41,,,,2.73,2.67,979650.0,121486396.5,,121.52,2.73,49.99,0.5,50.01,0.0534
2021-11-18,55000.0,6826050.0,48.47,0.55,6.82,3413025.0,27500.0,27500.0,3413025.0,,,,,,,,,,,,,,,,,27500.0,3.41,3.4,,,2.73,2.67,979650.0,121584361.5,,121.47,2.73,50.0,0.5,50.0,0.0534
2021-11-19,15000.0,1861650.0,13.72,0.15,1.86,1861650.0,7500.0,15000.0,930825.0,,,,,,7500.0,,2.5,,20000.0,,,,,0.93,,20000.0,0.93,2.5,,,0.74,0.73,999650.0,124066561.5,,124.04,0.74,49.99,0.5,50.01,0.0146
2021-11-22,15000.0,1861650.0,13.87,0.15,1.86,1861650.0,7500.0,15000.0,930825.0,,,,,,,,,,,,,,,,,,0.93,,,,0.74,0.73,999650.0,124066561.5,,123.96,0.74,50.0,0.5,50.0,0.0146
2021-11-23,15000.0,1860900.0,13.47,0.15,1.86,1860900.0,7500.0,15000.0,930450.0,,,,,,,,,,,,,,,,,,0.93,,,,0.74,0.73,999650.0,124016579.0,,124.01,0.74,49.98,0.5,50.02,0.0146
2021-11-24,20600.0,2555636.0,18.68,0.21,2.56,2208268.0,10300.0,17800.0,1277818.0,,,,0.34,,,,,2800.0,,,,0.34,,,2800.0,,1.28,,,,1.0,1.0,1016741.0,126136888.46,,126.24,1.0,42.12,0.5124,57.88,0.02
2021-11-25,19600.0,2430988.0,17.46,0.18,2.43,1389136.0,8400.0,11200.0,1041852.0,,,,0.11,,,,0.24,900.0,1900.0,,,0.11,,,,7500.0,1.04,0.93,,,0.82,0.82,1018641.0,126342043.23,,126.36,0.82,40.11,0.5196,59.89,0.019
2021-11-26,1800.0,223272.0,1.92,0.02,0.22,111636.0,900.0,900.0,111636.0,,,,,,,,0.92,,7500.0,,,,,,,10300.0,0.11,1.27,,,3.59,0.09,24191.0,3000651.64,,3.0,3.59,,1.0,100.0,0.0017
2021-11-29,1800.0,223218.0,1.96,0.02,0.22,111609.0,900.0,900.0,111609.0,,,,,,,,,,,,,,,,,,0.11,,,,3.59,0.09,24191.0,2999925.91,,3.01,3.59,,1.0,100.0,0.0017
2021-11-30,22000.0,2727340.0,26.04,0.2,2.73,1363670.0,11000.0,11000.0,1363670.0,,,10100.0,1.26,,,,,10100.0,,,,1.26,10100.0,,,,1.37,,,,43.84,1.06,14091.0,1746861.27,,1.75,43.84,,1.0,100.0,0.0213
2021-12-01,22000.0,2725580.0,26.12,0.2,2.73,1362790.0,11000.0,11000.0,1362790.0,,,,,,,,,,,,,,,,,,1.36,,,,55.3,1.07,8891.0,1101505.99,,1.1,55.3,,1.0,100.0,0.0214
2021-12-02,19000.0,2354860.0,21.26,0.17,2.35,1735160.0,5000.0,14000.0,619700.0,,,,0.37,,,,0.75,3000.0,6000.0,,,0.37,,,,,0.62,,,,25.14,0.49,14891.0,1845590.54,,1.85,25.14,,1.0,100.0,0.0185
2021-12-03,7100.0,879903.0,8.05,0.06,0.88,879903.0,0.0,7100.0,0.0,,,,,,,,0.62,,5000.0,,,,,,,6900.0,0.0,0.85,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0069
2021-12-06,3000.0,372000.0,3.28,0.03,0.37,372000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,4100.0,0.0,0.51,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2021-12-07,3000.0,371850.0,3.32,0.03,0.37,371850.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2021-12-08,8800.0,1090056.0,8.24,0.08,1.09,730833.0,2900.0,5900.0,359223.0,,,,0.36,,,,,2900.0,,,,0.36,,,2900.0,,0.36,,,,14.58,0.28,16991.0,2104675.17,,2.11,14.58,,1.0,100.0,0.0085
2021-12-09,8800.0,1089968.0,9.04,0.08,1.09,730774.0,2900.0,5900.0,359194.0,,,,,,,,,,,,,,,,,,0.36,,,,14.58,0.28,16991.0,2104505.26,,2.11,14.58,,1.0,100.0,0.0085
2021-12-10,15900.0,1969374.0,16.18,0.14,1.97,1350074.0,5000.0,10900.0,619300.0,,,2100.0,0.62,,,,,5000.0,,,,0.62,2100.0,,,,0.62,,,,25.14,0.47,14891.0,1844399.26,,1.84,25.14,,1.0,100.0,0.015
2021-12-13,8000.0,991440.0,8.94,0.07,0.99,991440.0,0.0,8000.0,0.0,,,,,,,,0.62,,5000.0,,,,,,,2900.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0076
2021-12-14,8000.0,990960.0,8.99,0.07,0.99,990960.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0076
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.99,0.0,0.0,1057017.0,130879844.94,,131.05,0.0,,0.0,100.0,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1057017.0,130869274.77,,130.69,0.0,,0.0,,0.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1057017.0,130974976.47,,130.38,0.0,,0.0,,0.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1057017.0,130932695.79,,130.67,0.0,,0.0,,0.0
2021-12-21,22000.0,2723600.0,23.98,0.2,2.73,1361800.0,11000.0,11000.0,1361800.0,,,,,,11000.0,,,,,,,,,1.37,11000.0,,1.37,,,,55.3,1.04,8891.0,1100705.8,,1.1,55.3,,1.0,100.0,0.0208
2021-12-22,31600.0,3911448.0,35.29,0.29,3.91,1955724.0,15800.0,15800.0,1955724.0,,,4800.0,0.6,,,,,4800.0,,,,0.6,4800.0,,,,1.96,,,,100.0,1.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0299
2021-12-23,31600.0,3911448.0,34.38,0.29,3.91,1955724.0,15800.0,15800.0,1955724.0,,,,,,,,,,,,,,,,,,1.95,,,,100.0,1.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0299
2021-12-24,15800.0,1954934.0,17.66,0.14,1.96,1954934.0,0.0,15800.0,0.0,,,,,,,,1.96,,15800.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0149
2021-12-27,2000.0,247400.0,2.25,0.02,0.25,247400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,13800.0,0.0,1.71,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2021-12-28,2000.0,247460.0,2.49,0.02,0.25,247460.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2021-12-29,2000.0,247420.0,2.5,0.02,0.25,247420.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2021-12-30,2000.0,247360.0,2.31,0.02,0.25,247360.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2021-12-31,2000.0,247240.0,2.26,0.02,0.25,247240.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2022-01-03,2000.0,247280.0,2.3,0.02,0.25,247280.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2022-01-04,2000.0,247260.0,1.77,0.02,0.25,247260.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0019
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.25,,,0.0,0.0,1057438.0,130741634.32,,130.09,0.0,,0.0,,0.0
2022-01-06,1800.0,222426.0,1.5,0.02,0.22,111213.0,900.0,900.0,111213.0,,,,,,900.0,,,,,,,,,0.11,900.0,,0.11,,,,4.43,0.09,19412.0,2398740.84,,2.4,4.43,,1.0,100.0,0.0017
2022-01-07,4300.0,531007.0,3.58,0.04,0.53,321074.0,1700.0,2600.0,209933.0,,,800.0,0.21,,,,,1700.0,,,,0.21,800.0,,,,0.21,,,,8.37,0.16,18612.0,2298395.88,,2.3,8.37,,1.0,100.0,0.0041
2022-01-10,1700.0,210035.0,1.43,0.02,0.21,210035.0,0.0,1700.0,0.0,,,,,,,,0.21,,1700.0,,,,,,,900.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016
2022-01-11,1700.0,209984.0,1.37,0.02,0.21,209984.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0016
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1700.0,0.0,0.21,,,0.0,0.0,1057438.0,130678188.04,,130.31,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1057438.0,130699336.8,,130.25,0.0,,0.0,,0.0
2022-01-14,11600.0,1433180.0,8.03,0.1,1.43,716590.0,5800.0,5800.0,716590.0,,,,,,5800.0,,,,,,,,,0.72,5800.0,,0.72,,,,28.55,0.55,14512.0,1792957.6,,1.79,28.55,,1.0,100.0,0.011
2022-01-17,11600.0,1432948.0,8.1,0.1,1.43,716474.0,5800.0,5800.0,716474.0,,,,,,,,,,,,,,,,,,0.72,,,,28.55,0.55,14512.0,1792667.36,,1.79,28.55,,1.0,100.0,0.011
2022-01-18,24800.0,3063544.0,16.95,0.22,3.06,1717067.0,10900.0,13900.0,1346477.0,,,5100.0,1.0,,,,,8100.0,,,,1.0,5100.0,,,,1.35,,,,53.66,1.03,9412.0,1162664.36,,1.16,53.66,,1.0,100.0,0.0235
2022-01-19,27400.0,3384722.0,15.38,0.25,3.39,3384722.0,13500.0,27400.0,1667655.0,,,,,,13500.0,,1.34,,10900.0,,,,,1.67,13500.0,,1.67,,,,1.3,1.28,1021202.0,126149083.06,,126.12,1.3,49.39,0.5001,50.61,0.0259
2022-01-20,30000.0,3704400.0,17.01,0.27,3.7,3704400.0,13500.0,30000.0,1666980.0,,,,0.32,,,,,2600.0,,,,0.32,,,,,1.67,,,,1.3,1.28,1021202.0,126098022.96,,125.97,1.3,44.99,0.505,55.01,0.0284
2022-01-21,30000.0,3707700.0,16.61,0.27,3.71,3707700.0,13500.0,30000.0,1668465.0,,,,,,,,,,,,,,,,,,1.67,,,,1.3,1.28,1021202.0,126210355.18,,126.16,1.3,45.01,0.505,54.99,0.0284
2022-01-24,30000.0,3708600.0,15.16,0.27,3.71,3708600.0,13500.0,30000.0,1668870.0,,,,,,,,,,,,,,,,,,1.67,,,,1.3,1.28,1021202.0,126240991.24,,126.21,1.3,45.0,0.505,55.0,0.0284
2022-01-25,30000.0,3706800.0,14.9,0.27,3.71,3706800.0,13500.0,30000.0,1668060.0,,,,,,,,,,,,,,,,,,1.67,,,,1.3,1.28,1021202.0,126179719.12,,126.4,1.3,44.99,0.505,55.01,0.0284
2022-01-26,30000.0,3705900.0,12.95,0.27,3.69,3705900.0,13500.0,30000.0,1667655.0,,,,,,,,,,,,,,,,,,1.66,,,,1.3,1.28,1021202.0,126149083.06,,125.71,1.3,44.99,0.505,55.01,0.0284
2022-01-27,27000.0,3334500.0,11.95,0.24,3.34,1667250.0,13500.0,13500.0,1667250.0,,,,,,,,,,,,,,,,,16500.0,1.67,2.07,,,1.3,1.28,1021202.0,126118447.0,,126.26,1.3,50.0,0.5,50.0,0.0255
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.67,,13500.0,,,,,,,13500.0,0.0,1.67,,,0.0,0.0,1043938.0,128884585.48,,128.73,0.0,,0.0,100.0,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1057438.0,130487849.2,,130.43,0.0,,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,133409603.86,,133.41,0.0,,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,133355534.96,,133.12,0.0,,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,133009494.0,,133.0,0.0,,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,132760777.06,,132.72,0.0,,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,132739149.5,,132.73,0.0,,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1081378.0,132706708.16,,132.32,0.0,,0.0,,0.0
2022-02-09,2800.0,344036.0,1.01,0.03,0.34,172018.0,1400.0,1400.0,172018.0,,,,,,1400.0,,,,,,,,,0.17,1400.0,,0.17,,,,5.85,0.13,22540.0,2769489.8,,2.77,5.85,49.98,0.5,50.02,0.0025
2022-02-10,31200.0,3830424.0,11.46,0.28,3.82,1915212.0,15600.0,15600.0,1915212.0,,,,1.74,,,,,14200.0,,,,1.74,,,14200.0,,1.91,,,,35.25,1.4,28652.0,3517606.04,,3.51,35.27,8.23,0.849,91.77,0.0281
2022-02-11,50400.0,6183072.0,18.67,0.45,6.16,3962564.0,18100.0,32300.0,2220508.0,,,16700.0,2.03,,,,1.75,16700.0,14200.0,,,2.03,16700.0,,,,2.21,,,,75.61,1.63,5840.0,716451.2,,0.71,75.61,35.9,0.5398,64.1,0.0454
