,MTA FP Equity_DX_SI_QTY,MTA FP Equity_DX_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTA FP Equity_DX_SI_MV,MTA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY,MTA FP Equity_DX_BROKER_SI_QTY,MTA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTA FP Equity_DX_BROKER_SI_MV_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTA FP Equity_DX_BROKER_SI_MV_INC_x,MTA FP Equity_DX_SUPPLY_SI_MV_NEW,MTA FP Equity_DX_BROKER_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_NEW,MTA FP Equity_DX_SUPPLY_SI_MV_DEC,MTA FP Equity_DX_BROKER_SI_QTY_INC,MTA FP Equity_DX_SUPPLY_SI_QTY_DEC,MTA FP Equity_DX_BROKER_SI_MV_NEW_y,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTA FP Equity_DX_BROKER_SI_MV_INC_y,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTA FP Equity_DX_BROKER_SI_MV_ADD,MTA FP Equity_DX_SUPPLY_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_DEC,MTA FP Equity_DX_SUPPLY_SI_MV,MTA FP Equity_DX_BROKER_SI_MV_DEC,MTA FP Equity_DX_SUPPLY_SI_MV_RMV,MTA FP Equity_DX_BROKER_SI_MV_RMV,MTA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTA FP Equity_DX_UTILIZATION_QUANTITY,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTA FP Equity_DX_ACTIVE_UTILIZATION_MV,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTA FP Equity_DX_BROKER_SI_CON_RATIO,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTA FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-11-04,11100.0,1400930.99,0.63,0.22,1.4,1400930.99,3700.0,11100.0,466977.0,,,,,,,,,,,,,,,,,,0.47,,,,100.0,3.7,0.0,0.0,,0.0,100.0,33.4,0.5551,66.6,0.111
2016-11-07,11100.0,1401430.47,0.65,0.22,1.4,1401430.47,3700.0,11100.0,467143.49,,,,,,,,,,,,,,,,,,0.47,,,,100.0,3.7,0.0,0.0,,0.0,100.0,33.39,0.5552,66.61,0.111
2016-11-08,11100.0,1401319.53,0.66,0.22,1.4,1401319.53,3700.0,11100.0,467106.51,,,,,,,,,,,,,,,,,,0.47,,,,100.0,3.69,0.0,0.0,,0.0,100.0,33.4,0.5551,66.6,0.1107
2016-11-09,11100.0,1402096.53,1.09,0.22,1.4,1402096.53,3700.0,11100.0,467365.51,,,,,,,,,,,,,,,,,,0.47,,,,100.0,3.69,0.0,0.0,,0.0,100.0,33.39,0.5552,66.61,0.1107
2016-11-10,11100.0,1400764.5,1.08,0.22,1.4,1400764.5,3700.0,11100.0,466921.5,,,,,,,,,,,,,,,,,,0.47,,,,100.0,3.69,0.0,0.0,,0.0,100.0,33.41,0.555,66.59,0.1107
2016-11-11,52500.0,6614737.64,4.93,1.02,6.61,4876006.61,17500.0,38700.0,2204912.55,,,,1.74,,13800.0,,,13800.0,,,,1.74,,1.74,13800.0,,2.2,,,,70.02,17.48,7494.0,944206.55,,0.94,70.02,35.68,0.3684,45.25,0.5245
2016-11-14,75000.0,9452249.91,7.17,1.45,9.44,7713035.93,25000.0,61200.0,3150749.97,,,7500.0,2.79,,,,,22500.0,,,,2.79,7500.0,,,,3.15,,,,27.87,24.98,64694.0,8153384.74,,8.14,27.87,36.59,0.3517,40.86,0.7493
2016-11-15,88800.0,11190575.7,8.99,1.72,11.18,9451499.75,29600.0,75000.0,3730191.9,,,4600.0,1.73,,,,,13800.0,,,,1.73,4600.0,,,,3.73,,,,33.0,29.57,60094.0,7573045.68,,7.57,33.0,39.47,0.3671,42.12,0.8872
2016-11-16,88800.0,11193684.03,8.29,1.72,11.19,9454125.02,29600.0,75000.0,3731228.01,,,,,,,,,,,,,,,,,,3.73,,,,33.0,29.57,60089.0,7574518.91,,7.57,33.0,39.48,0.3671,42.12,0.8872
2016-11-17,88800.0,11195459.73,8.4,1.72,11.18,9455624.77,29600.0,75000.0,3731819.91,,,,,,,,,,,,,,,,,,3.73,,,,33.0,29.57,60089.0,7575720.49,,7.57,33.0,39.47,0.3671,42.12,0.8872
2016-11-18,96600.0,12175464.09,8.99,1.87,12.17,10436112.08,29600.0,82800.0,3730784.03,,,,0.96,,,,,7800.0,,,,0.96,,,,,3.73,,,,33.0,29.57,60089.0,7573617.62,,7.57,32.99,38.15,0.355,40.47,0.9651
2016-11-21,96600.0,12180777.12,11.64,1.87,12.21,10440666.1,29600.0,82800.0,3732412.04,,,,,,,,,,,,,,,,,,3.75,,,,33.0,29.57,60089.0,7576922.53,,7.6,33.04,38.16,0.355,40.46,0.9651
2016-11-22,80800.0,10200596.22,9.4,1.56,10.19,6463744.14,29600.0,51200.0,3736852.08,,,,,,,,,,,,,,,,,31600.0,3.74,3.98,,,33.0,29.57,60089.0,7585935.97,,7.59,32.99,26.41,0.3753,49.99,0.8073
2016-11-23,73400.0,9253537.98,8.46,1.41,9.27,5988324.99,25900.0,47500.0,3265212.99,,,,,,,,0.48,,3700.0,,,,,,,3700.0,3.28,0.49,,,28.88,25.88,63789.0,8041879.21,,8.05,28.95,29.71,0.3795,50.01,0.7333
2016-11-24,49200.0,6203874.06,5.35,0.95,6.22,4463763.04,13800.0,35400.0,1740111.02,,,,,,,,1.53,,12100.0,,,,,,,12100.0,1.76,1.53,,,64.82,13.79,7489.0,944325.46,,0.95,64.82,50.0,0.5,50.0,0.4916
2016-11-25,49200.0,6203627.82,6.74,0.95,6.22,4463585.87,13800.0,35400.0,1740041.95,,,,,,,,,,,,,,,,,,1.75,,,,64.82,13.79,7489.0,944287.98,,0.95,64.82,50.0,0.5,50.0,0.4916
2016-11-28,49200.0,6207563.91,5.86,0.93,6.22,4466417.94,13800.0,35400.0,1741145.97,,,,,,,,,,,,,,,,,,1.75,,,,64.82,13.79,7489.0,944887.12,,0.95,64.82,50.0,0.5,50.0,0.4916
2016-11-29,49200.0,6206825.94,6.08,0.93,6.22,4465886.96,13800.0,35400.0,1740938.98,,,,,,,,,,,,,,,,,,1.75,,,,64.82,14.61,7489.0,944774.79,,0.95,64.82,50.0,0.5,50.0,0.5209
2016-11-30,44084.0,5563841.6,5.21,0.84,5.56,4467833.97,8684.0,35400.0,1096007.63,,,,,,,,0.66,,5116.0,,,,,,,,1.09,,,,100.0,10.27,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.5211
2016-12-01,43100.0,5437280.45,5.19,0.71,5.46,4465886.96,7700.0,35400.0,971393.49,,7700.0,,,0.98,,,1.09,,8684.0,,7700.0,,,,,,0.98,,,,42.58,7.5,10385.0,1310119.66,,1.32,42.58,50.0,0.5,50.0,0.4198
2016-12-02,43100.0,5439004.49,4.82,0.71,5.43,4467302.99,7700.0,35400.0,971701.5,,,,,,,,,,,,,,,,,,0.97,,,,42.58,7.5,10385.0,1310535.07,,1.31,42.58,50.0,0.5,50.0,0.4198
2016-12-05,43100.0,5439004.49,4.86,0.71,5.44,4467302.99,7700.0,35400.0,971701.5,,,,,,,,,,,,,,,,,,0.97,,,,42.58,7.5,10385.0,1310535.07,,1.31,42.58,50.0,0.5,50.0,0.4198
2016-12-06,30300.0,3824920.52,3.4,0.5,3.82,2549947.01,10100.0,20200.0,1274973.51,,,2400.0,,,,,,,,,,,2400.0,,,15200.0,1.27,1.94,,,55.85,9.84,7985.0,1007986.48,,1.01,55.85,49.98,0.5,50.02,0.2951
2016-12-07,30300.0,3824314.39,3.42,0.5,3.83,2549542.93,10100.0,20200.0,1274771.46,,,,,,,,,,,,,,,,,,1.28,,,,55.85,9.84,7985.0,1007826.75,,1.01,55.85,49.99,0.5,50.01,0.2951
2016-12-08,30300.0,3828101.89,1.84,0.5,3.82,2552067.93,10100.0,20200.0,1276033.96,,,,,,,,,,,,,,,,,,1.27,,,,55.85,9.84,7985.0,1008824.87,,1.01,55.85,49.99,0.5,50.01,0.2951
2016-12-09,30300.0,3829768.4,1.94,0.5,3.84,2553178.93,10100.0,20200.0,1276589.47,,,,,,,,,,,,,,,,,,1.28,,,,55.85,9.84,7985.0,1009264.05,,1.01,55.85,50.0,0.5,50.0,0.2951
2016-12-12,30300.0,3829920.05,1.91,0.5,3.83,2553280.03,10100.0,20200.0,1276640.02,,,,,,,,,,,,,,,,,,1.28,,,,56.11,9.85,7901.0,998686.41,,1.0,56.11,49.98,0.5,50.02,0.2955
2016-12-13,30300.0,3830829.01,1.95,0.5,3.83,2553886.01,10100.0,20200.0,1276943.0,,,,,,,,,,,,,,,,,,1.28,,,,56.21,9.85,7867.0,994624.81,,0.99,56.21,49.99,0.5,50.01,0.2956
2016-12-14,30300.0,3830223.11,1.95,0.5,3.79,2553482.07,10100.0,20200.0,1276741.04,,,,,,,,,,,,,,,,,,1.26,,,,56.28,9.86,7847.0,991939.3,,0.98,56.26,49.98,0.5,50.02,0.2957
2016-12-15,30300.0,3830677.59,1.96,0.5,3.83,2553785.06,10100.0,20200.0,1276892.53,,,,,,,,,,,,,,,,,,1.28,,,,56.28,9.87,7847.0,992057.0,,0.99,56.28,50.0,0.5,50.0,0.296
2016-12-16,30300.0,3831434.91,1.92,0.52,3.83,2554289.94,10100.0,20200.0,1277144.97,,,,,,,,,,,,,,,,,,1.28,,,,58.81,9.96,7075.0,894633.73,,0.89,58.81,49.99,0.5,50.01,0.2989
2016-12-19,30300.0,3833858.96,1.81,0.52,3.82,2555905.98,10100.0,20200.0,1277952.99,,,,,,,,,,,,,,,,,,1.27,,,,58.81,9.96,7075.0,895199.74,,0.89,58.81,49.99,0.5,50.01,0.2989
2016-12-20,30300.0,3832495.52,1.79,0.52,3.83,2554997.01,10100.0,20200.0,1277498.51,,,,,,,,,,,,,,,,,,1.28,,,,58.81,9.96,7075.0,894881.38,,0.89,58.81,49.99,0.5,50.01,0.2989
2016-12-21,30300.0,3832192.45,1.64,0.52,3.83,2554794.97,10100.0,20200.0,1277397.48,,,,,,,,,,,,,,,,,,1.28,,,,58.81,9.96,7075.0,894810.61,,0.89,58.81,49.89,0.5,50.11,0.2989
2016-12-22,22600.0,2857995.98,1.19,0.38,2.84,2554491.98,2400.0,20200.0,303504.0,,,,,,,,0.97,,7700.0,,,,,,,,0.3,,,,13.97,2.37,14775.0,1868446.49,,1.87,13.97,49.72,0.5,50.28,0.2229
2016-12-23,12500.0,1580687.52,0.68,0.21,1.57,1277195.52,2400.0,10100.0,303492.0,,,,,,,,,,,,,,,,,10100.0,0.3,1.28,,,13.97,2.37,14775.0,1868372.65,,1.87,13.97,,1.0,100.0,0.1233
2016-12-26,2400.0,303492.0,0.13,0.04,0.3,0.0,2400.0,0.0,303492.0,,,,,,,,,,,,,,,,,10100.0,0.3,1.26,,,13.97,2.37,14775.0,1868372.65,,1.87,13.98,,0.0,,0.0237
2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.3,,2400.0,,,,,,,,0.0,,,,0.0,0.0,101382.0,12833947.01,,12.84,0.0,,0.0,,0.0
2016-12-28,13000.0,1645865.04,0.69,0.22,1.65,822932.52,6500.0,6500.0,822932.52,,,,,,6500.0,,,,,,,,,0.83,6500.0,,0.83,,,,100.0,6.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1282
2016-12-29,13000.0,1644825.02,0.73,0.22,1.65,822412.51,6500.0,6500.0,822412.51,,,,,,,,,,,,,,,,,,0.82,,,,100.0,6.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1283
2016-12-30,17800.0,2251166.02,1.0,0.3,2.25,1226759.01,8100.0,9700.0,1024407.01,,,600.0,0.21,,1600.0,,,1600.0,,,,0.21,600.0,0.2,1000.0,,1.02,,,,33.39,8.0,16157.0,2043375.81,,2.04,33.39,16.5,0.7244,83.5,0.1757
2017-01-02,17800.0,2252767.96,1.0,0.3,2.25,1227631.98,8100.0,9700.0,1025135.98,,,,,,,,,,,,,,,,,,1.02,,,,33.39,8.0,16157.0,2044829.88,,2.04,33.39,16.49,0.7245,83.51,0.1757
2017-01-03,17800.0,2251433.01,1.0,0.3,2.25,1226904.51,8100.0,9700.0,1024528.5,,,,,,,,,,,,,,,,,,1.02,,,,33.39,8.0,16157.0,2043618.15,,2.04,33.39,16.49,0.7245,83.51,0.1757
2017-01-04,17800.0,2250187.02,1.02,0.3,2.25,1226225.51,8100.0,9700.0,1023961.51,,,,,,,,,,,,,,,,,,1.03,,,,33.39,8.0,16157.0,2042487.17,,2.05,33.39,16.5,0.7245,83.5,0.1757
2017-01-05,57400.0,7251915.79,3.23,0.97,7.26,6228561.82,21300.0,49300.0,2691041.92,,,,1.68,,26400.0,,,13200.0,,,,1.68,,3.34,13200.0,,2.69,,,,22.99,21.03,71357.0,9015243.12,,9.02,22.99,43.21,0.4745,53.54,0.5667
2017-01-06,55800.0,7047540.17,3.24,0.94,7.04,6226590.15,19700.0,49300.0,2488110.06,,,,,,,,0.21,,1600.0,,,,,,,,2.48,,,,26.3,19.45,55200.0,6971760.17,,6.96,26.3,43.2,0.4745,53.55,0.5509
2017-01-09,52600.0,6642065.08,3.03,0.89,6.65,5821277.57,19700.0,46100.0,2487617.53,,,,,,,,,,,,,,,,,3200.0,2.49,0.39,,,26.3,19.45,55200.0,6970380.08,,6.97,26.3,42.74,0.5105,57.26,0.5193
2017-01-10,52600.0,6645747.06,3.3,0.89,6.64,5824504.56,19700.0,46100.0,2488996.52,,,,,,,,,,,,,,,,,,2.49,,,,26.3,19.45,55200.0,6974244.07,,6.97,26.3,42.72,0.5106,57.28,0.5193
2017-01-11,39400.0,4976022.93,2.47,0.67,4.99,2488011.46,19700.0,19700.0,2488011.46,,,,,,,,,,,,,,,,,26400.0,2.49,3.33,,,26.3,19.49,55200.0,6971483.9,,6.99,26.3,40.12,0.5195,59.88,0.3898
2017-01-12,13000.0,1642029.97,0.85,0.22,1.64,821014.98,6500.0,6500.0,821014.98,,,,,,,,1.66,,13200.0,,,,,,,13200.0,0.82,1.66,,,100.0,6.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1286
2017-01-13,13000.0,1641900.04,0.83,0.22,1.64,820950.02,6500.0,6500.0,820950.02,,,,,,,,,,,,,,,,,,0.82,,,,100.0,6.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1286
2017-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.81,,6500.0,,,,,,,6500.0,0.0,0.81,,,0.0,0.0,101074.0,12769688.79,,12.79,0.0,,0.0,,0.0
2017-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12768678.61,,12.7,0.0,,0.0,,0.0
2017-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12761603.46,,12.8,0.0,,0.0,,0.0
2017-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12755033.4,,12.8,0.0,,0.0,,0.0
2017-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12753517.35,,12.8,0.0,,0.0,,0.0
2017-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12753012.26,,12.72,0.0,,0.0,,0.0
2017-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12746947.29,,12.76,0.0,,0.0,,0.0
2017-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12739872.14,,12.73,0.0,,0.0,,0.0
2017-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12738861.96,,12.75,0.0,,0.0,,0.0
2017-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101074.0,12729259.81,,12.73,0.0,,0.0,,0.0
2017-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101061.0,12738739.36,,12.75,0.0,,0.0,,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101061.0,12730654.29,,12.75,0.0,,0.0,,0.0
2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101061.0,12749856.13,,12.71,0.0,,0.0,,0.0
2017-02-03,14200.0,1791969.0,1.6,0.23,1.79,895984.5,7100.0,7100.0,895984.5,,,,,,7100.0,,,,,,,,,0.9,7100.0,,0.9,,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1405
2017-02-06,14200.0,1791400.98,1.56,0.23,1.79,895700.49,7100.0,7100.0,895700.49,,,,,,,,,,,,,,,,,,0.9,,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1405
2017-02-07,14200.0,1791400.98,1.56,0.23,1.79,895700.49,7100.0,7100.0,895700.49,,,,,,,,,,,,,,,,,,0.89,,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1405
2017-02-08,14200.0,1792394.98,1.63,0.24,1.79,896197.49,7100.0,7100.0,896197.49,,,,,,,,,,,,,,,,,,0.9,,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1405
2017-02-09,14200.0,1792679.04,1.61,0.24,1.79,896339.52,7100.0,7100.0,896339.52,,,,,,,,,,,,,,,,,,0.9,,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1405
2017-02-10,35600.0,4492541.99,4.05,0.58,4.5,3596557.49,7100.0,28500.0,895984.5,,,,,,21400.0,,,,,,,,,2.7,,,0.9,,,,100.0,6.35,0.0,0.0,,0.0,100.0,24.91,0.6259,75.09,0.3185
2017-02-13,52200.0,6587118.13,5.99,0.85,6.59,5766883.11,17200.0,45700.0,2170468.04,,,,2.17,,,,0.9,17200.0,7100.0,,,2.17,,,17200.0,,2.17,,,,20.11,17.02,68344.0,8624329.53,,8.63,20.11,46.83,0.502,53.17,0.5166
2017-02-14,45100.0,5690041.54,5.15,0.73,5.7,4869969.04,17200.0,38600.0,2170038.02,,,,,,,,,,,,,,,,,7100.0,2.17,0.9,,,20.11,17.02,68344.0,8622620.82,,8.63,20.11,44.56,0.5059,55.44,0.4463
2017-02-15,45100.0,5689590.44,5.09,0.73,5.7,4869582.95,17200.0,38600.0,2169865.98,,,,,,,,,,,,,,,,,,2.17,,,,20.11,17.02,68344.0,8621937.24,,8.64,20.11,44.56,0.5059,55.44,0.4463
2017-02-16,45100.0,5689590.44,5.24,0.73,5.7,4869582.95,17200.0,38600.0,2169865.98,,,,,,,,,,,,,,,,,,2.17,,,,20.11,17.03,68323.0,8619287.98,,8.64,20.11,44.56,0.5059,55.44,0.4464
2017-02-17,23700.0,2988451.53,2.72,0.38,2.99,2168834.02,6500.0,17200.0,819617.51,,,,,,,,1.36,,10700.0,,,,,,,21400.0,0.82,2.71,,,38.08,6.45,10571.0,1332950.26,,1.33,38.08,,1.0,100.0,0.2352
2017-02-20,13000.0,1639819.99,1.5,0.2,1.64,819910.0,6500.0,6500.0,819910.0,,,,,,,,,,,,,,,,,10700.0,0.82,1.35,,,38.08,6.45,10571.0,1333425.93,,1.33,38.08,,1.0,100.0,0.129
2017-02-21,13000.0,1639169.95,1.5,0.2,1.64,819584.98,6500.0,6500.0,819584.98,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1332897.35,,1.33,38.08,,1.0,100.0,0.129
2017-02-22,13000.0,1639689.96,1.46,0.2,1.64,819844.98,6500.0,6500.0,819844.98,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1333320.2,,1.34,38.08,,1.0,100.0,0.129
2017-02-23,13000.0,1640145.01,1.43,0.2,1.64,820072.51,6500.0,6500.0,820072.51,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1333690.22,,1.33,38.08,,1.0,100.0,0.129
2017-02-24,13000.0,1641444.99,1.44,0.2,1.64,820722.5,6500.0,6500.0,820722.5,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1334747.31,,1.33,38.08,,1.0,100.0,0.129
2017-02-27,13000.0,1640665.02,1.37,0.2,1.64,820332.51,6500.0,6500.0,820332.51,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1334113.07,,1.33,38.08,,1.0,100.0,0.129
2017-02-28,13000.0,1640340.0,1.13,0.2,1.64,820170.0,6500.0,6500.0,820170.0,,,,,,,,,,,,,,,,,,0.82,,,,38.08,6.45,10571.0,1333848.78,,1.33,38.08,,1.0,100.0,0.129
2017-03-01,6500.0,819747.49,0.66,0.1,0.82,819747.49,0.0,6500.0,0.0,,,,,,,,0.82,,6500.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0645
2017-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.82,,,0.0,0.0,100741.0,12705455.2,,12.71,0.0,,0.0,,0.0
2017-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100741.0,12703439.95,,12.76,0.0,,0.0,,0.0
2017-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100741.0,12713010.46,,12.71,0.0,,0.0,,0.0
2017-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100647.0,12702657.78,,12.68,0.0,,0.0,,0.0
2017-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100357.0,12656021.33,,12.67,0.0,,0.0,,0.0
2017-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12635371.74,,12.63,0.0,,0.0,,0.0
2017-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12630861.43,,12.65,0.0,,0.0,,0.0
2017-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12629358.0,,12.62,0.0,,0.0,,0.0
2017-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12629858.89,,12.61,0.0,,0.0,,0.0
2017-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12630360.54,,12.76,0.0,,0.0,,0.0
2017-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100233.0,12634369.96,,12.7,0.0,,0.0,,0.0
2017-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12810310.72,,12.8,0.0,,0.0,,0.0
2017-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12805228.53,,12.82,0.0,,0.0,,0.0
2017-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12805228.53,,12.81,0.0,,0.0,,0.0
2017-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12812344.21,,12.79,0.0,,0.0,,0.0
2017-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12805228.53,,12.81,0.0,,0.0,,0.0
2017-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12811327.47,,12.8,0.0,,0.0,,0.0
2017-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,101653.0,12800145.57,,12.8,0.0,,0.0,,0.0
2017-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106153.0,13375808.47,,13.35,0.0,,0.0,,0.0
2017-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106153.0,13383770.43,,13.4,0.0,,0.0,,0.0
2017-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106153.0,13376339.76,,13.34,0.0,,0.0,,0.0
2017-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106153.0,13373685.77,,13.32,0.0,,0.0,,0.0
2017-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106153.0,13383239.15,,13.39,0.0,,0.0,,0.0
2017-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106118.0,13377765.93,,13.4,0.0,,0.0,,0.0
2017-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106107.0,13379031.24,,13.4,0.0,,0.0,,0.0
2017-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106107.0,13371603.78,,13.37,0.0,,0.0,,0.0
