,STU FP Equity_DX_SI_QTY,STU FP Equity_DX_SHORT_INTEREST_VALUE,STU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STU FP Equity_DX_SI_MV,STU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STU FP Equity_DX_SUPPLY_SI_QTY,STU FP Equity_DX_BROKER_SI_QTY,STU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STU FP Equity_DX_BROKER_SI_MV_NEW_x,STU FP Equity_DX_SUPPLY_SI_QTY_INC_x,STU FP Equity_DX_BROKER_SI_MV_INC_x,STU FP Equity_DX_BROKER_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_NEW,STU FP Equity_DX_SUPPLY_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_QTY_INC,STU FP Equity_DX_SUPPLY_SI_QTY_DEC,STU FP Equity_DX_BROKER_SI_MV_NEW_y,STU FP Equity_DX_BROKER_SI_MV_INC_y,STU FP Equity_DX_SUPPLY_SI_QTY_INC_y,STU FP Equity_DX_BROKER_SI_MV_ADD,STU FP Equity_DX_SUPPLY_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_DEC,STU FP Equity_DX_SUPPLY_SI_MV,STU FP Equity_DX_BROKER_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_MV_RMV,STU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STU FP Equity_DX_UTILIZATION_QUANTITY,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STU FP Equity_DX_ACTIVE_UTILIZATION_MV,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STU FP Equity_DX_BROKER_SI_CON_RATIO,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STU FP Equity_DX_DEMAND_SUPPLY_RATIO,STU FP Equity_PX_LAST
2004-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.34
2004-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
2004-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.14
2004-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72
2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62
2004-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85
2004-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.22
2004-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.32
2004-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.53
2004-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95
2004-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48
2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.78
2004-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.77
2004-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2004-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2004-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.54
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37
2004-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4
2004-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45
2004-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.13
2004-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.12
2004-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.97
2004-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.24
2004-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.54
2004-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.13
2004-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.77
2004-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74
2004-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49
2004-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.08
2004-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38
2004-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.11
2004-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
2004-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79
2004-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26
2004-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37
2004-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94
2004-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.32
2004-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87
2004-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.38
2004-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99
2004-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.74
2004-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64
2004-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83
2004-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64
2004-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38
2004-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9
2004-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67
2004-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.78
2004-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4
2004-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.41
2004-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.37
2004-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.53
2004-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
2004-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.27
2004-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05
2004-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5
2004-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56
2004-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.36
2004-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1
2004-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.98
2004-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.26
2004-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2
2004-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.65
2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1
2004-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.69
2004-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48
2004-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.36
2004-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6
2004-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6
2004-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35
2004-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.51
2004-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.32
2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.44
2004-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.43
2004-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7
2004-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.08
2004-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8
2004-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05
2004-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1
2004-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.38
2004-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58
2004-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9
2004-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.55
2004-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.55
2004-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2004-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7
2004-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7
2004-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.55
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.85
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.95
2005-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.85
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7
2005-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.12
2005-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15
2005-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2005-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2005-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93
2005-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15
2005-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.55
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8
2005-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8
2005-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2005-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8
2005-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.95
2005-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.35
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75
2005-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3
2005-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75
2005-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9
2005-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5
2005-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5
2005-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5
2005-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
2005-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3
2005-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.05
2005-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7
2005-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2005-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.24
2005-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.16
2005-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.98
2005-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9
2005-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4
2005-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65
2005-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25
2005-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8
2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.86
2005-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25
2005-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2005-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65
2005-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2005-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65
2005-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65
2005-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65
2005-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15
2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65
2005-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65
2005-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85
2005-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.35
2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2005-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1
2005-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85
2005-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.25
2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.35
2005-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.93
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.83
2005-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5
2005-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.15
2005-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.85
2005-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.85
2005-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35
2005-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35
2005-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1
2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.27
2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.15
2005-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.15
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81
2005-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.95
2005-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2005-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3
2005-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7
2005-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1
2005-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.05
2005-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02
2005-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7
2005-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.55
2005-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.55
2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2
2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
2005-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9
2005-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8
2005-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.95
2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
2005-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5
2005-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3
2005-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6
2005-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8
2005-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.05
2005-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.34
2005-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.96
2005-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7
2005-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9
2005-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8
2005-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.75
2005-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.15
2005-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2005-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.16
2005-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.45
2005-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2005-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2005-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2
2005-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
2005-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.34
2005-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5
2005-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.32
2005-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22
2005-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2005-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2005-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.68
2005-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.34
2005-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.78
2005-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.54
2005-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.48
2005-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2
2005-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6
2005-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2005-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2
2005-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6
2005-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.56
2005-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2005-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.55
2005-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5
2005-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.55
2005-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4
2005-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9
2005-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2005-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.35
2005-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2005-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.55
2005-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.05
2005-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2005-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.75
2005-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.65
2005-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5
2005-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6
2005-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2005-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.05
2005-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.95
2005-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2005-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7
2005-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4
2005-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.18
2005-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.45
2005-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25
2005-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.73
2005-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.55
2005-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.85
2005-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2005-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.85
2005-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.12
2005-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25
2005-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35
2005-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3
2005-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4
2005-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.52
2005-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.45
2005-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85
2005-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2005-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2005-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.45
2005-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.35
2005-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.45
2005-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4
2005-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24
2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2
2005-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2
2005-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2005-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.05
2005-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.05
2005-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.92
2005-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.84
2005-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.85
2005-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6
2005-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58
2005-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42
2005-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95
