,ALCAB FP Equity_DX_SI_QTY,ALCAB FP Equity_DX_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAB FP Equity_DX_SI_MV,ALCAB FP Equity_DX_DSS,ALCAB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SUPPLY_SI_QTY,ALCAB FP Equity_DX_BROKER_SI_QTY,ALCAB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAB FP Equity_DX_BROKER_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_MV_ADD,ALCAB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_QTY_DEC,ALCAB FP Equity_DX_SUPPLY_SI_MV,ALCAB FP Equity_DX_BROKER_SI_MV_DEC,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAB FP Equity_DX_BROKER_SI_CON_RATIO,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAB FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCAB FP Equity_PX_LAST
2024-08-13,300.0,466.5,0.01,0.47,0.01,0.0,0.0,311.0,100.0,200.0,155.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.555
2024-08-14,300.0,468.0,0.01,0.47,0.01,0.0,0.0,312.0,100.0,200.0,156.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.56
2024-08-15,300.0,469.5,0.01,0.5,0.01,0.0,0.0,313.0,100.0,200.0,156.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.565
2024-08-16,300.0,471.0,0.01,0.55,0.01,0.0,0.0,314.0,100.0,200.0,157.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.57
2024-08-19,300.0,493.5,0.01,0.57,0.01,0.0,0.0,329.0,100.0,200.0,164.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.645
2024-08-20,300.0,490.5,0.01,0.62,0.01,0.0,0.0,327.0,100.0,200.0,163.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.635
2024-08-21,300.0,489.0,0.01,0.68,0.01,0.0,0.0,326.0,100.0,200.0,163.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.63
2024-08-22,300.0,489.0,0.01,1.19,0.01,0.0,0.0,326.0,100.0,200.0,163.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.63
2024-08-23,300.0,486.0,0.01,1.28,0.01,0.0,0.0,324.0,100.0,200.0,162.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.62
2024-08-26,300.0,486.0,0.01,1.4,0.01,0.0,0.0,324.0,100.0,200.0,162.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.62
2024-08-27,300.0,486.0,0.01,1.43,0.01,0.0,0.0,324.0,100.0,200.0,162.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.62
2024-08-28,300.0,493.5,0.01,1.47,0.01,0.0,0.0,329.0,100.0,200.0,164.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.645
2024-08-29,300.0,495.0,0.01,1.38,0.01,0.0,0.0,330.0,100.0,200.0,165.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.65
2024-08-30,300.0,480.0,0.01,1.33,0.01,0.0,0.0,320.0,100.0,200.0,160.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.6
2024-09-02,300.0,478.5,0.01,1.1,0.01,0.0,0.0,319.0,100.0,200.0,159.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.595
2024-09-03,300.0,478.5,0.01,1.09,0.01,0.0,0.0,319.0,100.0,200.0,159.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.595
2024-09-04,300.0,478.5,0.01,1.1,0.01,0.0,0.0,319.0,100.0,200.0,159.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.595
2024-09-05,300.0,478.5,0.01,1.08,0.01,0.0,0.0,319.0,100.0,200.0,159.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.595
2024-09-06,300.0,480.0,0.01,1.27,0.01,0.0,0.0,320.0,100.0,200.0,160.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.6
2024-09-09,300.0,480.0,0.01,1.35,0.01,0.0,0.0,320.0,100.0,200.0,160.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.6
2024-09-10,300.0,480.0,0.01,1.38,0.01,0.0,0.0,320.0,100.0,200.0,160.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.6
2024-09-11,300.0,478.5,0.01,1.45,0.01,0.0,0.0,319.0,100.0,200.0,159.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.595
2024-09-12,300.0,471.0,0.01,1.59,0.01,0.0,0.0,314.0,100.0,200.0,157.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.57
2024-09-13,300.0,465.0,0.01,1.51,0.01,0.0,0.0,310.0,100.0,200.0,155.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.55
2024-09-16,300.0,465.0,0.01,1.38,0.01,0.0,0.0,310.0,100.0,200.0,155.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.55
2024-09-17,300.0,471.0,0.01,1.36,0.01,0.0,0.0,314.0,100.0,200.0,157.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.57
2024-09-18,300.0,474.0,0.01,1.23,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-19,300.0,474.0,0.01,1.13,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-20,300.0,474.0,0.01,1.11,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-23,300.0,474.0,0.01,1.08,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-24,300.0,474.0,0.01,1.05,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-25,300.0,474.0,0.01,1.02,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-26,300.0,474.0,0.01,1.04,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-27,300.0,474.0,0.01,1.02,0.01,0.0,0.0,316.0,100.0,200.0,158.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.58
2024-09-30,300.0,456.0,0.01,1.02,0.01,0.0,0.0,304.0,100.0,200.0,152.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.52
2024-10-01,300.0,448.5,0.01,0.79,0.01,0.0,0.0,299.0,100.0,200.0,149.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.495
2024-10-02,300.0,432.0,0.01,0.74,0.01,0.0,0.0,288.0,100.0,200.0,144.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.44
2024-10-03,300.0,435.0,0.01,0.7,0.01,0.0,0.0,290.0,100.0,200.0,145.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.45
2024-10-04,300.0,435.0,0.01,0.69,0.01,0.0,0.0,290.0,100.0,200.0,145.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.45
2024-10-07,300.0,411.0,0.01,0.7,0.01,0.0,0.0,274.0,100.0,200.0,137.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.55,0.5681,68.45,0.6881,1.37
2024-10-08,300.0,414.0,0.01,0.63,0.01,0.0,0.0,276.0,100.0,200.0,138.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.95,0.5582,67.05,0.6881,1.38
2024-10-09,300.0,417.0,0.01,0.61,0.01,0.0,0.0,278.0,100.0,200.0,139.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.95,0.5582,67.05,0.6881,1.39
2024-10-10,300.0,412.5,0.01,0.58,0.01,0.0,0.0,275.0,100.0,200.0,137.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.55,0.5609,67.45,0.6881,1.375
2024-10-11,300.0,402.0,0.01,0.55,0.01,0.0,0.0,268.0,100.0,200.0,134.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.34
2024-10-14,300.0,393.0,0.01,0.53,0.01,0.0,0.0,262.0,100.0,200.0,131.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.29,0.5627,67.71,0.6881,1.31
2024-10-15,300.0,414.0,0.01,0.42,0.01,0.0,0.0,276.0,100.0,200.0,138.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.94,0.5516,66.06,0.6881,1.38
2024-10-16,300.0,421.5,0.01,0.38,0.01,0.0,0.0,281.0,100.0,200.0,140.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.18,0.5566,66.82,0.6881,1.405
2024-10-17,300.0,417.0,0.01,0.37,0.01,0.0,0.0,278.0,100.0,200.0,139.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.55,0.5609,67.45,0.6881,1.39
2024-10-18,300.0,423.0,0.01,0.35,0.01,0.0,0.0,282.0,100.0,200.0,141.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.1,0.5571,66.9,0.6881,1.41
2024-10-21,300.0,415.5,0.01,0.34,0.01,0.0,0.0,277.0,100.0,200.0,138.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.39,0.562,67.61,0.6881,1.385
2024-10-22,300.0,418.5,0.01,0.34,0.01,0.0,0.0,279.0,100.0,200.0,139.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.95,0.5582,67.05,0.6881,1.395
2024-10-23,300.0,426.0,0.01,0.34,0.01,0.0,0.0,284.0,100.0,200.0,142.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.18,0.5566,66.82,0.6881,1.42
2024-10-24,300.0,432.0,0.01,0.32,0.01,0.0,0.0,288.0,100.0,200.0,144.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.1,0.5572,66.9,0.6881,1.44
2024-10-25,300.0,432.0,0.01,0.3,0.01,0.0,0.0,288.0,100.0,200.0,144.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.44
2024-10-28,300.0,426.0,0.01,0.29,0.01,0.0,0.0,284.0,100.0,200.0,142.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.48,0.5614,67.52,0.6881,1.42
2024-10-29,300.0,427.5,0.01,0.29,0.01,0.0,0.0,285.0,100.0,200.0,142.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.86,0.5587,67.14,0.6881,1.425
2024-10-30,300.0,420.0,0.01,0.29,0.01,0.0,0.0,280.0,100.0,200.0,140.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.4,0.562,67.6,0.6881,1.4
2024-10-31,300.0,426.0,0.01,0.28,0.01,0.0,0.0,284.0,100.0,200.0,142.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.1,0.5571,66.9,0.6881,1.42
2024-11-01,300.0,427.5,0.01,0.28,0.01,0.0,0.0,285.0,100.0,200.0,142.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.86,0.5587,67.14,0.6881,1.425
2024-11-04,300.0,420.0,0.01,0.27,0.01,0.0,0.0,280.0,100.0,200.0,140.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.4,0.562,67.6,0.6881,1.4
2024-11-05,300.0,405.0,0.01,0.27,0.01,0.0,0.0,270.0,100.0,200.0,135.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,1.35
2024-11-06,300.0,399.0,0.01,0.25,0.01,0.0,0.0,266.0,100.0,200.0,133.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.46,0.5615,67.54,0.6881,1.33
2024-11-07,300.0,397.5,0.01,0.23,0.01,0.0,0.0,265.0,100.0,200.0,132.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.7,0.5598,67.3,0.6881,1.325
2024-11-08,300.0,390.0,0.01,0.23,0.01,0.0,0.0,260.0,100.0,200.0,130.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.37,0.5622,67.63,0.6881,1.3
2024-11-11,300.0,321.0,0.01,0.22,0.01,0.0,0.0,214.0,100.0,200.0,107.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,28.65,0.5912,71.35,0.6881,1.07
2024-11-12,300.0,312.0,0.01,0.21,0.01,0.0,0.0,208.0,100.0,200.0,104.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.16,0.5636,67.84,0.6881,1.04
2024-11-13,300.0,301.5,0.01,0.19,0.01,0.0,0.0,201.0,100.0,200.0,100.5,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.04,0.5645,67.96,0.6881,1.005
2024-11-14,300.0,285.0,0.01,0.19,0.01,0.0,0.0,190.0,100.0,200.0,95.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.56,0.568,68.44,0.6881,0.95
2024-11-15,300.0,288.0,0.01,0.17,0.01,0.0,0.0,192.0,100.0,200.0,96.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.02,0.5577,66.98,0.6881,0.96
2024-11-18,300.0,264.0,0.01,0.16,0.01,0.0,0.0,176.0,100.0,200.0,88.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.9,0.573,69.1,0.6881,0.88
2024-11-19,300.0,240.0,0.01,0.16,0.01,0.0,0.0,160.0,100.0,200.0,80.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.72,0.5743,69.28,0.6881,0.8
2024-11-20,300.0,228.6,0.01,0.14,0.01,0.0,0.0,152.4,100.0,200.0,76.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.72,0.5668,68.28,0.6881,0.762
2024-11-21,300.0,228.0,0.01,0.14,0.01,0.0,0.0,152.0,100.0,200.0,76.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.73,0.5597,67.27,0.6881,0.76
2024-11-22,300.0,216.0,0.01,0.15,0.01,0.0,0.0,144.0,100.0,200.0,72.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.61,0.5677,68.39,0.6881,0.72
2024-11-25,300.0,215.4,0.01,0.15,0.01,0.0,0.0,143.6,100.0,200.0,71.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.73,0.5597,67.27,0.6881,0.718
2024-11-26,300.0,213.6,0.01,0.16,0.01,0.0,0.0,142.4,100.0,200.0,71.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.6,0.5605,67.4,0.6881,0.712
2024-11-27,300.0,210.0,0.01,0.17,0.01,0.0,0.0,140.0,100.0,200.0,70.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.41,0.5619,67.59,0.6881,0.7
2024-11-28,300.0,201.6,0.01,0.15,0.01,0.0,0.0,134.4,100.0,200.0,67.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.89,0.5656,68.11,0.6881,0.672
2024-11-29,300.0,205.2,0.01,0.14,0.01,0.0,0.0,136.8,100.0,200.0,68.4,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.18,0.5566,66.82,0.6881,0.684
2024-12-02,300.0,204.6,0.01,0.15,0.01,0.0,0.0,136.4,100.0,200.0,68.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.72,0.5597,67.28,0.6881,0.682
2024-12-03,300.0,198.0,0.01,0.15,0.01,0.0,0.0,132.0,100.0,200.0,66.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.07,0.5643,67.93,0.6881,0.66
2024-12-04,300.0,198.6,0.01,0.14,0.01,0.0,0.0,132.4,100.0,200.0,66.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.85,0.5588,67.15,0.6881,0.662
2024-12-05,300.0,196.8,0.01,0.14,0.01,0.0,0.0,131.2,100.0,200.0,65.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.59,0.5606,67.41,0.6881,0.656
2024-12-06,300.0,198.0,0.01,0.15,0.01,0.0,0.0,132.0,100.0,200.0,66.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.92,0.5583,67.08,0.6881,0.66
2024-12-09,300.0,196.2,0.01,0.15,0.01,0.0,0.0,130.8,100.0,200.0,65.4,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.59,0.5606,67.41,0.6881,0.654
2024-12-10,300.0,192.0,0.01,0.15,0.01,0.0,0.0,128.0,100.0,200.0,64.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.31,0.5626,67.69,0.6881,0.64
2024-12-11,300.0,189.6,0.01,0.15,0.01,0.0,0.0,126.4,100.0,200.0,63.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.51,0.5612,67.49,0.6881,0.632
2024-12-12,300.0,180.0,0.01,0.15,0.01,0.0,0.0,120.0,100.0,200.0,60.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.65,0.5673,68.35,0.6881,0.6
2024-12-13,300.0,174.0,0.01,0.15,0.01,0.0,0.0,116.0,100.0,200.0,58.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.04,0.5645,67.96,0.6881,0.58
2024-12-16,300.0,168.0,0.01,0.15,0.01,0.0,0.0,112.0,100.0,200.0,56.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.02,0.5647,67.98,0.6881,0.56
2024-12-17,300.0,173.4,0.01,0.14,0.01,0.0,0.0,115.6,100.0,200.0,57.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.49,0.5545,66.51,0.6881,0.578
2024-12-18,300.0,172.8,0.01,0.14,0.01,0.0,0.0,115.2,100.0,200.0,57.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.71,0.5598,67.29,0.6881,0.576
2024-12-19,300.0,172.2,0.01,0.14,0.01,0.0,0.0,114.8,100.0,200.0,57.4,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.71,0.5598,67.29,0.6881,0.574
2024-12-20,300.0,172.2,0.01,0.14,0.01,0.0,0.0,114.8,100.0,200.0,57.4,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,0.574
2024-12-23,300.0,171.0,0.01,0.14,0.01,0.0,0.0,114.0,100.0,200.0,57.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.63,0.5603,67.37,0.6881,0.57
2024-12-24,300.0,156.0,0.01,0.14,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.8,0.5738,69.2,0.6881,0.52
2024-12-25,300.0,156.0,0.01,0.14,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.78,0.5664,68.22,0.6881,
2024-12-26,300.0,156.0,0.01,0.14,0.01,0.0,0.0,104.0,100.0,200.0,52.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,
2024-12-27,300.0,155.4,0.01,0.14,0.01,0.0,0.0,103.6,100.0,200.0,51.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,0.518
2024-12-30,300.0,148.8,0.01,0.15,0.01,0.0,0.0,99.2,100.0,200.0,49.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.84,0.566,68.16,0.6881,0.496
2024-12-31,300.0,149.4,0.01,0.16,0.01,0.0,0.0,99.6,100.0,200.0,49.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.88,0.5586,67.12,0.6881,0.498
2025-01-01,300.0,149.4,0.01,0.17,0.01,0.0,0.0,99.6,100.0,200.0,49.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.83,0.559,67.17,0.6881,
2025-01-02,300.0,147.6,0.01,0.17,0.01,0.0,0.0,98.4,100.0,200.0,49.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.31,0.5626,67.69,0.6881,0.492
2025-01-03,300.0,135.0,0.01,0.17,0.01,0.0,0.0,90.0,100.0,200.0,45.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.85,0.5733,69.15,0.6881,0.45
2025-01-06,300.0,135.6,0.01,0.17,0.01,0.0,0.0,90.4,100.0,200.0,45.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.88,0.5586,67.12,0.6881,0.452
2025-01-07,300.0,144.0,0.01,0.16,0.01,0.0,0.0,96.0,100.0,200.0,48.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,34.12,0.5504,65.88,0.6881,0.48
2025-01-08,300.0,147.0,0.01,0.16,0.01,0.0,0.0,98.0,100.0,200.0,49.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.24,0.5562,66.76,0.6881,0.49
2025-01-09,300.0,153.0,0.01,0.16,0.01,0.0,0.0,102.0,100.0,200.0,51.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,33.67,0.5533,66.33,0.6881,0.51
2025-01-10,300.0,216.0,0.01,0.15,0.01,0.0,0.0,144.0,100.0,200.0,72.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,40.78,0.517,59.22,0.6881,0.72
2025-01-13,300.0,251.4,0.01,0.12,0.01,0.0,0.0,167.6,100.0,200.0,83.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,36.21,0.538,63.79,0.6881,0.838
2025-01-14,300.0,227.4,0.01,0.1,0.01,0.0,0.0,151.6,100.0,200.0,75.8,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.62,0.5752,69.38,0.6881,0.758
2025-01-15,300.0,213.6,0.01,0.1,0.01,0.0,0.0,142.4,100.0,200.0,71.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.42,0.569,68.58,0.6881,0.712
2025-01-16,300.0,195.6,0.01,0.1,0.01,0.0,0.0,130.4,100.0,200.0,65.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.88,0.5731,69.12,0.6881,0.652
2025-01-17,300.0,171.6,0.01,0.1,0.01,0.0,0.0,114.4,100.0,200.0,57.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,29.97,0.5802,70.03,0.6881,0.572
2025-01-20,300.0,172.8,0.01,0.09,0.01,0.0,0.0,115.2,100.0,200.0,57.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.94,0.5582,67.06,0.6881,0.576
2025-01-21,300.0,157.8,0.01,0.09,0.01,0.0,0.0,105.2,100.0,200.0,52.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.82,0.5736,69.18,0.6881,0.526
2025-01-22,300.0,156.6,0.01,0.08,0.01,0.0,0.0,104.4,100.0,200.0,52.2,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.62,0.5604,67.38,0.6881,0.522
2025-01-23,300.0,147.0,0.01,0.08,0.01,0.0,0.0,98.0,100.0,200.0,49.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.41,0.5691,68.59,0.6881,0.49
2025-01-24,300.0,147.0,0.01,0.07,0.01,0.0,0.0,98.0,100.0,200.0,49.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.79,0.5593,67.21,0.6881,0.49
2025-01-27,300.0,145.8,0.01,0.07,0.01,0.0,0.0,97.2,100.0,200.0,48.6,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.61,0.5605,67.39,0.6881,0.486
2025-01-28,300.0,138.0,0.01,0.07,0.01,0.0,0.0,92.0,100.0,200.0,46.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.59,0.5678,68.41,0.6881,0.46
2025-01-29,300.0,135.0,0.01,0.07,0.01,0.0,0.0,90.0,100.0,200.0,45.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,32.3,0.5626,67.7,0.6881,0.45
2025-01-30,300.0,123.0,0.01,0.06,0.01,0.0,0.0,82.0,100.0,200.0,41.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,30.77,0.574,69.23,0.6881,0.41
2025-01-31,300.0,117.0,0.01,0.06,0.01,0.0,0.0,78.0,100.0,200.0,39.0,,,,,0.0,,100.0,22.94,0.0,0.0,0.0,100.0,31.69,0.567,68.31,0.6881,0.39
