,ALUNT FP Equity_DX_SI_QTY,ALUNT FP Equity_DX_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUNT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUNT FP Equity_DX_SI_MV,ALUNT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SUPPLY_SI_QTY,ALUNT FP Equity_DX_BROKER_SI_QTY,ALUNT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUNT FP Equity_DX_SUPPLY_SI_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUNT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUNT FP Equity_DX_BROKER_SI_CON_RATIO,ALUNT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUNT FP Equity_PX_LAST
2022-03-25,,,,,,,,,,,,,,,,,,,,2.62
2022-03-28,,,,,,,,,,,,,,,,,,,,2.5
2022-03-29,,,,,,,,,,,,,,,,,,,,2.52
2022-03-30,,,,,,,,,,,,,,,,,,,,2.6
2022-03-31,,,,,,,,,,,,,,,,,,,,2.62
2022-04-01,,,,,,,,,,,,,,,,,,,,2.62
2022-04-04,,,,,,,,,,,,,,,,,,,,2.62
2022-04-05,,,,,,,,,,,,,,,,,,,,2.62
2022-04-06,,,,,,,,,,,,,,,,,,,,2.62
2022-04-07,,,,,,,,,,,,,,,,,,,,2.62
2022-04-08,,,,,,,,,,,,,,,,,,,,2.68
2022-04-11,,,,,,,,,,,,,,,,,,,,2.66
2022-04-12,,,,,,,,,,,,,,,,,,,,2.5
2022-04-13,,,,,,,,,,,,,,,,,,,,2.4
2022-04-14,,,,,,,,,,,,,,,,,,,,2.42
2022-04-19,,,,,,,,,,,,,,,,,,,,2.44
2022-04-20,,,,,,,,,,,,,,,,,,,,2.42
2022-04-21,,,,,,,,,,,,,,,,,,,,2.42
2022-04-22,,,,,,,,,,,,,,,,,,,,2.38
2022-04-25,,,,,,,,,,,,,,,,,,,,2.4
2022-04-26,,,,,,,,,,,,,,,,,,,,2.42
2022-04-27,,,,,,,,,,,,,,,,,,,,2.44
2022-04-28,,,,,,,,,,,,,,,,,,,,2.46
2022-04-29,,,,,,,,,,,,,,,,,,,,2.58
2022-05-02,,,,,,,,,,,,,,,,,,,,2.56
2022-05-03,,,,,,,,,,,,,,,,,,,,2.56
2022-05-04,,,,,,,,,,,,,,,,,,,,2.34
2022-05-05,,,,,,,,,,,,,,,,,,,,2.56
2022-05-06,,,,,,,,,,,,,,,,,,,,2.58
2022-05-09,,,,,,,,,,,,,,,,,,,,2.56
2022-05-10,,,,,,,,,,,,,,,,,,,,2.56
2022-05-11,,,,,,,,,,,,,,,,,,,,2.56
2022-05-12,,,,,,,,,,,,,,,,,,,,2.56
2022-05-13,,,,,,,,,,,,,,,,,,,,2.78
2022-05-16,,,,,,,,,,,,,,,,,,,,2.72
2022-05-17,,,,,,,,,,,,,,,,,,,,2.66
2022-05-18,,,,,,,,,,,,,,,,,,,,2.66
2022-05-19,,,,,,,,,,,,,,,,,,,,2.64
2022-05-20,,,,,,,,,,,,,,,,,,,,2.56
2022-05-23,,,,,,,,,,,,,,,,,,,,2.56
2022-05-24,,,,,,,,,,,,,,,,,,,,2.62
2022-05-25,,,,,,,,,,,,,,,,,,,,2.62
2022-05-26,,,,,,,,,,,,,,,,,,,,2.64
2022-05-27,,,,,,,,,,,,,,,,,,,,2.66
2022-05-30,,,,,,,,,,,,,,,,,,,,2.64
2022-05-31,,,,,,,,,,,,,,,,,,,,2.62
2022-06-01,,,,,,,,,,,,,,,,,,,,2.54
2022-06-02,,,,,,,,,,,,,,,,,,,,2.56
2022-06-03,,,,,,,,,,,,,,,,,,,,2.64
2022-06-06,,,,,,,,,,,,,,,,,,,,2.6
2022-06-07,,,,,,,,,,,,,,,,,,,,2.6
2022-06-08,,,,,,,,,,,,,,,,,,,,2.6
2022-06-09,,,,,,,,,,,,,,,,,,,,2.62
2022-06-10,,,,,,,,,,,,,,,,,,,,2.62
2022-06-13,,,,,,,,,,,,,,,,,,,,2.64
2022-06-14,,,,,,,,,,,,,,,,,,,,2.64
2022-06-15,,,,,,,,,,,,,,,,,,,,2.6
2022-06-16,,,,,,,,,,,,,,,,,,,,2.56
2022-06-17,,,,,,,,,,,,,,,,,,,,2.58
2022-06-20,,,,,,,,,,,,,,,,,,,,2.5
2022-06-21,,,,,,,,,,,,,,,,,,,,2.36
2022-06-22,,,,,,,,,,,,,,,,,,,,2.32
2022-06-23,,,,,,,,,,,,,,,,,,,,2.34
2022-06-24,,,,,,,,,,,,,,,,,,,,2.36
2022-06-27,,,,,,,,,,,,,,,,,,,,2.38
2022-06-28,,,,,,,,,,,,,,,,,,,,2.4
2022-06-29,,,,,,,,,,,,,,,,,,,,2.5
2022-06-30,,,,,,,,,,,,,,,,,,,,2.5
2022-07-01,,,,,,,,,,,,,,,,,,,,2.36
2022-07-04,,,,,,,,,,,,,,,,,,,,2.4
2022-07-05,,,,,,,,,,,,,,,,,,,,2.44
2022-07-06,,,,,,,,,,,,,,,,,,,,2.38
2022-07-07,,,,,,,,,,,,,,,,,,,,2.38
2022-07-08,,,,,,,,,,,,,,,,,,,,2.4
2022-07-11,,,,,,,,,,,,,,,,,,,,2.4
2022-07-12,,,,,,,,,,,,,,,,,,,,2.3
2022-07-13,,,,,,,,,,,,,,,,,,,,2.3
2022-07-14,,,,,,,,,,,,,,,,,,,,2.32
2022-07-15,,,,,,,,,,,,,,,,,,,,2.34
2022-07-18,,,,,,,,,,,,,,,,,,,,2.36
2022-07-19,,,,,,,,,,,,,,,,,,,,2.38
2022-07-20,,,,,,,,,,,,,,,,,,,,2.46
2022-07-21,,,,,,,,,,,,,,,,,,,,2.46
2022-07-22,,,,,,,,,,,,,,,,,,,,2.46
2022-07-25,,,,,,,,,,,,,,,,,,,,2.48
2022-07-26,,,,,,,,,,,,,,,,,,,,2.38
2022-07-27,,,,,,,,,,,,,,,,,,,,2.4
2022-07-28,,,,,,,,,,,,,,,,,,,,2.42
2022-07-29,,,,,,,,,,,,,,,,,,,,2.46
2022-08-01,,,,,,,,,,,,,,,,,,,,2.34
2022-08-02,,,,,,,,,,,,,,,,,,,,2.36
2022-08-03,,,,,,,,,,,,,,,,,,,,2.38
2022-08-04,,,,,,,,,,,,,,,,,,,,2.48
2022-08-05,,,,,,,,,,,,,,,,,,,,2.48
2022-08-08,,,,,,,,,,,,,,,,,,,,2.5
2022-08-09,,,,,,,,,,,,,,,,,,,,2.5
2022-08-10,,,,,,,,,,,,,,,,,,,,2.5
2022-08-11,,,,,,,,,,,,,,,,,,,,2.6
2022-08-12,,,,,,,,,,,,,,,,,,,,2.6
2022-08-15,,,,,,,,,,,,,,,,,,,,2.6
2022-08-16,,,,,,,,,,,,,,,,,,,,2.58
2022-08-17,,,,,,,,,,,,,,,,,,,,2.56
2022-08-18,,,,,,,,,,,,,,,,,,,,2.56
2022-08-19,,,,,,,,,,,,,,,,,,,,2.56
2022-08-22,,,,,,,,,,,,,,,,,,,,2.5
2022-08-23,,,,,,,,,,,,,,,,,,,,2.52
2022-08-24,,,,,,,,,,,,,,,,,,,,2.52
2022-08-25,,,,,,,,,,,,,,,,,,,,2.4
2022-08-26,,,,,,,,,,,,,,,,,,,,2.42
2022-08-29,,,,,,,,,,,,,,,,,,,,2.44
2022-08-30,,,,,,,,,,,,,,,,,,,,2.46
2022-08-31,,,,,,,,,,,,,,,,,,,,2.48
2022-09-01,,,,,,,,,,,,,,,,,,,,2.5
2022-09-02,,,,,,,,,,,,,,,,,,,,2.5
2022-09-05,,,,,,,,,,,,,,,,,,,,2.5
2022-09-06,,,,,,,,,,,,,,,,,,,,2.52
2022-09-07,,,,,,,,,,,,,,,,,,,,2.58
2022-09-08,,,,,,,,,,,,,,,,,,,,2.44
2022-09-09,,,,,,,,,,,,,,,,,,,,2.46
2022-09-12,,,,,,,,,,,,,,,,,,,,2.48
2022-09-13,,,,,,,,,,,,,,,,,,,,2.44
2022-09-14,,,,,,,,,,,,,,,,,,,,2.46
2022-09-15,,,,,,,,,,,,,,,,,,,,2.48
2022-09-16,,,,,,,,,,,,,,,,,,,,2.5
2022-09-19,,,,,,,,,,,,,,,,,,,,2.42
2022-09-20,,,,,,,,,,,,,,,,,,,,2.44
2022-09-21,,,,,,,,,,,,,,,,,,,,2.4
2022-09-22,,,,,,,,,,,,,,,,,,,,2.42
2022-09-23,,,,,,,,,,,,,,,,,,,,2.42
2022-09-26,,,,,,,,,,,,,,,,,,,,2.44
2022-09-27,,,,,,,,,,,,,,,,,,,,2.46
2022-09-28,,,,,,,,,,,,,,,,,,,,2.48
2022-09-29,,,,,,,,,,,,,,,,,,,,2.5
2022-09-30,,,,,,,,,,,,,,,,,,,,2.5
2022-10-03,,,,,,,,,,,,,,,,,,,,2.34
2022-10-04,,,,,,,,,,,,,,,,,,,,2.36
2022-10-05,,,,,,,,,,,,,,,,,,,,2.38
2022-10-06,,,,,,,,,,,,,,,,,,,,2.38
2022-10-07,,,,,,,,,,,,,,,,,,,,2.4
2022-10-10,,,,,,,,,,,,,,,,,,,,2.42
2022-10-11,,,,,,,,,,,,,,,,,,,,2.38
2022-10-12,,,,,,,,,,,,,,,,,,,,2.34
2022-10-13,,,,,,,,,,,,,,,,,,,,2.26
2022-10-14,,,,,,,,,,,,,,,,,,,,2.3
2022-10-17,,,,,,,,,,,,,,,,,,,,2.32
2022-10-18,,,,,,,,,,,,,,,,,,,,2.34
2022-10-19,,,,,,,,,,,,,,,,,,,,2.34
2022-10-20,,,,,,,,,,,,,,,,,,,,2.34
2022-10-21,,,,,,,,,,,,,,,,,,,,2.34
2022-10-24,,,,,,,,,,,,,,,,,,,,2.38
2022-10-25,,,,,,,,,,,,,,,,,,,,2.38
2022-10-26,,,,,,,,,,,,,,,,,,,,2.38
2022-10-27,,,,,,,,,,,,,,,,,,,,2.38
2022-10-28,,,,,,,,,,,,,,,,,,,,2.38
2022-10-31,,,,,,,,,,,,,,,,,,,,2.38
2022-11-01,,,,,,,,,,,,,,,,,,,,2.22
2022-11-02,,,,,,,,,,,,,,,,,,,,2.24
2022-11-03,,,,,,,,,,,,,,,,,,,,2.16
2022-11-04,,,,,,,,,,,,,,,,,,,,2.14
2022-11-07,,,,,,,,,,,,,,,,,,,,2.02
2022-11-08,,,,,,,,,,,,,,,,,,,,2.02
2022-11-09,,,,,,,,,,,,,,,,,,,,2.04
2022-11-10,,,,,,,,,,,,,,,,,,,,2.26
2022-11-11,,,,,,,,,,,,,,,,,,,,2.26
2022-11-14,,,,,,,,,,,,,,,,,,,,2.24
2022-11-15,,,,,,,,,,,,,,,,,,,,2.12
2022-11-16,,,,,,,,,,,,,,,,,,,,2.12
2022-11-17,,,,,,,,,,,,,,,,,,,,2.12
2022-11-18,,,,,,,,,,,,,,,,,,,,2.12
2022-11-21,,,,,,,,,,,,,,,,,,,,2.12
2022-11-22,,,,,,,,,,,,,,,,,,,,2.12
2022-11-23,,,,,,,,,,,,,,,,,,,,2.12
2022-11-24,,,,,,,,,,,,,,,,,,,,2.12
2022-11-25,,,,,,,,,,,,,,,,,,,,2.1
2022-11-28,,,,,,,,,,,,,,,,,,,,2.1
2022-11-29,,,,,,,,,,,,,,,,,,,,2.04
2022-11-30,,,,,,,,,,,,,,,,,,,,2.04
2022-12-01,,,,,,,,,,,,,,,,,,,,2.02
2022-12-02,,,,,,,,,,,,,,,,,,,,2.04
2022-12-05,,,,,,,,,,,,,,,,,,,,2.04
2022-12-06,,,,,,,,,,,,,,,,,,,,2.04
2022-12-07,,,,,,,,,,,,,,,,,,,,2.2
2022-12-08,,,,,,,,,,,,,,,,,,,,2.2
2022-12-09,,,,,,,,,,,,,,,,,,,,2.2
2022-12-12,,,,,,,,,,,,,,,,,,,,2.2
2022-12-13,,,,,,,,,,,,,,,,,,,,2.2
2022-12-14,,,,,,,,,,,,,,,,,,,,2.2
2022-12-15,,,,,,,,,,,,,,,,,,,,2.2
2022-12-16,,,,,,,,,,,,,,,,,,,,2.2
2022-12-19,,,,,,,,,,,,,,,,,,,,2.16
2022-12-20,,,,,,,,,,,,,,,,,,,,2.0
2022-12-21,,,,,,,,,,,,,,,,,,,,1.97
2022-12-22,,,,,,,,,,,,,,,,,,,,1.8
2022-12-23,,,,,,,,,,,,,,,,,,,,1.8
2022-12-27,,,,,,,,,,,,,,,,,,,,1.8
2022-12-28,,,,,,,,,,,,,,,,,,,,1.8
2022-12-29,,,,,,,,,,,,,,,,,,,,1.8
2022-12-30,,,,,,,,,,,,,,,,,,,,1.8
2023-01-02,,,,,,,,,,,,,,,,,,,,1.78
2023-01-03,,,,,,,,,,,,,,,,,,,,1.78
2023-01-04,,,,,,,,,,,,,,,,,,,,1.78
2023-01-05,,,,,,,,,,,,,,,,,,,,1.78
2023-01-06,,,,,,,,,,,,,,,,,,,,1.8
2023-01-09,,,,,,,,,,,,,,,,,,,,1.86
2023-01-10,,,,,,,,,,,,,,,,,,,,1.87
2023-01-11,,,,,,,,,,,,,,,,,,,,1.86
2023-01-12,,,,,,,,,,,,,,,,,,,,1.87
2023-01-13,,,,,,,,,,,,,,,,,,,,1.85
2023-01-16,,,,,,,,,,,,,,,,,,,,1.87
2023-01-17,,,,,,,,,,,,,,,,,,,,1.86
2023-01-18,,,,,,,,,,,,,,,,,,,,1.86
2023-01-19,,,,,,,,,,,,,,,,,,,,1.87
2023-01-20,,,,,,,,,,,,,,,,,,,,1.86
2023-01-23,,,,,,,,,,,,,,,,,,,,1.86
2023-01-24,,,,,,,,,,,,,,,,,,,,2.0
2023-01-25,,,,,,,,,,,,,,,,,,,,1.9
2023-01-26,,,,,,,,,,,,,,,,,,,,1.91
2023-01-27,,,,,,,,,,,,,,,,,,,,1.9
2023-01-30,,,,,,,,,,,,,,,,,,,,1.9
2023-01-31,,,,,,,,,,,,,,,,,,,,1.9
2023-02-01,,,,,,,,,,,,,,,,,,,,1.85
2023-02-02,,,,,,,,,,,,,,,,,,,,1.86
2023-02-03,,,,,,,,,,,,,,,,,,,,1.85
2023-02-06,,,,,,,,,,,,,,,,,,,,2.0
2023-02-07,,,,,,,,,,,,,,,,,,,,2.1
2023-02-08,,,,,,,,,,,,,,,,,,,,2.0
2023-02-09,,,,,,,,,,,,,,,,,,,,2.0
2023-02-10,,,,,,,,,,,,,,,,,,,,2.0
2023-02-13,,,,,,,,,,,,,,,,,,,,2.0
2023-02-14,,,,,,,,,,,,,,,,,,,,2.04
2023-02-15,,,,,,,,,,,,,,,,,,,,2.04
2023-02-16,,,,,,,,,,,,,,,,,,,,1.95
2023-02-17,,,,,,,,,,,,,,,,,,,,1.95
2023-02-20,,,,,,,,,,,,,,,,,,,,1.95
2023-02-21,,,,,,,,,,,,,,,,,,,,1.95
2023-02-22,,,,,,,,,,,,,,,,,,,,1.9
2023-02-23,,,,,,,,,,,,,,,,,,,,1.9
2023-02-24,,,,,,,,,,,,,,,,,,,,1.89
2023-02-27,,,,,,,,,,,,,,,,,,,,1.9
2023-02-28,,,,,,,,,,,,,,,,,,,,1.89
2023-03-01,,,,,,,,,,,,,,,,,,,,1.85
2023-03-02,,,,,,,,,,,,,,,,,,,,1.85
2023-03-03,,,,,,,,,,,,,,,,,,,,1.85
2023-03-06,,,,,,,,,,,,,,,,,,,,1.85
2023-03-07,,,,,,,,,,,,,,,,,,,,1.85
2023-03-08,,,,,,,,,,,,,,,,,,,,1.85
2023-03-09,,,,,,,,,,,,,,,,,,,,1.85
2023-03-10,,,,,,,,,,,,,,,,,,,,1.85
2023-03-13,,,,,,,,,,,,,,,,,,,,1.85
2023-03-14,,,,,,,,,,,,,,,,,,,,1.85
2023-03-15,,,,,,,,,,,,,,,,,,,,1.91
2023-03-16,,,,,,,,,,,,,,,,,,,,1.91
2023-03-17,,,,,,,,,,,,,,,,,,,,1.91
2023-03-20,,,,,,,,,,,,,,,,,,,,1.9
2023-03-21,,,,,,,,,,,,,,,,,,,,1.9
2023-03-22,,,,,,,,,,,,,,,,,,,,1.9
2023-03-23,,,,,,,,,,,,,,,,,,,,1.9
2023-03-24,,,,,,,,,,,,,,,,,,,,1.9
2023-03-27,,,,,,,,,,,,,,,,,,,,1.9
2023-03-28,,,,,,,,,,,,,,,,,,,,1.89
2023-03-29,,,,,,,,,,,,,,,,,,,,1.89
2023-03-30,,,,,,,,,,,,,,,,,,,,1.8
2023-03-31,,,,,,,,,,,,,,,,,,,,1.81
2023-04-03,,,,,,,,,,,,,,,,,,,,1.9
2023-04-04,,,,,,,,,,,,,,,,,,,,1.89
2023-04-05,,,,,,,,,,,,,,,,,,,,1.89
2023-04-06,,,,,,,,,,,,,,,,,,,,1.89
2023-04-11,,,,,,,,,,,,,,,,,,,,1.89
2023-04-12,,,,,,,,,,,,,,,,,,,,1.9
2023-04-13,,,,,,,,,,,,,,,,,,,,2.0
2023-04-14,,,,,,,,,,,,,,,,,,,,1.99
2023-04-17,,,,,,,,,,,,,,,,,,,,1.92
2023-04-18,,,,,,,,,,,,,,,,,,,,1.93
2023-04-19,,,,,,,,,,,,,,,,,,,,1.93
2023-04-20,,,,,,,,,,,,,,,,,,,,1.89
2023-04-21,,,,,,,,,,,,,,,,,,,,1.9
2023-04-24,,,,,,,,,,,,,,,,,,,,1.89
2023-04-25,,,,,,,,,,,,,,,,,,,,1.9
2023-04-26,,,,,,,,,,,,,,,,,,,,1.9
2023-04-27,,,,,,,,,,,,,,,,,,,,1.89
2023-04-28,,,,,,,,,,,,,,,,,,,,1.9
2023-05-02,,,,,,,,,,,,,,,,,,,,2.0
2023-05-03,,,,,,,,,,,,,,,,,,,,1.99
2023-05-04,,,,,,,,,,,,,,,,,,,,1.98
2023-05-05,,,,,,,,,,,,,,,,,,,,1.98
2023-05-08,,,,,,,,,,,,,,,,,,,,1.99
2023-05-09,,,,,,,,,,,,,,,,,,,,1.99
2023-05-10,,,,,,,,,,,,,,,,,,,,1.99
2023-05-11,,,,,,,,,,,,,,,,,,,,1.99
2023-05-12,,,,,,,,,,,,,,,,,,,,1.99
2023-05-15,,,,,,,,,,,,,,,,,,,,1.99
2023-05-16,,,,,,,,,,,,,,,,,,,,1.72
2023-05-17,,,,,,,,,,,,,,,,,,,,2.0
2023-05-18,,,,,,,,,,,,,,,,,,,,2.1
2023-05-19,,,,,,,,,,,,,,,,,,,,2.26
2023-05-22,,,,,,,,,,,,,,,,,,,,2.16
2023-05-23,,,,,,,,,,,,,,,,,,,,2.14
2023-05-24,,,,,,,,,,,,,,,,,,,,2.14
2023-05-25,,,,,,,,,,,,,,,,,,,,2.14
2023-05-26,,,,,,,,,,,,,,,,,,,,2.1
2023-05-29,,,,,,,,,,,,,,,,,,,,2.3
2023-05-30,,,,,,,,,,,,,,,,,,,,2.3
2023-05-31,,,,,,,,,,,,,,,,,,,,2.3
2023-06-01,,,,,,,,,,,,,,,,,,,,2.28
2023-06-02,,,,,,,,,,,,,,,,,,,,2.26
2023-06-05,,,,,,,,,,,,,,,,,,,,2.14
2023-06-06,,,,,,,,,,,,,,,,,,,,2.12
2023-06-07,,,,,,,,,,,,,,,,,,,,2.06
2023-06-08,,,,,,,,,,,,,,,,,,,,2.06
2023-06-09,,,,,,,,,,,,,,,,,,,,2.04
2023-06-12,,,,,,,,,,,,,,,,,,,,2.0
2023-06-13,,,,,,,,,,,,,,,,,,,,2.0
2023-06-14,,,,,,,,,,,,,,,,,,,,2.0
2023-06-15,,,,,,,,,,,,,,,,,,,,2.0
2023-06-16,,,,,,,,,,,,,,,,,,,,2.0
2023-06-19,,,,,,,,,,,,,,,,,,,,2.0
2023-06-20,,,,,,,,,,,,,,,,,,,,2.02
2023-06-21,,,,,,,,,,,,,,,,,,,,2.0
2023-06-22,,,,,,,,,,,,,,,,,,,,1.98
2023-06-23,,,,,,,,,,,,,,,,,,,,1.98
2023-06-26,,,,,,,,,,,,,,,,,,,,1.98
2023-06-27,,,,,,,,,,,,,,,,,,,,1.98
2023-06-28,,,,,,,,,,,,,,,,,,,,1.98
2023-06-29,,,,,,,,,,,,,,,,,,,,1.98
2023-06-30,,,,,,,,,,,,,,,,,,,,1.98
2023-07-03,,,,,,,,,,,,,,,,,,,,1.92
2023-07-04,,,,,,,,,,,,,,,,,,,,1.91
2023-07-05,,,,,,,,,,,,,,,,,,,,1.91
2023-07-06,,,,,,,,,,,,,,,,,,,,1.91
2023-07-07,,,,,,,,,,,,,,,,,,,,1.92
2023-07-10,,,,,,,,,,,,,,,,,,,,1.91
2023-07-11,,,,,,,,,,,,,,,,,,,,1.89
2023-07-12,,,,,,,,,,,,,,,,,,,,1.89
2023-07-13,,,,,,,,,,,,,,,,,,,,1.9
2023-07-14,,,,,,,,,,,,,,,,,,,,2.06
2023-07-17,,,,,,,,,,,,,,,,,,,,2.18
2023-07-18,,,,,,,,,,,,,,,,,,,,1.99
2023-07-19,,,,,,,,,,,,,,,,,,,,2.0
2023-07-20,,,,,,,,,,,,,,,,,,,,1.92
2023-07-21,,,,,,,,,,,,,,,,,,,,1.9
2023-07-24,,,,,,,,,,,,,,,,,,,,1.88
2023-07-25,,,,,,,,,,,,,,,,,,,,1.89
2023-07-26,,,,,,,,,,,,,,,,,,,,1.86
2023-07-27,,,,,,,,,,,,,,,,,,,,1.85
2023-07-28,,,,,,,,,,,,,,,,,,,,1.85
2023-07-31,,,,,,,,,,,,,,,,,,,,1.85
2023-08-01,,,,,,,,,,,,,,,,,,,,1.85
2023-08-02,,,,,,,,,,,,,,,,,,,,1.8
2023-08-03,,,,,,,,,,,,,,,,,,,,1.8
2023-08-04,,,,,,,,,,,,,,,,,,,,1.8
2023-08-07,,,,,,,,,,,,,,,,,,,,1.8
2023-08-08,,,,,,,,,,,,,,,,,,,,1.8
2023-08-09,,,,,,,,,,,,,,,,,,,,1.8
2023-08-10,,,,,,,,,,,,,,,,,,,,1.8
2023-08-11,,,,,,,,,,,,,,,,,,,,1.8
2023-08-14,,,,,,,,,,,,,,,,,,,,1.81
2023-08-15,,,,,,,,,,,,,,,,,,,,1.81
2023-08-16,,,,,,,,,,,,,,,,,,,,1.81
2023-08-17,,,,,,,,,,,,,,,,,,,,1.76
2023-08-18,,,,,,,,,,,,,,,,,,,,1.77
2023-08-21,,,,,,,,,,,,,,,,,,,,1.77
2023-08-22,,,,,,,,,,,,,,,,,,,,1.77
2023-08-23,,,,,,,,,,,,,,,,,,,,1.74
2023-08-24,,,,,,,,,,,,,,,,,,,,1.75
2023-08-25,,,,,,,,,,,,,,,,,,,,1.75
2023-08-28,,,,,,,,,,,,,,,,,,,,1.75
2023-08-29,,,,,,,,,,,,,,,,,,,,1.7
2023-08-30,,,,,,,,,,,,,,,,,,,,1.63
2023-08-31,,,,,,,,,,,,,,,,,,,,1.7
2023-09-01,,,,,,,,,,,,,,,,,,,,1.69
2023-09-04,,,,,,,,,,,,,,,,,,,,1.69
2023-09-05,,,,,,,,,,,,,,,,,,,,1.69
2023-09-06,,,,,,,,,,,,,,,,,,,,1.69
2023-09-07,,,,,,,,,,,,,,,,,,,,1.69
2023-09-08,,,,,,,,,,,,,,,,,,,,1.69
2023-09-11,,,,,,,,,,,,,,,,,,,,1.82
2023-09-12,,,,,,,,,,,,,,,,,,,,1.81
2023-09-13,,,,,,,,,,,,,,,,,,,,1.82
2023-09-14,,,,,,,,,,,,,,,,,,,,1.81
2023-09-15,,,,,,,,,,,,,,,,,,,,1.81
2023-09-18,,,,,,,,,,,,,,,,,,,,1.82
2023-09-19,,,,,,,,,,,,,,,,,,,,1.81
2023-09-20,,,,,,,,,,,,,,,,,,,,1.81
2023-09-21,,,,,,,,,,,,,,,,,,,,1.81
2023-09-22,,,,,,,,,,,,,,,,,,,,1.76
2023-09-25,,,,,,,,,,,,,,,,,,,,1.77
2023-09-26,,,,,,,,,,,,,,,,,,,,1.77
2023-09-27,,,,,,,,,,,,,,,,,,,,1.77
2023-09-28,,,,,,,,,,,,,,,,,,,,1.77
2023-09-29,,,,,,,,,,,,,,,,,,,,1.77
2023-10-02,,,,,,,,,,,,,,,,,,,,1.77
2023-10-03,,,,,,,,,,,,,,,,,,,,1.77
2023-10-04,,,,,,,,,,,,,,,,,,,,1.77
2023-10-05,,,,,,,,,,,,,,,,,,,,1.74
2023-10-06,,,,,,,,,,,,,,,,,,,,1.74
2023-10-09,,,,,,,,,,,,,,,,,,,,1.74
2023-10-10,,,,,,,,,,,,,,,,,,,,1.73
2023-10-11,,,,,,,,,,,,,,,,,,,,1.73
2023-10-12,,,,,,,,,,,,,,,,,,,,1.73
2023-10-13,,,,,,,,,,,,,,,,,,,,1.73
2023-10-16,,,,,,,,,,,,,,,,,,,,1.73
2023-10-17,,,,,,,,,,,,,,,,,,,,1.73
2023-10-18,,,,,,,,,,,,,,,,,,,,1.73
2023-10-19,,,,,,,,,,,,,,,,,,,,1.73
2023-10-20,,,,,,,,,,,,,,,,,,,,1.73
2023-10-23,,,,,,,,,,,,,,,,,,,,1.73
2023-10-24,,,,,,,,,,,,,,,,,,,,1.73
2023-10-25,,,,,,,,,,,,,,,,,,,,1.7
2023-10-26,,,,,,,,,,,,,,,,,,,,1.74
2023-10-27,,,,,,,,,,,,,,,,,,,,1.73
2023-10-30,,,,,,,,,,,,,,,,,,,,1.73
2023-10-31,,,,,,,,,,,,,,,,,,,,1.73
2023-11-01,,,,,,,,,,,,,,,,,,,,1.73
2023-11-02,,,,,,,,,,,,,,,,,,,,1.73
2023-11-03,,,,,,,,,,,,,,,,,,,,1.73
2023-11-06,,,,,,,,,,,,,,,,,,,,1.73
2023-11-07,,,,,,,,,,,,,,,,,,,,1.73
2023-11-08,,,,,,,,,,,,,,,,,,,,1.73
2023-11-09,,,,,,,,,,,,,,,,,,,,1.73
2023-11-10,,,,,,,,,,,,,,,,,,,,1.77
2023-11-13,,,,,,,,,,,,,,,,,,,,1.77
2023-11-14,,,,,,,,,,,,,,,,,,,,1.77
2023-11-15,,,,,,,,,,,,,,,,,,,,1.77
2023-11-16,,,,,,,,,,,,,,,,,,,,1.77
2023-11-17,,,,,,,,,,,,,,,,,,,,1.77
2023-11-20,,,,,,,,,,,,,,,,,,,,1.72
2023-11-21,,,,,,,,,,,,,,,,,,,,1.72
2023-11-22,,,,,,,,,,,,,,,,,,,,1.72
2023-11-23,,,,,,,,,,,,,,,,,,,,1.86
2023-11-24,,,,,,,,,,,,,,,,,,,,1.85
2023-11-27,,,,,,,,,,,,,,,,,,,,1.85
2023-11-28,,,,,,,,,,,,,,,,,,,,1.85
2023-11-29,,,,,,,,,,,,,,,,,,,,1.85
2023-11-30,,,,,,,,,,,,,,,,,,,,1.85
2023-12-01,,,,,,,,,,,,,,,,,,,,1.85
2023-12-04,,,,,,,,,,,,,,,,,,,,1.85
2023-12-05,,,,,,,,,,,,,,,,,,,,1.87
2023-12-06,,,,,,,,,,,,,,,,,,,,1.87
2023-12-07,,,,,,,,,,,,,,,,,,,,1.87
2023-12-08,,,,,,,,,,,,,,,,,,,,1.89
2023-12-11,,,,,,,,,,,,,,,,,,,,1.89
2023-12-12,,,,,,,,,,,,,,,,,,,,1.89
2023-12-13,,,,,,,,,,,,,,,,,,,,1.89
2023-12-14,,,,,,,,,,,,,,,,,,,,1.89
2023-12-15,,,,,,,,,,,,,,,,,,,,1.95
