,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_y,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity
2006-08-31,13967623.0,762899955.4,6.05,14.95,5.88,1163.27,2.0,465118269.17,8680532.0,8515660.0,474123440.74,,,24072.0,11.37,,,,4.69,118604.0,65451.0,,,11.37,24072.0,,3428.0,60000.0,741.44,5.2,,,24.77,24.75,26361552.0,1439846052.91,,2219.77,25.04,19.58,0.1681,27.93,0.3982
2006-09-01,15869576.0,876527945.11,6.87,16.69,6.68,1331.6,2.0,575804105.52,8588745.0,10424958.0,474384130.11,,,46189.0,236.44,,,,14.44,2825250.0,187804.0,,,236.44,46189.0,,49829.0,915952.0,741.79,75.57,,,24.49,24.47,26479232.0,1462533517.79,,2249.62,24.8,18.15,0.1639,28.79,0.4521
2006-09-04,15874477.0,884494359.76,6.87,16.53,6.68,1340.37,2.0,581548431.86,8579637.0,10437350.0,478040349.63,,,773.0,2.56,,,,0.1,12392.0,9881.0,,,2.56,773.0,,,,747.23,,,,24.48,24.46,26465460.0,1474602917.53,,2263.5,24.82,18.23,0.1634,28.67,0.4525
2006-09-05,15840748.0,872375893.13,6.86,16.41,6.67,1345.23,2.0,573357456.41,8570575.0,10411121.0,471995578.76,,,454.0,,,,,0.14,,9515.0,,,,454.0,,,26228.0,751.47,0.0,,,25.02,24.99,25687728.0,1414665182.26,,2185.53,25.59,18.16,0.1633,28.66,0.4619
2006-09-06,15930036.0,868025948.34,6.9,16.57,6.71,1342.47,2.0,570832462.47,8503866.0,10475933.0,463374743.74,,,29392.0,2.92,,,,8.15,64811.0,96101.0,,,2.92,29392.0,,,,737.24,,,,24.06,24.04,26837930.0,1462395919.24,,2269.51,24.52,18.16,0.1631,28.65,0.4503
2006-09-07,16407650.0,881324378.02,7.11,16.37,6.91,1377.61,2.0,588089556.65,8509255.0,10948486.0,457068127.99,,,13793.0,40.03,,,,0.79,483980.0,8405.0,,,40.03,13793.0,,,11427.0,732.54,0.98,,,24.03,24.0,26906388.0,1445256064.62,,2252.61,24.54,20.75,0.1659,27.83,0.4628
2006-09-08,16677510.0,909294727.23,7.22,16.71,7.02,1395.77,2.0,611606287.69,8443962.0,11217562.0,460383481.92,,,2638.0,22.69,,,,5.53,277076.0,67931.0,,,22.69,2638.0,,,8000.0,726.91,1.52,,,23.89,23.86,26906266.0,1466989125.08,,2249.33,24.42,22.17,0.168,27.45,0.4713
2006-09-11,16932464.0,921553660.47,7.33,16.73,7.13,1419.85,2.0,624486689.2,8442236.0,11474208.0,459470841.83,,,2325.0,22.82,,,,0.24,256646.0,4051.0,,,22.82,2325.0,,,,725.8,,,,23.77,23.75,27072068.0,1473404187.47,,2281.52,24.13,22.1,0.1706,28.16,0.4763
2006-09-12,13819555.0,754365969.67,5.98,13.61,5.82,1163.9,2.0,456660537.1,8339962.0,8365761.0,455252250.97,,,21.0,1.57,,,,8.25,17000.0,102295.0,,,1.57,21.0,,,3125446.0,719.62,258.54,,,23.37,23.34,27352710.0,1493098265.63,,2312.3,23.73,19.96,0.1709,27.18,0.3868
2006-09-13,13838937.0,753187666.56,5.99,13.49,5.83,1165.88,2.0,455527133.47,8382091.0,8369775.0,456197434.91,,,85317.0,0.88,,,,4.53,9587.0,53488.0,,,0.88,85317.0,,10300.0,5573.0,723.11,0.47,,,23.53,23.53,27234560.0,1482247855.91,,2299.31,23.92,19.99,0.1715,27.27,0.3885
2006-09-14,13722615.0,745969808.78,5.94,13.53,5.78,1153.57,2.0,448393217.47,8687501.0,8248494.0,472257908.55,,,305472.0,,,,,0.04,,61.0,,,,305472.0,,,121281.0,746.23,10.4,,,24.4,24.4,26915964.0,1463168391.62,,2269.66,24.74,20.17,0.1711,27.51,0.3854
2006-09-15,13669580.0,738668917.2,5.92,13.46,5.76,1151.08,2.0,442964882.54,8641862.0,8197372.0,466983978.01,,,,,,,,3.54,,45640.0,,,,,,,51123.0,744.51,3.79,,,24.28,24.28,26953566.0,1456501327.17,,2267.1,24.72,20.25,0.1722,27.57,0.384
2006-09-18,13680119.0,746754597.72,5.92,13.41,5.76,1144.01,2.0,447684111.8,8648768.0,8201318.0,472108997.63,,,6906.0,0.0,,,,,3946.0,,,,0.0,6906.0,,,,738.79,,,,24.46,24.46,26709804.0,1458004052.53,,2253.31,24.69,20.27,0.1723,27.58,0.3869
2006-09-19,13656411.0,745019090.67,5.91,13.39,5.75,1152.55,2.0,446643833.24,8472350.0,8187108.0,462205076.63,,,484.0,16.02,,,,13.28,152205.0,176901.0,,,16.02,484.0,,,166415.0,731.97,13.41,,,24.0,24.0,26825446.0,1463449612.47,,2269.23,24.39,20.25,0.1728,27.65,0.3869
2006-09-20,13756503.0,755814725.5,5.96,13.57,5.79,1162.3,2.0,454975146.98,8618415.0,8280954.0,473516050.37,,,49127.0,12.66,,,,1.46,140000.0,18110.0,,,12.66,49127.0,,115049.0,46154.0,744.8,3.67,,,24.22,24.22,26968328.0,1481703556.83,,2290.91,24.53,20.83,0.1711,27.06,0.3866
2006-09-21,13824005.0,771139685.53,5.99,13.63,5.82,1173.04,2.0,466070320.45,8610853.0,8355112.0,480336232.13,,,228.0,7.81,,,,0.15,74158.0,7791.0,,,7.81,228.0,,,,747.99,,,,24.35,24.35,26746988.0,1492017972.74,,2294.56,24.58,20.66,0.1716,27.3,0.391
2006-09-22,14066262.0,781471167.84,6.09,13.77,5.92,1207.07,2.0,461628354.42,8598961.0,8309181.0,477727493.98,,,2134.0,4.56,,,,0.06,14068.0,15270.0,,,4.56,2134.0,,1243.0,60000.0,755.75,4.53,,,24.32,24.32,26757676.0,1486560701.94,,2297.43,24.75,20.23,0.1648,26.88,0.3978
2006-09-25,14025468.0,778751509.63,6.07,13.66,5.91,1202.52,2.0,460711066.11,8569939.0,8297497.0,475838163.38,,,3701.0,,,,,2.83,,32723.0,,,,3701.0,,,11683.0,752.76,1.23,,,24.24,24.24,26790164.0,1487499786.69,,2300.73,24.65,20.31,0.1651,26.88,0.3966
2006-09-26,12425060.0,696716914.37,5.38,12.0,5.23,1065.83,2.0,420373012.65,7769999.0,7496818.0,435691234.32,,,397.0,,,,,70.06,,818798.0,,,,397.0,,18462.0,800680.0,685.77,68.9,,,22.04,22.04,27477904.0,1540782940.94,,2373.32,22.42,23.14,0.1668,23.61,0.3525
2006-09-27,12417182.0,708715818.54,5.38,12.14,5.23,1070.56,2.0,426808185.69,7783677.0,7477969.0,444256596.73,,,16990.0,3.18,,,,0.0,21151.0,3313.0,,,3.18,16990.0,,,40000.0,692.25,4.38,,,21.95,21.95,27680400.0,1579870323.51,,2432.95,22.15,23.14,0.1678,23.75,0.3501
2006-09-28,12218887.0,697398049.08,5.15,11.62,5.15,1065.46,2.0,416785400.33,7759885.0,7302363.0,442898658.45,,,42215.0,4.19,,,,4.42,17395.0,66006.0,,,4.19,42215.0,,,193000.0,698.66,14.28,,,21.94,21.94,27609756.0,1575838287.88,,2434.03,22.3,22.55,0.1686,24.29,0.3455
2006-09-29,12216886.0,693335461.55,5.14,11.46,5.14,1065.85,2.0,414352533.99,7759081.0,7301080.0,440345109.74,,,,,,,,0.01,,803.0,,,,,,,1284.0,698.72,0.0,,,21.93,21.93,27625476.0,1567807226.24,,2427.55,22.35,22.56,0.1686,24.28,0.3453
2006-10-02,12563811.0,714648428.14,5.29,11.73,5.29,1090.23,2.0,428869168.79,7868123.0,7539695.0,447550646.4,,,31525.0,18.07,,,,1.99,238616.0,22484.0,,,18.07,31525.0,,100000.0,,703.42,,,,22.14,22.14,27667838.0,1573788155.25,,2431.63,22.44,22.33,0.1654,23.57,0.3535
2006-10-03,12536284.0,706600081.5,5.28,11.67,5.28,1090.33,2.0,426195720.14,7814108.0,7561435.0,440437481.29,,,25000.0,2.18,,,,7.26,25000.0,85868.0,,,2.18,25000.0,,6853.0,3261.0,700.62,0.0,,,21.99,21.99,27713020.0,1562027646.37,,2424.69,22.42,22.36,0.1657,23.57,0.3529
2006-10-04,12661728.0,717762805.11,5.33,11.54,5.33,1103.02,2.0,428709852.24,7935070.0,7562676.0,449819969.44,,,77232.0,28.39,,,,4.53,311084.0,55372.0,,,28.39,77232.0,,99102.0,309842.0,708.68,24.18,,,22.25,22.25,27727938.0,1571829892.33,,2430.76,22.57,21.13,0.1657,25.69,0.355
2006-10-05,12238887.0,693792969.22,5.21,11.4,5.21,1070.94,2.0,402020996.24,7982587.0,7091870.0,452513593.5,,,76572.0,,,,,1.97,,29055.0,,,,76572.0,,,470806.0,715.53,38.79,,,22.46,22.46,27563438.0,1562504784.3,,2417.98,22.83,21.87,0.162,24.53,0.3443
2006-10-06,12278806.0,693674846.06,5.23,11.24,5.23,1077.4,2.0,400195979.27,8030279.0,7083908.0,453659952.7,,,85814.0,,,,,3.02,,38912.0,,,,85814.0,,790.0,7962.0,722.0,0.0,,,22.72,22.72,27318952.0,1543347930.01,,2395.8,23.16,21.78,0.1607,24.37,0.3474
2006-10-09,12379034.0,703337878.17,5.27,11.27,5.27,1081.68,2.0,408644264.26,8022423.0,7192306.0,455808908.08,,,5199.0,8.22,,,,1.14,108398.0,13055.0,,,8.22,5199.0,,,,717.62,,,,22.66,22.66,27382878.0,1555809226.36,,2405.21,22.98,21.65,0.1592,24.18,0.3496
2006-10-10,12509770.0,709148672.8,5.33,11.24,5.33,1098.94,2.0,414252930.35,8044723.0,7307648.0,456035933.39,,18496.0,55229.0,12.86,1.63,,,3.85,122312.0,51425.0,,18496.0,12.86,55229.0,,,,724.1,,,0.59,22.64,22.64,27486356.0,1558135191.73,,2414.31,23.07,22.23,0.1603,24.0,0.3521
2006-10-11,12650946.0,717969332.28,5.39,11.35,5.39,1108.71,2.0,418691525.35,8286039.0,7377535.0,470251148.65,0.59,8000.0,142913.0,4.84,0.7,,6970.0,15.42,62917.0,172043.0,0.59,8000.0,4.84,142913.0,,262446.0,,743.13,,,,23.18,23.18,27461296.0,1558489645.96,,2414.25,23.54,21.85,0.1569,23.57,0.3539
2006-10-12,12503805.0,717296860.4,5.31,11.37,5.31,1095.69,2.0,420527177.51,8177886.0,7330563.0,469134951.52,,,11176.0,11.68,,,,9.78,132800.0,111329.0,,,11.68,11176.0,,,179772.0,733.75,15.91,0.7,,23.01,23.01,27368782.0,1570045390.3,8000.0,2422.14,23.25,22.12,0.1575,22.31,0.3518
2006-10-13,13051738.0,752526118.03,5.55,12.1,5.55,1159.05,2.0,442206472.96,8385144.0,7669585.0,483463571.17,,,103002.0,36.0,,,,0.0,371022.0,16238.0,,,36.0,103002.0,,120494.0,32000.0,761.12,0.0,,,23.72,23.72,26962124.0,1554559439.33,,2400.1,24.08,20.99,0.151,22.74,0.3692
2006-10-16,13228544.0,763147783.25,5.62,12.37,5.62,1177.59,2.0,450135931.15,8428900.0,7802739.0,486258831.68,,,44221.0,13.13,,,,0.0,133154.0,465.0,,,13.13,44221.0,,,,766.18,,,,24.11,24.11,26537712.0,1530946722.89,,2366.05,24.46,21.79,0.1524,22.56,0.3783
2006-10-17,12743696.0,724056829.04,5.42,12.07,5.42,1138.33,2.0,415826767.99,8428101.0,7318721.0,478858259.4,,,1034.0,6.99,,,,0.0,70982.0,1832.0,,,6.99,1034.0,,,555000.0,765.21,45.82,,,24.12,24.12,26510844.0,1506262990.1,,2346.17,24.59,20.37,0.1473,23.61,0.3647
2006-10-18,13009230.0,741245866.7,5.53,12.43,5.53,1152.15,2.0,411882744.23,8754915.0,7228745.0,498841557.65,,34000.0,263985.0,,2.99,,,4.06,,80115.0,,34000.0,,263985.0,,108944.0,89977.0,790.47,9.13,,,24.92,24.92,26380588.0,1503125228.49,,2330.98,25.32,19.92,0.139,22.67,0.3702
2006-10-19,12913407.0,737455415.3,5.49,12.83,5.49,1142.3,2.0,411763211.02,8669739.0,7210288.0,495109150.89,,11000.0,1538.0,0.69,0.96,,,9.28,11543.0,104106.0,,11000.0,0.69,1538.0,,14392.0,30000.0,781.4,2.63,0.7,,24.61,24.61,26559916.0,1516776624.81,8000.0,2348.82,24.96,20.31,0.1459,23.28,0.3665
2006-10-20,12888759.0,741463003.11,5.48,13.06,5.48,1146.8,2.0,413711933.88,8663233.0,7191503.0,498377443.23,,,,,,,,0.0,,6506.0,,,,,,,18785.0,786.71,0.15,0.96,,24.34,24.34,26928436.0,1549135880.77,11000.0,2395.91,24.72,20.32,0.1457,23.24,0.3621
2006-10-23,12988718.0,749732129.6,5.52,13.35,5.52,1164.4,2.0,421417769.66,8652776.0,7300843.0,499453770.37,,,,1.18,,100000.0,,0.12,10000.0,14247.0,,,1.18,,9.19,3790.0,659.0,792.31,0.0,,,27.32,27.32,23015174.0,1328477176.58,,2055.6,27.82,20.13,0.1436,23.02,0.4101
2006-10-24,13064434.0,756635972.47,5.55,13.33,5.55,1171.77,2.0,423516217.23,8716690.0,7312631.0,504833291.28,,11000.0,74008.0,1.13,0.98,,,0.93,11788.0,10360.0,,11000.0,1.13,74008.0,,267.0,,798.03,,,,27.53,27.53,22944478.0,1328845736.78,,2053.14,27.99,20.11,0.1437,23.07,0.4126
2006-10-25,13174027.0,763408900.72,5.6,13.49,5.6,1183.23,2.0,424103313.83,8830600.0,7318684.0,511715866.28,,8000.0,81637.0,0.83,0.72,,,0.79,6053.0,9664.0,,8000.0,0.83,81637.0,,44937.0,,809.08,,0.96,,27.93,27.93,22789320.0,1320596179.85,11000.0,2046.56,28.33,19.93,0.1418,22.83,0.4166
2006-10-26,13073763.0,752528422.73,5.56,13.61,5.56,1172.43,2.0,421124070.4,8725144.0,7316237.0,502221040.14,,,4740.0,0.43,,,,10.6,9523.0,118649.0,,,0.43,4740.0,,16453.0,11970.0,797.57,1.07,0.72,,27.56,27.56,22933318.0,1320046387.76,8000.0,2052.36,27.99,20.1,0.1436,23.07,0.4129
2006-10-27,13196528.0,747226328.45,5.61,13.63,5.61,1172.5,2.0,414925833.85,8872149.0,7327874.0,502367238.01,,,71587.0,3.85,,,,,79000.0,,,,3.85,71587.0,,75418.0,67362.0,804.84,8.06,,,27.97,27.97,22846552.0,1293639142.71,,2022.52,28.47,20.01,0.1419,22.77,0.416
2006-10-30,13281920.0,752061475.28,5.64,13.93,5.64,1173.77,2.0,418858694.0,8872093.0,7397331.0,502364067.13,,,18608.0,4.82,,,,2.01,69888.0,18664.0,,,4.82,18608.0,,,432.0,798.4,1.75,,,28.06,28.06,22748204.0,1288070388.94,,2004.04,28.49,19.6,0.1376,22.97,0.42
2006-10-31,13282135.0,757654104.38,5.64,13.86,5.64,1172.69,2.0,417377261.46,8952978.0,7316876.0,510705585.22,,,10696.0,,,,,0.04,,481.0,,,,10696.0,,70670.0,80455.0,805.07,7.29,,,28.22,28.21,22778152.0,1299336315.51,,2014.2,28.56,19.59,0.1366,22.85,0.4186
2006-11-01,13317007.0,769111953.07,5.66,13.54,5.66,1184.92,2.0,422020695.5,8990659.0,7307197.0,519247553.36,,42739.0,27460.0,,3.82,,,1.52,,43722.0,,42739.0,,27460.0,,11203.0,9678.0,816.64,0.0,,,28.32,28.32,22753104.0,1314085383.89,,2028.48,28.7,19.53,0.1358,22.8,0.4195
2006-11-02,13694237.0,785144939.09,5.82,14.1,5.82,1226.59,2.0,428482080.74,8972766.0,7473442.0,514444274.22,,,280270.0,17.74,,,,29.85,166245.0,358920.0,,,17.74,280270.0,,323496.0,,820.44,,23.29,,29.24,29.24,21714862.0,1244999192.16,262739.0,1936.5,29.76,19.92,0.1361,22.03,0.4462
2006-11-03,13715708.0,788592348.91,5.83,14.08,5.83,1225.75,2.0,430770439.49,9015587.0,7492238.0,518356247.39,,,66490.0,,,40000.0,,3.44,,33343.0,,,,66490.0,3.52,9674.0,21204.0,822.88,2.95,,,29.22,29.22,21836340.0,1255492655.01,,1948.3,29.69,19.86,0.135,21.87,0.4445
2006-11-06,13655940.0,792217502.9,5.8,14.22,5.8,1223.9,2.0,414978241.65,9294171.0,7153235.0,539179649.38,,,296256.0,0.71,,,,1.38,997.0,17672.0,,,0.71,296256.0,,,340000.0,849.04,28.62,,,30.0,30.0,21686336.0,1258082193.75,,1944.03,30.4,18.66,0.1326,22.47,0.4408
2006-11-07,13962298.0,811343891.58,5.93,14.76,5.93,1258.42,2.0,426550268.94,9412128.0,7340441.0,546935222.24,,,36067.0,19.33,,,,0.0,187205.0,8254.0,,,19.33,36067.0,,90144.0,,864.09,,,,30.48,30.48,21463040.0,1247209191.41,,1932.6,30.9,19.18,0.1328,22.15,0.4522
2006-11-08,13896108.0,804353853.97,5.91,14.79,5.91,1256.21,2.0,422329087.48,9769470.0,7296205.0,565490052.74,,527500.0,12983.0,0.31,47.21,,,18.62,3300.0,206999.0,,527500.0,0.31,12983.0,,23857.0,47536.0,898.77,3.33,,,29.72,29.72,23103706.0,1337320850.0,,2079.73,30.18,19.27,0.1311,22.21,0.4227
2006-11-09,14210844.0,822112560.19,6.04,15.64,6.04,1276.59,2.0,427851719.04,9976949.0,7395744.0,577177195.48,,,188758.0,7.68,,,,2.06,107539.0,19858.0,,,7.68,188758.0,,96079.0,8000.0,911.31,0.94,5.15,,30.26,30.26,22991008.0,1330054460.4,57500.0,2062.83,30.64,18.82,0.129,21.73,0.431
2006-11-10,14268543.0,831906546.7,6.06,15.81,6.06,1285.13,2.0,430793477.08,10041251.0,7388805.0,585440464.66,,,44755.0,0.33,,,,9.64,3200.0,113210.0,,,0.33,44755.0,,132757.0,10139.0,919.81,0.0,,,30.56,30.56,22816248.0,1330267994.59,,2056.59,30.9,18.73,0.1282,21.56,0.4342
2006-11-13,14503314.0,857781587.55,6.16,16.01,6.16,1315.51,2.0,442957385.69,10032208.0,7489494.0,593343238.99,,,292.0,10.68,,,,0.33,100689.0,12841.0,,,10.68,292.0,,3506.0,,923.53,,,,30.56,30.56,22795534.0,1348215266.09,,2067.15,30.88,19.56,0.1299,21.19,0.4418
2006-11-14,14566082.0,858198595.73,6.19,15.76,6.19,1333.63,2.0,432821476.17,10258932.0,7346217.0,604431654.03,,219044.0,138660.0,,20.04,,,10.29,,125778.0,,219044.0,,138660.0,,212612.0,143278.0,955.92,10.71,19.43,,31.36,31.36,22455170.0,1323004728.44,217815.0,2046.9,31.83,19.18,0.1254,19.87,0.4452
2006-11-15,13315258.0,797843472.21,5.66,14.84,5.66,1216.38,2.0,334860131.31,10321610.0,5588501.0,618465609.99,,57500.0,450486.0,13.51,5.32,,,49.01,148173.0,537219.0,,57500.0,13.51,450486.0,,146912.0,1905888.0,963.65,176.28,5.03,,31.76,31.75,22180886.0,1329067382.92,55000.0,2049.73,31.98,16.39,0.1166,21.2,0.4096
2006-11-16,13459231.0,806905250.34,5.72,14.96,5.72,1246.46,2.0,342133524.92,10346001.0,5706809.0,620261479.05,,11000.0,5781.0,13.27,1.02,,,0.0,126500.0,20056.0,,11000.0,13.27,5781.0,,27666.0,8192.0,979.27,0.0,,,31.79,31.79,22194424.0,1330595875.33,,2063.04,32.19,16.15,0.1148,20.9,0.4136
2006-11-17,13333188.0,796332334.08,5.67,15.0,5.67,1232.72,2.0,340942137.0,10218726.0,5708478.0,610319297.0,,,7635.0,0.04,,,,12.48,1669.0,134910.0,,,0.04,7635.0,,,,965.22,,,,31.24,31.24,22489846.0,1343219007.96,,2086.87,31.62,16.3,0.1167,21.13,0.4076
2006-11-20,13430672.0,795209560.47,5.71,15.18,5.71,1239.75,2.0,353566288.84,10163048.0,5971549.0,601738537.96,,,4606.0,24.16,,,,8.2,263071.0,86139.0,,,24.16,4606.0,,25854.0,,958.15,,,,31.15,31.15,22462094.0,1329946252.65,,2075.31,31.59,16.11,0.119,22.06,0.4116
2006-11-21,13860870.0,822472806.25,5.89,15.64,5.89,1271.82,2.0,358838383.08,10668932.0,6047388.0,633070394.7,,55000.0,350768.0,12.73,5.04,,,0.37,148738.0,3337.0,,55000.0,12.73,350768.0,,103454.0,72900.0,997.11,5.78,,,32.44,32.44,22214690.0,1318169669.31,,2046.39,32.76,15.06,0.1176,22.52,0.4215
2006-11-22,13466754.0,820848474.97,5.72,15.14,5.72,1235.57,2.0,357020385.21,10677578.0,5857239.0,650837879.54,,,436553.0,6.54,,,,47.3,70377.0,526632.0,,,6.54,436553.0,,98725.0,260526.0,999.95,23.88,,,32.44,32.44,22236446.0,1355393644.81,,2079.56,32.47,15.89,0.1219,22.32,0.4091
2006-11-23,13608705.0,830380553.97,5.78,14.44,5.78,1274.6,2.0,356499758.6,10829778.0,5842502.0,660815048.53,,,187509.0,,,,,0.91,,43890.0,,,,187509.0,,19580.0,14737.0,1038.14,0.0,1.0,,33.13,33.13,21856506.0,1333647658.62,11000.0,2064.87,33.46,15.71,0.1188,21.81,0.4163
2006-11-24,13620873.0,834644732.83,5.79,14.24,5.79,1274.55,2.0,360335073.44,10738489.0,5880440.0,658021206.31,,392316.0,147000.0,6.71,37.17,,,16.94,70877.0,178340.0,,392316.0,6.71,147000.0,,54614.0,32938.0,1025.17,2.95,48.07,,31.07,31.07,23823520.0,1459831207.99,506877.0,2249.44,31.31,17.19,0.1183,21.92,0.3941
2006-11-27,17232740.0,1049285362.45,7.32,18.04,7.32,1291.47,2.0,441189777.79,13240244.0,7245797.0,806186028.71,,,2505426.0,7.19,,,,3.76,1365357.0,40171.0,,,7.19,2505426.0,,36500.0,,1037.84,,,,28.77,28.77,32775784.0,1995686721.55,,2244.93,31.61,17.11,0.1167,21.73,0.3745
2006-11-28,13632098.0,826080464.71,5.79,13.77,5.79,1275.95,2.0,365981435.35,10777863.0,6039478.0,653118989.88,,,68000.0,6.79,,,,10.52,88506.0,2534972.0,,,6.79,68000.0,,4590.0,1294825.0,1028.31,0.26,,,31.16,31.16,23812368.0,1442986400.43,,2232.48,31.54,17.2,0.1139,20.93,0.3941
2006-11-29,13996942.0,862665115.66,5.95,13.9,5.95,1320.04,2.0,425514952.42,10628076.0,6904079.0,655033821.8,,,66730.0,97.1,,,,70.02,972410.0,644956.0,,,97.1,66730.0,,428439.0,107809.0,1008.9,9.0,,,30.63,30.63,24069168.0,1483440568.42,,2271.62,30.75,15.68,0.1128,21.87,0.4034
2006-11-30,16169196.0,991320613.1,6.87,15.77,6.87,1368.2,2.0,380210590.88,13491664.0,6201525.0,827163244.74,,,2769842.0,4.12,,,,6.58,46030.0,70838.0,,,4.12,2769842.0,,164584.0,12431.0,1040.81,0.0,,69.76,29.58,29.58,32112292.0,1968779214.1,,2259.06,31.54,15.95,0.1106,21.15,0.3545
2006-12-01,23508194.0,1435190676.5,9.99,22.42,9.99,1599.37,3.0,883160445.09,13896902.0,14466027.0,848414990.22,285.16,,17441.0,28.63,,39000.0,7915147.0,4.06,310355.0,79377.0,285.16,,28.63,17441.0,3.86,467174.0,,1066.18,,,30.84,30.01,30.01,32406814.0,1978457269.32,,2289.78,31.77,17.86,0.1134,18.9,0.5077
2006-12-04,23661752.0,1470566142.64,10.06,22.1,10.06,1599.29,3.0,900837975.72,14029040.0,14494693.0,871897872.89,23.08,524.0,176310.0,8.73,0.05,,240421.0,4.27,155534.0,46096.0,23.08,524.0,8.73,176310.0,,1400.0,126868.0,1070.16,11.82,,,73.16,30.06,5146402.0,319846329.96,,402.02,72.69,18.41,0.1143,18.83,0.5071
2006-12-05,23592250.0,1490645947.69,10.06,21.75,10.06,1606.73,3.0,895925081.08,14079301.0,14179684.0,889582510.44,,,226459.0,0.0,,,,42.27,20246.0,443878.0,,,0.0,226459.0,,267680.0,335255.0,1079.16,28.01,,,72.72,30.35,5282535.0,333770174.16,,421.01,71.94,17.16,0.1113,18.73,0.5085
2006-12-06,24156416.0,1522388489.96,10.3,20.49,10.3,1757.17,3.0,904072822.19,14697517.0,14345326.0,926268644.81,,,772005.0,54.14,,10000.0,,6.68,515500.0,494314.0,,,54.14,772005.0,0.98,340524.0,359858.0,1195.61,0.0,,,75.48,33.35,4774717.0,300912776.28,,389.21,75.44,15.72,0.1085,17.76,0.5481
2006-12-07,24354284.0,1542729619.82,10.37,20.55,10.37,1813.15,3.0,907135785.66,14850464.0,14320489.0,940707215.24,,,55097.0,24.66,,277500.0,,8.35,278625.0,186327.0,,,24.66,55097.0,27.2,284177.0,580962.0,1217.75,20.79,,,77.09,33.95,4412184.0,279491154.2,,360.2,77.17,16.35,0.1047,16.43,0.5568
2006-12-08,24674668.0,1578176210.52,10.5,20.91,10.5,1884.49,3.0,927707758.68,15351399.0,14504642.0,981865802.61,,,460681.0,48.91,,40000.0,,17.07,486632.0,262244.0,,,48.91,460681.0,3.92,302498.0,342478.0,1281.64,4.7,,,78.41,35.52,4225851.0,270282766.01,,358.4,78.15,15.49,0.1002,15.89,0.5709
2006-12-11,24542996.0,1567374934.59,10.45,20.71,10.45,1898.89,3.0,906389769.0,15673263.0,14192852.0,1000932386.96,,,363480.0,,,,,4.46,,121916.0,,,,363480.0,,80300.0,311790.0,1323.16,9.8,,,80.3,36.37,3845701.0,245595743.62,,322.83,80.39,15.26,0.0979,15.41,0.5695
2006-12-12,19904112.0,1273054456.09,8.49,16.69,8.49,1956.4,2.0,691703824.93,13573257.0,10814738.0,868136961.22,,,201488.0,59.18,,,,0.04,615341.0,2334094.0,,,59.18,201488.0,,32600.0,3993456.0,1343.79,21.55,,,80.98,39.92,3188445.0,203930932.22,,316.18,80.95,14.86,0.0949,15.36,0.5854
2006-12-13,23540056.0,1504085558.48,10.05,18.9,10.05,2325.37,3.0,854113910.03,14946972.0,13367517.0,955032763.23,,,615015.0,263.82,,,,3.35,2670411.0,34522.0,,,263.82,615015.0,,793222.0,117632.0,1487.16,10.65,,,82.35,43.76,3203240.0,204670159.85,,317.1,82.42,12.99,0.0946,16.69,0.6893
2006-12-14,26554326.0,1706121842.92,11.28,21.18,11.28,2633.03,3.0,999400932.44,15723578.0,15554820.0,1010243674.59,,,736375.0,225.96,,,,5.63,2212223.0,61338.0,,,225.96,736375.0,,101570.0,24919.0,1566.41,2.42,,,85.35,45.84,2699634.0,173452134.89,,268.69,85.36,14.57,0.1009,18.55,0.7741
2006-12-15,29239008.0,1879558284.72,12.43,23.33,12.43,2911.18,3.0,1128396772.64,15908457.0,17553700.0,1022636340.86,,57000.0,548067.0,243.71,5.71,,,60.6,2411353.0,620514.0,,57000.0,243.71,548067.0,,200325.0,412473.0,1591.57,39.99,,,86.83,45.98,2413863.0,155169293.02,,240.99,86.85,17.1,0.112,21.11,0.8452
2006-12-18,30323830.0,1944393235.41,12.89,23.43,12.89,3007.11,3.0,1197000680.6,15791829.0,18667852.0,1012587311.11,,,67711.0,117.52,,,,33.64,1228661.0,338768.0,,,117.52,67711.0,,154429.0,66811.0,1573.03,7.57,,4.74,88.81,45.95,1990381.0,127625150.0,,198.65,88.79,16.33,0.1107,20.33,0.8824
2006-12-19,25884522.0,1641336142.69,11.0,19.66,11.0,2556.5,3.0,841734504.07,16996716.0,13274487.0,1077760844.02,4.73,,1146392.0,49.54,,,47700.0,9.41,502300.0,90814.0,4.73,,49.54,1146392.0,,149310.0,5943364.0,1682.43,592.6,,,93.24,49.42,1231884.0,78113697.94,,121.67,93.26,11.95,0.0876,14.03,0.7527
