,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_y,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity
2013-08-26,11430268.0,401252491.15,2.17,9.14,1.91,456.09,1.0,317469811.09,2492300.0,9043595.0,87490650.59,,,,,,,,,,,,,,,,1.0,44633.0,101.22,1.81,,,2.6,2.6,93332592.0,3276382937.45,,3790.31,2.6,19.64,0.2082,35.02,0.1193
2013-08-27,11358085.0,389325946.32,2.16,9.19,1.9,451.0,1.0,307488962.86,2493116.0,8970596.0,85457605.4,,,325.0,0.0,,,,,1.0,,,,0.0,325.0,,491.0,73000.0,100.33,3.12,,,2.6,2.6,93291664.0,3197798341.04,,3759.32,2.6,19.81,0.2112,35.25,0.1186
2013-08-28,9521871.0,324365184.37,1.81,7.57,1.59,370.96,1.0,243157172.12,2490726.0,7137977.0,84847274.05,,,,,,,,0.14,,3595.0,,,,,,1205.0,1832619.0,98.56,74.38,,,2.59,2.59,93826448.0,3196224051.42,,3714.96,2.58,18.07,0.2478,42.0,0.0989
2013-08-29,9529744.0,325417319.59,1.81,7.48,1.59,370.15,1.0,243920867.63,2492038.0,7143146.0,85096968.63,,,1534.0,0.0,,6555.0,,0.1,1.0,2592.0,,,0.0,1534.0,0.26,2370.0,1387.0,98.45,0.06,,,2.6,2.6,93392496.0,3189124043.39,,3686.21,2.6,18.11,0.2466,41.83,0.0994
2013-08-30,9525089.0,322247856.83,1.81,7.55,1.59,369.52,1.0,241504023.04,2492839.0,7138441.0,84336432.46,,,2006.0,,,,,0.05,,1205.0,,,,2006.0,,,4705.0,98.08,0.26,,,2.59,2.59,93659224.0,3168630152.03,,3685.72,2.59,18.14,0.2472,41.91,0.0991
2013-09-02,9531247.0,328728694.41,1.81,7.54,1.59,368.51,1.0,246492053.14,2490582.0,7146856.0,85899124.13,,,6697.0,0.37,,,,1.6,8415.0,39954.0,,,0.37,6697.0,,31000.0,,97.67,,,,2.57,2.57,94411312.0,3256206384.29,,3697.37,2.57,18.11,0.244,41.55,0.0984
2013-09-03,9529189.0,328327654.39,1.81,7.6,1.59,372.94,1.0,248630582.67,2919272.0,7216108.0,100583347.47,,,396722.0,,,77500.0,,7.33,,188532.0,,,,396722.0,3.08,220500.0,8248.0,116.01,0.33,,,3.03,3.03,93520088.0,3222229208.73,,3726.39,3.02,17.98,0.2476,42.03,0.0988
2013-09-04,10311670.0,357386325.07,1.96,8.24,1.72,404.49,1.0,282002084.21,2780053.0,8136608.0,96352280.98,,,212.0,40.35,,,,5.55,1000000.0,139431.0,,,40.35,212.0,,,79500.0,110.47,3.08,,,2.9,2.9,93142064.0,3228157995.97,,3707.06,2.89,16.48,0.2638,43.74,0.1075
2013-09-05,10350334.0,362042504.95,1.97,8.34,1.73,408.56,1.0,284571896.63,2819777.0,8135548.0,98632481.67,,,39722.0,0.04,,,,,940.0,,,,0.04,39722.0,,2.0,2000.0,113.38,0.08,,,2.94,2.94,93006880.0,3253271229.04,,3738.53,2.94,16.38,0.2636,43.73,0.108
2013-09-06,10583777.0,376348415.59,2.01,8.6,1.77,420.14,1.0,289058777.02,3055819.0,8128993.0,108661835.84,,,238044.0,,,,,0.08,,2002.0,,,,238044.0,,,6555.0,123.85,0.26,,,3.17,3.17,93387264.0,3320756743.3,,3779.71,3.17,15.92,0.2532,42.9,0.1097
2013-09-09,10537309.0,373829236.5,2.0,8.35,1.76,421.99,1.0,288320638.88,2511308.0,8127036.0,89092988.76,,,5000.0,,,,,22.19,,549511.0,,,,5000.0,,,34610.0,102.65,0.0,,,2.63,2.63,93044080.0,3300899440.99,,3810.22,2.62,15.85,0.2542,43.05,0.1103
2013-09-10,10864128.0,390268547.77,2.07,8.64,1.81,435.66,1.0,311105926.77,2483150.0,8660433.0,89201392.36,,,49238.0,23.4,,7059.0,,3.17,571081.0,77396.0,,,23.4,49238.0,0.3,,44743.0,101.94,2.24,,,2.61,2.61,92545680.0,3324488457.39,,3801.49,2.61,15.41,0.2385,41.32,0.1143
2013-09-11,10864705.0,392735345.09,2.07,8.62,1.81,439.55,1.0,313438064.32,2473150.0,8671010.0,89398968.38,,,,0.25,,7400.0,,0.41,5877.0,10000.0,,,0.25,,0.31,,2700.0,102.67,0.0,,,2.6,2.6,92602088.0,3347363134.75,,3843.88,2.6,15.27,0.2391,41.47,0.1143
2013-09-12,10864575.0,393106959.83,2.07,9.01,1.81,441.83,1.0,313104121.86,2506766.0,8653480.0,90700939.64,,,29061.0,1.49,,,,0.88,33570.0,23015.0,,,1.49,29061.0,,27570.0,51100.0,104.69,1.97,,,2.63,2.63,92987504.0,3364515869.17,,3883.39,2.63,15.22,0.2398,41.58,0.1138
2013-09-13,10838058.0,394259109.36,2.06,9.0,1.81,441.21,1.0,315634230.81,2455344.0,8676685.0,89318744.98,,,300.0,0.46,,16216.0,,2.16,10989.0,51722.0,,,0.46,300.0,0.71,,4000.0,102.81,0.17,,,2.59,2.59,92472920.0,3363913634.67,,3873.23,2.59,15.17,0.2386,41.48,0.1142
2013-09-16,10894182.0,399177961.27,2.07,9.0,1.82,444.93,1.0,318032124.24,2512566.0,8679587.0,92063908.37,,,57222.0,0.13,,,,,2902.0,,,,0.13,57222.0,,,,105.53,,,,2.64,2.64,92668920.0,3395517952.47,,3893.27,2.64,15.12,0.2391,41.58,0.1145
2013-09-17,13014208.0,476689619.9,2.48,10.67,2.17,536.99,1.0,384169797.13,2553659.0,10488304.0,93536444.02,,,44899.0,78.61,,,,1.04,1853235.0,25343.0,,,78.61,44899.0,,21537.0,44518.0,108.0,1.75,,,2.68,2.68,92772896.0,3398122769.46,,3925.38,2.68,16.97,0.1944,34.43,0.1365
2013-09-18,10956771.0,399858403.05,2.08,9.04,1.83,448.89,1.0,320078470.17,2343525.0,8770671.0,85525029.59,,,37403.0,0.26,,102531.0,,10.67,6455.0,252637.0,,,0.26,37403.0,4.34,5100.0,1826619.0,98.39,77.5,,,2.46,2.46,92776968.0,3385819623.67,,3906.52,2.46,14.93,0.2358,41.35,0.1152
2013-09-19,10420215.0,387856608.04,1.98,8.59,1.74,425.71,1.0,306486566.17,2331866.0,8234115.0,86795679.09,,,,0.89,,,,0.48,21785.0,11659.0,,,0.89,,,,558341.0,98.03,23.62,,,2.45,2.45,92952224.0,3459826338.58,,3918.46,2.44,15.8,0.2569,43.35,0.1094
2013-09-20,10551461.0,393838194.34,2.01,8.51,1.76,438.02,1.0,312301722.58,2340239.0,8366988.0,87350510.24,,,,6.51,,,,0.0,151900.0,1627.0,,,6.51,,,10000.0,19027.0,100.74,0.11,,,2.45,2.45,93253888.0,3480744786.45,,4011.57,2.45,15.35,0.252,42.96,0.1104
2013-09-23,10540029.0,388528641.99,2.0,8.11,1.76,437.83,1.0,307944189.69,2337250.0,8353929.0,86156173.62,,,165388.0,,,,,7.18,,168377.0,,,,165388.0,,,13059.0,100.46,0.67,,,2.44,2.44,93648352.0,3452084147.72,,4025.45,2.43,15.36,0.2533,43.11,0.1098
2013-09-24,10794747.0,401610323.9,2.05,8.19,1.8,445.43,1.0,321176586.88,2247592.0,8632796.0,83619945.06,,,15234.0,13.86,,,,4.4,327867.0,104892.0,,,13.86,15234.0,,,49000.0,96.0,2.07,,,2.34,2.34,93679264.0,3485265523.81,,4000.14,2.34,15.09,0.2406,41.81,0.1125
2013-09-25,11407515.0,425049959.11,2.16,8.57,1.9,474.15,1.0,326112096.1,2743619.0,8752215.0,102228675.02,,,272749.0,11.56,,,,2.2,271126.0,51922.0,,,11.56,272749.0,,275200.0,151707.0,117.78,6.35,,,2.87,2.87,92708496.0,3454366918.15,,3981.78,2.87,14.45,0.2259,40.42,0.1195
2013-09-26,11371435.0,426265754.17,2.16,8.56,1.89,475.99,1.0,331958279.37,2604147.0,8855607.0,97618170.88,,,49265.0,5.13,,25203.0,,8.09,114710.0,188737.0,,,5.13,49265.0,3.36,,36521.0,112.31,1.56,,,2.72,2.72,93300528.0,3497431936.5,,4023.11,2.72,14.21,0.2201,39.81,0.1186
2013-09-27,11573004.0,433220423.84,2.2,8.55,1.93,484.37,1.0,338023778.01,2799718.0,9029931.0,104803819.18,,,27245.0,6.38,,,,0.66,187570.0,15480.0,,,6.38,27245.0,,183806.0,13246.0,120.96,0.48,,,2.92,2.92,93129024.0,3486164460.75,,4026.59,2.92,13.96,0.216,39.34,0.1206
2013-09-30,11897178.0,442676937.91,2.26,8.81,1.98,498.1,1.0,350984351.37,2682932.0,9432891.0,99828053.54,,,,19.83,,,,6.29,458940.0,144786.0,,,19.83,,,28000.0,55980.0,115.86,2.37,,,2.79,2.79,93460240.0,3477521548.33,,4040.79,2.79,13.5,0.2046,37.99,0.1237
2013-10-01,11865574.0,450645422.12,2.25,8.61,1.98,495.48,1.0,355903258.3,2771542.0,9370996.0,105261044.64,,,114888.0,10.74,,,,3.31,254012.0,76396.0,,,10.74,114888.0,,50118.0,315907.0,119.75,13.68,,,2.84,2.84,94734104.0,3597928788.5,,4092.63,2.84,13.55,0.2052,37.9,0.1217
2013-10-02,12004922.0,453338928.15,2.28,8.6,2.0,508.11,1.0,351444215.04,2999057.0,9306636.0,113252654.69,,,225665.0,4.11,,40000.0,,1.01,68540.0,22979.0,,,4.11,225665.0,1.74,24829.0,172900.0,131.03,7.36,,,3.12,3.12,93112480.0,3516183768.67,,4071.93,3.12,13.21,0.2028,37.73,0.1249
2013-10-03,12303833.0,464573360.35,2.33,8.67,2.05,519.48,1.0,362957999.22,2991968.0,9612636.0,112972000.5,,,,13.6,,,,0.44,312000.0,7089.0,,,13.6,,,,6000.0,130.33,0.35,,,3.07,3.07,94391296.0,3564066707.58,,4114.25,3.07,12.91,0.193,36.67,0.1263
2013-10-04,12505443.0,476517319.92,2.37,8.74,2.08,529.29,1.0,381964505.12,2846601.0,10024054.0,108469142.55,,,76897.0,36.67,,,,9.94,840330.0,227985.0,,,36.67,76897.0,,5721.0,428912.0,124.81,18.54,,,3.09,3.09,89217064.0,3399597777.41,,3907.23,3.1,12.67,0.1892,35.98,0.1358
2013-10-07,10953061.0,416320833.02,2.08,7.5,1.82,467.07,1.0,322274811.29,2848473.0,8478787.0,108269154.37,,,8795.0,0.73,,,,0.3,11190.0,6923.0,,,0.73,8795.0,,,1556457.0,125.29,64.86,,,3.12,3.12,88325592.0,3357215306.15,,3882.7,3.13,14.4,0.2254,41.27,0.1201
2013-10-08,11119575.0,423372103.28,2.11,7.51,1.85,473.18,1.0,326033499.37,2930730.0,8563044.0,111586038.52,,,,3.3,,,,0.12,84257.0,2000.0,,,3.3,,,84257.0,,128.69,,,,3.21,3.21,88478568.0,3368776003.51,,3885.74,3.21,14.21,0.2205,40.62,0.1216
2013-10-09,11855221.0,451792073.39,2.25,8.11,1.97,504.98,1.0,350447149.2,3033238.0,9195886.0,115594039.55,,,103317.0,26.49,,,,23.34,632882.0,530887.0,,,26.49,103317.0,,530078.0,40.0,133.7,0.0,,,3.32,3.32,88357288.0,3367218742.24,,3892.9,3.32,13.53,0.2066,38.07,0.1297
2013-10-10,11717605.0,459332243.59,2.22,8.02,1.95,499.61,1.0,355410915.83,3020670.0,9066563.0,118410812.47,,,954.0,,,,,0.64,,15102.0,,,,954.0,,1580.0,129323.0,133.64,5.68,,,3.28,3.28,88948608.0,3486801584.19,,3949.23,3.27,13.67,0.2106,38.53,0.1274
2013-10-11,11712589.0,461417601.64,2.22,7.77,1.95,508.93,1.0,356928828.54,2986663.0,9060254.0,117659629.17,,,,4.57,,,,1.26,96467.0,36880.0,,,4.57,,,2873.0,102776.0,134.88,3.49,,,3.26,3.26,88635432.0,3491794039.2,,4015.29,3.25,13.51,0.2123,38.91,0.1278
2013-10-14,12665693.0,497265188.39,2.4,8.4,2.11,553.64,1.0,367086793.14,4571663.0,9349958.0,179487128.18,,,921600.0,13.22,,,,,289704.0,,,,13.22,921600.0,,663400.0,,207.17,,,,4.99,4.99,87062800.0,3418154825.29,,3956.58,4.98,13.12,0.2041,37.99,0.1382
2013-10-15,14450346.0,578218254.92,2.74,9.52,2.41,634.4,1.0,441510245.15,4510362.0,11033854.0,180478283.68,,,,83.4,,,,7.36,1841440.0,162058.0,,,83.4,,,100757.0,157544.0,205.82,7.22,,,4.82,4.82,89039432.0,3562836833.82,,4061.65,4.82,15.21,0.1738,32.69,0.1545
2013-10-16,14584304.0,585283362.63,2.76,9.5,2.43,649.34,1.0,453265226.47,4564715.0,11294628.0,183186783.86,,,51846.0,13.13,,,,0.07,268845.0,1493.0,,,13.13,51846.0,,4000.0,8071.0,210.25,0.36,,,4.89,4.89,88843696.0,3565390377.47,,4103.11,4.87,15.12,0.1713,32.54,0.1561
2013-10-17,14580543.0,586836882.85,2.76,9.46,2.43,649.3,1.0,454434186.37,4543792.0,11290867.0,182878287.43,,,,9.1,,,,0.99,200000.0,20923.0,,,9.1,,,,203761.0,209.01,9.31,,,4.86,4.86,88889192.0,3577607250.47,,4100.49,4.85,13.89,0.1691,32.65,0.1561
2013-10-18,15773888.0,639032536.34,2.99,10.15,2.63,708.08,1.0,491202932.25,3937398.0,12124860.0,159512063.89,,,335206.0,46.74,,34300.0,,43.7,1000639.0,941600.0,,,46.74,335206.0,1.6,,200946.0,183.08,8.79,,,4.2,4.2,89841336.0,3639656678.93,,4181.68,4.19,19.36,0.1709,30.93,0.1682
2013-10-21,15046533.0,610738512.29,2.85,9.79,2.5,677.56,1.0,456534814.27,4058160.0,11247475.0,164720643.69,,,150000.0,3.56,,,,1.31,73483.0,29268.0,,,3.56,150000.0,,30.0,950868.0,189.62,43.42,,,4.3,4.3,90331880.0,3666569435.21,,4225.2,4.3,13.57,0.1709,33.08,0.1594
2013-10-22,16032008.0,657541316.27,3.04,10.41,2.67,722.41,1.0,501180923.88,4592078.0,12219668.0,188340787.54,,,30269.0,49.05,,23979.0,,0.11,1067654.0,2330.0,,,49.05,30269.0,1.17,505979.0,119440.0,213.54,5.61,,,4.87,4.87,89759896.0,3681437793.95,,4205.61,4.83,15.93,0.1794,34.1,0.1699
2013-10-23,15898367.0,650614622.11,3.01,10.33,2.65,722.09,1.0,495167724.02,4528128.0,12099879.0,185306219.66,,1760.0,301039.0,0.03,0.08,,,16.4,604.0,366749.0,,1760.0,0.03,301039.0,,,120393.0,212.76,5.15,,,4.76,4.76,90664008.0,3710275986.42,,4292.77,4.72,16.12,0.1822,34.47,0.167
2013-10-24,15916140.0,656303508.3,3.02,10.29,2.65,721.89,1.0,500103410.23,4499097.0,12128102.0,185520681.85,,,2155.0,2.19,,,,1.44,46804.0,29736.0,,,2.19,2155.0,,310.0,18581.0,211.15,0.96,0.08,,4.73,4.73,90573736.0,3734816400.01,1760.0,4287.76,4.69,16.09,0.1817,34.4,0.1674
2013-10-25,18770956.0,781986638.93,3.56,12.23,3.12,863.05,1.0,604680803.24,4960360.0,14514873.0,206645588.23,,,9845.0,117.75,,,,4.75,2435297.0,102080.0,,,117.75,9845.0,,553498.0,48526.0,234.89,2.14,,,5.33,5.33,88053760.0,3668266220.83,,4200.12,5.3,25.37,0.1804,28.9,0.2018
2013-10-28,18835244.0,770393756.46,3.57,12.11,3.14,871.7,1.0,576443842.92,5446128.0,14093391.0,222755967.91,,,12627.0,1.75,,,,0.13,34462.0,3310.0,,,1.75,12627.0,,476451.0,455944.0,258.9,19.6,,,5.81,5.81,88327776.0,3612757400.56,,4231.39,5.77,23.16,0.1754,29.6,0.2009
2013-10-29,20811228.0,853377390.28,3.94,13.31,3.46,957.23,1.0,658749977.78,5421367.0,16064869.0,222306536.75,,,4462.0,121.02,,,,1.73,2664060.0,49618.0,,,121.02,4462.0,,20395.0,692582.0,255.54,30.03,,,5.55,5.55,92276440.0,3783853002.43,,4367.13,5.53,26.15,0.1917,31.48,0.213
2013-10-30,21022024.0,856287146.09,3.98,13.26,3.5,968.7,1.0,662859342.93,5696680.0,16273332.0,232042065.0,,,24504.0,10.01,,,,,208463.0,,,,10.01,24504.0,,250809.0,,268.76,,,,5.27,5.27,102480344.0,4174317434.62,,4851.31,5.25,25.87,0.1887,31.15,0.1943
2013-10-31,21896934.0,895811733.95,4.15,13.83,3.64,1002.54,1.0,684232858.66,6117254.0,16725168.0,250259141.88,,,1700.0,26.97,,,,1.14,649648.0,22697.0,,,26.97,1700.0,,441571.0,197812.0,288.12,11.14,,,5.64,5.64,102338328.0,4186699154.09,,4840.97,5.62,24.74,0.173,28.82,0.2019
2013-11-01,21081220.0,863992214.66,4.0,13.63,3.51,979.46,1.0,650976196.08,6441582.0,15883676.0,264001642.13,,,250541.0,3.12,,350000.0,,20.13,60883.0,428367.0,,,3.12,250541.0,16.9,502154.0,1252375.0,304.35,46.91,,,5.99,5.99,101026584.0,4140471094.66,,4787.54,5.98,25.51,0.1802,29.72,0.1962
2013-11-04,28263096.0,1165553751.36,5.36,19.15,4.7,1324.16,2.0,856557977.21,10806584.0,20770368.0,445657281.16,,,412884.0,235.63,,,,32.25,4886691.0,679218.0,,,235.63,412884.0,,4631336.0,,510.28,,,,10.07,10.07,96528040.0,3980760605.03,,4574.68,10.04,20.36,0.1215,20.82,0.2633
2013-11-05,36469984.0,1495948152.21,6.91,25.02,6.07,1720.72,2.0,1088004429.82,14268302.0,26524652.0,585265954.93,,,1242329.0,259.9,,768200.0,,11.52,5382154.0,243245.0,,,259.9,1242329.0,37.03,2462634.0,396069.0,675.94,17.9,,,13.3,13.3,93018248.0,3815479497.25,,4431.99,13.23,15.83,0.1324,27.99,0.3399
2013-11-06,55830100.0,2305785177.33,10.57,38.21,9.28,2635.31,3.0,1685653562.71,23738290.0,40814820.0,980392247.5,,,2688475.0,414.59,,5668500.0,,39.12,8807380.0,821292.0,,,414.59,2688475.0,273.62,7602805.0,185711.0,1122.17,8.78,,,21.53,21.53,86503464.0,3572596235.34,,4103.98,21.47,12.3,0.101,20.64,0.5064
2013-11-07,76114896.0,3101365991.22,14.41,52.51,12.66,3608.38,3.0,2339908885.63,34350360.0,57426928.0,1399634551.03,,,4907572.0,899.46,,1100000.0,,131.7,19033388.0,2791918.0,,,899.46,4907572.0,51.76,8496417.0,3521283.0,1637.31,160.24,,,32.01,32.01,72946992.0,2972287056.01,,3480.09,32.0,15.04,0.1048,19.74,0.7094
2013-11-08,95494400.0,3876529484.43,18.08,65.84,15.88,4504.94,4.0,2764717848.67,42329056.0,68106040.0,1718318913.28,,,3980861.0,187.83,,8091000.0,,5.63,4256267.0,116186.0,,,187.83,3980861.0,376.85,4114020.0,1668150.0,1991.31,68.02,,,39.89,39.89,63772432.0,2588798012.68,,3003.81,39.87,11.53,0.0823,15.85,0.9
2013-11-11,102365336.0,4200296698.55,19.38,69.84,17.02,4818.93,4.0,3027902193.94,43761940.0,73792936.0,1795657976.49,,,1424893.0,288.48,,,,46.93,6008495.0,989807.0,,,288.48,1424893.0,,1012744.0,321599.0,2044.74,16.92,0.71,,41.18,41.18,62517268.0,2565234332.67,14947.0,2929.54,41.11,11.49,0.0802,14.48,0.9632
2013-11-12,107089576.0,4412910025.27,20.28,74.59,17.81,5028.27,4.0,3167118958.76,47184632.0,76857544.0,1944367914.87,,,1910229.0,188.53,,,,28.63,4240865.0,613419.0,,,188.53,1910229.0,,2125885.0,1176262.0,2206.78,58.09,,,44.35,44.35,59215112.0,2440115753.12,,2775.36,44.29,10.93,0.0774,14.15,1.0065
2013-11-13,117465200.0,4779740607.3,22.24,82.69,19.53,5542.16,5.0,3551130324.71,47309164.0,87271312.0,1925042755.37,,,546004.0,540.39,,12000.0,,29.56,11057400.0,644502.0,,,540.39,546004.0,0.56,238610.0,655632.0,2214.45,21.06,0.73,,44.56,44.56,58854916.0,2394847426.68,15581.0,2761.48,44.5,13.0,0.0858,16.23,1.1065
2013-11-14,92942608.0,3868221721.15,17.6,65.88,15.46,4376.03,4.0,2758944084.89,41986316.0,66289752.0,1747448054.64,,,5824.0,25.78,,,,258.42,638191.0,5552617.0,,,25.78,5824.0,,385345.0,21619750.0,1954.6,1015.54,7.56,,38.65,38.65,66639148.0,2773485759.86,161400.0,3107.16,38.62,13.42,0.0888,15.75,0.8556
2013-11-15,71037808.0,2935392926.48,13.45,50.23,11.81,3393.1,3.0,2119119590.75,31694198.0,51283632.0,1309653651.19,,1038977.0,32898.0,29.9,49.35,,,522.38,578801.0,11419795.0,,1038977.0,29.9,32898.0,,55801.0,15584920.0,1502.28,715.88,,,29.44,29.44,75979384.0,3139586547.37,,3597.66,29.46,12.57,0.0939,16.97,0.6598
2013-11-18,66221272.0,2742748686.67,12.54,46.98,11.01,3152.66,3.0,2125015681.06,26298684.0,51306648.0,1089237322.44,,,665534.0,53.1,,,,287.54,1120000.0,6047234.0,,,53.1,665534.0,,24532.0,1096982.0,1240.6,53.68,1.8,,24.6,24.6,80603232.0,3338419846.56,38346.0,3798.31,24.62,13.42,0.1033,18.19,0.6195
2013-11-19,61088900.0,2473974056.77,11.57,43.48,10.16,2895.74,3.0,1897974414.1,24652972.0,46865960.0,998394358.88,,,308070.0,34.71,,,,109.39,747934.0,2316755.0,,,34.71,308070.0,,362974.0,5188625.0,1159.94,251.39,,,23.15,23.15,81855632.0,3314983736.3,,3846.05,23.17,14.19,0.0989,14.73,0.5736
2013-11-20,46515872.0,1862602844.05,8.81,32.82,7.74,2160.36,2.0,1386134783.78,19317056.0,34616756.0,773499493.77,,,506288.0,16.57,,393788.0,,275.6,502172.0,5842204.0,,,16.57,506288.0,18.31,,13145162.0,900.83,655.12,,,18.21,18.21,86780336.0,3474884887.48,,4007.42,18.35,15.01,0.1002,18.51,0.4384
2013-11-21,35796140.0,1453746999.41,6.78,25.19,5.95,1645.02,2.0,1243616806.76,12859582.0,30622028.0,522251246.82,,,47301.0,2.0,,,,321.52,44225.0,6852552.0,,,2.0,47301.0,,502900.0,4038954.0,590.84,196.23,7.24,,12.09,12.09,93537744.0,3798739603.54,155124.0,4281.68,12.13,18.63,0.1296,24.39,0.3364
2013-11-22,28781704.0,1163203704.21,5.45,20.62,4.79,1337.36,2.0,974736900.76,11057393.0,24118380.0,446881133.11,,100.0,15000.0,,0.0,,,85.63,,1817463.0,,100.0,,15000.0,,174.0,6503647.0,511.33,297.59,,,10.42,10.42,95074424.0,3842403569.03,,4388.27,10.44,22.18,0.1747,31.07,0.2712
2013-11-25,24032112.0,983989842.33,4.55,17.36,4.0,1104.45,1.0,777459067.36,11073810.0,18987984.0,453414854.09,,,508822.0,1.02,,,,22.76,19805.0,492305.0,,,1.02,508822.0,,,5150201.0,511.34,250.56,0.0,,10.45,10.45,94935416.0,3887110921.46,100.0,4391.83,10.43,26.99,0.1739,28.34,0.2267
2013-11-26,20996452.0,864846554.48,3.98,15.31,3.49,973.25,1.0,694960341.17,10475688.0,16872012.0,431494934.12,,,493658.0,21.48,,,,46.41,419954.0,1006679.0,,,21.48,493658.0,,17799.0,2535928.0,489.16,116.14,4.75,,9.84,9.84,96007344.0,3954554829.69,102900.0,4485.13,9.83,27.61,0.2018,32.8,0.1972
2013-11-27,18360224.0,760603532.68,3.48,13.29,3.05,850.77,1.0,617484964.53,9258949.0,14905482.0,383567723.26,,,,3.52,,,,55.78,42667.0,1216739.0,,,3.52,,,,2009196.0,435.42,95.94,,,9.0,9.0,93608600.0,3877895599.14,,4404.24,9.0,30.62,0.2106,31.14,0.1785
2013-11-28,18567252.0,773816574.68,3.52,13.42,3.09,862.79,1.0,637337013.18,8084449.0,15292509.0,336930884.19,,,,40.24,,,,54.96,851769.0,1174500.0,,,40.24,,,,464742.0,382.34,21.08,,,7.85,7.85,94957288.0,3957479725.09,,4491.52,7.84,28.56,0.1995,30.75,0.1802
2013-11-29,17600810.0,729837496.79,3.33,12.91,2.93,823.51,1.0,594320291.82,6013737.0,14332668.0,249366407.48,,,163888.0,10.39,,,,107.95,198888.0,2295953.0,,,10.39,163888.0,,61353.0,1158729.0,285.94,51.41,,,5.81,5.81,97466968.0,4041578083.35,,4630.47,5.82,26.99,0.1902,30.15,0.1701
2013-12-02,14603823.0,604732309.78,2.77,10.8,2.43,678.86,1.0,497968391.99,5182768.0,12025556.0,214614163.95,,,,0.01,,,,39.59,128.0,830969.0,,,0.01,,,,2307240.0,245.67,110.57,,,5.05,5.05,97438152.0,4034833804.77,,4617.79,5.05,17.3,0.1862,35.03,0.1423
2013-12-03,15262438.0,620303695.59,2.89,11.36,2.54,707.6,1.0,470264617.52,6296180.0,11570759.0,255892520.06,,,252411.0,2.4,,,,,51623.0,,,,2.4,252411.0,,861001.0,506420.0,296.71,24.05,,,6.16,6.16,95985200.0,3901078863.17,,4510.52,6.17,14.26,0.1873,36.16,0.1492
2013-12-04,15105373.0,612067236.34,2.86,11.17,2.51,690.35,1.0,462588264.78,6068299.0,11416341.0,245886480.14,,,64603.0,11.29,,34298.0,,14.03,281712.0,292484.0,,,11.29,64603.0,1.59,,470428.0,281.54,23.55,,,5.9,5.9,96830304.0,3923548035.72,,4487.59,5.9,16.31,0.1926,36.46,0.1468
2013-12-05,15036844.0,592887238.89,2.85,10.95,2.5,683.16,1.0,448454119.26,5996245.0,11373722.0,236425751.42,,,3479.0,0.42,,,,3.51,23381.0,75533.0,,,0.42,3479.0,,,66000.0,275.68,3.31,,,5.85,5.85,96569392.0,3807631454.04,,4419.13,5.87,16.44,0.194,36.75,0.1466
2013-12-06,14338344.0,569617608.74,2.71,10.18,2.38,643.0,1.0,425602003.66,5585889.0,10713201.0,221909917.55,,,26969.0,0.1,,,,21.08,3479.0,437325.0,,,0.1,26969.0,,,664000.0,251.35,29.08,,,5.49,5.49,96204032.0,3821885613.75,,4333.7,5.48,14.98,0.1994,38.2,0.1409
2013-12-09,15510693.0,618773558.69,2.94,11.04,2.58,694.96,1.0,482623008.63,5378405.0,12097830.0,214562611.87,,,,65.68,,,,12.14,1534629.0,276179.0,,,65.68,,,68695.0,150000.0,243.74,6.02,,,5.3,5.3,96114984.0,3834349032.2,,4357.13,5.3,14.94,0.1838,34.22,0.1528
2013-12-10,15448165.0,615128575.04,2.92,10.97,2.57,693.96,1.0,478755413.34,5377655.0,12023328.0,214132180.57,,,42000.0,,,,,1.93,,42750.0,,,,42000.0,,,74502.0,244.59,3.24,0.32,,5.24,5.24,97250952.0,3872423651.92,7012.0,4421.75,5.24,14.97,0.1853,34.42,0.1505
2013-12-11,14808586.0,589466628.71,2.8,10.54,2.46,666.65,1.0,453688754.06,5368831.0,11397573.0,213710256.31,,,328082.0,,,3000.0,,15.3,,334894.0,,,,328082.0,0.14,5000.0,628755.0,243.89,26.16,0.32,,5.25,5.25,96982176.0,3860446657.86,7012.0,4406.07,5.24,15.63,0.1946,35.88,0.1447
2013-12-12,15398424.0,615913822.36,2.91,10.95,2.56,695.05,1.0,479478427.74,5343591.0,11987411.0,213735610.73,,,65592.0,29.06,,,,4.13,615078.0,90832.0,,,29.06,65592.0,,,25240.0,243.02,1.16,,,5.18,5.18,97827832.0,3912966284.12,,4451.33,5.18,14.94,0.1853,34.32,0.1493
