,ECN FP Equity_DX_SI_QTY,ECN FP Equity_DX_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECN FP Equity_DX_SI_MV,ECN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SUPPLY_SI_QTY,ECN FP Equity_DX_BROKER_SI_QTY,ECN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECN FP Equity_DX_BROKER_SI_MV_INC_x,ECN FP Equity_DX_BROKER_SI_QTY_ADD,ECN FP Equity_DX_SUPPLY_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_QTY_INC,ECN FP Equity_DX_SUPPLY_SI_QTY_DEC,ECN FP Equity_DX_BROKER_SI_MV_INC_y,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECN FP Equity_DX_BROKER_SI_MV_ADD,ECN FP Equity_DX_SUPPLY_SI_QTY_ADD,ECN FP Equity_DX_BROKER_SI_QTY_DEC,ECN FP Equity_DX_SUPPLY_SI_MV,ECN FP Equity_DX_BROKER_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_MV_RMV,ECN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECN FP Equity_DX_UTILIZATION_QUANTITY,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECN FP Equity_DX_ACTIVE_UTILIZATION_MV,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECN FP Equity_DX_BROKER_SI_CON_RATIO,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECN FP Equity_DX_DEMAND_SUPPLY_RATIO,ECN FP Equity_PX_LAST
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122750.0,22495165.0,22.43,0.0,,0.0,,0.0,183.26
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122750.0,22571270.0,22.41,0.0,,0.0,,0.0,183.88
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122750.0,22586000.0,22.51,0.0,,0.0,,0.0,184.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22381936.54,22.43,0.0,,0.0,,0.0,183.46
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22252617.6,22.29,0.0,,0.0,,0.0,182.4
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22291657.28,22.13,0.0,,0.0,,0.0,182.72
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22316057.08,22.21,0.0,,0.0,,0.0,182.92
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22503935.54,22.29,0.0,,0.0,,0.0,184.46
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22584454.88,22.46,0.0,,0.0,,0.0,185.12
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22547855.18,22.57,0.0,,0.0,,0.0,184.82
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,121999.0,22025699.46,22.54,0.0,,0.0,,0.0,180.54
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22325206.82,21.95,0.0,,0.0,,0.0,182.98
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22469177.44,22.23,0.0,,0.0,,0.0,184.16
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22539942.66,22.43,0.0,,0.0,,0.0,184.74
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22539942.66,22.4,0.0,,0.0,,0.0,
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22793721.38,22.43,0.0,,0.0,,0.0,186.82
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22981615.24,22.74,0.0,,0.0,,0.0,188.36
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22881567.86,22.91,0.0,,0.0,,0.0,187.54
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22815683.0,22.88,0.0,,0.0,,0.0,187.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,22815683.0,22.89,0.0,,0.0,,0.0,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122009.0,23023098.3,22.77,0.0,,0.0,,0.0,188.7
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22193250.0,22.26,0.0,,0.0,,0.0,187.5
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118606.0,22475837.0,22.17,0.0,,0.0,,0.0,189.5
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22543607.44,22.36,0.0,,0.0,,0.0,190.46
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22692746.08,22.47,0.0,,0.0,,0.0,191.72
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22536505.6,22.64,0.0,,0.0,,0.0,190.4
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22482058.16,22.53,0.0,,0.0,,0.0,189.94
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22557811.12,22.41,0.0,,0.0,,0.0,190.58
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22685644.24,22.48,0.0,,0.0,,0.0,191.66
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22496261.84,22.57,0.0,,0.0,,0.0,190.06
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22536505.6,22.4,0.0,,0.0,,0.0,190.4
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118364.0,22557811.12,22.47,0.0,,0.0,,0.0,190.58
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118296.0,22632390.72,22.47,0.0,,0.0,,0.0,191.32
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22638545.76,22.59,0.0,,0.0,,0.0,191.44
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22553402.88,22.6,0.0,,0.0,,0.0,190.72
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22428053.64,22.5,0.0,,0.0,,0.0,189.66
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22525021.92,22.38,0.0,,0.0,,0.0,190.48
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22212831.36,22.46,0.0,,0.0,,0.0,187.84
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22201005.96,22.15,0.0,,0.0,,0.0,187.74
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,21791847.12,22.15,0.0,,0.0,,0.0,184.28
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22066196.4,22.19,0.0,,0.0,,0.0,186.6
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,118254.0,22316894.88,22.01,0.0,,0.0,,0.0,188.72
2021-02-03,25400.0,4804156.0,6.45,0.56,4.8,3669316.0,15700.0,19400.0,2969498.0,,,19400.0,,,,,,3.66,15700.0,,2.96,,,11.42,11.41,121822.0,23041413.08,23.15,11.35,38.21,0.3476,38.21,0.1845,189.14
2021-02-04,25400.0,4835652.0,6.66,0.56,4.8,3693372.0,15700.0,19400.0,2988966.0,,,,,,,,,,,,2.97,,,11.42,11.41,121822.0,23192472.36,23.18,11.35,38.21,0.3476,38.21,0.1845,190.38
2021-02-05,25400.0,4839208.0,6.7,0.56,4.84,3696088.0,15700.0,19400.0,2991164.0,,,,,,,,,,,,2.99,,,11.42,11.41,121822.0,23209527.44,23.36,11.34,38.2,0.3476,38.2,0.1845,190.52
2021-02-08,25400.0,4846320.0,4.93,0.56,4.84,3701520.0,15700.0,19400.0,2995560.0,,,,,,,,,,,,2.99,,,11.42,11.41,121822.0,23243637.6,23.37,11.35,38.21,0.3476,38.21,0.1845,190.8
2021-02-09,25400.0,4834636.0,4.9,0.56,4.85,3692596.0,15700.0,19400.0,2988338.0,,,,,,,,,,,,3.0,,,12.28,12.26,112122.0,21341301.48,21.37,12.3,38.21,0.3476,38.21,0.1984,190.34
2021-02-10,6000.0,1138320.0,1.16,0.13,1.14,0.0,6000.0,0.0,1138320.0,,,,1.85,,9700.0,,,,,19400.0,1.14,3.7,,5.08,5.07,112122.0,21271785.84,21.26,5.08,,1.0,100.0,0.0507,189.72
2021-02-11,6000.0,1144200.0,1.16,0.13,1.14,0.0,6000.0,0.0,1144200.0,,,,,,,,,,,,1.14,,,5.08,5.07,112122.0,21381665.4,21.23,5.08,,1.0,100.0,0.0507,190.7
2021-02-12,6000.0,1149720.0,1.17,0.13,1.14,0.0,6000.0,0.0,1149720.0,,,,,,,,,,,,1.14,,,5.08,5.07,112122.0,21484817.64,21.33,5.08,,1.0,100.0,0.0507,191.62
2021-02-15,6000.0,1160280.0,1.17,0.13,1.15,0.0,6000.0,0.0,1160280.0,,,,,,,,,,,,1.15,,,5.08,5.07,112122.0,21682152.36,21.43,5.08,,1.0,100.0,0.0507,193.38
2021-02-16,6000.0,1156920.0,1.14,0.13,1.16,0.0,6000.0,0.0,1156920.0,,,,,,,,,,,,1.16,,,5.08,5.07,112122.0,21619364.04,21.63,5.08,,1.0,100.0,0.0507,192.82
2021-02-17,6000.0,1149960.0,1.11,0.13,1.15,0.0,6000.0,0.0,1149960.0,,,,,,,,,,,,1.15,,,5.08,5.07,112122.0,21489302.52,21.58,5.08,,1.0,100.0,0.0507,191.66
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.15,,6000.0,,,,,,0.0,,,0.0,0.0,222.0,42100.08,0.02,0.0,,0.0,100.0,0.0,189.64
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,222.0,42193.32,0.02,0.0,,0.0,,0.0,190.06
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,222.0,41851.44,0.02,0.0,,0.0,,0.0,188.52
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,222.0,41571.72,0.02,0.0,,0.0,,0.0,187.26
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,222.0,41678.28,0.02,0.0,,0.0,,0.0,187.74
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,122.0,22882.32,0.0,0.0,,0.0,,0.0,187.56
2021-02-26,100.0,18516.0,0.01,0.0,0.02,0.0,100.0,0.0,18516.0,,,,,,,,,,100.0,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.3106,185.16
2021-03-01,200.0,37696.0,0.02,0.0,0.04,18848.0,100.0,100.0,18848.0,,,100.0,,,,,,0.02,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,188.48
2021-03-02,200.0,37720.0,0.02,0.0,0.04,18860.0,100.0,100.0,18860.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,188.6
2021-03-03,200.0,37688.0,0.02,0.0,0.04,18844.0,100.0,100.0,18844.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,188.44
2021-03-04,200.0,37616.0,0.02,0.0,0.04,18808.0,100.0,100.0,18808.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,188.08
2021-03-05,200.0,37208.0,0.02,0.0,0.04,18604.0,100.0,100.0,18604.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,186.04
2021-03-08,200.0,38000.0,0.02,0.0,0.04,19000.0,100.0,100.0,19000.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,49.6,0.5,50.4,0.6211,190.0
2021-03-09,200.0,38372.0,0.02,0.0,0.04,19186.0,100.0,100.0,19186.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.6211,191.86
2021-03-10,200.0,38508.0,0.02,0.0,0.04,19254.0,100.0,100.0,19254.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,192.54
2021-03-11,200.0,38672.0,0.02,0.0,0.04,19336.0,100.0,100.0,19336.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.36
2021-03-12,200.0,38584.0,0.01,0.0,0.04,19292.0,100.0,100.0,19292.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,192.92
2021-03-15,200.0,38552.0,0.01,0.0,0.04,19276.0,100.0,100.0,19276.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,192.76
2021-03-16,200.0,38968.0,0.01,0.0,0.04,19484.0,100.0,100.0,19484.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,194.84
2021-03-17,200.0,38660.0,0.01,0.0,0.04,19330.0,100.0,100.0,19330.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.3
2021-03-18,200.0,39084.0,0.01,0.0,0.04,19542.0,100.0,100.0,19542.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,195.42
2021-03-19,200.0,38680.0,0.01,0.0,0.04,19340.0,100.0,100.0,19340.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.4
2021-03-22,200.0,38664.0,0.01,0.0,0.04,19332.0,100.0,100.0,19332.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.32
2021-03-23,200.0,38616.0,0.01,0.0,0.04,19308.0,100.0,100.0,19308.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.08
2021-03-24,200.0,38528.0,0.01,0.0,0.04,19264.0,100.0,100.0,19264.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,192.64
2021-03-25,200.0,38576.0,0.01,0.0,0.04,19288.0,100.0,100.0,19288.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,192.88
2021-03-26,200.0,38748.0,0.01,0.0,0.04,19374.0,100.0,100.0,19374.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,193.74
2021-03-29,200.0,39084.0,0.01,0.0,0.04,19542.0,100.0,100.0,19542.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,195.42
2021-03-30,200.0,39344.0,0.01,0.0,0.04,19672.0,100.0,100.0,19672.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,196.72
2021-03-31,200.0,39252.0,0.01,0.0,0.04,19626.0,100.0,100.0,19626.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,196.26
2021-04-01,200.0,39488.0,0.01,0.0,0.04,19744.0,100.0,100.0,19744.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,197.44
2021-04-02,200.0,39488.0,0.01,0.0,0.04,19744.0,100.0,100.0,19744.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,
2021-04-05,200.0,39488.0,0.01,0.0,0.04,19744.0,100.0,100.0,19744.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,
2021-04-06,200.0,39680.0,0.01,0.0,0.04,19840.0,100.0,100.0,19840.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,198.4
2021-04-07,200.0,39584.0,0.01,0.0,0.04,19792.0,100.0,100.0,19792.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,197.92
2021-04-08,200.0,39868.0,0.01,0.0,0.04,19934.0,100.0,100.0,19934.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,199.34
2021-04-09,200.0,39928.0,0.01,0.0,0.04,19964.0,100.0,100.0,19964.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,199.64
2021-04-12,23400.0,4650984.0,1.6,0.57,4.67,4631108.0,11700.0,23300.0,2325492.0,11600.0,2.32,11600.0,,11600.0,,2.32,11600.0,2.32,,,2.34,,,50.0,49.74,11700.0,2325492.0,2.57,47.62,49.57,0.4958,50.0,0.9948,198.76
2021-04-13,23400.0,4655664.0,1.6,0.57,4.66,4635768.0,11700.0,23300.0,2327832.0,,,,,,,,,,,,2.33,,,50.0,49.74,11700.0,2327832.0,2.56,47.62,49.57,0.4958,50.0,0.9948,198.96
2021-04-14,30400.0,6053856.0,2.19,0.75,6.05,6033942.0,11700.0,30300.0,2329938.0,,1.4,,,7000.0,,1.4,,,,,2.33,,,50.0,49.74,11700.0,2329938.0,2.56,47.62,38.16,0.524,61.51,1.2924,199.14
2021-04-15,37400.0,7508050.0,2.68,0.92,7.45,7487975.0,18700.0,37300.0,3754025.0,7000.0,1.39,,,7000.0,,1.39,7000.0,,,,3.72,,,50.0,49.84,18700.0,3754025.0,4.1,47.62,49.73,0.4973,50.0,0.9967,200.75
2021-04-16,37400.0,7560410.0,2.83,0.92,7.51,7540195.0,18700.0,37300.0,3780205.0,,,,,,,,,,,,3.75,,,50.0,49.84,18700.0,3780205.0,4.13,47.62,49.73,0.4973,50.0,0.9967,202.15
2021-04-19,37400.0,7554800.0,2.82,0.92,7.56,7534600.0,18700.0,37300.0,3777400.0,,,,,,,,,,,,3.78,,,50.0,49.84,18700.0,3777400.0,4.16,47.62,49.73,0.4973,50.0,0.9967,202.0
2021-04-20,14200.0,2828924.0,1.09,0.35,2.87,2809002.0,7100.0,14100.0,1414462.0,,,,2.35,,11600.0,,,,,23200.0,1.43,4.7,,50.0,49.57,7100.0,1414462.0,1.58,47.62,49.3,0.4931,50.0,0.9915,199.22
2021-04-21,14200.0,2852070.0,1.03,0.35,2.83,2831985.0,7100.0,14100.0,1426035.0,,,,,,,,,,,,1.42,,,50.0,49.57,7100.0,1426035.0,1.56,47.62,49.3,0.4931,50.0,0.9915,200.85
2021-04-22,200.0,40710.0,0.01,0.0,0.04,20355.0,100.0,100.0,20355.0,,,,1.4,,7000.0,,,,,14000.0,0.02,2.8,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,203.55
2021-04-23,200.0,40470.0,0.01,0.0,0.04,20235.0,100.0,100.0,20235.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,202.35
2021-04-26,200.0,40470.0,0.01,0.0,0.04,20235.0,100.0,100.0,20235.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,202.35
2021-04-27,200.0,40480.0,0.02,0.0,0.04,20240.0,100.0,100.0,20240.0,,,,,,,,,,,,0.02,,,100.0,31.06,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.6211,202.4
2021-04-28,200.0,40450.0,0.02,0.0,0.04,20225.0,100.0,100.0,20225.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,202.25
2021-04-29,200.0,40370.0,0.02,0.0,0.04,20185.0,100.0,100.0,20185.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,201.85
2021-04-30,200.0,40310.0,0.02,0.0,0.04,20155.0,100.0,100.0,20155.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,201.55
2021-05-03,200.0,40620.0,0.02,0.0,0.04,20310.0,100.0,100.0,20310.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,203.1
2021-05-04,200.0,39884.0,0.02,0.0,0.04,19942.0,100.0,100.0,19942.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,199.42
2021-05-05,200.0,40550.0,0.03,0.0,0.04,20275.0,100.0,100.0,20275.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,202.75
2021-05-06,200.0,40480.0,0.03,0.0,0.04,20240.0,100.0,100.0,20240.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,202.4
2021-05-07,200.0,40940.0,0.03,0.0,0.04,20470.0,100.0,100.0,20470.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,204.7
2021-05-10,200.0,40950.0,0.03,0.0,0.04,20475.0,100.0,100.0,20475.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,204.75
2021-05-11,200.0,40240.0,0.03,0.0,0.04,20120.0,100.0,100.0,20120.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,201.2
2021-05-12,200.0,40350.0,0.03,0.0,0.04,20175.0,100.0,100.0,20175.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,201.75
2021-05-13,200.0,40460.0,0.03,0.0,0.04,20230.0,100.0,100.0,20230.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,202.3
2021-05-14,200.0,40970.0,0.03,0.0,0.04,20485.0,100.0,100.0,20485.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,204.85
2021-05-17,200.0,41020.0,0.03,0.0,0.04,20510.0,100.0,100.0,20510.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,205.1
2021-05-18,200.0,41030.0,0.03,0.0,0.04,20515.0,100.0,100.0,20515.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,205.15
2021-05-19,200.0,40550.0,0.03,0.0,0.04,20275.0,100.0,100.0,20275.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,202.75
2021-05-20,200.0,41150.0,0.03,0.0,0.04,20575.0,100.0,100.0,20575.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,205.75
2021-05-21,200.0,41380.0,0.03,0.0,0.04,20690.0,100.0,100.0,20690.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,206.9
2021-05-24,200.0,41520.0,0.03,0.0,0.04,20760.0,100.0,100.0,20760.0,,,,,,,,,,,,0.02,,,100.0,12.17,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2433,207.6
