,ALENT FP Equity_DX_SI_QTY,ALENT FP Equity_DX_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENT FP Equity_DX_SI_MV,ALENT FP Equity_DX_DSS,ALENT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SUPPLY_SI_QTY,ALENT FP Equity_DX_BROKER_SI_QTY,ALENT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENT FP Equity_DX_BROKER_SI_MV_NEW_x,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENT FP Equity_DX_BROKER_SI_MV_INC_x,ALENT FP Equity_DX_BROKER_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_NEW,ALENT FP Equity_DX_SUPPLY_SI_MV_DEC,ALENT FP Equity_DX_BROKER_SI_QTY_INC,ALENT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENT FP Equity_DX_BROKER_SI_MV_NEW_y,ALENT FP Equity_DX_BROKER_SI_MV_INC_y,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENT FP Equity_DX_BROKER_SI_MV_ADD,ALENT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_DEC,ALENT FP Equity_DX_SUPPLY_SI_MV,ALENT FP Equity_DX_BROKER_SI_MV_DEC,ALENT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENT FP Equity_DX_UTILIZATION_QUANTITY,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENT FP Equity_DX_BROKER_SI_CON_RATIO,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENT FP Equity_PX_LAST
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,599.0,14376.0,0.01,0.0,,0.0,,0.0,24.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,599.0,16053.2,0.02,0.0,,0.0,,0.0,26.8
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,599.0,15094.8,0.02,0.0,,0.0,,0.0,25.2
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6
2021-03-25,4000.0,104000.0,0.11,0.03,0.11,0.1,0.0,104000.0,0.0,4000.0,0.0,,,,4000.0,,,,,,,,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,26.0
2021-03-26,4400.0,113520.0,0.13,0.04,0.12,0.11,0.0,113520.0,0.0,4400.0,0.0,,,,400.0,,,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.08,0.8349,90.92,0.0,25.8
2021-03-29,988.0,25490.4,0.03,0.01,0.03,0.03,0.0,25490.4,0.0,988.0,0.0,,,,,,,,,,,,,,3412.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,40.52,0.518,59.48,0.0,25.8
2021-03-30,988.0,25292.8,0.03,0.01,0.03,0.03,0.0,25292.8,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.51,0.518,59.49,0.0,25.6
2021-03-31,988.0,24897.6,0.03,0.01,0.03,0.02,0.0,24897.6,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.44,0.5183,59.56,0.0,25.2
2021-04-01,988.0,21933.6,0.03,0.01,0.03,0.02,0.0,21933.6,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.45,0.5183,59.55,0.0,22.2
2021-04-02,988.0,21933.6,0.03,0.01,0.03,0.02,0.0,21933.6,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.45,0.5183,59.55,0.0,
2021-04-05,988.0,21933.6,0.03,0.01,0.03,0.02,0.0,21933.6,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.48,0.5181,59.52,0.0,
2021-04-06,988.0,24304.8,0.03,0.01,0.03,0.02,0.0,24304.8,0.0,988.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.42,0.5183,59.58,0.0,24.6
2021-04-07,938.0,24200.4,0.03,0.01,0.03,0.02,0.0,24200.4,0.0,938.0,0.0,,,,,,,,,,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29,0.5323,62.71,0.0,25.8
2021-04-08,938.0,23637.6,0.03,0.01,0.03,0.02,0.0,23637.6,0.0,938.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.28,0.5324,62.72,0.0,25.2
2021-04-09,938.0,23262.4,0.03,0.01,0.03,0.02,0.0,23262.4,0.0,938.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.33,0.5321,62.67,0.0,24.8
2021-04-12,3962.0,99842.4,0.11,0.04,0.11,0.1,0.0,99842.4,0.0,3962.0,0.0,,,,3612.0,,,,,,,,0.09,,588.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,8.97,0.8367,91.03,0.0,25.2
2021-04-13,3962.0,99050.0,0.11,0.04,0.11,0.1,0.0,99050.0,0.0,3962.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.8401,91.24,0.0,25.0
2021-04-14,3962.0,95880.4,0.11,0.04,0.11,0.1,0.0,95880.4,0.0,3962.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.843,91.41,0.0,24.2
2021-04-15,3962.0,86371.6,0.11,0.04,0.11,0.1,0.0,86371.6,0.0,3962.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.02,0.8524,91.98,39.62,21.8
2021-04-16,4612.0,102386.4,0.13,0.05,0.13,0.1,0.0,102386.4,0.0,4612.0,0.0,,,,650.0,,,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.09,0.6371,78.19,11.5589,22.2
2021-04-19,4612.0,101464.0,0.13,0.05,0.13,0.1,0.0,101464.0,0.0,4612.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.15,0.6387,78.29,11.5589,22.0
2021-04-20,4992.0,101836.8,0.14,0.05,0.14,0.11,0.0,94084.8,380.0,4612.0,7752.0,,,,,,,,,,,,,380.0,,0.01,,100.0,95.24,0.0,0.0,0.0,100.0,14.17,0.6451,78.74,12.5113,20.4
2021-04-21,6172.0,111096.0,0.18,0.06,0.17,0.13,0.0,100656.0,580.0,5592.0,10440.0,,,0.0,580.0,,,400.0,,,0.0,,0.01,200.0,,0.01,,100.0,72.59,0.0,0.0,0.0,100.0,11.31,0.5124,69.83,7.7247,18.0
2021-04-22,6172.0,67892.0,0.18,0.06,0.17,0.11,0.0,61512.0,580.0,5592.0,6380.0,,,,,,,,,,,,,,,0.01,,100.0,72.59,0.0,0.0,0.0,100.0,11.6,0.5374,71.7,7.7247,11.0
2021-04-23,4291.0,55783.0,0.12,0.04,0.12,0.05,0.0,48243.0,580.0,3711.0,7540.0,,,,,,,,,,,,,,1881.0,0.01,0.05,100.0,72.59,0.0,0.0,0.0,100.0,16.2,0.3369,52.77,5.3705,13.0
2021-04-26,2465.0,39193.5,0.07,0.02,0.07,0.03,0.0,29971.5,580.0,1885.0,9222.0,,,,,,,,,,,,,,1826.0,0.01,0.02,100.0,48.37,0.0,0.0,0.0,100.0,19.99,0.2928,42.87,2.0559,15.9
2021-04-27,2465.0,37714.5,0.07,0.02,0.07,0.04,0.0,28840.5,580.0,1885.0,8874.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,19.13,0.3085,45.85,2.0559,15.3
2021-04-28,2975.0,41352.5,0.08,0.02,0.08,0.05,0.0,33290.5,580.0,2395.0,8062.0,,,,1000.0,,,,,,,,0.02,,490.0,0.01,0.01,100.0,48.37,0.0,0.0,0.0,100.0,17.83,0.2516,39.99,2.4812,13.9
2021-04-29,2975.0,38972.5,0.08,0.02,0.08,0.04,0.0,31374.5,580.0,2395.0,7598.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,17.99,0.2453,38.75,2.4812,13.1
2021-04-30,2975.0,37187.5,0.08,0.02,0.08,0.04,0.0,29937.5,580.0,2395.0,7250.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,18.04,0.2441,38.51,2.4812,12.5
2021-05-03,2865.0,33234.0,0.08,0.02,0.08,0.04,0.0,26506.0,580.0,2285.0,6728.0,,,,,,,,,,,,,,110.0,0.01,0.0,100.0,48.37,0.0,0.0,0.0,100.0,16.21,0.2536,40.6,2.3895,11.6
2021-05-04,2865.0,32088.0,0.08,0.03,0.08,0.03,0.0,25592.0,580.0,2285.0,6496.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,16.11,0.2514,40.19,2.3895,11.2
2021-05-05,2865.0,32374.5,0.08,0.03,0.08,0.03,0.0,25820.5,580.0,2285.0,6554.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,16.01,0.2495,39.84,2.3895,11.3
2021-05-06,1865.0,22566.5,0.05,0.02,0.05,0.02,0.0,15548.5,580.0,1285.0,7018.0,,,,,,,,,,,,,,1000.0,0.01,0.01,100.0,48.37,0.0,0.0,0.0,100.0,25.79,0.2509,26.92,1.5555,12.1
2021-05-07,1865.0,21820.5,0.05,0.02,0.05,0.02,0.0,15034.5,580.0,1285.0,6786.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,26.62,0.2512,26.79,1.5555,11.7
2021-05-10,1865.0,21447.5,0.05,0.02,0.05,0.02,0.0,14777.5,580.0,1285.0,6670.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,26.49,0.251,26.68,1.5555,11.5
2021-05-11,3465.0,37422.0,0.1,0.04,0.1,0.04,0.0,31158.0,580.0,2885.0,6264.0,,,,1600.0,,,,,,,,0.02,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,12.89,0.3324,52.51,2.8899,10.8
2021-05-12,3465.0,34996.5,0.1,0.04,0.1,0.04,0.0,29138.5,580.0,2885.0,5858.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,13.08,0.3285,52.02,2.8899,10.1
2021-05-13,1865.0,17437.75,0.05,0.02,0.05,0.02,0.0,12014.75,580.0,1285.0,5423.0,,,,,,,,,,,,,,1600.0,0.01,0.02,100.0,48.37,0.0,0.0,0.0,100.0,26.32,0.2516,27.28,1.5555,9.35
2021-05-14,1865.0,16039.0,0.05,0.02,0.05,0.02,0.0,11051.0,580.0,1285.0,4988.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,26.38,0.2516,27.28,1.5555,8.6
2021-05-17,1865.0,13334.75,0.05,0.02,0.05,0.02,0.0,9187.75,580.0,1285.0,4147.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,25.96,0.2531,28.25,1.5555,7.15
2021-05-18,1865.0,17251.25,0.05,0.02,0.05,0.01,0.0,11886.25,580.0,1285.0,5365.0,,,,,,,,,,,,,,,0.0,,100.0,48.37,0.0,0.0,0.0,100.0,27.24,0.2527,27.62,1.5555,9.25
2021-05-19,1865.0,16691.75,0.05,0.02,0.05,0.02,0.0,11500.75,580.0,1285.0,5191.0,,,,,,,,,,,,,,,0.01,,100.0,48.37,0.0,0.0,0.0,100.0,26.43,0.2512,26.87,1.5555,8.95
2021-05-20,1934.0,15375.3,0.06,0.02,0.05,0.02,0.0,10668.9,992.0,1342.0,7886.4,,412.0,0.0,400.0,,,12.0,,,0.0,412.0,0.0,,355.0,0.01,0.0,100.0,49.04,0.0,0.0,0.0,100.0,26.29,0.2529,27.15,0.956,7.95
2021-05-21,2534.0,20778.8,0.07,0.02,0.07,0.02,0.0,13464.4,1292.0,1642.0,10594.4,,300.0,0.0,,,,300.0,,,0.0,300.0,,,,0.01,,100.0,49.26,0.0,0.0,0.0,100.0,18.18,0.3162,47.24,0.9661,8.2
2021-05-24,2534.0,20652.1,0.07,0.02,0.07,0.02,0.0,13382.3,1292.0,1642.0,10529.8,,,,,,,,,,,,,,,0.01,,100.0,49.26,0.0,0.0,0.0,100.0,18.46,0.3156,47.12,0.9661,8.15
2021-05-25,3734.0,26698.1,0.11,0.03,0.11,0.03,0.0,20320.3,1292.0,2842.0,9237.8,,,0.01,,,,1200.0,,,0.01,,,,,0.01,,100.0,49.26,0.0,0.0,0.0,100.0,29.36,0.3509,49.1,1.4236,7.15
2021-05-26,3734.0,22030.6,0.11,0.03,0.11,0.03,0.0,16767.8,1292.0,2842.0,7622.8,,,,,,,,,,,,,,,0.01,,100.0,49.26,0.0,0.0,0.0,100.0,28.98,0.3536,49.61,1.4236,5.9
2021-05-27,3734.0,22217.3,0.11,0.03,0.11,0.02,0.0,16909.9,1292.0,2842.0,7687.4,,,,,,,,,,,,,,,0.01,,100.0,49.26,0.0,0.0,0.0,100.0,30.41,0.3413,47.32,1.4236,5.95
2021-05-28,4040.0,23836.0,0.12,0.03,0.11,0.02,0.0,16803.2,1592.0,2848.0,9392.8,,300.0,0.0,,,,300.0,,,0.0,300.0,,,294.0,0.01,0.0,100.0,75.41,0.0,0.0,0.0,100.0,35.6,0.3418,44.08,1.9138,5.9
2021-05-31,3840.0,22848.0,0.11,0.03,0.11,0.02,0.0,15755.6,1592.0,2648.0,9472.4,,,,,,,,,,,,,,200.0,0.01,0.0,100.0,49.39,0.0,0.0,0.0,100.0,31.79,0.3419,46.63,1.1914,5.95
2021-06-01,3840.0,26496.0,0.11,0.03,0.11,0.02,0.0,18271.2,1592.0,2648.0,10984.8,,,,,,,,,,,,,,,0.01,,100.0,49.39,0.0,0.0,0.0,100.0,30.18,0.3442,47.85,1.1914,6.9
2021-06-02,3844.0,24986.0,0.11,0.03,0.11,0.03,0.0,17238.0,1687.0,2652.0,10965.5,,95.0,0.0,,,,4.0,,,0.0,95.0,,,,0.01,,100.0,49.43,0.0,0.0,0.0,100.0,32.49,0.3417,46.16,1.1263,6.5
2021-06-03,3900.0,24960.0,0.11,0.03,0.11,0.03,0.0,17331.2,1743.0,2708.0,11155.2,,56.0,0.0,,,,56.0,,,0.0,56.0,,,,0.01,,100.0,49.45,0.0,0.0,0.0,100.0,33.08,0.341,45.71,1.1064,6.4
2021-06-04,5200.0,31460.0,0.15,0.04,0.15,0.03,0.0,23038.4,1943.0,3808.0,11755.15,,200.0,0.01,,,,1100.0,,,0.01,200.0,,,,0.01,,100.0,49.5,0.0,0.0,0.0,100.0,41.35,0.3708,43.36,1.3248,6.05
2021-06-07,5845.0,36531.25,0.17,0.05,0.17,0.04,0.0,26581.25,2143.0,4253.0,13393.75,,200.0,0.0,245.0,,,200.0,,,0.0,200.0,0.0,,,0.01,,100.0,49.55,0.0,0.0,0.0,100.0,37.32,0.349,44.53,1.3514,6.25
2021-06-08,5133.0,32337.9,0.15,0.05,0.14,0.03,0.0,22308.3,2143.0,3541.0,13500.9,,,,,,,,,,,,,,712.0,0.01,0.0,100.0,49.55,0.0,0.0,0.0,100.0,28.33,0.3537,50.84,1.1868,6.3
2021-06-09,5533.0,34857.9,0.16,0.05,0.16,0.04,0.0,23568.3,2343.0,3741.0,14760.9,,200.0,,200.0,,,,,,,200.0,0.0,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,26.19,0.3069,46.86,1.171,6.3
2021-06-10,5519.0,34217.8,0.16,0.06,0.16,0.03,0.0,23107.4,2343.0,3727.0,14526.6,,,,,,,,,,,,,,14.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,25.99,0.308,47.08,1.168,6.2
2021-06-11,5419.0,33055.9,0.15,0.06,0.15,0.03,0.0,22124.7,2343.0,3627.0,14292.3,,,,,,,,,,,,,,100.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,24.68,0.3082,47.71,1.1469,6.1
2021-06-14,5419.0,33597.8,0.15,0.06,0.15,0.03,0.0,22487.4,2343.0,3627.0,14526.6,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,24.39,0.3102,48.08,1.1469,6.2
2021-06-15,5419.0,32784.95,0.15,0.06,0.15,0.03,0.0,21943.35,2343.0,3627.0,14175.15,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,24.71,0.3083,47.7,1.1469,6.05
2021-06-16,5226.0,31094.7,0.15,0.06,0.15,0.03,0.0,20432.3,2350.0,3434.0,13982.5,,7.0,0.0,,,,7.0,,,0.0,7.0,,,200.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,25.85,0.3283,49.52,1.1028,5.95
2021-06-17,5256.0,29959.2,0.15,0.06,0.15,0.03,0.0,20884.8,2150.0,3664.0,12255.0,,,0.0,,,0.0,230.0,200.0,,0.0,,,,,0.01,,100.0,49.55,0.0,0.0,0.0,100.0,30.78,0.348,48.89,1.2113,5.7
2021-06-18,5019.0,26600.7,0.14,0.06,0.14,0.03,0.0,18163.1,2150.0,3427.0,11395.0,,,,,,,,,,,,,,237.0,0.01,0.0,100.0,49.55,0.0,0.0,0.0,100.0,27.0,0.3573,51.86,1.1567,5.3
2021-06-21,5019.0,29863.05,0.14,0.06,0.14,0.03,0.0,20390.65,2150.0,3427.0,12792.5,,,,,,,,,,,,,,,0.01,,100.0,49.55,0.0,0.0,0.0,100.0,24.79,0.3733,54.49,1.1567,5.95
2021-06-22,5019.0,29612.1,0.14,0.06,0.14,0.03,0.0,20219.3,2150.0,3427.0,12685.0,,,,,,,,,,,,,,,0.01,,100.0,49.55,0.0,0.0,0.0,100.0,26.69,0.3574,52.0,1.1567,5.9
2021-06-23,5519.0,30354.5,0.16,0.07,0.16,0.03,0.0,21598.5,2150.0,3927.0,11825.0,,,0.0,,,,500.0,,,0.0,,,,,0.01,,100.0,49.55,0.0,0.0,0.0,100.0,24.54,0.3073,46.36,1.272,5.5
2021-06-24,5479.0,30408.45,0.16,0.07,0.15,0.03,0.0,21572.85,2150.0,3887.0,11932.5,,,,,,,,,,,,,,40.0,0.01,0.0,100.0,49.55,0.0,0.0,0.0,100.0,23.39,0.3115,47.43,1.2627,5.55
2021-06-25,5702.0,31075.9,0.16,0.07,0.16,0.03,0.0,22399.5,2373.0,4110.0,12932.85,,223.0,0.0,,,,223.0,,,0.0,223.0,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,26.79,0.3056,45.21,1.1916,5.45
2021-06-28,5479.0,31230.3,0.16,0.07,0.15,0.03,0.0,22155.9,2373.0,3887.0,13526.1,,,,,,,,,,,,,,223.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,23.14,0.3132,47.77,1.145,5.7
2021-06-29,5447.0,31047.9,0.16,0.07,0.15,0.03,0.0,21973.5,2373.0,3855.0,13526.1,,,,,,,,,,,,,,32.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,22.99,0.3121,47.64,1.1383,5.7
2021-06-30,5447.0,29686.15,0.16,0.09,0.15,0.03,0.0,21009.75,2373.0,3855.0,12932.85,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,23.3,0.31,47.21,1.1383,5.45
2021-07-01,5447.0,29141.45,0.16,0.1,0.15,0.03,0.0,20624.25,2373.0,3855.0,12695.55,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,23.1,0.3113,47.47,1.1383,5.35
2021-07-02,5447.0,28324.4,0.16,0.12,0.15,0.03,0.0,20046.0,2373.0,3855.0,12339.6,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,23.1,0.3101,47.27,1.1383,5.2
2021-07-05,5447.0,28052.05,0.16,0.12,0.15,0.03,0.0,19853.25,2373.0,3855.0,12220.95,,,,,,,,,,,,,,,0.01,,100.0,49.59,0.0,0.0,0.0,100.0,22.79,0.3082,47.1,1.1383,5.15
2021-07-06,5202.0,27050.4,0.15,0.12,0.15,0.03,0.0,18772.0,2373.0,3610.0,12339.6,,,,,,,,,,,,,,245.0,0.01,0.0,100.0,49.59,0.0,0.0,0.0,100.0,24.07,0.3318,50.12,1.0871,5.2
2021-07-07,5288.0,27233.2,0.15,0.13,0.15,0.03,0.0,19034.4,2459.0,3696.0,12663.85,,86.0,0.0,,,,86.0,,,0.0,86.0,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.54,0.3281,49.08,1.0668,5.15
2021-07-08,5288.0,25382.4,0.15,0.15,0.15,0.03,0.0,17740.8,2459.0,3696.0,11803.2,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,26.0,0.3261,48.61,1.0668,4.8
2021-07-09,5288.0,27762.0,0.15,0.17,0.15,0.03,0.0,19404.0,2459.0,3696.0,12909.75,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,24.72,0.3331,50.04,1.0668,5.25
2021-07-12,5288.0,26440.0,0.15,0.16,0.15,0.03,0.0,18480.0,2459.0,3696.0,12295.0,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.85,0.3267,48.76,1.0668,5.0
2021-07-13,5288.0,25911.2,0.15,0.16,0.15,0.03,0.0,18110.4,2459.0,3696.0,12049.1,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.64,0.3273,48.94,1.0668,4.9
2021-07-14,5288.0,25593.92,0.15,0.19,0.15,0.03,0.0,17888.64,2459.0,3696.0,11901.56,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.55,0.3283,49.1,1.0668,4.84
2021-07-15,5288.0,25911.2,0.15,0.21,0.15,0.03,0.0,18110.4,2459.0,3696.0,12049.1,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.36,0.3293,49.3,1.0668,4.9
2021-07-16,5288.0,25488.16,0.15,0.22,0.15,0.03,0.0,17814.72,2459.0,3696.0,11852.38,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.6,0.328,49.05,1.0668,4.82
2021-07-19,5288.0,24959.36,0.15,0.23,0.15,0.03,0.0,17445.12,2459.0,3696.0,11606.48,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.64,0.3279,49.01,1.0668,4.72
2021-07-20,5288.0,24642.08,0.15,0.23,0.15,0.03,0.0,17223.36,2459.0,3696.0,11458.94,,,,,,,,,,,,,,,0.01,,100.0,49.61,0.0,0.0,0.0,100.0,25.57,0.328,49.06,1.0668,4.66
2021-07-21,5688.0,26733.6,0.16,0.25,0.16,0.03,0.0,17371.2,2859.0,3696.0,13437.3,,400.0,,,,,,,,,400.0,,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,23.47,0.2874,45.61,0.988,4.7
2021-07-22,6088.0,27883.04,0.17,0.26,0.17,0.03,0.0,18759.68,2859.0,4096.0,13094.22,,,,400.0,,,,,,,,0.0,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,22.06,0.2616,42.06,1.0575,4.58
2021-07-23,6088.0,26908.96,0.17,0.26,0.17,0.03,0.0,18104.32,2859.0,4096.0,12636.78,,,,,,,,,,,,,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,22.11,0.2612,41.97,1.0575,4.42
2021-07-26,6088.0,24960.8,0.17,0.26,0.17,0.03,0.0,16793.6,2859.0,4096.0,11721.9,,,,,,,,,,,,,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,22.33,0.2599,41.64,1.0575,4.1
2021-07-27,6088.0,24473.76,0.17,0.26,0.17,0.02,0.0,16465.92,2859.0,4096.0,11493.18,,,,,,,,,,,,,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,22.02,0.262,42.14,1.0575,4.02
2021-07-28,7088.0,27359.68,0.2,0.3,0.2,0.03,0.0,19670.56,2859.0,5096.0,11035.74,,,0.0,,,,1000.0,,,0.0,,,,,0.01,,100.0,49.66,0.0,0.0,0.0,100.0,18.94,0.3158,50.34,1.2312,3.86
