,EPEJ FP Equity_DX_SI_QTY,EPEJ FP Equity_DX_SHORT_INTEREST_VALUE,EPEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EPEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EPEJ FP Equity_DX_SI_MV,EPEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EPEJ FP Equity_DX_SUPPLY_SI_QTY,EPEJ FP Equity_DX_BROKER_SI_QTY,EPEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EPEJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,EPEJ FP Equity_DX_BROKER_SI_MV_INC_x,EPEJ FP Equity_DX_BROKER_SI_QTY_ADD,EPEJ FP Equity_DX_SUPPLY_SI_MV_DEC,EPEJ FP Equity_DX_BROKER_SI_QTY_INC,EPEJ FP Equity_DX_SUPPLY_SI_QTY_DEC,EPEJ FP Equity_DX_BROKER_SI_MV_INC_y,EPEJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,EPEJ FP Equity_DX_BROKER_SI_MV_ADD,EPEJ FP Equity_DX_SUPPLY_SI_QTY_ADD,EPEJ FP Equity_DX_BROKER_SI_QTY_DEC,EPEJ FP Equity_DX_SUPPLY_SI_MV,EPEJ FP Equity_DX_BROKER_SI_MV_DEC,EPEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EPEJ FP Equity_DX_UTILIZATION_QUANTITY,EPEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EPEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EPEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EPEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,EPEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EPEJ FP Equity_DX_BROKER_SI_CON_RATIO,EPEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EPEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1519781.12,1.52,0.0,,0.0,,0.0
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1530548.8,1.53,0.0,,0.0,,0.0
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1535163.52,1.54,0.0,,0.0,,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1512089.92,1.51,0.0,,0.0,,0.0
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1544392.96,1.55,0.0,,0.0,,0.0
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1515166.4,1.51,0.0,,0.0,,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1485939.84,1.49,0.0,,0.0,,0.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1482863.36,1.48,0.0,,0.0,,0.0
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1485939.84,1.48,0.0,,0.0,,0.0
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1487478.08,1.49,0.0,,0.0,,0.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1465942.72,1.47,0.0,,0.0,,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1452098.56,1.45,0.0,,0.0,,0.0
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1472095.68,1.47,0.0,,0.0,,0.0
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1485939.84,1.49,0.0,,0.0,,0.0
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1484401.6,1.48,0.0,,0.0,,0.0
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1484401.6,1.48,0.0,,0.0,,0.0
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1482863.36,1.49,0.0,,0.0,,0.0
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1496707.52,1.49,0.0,,0.0,,0.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1518242.88,1.51,0.0,,0.0,,0.0
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1532087.04,1.53,0.0,,0.0,,0.0
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1513628.16,1.51,0.0,,0.0,,0.0
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1510551.68,1.51,0.0,,0.0,,0.0
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1507475.2,1.51,0.0,,0.0,,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1521319.36,1.52,0.0,,0.0,,0.0
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1502860.48,1.5,0.0,,0.0,,0.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1510551.68,1.51,0.0,,0.0,,0.0
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1529010.56,1.53,0.0,,0.0,,0.0
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1521319.36,1.52,0.0,,0.0,,0.0
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1530548.8,1.53,0.0,,0.0,,0.0
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1525934.08,1.53,0.0,,0.0,,0.0
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1521319.36,1.52,0.0,,0.0,,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1510551.68,1.51,0.0,,0.0,,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1512089.92,1.51,0.0,,0.0,,0.0
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1538240.0,1.54,0.0,,0.0,,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1487478.08,1.49,0.0,,0.0,,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1516704.64,1.52,0.0,,0.0,,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1495169.28,1.49,0.0,,0.0,,0.0
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1507475.2,1.51,0.0,,0.0,,0.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1485939.84,1.48,0.0,,0.0,,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1489016.32,1.49,0.0,,0.0,,0.0
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1496707.52,1.5,0.0,,0.0,,0.0
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1515166.4,1.51,0.0,,0.0,,0.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1521319.36,1.52,0.0,,0.0,,0.0
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1501322.24,1.5,0.0,,0.0,,0.0
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1492092.8,1.49,0.0,,0.0,,0.0
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,153824.0,1456713.28,1.46,0.0,,0.0,,0.0
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1604251.61,1.6,0.0,,0.0,,0.0
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1621085.31,1.62,0.0,,0.0,,0.0
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1602568.24,1.6,0.0,,0.0,,0.0
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1617718.57,1.62,0.0,,0.0,,0.0
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1631185.53,1.63,0.0,,0.0,,0.0
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1610985.09,1.61,0.0,,0.0,,0.0
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1610985.09,1.61,0.0,,0.0,,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1621085.31,1.62,0.0,,0.0,,0.0
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1621085.31,1.62,0.0,,0.0,,0.0
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1632868.9,1.63,0.0,,0.0,,0.0
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1639602.38,1.63,0.0,,0.0,,0.0
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1653069.34,1.65,0.0,,0.0,,0.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1661486.19,1.66,0.0,,0.0,,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1664852.93,1.67,0.0,,0.0,,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1680003.26,1.68,0.0,,0.0,,0.0
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1680003.26,1.68,0.0,,0.0,,0.0
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1680003.26,1.68,0.0,,0.0,,0.0
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1661486.19,1.66,0.0,,0.0,,0.0
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1666536.3,1.67,0.0,,0.0,,0.0
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1656436.08,1.65,0.0,,0.0,,0.0
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1642969.12,1.64,0.0,,0.0,,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1639602.38,1.64,0.0,,0.0,,0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1653069.34,1.65,0.0,,0.0,,0.0
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1656436.08,1.66,0.0,,0.0,,0.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1642969.12,1.64,0.0,,0.0,,0.0
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1632868.9,1.63,0.0,,0.0,,0.0
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1614351.83,1.61,0.0,,0.0,,0.0
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1614351.83,1.62,0.0,,0.0,,0.0
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1605934.98,1.61,0.0,,0.0,,0.0
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1621085.31,1.62,0.0,,0.0,,0.0
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1656436.08,1.66,0.0,,0.0,,0.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1680003.26,1.68,0.0,,0.0,,0.0
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1701887.07,1.7,0.0,,0.0,,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1695153.59,1.69,0.0,,0.0,,0.0
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1769221.87,1.77,0.0,,0.0,,0.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1772588.61,1.77,0.0,,0.0,,0.0
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1791105.68,1.79,0.0,,0.0,,0.0
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1767538.5,1.77,0.0,,0.0,,0.0
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1767538.5,1.77,0.0,,0.0,,0.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1799522.53,1.8,0.0,,0.0,,0.0
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1799522.53,1.8,0.0,,0.0,,0.0
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1818039.6,1.82,0.0,,0.0,,0.0
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1806256.01,1.81,0.0,,0.0,,0.0
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1816356.23,1.82,0.0,,0.0,,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1811306.12,1.81,0.0,,0.0,,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1843290.15,1.85,0.0,,0.0,,0.0
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1841606.78,1.84,0.0,,0.0,,0.0
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1831506.56,1.83,0.0,,0.0,,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1831506.56,1.83,0.0,,0.0,,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1791105.68,1.79,0.0,,0.0,,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1804572.64,1.81,0.0,,0.0,,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1797839.16,1.8,0.0,,0.0,,0.0
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1802889.27,1.8,0.0,,0.0,,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,168337.0,1816356.23,1.81,0.0,,0.0,,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2925536.4,2.92,0.0,,0.0,,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2928255.3,2.93,0.0,,0.0,,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2947287.6,2.95,0.0,,0.0,,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2955444.3,2.96,0.0,,0.0,,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2939130.9,2.94,0.0,,0.0,,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2955444.3,2.95,0.0,,0.0,,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2952725.4,2.95,0.0,,0.0,,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2971757.7,2.98,0.0,,0.0,,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2982633.3,2.99,0.0,,0.0,,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2952725.4,2.96,0.0,,0.0,,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2917379.7,2.92,0.0,,0.0,,0.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2917379.7,2.92,0.0,,0.0,,0.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2952725.4,2.95,0.0,,0.0,,0.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2960882.1,2.96,0.0,,0.0,,0.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2960882.1,2.96,0.0,,0.0,,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2969038.8,2.97,0.0,,0.0,,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,271890.0,2974476.6,2.98,0.0,,0.0,,0.0
2020-12-30,10000.0,110400.0,0.2,0.13,0.11,110400.0,10000.0,10000.0,110400.0,,,10000.0,,,,,,0.11,10000.0,,0.11,,3.68,3.68,261890.0,2891265.6,2.89,3.68,,1.0,100.0,0.0368
2020-12-31,10000.0,109700.0,0.2,0.13,0.11,109700.0,10000.0,10000.0,109700.0,,,,,,,,,,,,0.11,,3.68,3.68,261890.0,2872933.3,2.89,3.68,,1.0,100.0,0.0368
2021-01-01,10000.0,109700.0,0.2,0.13,0.11,109700.0,10000.0,10000.0,109700.0,,,,,,,,,,,,0.11,,3.68,3.68,261890.0,2872933.3,2.89,3.68,,1.0,100.0,0.0368
2021-01-04,10000.0,110300.0,0.2,0.13,0.11,110300.0,10000.0,10000.0,110300.0,,,,,,,,,,,,0.11,,3.68,3.68,261890.0,2888646.7,2.89,3.68,,1.0,100.0,0.0368
2021-01-05,10000.0,111400.0,0.2,0.13,0.11,111400.0,10000.0,10000.0,111400.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2841869.7,2.84,3.77,,1.0,100.0,0.0377
2021-01-06,10000.0,112300.0,0.2,0.12,0.11,112300.0,10000.0,10000.0,112300.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2864829.15,2.87,3.77,,1.0,100.0,0.0377
2021-01-07,10000.0,112400.0,0.13,0.12,0.11,112400.0,10000.0,10000.0,112400.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2867380.2,2.87,3.77,,1.0,100.0,0.0377
2021-01-08,10000.0,113500.0,0.14,0.12,0.11,113500.0,10000.0,10000.0,113500.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2895441.75,2.89,3.77,,1.0,100.0,0.0377
2021-01-11,10000.0,113100.0,0.11,0.13,0.11,113100.0,10000.0,10000.0,113100.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2885237.55,2.88,3.77,,1.0,100.0,0.0377
2021-01-12,10000.0,113500.0,0.1,0.14,0.11,113500.0,10000.0,10000.0,113500.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2895441.75,2.9,3.77,,1.0,100.0,0.0377
2021-01-13,10000.0,113600.0,0.09,0.14,0.11,113600.0,10000.0,10000.0,113600.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2897992.8,2.9,3.77,,1.0,100.0,0.0377
