,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_y,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity
2013-07-01,7578477.0,653116713.03,2.44,9.93,2.43,720.24,1.0,368822681.19,4608498.0,4279655.0,397162525.63,,,9625.0,0.08,,,,0.89,321.0,9096.0,,,0.08,9625.0,,,21642.0,435.9,2.07,,,8.82,8.82,47662952.0,4107615625.63,,4515.65,8.8,22.18,0.1419,24.32,0.145
2013-07-02,7577082.0,649968899.54,2.44,9.79,2.43,722.16,1.0,365722313.0,4617488.0,4263447.0,396092267.97,,,14813.0,,,,,0.54,,5884.0,,,,14813.0,,61.0,16208.0,439.56,1.53,,,8.85,8.85,47555172.0,4079325367.22,,4515.94,8.87,22.39,0.1426,24.3,0.1452
2013-07-03,7583819.0,649720364.45,2.44,9.85,2.43,722.65,1.0,360730117.22,4622618.0,4210599.0,396028577.64,,,69490.0,0.42,,,,6.17,4464.0,64360.0,,,0.42,69490.0,,,57312.0,440.13,5.47,,,8.9,8.9,47296432.0,4051976324.35,,4474.88,8.95,22.71,0.1452,24.49,0.1461
2013-07-04,7759276.0,674687448.4,2.5,10.18,2.49,740.23,1.0,372426658.34,4735563.0,4283111.0,411768432.67,,,102945.0,1.01,,62012.0,,,10500.0,,,,1.01,102945.0,5.88,10000.0,,449.15,,,,9.09,9.09,47359124.0,4117988138.32,,4479.17,9.11,22.07,0.1402,24.15,0.1489
2013-07-05,6875233.0,587078944.86,2.22,9.09,2.21,655.47,1.0,305883210.81,4324264.0,3582173.0,369250663.42,,,24609.0,8.31,,,,40.81,83999.0,435908.0,,,8.31,24609.0,,,784937.0,411.9,76.47,,,8.29,8.29,47854444.0,4086310455.26,,4571.52,8.27,19.0,0.1235,22.42,0.1318
2013-07-08,7376224.0,639303637.54,2.38,9.86,2.37,699.97,1.0,360280255.25,4242549.0,4156879.0,367705347.36,,,,60.15,,,,11.24,633318.0,107338.0,,,60.15,,,25623.0,58612.0,398.97,5.0,,,8.14,8.14,47863380.0,4148360046.97,,4512.98,8.12,20.27,0.1283,23.55,0.1416
2013-07-09,7379076.0,646385921.72,2.38,9.78,2.37,708.97,1.0,369476747.05,4191297.0,4217909.0,367145612.07,,,30644.0,2.56,,59326.0,,12.06,24882.0,131896.0,,,2.56,30644.0,5.8,50000.0,23178.0,402.57,2.2,,,8.03,8.03,47977656.0,4202705243.26,,4598.68,8.05,20.66,0.1294,23.49,0.1414
2013-07-10,7477296.0,653835366.02,2.41,9.98,2.4,715.01,1.0,369834937.19,4275724.0,4229452.0,373881088.37,,,6831.0,15.3,,,,2.09,161554.0,22404.0,,,15.3,6831.0,,100000.0,150011.0,408.06,14.57,,,8.2,8.2,47894780.0,4188051537.84,,4598.77,8.15,20.26,0.1324,24.63,0.1433
2013-07-11,7494299.0,665190439.8,2.41,10.06,2.4,718.77,1.0,389512311.43,4182118.0,4388400.0,371202818.53,,,26437.0,15.54,,,,16.3,159834.0,168965.0,,,15.54,26437.0,,48922.0,886.0,398.87,0.0,,,8.01,8.01,48052240.0,4265094128.08,,4618.5,7.95,19.79,0.1315,24.65,0.1435
2013-07-12,7345019.0,649472462.17,2.37,9.91,2.36,712.95,1.0,391109978.64,3997763.0,4423144.0,353496291.67,,,603.0,5.2,,,,0.0,34744.0,5041.0,,,5.2,603.0,,5271.0,,390.08,,17.54,,7.67,7.67,48151820.0,4257753600.53,185188.0,4679.49,7.69,18.09,0.1275,24.86,0.1408
2013-07-15,7324668.0,649136322.09,2.36,10.45,2.35,709.77,1.0,392554469.76,3926166.0,4429472.0,347949826.14,,,1427.0,5.12,,5271.0,,7.24,53577.0,74032.0,,,5.12,1427.0,0.54,1008.0,52520.0,381.9,5.38,,,7.53,7.53,48198472.0,4271508120.83,,4692.26,7.53,18.01,0.1271,24.9,0.1405
2013-07-16,7978801.0,703412447.24,2.57,11.73,2.56,771.63,1.0,422123585.83,4036163.0,4788144.0,355828813.54,,,413626.0,54.03,,,,30.44,558672.0,312095.0,,,54.03,413626.0,,8466.0,200000.0,391.46,19.57,,,7.72,7.72,48216540.0,4250778331.06,,4684.83,7.71,17.54,0.1243,23.62,0.1527
2013-07-17,8479813.0,752356169.91,2.73,12.73,2.72,822.03,1.0,485420258.71,3604441.0,5471176.0,319797550.42,,2820.0,15471.0,93.62,0.27,,,46.05,957398.0,472497.0,,2820.0,93.62,15471.0,,22484.0,274366.0,350.77,26.62,,,6.87,6.87,48861580.0,4335155879.54,,4751.77,6.87,16.12,0.1181,21.77,0.1616
2013-07-18,8475734.0,757613058.29,2.73,12.81,2.72,825.0,1.0,481266989.22,3702282.0,5384135.0,330932658.89,,,90584.0,11.07,,,,0.97,110173.0,11976.0,,,11.07,90584.0,,19233.0,197214.0,362.08,18.25,,,7.06,7.06,48715776.0,4354514670.06,,4763.98,7.06,17.2,0.1174,21.74,0.1617
2013-07-19,8423486.0,756844069.88,2.71,12.7,2.7,822.85,1.0,482174850.79,3677784.0,5366486.0,330446208.46,,,681.0,26.05,,,,3.66,265016.0,39113.0,,,26.05,681.0,,14313.0,282665.0,361.4,26.85,0.04,,7.02,7.02,48740592.0,4379306621.73,379.0,4794.58,7.01,17.29,0.1196,21.92,0.1607
2013-07-22,8497263.0,761698078.99,2.74,12.81,2.73,832.3,1.0,486352790.77,3691949.0,5425598.0,330947795.9,,,13477.0,9.1,,,,0.04,89980.0,1118.0,,,9.1,13477.0,,1806.0,30868.0,364.16,2.85,,,7.02,7.02,48904492.0,4383818367.18,,4833.64,7.01,17.35,0.121,21.58,0.1616
2013-07-23,8115691.0,722113702.95,2.61,12.14,2.6,792.25,1.0,446319295.62,3701084.0,5016093.0,329313113.59,,,16785.0,1.1,,,,1.17,12290.0,11803.0,,,1.1,16785.0,,4153.0,421795.0,364.2,42.44,,,7.07,7.07,48637768.0,4327665845.53,,4789.69,7.07,18.34,0.1263,22.66,0.1551
2013-07-24,8091240.0,725228535.6,2.61,12.22,2.6,788.75,1.0,452367219.23,3613995.0,5046977.0,323927148.56,,,678.0,8.35,,8106.0,,8.91,92528.0,87767.0,,,8.35,678.0,0.81,,69750.0,355.07,6.99,,,6.89,6.89,48857600.0,4379171264.38,,4798.79,6.89,17.98,0.1262,22.75,0.1542
2013-07-25,7748495.0,690778474.79,2.5,11.68,2.49,755.78,1.0,419929841.42,3574315.0,4710373.0,318650249.39,,,4086.0,4.63,,,,4.29,43375.0,43869.0,,,4.63,4086.0,,103.0,379979.0,351.08,36.45,,,6.81,6.81,48920588.0,4361271339.07,,4820.17,6.79,18.75,0.1278,23.7,0.1476
2013-07-26,7660510.0,684882473.18,2.47,11.48,2.46,746.21,1.0,414628586.49,3566117.0,4637681.0,318826165.7,,,15786.0,0.44,,14619.0,,2.78,5000.0,27840.0,,,0.44,15786.0,1.43,3856.0,92311.0,349.57,9.42,,,6.73,6.73,49383948.0,4415136908.88,,4852.32,6.72,18.95,0.1295,24.03,0.1447
2013-07-29,8210110.0,726041414.32,2.65,12.34,2.63,804.36,1.0,458753865.82,3584620.0,5187610.0,316997284.4,,,12107.0,81.47,,,,0.35,798935.0,3764.0,,,81.47,12107.0,,10160.0,249006.0,352.41,24.07,,,6.75,6.75,49487684.0,4376324809.64,,4862.49,6.76,17.68,0.1307,26.01,0.1547
2013-07-30,8007983.0,733401329.79,2.58,11.88,2.57,781.18,1.0,480568011.3,3339694.0,5247305.0,305861790.75,,,86695.0,3.76,,425000.0,,33.51,48284.0,331621.0,,,3.76,86695.0,41.39,,413589.0,327.27,41.26,,,6.28,6.28,49846976.0,4565174337.24,,4889.86,6.27,14.53,0.1083,22.6,0.1506
2013-07-31,8026832.0,727328023.51,2.59,11.45,2.57,797.02,1.0,476310153.05,3390000.0,5256585.0,307174985.06,,,38823.0,5.65,,,,0.08,25815.0,3334.0,,,5.65,38823.0,,14817.0,16535.0,339.98,1.06,,,6.36,6.36,49883756.0,4520071387.63,,5012.21,6.35,14.75,0.1076,22.23,0.1507
2013-08-01,7933643.0,724791819.29,2.56,11.09,2.54,786.45,1.0,469640920.06,3396660.0,5140736.0,310307809.53,,,10000.0,2.19,,10000.0,,0.45,26303.0,3340.0,,,2.19,10000.0,1.01,,152152.0,341.06,15.62,,,6.34,6.34,50192228.0,4585398693.46,,5025.83,6.35,14.99,0.1098,22.56,0.148
2013-08-02,8279543.0,757895879.88,2.67,11.93,2.66,821.87,1.0,497652473.85,3513867.0,5436545.0,321653661.53,,,61668.0,30.5,,,,3.85,295809.0,38461.0,,,30.5,61668.0,,94000.0,,352.18,,,,6.64,6.64,49436956.0,4525378425.61,,4971.39,6.62,14.28,0.1028,21.53,0.1564
2013-08-05,8169433.0,745220004.45,2.63,12.32,2.62,812.53,1.0,485186945.33,3574905.0,5318835.0,326104727.22,,,38348.0,4.17,,,,0.07,37576.0,1010.0,,,4.17,38348.0,,23700.0,155286.0,360.36,16.18,,,6.73,6.73,49579988.0,4522712760.86,,4998.3,6.72,14.58,0.104,21.8,0.1537
2013-08-06,8059666.0,730815520.24,2.6,12.49,2.59,802.81,1.0,470875973.29,3591003.0,5192970.0,325616560.99,,,19948.0,40.41,,,,0.78,405060.0,7000.0,,,40.41,19948.0,,3150.0,530925.0,359.08,49.05,,,6.74,6.74,49710820.0,4507561328.21,,4981.59,6.72,14.78,0.0903,16.3,0.1512
2013-08-07,7549076.0,687945164.64,2.43,11.79,2.42,750.63,1.0,428693329.22,3559297.0,4704210.0,324357730.76,,,11106.0,26.22,,,,5.19,250000.0,51029.0,,,26.22,11106.0,,8217.0,738760.0,354.99,75.16,,,6.69,6.69,49673552.0,4526736770.03,,4965.07,6.67,15.91,0.1058,21.01,0.1418
2013-08-08,7498366.0,683664447.0,2.42,11.93,2.41,747.29,1.0,422154589.81,3533494.0,4630151.0,322166752.26,,,23349.0,2.09,,,,4.8,20000.0,49152.0,,,2.09,23349.0,,,94059.0,353.45,9.01,,,6.69,6.69,49246320.0,4490039313.84,,4937.26,6.68,16.11,0.1068,21.18,0.1421
2013-08-09,7495364.0,688155415.75,2.41,12.26,2.4,749.59,1.0,424655646.04,3535309.0,4625334.0,324579571.41,,,5584.0,,,,,2.65,,26618.0,,,,5584.0,,22849.0,4817.0,355.94,0.39,,,6.7,6.7,49212092.0,4518201868.53,,4954.15,6.7,16.18,0.1068,21.16,0.1421
2013-08-12,7505345.0,688049417.72,2.42,12.64,2.41,753.68,1.0,422747832.73,3548518.0,4611396.0,325308928.99,,,26568.0,2.85,,,,3.42,23355.0,35359.0,,,2.85,26568.0,,22000.0,37293.0,359.15,3.16,,,6.74,6.74,49077112.0,4499124068.91,,4961.46,6.75,16.48,0.1073,21.08,0.1426
2013-08-13,7474171.0,694354591.21,2.41,12.92,2.4,750.71,1.0,424041677.21,3563744.0,4564469.0,331073775.05,,,17253.0,3.4,,,,2.21,33958.0,21784.0,,,3.4,17253.0,,19757.0,80885.0,361.04,8.23,10.84,,6.8,6.8,48869724.0,4540024202.1,110000.0,4949.26,6.8,16.53,0.1085,21.15,0.1425
2013-08-14,7374803.0,685458109.28,2.38,12.92,2.37,746.42,1.0,416835933.6,3484409.0,4484713.0,323861722.83,,,38863.0,2.95,,,,12.38,23442.0,123639.0,,,2.95,38863.0,,5441.0,103198.0,356.08,9.79,,,6.63,6.63,49038640.0,4557943236.73,,5014.99,6.63,16.8,0.1103,21.41,0.1404
2013-08-15,7348695.0,683031476.28,2.37,13.02,2.36,742.37,1.0,416020146.95,3462989.0,4475936.0,321870820.47,,,,0.4,,,,4.1,4033.0,39837.0,,,0.4,,,18417.0,12810.0,352.59,1.51,,,6.61,6.61,48958800.0,4550522431.67,,5001.69,6.59,16.98,0.1115,21.51,0.1402
2013-08-16,7375119.0,695198831.9,2.38,13.48,2.37,747.15,1.0,423008042.54,3455612.0,4487543.0,325735411.98,,,12667.0,3.26,,,,10.49,31963.0,103294.0,,,3.26,12667.0,,83250.0,20356.0,353.93,1.79,,,6.6,6.6,48922372.0,4611556216.0,,5018.28,6.59,17.18,0.1115,21.35,0.1408
2013-08-19,7219003.0,674910556.7,2.33,13.2,2.32,738.0,1.0,417607347.89,3331401.0,4466827.0,311455432.76,,,53547.0,1.6,,,,6.62,10000.0,67758.0,,,1.6,53547.0,,,30716.0,345.27,1.31,,,6.35,6.35,49097280.0,4590145284.2,,5089.02,6.35,17.4,0.1128,21.75,0.1377
2013-08-20,7509017.0,696568941.87,2.42,13.89,2.41,762.41,1.0,418750344.3,3595791.0,4514131.0,333561148.16,,,226311.0,2.44,,31224.0,,0.39,25275.0,3595.0,,,2.44,226311.0,3.38,41674.0,9195.0,368.46,1.91,,,6.86,6.86,48858928.0,4532365791.4,,5020.03,6.84,17.17,0.1115,21.68,0.1432
2013-08-21,7552815.0,700288891.41,2.43,13.93,2.42,765.69,1.0,422624823.24,3638219.0,4558129.0,337331756.47,,1000.0,57827.0,5.1,0.1,,,1.69,51798.0,16399.0,,1000.0,5.1,57827.0,,,7800.0,372.76,0.81,,,6.94,6.94,48807136.0,4525345207.35,,4998.68,6.94,17.13,0.1109,21.53,0.144
2013-08-22,7714585.0,729649838.7,2.49,14.31,2.47,782.22,1.0,448405058.8,3609713.0,4740985.0,341408709.38,,,8836.0,24.24,,,,3.88,237610.0,37342.0,,,24.24,8836.0,,,54754.0,370.16,5.78,,,6.89,6.89,48761672.0,4611906681.91,,5007.05,6.88,16.69,0.1087,20.97,0.1473
2013-08-23,7724464.0,737248194.29,2.49,14.37,2.48,793.13,1.0,453419726.42,3598967.0,4750672.0,343497221.56,,,2000.0,2.35,,,,13.85,16887.0,138606.0,,,2.35,2000.0,,125860.0,7200.0,374.81,0.19,,,6.88,6.88,48709288.0,4648974300.75,,5082.68,6.87,16.97,0.1091,20.84,0.1477
2013-08-26,7516487.0,719104652.59,2.42,13.89,2.41,777.14,1.0,456087832.24,3410990.0,4767287.0,326330475.78,,,9582.0,4.37,,,,24.74,36615.0,237922.0,,,4.37,9582.0,,40363.0,20000.0,359.04,1.6,,,6.49,6.49,49112832.0,4698639935.5,,5174.38,6.49,17.17,0.1088,20.69,0.1431
2013-08-27,7456043.0,697410170.83,2.4,13.94,2.39,769.81,1.0,438712055.46,3387735.0,4690290.0,316875968.27,,,22226.0,,,14353.0,,4.78,,45481.0,,,,22226.0,1.54,,91350.0,355.05,9.47,,,6.45,6.45,49113628.0,4593903722.58,,5153.7,6.45,17.38,0.1107,20.93,0.142
2013-08-28,7678635.0,706027640.99,2.47,14.12,2.46,782.2,1.0,431039467.89,3611232.0,4687911.0,332042037.42,,,242260.0,0.0,,,,2.17,5000.0,18763.0,,,0.0,242260.0,,,7379.0,371.76,1.19,,,6.85,6.85,49094056.0,4514052373.14,,5051.91,6.85,17.34,0.1115,21.1,0.1457
2013-08-29,7469471.0,685778158.53,2.41,13.41,2.4,753.11,1.0,432397408.7,3386653.0,4709657.0,310931344.12,,,14184.0,0.73,,6832.0,,24.9,15538.0,240260.0,,,0.73,14184.0,0.75,1497.0,624.0,344.55,1.09,,,6.42,6.42,49347068.0,4530594123.98,,5011.55,6.43,17.26,0.1112,21.1,0.1416
2013-08-30,7399852.0,668701670.33,2.38,13.46,2.37,743.88,1.0,403160799.95,3547789.0,4461377.0,320602686.41,,,248283.0,0.0,,,,8.94,96.0,87243.0,,,0.0,248283.0,,96.0,248376.0,357.89,24.69,,,6.74,6.74,49091292.0,4436227773.06,,4951.46,6.74,17.93,0.108,19.19,0.1406
2013-09-02,8350829.0,765937993.1,2.69,15.15,2.68,837.23,1.0,503458206.04,3463440.0,5489078.0,317666699.06,,,1.0,107.5,,,,8.56,1054000.0,84350.0,,,107.5,1.0,,,26299.0,345.72,3.38,,,6.57,6.57,49272152.0,4519241529.02,,4917.35,6.57,14.73,0.1431,30.2,0.1584
2013-09-03,8300325.0,760928882.43,2.67,15.17,2.66,834.7,1.0,497642396.59,3474657.0,5428357.0,318537752.18,,,1055.0,,,,,0.75,,8055.0,,,,1055.0,,18217.0,60721.0,349.19,7.76,,,6.55,6.55,49570228.0,4544330275.51,,5014.7,6.51,14.81,0.1445,30.46,0.1565
2013-09-04,8233711.0,755943649.48,2.65,15.03,2.64,828.16,1.0,493797354.69,3471043.0,5378423.0,318679258.1,,,6346.0,0.98,,4000.0,,3.26,11066.0,32601.0,,,0.98,6346.0,0.42,22641.0,65000.0,349.76,6.99,,,6.58,6.58,49304072.0,4526646626.53,,4978.89,6.56,14.78,0.1458,30.72,0.156
2013-09-05,7913186.0,716024266.15,2.55,14.45,2.54,797.65,1.0,478176241.63,3287725.0,5284594.0,297489643.29,,,22899.0,0.28,,42654.0,,26.22,2724.0,259811.0,,,0.28,22899.0,4.4,53594.0,139207.0,332.85,14.16,,,6.25,6.25,49282944.0,4459364889.37,,4982.89,6.26,15.07,0.1405,29.67,0.1505
2013-09-06,8066890.0,739528824.77,2.6,14.77,2.59,804.29,1.0,483673664.45,3405661.0,5275984.0,312212572.24,,,165219.0,2.82,,,,4.81,27910.0,47283.0,,,2.82,165219.0,,,36520.0,339.41,4.49,,,6.46,6.46,49309916.0,4520466279.91,,4933.26,6.44,14.87,0.1409,29.83,0.153
2013-09-09,8109732.0,742351657.54,2.61,14.73,2.6,813.98,1.0,516535375.2,3181692.0,5642829.0,291246903.1,,,90304.0,37.07,,,,30.44,366845.0,314273.0,,,37.07,90304.0,,,,319.85,,,,6.05,6.05,49421232.0,4523939076.26,,4982.45,6.03,11.65,0.1315,29.36,0.1542
2013-09-10,8449211.0,787238208.88,2.72,15.78,2.71,849.51,1.0,555706416.12,3157060.0,5964244.0,294152703.69,,,15801.0,42.32,,,,4.28,415711.0,42696.0,,,42.32,15801.0,,2263.0,94296.0,319.2,9.81,,,5.97,5.97,49687200.0,4629504735.07,,5030.71,5.97,11.89,0.1293,28.11,0.1599
2013-09-11,7575001.0,704753603.67,2.44,14.65,2.43,768.94,1.0,465892310.38,3139445.0,5007615.0,292083813.23,,,23908.0,2.9,,,,4.08,23291.0,41523.0,,,2.9,23908.0,,,979920.0,321.38,98.05,,,5.95,5.95,49586764.0,4613392212.55,,5086.61,5.94,12.05,0.144,31.35,0.1437
2013-09-12,8233238.0,761881629.28,2.65,16.4,2.64,836.27,1.0,527267088.72,3110026.0,5697887.0,287793414.45,,,16671.0,78.13,,,,5.29,762341.0,51222.0,,,78.13,16671.0,,5132.0,72069.0,318.38,7.39,,,5.9,5.9,49620552.0,4591751994.02,,5083.83,5.89,11.04,0.1292,28.65,0.1561
2013-09-13,8034651.0,745329028.47,2.59,16.26,2.58,814.49,1.0,507607813.17,3150804.0,5472015.0,292282226.6,,,37053.0,7.29,,,,0.23,76395.0,2275.0,,,7.29,37053.0,,6000.0,302267.0,321.41,30.61,,,5.92,5.92,50054212.0,4643245512.55,,5118.24,5.91,11.35,0.1191,26.29,0.151
2013-09-16,7994013.0,744463076.84,2.57,16.31,2.56,810.86,1.0,511450889.72,3109492.0,5491938.0,289579461.75,,,84393.0,4.57,,,,15.75,45704.0,154857.0,,,4.57,84393.0,,29152.0,25781.0,317.15,2.48,,,5.84,5.84,50098896.0,4665588892.89,,5119.41,5.83,12.41,0.1227,26.4,0.1502
2013-09-17,8009029.0,739315646.02,2.58,16.2,2.57,793.33,1.0,509755599.81,3064078.0,5522198.0,282845873.83,,,5246.0,8.86,,,,5.02,80000.0,50660.0,,,8.86,5246.0,,,49740.0,313.38,4.83,,,5.76,5.76,50114160.0,4626051744.25,,5134.65,5.75,12.81,0.1143,24.3,0.1506
2013-09-18,7340307.0,692250651.36,2.36,14.92,2.35,738.6,1.0,479774709.85,2937700.0,5087310.0,277049003.33,,,27496.0,2.99,,,,16.82,36954.0,162091.0,,,2.99,27496.0,,8217.0,471842.0,297.52,30.79,,,5.48,5.48,50680220.0,4779556945.78,,5169.13,5.44,12.49,0.1069,22.04,0.1369
2013-09-19,7552624.0,714331475.17,2.43,15.21,2.42,772.21,1.0,481995442.45,3199556.0,5096136.0,302615826.95,,,16984.0,7.55,,,,0.49,50414.0,10811.0,,,7.55,16984.0,,255683.0,41588.0,330.99,3.39,,,6.02,6.02,49914496.0,4720941431.76,,5159.47,6.03,13.85,0.1068,21.51,0.1422
2013-09-20,7257505.0,689714290.46,2.34,14.33,2.33,745.4,1.0,460044484.25,3124756.0,4840809.0,296960025.16,,,4500.0,,,,,11.74,,113401.0,,,,4500.0,,34101.0,255327.0,325.91,25.9,,,5.86,5.86,50184064.0,4769223871.59,,5238.06,5.86,14.42,0.1127,22.35,0.1361
2013-09-23,7054350.0,665602889.85,2.27,13.24,2.26,726.4,1.0,437936480.08,3078373.0,4641442.0,290455387.79,,,9519.0,8.08,,28019.0,,8.39,74515.0,80783.0,,,8.08,9519.0,3.08,24881.0,301901.0,322.01,31.26,,,5.7,5.7,50915112.0,4804021020.26,,5327.65,5.7,14.95,0.1167,23.0,0.1307
2013-09-24,6783996.0,640094033.09,2.18,12.47,2.18,695.06,1.0,423546338.75,2612133.0,4488929.0,246463993.63,,,13571.0,10.74,,,,52.23,104965.0,497050.0,,,10.74,13571.0,,17239.0,257478.0,271.69,27.72,,,4.89,4.89,50809636.0,4794068986.35,,5287.79,4.89,15.29,0.1207,23.66,0.127
2013-09-25,6663789.0,629054652.78,2.15,12.17,2.14,681.48,1.0,413337864.72,2566832.0,4378628.0,242306233.36,,,10500.0,0.21,,26149.0,,8.75,1974.0,84002.0,,,0.21,10500.0,2.73,28201.0,138424.0,266.11,14.55,,,4.81,4.81,50770760.0,4792706192.14,,5277.33,4.8,15.84,0.1252,24.15,0.1249
2013-09-26,6823975.0,646654834.11,2.2,12.48,2.19,701.01,1.0,432957466.15,2518664.0,4568884.0,238674123.38,,,,24.76,,,,4.98,225076.0,48491.0,,,24.76,,,323.0,34820.0,262.45,3.6,,,4.7,4.7,51016672.0,4834451704.35,,5313.25,4.71,15.45,0.1198,23.41,0.1275
2013-09-27,6877512.0,645170240.06,2.21,12.53,2.21,706.34,1.0,431896796.16,2525100.0,4604018.0,236876267.64,,,7619.0,0.85,,78948.0,,6.93,7873.0,66566.0,,,0.85,7619.0,8.24,65383.0,51687.0,262.31,5.14,,,4.71,4.71,51044988.0,4788462333.77,,5316.73,4.7,14.69,0.1175,23.46,0.1284
2013-09-30,6948555.0,649626149.66,2.24,12.85,2.23,711.38,1.0,436756606.42,2535919.0,4671652.0,237085163.15,,,10819.0,9.32,,,,,92634.0,,,,9.32,10819.0,,,25000.0,262.87,2.84,,,4.75,4.75,50817660.0,4750985032.23,,5256.08,4.76,14.62,0.116,23.21,0.1302
2013-10-01,7138250.0,666712654.11,2.3,13.1,2.29,728.39,1.0,470751110.91,2416870.0,5040161.0,225735693.25,,,27856.0,43.86,,,,15.3,427918.0,147015.0,,,43.86,27856.0,,110.0,59409.0,248.77,6.3,,,4.51,4.51,51227280.0,4784628699.16,,5278.95,4.5,15.61,0.1176,22.4,0.1331
2013-10-02,6841075.0,627773989.38,2.2,12.5,2.19,695.66,1.0,433044597.06,2439879.0,4719040.0,223896474.38,,,36034.0,4.04,,,,1.38,39422.0,13025.0,,,4.04,36034.0,,,360543.0,249.19,37.22,,,4.52,4.52,51549760.0,4730484388.32,,5283.7,4.5,13.5,0.1148,23.44,0.1267
2013-10-03,6821363.0,623177536.33,2.2,12.2,2.19,686.49,1.0,428025455.0,2424692.0,4685209.0,221511974.5,,,2442.0,0.0,,,,4.01,1541.0,38554.0,,,0.0,2442.0,,20925.0,35372.0,244.32,5.84,,,4.49,4.49,51561060.0,4710450732.68,,5209.41,4.48,13.72,0.1159,23.61,0.1264
2013-10-04,6850586.0,626780426.41,2.21,12.33,2.2,688.97,1.0,428665951.25,2434085.0,4685234.0,222701654.17,,,35953.0,3.92,,,,3.51,38876.0,34777.0,,,3.92,35953.0,,8217.0,38851.0,245.73,4.53,,,4.51,4.51,51483116.0,4710342939.89,,5194.34,4.52,13.73,0.1156,23.54,0.1271
2013-10-07,6977720.0,635243993.82,2.25,12.67,2.24,701.02,1.0,435537408.49,2467054.0,4784080.0,224597896.72,,,13967.0,10.97,,,,0.47,107501.0,4589.0,,,10.97,13967.0,,23591.0,8655.0,248.13,0.92,,,4.57,4.57,51501752.0,4688663149.18,,5193.23,4.56,13.68,0.1134,23.13,0.1293
2013-10-08,6923336.0,625891886.05,2.23,12.41,2.22,693.39,1.0,429455265.92,2476113.0,4750442.0,223848594.9,,,14486.0,2.89,,,,2.1,29805.0,20746.0,,,2.89,14486.0,,15319.0,63443.0,247.91,6.51,,,4.64,4.64,50860336.0,4597938280.65,,5095.75,4.64,13.51,0.114,23.36,0.1298
2013-10-09,7098169.0,634800153.61,2.29,12.81,2.28,706.77,1.0,438923001.06,2493466.0,4907922.0,222994493.34,,,1719.0,27.68,,,,16.4,276884.0,162366.0,,,27.68,1719.0,,178000.0,119404.0,248.04,14.22,,,4.68,4.68,50792336.0,4542436605.13,,5057.77,4.67,13.39,0.1216,25.5,0.1332
2013-10-10,6872566.0,622051047.17,2.21,12.45,2.2,679.86,1.0,440551735.82,2307435.0,4867319.0,208851011.11,,,403.0,0.66,,,,18.67,9397.0,189688.0,,,0.66,403.0,,3254.0,50000.0,228.17,5.47,,,4.42,4.42,49930180.0,4519290284.64,,4942.18,4.41,11.23,0.1231,26.39,0.1316
2013-10-11,6369908.0,578174064.52,2.05,11.18,2.04,633.43,1.0,396164872.49,2437676.0,4364661.0,221259245.96,,,70574.0,13.6,,,,,131369.0,,,,13.6,70574.0,,59667.0,634027.0,243.05,62.72,,,4.66,4.66,49912148.0,4530349492.95,,4981.64,4.65,12.19,0.1141,24.69,0.1217
2013-10-14,5951489.0,542357512.36,1.92,10.69,1.91,593.71,1.0,381120609.31,2314842.0,4182177.0,210950897.94,,,24241.0,34.21,,,,24.76,329442.0,249382.0,,,34.21,24241.0,,102307.0,511926.0,231.59,51.12,,,4.45,4.45,49720216.0,4530989247.18,,4979.14,4.44,13.02,0.1421,29.68,0.1144
2013-10-15,6351525.0,582850237.41,2.05,11.42,2.04,636.19,1.0,374605912.16,2835052.0,4082213.0,260159683.11,,,11935.0,2.26,,,,,20210.0,,,,2.26,11935.0,,508275.0,120174.0,285.78,11.98,,,5.45,5.45,49199924.0,4514850745.93,,4954.43,5.45,20.19,0.1491,27.71,0.1221
2013-10-16,5874071.0,534768996.47,1.89,10.44,1.88,588.62,1.0,373692767.96,2340287.0,4104759.0,213057167.75,,,5235.0,2.64,,,,50.36,22546.0,500000.0,,,2.64,5235.0,,,,235.16,,,,4.5,4.5,49720292.0,4526480980.04,,5016.82,4.48,13.19,0.145,30.06,0.1128
2013-10-17,5932159.0,545175014.07,1.91,10.49,1.9,592.86,1.0,382489941.65,2342791.0,4161950.0,215306285.01,,,5059.0,7.67,,,,0.35,84651.0,3452.0,,,7.67,5059.0,,897.0,27460.0,234.86,2.92,,,4.5,4.5,49691384.0,4566718621.53,,4977.28,4.51,13.11,0.1444,29.81,0.114
