,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_y,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity
2013-03-13,8483553.0,721901972.2,2.73,9.46,2.72,821.39,1.0,591730334.03,2728387.0,6953819.0,232170171.65,,,35115.0,24.89,,,,6.03,252913.0,65271.0,,,24.89,35115.0,,,25212.0,260.99,1.72,,,5.2,5.2,49693352.0,4228620816.55,,4750.9,5.21,17.08,0.1273,18.21,0.1618
2013-03-14,8698855.0,744302792.13,2.8,9.7,2.78,846.29,1.0,612691453.94,2840049.0,7160680.0,243003981.61,,,146341.0,22.45,,1000.0,,3.31,205861.0,34679.0,,,22.45,146341.0,0.1,,,273.02,,,,5.37,5.37,50014680.0,4279421368.85,,4809.79,5.37,16.64,0.1231,18.25,0.1646
2013-03-15,8896574.0,757913710.68,2.86,9.9,2.85,869.08,1.0,628218983.45,2905983.0,7374186.0,247565451.45,,,,21.66,,,,6.66,213681.0,71169.0,,,21.66,,,137103.0,175.0,279.74,0.0,,,5.51,5.51,49850932.0,4246882547.48,,4796.88,5.51,16.28,0.1264,19.83,0.1686
2013-03-18,8946373.0,761997831.84,2.88,9.8,2.86,873.99,1.0,628750017.55,2957515.0,7381953.0,251903203.41,,,1733.0,6.17,,,,0.42,61399.0,4451.0,,,6.17,1733.0,,54250.0,53632.0,286.03,5.06,,,5.62,5.62,49688440.0,4232160177.95,,4799.41,5.62,16.11,0.127,20.32,0.1699
2013-03-19,8946693.0,758937401.43,2.88,9.97,2.86,873.12,1.0,628590880.2,2995780.0,7410110.0,254128479.48,,,77000.0,6.78,,,,3.77,74002.0,38735.0,,,6.78,77000.0,,,45845.0,289.05,4.37,,,5.69,5.69,49666232.0,4213127806.34,,4792.25,5.69,16.21,0.1305,21.13,0.1699
2013-03-20,9343938.0,805038238.78,3.01,10.31,2.99,908.18,1.0,670668935.15,3410490.0,7784337.0,293834875.94,,,227650.0,38.56,,,,1.68,401000.0,16370.0,,,38.56,227650.0,,203430.0,26773.0,327.39,4.62,,,6.39,6.39,49951664.0,4303645808.72,,4799.7,6.39,15.51,0.1244,19.97,0.1751
2013-03-21,8843183.0,745930975.93,2.84,9.77,2.83,869.36,1.0,615391707.63,3406362.0,7295610.0,287329904.97,,,8259.0,7.05,,,,1.21,75000.0,12387.0,,,7.05,8259.0,,,563727.0,330.87,52.75,,,6.33,6.33,50372744.0,4248989316.63,,4893.88,6.33,16.03,0.1227,21.29,0.1644
2013-03-22,8669465.0,733118932.18,2.79,9.43,2.77,837.94,1.0,602726825.52,3400703.0,7127519.0,287574810.21,,,,0.0,,10000.0,,1.36,1656.0,5659.0,,,0.0,,0.95,,179747.0,323.48,18.89,,,6.37,6.37,49972712.0,4225859526.46,,4760.11,6.36,16.53,0.1236,21.55,0.1624
2013-03-25,8622315.0,718754842.94,2.77,9.37,2.76,836.9,1.0,591115165.06,3388920.0,7091126.0,282499846.31,,,827.0,1.02,,,,1.08,6000.0,15383.0,,,1.02,827.0,,2773.0,42393.0,324.63,1.67,,,6.3,6.3,50428384.0,4203702279.7,,4825.82,6.3,16.68,0.1237,21.42,0.1602
2013-03-26,8812344.0,736701159.83,2.83,9.44,2.82,844.76,1.0,595781798.63,3518889.0,7126681.0,294174808.38,,,1523.0,,,152774.0,,2.32,,20728.0,,,,1523.0,14.39,149174.0,117219.0,331.82,14.23,,,6.62,6.62,49646056.0,4150349445.75,,4683.54,6.62,16.43,0.1145,19.59,0.1658
2013-03-27,8682737.0,724559967.78,2.79,9.28,2.78,835.18,1.0,594773185.68,3359950.0,7127442.0,280382241.65,,,48442.0,12.13,,24491.0,,23.1,114381.0,245937.0,,,12.13,48442.0,2.36,38556.0,138111.0,318.22,13.01,,,6.33,6.33,49724968.0,4149465912.88,,4708.31,6.33,16.65,0.1219,21.09,0.1636
2013-03-28,8734748.0,732610401.76,2.81,9.24,2.8,838.03,1.0,601584933.63,3376804.0,7172561.0,283223023.16,,,2266.0,5.07,,,,0.74,62500.0,7808.0,,,5.07,2266.0,,22396.0,17381.0,318.29,2.18,,,6.41,6.41,49271528.0,4132555847.46,,4649.44,6.41,17.2,0.1227,21.03,0.1659
2013-03-29,8734748.0,732610401.76,2.81,9.39,2.8,839.63,1.0,601584933.63,3376804.0,7172561.0,283223023.16,,,,,,,,,,,,,,,,,,320.04,,,,6.43,6.43,49154160.0,4122711829.34,,4662.43,6.42,17.18,0.1228,21.09,0.1663
2013-04-01,8787836.0,737063056.95,2.82,9.45,2.81,845.7,1.0,601842256.31,3426824.0,7175629.0,287418355.68,,,50000.0,1.06,,,,,10028.0,,,,1.06,50000.0,,20.0,6960.0,324.54,0.35,,,6.47,6.47,49501668.0,4151858402.94,,4691.61,6.47,17.18,0.1221,20.92,0.166
2013-04-02,9173006.0,784385674.41,2.95,9.86,2.94,886.33,1.0,641411234.22,3636633.0,7500990.0,310969253.51,,,4816.0,33.01,,,,0.0,329439.0,7.0,,,33.01,4816.0,,205000.0,4078.0,346.84,0.19,,,6.97,6.97,48560476.0,4152416527.05,,4624.2,6.98,16.49,0.1262,23.33,0.1757
2013-04-03,9428614.0,800402243.24,3.03,10.26,3.02,920.51,1.0,660391057.74,3781185.0,7779304.0,320987682.4,,,40000.0,34.85,,,,0.06,318137.0,4206.0,,,34.85,40000.0,,108758.0,39823.0,364.61,2.79,,,7.1,7.1,49444576.0,4197387818.23,,4769.62,7.1,15.96,0.1236,23.25,0.1771
2013-04-04,8985473.0,760636770.81,2.89,9.79,2.88,871.97,1.0,668060932.34,3238504.0,7891866.0,274145303.74,,,5438.0,4.0,,60000.0,,54.82,55074.0,564585.0,,,4.0,5438.0,5.74,16466.0,2512.0,309.4,2.75,,,6.14,6.14,49507512.0,4190901698.62,,4737.28,6.13,16.88,0.1297,23.79,0.1704
2013-04-05,8975666.0,749719256.28,2.89,10.03,2.87,868.62,1.0,658538024.37,3320931.0,7884041.0,277390660.42,,629.0,,8.58,0.06,,,0.35,92257.0,3202.0,,629.0,8.58,,,85000.0,100082.0,315.44,9.7,,,6.33,6.33,49105296.0,4101666215.82,,4673.28,6.32,16.92,0.1345,24.79,0.1712
2013-04-08,8871929.0,731947173.52,2.85,9.85,2.84,851.23,1.0,635953167.01,3321157.0,7708386.0,274000330.59,,,55100.0,,,34113.0,,11.39,,119941.0,,,,55100.0,3.3,65696.0,209768.0,312.79,22.81,0.06,,6.3,6.3,49375484.0,4073549952.31,629.0,4650.31,6.3,17.23,0.1298,23.44,0.1684
2013-04-09,8804284.0,725275604.49,2.83,9.93,2.82,835.15,1.0,626807294.86,3463093.0,7608955.0,285281218.67,,,23236.0,17.26,,,,5.79,210464.0,58689.0,,,17.26,23236.0,,177389.0,309895.0,322.29,33.58,,,6.57,6.57,49262732.0,4058144618.04,,4585.62,6.57,15.61,0.1294,24.57,0.167
2013-04-10,8816400.0,732203092.96,2.83,10.11,2.82,830.14,1.0,638571555.25,3473892.0,7688990.0,288507153.37,,,13352.0,21.52,,2932.0,,4.84,293400.0,52485.0,,,21.52,13352.0,0.28,49932.0,216297.0,324.31,20.83,,,6.55,6.55,49592372.0,4118652530.0,,4624.32,6.55,14.19,0.1244,24.74,0.1661
2013-04-11,10003500.0,828755854.76,3.21,11.63,3.2,953.12,1.0,685271941.5,4132405.0,8271577.0,342355659.32,,,132951.0,63.32,,,,2.0,653555.0,23829.0,,,63.32,132951.0,,549391.0,70968.0,387.54,0.0,,,7.73,7.73,49319840.0,4085980522.39,,4621.71,7.74,17.08,0.1203,22.88,0.1871
2013-04-12,10063446.0,825885437.29,3.23,11.91,3.22,947.2,1.0,688997074.14,4082391.0,8395456.0,335033076.76,,,31243.0,15.86,,,,22.56,169718.0,240372.0,,,15.86,31243.0,,159115.0,45839.0,382.04,4.81,,,7.64,7.64,49369060.0,4051612907.4,,4615.71,7.64,16.03,0.1222,23.82,0.1883
2013-04-15,9925056.0,812332336.52,3.19,11.79,3.17,939.96,1.0,669569642.08,4142272.0,8180785.0,339030983.02,,,38954.0,3.07,,,,7.92,36283.0,78073.0,,,3.07,38954.0,,99000.0,250954.0,384.99,15.65,,,7.8,7.8,48939424.0,4005526683.74,,4545.26,7.81,16.12,0.1248,24.4,0.187
2013-04-16,9956719.0,813425986.39,3.2,11.9,3.18,934.78,1.0,677237542.49,3861012.0,8289708.0,315429961.88,,,49083.0,16.03,,,,30.96,202923.0,330343.0,,,16.03,49083.0,,,94000.0,356.03,8.73,,,7.29,7.29,49102916.0,4011521052.47,,4529.15,7.29,16.59,0.1263,24.32,0.188
2013-04-17,9817657.0,787990784.29,3.15,12.08,3.14,925.79,1.0,534419926.69,4632976.0,6658392.0,371854750.26,,,1376354.0,13.48,,,,66.8,141500.0,726390.0,,,13.48,1376354.0,,122000.0,1772816.0,427.9,160.2,,,8.8,8.8,48018288.0,3854073168.51,,4428.89,8.81,15.09,0.1011,16.79,0.1865
2013-04-18,10134463.0,826601759.12,3.26,12.25,3.24,943.44,1.0,569107091.55,4689626.0,6977477.0,382502072.5,,,55048.0,47.78,,,,19.64,531068.0,214957.0,,,47.78,55048.0,,216559.0,211983.0,427.16,22.58,,,8.94,8.94,47789504.0,3897876786.73,,4349.72,8.94,14.52,0.0951,15.85,0.1931
2013-04-19,10515172.0,867982391.03,3.38,12.66,3.36,985.76,1.0,605345533.99,4925454.0,7333458.0,406575122.1,,,20997.0,47.18,,,,,480773.0,,,,47.18,20997.0,,214831.0,124792.0,452.91,8.99,,,9.32,9.32,47898824.0,3953842674.46,,4425.84,9.28,13.89,0.0953,16.68,0.1991
2013-04-22,10165833.0,833028680.25,3.27,12.19,3.25,957.93,1.0,555306728.77,5508977.0,6776664.0,451427427.52,,,290000.0,44.08,,72000.0,,2.06,479190.0,20932.0,,,44.08,290000.0,6.65,314455.0,1107984.0,513.48,103.47,,,10.29,10.29,48002904.0,3933548364.14,,4473.78,10.3,15.05,0.096,16.92,0.19
2013-04-23,10892781.0,913032964.64,3.5,13.05,3.48,1028.31,1.0,629417414.3,5866416.0,7509155.0,491723022.09,,,8912.0,79.17,,,,9.27,817882.0,99455.0,,,79.17,8912.0,,447982.0,85391.0,545.56,7.87,,,10.99,10.99,47519184.0,3983058269.94,,4426.24,10.97,13.86,0.0919,15.66,0.204
2013-04-24,9963918.0,842053165.05,3.2,11.74,3.19,953.28,1.0,555806312.28,5875368.0,6576792.0,496528797.23,,,17514.0,2.05,,,,0.71,10452.0,17062.0,,,2.05,17514.0,,8500.0,942815.0,556.37,86.59,,,10.98,10.98,47614808.0,4023939155.22,,4519.16,10.96,15.38,0.1029,17.04,0.1863
2013-04-25,10173810.0,848987530.75,3.27,11.68,3.25,978.47,1.0,567057823.13,5938911.0,6795316.0,495592249.63,,,35186.0,26.97,,,,3.09,256302.0,36231.0,,,26.97,35186.0,,64588.0,37778.0,565.89,2.49,,,11.13,11.13,47433560.0,3958251724.69,,4521.35,11.12,15.08,0.1022,16.61,0.1906
2013-04-26,10233695.0,862588075.09,3.29,11.73,3.27,977.64,1.0,577807016.26,6084940.0,6855069.0,512893601.15,,,5447.0,22.79,,,,0.42,271117.0,2744.0,,,22.79,5447.0,,143326.0,211364.0,574.11,19.86,,,11.35,11.35,47532072.0,4006431547.11,,4493.49,11.33,14.89,0.1036,17.34,0.1909
2013-04-29,16579317.0,1414326457.06,5.33,18.89,5.3,1589.55,2.0,1103961568.43,7922075.0,12941092.0,675805901.25,,,623108.0,325.47,,2985000.0,,31.45,3390917.0,335216.0,,,325.47,623108.0,286.17,1549243.0,289894.0,753.28,26.99,,,14.56,14.56,46473260.0,3964479427.22,,4431.56,14.53,13.46,0.0942,17.7,0.3048
2013-04-30,17729412.0,1508044269.68,5.7,20.25,5.67,1715.63,2.0,1180391265.39,8237923.0,13877340.0,700708662.77,,,283924.0,94.63,,,,2.33,963562.0,24233.0,,,94.63,283924.0,,56157.0,27314.0,790.37,1.39,,,14.73,14.73,47677028.0,4055355522.82,,4583.97,14.71,12.57,0.0901,16.37,0.3171
2013-05-01,17804080.0,1514395447.57,5.72,20.87,5.7,1722.71,2.0,1180788320.33,8307923.0,13882008.0,706662785.72,,,,0.5,,,,,4668.0,,,,0.5,,,70000.0,,797.21,,,,15.0,15.0,47064600.0,4003263071.25,,4526.05,14.98,12.58,0.0901,16.39,0.3215
2013-05-02,18015584.0,1525689927.14,5.79,21.12,5.76,1747.85,2.0,1192965228.59,8448349.0,14086719.0,715467284.89,,,118460.0,22.61,,,,2.92,217135.0,30315.0,,,22.61,118460.0,,52281.0,12424.0,813.87,1.48,,,15.28,15.28,46849484.0,3967553082.4,,4515.64,15.27,12.48,0.0888,16.16,0.3258
2013-05-03,18321578.0,1577382707.6,5.89,21.33,5.86,1767.43,2.0,1233075316.18,8641664.0,14322387.0,743997670.86,,,170631.0,35.2,,12376.0,,0.1,373420.0,647.0,,,35.2,170631.0,1.24,23331.0,150128.0,827.42,16.26,,,15.65,15.65,46585072.0,4010707320.35,,4472.86,15.61,12.23,0.0886,16.09,0.3318
2013-05-06,19197156.0,1659560157.93,6.17,22.31,6.14,1869.69,2.0,1280144408.99,9101999.0,14808220.0,786851703.34,,,6290.0,43.93,,101000.0,,11.04,410104.0,120729.0,,,43.93,6290.0,9.87,574774.0,25271.0,885.22,1.46,,,16.51,16.51,46037088.0,3979824773.62,,4489.21,16.47,11.55,0.0838,15.2,0.3482
2013-05-07,20024622.0,1730029912.87,6.43,23.7,6.41,1954.43,2.0,1343573071.68,9229512.0,15551490.0,797384931.47,,,74195.0,81.75,,,,5.3,823430.0,54338.0,,,81.75,74195.0,,107656.0,44860.0,898.25,3.53,,,16.66,16.66,46176080.0,3989388646.6,,4505.25,16.62,11.4,0.0859,16.94,0.3614
2013-05-08,21322632.0,1844058552.5,6.85,25.78,6.82,2080.43,2.0,1450822949.01,9485142.0,16775695.0,820309482.75,,,80814.0,90.0,,390000.0,,1.48,895251.0,15195.0,,,90.0,80814.0,36.16,190011.0,61046.0,922.27,5.52,,,17.16,17.16,45782864.0,3959468133.08,,4468.29,17.11,10.7,0.0796,15.89,0.3858
2013-05-09,21790308.0,1880069832.71,7.0,26.54,6.97,2141.05,2.0,1444934726.49,12398006.0,16747023.0,1069701128.89,,379.0,1181375.0,112.37,0.04,1100.0,,163.37,1089256.0,1673808.0,,379.0,112.37,1181375.0,0.11,3404918.0,1119028.0,1215.25,107.15,,,22.24,22.24,43349808.0,3740225529.39,,4250.08,22.24,10.87,0.0699,12.93,0.3909
2013-05-10,25504138.0,2206593126.7,8.19,31.77,8.16,2501.45,2.0,1721212750.38,15671714.0,19894038.0,1355901399.06,,,474827.0,370.22,,280550.0,,87.08,3740838.0,882340.0,,,370.22,474827.0,28.95,3681221.0,874373.0,1531.87,93.28,,,27.83,27.83,40639272.0,3516070147.88,,3974.54,27.82,10.08,0.0678,11.78,0.4529
2013-05-13,28147964.0,2436579812.25,9.04,35.21,9.0,2755.34,2.0,1837074631.51,15741656.0,21222334.0,1362649221.13,,,256915.0,158.99,,21000.0,,61.59,1641127.0,622596.0,,,158.99,256915.0,2.15,436002.0,333831.0,1537.9,33.76,0.04,,28.34,28.34,39810532.0,3446129836.81,379.0,3894.32,28.31,10.67,0.0734,13.44,0.5067
2013-05-14,28517668.0,2471106196.49,9.16,36.3,9.12,2797.73,2.0,1782483079.64,16078927.0,20570650.0,1393267364.73,,,1246172.0,68.44,,,,147.24,688206.0,1510749.0,,,68.44,1246172.0,,740926.0,1339890.0,1574.88,129.76,13.6,,29.07,29.07,39240508.0,3400259182.21,139078.0,3845.08,29.06,10.58,0.0733,13.28,0.5155
2013-05-15,35890720.0,3108723725.34,11.53,46.41,11.48,3532.13,3.0,2142129086.31,20273348.0,24731228.0,1756003722.4,,10499.0,2682171.0,442.65,1.03,19700.0,,98.2,4414689.0,1003318.0,,10499.0,442.65,2682171.0,1.92,2512219.0,273810.0,1990.06,27.85,,,37.31,37.31,34068692.0,2950906281.95,,3344.45,37.31,10.49,0.0712,10.61,0.6605
2013-05-16,39678888.0,3455938708.18,12.75,52.4,12.69,3896.15,3.0,2395152141.63,20883828.0,27499612.0,1818932767.47,,,229498.0,72.88,,2801029.0,,65.94,764350.0,666572.0,,,72.88,229498.0,287.18,1047552.0,796997.0,2036.17,82.31,,,38.97,38.97,32710820.0,2849036218.31,,3191.59,38.95,9.5,0.0661,9.89,0.7404
2013-05-17,46008384.0,4062791896.46,14.78,61.04,14.72,4501.96,3.0,2851682045.02,22243478.0,32293380.0,1964220742.19,,103126.0,1135569.0,464.99,9.94,171000.0,,64.22,4644125.0,656417.0,,103126.0,464.99,1135569.0,16.54,784873.0,21357.0,2144.51,2.18,,,41.4,41.4,31478778.0,2779748233.9,,3043.89,41.33,10.46,0.0716,14.99,0.8564
2013-05-20,51096592.0,4524172948.08,16.41,64.78,16.34,5024.91,4.0,3258918385.29,23818098.0,36806644.0,2108892010.77,,,383969.0,534.06,,,,9.52,5311971.0,99591.0,,,534.06,383969.0,,1295796.0,798708.0,2309.39,81.09,,,44.14,44.14,30139814.0,2668626728.74,,2932.93,44.05,13.82,0.0797,16.73,0.947
2013-05-21,52664952.0,4653472813.06,16.92,68.18,16.84,5194.79,4.0,3505217873.3,22977048.0,39669756.0,2030250937.9,,,351712.0,249.52,,414460.0,,118.46,2469959.0,1244538.0,,,249.52,351712.0,42.4,51777.0,21303.0,2235.44,1.91,,,42.16,42.16,31525204.0,2785565621.33,,3071.11,42.13,13.39,0.0891,20.36,0.9663
2013-05-22,44243520.0,3907748321.8,14.21,57.22,14.15,4354.9,3.0,3027538688.88,19225556.0,34277788.0,1698070908.34,,,72938.0,217.01,,,,374.27,2232000.0,3849244.0,,,217.01,72938.0,,11759.0,7623971.0,1870.12,762.83,,,34.59,34.59,36354064.0,3210922923.55,,3539.15,34.57,11.14,0.0751,14.63,0.796
2013-05-23,41505316.0,3623685436.01,13.33,53.29,13.28,4072.15,3.0,2964530505.5,17013548.0,33955424.0,1485393969.83,,,26918.0,125.23,,,,289.18,1279139.0,2956372.0,,,125.23,26918.0,,717446.0,1601500.0,1646.75,165.15,,,31.14,31.14,37627988.0,3285169352.81,,3648.15,31.1,10.66,0.0759,14.55,0.7596
2013-05-24,33629764.0,2960835512.33,10.8,42.86,10.76,3291.72,3.0,2319889803.6,13901083.0,26349774.0,1223880732.74,,,114592.0,4.02,,4200.0,,361.19,40000.0,3701286.0,,,4.02,114592.0,0.4,711811.0,7649852.0,1335.78,753.79,22.9,,25.51,25.51,40586836.0,3573350837.72,237582.0,3910.73,25.46,12.33,0.0802,12.86,0.6172
2013-05-27,26263664.0,2326618812.78,8.44,33.22,8.4,2563.36,2.0,1768548799.81,12421844.0,19963980.0,1100413709.98,,,252220.0,11.31,,,,184.98,115848.0,1932472.0,,,11.31,252220.0,,193864.0,6501641.0,1203.35,650.59,,,22.64,22.64,42445908.0,3760155021.72,,4122.84,22.59,10.76,0.0792,15.38,0.4787
2013-05-28,21837116.0,1944597925.14,7.01,28.19,6.98,2139.89,2.0,1422582080.92,9940710.0,15975071.0,885221475.24,,,65004.0,44.53,,,,245.22,421862.0,2546138.0,,,44.53,65004.0,,,4410772.0,971.25,433.48,,,18.35,18.35,44241016.0,3939668036.74,,4330.05,18.32,10.78,0.0797,13.27,0.403
2013-05-29,17303472.0,1523748524.74,5.58,22.32,5.55,1697.53,2.0,1032114078.49,8741365.0,11720541.0,769767016.87,,,16355.0,9.66,,,,141.24,85911.0,1441386.0,,,9.66,16355.0,,225686.0,4340441.0,851.45,420.39,,,16.14,16.14,45404416.0,3998325416.82,,4437.69,16.1,11.9,0.0826,15.35,0.3196
2013-05-30,16214721.0,1442597703.24,5.22,20.89,5.2,1570.2,2.0,937511847.01,8251202.0,10537583.0,734096199.01,,,673732.0,158.73,,,,191.98,1708223.0,1943561.0,,,158.73,673732.0,,779666.0,2891181.0,794.85,283.79,,,15.4,15.4,45335064.0,4033387882.69,,4404.64,15.29,17.97,0.1083,19.71,0.3026
2013-05-31,14508292.0,1308961301.85,4.67,19.1,4.65,1326.69,1.0,805660924.27,7931869.0,8929801.0,715625903.61,,,191176.0,8.16,,,,52.03,81073.0,560716.0,,,8.16,191176.0,,50207.0,1688855.0,777.53,162.08,,,15.18,15.18,44303856.0,3997164726.69,,4362.48,15.13,14.24,0.1168,24.19,0.2777
2013-06-03,11353349.0,1021430446.9,3.66,14.49,3.64,1117.92,1.0,620324620.51,5790465.0,6894999.0,520952650.42,,,3050.0,,,,,208.95,,2154142.0,,,,3050.0,,9688.0,2034802.0,572.4,106.22,,,11.15,11.15,46162004.0,4153072047.35,,4573.26,11.12,17.23,0.1159,20.78,0.2185
2013-06-04,9151323.0,813846100.19,2.95,11.65,2.94,900.66,1.0,441186309.01,5386610.0,4960936.0,479042379.09,,,11519.0,4.94,,,,46.77,46249.0,471639.0,,,4.94,11519.0,,56265.0,2015612.0,532.0,198.15,,,10.35,10.35,46650240.0,4148702422.27,,4608.12,10.35,16.27,0.1211,23.39,0.1759
2013-06-05,8960785.0,789984322.96,2.89,11.33,2.87,875.71,1.0,450742492.64,5162503.0,5112768.0,455127138.66,,,2959.0,12.14,,70309.0,,35.72,130660.0,357630.0,,,12.14,2959.0,7.2,130564.0,49137.0,504.43,5.18,,,9.92,9.92,46886912.0,4133558101.43,,4584.87,9.91,16.24,0.1197,22.88,0.1722
2013-06-06,9198784.0,804450556.2,2.96,11.84,2.95,886.1,1.0,485002901.58,5003333.0,5545943.0,437550660.47,,,238510.0,62.28,,,,46.85,705340.0,473772.0,,,62.28,238510.0,,76092.0,272165.0,481.21,25.8,,,9.53,9.53,47518420.0,4155573106.06,,4592.2,9.48,21.06,0.1283,22.25,0.1751
2013-06-07,8962557.0,790140542.78,2.89,11.96,2.88,865.94,1.0,463289359.78,5039263.0,5255087.0,444262279.39,,,120575.0,,,,,14.75,,154645.0,,,,120575.0,,70000.0,290856.0,486.23,26.81,,,9.52,9.52,47873120.0,4220502365.71,,4616.72,9.53,19.37,0.1232,22.33,0.1694
2013-06-10,8394065.0,742080349.93,2.7,11.2,2.69,813.95,1.0,422786706.17,4688518.0,4782365.0,414490128.21,,,17153.0,2.76,,,,35.46,27251.0,367933.0,,,2.76,17153.0,,35.0,499973.0,454.55,48.02,,,9.0,9.0,47418296.0,4192031594.79,,4595.65,9.0,20.73,0.1333,23.91,0.1611
2013-06-11,7464210.0,655334661.88,2.41,10.15,2.39,722.54,1.0,349619195.31,4429617.0,3982135.0,388906737.48,,,200.0,,,,,25.08,,259101.0,,,,200.0,,,800230.0,429.18,78.34,,,8.41,8.41,48247928.0,4236019563.02,,4679.45,8.4,19.3,0.1385,25.41,0.1417
2013-06-12,7833960.0,688153282.03,2.52,10.71,2.51,756.1,1.0,383716721.21,4746523.0,4368244.0,416945629.12,,,8423.0,39.59,,,,9.97,410795.0,101517.0,,,39.59,8423.0,,410000.0,24686.0,458.15,2.9,,,9.05,9.05,47702136.0,4190266665.69,,4607.92,9.04,18.47,0.1284,24.12,0.1494
2013-06-13,7647403.0,671140653.38,2.46,10.52,2.45,738.07,1.0,379492443.15,4631350.0,4324178.0,406450041.28,,,15341.0,2.17,,,,26.82,20524.0,277514.0,,,2.17,15341.0,,147000.0,64590.0,446.97,6.24,,,8.83,8.83,47818896.0,4196614864.59,,4622.02,8.82,18.9,0.1281,23.44,0.1458
2013-06-14,7511010.0,654191473.22,2.42,10.47,2.41,724.41,1.0,379135723.69,4488623.0,4352995.0,390948606.53,,,22267.0,2.85,,,,22.96,28817.0,237853.0,,,2.85,22267.0,,72859.0,,432.94,,,,8.57,8.57,47894188.0,4171472199.67,,4613.06,8.58,19.27,0.1242,21.9,0.1434
2013-06-17,7052723.0,621641159.74,2.27,9.98,2.26,678.44,1.0,346305185.67,4811555.0,3928946.0,424100114.29,,,141252.0,14.7,,,,17.07,154582.0,176280.0,,,14.7,141252.0,,357960.0,578631.0,461.79,55.98,,,9.24,9.24,47240656.0,4163886229.85,,4541.51,9.23,20.57,0.1298,23.17,0.1355
2013-06-18,7050918.0,621994309.09,2.27,9.93,2.26,680.7,1.0,346524460.64,4799411.0,3928196.0,423378392.57,,,12322.0,22.72,,,,2.68,235000.0,28453.0,,,22.72,12322.0,,3987.0,235750.0,463.96,21.64,,,9.22,9.22,47241828.0,4167421627.51,,4581.21,9.2,20.35,0.1254,23.31,0.1355
2013-06-19,7036917.0,619033819.47,2.27,9.99,2.26,681.98,1.0,344276680.06,4669819.0,3913593.0,410801476.24,,,1979.0,4.81,,8000.0,,12.43,46660.0,131571.0,,,4.81,1979.0,0.78,,69263.0,455.2,6.56,,,8.97,8.97,47374880.0,4167542819.3,,4610.73,8.99,20.27,0.1263,23.58,0.1352
2013-06-20,7543419.0,639956924.03,2.43,10.76,2.42,729.69,1.0,372230294.9,4679511.0,4387622.0,396993122.82,,,97702.0,48.57,,,,8.82,500000.0,88010.0,,,48.57,97702.0,,,25971.0,454.8,2.72,,,8.91,8.91,47832736.0,4057959739.28,,4625.86,8.95,19.07,0.12,22.34,0.1437
2013-06-21,7539512.0,634558856.5,2.43,10.34,2.42,713.46,1.0,369476450.69,4671104.0,4389935.0,393140884.03,,,21428.0,0.41,,,,5.41,4500.0,33594.0,,,0.41,21428.0,,3759.0,2187.0,437.34,0.4,,,8.92,8.92,47713340.0,4015766865.32,,4457.61,8.93,19.53,0.1202,22.07,0.1439
2013-06-24,7152604.0,593031287.57,2.3,9.48,2.29,670.57,1.0,328803769.1,4361609.0,3965732.0,361626423.21,,,29184.0,,,,,32.41,,338841.0,,,,29184.0,,162.0,424203.0,403.65,41.99,,,8.46,8.46,47179504.0,3911711315.75,,4362.69,8.47,20.81,0.1294,23.21,0.1388
2013-06-25,7323715.0,615531816.99,2.36,9.56,2.35,683.17,1.0,354092573.57,4469920.0,4213061.0,375680645.6,,,5000.0,26.0,,,,10.45,288400.0,117136.0,,,26.0,5000.0,,220447.0,41071.0,409.64,4.27,,,8.63,8.63,47321704.0,3977218453.51,,4336.15,8.63,21.82,0.1327,22.59,0.1414
2013-06-26,7531607.0,641417089.53,2.43,9.76,2.42,709.69,1.0,373192818.09,4480777.0,4382081.0,381598102.79,,,61472.0,24.9,,,,4.93,250000.0,54250.0,,,24.9,61472.0,,3635.0,80980.0,416.88,7.41,,,8.66,8.66,47260016.0,4024822579.55,,4392.64,8.67,22.22,0.1417,24.67,0.1456
2013-06-27,7602272.0,653786624.16,2.45,9.73,2.44,718.26,1.0,369523972.37,4537884.0,4296848.0,390252790.38,,,116273.0,13.05,,29237.0,,25.75,132695.0,278658.0,,,13.05,116273.0,2.79,219492.0,247165.0,425.09,24.06,,,8.71,8.71,47558116.0,4089943126.35,,4465.67,8.69,22.02,0.1408,24.39,0.1459
2013-06-28,7599269.0,654701546.21,2.45,9.62,2.44,723.53,1.0,370542961.1,4607969.0,4300976.0,396991398.67,,,4000.0,11.13,,,,2.8,112641.0,31556.0,,,11.13,4000.0,,97641.0,108513.0,436.93,9.02,,,8.86,8.86,47423920.0,4085723738.88,,4492.67,8.86,22.17,0.141,24.19,0.1461
