,SEFER FP Equity_DX_SI_QTY,SEFER FP Equity_DX_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SEFER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SEFER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SEFER FP Equity_DX_SI_MV,SEFER FP Equity_DX_DSS,SEFER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY,SEFER FP Equity_DX_BROKER_SI_QTY,SEFER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_x,SEFER FP Equity_DX_BROKER_SI_MV_INC_x,SEFER FP Equity_DX_SUPPLY_SI_MV_NEW,SEFER FP Equity_DX_BROKER_SI_QTY_ADD,SEFER FP Equity_DX_SUPPLY_SI_MV_DEC,SEFER FP Equity_DX_BROKER_SI_QTY_INC,SEFER FP Equity_DX_SUPPLY_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SEFER FP Equity_DX_BROKER_SI_MV_INC_y,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_y,SEFER FP Equity_DX_BROKER_SI_MV_ADD,SEFER FP Equity_DX_SUPPLY_SI_QTY_ADD,SEFER FP Equity_DX_BROKER_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV,SEFER FP Equity_DX_BROKER_SI_MV_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV_RMV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SEFER FP Equity_DX_UTILIZATION_QUANTITY,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SEFER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_MV,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SEFER FP Equity_DX_BROKER_SI_CON_RATIO,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SEFER FP Equity_DX_DEMAND_SUPPLY_RATIO,SEFER FP Equity_PX_LAST
2021-07-02,6559.0,44470.02,0.34,0.79,0.05,0.05,0.0,44470.02,6559.0,6559.0,44470.02,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.78
2021-07-05,6559.0,45060.33,0.34,0.8,0.05,0.05,0.0,45060.33,6559.0,6559.0,45060.33,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.87
2021-07-06,6559.0,45060.33,0.34,0.79,0.05,0.05,0.0,45060.33,6559.0,6559.0,45060.33,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.87
2021-07-07,6559.0,44666.79,0.34,0.98,0.05,0.05,0.0,44666.79,6559.0,6559.0,44666.79,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.81
2021-07-08,6559.0,43814.12,0.34,1.9,0.05,0.05,0.0,43814.12,6559.0,6559.0,43814.12,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.68
2021-07-09,6559.0,43814.12,0.34,1.92,0.05,0.05,0.0,43814.12,6559.0,6559.0,43814.12,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.68
2021-07-12,6559.0,44273.25,0.34,2.26,0.05,0.05,0.0,44273.25,6559.0,6559.0,44273.25,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.75
2021-07-13,6559.0,43289.4,0.34,2.37,0.05,0.05,0.0,43289.4,6559.0,6559.0,43289.4,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.6
2021-07-14,6559.0,43814.12,0.34,2.48,0.05,0.05,0.0,43814.12,6559.0,6559.0,43814.12,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.68
2021-07-15,6559.0,41452.88,0.34,2.57,0.05,0.05,0.0,41452.88,6559.0,6559.0,41452.88,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.32
2021-07-16,6559.0,40665.8,0.34,2.36,0.05,0.04,0.0,40665.8,6559.0,6559.0,40665.8,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.2
2021-07-19,6559.0,40796.98,0.34,2.4,0.05,0.04,0.0,40796.98,6559.0,6559.0,40796.98,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.22
2021-07-20,6559.0,40665.8,0.34,2.49,0.05,0.04,0.0,40665.8,6559.0,6559.0,40665.8,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.2
2021-07-21,6559.0,41912.01,0.34,2.76,0.05,0.04,0.0,41912.01,6559.0,6559.0,41912.01,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.39
2021-07-22,6559.0,44929.15,0.34,2.73,0.05,0.04,0.0,44929.15,6559.0,6559.0,44929.15,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.85
2021-07-23,6559.0,44273.25,0.34,2.69,0.05,0.05,0.0,44273.25,6559.0,6559.0,44273.25,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.75
2021-07-26,6559.0,44929.15,0.34,2.7,0.05,0.05,0.0,44929.15,6559.0,6559.0,44929.15,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.85
2021-07-27,6559.0,44010.89,0.34,2.57,0.05,0.05,0.0,44010.89,6559.0,6559.0,44010.89,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,6.71
2021-07-28,6559.0,49848.4,0.34,2.54,0.05,0.05,0.0,49848.4,6559.0,6559.0,49848.4,,,,,,,,,,,,,,,0.04,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.6
2021-07-29,6559.0,49126.91,0.34,0.59,0.05,0.05,0.0,49126.91,6559.0,6559.0,49126.91,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.49
2021-07-30,6559.0,49061.32,0.34,0.57,0.05,0.05,0.0,49061.32,6559.0,6559.0,49061.32,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.48
2021-08-02,6559.0,50504.3,0.34,0.56,0.05,0.05,0.0,50504.3,6559.0,6559.0,50504.3,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.7
2021-08-03,6559.0,52144.05,0.34,0.55,0.05,0.05,0.0,52144.05,6559.0,6559.0,52144.05,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.95
2021-08-04,6559.0,52472.0,0.34,0.53,0.05,0.05,0.0,52472.0,6559.0,6559.0,52472.0,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.0
2021-08-05,6559.0,50373.12,0.34,0.52,0.05,0.06,0.0,50373.12,6559.0,6559.0,50373.12,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.68
2021-08-06,6559.0,51619.33,0.34,0.51,0.05,0.05,0.0,51619.33,6559.0,6559.0,51619.33,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.87
2021-08-09,6559.0,50832.25,0.34,0.51,0.05,0.05,0.0,50832.25,6559.0,6559.0,50832.25,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.75
2021-08-10,6559.0,49520.45,0.34,0.5,0.05,0.05,0.0,49520.45,6559.0,6559.0,49520.45,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.55
2021-08-11,6559.0,50176.35,0.34,0.49,0.05,0.05,0.0,50176.35,6559.0,6559.0,50176.35,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.65
2021-08-12,6559.0,50176.35,0.34,0.49,0.05,0.05,0.0,50176.35,6559.0,6559.0,50176.35,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.65
2021-08-13,6559.0,49782.81,0.34,0.49,0.05,0.05,0.0,49782.81,6559.0,6559.0,49782.81,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.59
2021-08-16,6559.0,51816.1,0.34,0.49,0.05,0.05,0.0,51816.1,6559.0,6559.0,51816.1,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,7.9
2021-08-17,6559.0,54964.42,0.34,0.47,0.05,0.05,0.0,54964.42,6559.0,6559.0,54964.42,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.38
2021-08-18,6559.0,55030.01,0.34,0.45,0.05,0.06,0.0,55030.01,6559.0,6559.0,55030.01,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.39
2021-08-19,6559.0,54111.75,0.34,0.44,0.05,0.06,0.0,54111.75,6559.0,6559.0,54111.75,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.25
2021-08-20,6559.0,53652.62,0.34,0.43,0.05,0.06,0.0,53652.62,6559.0,6559.0,53652.62,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.18
2021-08-23,6559.0,53324.67,0.34,0.43,0.05,0.06,0.0,53324.67,6559.0,6559.0,53324.67,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.13
2021-08-24,6559.0,54570.88,0.34,0.43,0.05,0.06,0.0,54570.88,6559.0,6559.0,54570.88,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.32
2021-08-25,6559.0,54636.47,0.34,0.42,0.05,0.06,0.0,54636.47,6559.0,6559.0,54636.47,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.33
2021-08-26,6559.0,54636.47,0.34,0.42,0.05,0.06,0.0,54636.47,6559.0,6559.0,54636.47,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.33
2021-08-27,6559.0,54964.42,0.34,0.42,0.05,0.06,0.0,54964.42,6559.0,6559.0,54964.42,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.38
2021-08-30,6559.0,54439.7,0.34,0.42,0.05,0.06,0.0,54439.7,6559.0,6559.0,54439.7,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.3
2021-08-31,6559.0,55095.6,0.34,0.42,0.05,0.06,0.0,55095.6,6559.0,6559.0,55095.6,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.4
2021-09-01,6559.0,56079.45,0.34,0.42,0.05,0.06,0.0,56079.45,6559.0,6559.0,56079.45,,,,,,,,,,,,,,,0.05,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.55
2021-09-02,6559.0,55226.78,0.34,0.41,0.05,0.06,0.0,55226.78,6559.0,6559.0,55226.78,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.42
2021-09-03,6559.0,55095.6,0.34,0.41,0.05,0.06,0.0,55095.6,6559.0,6559.0,55095.6,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.4
2021-09-06,6559.0,58375.1,0.34,0.4,0.05,0.06,0.0,58375.1,6559.0,6559.0,58375.1,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.9
2021-09-07,6559.0,64278.2,0.34,0.39,0.05,0.06,0.0,64278.2,6559.0,6559.0,64278.2,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.8
2021-09-08,6559.0,64015.84,0.34,0.33,0.05,0.07,0.0,64015.84,6559.0,6559.0,64015.84,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.76
2021-09-09,6559.0,64278.2,0.34,0.55,0.05,0.07,0.0,64278.2,6559.0,6559.0,64278.2,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.8
2021-09-10,6559.0,63294.35,0.34,0.46,0.05,0.07,0.0,63294.35,6559.0,6559.0,63294.35,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.65
2021-09-13,6559.0,64278.2,0.34,0.43,0.05,0.07,0.0,64278.2,6559.0,6559.0,64278.2,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.8
2021-09-14,6559.0,63753.48,0.34,0.42,0.05,0.07,0.0,63753.48,6559.0,6559.0,63753.48,,,,,,,,,,,,,,,0.06,,,100.0,73.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7395,9.72
2021-09-15,6559.0,62179.32,0.34,0.42,0.05,0.07,0.0,62179.32,6559.0,6559.0,62179.32,,,,,,,,,,,,,,,0.06,,,100.0,73.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7395,9.48
2021-09-16,6559.0,61916.96,0.34,0.41,0.05,0.07,0.0,61916.96,6559.0,6559.0,61916.96,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.44
2021-09-17,6559.0,60473.98,0.34,0.42,0.05,0.07,0.0,60473.98,6559.0,6559.0,60473.98,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.22
2021-09-20,6559.0,58965.41,0.34,0.41,0.05,0.06,0.0,58965.41,6559.0,6559.0,58965.41,,,,,,,,,,,,,,,0.06,,,100.0,73.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7395,8.99
2021-09-21,6559.0,59686.9,0.34,0.39,0.05,0.06,0.0,59686.9,6559.0,6559.0,59686.9,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.1
2021-09-22,6559.0,60801.93,0.34,0.39,0.05,0.06,0.0,60801.93,6559.0,6559.0,60801.93,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.27
2021-09-23,6559.0,58965.41,0.34,0.39,0.05,0.06,0.0,58965.41,6559.0,6559.0,58965.41,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,8.99
2021-09-24,6559.0,59031.0,0.34,0.36,0.05,0.06,0.0,59031.0,6559.0,6559.0,59031.0,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.0
2021-09-27,6559.0,60408.39,0.34,0.34,0.05,0.06,0.0,60408.39,6559.0,6559.0,60408.39,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.21
2021-09-28,6559.0,60014.85,0.34,0.34,0.05,0.06,0.0,60014.85,6559.0,6559.0,60014.85,,,,,,,,,,,,,,,0.06,,,100.0,74.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7479,9.15
2021-09-29,6759.0,63669.78,0.35,0.36,0.05,0.07,0.0,62727.78,6659.0,6659.0,62727.78,,,,,100.0,,,,,,,0.0,100.0,,0.06,,,100.0,74.24,0.0,0.0,,0.0,100.0,2.8,0.9457,97.2,0.7535,9.42
2021-09-30,6759.0,62317.98,0.35,0.36,0.05,0.07,0.0,61395.98,6659.0,6659.0,61395.98,,,,,,,,,,,,,,,0.06,,,100.0,70.23,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.7128,9.22
2021-10-01,15659.0,145785.29,0.82,0.79,0.13,0.15,0.0,144854.29,15559.0,15559.0,144854.29,,8900.0,,,8900.0,,,,,,8900.0,0.08,,,0.14,,,100.0,53.04,0.0,0.0,,0.0,100.0,42.63,0.497,56.14,0.5338,9.31
2021-10-04,15659.0,144062.8,0.82,0.76,0.13,0.15,0.0,143142.8,15559.0,15559.0,143142.8,,,,,,,,,,,,,,,0.14,,,100.0,53.04,0.0,0.0,,0.0,100.0,43.04,0.4957,55.7,0.5338,9.2
2021-10-05,15659.0,149386.86,0.82,0.73,0.13,0.15,0.0,148432.86,15559.0,15559.0,148432.86,,,,,,,,,,,,,,,0.14,,,100.0,53.04,0.0,0.0,,0.0,100.0,43.17,0.4954,55.58,0.5338,9.54
2021-10-06,6759.0,62588.34,0.35,0.31,0.05,0.07,0.0,61662.34,6659.0,6659.0,61662.34,,,,,,0.08,,8900.0,,,,,,8900.0,0.06,0.08,,100.0,36.93,0.0,0.0,,0.0,100.0,2.8,0.9455,97.2,0.3748,9.26
2021-10-07,7077.0,66736.11,0.37,0.33,0.06,0.07,0.0,62794.37,6977.0,6659.0,65793.11,,318.0,,,,,,,,,318.0,,,,0.06,,,100.0,57.33,0.0,0.0,,0.0,100.0,4.29,0.8677,93.01,0.5816,9.43
2021-10-08,28077.0,264766.11,1.47,1.31,0.23,0.27,0.0,161809.37,17477.0,17159.0,164808.11,,10500.0,,,10500.0,,,,,,10500.0,0.1,,,0.16,,,100.0,52.69,0.0,0.0,,0.0,100.0,24.23,0.6056,73.94,0.8465,9.43
2021-10-11,28077.0,264766.11,1.47,1.31,0.23,0.27,0.0,161809.37,17477.0,17159.0,164808.11,,,,,,,,,,,,,,,0.16,,,100.0,52.69,0.0,0.0,,0.0,100.0,24.26,0.6054,73.91,0.8465,9.43
2021-10-12,7077.0,69425.37,0.37,0.33,0.06,0.07,0.0,65324.79,6977.0,6659.0,68444.37,,,,,,0.1,,10500.0,,,,,,10500.0,0.07,0.1,,100.0,36.05,0.0,0.0,,0.0,100.0,4.27,0.8684,93.05,0.3657,9.81
2021-10-13,7077.0,73742.34,0.37,0.31,0.06,0.07,0.0,69386.78,6977.0,6659.0,72700.34,,,,,,,,,,,,,,,0.07,,,100.0,57.33,0.0,0.0,,0.0,100.0,4.31,0.8671,92.98,0.5816,10.42
2021-10-14,7077.0,74025.42,0.37,0.3,0.06,0.08,0.0,69653.14,6977.0,6659.0,72979.42,,,,,,,,,,,,,,,0.07,,,100.0,57.33,0.0,0.0,,0.0,100.0,4.29,0.8676,93.01,0.5816,10.46
2021-10-15,7077.0,75723.9,0.37,0.29,0.06,0.08,0.0,71251.3,6977.0,6659.0,74653.9,,,,,,,,,,,,,,,0.07,,,100.0,57.33,0.0,0.0,,0.0,100.0,4.29,0.8677,93.01,0.5816,10.7
2021-10-18,7077.0,72326.94,0.37,0.28,0.06,0.08,0.0,68054.98,6977.0,6659.0,71304.94,,,,,,,,,,,,,,,0.07,,,100.0,57.33,0.0,0.0,,0.0,100.0,4.29,0.8676,93.01,0.5816,10.22
2021-10-19,6759.0,71104.68,0.35,0.27,0.05,0.07,0.0,70052.68,6659.0,6659.0,70052.68,,,,,,0.0,,318.0,,,,,,,0.07,,,100.0,57.74,0.0,0.0,,0.0,100.0,2.83,0.945,97.17,0.5861,10.52
2021-10-20,6759.0,70563.96,0.35,0.31,0.05,0.07,0.0,69519.96,6659.0,6659.0,69519.96,,,,,,,,,,,,,,,0.07,,,100.0,57.74,0.0,0.0,,0.0,100.0,2.82,0.9453,97.18,0.5861,10.44
2021-10-21,6759.0,69617.7,0.35,0.31,0.05,0.07,0.0,68587.7,6659.0,6659.0,68587.7,,,,,,,,,,,,,,,0.07,,,100.0,53.0,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.538,10.3
2021-10-22,6759.0,69482.52,0.35,0.36,0.05,0.07,0.0,68454.52,6659.0,6659.0,68454.52,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9452,97.18,0.5206,10.28
2021-10-25,6759.0,68941.8,0.35,0.37,0.05,0.07,0.0,67921.8,6659.0,6659.0,67921.8,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.5206,10.2
2021-10-26,6759.0,70699.14,0.39,0.38,0.05,0.07,0.0,69653.14,6659.0,6659.0,69653.14,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9453,97.18,0.5206,10.46
2021-10-27,6759.0,73267.56,0.39,0.38,0.05,0.07,0.0,72183.56,6659.0,6659.0,72183.56,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9452,97.18,0.5206,10.84
2021-10-28,6759.0,75160.08,0.39,0.37,0.05,0.08,0.0,74048.08,6659.0,6659.0,74048.08,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.84,0.9448,97.16,0.5206,11.12
2021-10-29,6759.0,72862.02,0.39,0.36,0.05,0.08,0.0,71784.02,6659.0,6659.0,71784.02,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.79,0.9457,97.21,0.5206,10.78
2021-11-01,6759.0,75024.9,0.39,0.36,0.05,0.08,0.0,73914.9,6659.0,6659.0,73914.9,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.83,0.945,97.17,0.5206,11.1
2021-11-02,6759.0,75700.8,0.39,0.36,0.05,0.08,0.0,74580.8,6659.0,6659.0,74580.8,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.5206,11.2
2021-11-03,6759.0,77863.68,0.39,0.36,0.05,0.08,0.0,76711.68,6659.0,6659.0,76711.68,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9451,97.18,0.5206,11.52
2021-11-04,6759.0,74889.72,0.39,0.36,0.05,0.08,0.0,73781.72,6659.0,6659.0,73781.72,,,,,,,,,,,,,,,0.08,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.5206,11.08
2021-11-05,6759.0,73673.1,0.39,0.37,0.05,0.08,0.0,72583.1,6659.0,6659.0,72583.1,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9451,97.18,0.5206,10.9
2021-11-08,6759.0,74349.0,0.39,0.39,0.05,0.08,0.0,73249.0,6659.0,6659.0,73249.0,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9451,97.18,0.5206,11.0
2021-11-09,6759.0,77998.86,0.29,0.39,0.05,0.08,0.0,76844.86,6659.0,6659.0,76844.86,,,,,,,,,,,,,,,0.07,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.82,0.9452,97.18,0.5206,11.54
2021-11-10,6759.0,78134.04,0.29,0.39,0.05,0.08,0.0,76978.04,6659.0,6659.0,76978.04,,,,,,,,,,,,,,,0.08,,,100.0,51.29,0.0,0.0,,0.0,100.0,2.79,0.9457,97.21,0.5206,11.56
2021-11-11,6759.0,79756.2,0.29,0.39,0.05,0.08,0.0,78576.2,6659.0,6659.0,78576.2,,,,,,,,,,,,,,,0.08,,,100.0,42.26,0.0,0.0,,0.0,100.0,2.79,0.9457,97.21,0.429,11.8
2021-11-12,6759.0,78134.04,0.29,0.41,0.05,0.08,0.0,76978.04,6659.0,6659.0,76978.04,,,,,,,,,,,,,,,0.08,,,100.0,42.26,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.429,11.56
2021-11-15,6759.0,77728.5,0.29,0.42,0.05,0.08,0.0,76578.5,6659.0,6659.0,76578.5,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.8,0.9455,97.2,0.369,11.5
2021-11-16,6759.0,79080.3,0.29,0.44,0.05,0.08,0.0,77910.3,6659.0,6659.0,77910.3,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.8,0.9456,97.2,0.369,11.7
2021-11-17,6759.0,78809.94,0.29,0.44,0.05,0.08,0.0,77643.94,6659.0,6659.0,77643.94,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.81,0.9453,97.19,0.369,11.66
2021-11-18,6759.0,79080.3,0.29,0.44,0.05,0.08,0.0,77910.3,6659.0,6659.0,77910.3,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.84,0.9449,97.16,0.369,11.7
2021-11-19,6759.0,75971.16,0.29,0.43,0.05,0.08,0.0,74847.16,6659.0,6659.0,74847.16,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.369,11.24
2021-11-22,6759.0,76241.52,0.29,0.42,0.05,0.08,0.0,75113.52,6659.0,6659.0,75113.52,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.79,0.9457,97.21,0.369,11.28
2021-11-23,6759.0,75700.8,0.29,0.41,0.05,0.08,0.0,74580.8,6659.0,6659.0,74580.8,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.82,0.9453,97.18,0.369,11.2
2021-11-24,6759.0,71645.4,0.29,0.44,0.05,0.08,0.0,70585.4,6659.0,6659.0,70585.4,,,,,,,,,,,,,,,0.08,,,100.0,36.36,0.0,0.0,,0.0,100.0,2.82,0.9452,97.18,0.369,10.6
