,URW FP Equity_DX_SI_QTY,URW FP Equity_DX_SHORT_INTEREST_VALUE,URW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,URW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,URW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,URW FP Equity_DX_SI_MV,URW FP Equity_DX_DSS,URW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY,URW FP Equity_DX_BROKER_SI_QTY,URW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,URW FP Equity_DX_BROKER_SI_MV_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_INC_x,URW FP Equity_DX_BROKER_SI_MV_INC_x,URW FP Equity_DX_SUPPLY_SI_MV_NEW,URW FP Equity_DX_BROKER_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_NEW,URW FP Equity_DX_SUPPLY_SI_MV_DEC,URW FP Equity_DX_BROKER_SI_QTY_INC,URW FP Equity_DX_SUPPLY_SI_QTY_DEC,URW FP Equity_DX_BROKER_SI_MV_NEW_y,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,URW FP Equity_DX_BROKER_SI_MV_INC_y,URW FP Equity_DX_SUPPLY_SI_QTY_INC_y,URW FP Equity_DX_BROKER_SI_MV_ADD,URW FP Equity_DX_SUPPLY_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_DEC,URW FP Equity_DX_SUPPLY_SI_MV,URW FP Equity_DX_BROKER_SI_MV_DEC,URW FP Equity_DX_SUPPLY_SI_MV_RMV,URW FP Equity_DX_BROKER_SI_MV_RMV,URW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,URW FP Equity_DX_UTILIZATION_QUANTITY,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,URW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,URW FP Equity_DX_ACTIVE_UTILIZATION_MV,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,URW FP Equity_DX_BROKER_SI_CON_RATIO,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,URW FP Equity_DX_DEMAND_SUPPLY_RATIO,URW FP Equity_PX_LAST
2017-04-13,1858728.0,394852127.95,1.87,6.28,1.87,420.31,1.0,296088962.16,879254.0,1393810.0,186781128.23,,,,,,,,106.33,,472592.0,,,,,,,449480.0,197.41,101.01,,,2.99,2.99,28539630.0,6062712584.27,,6310.54,3.03,21.36,0.2016,33.1,0.0632,224.1
2017-04-14,1847273.0,392418726.65,1.86,6.28,1.86,418.08,1.0,293655560.86,879254.0,1382355.0,186781128.23,,,,,,,,,,,,,,,,,11455.0,197.06,2.15,,,2.99,2.99,28528186.0,6060281519.72,,6296.55,3.03,20.94,0.2015,33.28,0.0628,
2017-04-17,1859832.0,395086652.18,1.87,6.32,1.87,421.2,1.0,296323486.39,879254.0,1394914.0,186781128.23,,,,3.2,,,,,12559.0,,,,3.2,,,,,197.16,,,,2.99,2.99,28534002.0,6061517020.55,,6293.46,3.04,20.74,0.1987,33.02,0.0632,
2017-04-18,1454704.0,308611069.99,1.46,4.94,1.46,328.44,1.0,256492071.21,660010.0,1209030.0,140019132.63,,,,,,,,49.24,,219244.0,,,,,,,185884.0,148.37,43.77,,,2.24,2.24,28775436.0,6104622035.49,,6337.36,2.29,22.66,0.1731,26.89,0.0494,223.8
2017-04-19,1412425.0,297164776.54,1.42,4.77,1.42,317.16,1.0,253786093.45,620515.0,1206246.0,130552207.24,,,,1.63,,,,9.38,7129.0,39615.0,,,1.63,,,120.0,9913.0,138.81,2.16,,,2.11,2.11,28720656.0,6042633996.43,,6320.18,2.15,23.32,0.1799,27.14,0.0481,221.95
2017-04-20,1446689.0,302933763.44,1.46,4.82,1.46,323.26,1.0,271348171.18,559726.0,1295849.0,117205497.29,,,,0.73,,161099.0,,14.0,4000.0,60789.0,,,0.73,,35.76,,75496.0,124.23,17.44,,,1.92,1.92,28651014.0,5999464637.81,,6258.79,1.95,15.55,0.1496,25.37,0.0495,220.9
2017-04-21,1625988.0,338551957.19,1.64,5.32,1.64,361.38,1.0,265488949.01,560464.0,1275083.0,116695931.42,,,2065.0,0.87,,,,0.54,5265.0,2000.0,,,0.87,2065.0,,673.0,26031.0,123.89,6.1,,,1.9,1.9,28942486.0,6026203933.41,,6298.88,1.93,20.71,0.1627,26.77,0.0551,219.65
2017-04-24,1250443.0,269130049.36,1.26,4.02,1.26,278.67,1.0,234481392.74,241472.0,1089457.0,51971478.33,,,,2.08,,5000.0,,71.09,9374.0,320620.0,,,2.08,,1.14,1628.0,200000.0,53.07,46.11,,,0.83,0.83,29001288.0,6241882333.63,,6253.62,0.84,17.72,0.1638,27.24,0.0428,227.05
2017-04-25,1112062.0,241771180.15,1.12,3.44,1.12,252.86,1.0,207010249.15,242220.0,952174.0,52660566.82,,,4939.0,9.78,,,,1.77,33068.0,8349.0,,,9.78,4939.0,,4158.0,170351.0,54.9,37.05,,,0.83,0.83,28939268.0,6291628503.63,,6432.77,0.85,22.67,0.2028,31.73,0.0381,229.35
2017-04-26,1139380.0,246360264.8,1.15,3.54,1.15,259.4,1.0,210666589.47,241886.0,974302.0,52301338.46,,,5993.0,4.66,,,,1.43,22128.0,6327.0,,,4.66,5993.0,,,,55.4,,,,0.83,0.83,28984398.0,6267096110.48,,6514.44,0.84,23.37,0.2009,31.25,0.039,228.1
2017-04-27,1124616.0,241622162.25,1.13,3.48,1.13,255.18,1.0,205781979.81,220624.0,957800.0,47400755.39,,,4324.0,1.19,,,,5.88,5471.0,25586.0,,,1.19,4324.0,,,21973.0,50.27,4.96,,,0.76,0.76,28989328.0,6228316255.02,,6479.79,0.77,22.1,0.1986,31.61,0.0385,226.65
2017-04-28,1083553.0,231567274.24,1.09,3.32,1.09,244.01,1.0,206280338.96,172975.0,965230.0,36966672.85,,,,0.88,,,,11.15,7430.0,48293.0,,,0.88,,,644.0,,39.03,,,,0.6,0.6,28834768.0,6162309207.89,,6397.69,0.61,22.55,0.2083,32.52,0.0374,225.45
2017-05-01,1075253.0,229793472.34,1.08,3.26,1.08,241.82,1.0,206280338.96,173175.0,965230.0,37009415.06,,,200.0,,,,,,,,,,,200.0,,,,38.93,,,,0.6,0.6,28841584.0,6163765862.56,,6373.53,0.61,22.77,0.2106,32.74,0.0371,
2017-05-02,969502.0,209169208.08,0.98,2.94,0.98,219.36,0.0,184432276.41,182878.0,854846.0,39455768.46,,,,,,,,0.6,,2662.0,,,,,,12365.0,110384.0,41.14,24.15,,,0.63,0.63,29045266.0,6266490721.66,,6429.01,0.64,22.67,0.1955,28.85,0.0332,227.6
2017-05-03,1016403.0,219143535.78,1.02,3.16,1.02,230.83,1.0,195048167.13,224909.0,904647.0,48491940.19,,,45310.0,12.01,,,,0.71,49974.0,3279.0,,,12.01,45310.0,,,173.0,51.09,0.04,,,0.77,0.77,29071224.0,6267957509.72,,6489.67,0.78,21.37,0.1902,29.35,0.0347,227.45
2017-05-04,959124.0,207430214.58,0.97,3.16,0.96,217.59,0.0,183260690.04,224302.0,847368.0,48509902.78,,,,0.46,,,,0.14,2000.0,607.0,,,0.46,,,,59279.0,50.8,13.68,,,0.76,0.76,29233930.0,6322436278.3,,6511.56,0.77,22.91,0.1898,30.84,0.0326,228.15
2017-05-05,955702.0,208003749.51,0.96,3.14,0.96,217.96,0.0,183945272.63,218020.0,845162.0,47450960.1,,,,6.02,,,,1.49,23634.0,6704.0,,,6.02,,,422.0,25840.0,49.78,6.02,,,0.77,0.77,27968912.0,6087293492.73,,6248.29,0.79,23.03,0.2038,32.98,0.0339,229.6
2017-05-08,973946.0,215805884.63,0.98,3.21,0.98,224.85,0.0,191104047.14,219708.0,862465.0,48682657.25,,,747.0,4.48,,,,0.55,17303.0,2641.0,,,4.48,747.0,,3582.0,,50.5,,,,0.75,0.75,28943192.0,6413200684.35,,6535.98,0.77,22.68,0.2079,34.08,0.0334,233.75
2017-05-09,999783.0,222857634.31,1.0,3.28,1.0,233.34,1.0,197100176.72,220340.0,884230.0,49115109.12,,,7263.0,6.02,,900.0,,1.43,25840.0,6631.0,,,6.02,7263.0,0.21,,4975.0,51.62,0.14,,,0.75,0.75,28978364.0,6459451348.07,,6650.46,0.77,21.95,0.197,32.93,0.0342,235.15
2017-05-10,1040898.0,231726404.81,1.04,3.44,1.04,243.34,1.0,207018521.08,207715.0,929912.0,46241850.96,,,1220.0,13.04,,,,3.2,54940.0,13845.0,,,13.04,1220.0,,,9258.0,48.85,2.18,,,0.71,0.71,29081600.0,6474193066.22,,6702.4,0.72,20.95,0.2017,32.16,0.0355,234.85
2017-05-11,1045470.0,234131677.87,1.05,3.49,1.05,245.12,1.0,208919753.89,235387.0,932891.0,52714619.51,,,27793.0,0.71,,,,0.04,3000.0,121.0,,,0.71,27793.0,,,21.0,55.27,0.01,,,0.8,0.8,29063696.0,6508777783.65,,6694.11,0.82,20.91,0.1993,31.85,0.0357,236.25
2017-05-12,1022631.0,229550073.91,1.03,3.41,1.03,240.95,1.0,215885008.16,183685.0,961754.0,41231788.72,,,,8.23,,,,12.03,30863.0,51702.0,,,8.23,,,,2000.0,43.31,0.47,,,0.62,0.62,29430968.0,6606372073.2,,6802.36,0.63,20.56,0.2039,32.52,0.0345,236.8
2017-05-15,1017488.0,228926103.93,1.02,3.39,1.02,240.6,1.0,216183937.96,153342.0,960854.0,34500639.45,,,184.0,,,,,7.2,,30527.0,,,,184.0,,,900.0,36.26,0.0,,,0.52,0.52,29529906.0,6643976469.51,,6845.28,0.53,20.64,0.2057,32.66,0.0343,237.35
2017-05-16,1017978.0,228891603.79,1.02,3.37,1.02,239.97,1.0,215755235.25,164211.0,959555.0,36922722.45,,,11308.0,6.71,,,,0.11,28641.0,439.0,,,6.71,11308.0,,,29940.0,38.8,7.64,,,0.55,0.55,29499424.0,6632923766.68,,6834.72,0.56,22.62,0.2165,33.4,0.0343,237.2
2017-05-17,1039468.0,231260254.28,1.04,3.45,1.04,243.89,1.0,220042173.68,188211.0,989045.0,41873077.11,,,18971.0,6.01,,1628.0,,1.9,27862.0,8000.0,,,6.01,18971.0,0.39,13029.0,,44.47,,,,0.63,0.63,29507640.0,6564843102.01,,6835.84,0.65,23.95,0.2162,32.73,0.035,234.7
2017-05-18,932193.0,203814971.0,0.93,3.14,0.93,216.34,0.0,191225880.32,186867.0,874614.0,40856659.71,,,528.0,,,2000.0,,0.44,,1872.0,,,,528.0,0.46,,116431.0,43.89,27.73,,,0.63,0.63,29519788.0,6454215742.07,,6794.43,0.64,26.69,0.225,30.58,0.0314,230.65
2017-05-19,906456.0,197457456.04,0.91,3.01,0.91,208.59,0.0,189970046.08,176825.0,872084.0,38518598.44,,,,7.37,,13165.0,,5.54,28940.0,23207.0,,,7.37,,3.16,13165.0,44635.0,40.63,11.67,,,0.59,0.59,29611608.0,6450431995.53,,6693.35,0.6,25.42,0.202,27.01,0.0304,229.8
2017-05-22,756637.0,166686521.48,0.76,2.44,0.76,175.02,0.0,159856805.86,165377.0,725635.0,36432419.86,,,4000.0,3.07,,,,4.04,13270.0,17477.0,,,3.07,4000.0,,2029.0,159719.0,37.93,36.4,,,0.56,0.56,29591996.0,6519092876.72,,6683.97,0.56,23.98,0.1886,27.15,0.0254,232.4
2017-05-23,800690.0,174797464.04,0.8,2.58,0.8,185.0,0.0,167159284.88,167363.0,765702.0,36536772.0,,,3000.0,,,100000.0,,0.23,,2000.0,,,,3000.0,23.24,986.0,59933.0,38.99,13.86,,,0.56,0.56,29683196.0,6480095149.71,,6777.87,0.57,21.49,0.1675,25.56,0.0268,230.3
2017-05-24,758851.0,165843487.7,0.76,2.43,0.76,174.43,0.0,158203136.26,123362.0,723891.0,26960212.65,,,2000.0,8.73,,,,10.7,36887.0,46001.0,,,8.73,2000.0,,,78698.0,28.43,18.55,,,0.41,0.41,29766694.0,6505377670.06,,6735.98,0.42,15.86,0.1547,27.14,0.0254,230.55
2017-05-25,633357.0,138837601.17,0.63,2.02,0.63,145.76,0.0,132133310.87,105981.0,602773.0,23231996.82,,,25.0,,,,,4.04,,17406.0,,,,25.0,,,121118.0,24.41,27.91,,,0.35,0.35,29830324.0,6539077686.49,,6752.85,0.36,19.08,0.1868,32.62,0.0212,231.25
2017-05-26,608681.0,133861138.82,0.61,1.94,0.61,140.15,0.0,126387376.8,95352.0,574697.0,20969813.92,,,,2.02,,,,3.21,8953.0,14029.0,,,2.02,,,3400.0,37029.0,22.08,8.5,,,0.32,0.32,29865098.0,6567933004.86,,6784.96,0.32,15.11,0.1843,33.85,0.0203,232.0
2017-05-29,590702.0,129711216.06,0.59,1.9,0.59,136.14,0.0,123078553.1,91573.0,560497.0,20108354.45,,,,,,,,0.91,,4000.0,,,,,,221.0,14200.0,21.26,3.31,,,0.3,0.3,29934552.0,6573275767.27,,6817.24,0.31,15.43,0.1856,34.33,0.0197,231.65
2017-05-30,676924.0,148291631.28,0.68,2.2,0.68,156.01,0.0,140033905.09,96963.0,639229.0,21241382.26,,,8200.0,24.94,,,,0.66,108200.0,2810.0,,,24.94,8200.0,,,29468.0,22.44,6.95,,,0.32,0.32,29768300.0,6521248718.19,,6763.73,0.33,13.52,0.2477,44.69,0.0227,231.1
2017-05-31,863508.0,187979114.87,0.87,2.81,0.87,198.54,0.0,180501381.49,181647.0,829158.0,39543168.42,,,78755.0,43.85,,1000.0,,4.45,191029.0,19071.0,,,43.85,78755.0,0.23,25000.0,2100.0,41.92,0.49,,,0.6,0.6,30019112.0,6534932047.91,,6794.5,0.61,10.54,0.3447,56.01,0.0286,229.65
2017-06-01,990787.0,217799978.91,0.99,3.2,0.99,227.41,0.0,201730974.51,304257.0,917688.0,66883364.62,,,,0.17,,121695.0,,0.06,800.0,251.0,,,0.17,,28.1,122861.0,33965.0,70.1,7.65,,,1.01,1.01,29949076.0,6583562482.31,,6746.86,1.03,12.38,0.2724,48.57,0.0328,231.9
2017-06-02,959628.0,214816504.93,0.96,3.11,0.96,224.0,0.0,198304814.76,209705.0,885867.0,46943289.66,,,662.0,0.08,,,,22.02,335.0,95214.0,,,0.08,662.0,,,32156.0,48.67,7.02,,,0.69,0.69,30040488.0,6724681479.33,,6826.46,0.71,11.87,0.2906,50.71,0.0317,236.15
2017-06-05,941655.0,207311944.2,0.94,3.05,0.94,218.79,0.0,191048285.8,196788.0,867782.0,43324256.63,,,112.0,,,12000.0,,3.01,,13029.0,,,,112.0,2.79,,30085.0,46.41,6.74,,,0.65,0.65,30027096.0,6610675513.31,,6927.37,0.67,9.96,0.2973,51.72,0.0312,232.25
2017-06-06,1101667.0,243636226.49,1.1,3.66,1.1,255.64,1.0,211931164.67,242278.0,958304.0,53580344.77,,,138.0,29.67,,,,6.26,126522.0,24648.0,,,29.67,138.0,,70000.0,36000.0,56.36,8.77,,,0.8,0.8,29964226.0,6626658466.13,,6813.49,0.82,11.01,0.3154,53.16,0.0365,233.3
2017-06-07,1100238.0,243841674.73,1.1,3.79,1.1,256.21,1.0,207849342.33,277316.0,937837.0,61460518.42,,,19038.0,10.05,,,,,42713.0,,,,10.05,19038.0,,16000.0,63180.0,64.75,14.48,,,0.92,0.92,30014310.0,6651960408.92,,6859.01,0.94,13.52,0.3208,53.25,0.0363,233.8
2017-06-08,1562606.0,344018656.39,1.57,5.4,1.57,362.73,1.0,307525431.3,769675.0,1396846.0,169449342.54,,,508359.0,118.8,,,,3.74,514972.0,16000.0,,,118.8,508359.0,,,55963.0,179.82,13.02,,,2.51,2.51,29923952.0,6587967639.22,,6850.77,2.56,9.47,0.5047,69.89,0.0509,232.25
2017-06-09,1841644.0,407720303.83,1.85,6.35,1.85,428.52,1.0,370611026.83,771535.0,1674024.0,170809605.23,,,1860.0,66.05,,,,,284850.0,,,,66.05,1860.0,,,7672.0,179.3,2.04,,,2.51,2.51,29945124.0,6629530493.07,,6820.76,2.56,22.85,0.4112,59.45,0.06,233.55
2017-06-12,3766416.0,826703652.7,3.78,13.17,3.77,876.5,1.0,736634075.34,1751267.0,3356064.0,384391640.69,,,2000.0,168.58,,943839.0,,,740000.0,,,,168.58,2000.0,223.33,977732.0,1799.0,408.65,0.34,,,5.7,5.7,28973676.0,6359532186.91,,6611.84,5.82,31.13,0.2909,41.96,0.1226,231.55
2017-06-13,3767802.0,832365295.83,3.78,13.36,3.78,880.83,1.0,741406051.64,1752653.0,3356064.0,387187950.12,,,2907.0,,,,,0.43,,1877.0,,,,2907.0,,356.0,,406.63,,,,5.7,5.7,29016840.0,6410265351.15,,6576.42,5.82,31.17,0.2915,42.02,0.1225,233.05
2017-06-14,3767762.0,833785090.77,3.78,13.37,3.78,882.94,1.0,742671054.64,1752647.0,3356030.0,387851180.08,,,6000.0,,,,,0.32,,6006.0,,,,6000.0,,,34.0,409.19,0.0,,,5.81,5.81,28419336.0,6289043375.44,,6471.43,5.95,31.23,0.2916,41.99,0.1249,233.45
2017-06-15,3750844.0,821507929.76,3.76,13.12,3.76,875.31,1.0,731525525.56,1760445.0,3340002.0,385571761.29,,,98.0,,,,,0.0,,988.0,,,,98.0,,8688.0,16028.0,410.47,3.53,,,5.84,5.84,28393376.0,6218702653.74,,6493.27,5.95,31.09,0.2939,42.36,0.1244,231.05
2017-06-16,3725760.0,819369220.63,3.73,12.87,3.73,867.64,1.0,728815392.27,1739779.0,3314002.0,382612235.7,,,1000.0,,,,,5.06,,21666.0,,,,1000.0,,,26000.0,402.61,6.32,,,5.78,5.78,28342568.0,6233098173.98,,6401.77,5.92,31.48,0.2975,42.47,0.1239,232.0
2017-06-19,5464760.0,1205954311.52,5.48,17.9,5.48,1282.48,2.0,1130756392.62,2100219.0,5124002.0,463472898.75,,,15321.0,341.43,,400000.0,,16.08,1426000.0,72331.0,,,341.43,15321.0,93.12,417450.0,16000.0,488.0,3.71,,,6.99,6.99,27936960.0,6165082704.98,,6345.53,7.14,26.29,0.2144,29.6,0.1819,232.8
2017-06-20,6098321.0,1343455202.92,6.11,20.25,6.11,1431.71,2.0,1265664473.22,2421252.0,5745207.0,533399864.81,,,138202.0,158.44,,,,2.46,671619.0,12728.0,,,158.44,138202.0,,195559.0,50414.0,564.06,11.71,,,8.14,8.14,27338724.0,6022698870.56,,6223.74,8.31,28.72,0.2301,30.51,0.2049,232.4
2017-06-21,6115743.0,1343814873.59,6.13,20.09,6.13,1431.47,2.0,1264896710.06,2464308.0,5756584.0,541483470.36,,,100.0,2.73,,,,,17422.0,,,,2.73,100.0,,42956.0,6045.0,572.33,1.41,,,8.33,8.33,27110396.0,5956979123.16,,6152.53,8.51,28.62,0.229,30.44,0.2068,231.8
2017-06-22,7049723.0,1542021921.38,7.07,23.17,7.07,1643.2,2.0,1448378359.38,2355491.0,6621609.0,515228578.15,,,6528.0,264.92,,1139.0,,27.12,1148886.0,115345.0,,,264.92,6528.0,0.28,,285000.0,545.92,67.74,,,8.01,8.01,27053372.0,5917522244.67,,6127.77,8.18,24.86,0.2319,33.23,0.2397,230.75
2017-06-23,6977461.0,1540105405.22,6.99,22.93,6.99,1632.02,2.0,1443498373.86,2209021.0,6539782.0,487587846.4,,,8910.0,26.67,,,,42.28,96347.0,181035.0,,,26.67,8910.0,,25655.0,178174.0,510.32,41.24,,,7.59,7.59,26907032.0,5939075176.72,,6072.03,7.75,26.69,0.2315,32.86,0.2396,232.85
2017-06-26,6870178.0,1513820300.92,6.89,22.6,6.89,1611.9,2.0,1417379225.38,2209021.0,6432499.0,486750246.49,,,,0.68,,,,,2717.0,,,,0.68,,,1946.0,110000.0,514.07,20.47,0.45,,7.6,7.6,26872332.0,5921226744.73,1946.0,6117.42,7.75,27.0,0.2326,33.48,0.2362,232.45
2017-06-27,7572048.0,1649094956.63,7.59,24.83,7.59,1758.35,2.0,1431928691.06,2667564.0,6574899.0,580961232.53,,,168040.0,31.5,,142400.0,,22.7,150000.0,100000.0,,,31.5,168040.0,30.01,390503.0,150000.0,618.91,38.09,,,9.06,9.06,26768336.0,5829800325.48,,6053.06,9.28,24.38,0.2026,32.48,0.2572,229.75
2017-06-28,9129560.0,1950222643.86,9.15,29.68,9.15,2101.4,2.0,1619131936.0,3702768.0,7579628.0,790971525.3,,,846215.0,9.17,,950000.0,,0.91,59000.0,3918.0,,,9.17,846215.0,222.89,192907.0,4271.0,849.38,0.98,,,12.53,12.53,25856792.0,5523431715.87,,5777.68,12.82,20.04,0.1634,28.14,0.3089,225.35
2017-06-29,11562509.0,2438702841.01,11.59,37.12,11.59,2625.17,3.0,1890429929.49,4819616.0,8963008.0,1016527747.72,,,99803.0,305.55,,,,,1394100.0,,,,305.55,99803.0,,1017045.0,10720.0,1084.76,2.62,,,16.34,16.34,24676996.0,5204740619.26,,5410.25,16.7,22.43,0.1512,22.52,0.392,222.5
2017-06-30,11434028.0,2391552771.03,11.46,36.58,11.46,2570.93,3.0,1791105075.08,5129235.0,8563284.0,1072835940.01,,,3400.0,46.84,,23999.0,,31.3,225000.0,131256.0,,,46.84,3400.0,5.35,437475.0,648723.0,1141.38,152.5,,,17.47,17.47,24237596.0,5069559902.86,,5256.06,17.84,18.67,0.1398,22.4,0.3894,220.65
2017-07-03,18426820.0,3817490715.14,18.47,59.49,18.47,4131.94,4.0,2598924049.85,8453726.0,12544865.0,1751361358.79,,,1404034.0,894.2,,100000.0,,37.41,3934200.0,167783.0,,,894.2,1404034.0,23.63,2088240.0,52619.0,1868.81,14.58,,,28.97,28.97,20722690.0,4293126902.4,,4448.16,29.58,19.34,0.1569,29.96,0.6316,218.55
2017-07-04,19010164.0,3982624342.55,19.05,61.07,19.05,4235.11,4.0,2726087034.45,8697794.0,13012365.0,1822185548.26,,,228483.0,99.29,,,,1.11,473300.0,17085.0,,,99.29,228483.0,,32670.0,5800.0,1905.69,1.33,,,29.74,29.74,20543688.0,4303897215.96,,4362.19,30.4,18.78,0.1564,30.2,0.6501,215.85
2017-07-05,21955490.0,4566639538.48,22.01,70.24,22.01,4848.3,5.0,3070473337.69,11305183.0,14762222.0,2351425346.35,,,1273551.0,282.92,,730000.0,,39.78,1274935.0,167614.0,,,282.92,1273551.0,166.84,1501452.0,255078.0,2446.94,73.34,,,38.76,38.76,17858592.0,3714503858.89,,3730.47,39.61,21.28,0.1356,24.89,0.7528,214.3
2017-07-06,17774100.0,3665877775.72,17.8,56.03,17.8,3873.28,4.0,2184321216.32,10328483.0,10590736.0,2130231982.87,,,46704.0,11.23,,,,314.74,50919.0,1453136.0,,,11.23,46704.0,,429732.0,4222405.0,2213.19,959.52,,,35.0,35.0,19181964.0,3956247321.8,,3981.3,35.73,10.24,0.1065,24.24,0.6023,212.5
2017-07-07,16750778.0,3471890232.68,16.78,51.02,16.78,3639.5,4.0,1991704592.09,10327125.0,9609348.0,2140476365.88,,,15022.0,,,18612.0,,4.91,,20407.0,,,,15022.0,3.99,4027.0,1000000.0,2205.09,227.65,,,34.77,34.77,19377520.0,4016328221.98,,3999.05,35.54,10.96,0.1167,25.81,0.5639,213.55
2017-07-10,14805339.0,3068664145.97,14.83,44.58,14.83,3231.04,3.0,1870425595.52,9072159.0,9024215.0,1880362823.83,,,3825.0,4.46,,217411.0,,270.91,9244.0,1284582.0,,,4.46,3825.0,48.54,25791.0,811788.0,1945.72,177.59,,,30.6,30.6,20571808.0,4263865192.64,,4269.46,31.31,12.35,0.1339,29.24,0.4994,213.55
2017-07-11,13031036.0,2665495509.83,13.05,38.57,13.05,2829.01,3.0,1773617776.05,7631504.0,8670837.0,1561022442.52,,,26489.0,6.04,,,,328.24,31886.0,1523707.0,,,6.04,26489.0,,56563.0,385264.0,1623.86,89.95,,,25.7,25.7,22057844.0,4511927074.61,,4573.2,26.2,14.01,0.1581,33.05,0.4389,210.75
2017-07-12,11153668.0,2310709232.96,11.17,32.44,11.17,2419.52,3.0,1646718337.26,6558737.0,7948620.0,1358775798.46,,,659.0,,,20000.0,,233.27,,1093535.0,,,,659.0,4.6,20109.0,742217.0,1384.94,165.18,,,22.25,22.25,22922964.0,4748958330.27,,4721.06,22.68,14.84,0.1969,38.22,0.3783,213.45
2017-07-13,10177146.0,2110872268.7,10.19,29.05,10.19,2221.99,3.0,1580326851.37,5597462.0,7619228.0,1160986322.78,,,151.0,,,,,200.01,,963715.0,,,,151.0,,2289.0,329392.0,1195.98,68.48,,,19.03,19.03,23813794.0,4939290186.78,,4964.12,19.41,16.05,0.2279,41.56,0.346,213.7
2017-07-14,10043259.0,2098698827.21,10.06,28.36,10.06,2193.14,3.0,1574554841.59,5538575.0,7534984.0,1157373404.08,,,,,,,,12.62,,59120.0,,,,,,233.0,84244.0,1181.1,23.16,,,18.92,18.92,23740292.0,4960911889.05,,4949.96,19.26,16.34,0.2241,40.88,0.343,215.3
2017-07-17,8209412.0,1708714598.27,8.22,23.64,8.22,1806.92,2.0,1291927384.33,4571728.0,6206984.0,951563689.69,,,964.0,,,,,205.31,,967811.0,,,,964.0,,,1328000.0,982.72,288.31,,,15.62,15.62,24700508.0,5141186555.67,,5185.11,15.93,13.69,0.2938,50.14,0.2804,214.45
2017-07-18,6955793.0,1456561682.86,6.97,20.06,6.97,1522.12,2.0,986492666.32,5622195.0,4710984.0,1177302690.08,,,838171.0,,,120000.0,,63.09,,293098.0,,,,838171.0,25.73,505394.0,1616000.0,1202.21,361.46,,,19.2,19.2,23666552.0,4955839371.38,,4946.77,19.55,15.95,0.2472,43.31,0.2375,215.75
2017-07-19,4531821.0,957992370.55,4.54,13.0,4.54,1008.57,1.0,782875356.05,4105784.0,3703423.0,867931400.45,,,401.0,,,,,321.77,,1517036.0,,,,401.0,,224.0,1007561.0,889.11,218.42,,,14.08,14.08,25061764.0,5297865627.19,,5292.91,14.38,24.32,0.1953,25.24,0.1554,217.8
2017-07-20,2912137.0,616592796.97,2.92,8.3,2.92,647.14,1.0,588100223.96,2652918.0,2777568.0,561707821.35,,,,,,,,313.41,,1452866.0,,,,,,,925855.0,576.75,209.53,,,9.03,9.03,26727196.0,5659004551.21,,5674.94,9.23,25.65,0.2054,26.1,0.0991,218.15
2017-07-21,3591966.0,750772783.79,3.6,10.17,3.6,778.79,1.0,722737258.11,2338418.0,3457834.0,488763142.95,,,1000.0,356.84,,,,71.01,1686266.0,330508.0,,,356.84,1000.0,,15008.0,1006000.0,509.25,223.15,,,7.93,7.93,27151862.0,5675131395.7,,5775.66,8.1,21.07,0.307,47.83,0.1218,215.35
2017-07-24,3185753.0,665559195.73,3.19,8.87,3.19,694.86,1.0,637234594.1,2094842.0,3050175.0,437648919.02,,,1446.0,21.38,,,,75.4,96000.0,345363.0,,,21.38,1446.0,,100341.0,503659.0,451.48,111.1,,,7.09,7.09,27469874.0,5738934326.14,,5790.29,7.23,13.06,0.3442,54.44,0.1078,215.25
2017-07-25,3171148.0,663739098.66,3.18,8.83,3.18,691.1,1.0,634827294.74,1861801.0,3033016.0,389685412.86,,,,48.68,,13908.0,,53.94,227068.0,250135.0,,,48.68,,3.15,17094.0,258135.0,401.32,56.27,,,6.3,6.3,27696468.0,5797026410.15,,5841.53,6.43,11.8,0.3406,54.75,0.1073,215.65
2017-07-26,2919105.0,614101630.32,2.92,8.01,2.92,634.43,1.0,585692404.76,1636682.0,2784063.0,344314125.22,,,13344.0,,,28000.0,,51.74,,238463.0,,,,13344.0,6.07,,276953.0,353.02,62.38,,,5.53,5.53,27936822.0,5877160272.08,,5891.78,5.65,13.01,0.4002,60.26,0.0987,216.75
