,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2014-06-26,4313442.0,394995118.75,6.7,24.75,3.39,408.89,1.0,341759573.38,3025106.0,3732097.0,277018238.27,,,44498.0,40.0,,,,47.68,414549.0,502212.0,,,40.0,44498.0,,394371.0,24331.0,284.0,2.86,,,17.33,17.33,14426906.0,1321116048.09,,1357.43,17.3,16.43,0.1334,18.65,0.2472
2014-06-27,4211522.0,388595567.96,6.54,24.93,3.31,402.04,1.0,341107619.9,2935687.0,3696857.0,270874747.21,,,22080.0,2.39,,,,11.51,25000.0,118379.0,,,2.39,22080.0,,6880.0,60240.0,274.1,6.96,,,16.83,16.83,14510237.0,1338854169.16,,1359.94,16.77,17.74,0.1334,18.53,0.2414
2014-06-30,4166839.0,384104767.73,6.47,25.45,3.28,395.3,1.0,336840449.2,2890399.0,3654107.0,266440828.78,,,354.0,1.36,,,,4.15,11143.0,45642.0,,,1.36,354.0,,,53893.0,271.59,3.76,,,16.68,16.68,14437673.0,1330883922.85,,1361.26,16.63,16.77,0.1343,18.9,0.2405
2014-07-01,4166919.0,391511492.78,6.47,25.33,3.28,396.26,1.0,343327113.66,2876963.0,3654085.0,270311008.88,,,,0.45,,,,1.5,4401.0,16781.0,,,0.45,,,3345.0,4423.0,271.53,0.44,,,16.64,16.64,14413991.0,1354296335.82,,1365.14,16.59,16.76,0.1342,18.91,0.241
2014-07-02,4167992.0,389649544.72,6.47,25.26,3.28,401.14,1.0,340771711.05,2892699.0,3645157.0,270427306.09,,,5037.0,3.21,,,,0.61,19194.0,6091.0,,,3.21,5037.0,,16790.0,28122.0,276.52,0.0,,,16.73,16.73,14402485.0,1346432940.14,,1383.11,16.66,16.67,0.1344,19.11,0.241
2014-07-03,4166578.0,394667862.88,6.47,25.09,3.28,401.62,1.0,345143727.7,2879079.0,3643743.0,272712992.77,,,3257.0,0.53,,,,1.8,3534.0,17505.0,,,0.53,3257.0,,628.0,4948.0,275.46,0.84,,,17.04,17.04,14013149.0,1327357742.5,,1345.26,17.0,16.69,0.1337,18.91,0.2467
2014-07-04,4137932.0,393456500.05,6.43,24.85,3.25,409.68,1.0,343552026.99,2868622.0,3613093.0,272763779.61,,,18907.0,0.8,,,,2.58,8051.0,29364.0,,,0.8,18907.0,,,38701.0,276.55,2.27,,,16.97,16.97,14030994.0,1334141254.98,,1358.42,16.91,18.41,0.1351,18.5,0.2449
2014-07-07,4124434.0,390473568.24,6.41,24.95,3.24,402.09,1.0,343779206.92,2853446.0,3631218.0,270145004.48,,,7033.0,4.58,,,,5.75,42847.0,59709.0,,,4.58,7033.0,,37500.0,24722.0,276.22,1.89,,,16.94,16.94,13986770.0,1324172962.9,,1358.96,16.89,17.04,0.1356,18.66,0.2449
2014-07-08,4097736.0,382036338.38,6.36,24.68,3.22,398.05,1.0,336417067.42,2825547.0,3608422.0,263428788.43,,,1447.0,1.9,,,,3.9,20752.0,38269.0,,,1.9,1447.0,,8923.0,43548.0,271.93,4.88,,,16.75,16.75,14041935.0,1309144715.8,,1355.49,16.71,17.15,0.1353,18.29,0.2429
2014-07-09,4037751.0,377196522.32,6.27,25.53,3.17,387.69,1.0,329282696.95,2781247.0,3524851.0,259817085.33,,,4857.0,0.41,,,,6.31,11220.0,58710.0,,,0.41,4857.0,,9553.0,94791.0,264.18,12.13,,,16.5,16.5,14072827.0,1314648031.44,,1342.42,16.44,17.34,0.138,18.41,0.2396
2014-07-10,3913474.0,363014485.75,6.08,25.09,3.08,377.28,1.0,313220923.06,2766156.0,3376675.0,256589081.17,,,60857.0,3.72,,,,7.28,36269.0,77276.0,,,3.72,60857.0,,1328.0,184445.0,263.48,16.88,,,16.41,16.41,14088752.0,1306874930.58,,1345.25,16.38,17.17,0.1362,19.39,0.2322
2014-07-11,4025210.0,372075961.17,6.25,25.44,3.16,385.3,1.0,310852368.98,3076712.0,3362878.0,284400211.33,,,210117.0,0.0,,,,1.3,2696.0,12954.0,,,0.0,210117.0,,113393.0,16493.0,291.21,1.94,,,18.24,18.24,13789022.0,1274607688.6,,1308.37,18.21,16.64,0.1292,18.88,0.2387
2014-07-14,4010714.0,371877092.35,6.23,25.29,3.15,382.66,1.0,306951586.07,3084006.0,3310489.0,285951873.92,,,13270.0,0.59,,,,3.44,12570.0,35305.0,,,0.59,13270.0,,29329.0,64959.0,290.96,6.23,,,18.28,18.28,13789442.0,1278569749.94,,1304.63,18.24,16.72,0.1307,19.05,0.2377
2014-07-15,3995639.0,364285722.4,6.14,25.3,3.12,382.57,1.0,300462677.19,3095391.0,3295601.0,282209365.39,,,1492.0,4.84,,,,0.65,47970.0,9502.0,,,4.84,1492.0,,19395.0,62858.0,292.18,4.72,,,18.36,18.36,13768437.0,1255279823.53,,1303.14,18.31,16.92,0.1302,18.14,0.2369
2014-07-16,3765404.0,343258065.2,5.79,24.04,2.94,354.37,1.0,280767460.23,2965777.0,3079907.0,270363253.14,,813.0,69004.0,5.31,0.08,,,21.91,66276.0,224100.0,,813.0,5.31,69004.0,,24669.0,281970.0,276.21,29.91,,,17.49,17.49,13996039.0,1275893175.76,,1307.28,17.44,16.57,0.128,19.23,0.222
2014-07-17,8048193.0,372091470.83,6.18,51.35,3.15,383.91,1.0,311024763.42,5741095.0,6727344.0,265427591.35,,,3089106.0,21.84,,,,30.52,3647437.0,327912.0,,,21.84,3089106.0,,14124.0,,279.17,,,,17.1,17.1,27827404.0,1286542169.62,,1348.22,17.15,17.46,0.1198,17.83,0.2398
2014-07-18,9271970.0,425895838.57,7.13,55.3,3.63,436.34,1.0,376468381.2,5081202.0,8195909.0,233398381.01,,,413336.0,82.8,,,,81.48,1793141.0,1622751.0,,,82.8,413336.0,,549522.0,324576.0,243.47,14.31,,,15.49,15.49,27721736.0,1273361755.95,,1303.57,15.74,21.98,0.1437,22.34,0.2827
2014-07-21,8564793.0,392236213.67,6.58,50.0,3.35,397.44,1.0,345730666.64,5461384.0,7549307.0,250111424.94,,,168607.0,0.0,,,,8.77,3042.0,183567.0,,,0.0,168607.0,,395142.0,649644.0,255.43,30.92,,,16.09,16.09,28491424.0,1304803078.35,,1337.83,16.03,22.61,0.1529,24.37,0.2523
2014-07-22,8105827.0,371296772.3,6.23,46.12,3.17,374.67,1.0,325402943.78,5515928.0,7103913.0,252663455.89,,,184059.0,3.64,,,,13.93,78551.0,296795.0,,,3.64,184059.0,,167280.0,523945.0,257.79,25.81,,,15.58,15.58,29882560.0,1368805191.13,,1401.84,15.53,20.34,0.1433,23.51,0.229
2014-07-23,7796713.0,359699903.79,5.99,43.86,3.05,362.33,1.0,313648501.57,5462126.0,6798521.0,251994166.86,,,144670.0,6.9,,,,11.07,143927.0,241489.0,,,6.9,144670.0,,43017.0,449319.0,255.63,19.06,,,15.99,15.99,28694242.0,1323803516.53,,1346.58,15.95,17.44,0.1469,26.18,0.2283
2014-07-24,7704827.0,373866862.38,5.92,43.69,3.01,361.38,1.0,326540029.17,5483475.0,6729493.0,266078601.53,,,257755.0,0.16,,,,11.14,3400.0,240176.0,,,0.16,257755.0,,3770.0,72428.0,261.59,2.96,,,16.06,16.06,28650952.0,1390250751.68,,1365.77,16.07,16.9,0.1469,26.42,0.2257
2014-07-25,7521713.0,358524579.33,5.78,38.46,2.94,366.37,1.0,310411909.92,5966762.0,6512327.0,284407399.76,,,398695.0,0.18,,,,2.62,3200.0,93219.0,,,0.18,398695.0,,177811.0,220366.0,293.62,0.0,,,17.44,17.44,28255818.0,1346821563.41,,1391.35,17.43,16.97,0.1527,27.36,0.2198
2014-07-28,7639392.0,364545994.96,5.87,39.45,2.99,368.03,1.0,313618445.25,5985199.0,6572159.0,285609159.02,,,18169.0,9.2,,5000.0,,4.25,188460.0,79076.0,,,9.2,18169.0,0.24,79344.0,133628.0,291.57,9.25,,,17.34,17.34,28525096.0,1361195956.79,,1391.95,17.32,15.29,0.1452,26.52,0.2214
2014-07-29,7379198.0,359984602.17,5.67,37.16,2.89,356.57,1.0,305387491.85,6148015.0,6260031.0,299922936.6,,,83150.0,4.46,,,,6.63,87684.0,131458.0,,,4.46,83150.0,,211124.0,399812.0,300.95,19.34,,,17.57,17.57,28840312.0,1406937209.41,,1414.46,17.54,16.6,0.1356,22.77,0.2109
2014-07-30,6900872.0,335803808.98,5.3,33.32,2.7,341.04,1.0,283345619.38,6036966.0,5822840.0,293765219.45,,,18759.0,1.36,,,,9.54,1315.0,200765.0,,,1.36,18759.0,,70957.0,438506.0,299.67,16.74,,,17.31,17.31,28846550.0,1403703961.76,,1437.83,17.25,17.76,0.1454,24.69,0.1978
2014-07-31,6698958.0,329527416.9,5.15,31.7,2.62,327.25,1.0,276278817.12,5163722.0,5616468.0,254007857.98,,,179218.0,24.39,,,,57.39,569080.0,1156904.0,,,24.39,179218.0,,104442.0,775452.0,257.07,39.14,,,15.01,15.01,29234766.0,1438082896.43,,1457.12,15.0,17.4,0.1334,18.53,0.1947
2014-08-01,6280352.0,305177339.89,4.83,27.29,2.46,338.79,1.0,242830625.59,5353205.0,4997297.0,260125047.41,,,272520.0,4.69,,,,4.0,72966.0,86788.0,,,4.69,272520.0,,3751.0,692137.0,267.07,3.16,,,15.54,15.54,29104316.0,1414248395.02,,1468.78,15.39,16.88,0.1311,18.2,0.1823
2014-08-04,6444974.0,309572623.95,4.95,27.05,2.52,345.04,1.0,238336817.84,5612972.0,4961920.0,269608918.55,,,289011.0,1.6,,,,4.04,51837.0,73921.0,,,1.6,289011.0,,44677.0,87214.0,278.01,4.84,,,16.27,16.27,28895716.0,1387953252.12,,1442.92,16.15,16.5,0.1324,17.74,0.1868
2014-08-05,6563030.0,315661751.0,5.04,27.19,2.57,348.64,1.0,242764757.23,5546417.0,5047404.0,266765762.46,,,59028.0,6.68,,,,4.11,153250.0,130499.0,,,6.68,59028.0,,4916.0,67766.0,275.46,3.65,,,16.04,16.04,29028588.0,1396186657.26,,1435.91,16.1,16.24,0.1329,18.66,0.1898
2014-08-06,5926679.0,284909844.16,4.55,24.08,2.32,315.43,1.0,241679993.01,5090990.0,5027414.0,244736245.63,,,110333.0,6.29,,,,35.02,129237.0,643410.0,,,6.29,110333.0,,77650.0,149227.0,249.36,7.68,,,14.74,14.74,29437890.0,1415150820.94,,1458.19,14.6,17.83,0.1476,22.34,0.1716
2014-08-07,5869522.0,278332824.73,4.51,22.94,2.3,312.35,1.0,240662980.81,5082392.0,5075135.0,241007107.86,,,104813.0,3.98,,,,6.69,79813.0,136631.0,,,3.98,104813.0,,23220.0,32092.0,248.09,1.57,,,14.73,14.73,29412076.0,1394721102.37,,1452.17,14.59,18.02,0.1517,23.28,0.1702
2014-08-08,5733793.0,271727795.88,4.41,22.03,2.24,302.3,1.0,233511271.1,5012693.0,4927377.0,237554446.12,,,17282.0,0.0,,,,4.98,16102.0,100383.0,,,0.0,17282.0,,13402.0,163860.0,241.86,9.81,,,14.51,14.51,29531956.0,1399536626.41,,1441.22,14.37,18.49,0.1557,23.1,0.166
2014-08-11,5778530.0,277617887.9,4.44,21.71,2.26,305.0,1.0,239346021.35,5011656.0,4981913.0,240774964.15,,,14734.0,3.13,,,,8.0,59322.0,164782.0,,,3.13,14734.0,,149011.0,4786.0,243.14,0.14,,,14.49,14.49,29579224.0,1421074510.73,,1449.89,14.36,18.23,0.155,23.32,0.1671
2014-08-12,5781022.0,279949529.93,4.44,21.45,2.26,307.85,1.0,239867360.1,4986115.0,4953316.0,241455671.76,,,24304.0,1.52,,,,2.83,28863.0,68682.0,,,1.52,24304.0,,18837.0,57460.0,244.82,1.69,,,14.41,14.41,29625156.0,1434616318.09,,1469.48,14.28,18.32,0.1541,23.15,0.167
2014-08-13,5810909.0,279943094.63,4.47,21.52,2.27,310.77,1.0,240914870.4,4986238.0,5000782.0,240214206.81,,,37261.0,1.75,,64000.0,,3.42,14443.0,72662.0,,,1.75,37261.0,3.21,35524.0,30977.0,245.59,1.24,,,14.39,14.39,29666762.0,1429209296.16,,1478.27,14.25,18.19,0.1522,22.89,0.1677
2014-08-14,5738252.0,277596885.17,4.41,21.04,2.24,306.74,1.0,238166796.91,4876002.0,4923186.0,235884197.36,,,2329.0,1.44,,,,6.82,34482.0,132763.0,,,1.44,2329.0,,20198.0,112078.0,239.72,5.67,,,14.08,14.08,29763862.0,1439873219.55,,1479.09,13.95,18.68,0.1519,22.03,0.1657
2014-08-15,5699722.0,274558652.92,4.38,20.72,2.23,305.16,1.0,235645917.43,4818189.0,4891910.0,232094737.49,,,7429.0,0.79,,,,3.7,10954.0,78750.0,,,0.79,7429.0,,13508.0,42230.0,237.09,1.81,,,13.91,13.91,29821764.0,1436530299.44,,1484.3,13.77,18.84,0.1514,21.67,0.1645
2014-08-18,5724166.0,279049459.7,4.4,20.6,2.24,306.7,1.0,239110372.14,4853486.0,4904892.0,236604362.27,,,53594.0,1.89,,,,1.02,38452.0,18297.0,,,1.89,53594.0,,,25470.0,239.35,1.54,,,14.02,14.02,29776778.0,1451599029.88,,1482.7,13.9,18.52,0.1499,21.54,0.1653
2014-08-19,5706960.0,279442442.04,4.39,20.49,2.23,308.09,1.0,238711082.56,4824255.0,4875117.0,236220614.52,,,24388.0,0.83,,,,2.51,14487.0,55282.0,,,0.83,24388.0,,1663.0,44262.0,239.98,1.0,,,13.93,13.93,29796568.0,1458994933.6,,1498.75,13.8,18.55,0.1486,21.25,0.1648
2014-08-20,5714817.0,279042232.7,4.39,20.42,2.23,309.99,1.0,237776839.3,4636210.0,4869697.0,226376170.86,,,20135.0,1.63,,,,10.27,21760.0,208180.0,,,1.63,20135.0,,,27180.0,231.53,1.07,,,13.34,13.34,30110458.0,1470228955.33,,1519.54,13.22,18.65,0.1485,21.43,0.1645
2014-08-21,5526497.0,271581973.43,4.25,19.38,2.16,299.48,1.0,236011374.31,4407038.0,4802661.0,216569750.61,,,782.0,0.0,,,,12.82,1676.0,254954.0,,,0.0,782.0,,25000.0,68712.0,219.54,3.75,,,12.66,12.66,30417274.0,1494759392.67,,1531.44,12.54,19.1,0.1503,20.88,0.1587
2014-08-22,5523352.0,269693408.21,4.24,19.34,2.16,300.47,1.0,231866227.94,4419904.0,4748647.0,215814413.74,,,28312.0,1.66,,,,7.2,27101.0,143583.0,,,1.66,28312.0,,128137.0,81115.0,221.15,3.45,,,12.7,12.7,30382772.0,1483525462.73,,1536.48,12.58,19.12,0.1503,20.4,0.1587
2014-08-25,5441862.0,267903354.0,4.18,19.02,2.13,295.98,1.0,229354323.08,4297579.0,4658824.0,211570199.35,,,487.0,0.44,,,,8.78,10809.0,170447.0,,,0.44,487.0,,47635.0,100632.0,214.66,5.67,,,12.35,12.35,30506592.0,1501842258.4,,1538.3,12.25,19.46,0.1488,20.24,0.1564
2014-08-26,5200974.0,256452617.71,4.0,18.04,2.03,285.22,1.0,228962298.09,4084563.0,4643458.0,201403981.94,,,47609.0,2.8,,,,12.91,47100.0,260625.0,,,2.8,47609.0,,,62466.0,205.12,2.68,,,11.68,11.68,30877444.0,1522522770.18,,1566.52,11.58,20.28,0.1573,20.47,0.1488
2014-08-27,5166149.0,256509370.3,3.97,17.78,2.02,283.9,1.0,227425194.59,4108447.0,4580388.0,203992403.8,,,73502.0,,,,,3.65,,73051.0,,,,73502.0,,23433.0,63070.0,206.9,2.98,,,11.84,11.84,30604792.0,1519587593.04,,1556.19,11.74,20.17,0.1564,20.38,0.1488
2014-08-28,5140345.0,253009214.69,3.95,17.5,2.01,284.14,1.0,224364784.28,4070257.0,4558381.0,200339184.85,,,1925.0,,,,,9.21,,180857.0,,,,1925.0,,146742.0,22007.0,205.62,0.54,0.3,,11.75,11.75,30560608.0,1504201649.99,6000.0,1559.67,11.65,20.11,0.1571,20.53,0.1484
2014-08-29,5064009.0,250394609.29,3.89,17.73,1.98,278.92,1.0,221691497.05,3974641.0,4483514.0,196529800.85,,,7750.0,0.18,,,,5.76,12037.0,110466.0,,,0.18,7750.0,,7100.0,74904.0,200.01,4.27,,0.63,11.5,11.5,30584212.0,1512264653.19,,1552.84,11.41,19.57,0.1572,20.8,0.1465
2014-09-01,5198325.0,257137986.56,3.99,18.29,2.03,286.41,1.0,227516879.66,3977512.0,4599502.0,196749804.45,0.63,,3004.0,10.39,,,12000.0,1.75,200777.0,35162.0,0.63,,10.39,3004.0,,35029.0,96789.0,200.63,4.67,,,11.52,11.52,30537664.0,1510562235.96,,1555.5,11.42,20.35,0.1584,22.51,0.1506
2014-09-02,5054008.0,250792600.95,3.88,17.87,1.98,281.49,1.0,219804033.42,3981347.0,4429522.0,197564461.6,,,25717.0,7.69,,,,1.11,92625.0,21882.0,,,7.69,25717.0,,,262605.0,200.54,13.29,,,11.56,11.56,30451724.0,1511091210.27,,1551.12,11.45,20.31,0.159,20.65,0.1468
2014-09-03,5000272.0,248518534.67,3.84,17.49,1.96,276.29,1.0,216856609.98,4271124.0,4363224.0,212279147.59,,,175578.0,3.33,,,,1.94,65217.0,39007.0,,,3.33,175578.0,,153206.0,131515.0,216.24,9.43,,,12.39,12.39,30195844.0,1500763739.26,,1541.15,12.3,19.72,0.1536,21.17,0.1451
2014-09-04,4989575.0,250483395.28,3.83,17.57,1.95,278.63,1.0,219309060.46,3740136.0,4368589.0,187759872.15,,,46654.0,1.74,,,,29.42,22549.0,577652.0,,,1.74,46654.0,,10.0,17184.0,190.95,0.32,,,10.83,10.83,30799500.0,1546176444.5,,1585.43,10.75,20.14,0.155,21.27,0.1445
2014-09-05,5201818.0,262618250.88,4.0,19.52,2.03,290.06,1.0,214916838.32,3694045.0,4256971.0,186497035.57,,,62492.0,0.16,,,,5.48,1786.0,108583.0,,,0.16,62492.0,,,113404.0,189.15,5.63,,,10.63,10.63,31065984.0,1568392892.65,,1605.23,10.54,19.54,0.1436,20.48,0.1496
2014-09-08,5137423.0,258913598.57,3.95,19.67,2.01,287.02,1.0,210858060.85,3669061.0,4183894.0,184911732.38,,,37956.0,0.8,,,,3.2,13706.0,62737.0,,,0.8,37956.0,,3548.0,86783.0,188.52,4.25,0.19,,10.54,10.54,31154948.0,1570133450.15,3751.0,1616.01,10.45,19.58,0.1444,20.78,0.1475
2014-09-09,5315555.0,267369524.11,4.08,20.79,2.08,295.0,1.0,219246274.21,3525160.0,4358820.0,177313629.83,,,38826.0,10.58,,,,9.43,223156.0,182727.0,,,10.58,38826.0,,,48230.0,180.67,2.54,,,10.14,10.14,31232140.0,1570959647.45,,1614.49,10.06,19.71,0.148,20.12,0.1529
2014-09-10,5366916.0,270637446.06,4.12,21.93,2.1,297.92,1.0,224486660.28,3621033.0,4451716.0,182597812.83,,,264754.0,5.03,,1650.0,,9.74,98021.0,190130.0,,,5.03,264754.0,0.09,21249.0,6775.0,186.08,0.39,,,10.41,10.41,31153224.0,1570963469.5,,1610.31,10.36,19.97,0.1519,20.15,0.1543
2014-09-11,5315223.0,270012273.5,4.08,22.06,2.08,295.81,1.0,226029195.74,3569455.0,4449411.0,181327605.58,,,7244.0,0.21,,,,3.01,3830.0,58822.0,,,0.21,7244.0,,,6135.0,183.69,0.2,,,10.32,10.32,31034832.0,1576563306.22,,1609.52,10.24,19.91,0.152,20.2,0.1536
2014-09-12,5333839.0,272527823.34,4.1,24.0,2.09,298.11,1.0,228620855.57,3566448.0,4474504.0,182224531.06,,,18561.0,1.87,,,,1.11,29742.0,22148.0,,,1.87,18561.0,,580.0,4649.0,184.58,0.0,,,10.31,10.31,31025548.0,1585223150.62,,1617.71,10.24,19.84,0.1512,20.12,0.1542
2014-09-15,5723406.0,296082197.4,4.4,26.11,2.24,320.01,1.0,235846392.79,3653190.0,4559020.0,188986160.12,,,95527.0,5.81,,,,0.56,96516.0,11557.0,,,5.81,95527.0,,2772.0,12000.0,190.54,0.6,,,10.54,10.54,31012954.0,1604356491.26,,1633.07,10.45,18.85,0.1403,19.84,0.1651
2014-09-16,5798244.0,296711267.94,4.46,26.33,2.27,326.63,1.0,237446530.62,3694270.0,4640110.0,189045430.97,,,7630.0,5.85,,,,2.29,83224.0,45324.0,,,5.85,7630.0,,78774.0,2134.0,194.33,0.02,,,10.83,10.83,30417098.0,1556522235.82,,1613.9,10.75,18.66,0.1401,20.35,0.17
2014-09-17,5825996.0,296188068.92,4.48,25.16,2.28,326.51,1.0,237974312.81,3707249.0,4680936.0,188472996.26,,,49434.0,3.92,,,,9.41,76040.0,175775.0,,,3.92,49434.0,,139320.0,35214.0,193.76,2.29,,,10.88,10.88,30376556.0,1544315077.1,,1600.54,10.8,18.55,0.1371,20.14,0.1709
2014-09-18,5931962.0,306987571.82,4.56,26.09,2.32,330.41,1.0,247245658.46,3712267.0,4777561.0,192115160.6,,,39905.0,4.25,,,,2.61,98120.0,50073.0,,,4.25,39905.0,,15186.0,1495.0,193.42,0.1,,,10.79,10.79,30701368.0,1588839984.81,,1613.07,10.71,18.18,0.1353,20.19,0.1724
2014-09-19,5912676.0,303495171.62,4.54,26.21,2.31,333.46,1.0,242351017.45,3747343.0,4721469.0,192349539.69,,,24062.0,4.81,,,,0.37,68424.0,8675.0,,,4.81,24062.0,,19689.0,124516.0,197.67,5.48,,,10.86,10.86,30745256.0,1578141055.99,,1637.26,10.77,18.29,0.1331,18.91,0.1714
2014-09-22,5848554.0,301638276.47,4.49,25.57,2.29,327.95,1.0,239843770.65,3687928.0,4650402.0,190204321.56,,,20275.0,,,,,4.23,,79690.0,,,,20275.0,,,71067.0,193.17,4.61,,,10.67,10.67,30875296.0,1592388660.69,,1631.37,10.59,18.15,0.1319,18.42,0.1692
2014-09-23,5839738.0,297975245.43,4.49,25.8,2.28,328.31,1.0,238681889.41,3683395.0,4677703.0,187946878.63,,,32766.0,2.26,,,,1.92,32961.0,38104.0,,,2.26,32766.0,,805.0,5660.0,193.2,0.26,,,10.67,10.67,30826144.0,1572917795.99,,1630.95,10.59,18.42,0.1335,18.48,0.1692
2014-09-24,5856395.0,299514640.28,4.5,25.9,2.29,327.92,1.0,237302802.4,3736225.0,4639970.0,191082412.8,,,45753.0,0.1,,,,0.31,3000.0,6047.0,,,0.1,45753.0,,13124.0,40733.0,194.83,2.72,,,10.81,10.81,30811924.0,1575819652.42,,1621.35,10.73,18.39,0.1321,18.48,0.1695
2014-09-25,5789078.0,290846703.93,4.45,25.54,2.26,323.43,1.0,234212394.08,3895404.0,4661816.0,195707401.74,,,254107.0,2.21,,,,2.69,53378.0,51808.0,,,2.21,254107.0,,,31532.0,202.43,1.54,2.24,,11.3,11.3,30564184.0,1535562687.98,43120.0,1604.07,11.21,18.6,0.1343,19.02,0.168
2014-09-26,5573826.0,281290028.11,4.28,24.57,2.18,308.42,1.0,226839733.22,3852605.0,4494881.0,194426479.9,,,23636.0,1.31,,,,4.16,36677.0,76107.0,,,1.31,23636.0,,9672.0,203612.0,197.71,12.23,,,11.23,11.23,30440692.0,1536227199.85,,1577.58,11.14,18.73,0.1315,19.13,0.1625
2014-09-29,5444635.0,276372714.71,4.18,23.93,2.13,302.35,1.0,225111758.39,3641313.0,4434777.0,184835082.41,,,5223.0,0.09,,,,11.03,990.0,216515.0,,,0.09,5223.0,,,61094.0,187.41,2.98,,,10.63,10.63,30607620.0,1553659892.77,,1591.93,10.53,19.11,0.1356,19.52,0.159
2014-09-30,5361028.0,267500378.47,4.12,23.4,2.1,299.09,1.0,217365999.8,3590626.0,4356275.0,179162245.36,,,12.0,,,,,2.51,,50935.0,,,,12.0,,236.0,78502.0,185.36,3.38,,,10.5,10.5,30593966.0,1526553766.14,,1594.4,10.41,19.33,0.1355,19.87,0.1568
2014-10-01,5297542.0,266879260.75,4.07,22.47,2.07,293.55,1.0,215917287.82,3542720.0,4285949.0,178474940.76,,,7544.0,0.1,,,,2.96,2000.0,54049.0,,,0.1,7544.0,,12.0,72326.0,180.39,5.76,0.07,,10.41,10.41,30498780.0,1536465753.4,1413.0,1569.47,10.31,19.69,0.1366,20.35,0.1556
2014-10-02,5182569.0,258748304.86,3.98,21.93,2.03,287.52,1.0,211547201.29,3473668.0,4237160.0,173428603.97,,,5541.0,1.17,,,,5.26,15902.0,106379.0,,,1.17,5541.0,,31786.0,64691.0,177.31,2.86,,,10.18,10.18,30642960.0,1529900317.0,,1582.51,10.08,20.13,0.1394,20.43,0.1519
2014-10-03,5034440.0,251797242.63,3.87,21.03,1.97,279.44,1.0,205236379.2,3379958.0,4103501.0,169048415.43,,,,0.45,,,,4.81,8815.0,93710.0,,,0.45,,,,142474.0,172.52,7.93,,,9.95,9.95,30595646.0,1530239569.69,,1577.56,9.86,20.72,0.1422,21.1,0.1482
2014-10-06,5038522.0,251507089.39,3.87,20.81,1.97,278.49,1.0,205158006.92,3391236.0,4109996.0,169279780.02,,,42820.0,0.21,,,,2.19,7144.0,41416.0,,,0.21,42820.0,,9874.0,649.0,171.97,0.02,,,9.98,9.98,30584488.0,1526680950.75,,1567.24,9.89,20.79,0.1422,20.98,0.1483
2014-10-07,5033541.0,247554761.79,3.87,20.83,1.97,277.87,1.0,202974464.04,3380504.0,4127088.0,166256689.36,,,15899.0,1.53,,,,1.58,31520.0,31518.0,,,1.53,15899.0,,4887.0,14428.0,171.14,0.68,,,9.93,9.93,30670712.0,1508417395.03,,1566.44,9.85,20.84,0.1431,21.01,0.1478
2014-10-08,5047455.0,246233544.64,3.88,20.71,1.97,276.3,1.0,201944430.73,3385493.0,4139588.0,165156884.36,,,43904.0,1.62,,4887.0,,2.14,48398.0,40731.0,,,1.62,43904.0,0.26,1816.0,40785.0,169.06,2.87,,,9.92,9.92,30727520.0,1499002203.61,,1549.19,9.84,21.06,0.1446,21.22,0.148
2014-10-09,5032221.0,246996146.74,3.87,20.22,1.97,273.98,1.0,203717372.14,3326084.0,4150473.0,163253945.28,,,30233.0,2.11,,2000.0,,4.82,48950.0,92414.0,,,2.11,30233.0,0.1,2772.0,40065.0,165.89,2.29,,,9.74,9.74,30833916.0,1513418914.04,,1552.37,9.65,20.98,0.1428,21.13,0.1473
2014-10-10,5002376.0,241875044.58,3.84,19.95,1.96,273.33,1.0,198260447.95,3365789.0,4100354.0,162742737.54,,,56100.0,0.49,,,,1.5,7932.0,30015.0,,,0.49,56100.0,,13620.0,58051.0,168.05,2.58,,,9.87,9.87,30719820.0,1485365720.63,,1550.11,9.78,21.24,0.144,21.26,0.1468
2014-10-13,4548536.0,216651070.89,3.5,17.51,1.78,231.32,1.0,173580264.37,3350227.0,3644275.0,159574480.07,,,22343.0,0.0,,,,2.02,3882.0,37905.0,,,0.0,22343.0,,,459961.0,163.69,39.03,,,9.82,9.82,30770500.0,1465628012.34,,1522.26,9.71,17.63,0.1392,24.55,0.1333
2014-10-14,4821908.0,231375064.19,3.71,18.25,1.89,240.14,1.0,193412131.2,3195507.0,4030752.0,153333625.87,,,39417.0,19.31,,,,14.02,458274.0,280742.0,,,19.31,39417.0,,86605.0,71797.0,155.05,3.89,,,9.39,9.39,30820780.0,1478908338.98,,1514.91,9.28,16.31,0.1385,23.06,0.1418
