,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2014-03-07,2811687.0,229932541.31,4.3,8.98,2.21,241.26,1.0,196520736.08,1861039.0,2403117.0,152190989.52,,,25419.0,3.9,,,,,35729.0,,,,3.9,25419.0,,24083.0,3895.0,156.27,0.0,,,10.51,10.51,15843611.0,1295649814.75,,1331.21,10.51,18.54,0.1545,22.88,0.1588
2014-03-10,2901960.0,237286617.21,4.44,9.33,2.28,248.66,1.0,200951500.92,1866288.0,2457590.0,152602091.78,,,119144.0,5.02,,,,15.02,58062.0,178895.0,,,5.02,119144.0,,65000.0,3589.0,156.73,0.3,,,10.52,10.52,15880800.0,1298536613.42,,1334.67,10.51,17.98,0.1481,21.95,0.1635
2014-03-11,2835749.0,231652100.73,4.33,9.13,2.23,243.61,1.0,197261217.46,1881763.0,2414756.0,153721063.47,,,71795.0,8.5,,,,7.34,97570.0,92320.0,,,8.5,71795.0,,36000.0,140404.0,158.69,11.58,,,10.44,10.44,16136599.0,1318197434.6,,1357.03,10.47,18.31,0.1456,20.5,0.1574
2014-03-12,2937462.0,238104407.01,4.49,9.43,2.31,251.75,1.0,204962438.64,1808142.0,2528594.0,146564135.54,,,19260.0,10.03,,,,7.84,115919.0,92881.0,,,10.03,19260.0,,,2081.0,151.61,0.47,,,10.08,10.08,16123398.0,1306928266.58,,1350.89,10.09,18.16,0.1424,19.71,0.1638
2014-03-13,2943973.0,237945133.98,4.5,9.58,2.32,251.49,1.0,205235622.09,1766985.0,2539275.0,142815672.07,,,204.0,1.21,,1000.0,,3.78,14717.0,45054.0,,,1.21,204.0,0.09,3693.0,5036.0,147.36,0.78,,,9.85,9.85,16167589.0,1306737232.55,,1348.13,9.85,18.15,0.141,19.65,0.1642
2014-03-14,2930997.0,238150378.37,4.48,9.56,2.31,249.71,1.0,205267717.0,1763687.0,2526299.0,143303703.96,,,42.0,0.09,,,,0.28,1216.0,3340.0,,,0.09,42.0,,,14192.0,146.88,1.59,,,9.78,9.78,16273861.0,1322289362.55,,1354.99,9.78,18.28,0.141,19.58,0.1625
2014-03-17,2982529.0,242453480.65,4.56,9.8,2.35,254.99,1.0,207819266.57,1822887.0,2556478.0,148184744.55,,,51898.0,4.76,,,,0.09,50694.0,1191.0,,,4.76,51898.0,,8493.0,20515.0,152.3,1.63,,,10.1,10.1,16231213.0,1319455430.94,,1356.56,10.09,18.03,0.1441,20.65,0.1652
2014-03-18,3055493.0,250880547.27,4.67,10.2,2.4,261.26,1.0,212163978.06,1865702.0,2583961.0,153189137.99,,,825.0,2.42,,,,0.0,28739.0,14162.0,,,2.42,825.0,,56152.0,1256.0,157.52,0.1,,,10.51,10.51,15890926.0,1304772817.84,,1329.85,10.59,17.6,0.1393,20.14,0.1721
2014-03-19,3139294.0,255929725.14,4.8,10.5,2.47,270.7,1.0,218577349.11,1882403.0,2681121.0,153462174.1,,,25484.0,9.05,,,,1.65,101548.0,20210.0,,,9.05,25484.0,,11427.0,4388.0,160.16,0.0,,,10.56,10.56,15945999.0,1299991380.6,,1345.54,10.64,17.54,0.1351,19.6,0.1761
2014-03-20,3131682.0,256100910.53,4.79,10.49,2.46,268.87,1.0,218416561.61,1882749.0,2670866.0,153966377.56,,,1458.0,0.11,,,,0.25,1529.0,2751.0,,,0.11,1458.0,,1639.0,11784.0,158.5,1.68,,,10.62,10.62,15837419.0,1295143448.9,,1332.25,10.63,17.52,0.1354,19.58,0.1767
2014-03-21,3089045.0,253064726.52,4.72,12.29,2.43,265.13,1.0,216422487.4,1869208.0,2641770.0,153131667.34,,,464.0,0.0,,,,2.14,481.0,25285.0,,,0.0,464.0,,11280.0,29577.0,157.15,2.33,,,10.4,10.4,16098496.0,1318841741.59,,1353.98,10.4,17.39,0.137,19.77,0.1719
2014-03-24,3078509.0,250914381.79,4.71,12.49,2.42,264.14,1.0,213971025.01,1857324.0,2625245.0,151381497.75,,50.0,6395.0,,0.0,,,1.55,,18329.0,,50.0,,6395.0,,,16525.0,155.79,1.42,,,10.41,10.41,15991228.0,1303367665.23,,1343.97,10.39,17.48,0.1378,19.8,0.1725
2014-03-25,3076168.0,252069624.61,4.7,13.2,2.42,263.44,1.0,214051308.59,1923270.0,2612206.0,157598007.3,,,23630.0,2.69,,,,0.77,32363.0,9133.0,,,2.69,23630.0,,51499.0,45402.0,161.39,4.22,0.0,,10.9,10.9,15725702.0,1288607059.15,50.0,1318.52,10.91,17.46,0.1351,19.6,0.1743
2014-03-26,3033570.0,250319405.59,4.64,13.33,2.39,261.31,1.0,212911648.93,1942568.0,2580233.0,160293801.39,,,47890.0,0.56,,4348.0,,2.64,3914.0,31592.0,,,0.56,47890.0,0.37,3000.0,40235.0,164.31,2.95,,,11.01,11.01,15704276.0,1295860993.31,,1324.83,11.03,17.61,0.139,19.9,0.1719
2014-03-27,3008751.0,248183660.22,4.6,14.27,2.37,260.53,1.0,210345676.51,1854688.0,2550038.0,152988152.36,,,5376.0,2.75,,,,8.12,28096.0,95356.0,,,2.75,5376.0,,2100.0,58291.0,157.61,4.49,,,10.54,10.54,15749578.0,1299139714.43,,1337.45,10.54,17.74,0.1369,18.67,0.1709
2014-03-28,3084139.0,256891351.68,4.71,15.26,2.43,267.05,1.0,218962436.7,1808097.0,2628779.0,150604263.39,,,762.0,7.05,,,,4.18,83323.0,47353.0,,,7.05,762.0,,,4582.0,153.88,0.4,,,10.28,10.28,15775511.0,1314010926.28,,1340.72,10.3,17.21,0.131,18.11,0.1754
2014-03-31,3200191.0,264628504.0,4.89,16.2,2.52,278.14,1.0,226974115.37,1927845.0,2744831.0,159416340.55,,,119748.0,13.69,,,,3.57,152344.0,41139.0,,,13.69,119748.0,,41139.0,36292.0,164.57,3.17,,,11.04,11.04,15530773.0,1284262478.37,,1327.85,11.03,17.54,0.1316,19.51,0.1833
2014-04-01,2968678.0,245657554.84,4.54,14.8,2.34,257.0,1.0,215329830.45,1734139.0,2602179.0,143499681.17,,,,0.06,,,,16.61,890.0,193706.0,,,0.06,,,,143542.0,147.29,12.64,,,9.97,9.97,15653169.0,1295296836.52,,1331.04,9.96,18.85,0.1451,20.77,0.1707
2014-04-02,2834944.0,235059721.95,4.33,14.1,2.23,246.18,1.0,206474651.42,1689208.0,2490193.0,140060884.03,,,14.0,,,1000.0,,3.77,,44945.0,,,,14.0,0.09,,112986.0,143.96,9.4,,,9.71,9.71,15699418.0,1301719127.4,,1337.28,9.72,19.09,0.1499,20.71,0.163
2014-04-03,2877810.0,238082277.98,4.48,14.26,2.26,250.15,1.0,203390291.27,1727975.0,2458472.0,142956006.23,,,98767.0,0.05,,,,5.13,14.0,60000.0,,,0.05,98767.0,,,31735.0,147.4,2.59,,,9.99,9.99,15568033.0,1287949086.39,,1328.18,9.99,18.82,0.146,19.94,0.1664
2014-04-04,2878286.0,238401537.35,4.48,14.14,2.27,249.69,1.0,202435803.17,1782109.0,2444062.0,147607821.22,,,,,,,,0.01,,114.0,,,,,,54248.0,14410.0,151.63,1.25,,,10.25,10.25,15602009.0,1292277046.57,,1327.4,10.25,18.8,0.1466,19.93,0.1656
2014-04-07,2935231.0,241633987.22,4.57,14.52,2.31,254.66,1.0,208272681.12,1860169.0,2529977.0,153132769.57,,,2003.0,9.78,,,,2.96,110030.0,34720.0,,,9.78,2003.0,,110777.0,24115.0,157.79,2.0,,,10.67,10.67,15571353.0,1281864395.6,,1322.74,10.66,19.22,0.1525,19.46,0.1684
2014-04-08,2957850.0,244934109.67,4.6,14.6,2.33,255.88,1.0,213328802.88,1835740.0,2576181.0,152014247.68,,,5851.0,1.4,,26000.0,,4.7,20204.0,56280.0,,,1.4,5851.0,2.19,26000.0,,155.59,,,,10.49,10.49,15656722.0,1296504306.67,,1325.88,10.5,19.1,0.15,19.35,0.1691
2014-04-09,2960866.0,245039904.25,4.61,14.75,2.33,256.94,1.0,212893864.92,1846298.0,2572439.0,152798770.74,,,10558.0,0.27,,,,,3056.0,,,,0.27,10558.0,,,6798.0,156.87,0.29,,,10.58,10.58,15608682.0,1291767321.72,,1327.2,10.57,18.95,0.1491,19.29,0.1696
2014-04-10,2953013.0,245538577.75,4.59,14.85,2.32,256.1,1.0,213241458.46,1851858.0,2564586.0,153979200.06,,,17652.0,,,,,,,,,,,17652.0,,,7853.0,157.46,0.7,1.03,,10.63,10.63,15565772.0,1294270468.32,12092.0,1324.35,10.63,18.78,0.1489,19.34,0.1695
2014-04-11,2990591.0,241887490.37,4.65,15.22,2.35,259.86,1.0,207695726.07,1864141.0,2567859.0,150777016.38,,,18387.0,0.59,,,,0.52,3853.0,6104.0,,,0.59,18387.0,,,580.0,157.81,0.03,,,10.67,10.67,15612023.0,1262744742.79,,1326.23,10.63,18.69,0.1464,19.14,0.1711
2014-04-14,2979577.0,244821070.61,4.69,15.1,2.36,254.93,1.0,211412054.18,1947039.0,2572975.0,159981155.88,,,4878.0,0.0,,,,0.87,19945.0,8486.0,,,0.0,4878.0,,86506.0,14829.0,163.13,1.44,,,11.12,11.12,15564605.0,1278887325.17,,1301.0,11.14,18.67,0.1476,19.08,0.1701
2014-04-15,2811829.0,233553265.27,4.42,14.39,2.23,241.64,1.0,201026420.36,1902039.0,2420227.0,157985218.56,,,,4.02,,,,3.75,35396.0,45000.0,,,4.02,,,,188144.0,161.28,17.64,,,10.87,10.87,15595985.0,1295417758.99,,1320.15,10.89,20.37,0.1505,21.15,0.1607
2014-04-16,3043452.0,253295196.36,4.79,15.63,2.41,263.32,1.0,220717183.51,1943068.0,2652013.0,161714326.56,,,11658.0,19.89,,7002.0,,0.0,224784.0,163.0,,,19.89,11658.0,0.6,29534.0,,166.21,,,,11.09,11.09,15571104.0,1295925102.54,,1330.54,11.1,18.96,0.15,20.54,0.1738
2014-04-17,3121711.0,262479641.57,4.91,16.1,2.47,270.44,1.0,225214676.24,2001140.0,2678513.0,168259813.26,,,52219.0,1.74,,8000.0,,0.36,19770.0,4241.0,,,1.74,52219.0,0.68,10094.0,1270.0,171.82,0.0,,,11.4,11.4,15558224.0,1308166277.71,,1334.21,11.41,18.42,0.1453,20.02,0.1778
2014-04-18,3121711.0,262479641.57,4.91,16.14,2.47,271.29,1.0,225214676.24,2001140.0,2678513.0,168259813.26,,,,,,,,,,,,,,,,,,173.13,,,,11.39,11.39,15563098.0,1308576093.28,,1345.71,11.4,18.38,0.1454,20.16,0.1777
2014-04-21,3124601.0,262722638.49,4.91,16.16,2.47,272.28,1.0,225225522.81,2003901.0,2678642.0,168491963.61,,,2761.0,0.07,,,,,129.0,,,,0.07,2761.0,,,,173.48,,,,11.41,11.41,15561343.0,1308428529.4,,1346.77,11.41,18.36,0.1453,20.1,0.1779
2014-04-22,3142675.0,270292987.58,4.94,16.25,2.49,274.98,1.0,231571813.63,1995894.0,2692467.0,171661451.52,,,11537.0,1.31,,,,1.71,13825.0,19544.0,,,1.31,11537.0,,,,173.9,,,,11.25,11.25,15742690.0,1353986241.88,,1367.94,11.28,18.51,0.1455,20.11,0.1772
2014-04-23,3132339.0,270622349.74,4.93,15.85,2.48,277.1,1.0,232067244.7,2010857.0,2686080.0,173730508.2,,,8740.0,1.47,,4241.0,,0.02,10407.0,800.0,,,1.47,8740.0,0.38,7023.0,21035.0,177.84,0.59,,,11.34,11.34,15714291.0,1357655845.97,,1389.58,11.35,18.57,0.145,19.96,0.1767
2014-04-24,3084663.0,262094094.3,4.85,15.44,2.44,276.82,1.0,226483043.59,1984847.0,2665546.0,168646194.67,,,955.0,2.85,,2000.0,,1.23,14070.0,29958.0,,,2.85,955.0,0.18,2993.0,36604.0,177.2,2.97,,,11.21,11.21,15726601.0,1336239727.17,,1390.16,11.31,19.15,0.1458,19.17,0.1742
2014-04-25,3153631.0,266451484.31,4.96,15.03,2.5,278.79,1.0,232182608.29,2063835.0,2748036.0,174374205.2,,,102245.0,7.61,,,,3.02,95847.0,23257.0,,,7.61,102245.0,,,13357.0,180.94,2.04,,,11.72,11.72,15545821.0,1313472337.23,,1357.68,11.76,18.71,0.1483,20.93,0.1791
2014-04-28,3192317.0,269906328.52,5.02,15.6,2.53,279.92,1.0,234312245.81,2126597.0,2771328.0,179801062.53,,12092.0,1679.0,1.47,1.05,28038.0,,1.85,20574.0,21201.0,,12092.0,1.47,1679.0,2.43,70192.0,25320.0,184.72,2.66,,,12.06,12.06,15508789.0,1311248318.65,,1348.4,12.05,18.34,0.1448,20.72,0.181
2014-04-29,3300756.0,280615315.52,5.2,16.33,2.61,290.14,1.0,243255863.29,2302060.0,2861313.0,195710707.87,,,167214.0,8.91,,,,1.66,101283.0,19669.0,,,8.91,167214.0,,27918.0,11298.0,200.77,0.98,,,13.03,13.03,15361408.0,1305957287.6,,1338.13,13.05,19.54,0.1433,20.07,0.1869
2014-04-30,3399047.0,292937782.53,5.35,17.19,2.69,300.03,1.0,255105550.48,2264501.0,2960068.0,195159967.33,,,22481.0,14.76,,,,5.22,160368.0,60040.0,,,14.76,22481.0,,,61613.0,198.09,5.25,,,12.82,12.82,15398955.0,1327117786.52,,1348.88,12.81,19.43,0.1461,20.61,0.1924
2014-05-01,3399999.0,293019828.1,5.35,16.75,2.69,302.6,1.0,255187596.06,2276381.0,2961020.0,196183813.38,,,11880.0,0.69,,,,,5193.0,,,,0.69,11880.0,,,4241.0,201.58,0.36,,,12.89,12.89,15384379.0,1325861592.91,,1361.91,12.89,19.29,0.1464,20.71,0.1925
2014-05-02,3349884.0,289026537.86,5.27,16.5,2.65,299.14,1.0,255329967.06,2222441.0,2959333.0,191751245.07,,,2924.0,2.23,,,,5.04,24590.0,56864.0,,,2.23,2924.0,,,26277.0,196.92,2.32,,,12.59,12.59,15426899.0,1331026151.31,,1366.98,12.59,19.76,0.1533,21.7,0.1898
2014-05-05,3355690.0,289951669.2,5.28,16.55,2.66,299.8,1.0,254835243.73,2249756.0,2949278.0,194392362.67,,,30292.0,,,,,0.26,,2977.0,,,,30292.0,,,10055.0,199.65,0.8,,,12.72,12.72,15432232.0,1333437065.95,,1368.59,12.73,19.8,0.153,21.74,0.1898
2014-05-06,3261303.0,284237920.4,5.13,16.36,2.58,292.7,1.0,249612748.2,2226543.0,2864019.0,194053711.66,,,33341.0,1.81,,7000.0,,5.97,19465.0,67340.0,,,1.81,33341.0,0.65,10786.0,111724.0,198.27,9.39,,,12.59,12.59,15453117.0,1346811945.94,,1374.4,12.61,20.43,0.1547,22.35,0.1845
2014-05-07,3310955.0,286858981.99,5.21,16.44,2.62,299.59,1.0,247802570.45,2282156.0,2860162.0,197724507.55,,,1723.0,0.58,,,,0.15,6100.0,6191.0,,,0.58,1723.0,,60081.0,9957.0,204.67,0.19,,,12.89,12.89,15422392.0,1336185985.32,,1380.22,12.91,20.44,0.1545,22.21,0.187
2014-05-08,3441455.0,300340585.47,5.42,17.36,2.72,310.25,1.0,261020893.92,2367657.0,2990910.0,206628733.95,,,106816.0,10.3,,21000.0,,2.75,120137.0,29861.0,,,10.3,106816.0,1.88,8546.0,10389.0,211.92,1.02,,,13.37,13.37,15341619.0,1338884521.98,,1371.58,13.38,19.67,0.1567,24.3,0.1943
2014-05-09,3418333.0,299153678.67,5.38,17.11,2.71,309.61,1.0,260086596.49,2329532.0,2971926.0,203867811.41,,,7721.0,1.5,,,,3.71,10282.0,45846.0,,,1.5,7721.0,,,29266.0,209.59,2.5,,,13.18,13.18,15348404.0,1343207791.16,,1380.43,13.18,19.73,0.1594,24.78,0.1934
2014-05-12,3588277.0,315875507.28,5.65,18.3,2.84,325.76,1.0,261012396.09,2353721.0,2965044.0,207197720.49,,,30024.0,0.33,,18000.0,,0.13,3226.0,9579.0,,,0.33,30024.0,1.63,3744.0,28108.0,212.68,2.32,,,13.32,13.32,15313283.0,1348026096.03,,1379.11,13.36,18.86,0.166,27.79,0.2031
2014-05-13,3148551.0,276768483.09,4.96,16.21,2.49,287.48,1.0,248768950.02,2057113.0,2830025.0,180827321.69,,,6851.0,2.89,,831.0,,27.58,29506.0,304707.0,,,2.89,6851.0,0.08,1248.0,165356.0,186.88,14.35,,,11.73,11.73,15481707.0,1360895396.64,,1401.79,11.76,20.56,0.1581,21.97,0.1795
2014-05-14,3419101.0,300650500.72,5.38,17.6,2.71,310.8,1.0,258040552.56,2444665.0,2934526.0,214965792.57,,,90152.0,2.61,,95958.0,,0.37,34513.0,3993.0,,,2.61,90152.0,8.54,301393.0,25970.0,221.35,2.64,,,13.57,13.57,15576835.0,1369711875.26,,1407.58,13.59,19.71,0.1401,20.24,0.1897
2014-05-15,3514017.0,306844021.15,5.53,18.04,2.78,320.03,1.0,264619728.78,2465440.0,3030459.0,215282260.58,,,37309.0,12.4,,7228.0,,1.92,132500.0,20467.0,,,12.4,37309.0,0.69,3933.0,43795.0,223.01,3.8,,,13.88,13.88,15299720.0,1335971797.29,,1381.63,13.9,19.43,0.1469,23.12,0.1978
2014-05-16,3294964.0,288036706.43,5.19,16.9,2.61,298.51,1.0,250985515.05,2392725.0,2871121.0,209165450.18,,,1280.0,0.07,,,,6.66,2546.0,74071.0,,,0.07,1280.0,,76.0,161884.0,215.61,15.62,,,13.48,13.48,15357427.0,1342504103.95,,1380.16,13.51,20.05,0.1565,24.76,0.1856
2014-05-19,3634347.0,318552791.26,5.72,18.4,2.88,329.9,1.0,261762372.68,2729457.0,2986429.0,239238615.9,,,98650.0,11.12,,8000.0,,11.58,112443.0,129001.0,,,11.12,98650.0,0.72,367083.0,5135.0,245.76,0.45,,,15.41,15.41,14981639.0,1313150043.49,,1347.15,15.43,20.44,0.1426,22.29,0.2052
2014-05-20,3988171.0,350651535.11,6.28,20.13,3.16,363.37,1.0,293684709.63,2767500.0,3340253.0,243326608.46,,,3658.0,15.83,,191183.0,,0.6,168200.0,7023.0,,,15.83,3658.0,17.23,41408.0,5559.0,250.05,0.37,,,15.69,15.69,14873228.0,1307697245.22,,1341.05,15.72,18.44,0.1253,20.29,0.2261
2014-05-21,4075710.0,359021953.17,6.41,20.65,3.23,372.61,1.0,300019684.75,3014923.0,3405901.0,265579136.91,,,300421.0,9.01,,27150.0,,6.98,93271.0,74889.0,,,9.01,300421.0,2.38,21891.0,54773.0,273.13,4.79,,,17.06,17.06,14653277.0,1290780779.02,,1325.44,17.09,19.36,0.1222,19.84,0.2307
2014-05-22,5400693.0,475212164.88,8.5,27.59,4.28,494.19,1.0,366219257.85,3950878.0,4162010.0,347641550.36,,,337681.0,50.93,,235595.0,,2.24,549001.0,24859.0,,,50.93,337681.0,21.32,623133.0,28487.0,358.09,2.46,,,22.44,22.44,13657120.0,1201703107.58,,1236.91,22.45,14.09,0.1161,19.17,0.3067
2014-05-23,7967687.0,706740213.89,12.54,40.51,6.31,724.19,2.0,493884371.07,5204587.0,5567981.0,461651032.43,,,750552.0,130.46,,47140.0,,15.8,1468805.0,174413.0,,,130.46,750552.0,4.27,677570.0,109974.0,472.08,10.64,,,29.49,29.49,12442121.0,1103626090.83,,1128.26,29.5,17.21,0.1106,17.62,0.4515
2014-05-26,8143240.0,719540482.92,12.82,41.41,6.45,746.8,2.0,490109439.77,5024461.0,5546705.0,443963716.45,,,50202.0,5.19,,,,36.79,58000.0,410909.0,,,5.19,50202.0,,180581.0,79276.0,457.68,6.87,,,28.49,28.49,12612207.0,1114420490.56,,1148.95,28.49,13.6,0.1052,17.85,0.4617
2014-05-27,8587080.0,775875754.46,13.52,44.74,6.8,789.41,2.0,485947049.57,5614478.0,5378266.0,507289713.63,,,579020.0,,,,,14.05,,154489.0,,,,579020.0,,165486.0,168439.0,512.45,15.93,,,31.72,31.72,12085346.0,1091957562.49,,1103.69,31.71,16.9,0.1126,19.3,0.4852
2014-05-28,10125777.0,920219868.73,15.94,51.06,8.02,935.97,2.0,493386030.29,7564055.0,5429047.0,687413291.76,,,425806.0,56.49,,,,51.12,630590.0,583822.0,,,56.49,425806.0,,2107593.0,579809.0,703.48,53.8,,,43.1,43.1,9986017.0,907518628.24,,928.99,43.09,14.23,0.1075,21.3,0.577
2014-05-29,11828693.0,1078199634.18,18.6,61.03,9.36,1105.04,2.0,650676686.85,7803724.0,7138432.0,711318855.1,,,224888.0,26.57,,1450000.0,,32.01,280680.0,348828.0,,,26.57,224888.0,138.04,363609.0,21295.0,729.18,1.88,,,44.43,44.43,9760292.0,889662388.22,,912.36,44.42,12.15,0.0894,16.89,0.6735
2014-05-30,9839414.0,898129383.98,15.47,51.64,7.79,914.55,2.0,470217537.61,7342619.0,5151446.0,670225064.14,,,125730.0,19.87,,,,70.72,224532.0,757085.0,,,19.87,125730.0,,170250.0,2147546.0,686.95,203.93,,6.28,41.82,41.82,10214589.0,932374888.0,,956.29,41.8,14.54,0.101,19.58,0.5604
2014-06-02,9521389.0,867792699.58,14.97,50.47,7.53,885.47,2.0,471468980.77,6374973.0,5172940.0,581023948.23,6.27,,41895.0,11.4,,,63972.0,99.1,100000.0,1054713.0,6.27,,11.4,41895.0,,45172.0,142478.0,594.42,13.33,,,36.08,36.08,11294035.0,1029354133.29,,1050.28,36.14,16.34,0.1061,20.18,0.5389
2014-06-03,8335754.0,760958962.41,13.11,44.34,6.6,775.61,2.0,425095120.73,5624710.0,4656609.0,513471665.01,,,3435.0,1.93,,,,100.56,21791.0,1075492.0,,,1.93,3435.0,,321794.0,538122.0,522.8,48.08,,,31.97,31.97,11967434.0,1092489792.69,,1111.55,31.99,16.89,0.0983,18.72,0.4738
2014-06-04,7634106.0,696232465.0,12.01,40.26,6.04,711.11,2.0,407031966.36,5047737.0,4463057.0,460354935.36,,,387833.0,1.41,,,,89.93,15000.0,967862.0,,,1.41,387833.0,,5367.0,208552.0,469.87,19.59,0.22,,28.22,28.22,12838841.0,1170905659.05,2311.0,1195.11,28.22,18.5,0.1041,18.72,0.4268
2014-06-05,6113971.0,559695136.8,9.61,32.88,4.84,566.44,1.0,325953658.07,4216344.0,3560637.0,385979461.12,,,2686.0,11.63,,,,77.7,122356.0,834079.0,,,11.63,2686.0,,,1024776.0,391.55,98.91,,,23.54,23.54,13695438.0,1253730193.51,,1271.15,23.55,12.48,0.1139,23.01,0.3413
2014-06-06,4886377.0,450768310.16,7.68,26.62,3.87,456.59,1.0,266753070.88,3436558.0,2891632.0,317022497.94,,,9642.0,0.33,,18651.0,,103.05,11499.0,1109806.0,,,0.33,9642.0,1.77,320378.0,699155.0,320.85,60.74,,,19.2,19.2,14460388.0,1333970887.44,,1350.46,19.2,13.92,0.1211,24.91,0.273
2014-06-09,4908603.0,451566581.27,7.72,28.46,3.88,462.5,1.0,268625558.75,3428854.0,2920004.0,315437178.04,,,13362.0,3.54,,,,1.31,37602.0,21066.0,,,3.54,13362.0,,,9230.0,322.77,0.03,,,19.4,19.4,14241762.0,1310169874.71,,1339.75,19.41,13.79,0.1197,24.82,0.2778
2014-06-10,5775634.0,533028926.26,9.08,34.29,4.57,543.32,1.0,347564543.09,4203392.0,3766035.0,387927892.31,,,41373.0,84.53,,7500.0,,1.97,901852.0,19756.0,,,84.53,41373.0,0.7,752921.0,63321.0,394.98,6.17,,,23.47,23.47,13708628.0,1265158987.44,,1287.48,23.48,20.8,0.1278,21.83,0.3224
2014-06-11,5950179.0,549195928.7,9.36,36.1,4.71,560.93,1.0,380519857.99,4154314.0,4122684.0,383439277.26,,,10914.0,35.47,,,,18.21,376040.0,194607.0,,,35.47,10914.0,,134615.0,19391.0,390.97,1.89,,,23.11,23.11,13825364.0,1276068101.74,,1300.84,23.11,16.97,0.1214,23.11,0.3309
2014-06-12,6248559.0,580598194.48,9.83,37.04,4.94,590.82,1.0,384461181.55,4443411.0,4137678.0,412869015.71,,,396524.0,1.55,,,,14.74,16654.0,156737.0,,,1.55,396524.0,,49310.0,1660.0,420.49,0.23,,,24.88,24.88,13415453.0,1246525445.29,,1266.02,24.93,15.38,0.1154,21.87,0.3499
2014-06-13,5290074.0,480535858.13,8.32,31.88,4.19,502.03,1.0,343562617.51,3888613.0,3782177.0,353230972.74,,,139764.0,22.68,,,,94.56,235451.0,993502.0,,,22.68,139764.0,,298940.0,590952.0,367.05,53.83,,,22.11,22.11,13695339.0,1244047149.19,,1292.06,22.12,18.35,0.1239,19.4,0.3008
2014-06-16,4457907.0,407262047.98,7.01,25.39,3.53,415.59,1.0,295672202.8,3082984.0,3236440.0,281652887.27,,,6574.0,1.74,,,,78.16,38289.0,812307.0,,,1.74,6574.0,,104.0,584026.0,285.3,57.6,,,17.94,17.94,14106222.0,1288705408.38,,1308.74,17.9,18.06,0.1249,18.46,0.2593
2014-06-17,4435065.0,411397351.87,6.97,24.9,3.51,415.44,1.0,298249803.81,3066937.0,3215279.0,284489575.72,,,24286.0,3.26,,897.0,,5.94,32534.0,67354.0,,,3.26,24286.0,0.09,27021.0,54592.0,286.35,5.18,,,17.86,17.86,14100793.0,1307991855.7,,1318.52,17.84,17.95,0.1259,18.2,0.2583
2014-06-18,4300283.0,400877824.44,6.76,24.2,3.4,406.76,1.0,309265744.16,2920966.0,3317545.0,272296147.8,,,73145.0,8.77,,32000.0,,24.52,78201.0,263647.0,,,8.77,73145.0,3.03,44531.0,7935.0,275.88,0.68,,,16.95,16.95,14310678.0,1334059517.22,,1357.37,16.89,16.68,0.1247,19.86,0.2496
2014-06-19,4271977.0,397945725.71,6.72,24.58,3.38,404.49,1.0,303438323.56,2989466.0,3257433.0,278476503.24,,,52694.0,14.32,,,,2.94,152761.0,31279.0,,,14.32,52694.0,,47085.0,212873.0,283.63,20.91,,,17.13,17.13,14466056.0,1347550596.16,,1378.58,17.06,14.29,0.1182,20.84,0.2447
2014-06-20,4446450.0,416161363.0,6.99,26.0,3.52,423.45,1.0,304290427.39,3132009.0,3251172.0,293137476.95,,,225712.0,24.49,,,,11.23,247470.0,118094.0,,,24.49,225712.0,,34925.0,253731.0,297.9,23.13,,,17.9,17.9,14366975.0,1344663697.6,,1371.31,17.85,15.92,0.1247,19.86,0.2541
2014-06-23,4379199.0,411370773.22,6.89,25.35,3.46,418.12,1.0,302735309.83,3110508.0,3222733.0,292193179.86,,,56064.0,4.5,,,,8.71,45623.0,92475.0,,,4.5,56064.0,,14910.0,74062.0,296.53,6.7,,,17.78,17.78,14383816.0,1351178950.7,,1375.98,17.73,16.16,0.125,20.01,0.2503
2014-06-24,4423885.0,410837708.72,6.96,25.55,3.5,424.29,1.0,309408862.72,3127134.0,3331703.0,290410932.34,,,168.0,13.01,,,,10.1,143739.0,107335.0,,,13.01,168.0,,123793.0,34769.0,298.54,3.09,,,17.93,17.93,14317666.0,1329654160.0,,1372.32,17.87,15.94,0.1248,19.37,0.2536
2014-06-25,4415086.0,406122205.13,6.86,25.33,3.47,419.15,1.0,307403132.98,3088449.0,3341879.0,284091344.61,,,74455.0,8.19,,3487.0,,12.62,96252.0,129045.0,,,8.19,74455.0,0.33,15905.0,89563.0,291.83,9.5,,,17.81,17.81,14252509.0,1311018717.13,,1351.1,17.76,16.24,0.1223,17.88,0.2546
