,ALI2S FP Equity_DX_SI_QTY,ALI2S FP Equity_DX_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALI2S FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALI2S FP Equity_DX_SI_MV,ALI2S FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SUPPLY_SI_QTY,ALI2S FP Equity_DX_BROKER_SI_QTY,ALI2S FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALI2S FP Equity_DX_SUPPLY_SI_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALI2S FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_MV,ALI2S FP Equity_DX_BROKER_SI_CON_RATIO,ALI2S FP Equity_DX_DEMAND_SUPPLY_RATIO,ALI2S FP Equity_PX_LAST
2024-09-30,,,,,,,,,,,,,,,,,,,,7.75
2024-10-01,,,,,,,,,,,,,,,,,,,,7.75
2024-10-02,,,,,,,,,,,,,,,,,,,,7.9
2024-10-03,,,,,,,,,,,,,,,,,,,,7.9
2024-10-04,,,,,,,,,,,,,,,,,,,,7.6
2024-10-07,,,,,,,,,,,,,,,,,,,,7.9
2024-10-08,,,,,,,,,,,,,,,,,,,,7.9
2024-10-09,,,,,,,,,,,,,,,,,,,,7.9
2024-10-10,,,,,,,,,,,,,,,,,,,,7.85
2024-10-11,,,,,,,,,,,,,,,,,,,,7.9
2024-10-14,,,,,,,,,,,,,,,,,,,,7.9
2024-10-15,,,,,,,,,,,,,,,,,,,,7.9
2024-10-16,,,,,,,,,,,,,,,,,,,,7.9
2024-10-17,,,,,,,,,,,,,,,,,,,,7.1
2024-10-18,,,,,,,,,,,,,,,,,,,,7.6
2024-10-21,,,,,,,,,,,,,,,,,,,,7.6
2024-10-22,,,,,,,,,,,,,,,,,,,,7.6
2024-10-23,,,,,,,,,,,,,,,,,,,,7.6
2024-10-24,,,,,,,,,,,,,,,,,,,,7.6
2024-10-25,,,,,,,,,,,,,,,,,,,,7.6
2024-10-28,,,,,,,,,,,,,,,,,,,,7.8
2024-10-29,,,,,,,,,,,,,,,,,,,,7.95
2024-10-30,,,,,,,,,,,,,,,,,,,,8.5
2024-10-31,,,,,,,,,,,,,,,,,,,,9.1
2024-11-01,,,,,,,,,,,,,,,,,,,,9.1
2024-11-04,,,,,,,,,,,,,,,,,,,,9.1
2024-11-05,,,,,,,,,,,,,,,,,,,,9.05
2024-11-06,,,,,,,,,,,,,,,,,,,,9.05
2024-11-07,,,,,,,,,,,,,,,,,,,,8.0
2024-11-08,,,,,,,,,,,,,,,,,,,,8.05
2024-11-11,,,,,,,,,,,,,,,,,,,,8.8
2024-11-12,,,,,,,,,,,,,,,,,,,,8.05
2024-11-13,,,,,,,,,,,,,,,,,,,,7.55
2024-11-14,,,,,,,,,,,,,,,,,,,,7.85
2024-11-15,,,,,,,,,,,,,,,,,,,,7.85
2024-11-18,,,,,,,,,,,,,,,,,,,,7.85
2024-11-19,,,,,,,,,,,,,,,,,,,,7.85
2024-11-20,,,,,,,,,,,,,,,,,,,,7.85
2024-11-21,,,,,,,,,,,,,,,,,,,,7.85
2024-11-22,,,,,,,,,,,,,,,,,,,,7.9
2024-11-25,,,,,,,,,,,,,,,,,,,,8.0
2024-11-26,,,,,,,,,,,,,,,,,,,,8.8
2024-11-27,,,,,,,,,,,,,,,,,,,,8.8
2024-11-28,,,,,,,,,,,,,,,,,,,,8.1
2024-11-29,,,,,,,,,,,,,,,,,,,,8.8
2024-12-02,,,,,,,,,,,,,,,,,,,,8.8
2024-12-03,,,,,,,,,,,,,,,,,,,,8.8
2024-12-04,,,,,,,,,,,,,,,,,,,,8.8
2024-12-05,,,,,,,,,,,,,,,,,,,,8.8
2024-12-06,,,,,,,,,,,,,,,,,,,,8.8
2024-12-09,,,,,,,,,,,,,,,,,,,,8.8
2024-12-10,,,,,,,,,,,,,,,,,,,,8.1
2024-12-11,,,,,,,,,,,,,,,,,,,,8.1
2024-12-12,,,,,,,,,,,,,,,,,,,,8.1
2024-12-13,,,,,,,,,,,,,,,,,,,,8.1
2024-12-16,,,,,,,,,,,,,,,,,,,,8.1
2024-12-17,,,,,,,,,,,,,,,,,,,,8.1
2024-12-18,,,,,,,,,,,,,,,,,,,,8.8
2024-12-19,,,,,,,,,,,,,,,,,,,,8.8
2024-12-20,,,,,,,,,,,,,,,,,,,,8.8
2024-12-23,,,,,,,,,,,,,,,,,,,,8.8
2024-12-24,,,,,,,,,,,,,,,,,,,,8.8
2024-12-27,,,,,,,,,,,,,,,,,,,,9.0
2024-12-30,,,,,,,,,,,,,,,,,,,,9.0
2024-12-31,,,,,,,,,,,,,,,,,,,,8.5
2025-01-02,,,,,,,,,,,,,,,,,,,,8.5
2025-01-03,,,,,,,,,,,,,,,,,,,,8.5
2025-01-06,,,,,,,,,,,,,,,,,,,,8.5
2025-01-07,,,,,,,,,,,,,,,,,,,,8.5
2025-01-08,,,,,,,,,,,,,,,,,,,,8.5
2025-01-09,,,,,,,,,,,,,,,,,,,,8.5
2025-01-10,,,,,,,,,,,,,,,,,,,,8.5
2025-01-13,,,,,,,,,,,,,,,,,,,,8.6
2025-01-14,,,,,,,,,,,,,,,,,,,,8.0
2025-01-15,,,,,,,,,,,,,,,,,,,,7.6
2025-01-16,,,,,,,,,,,,,,,,,,,,8.55
2025-01-17,,,,,,,,,,,,,,,,,,,,8.55
2025-01-20,,,,,,,,,,,,,,,,,,,,7.7
2025-01-21,,,,,,,,,,,,,,,,,,,,8.6
2025-01-22,,,,,,,,,,,,,,,,,,,,8.6
2025-01-23,,,,,,,,,,,,,,,,,,,,7.9
2025-01-24,,,,,,,,,,,,,,,,,,,,7.8
2025-01-27,,,,,,,,,,,,,,,,,,,,7.8
2025-01-28,,,,,,,,,,,,,,,,,,,,7.8
2025-01-29,,,,,,,,,,,,,,,,,,,,7.8
2025-01-30,,,,,,,,,,,,,,,,,,,,7.8
2025-01-31,,,,,,,,,,,,,,,,,,,,7.8
2025-02-03,,,,,,,,,,,,,,,,,,,,7.35
2025-02-04,,,,,,,,,,,,,,,,,,,,7.35
2025-02-05,,,,,,,,,,,,,,,,,,,,7.35
2025-02-06,,,,,,,,,,,,,,,,,,,,7.35
2025-02-07,,,,,,,,,,,,,,,,,,,,7.4
2025-02-10,,,,,,,,,,,,,,,,,,,,7.45
2025-02-11,,,,,,,,,,,,,,,,,,,,7.8
2025-02-12,,,,,,,,,,,,,,,,,,,,7.8
2025-02-13,,,,,,,,,,,,,,,,,,,,7.8
2025-02-14,,,,,,,,,,,,,,,,,,,,7.8
2025-02-17,,,,,,,,,,,,,,,,,,,,7.3
2025-02-18,,,,,,,,,,,,,,,,,,,,7.3
2025-02-19,,,,,,,,,,,,,,,,,,,,7.75
2025-02-20,,,,,,,,,,,,,,,,,,,,7.3
2025-02-21,,,,,,,,,,,,,,,,,,,,7.3
2025-02-24,,,,,,,,,,,,,,,,,,,,7.3
2025-02-25,,,,,,,,,,,,,,,,,,,,7.3
2025-02-26,,,,,,,,,,,,,,,,,,,,7.3
2025-02-27,,,,,,,,,,,,,,,,,,,,7.3
2025-02-28,,,,,,,,,,,,,,,,,,,,7.3
2025-03-03,,,,,,,,,,,,,,,,,,,,7.95
2025-03-04,,,,,,,,,,,,,,,,,,,,7.25
2025-03-05,,,,,,,,,,,,,,,,,,,,7.25
2025-03-06,,,,,,,,,,,,,,,,,,,,7.25
2025-03-07,,,,,,,,,,,,,,,,,,,,7.25
2025-03-10,,,,,,,,,,,,,,,,,,,,7.25
2025-03-11,,,,,,,,,,,,,,,,,,,,7.25
2025-03-12,,,,,,,,,,,,,,,,,,,,7.25
2025-03-13,,,,,,,,,,,,,,,,,,,,7.6
2025-03-14,,,,,,,,,,,,,,,,,,,,7.6
2025-03-17,,,,,,,,,,,,,,,,,,,,7.6
2025-03-18,,,,,,,,,,,,,,,,,,,,7.6
2025-03-19,,,,,,,,,,,,,,,,,,,,7.6
2025-03-20,,,,,,,,,,,,,,,,,,,,7.75
2025-03-21,,,,,,,,,,,,,,,,,,,,7.65
2025-03-24,,,,,,,,,,,,,,,,,,,,7.35
2025-03-25,,,,,,,,,,,,,,,,,,,,7.7
2025-03-26,,,,,,,,,,,,,,,,,,,,7.7
2025-03-27,,,,,,,,,,,,,,,,,,,,7.35
2025-03-28,,,,,,,,,,,,,,,,,,,,7.35
2025-03-31,,,,,,,,,,,,,,,,,,,,7.35
2025-04-01,,,,,,,,,,,,,,,,,,,,7.35
2025-04-02,,,,,,,,,,,,,,,,,,,,7.35
2025-04-03,,,,,,,,,,,,,,,,,,,,7.65
2025-04-04,,,,,,,,,,,,,,,,,,,,7.65
2025-04-07,,,,,,,,,,,,,,,,,,,,7.2
2025-04-08,,,,,,,,,,,,,,,,,,,,6.9
2025-04-09,,,,,,,,,,,,,,,,,,,,6.9
2025-04-10,,,,,,,,,,,,,,,,,,,,6.75
2025-04-11,,,,,,,,,,,,,,,,,,,,6.75
2025-04-14,,,,,,,,,,,,,,,,,,,,7.7
2025-04-15,,,,,,,,,,,,,,,,,,,,7.7
2025-04-16,,,,,,,,,,,,,,,,,,,,7.7
2025-04-17,,,,,,,,,,,,,,,,,,,,7.7
2025-04-22,,,,,,,,,,,,,,,,,,,,7.6
2025-04-23,,,,,,,,,,,,,,,,,,,,7.4
2025-04-24,,,,,,,,,,,,,,,,,,,,7.4
2025-04-25,,,,,,,,,,,,,,,,,,,,7.0
2025-04-28,,,,,,,,,,,,,,,,,,,,7.4
2025-04-29,,,,,,,,,,,,,,,,,,,,7.4
2025-04-30,,,,,,,,,,,,,,,,,,,,7.1
2025-05-02,,,,,,,,,,,,,,,,,,,,7.1
2025-05-05,,,,,,,,,,,,,,,,,,,,7.0
2025-05-06,,,,,,,,,,,,,,,,,,,,7.0
2025-05-07,,,,,,,,,,,,,,,,,,,,7.0
2025-05-08,,,,,,,,,,,,,,,,,,,,7.0
2025-05-09,,,,,,,,,,,,,,,,,,,,7.0
2025-05-12,,,,,,,,,,,,,,,,,,,,7.0
2025-05-13,,,,,,,,,,,,,,,,,,,,7.05
2025-05-14,,,,,,,,,,,,,,,,,,,,7.0
2025-05-15,,,,,,,,,,,,,,,,,,,,7.45
2025-05-16,,,,,,,,,,,,,,,,,,,,7.45
2025-05-19,,,,,,,,,,,,,,,,,,,,7.45
2025-05-20,,,,,,,,,,,,,,,,,,,,7.45
2025-05-21,,,,,,,,,,,,,,,,,,,,7.4
2025-05-22,,,,,,,,,,,,,,,,,,,,7.4
2025-05-23,,,,,,,,,,,,,,,,,,,,6.7
2025-05-26,,,,,,,,,,,,,,,,,,,,6.9
2025-05-27,,,,,,,,,,,,,,,,,,,,7.25
2025-05-28,,,,,,,,,,,,,,,,,,,,7.25
2025-05-29,,,,,,,,,,,,,,,,,,,,7.25
2025-05-30,,,,,,,,,,,,,,,,,,,,7.3
2025-06-02,,,,,,,,,,,,,,,,,,,,7.35
2025-06-03,,,,,,,,,,,,,,,,,,,,7.35
2025-06-04,,,,,,,,,,,,,,,,,,,,7.35
2025-06-05,,,,,,,,,,,,,,,,,,,,7.35
2025-06-06,,,,,,,,,,,,,,,,,,,,7.35
2025-06-09,,,,,,,,,,,,,,,,,,,,6.65
2025-06-10,,,,,,,,,,,,,,,,,,,,7.35
2025-06-11,,,,,,,,,,,,,,,,,,,,7.35
2025-06-12,,,,,,,,,,,,,,,,,,,,7.35
2025-06-13,,,,,,,,,,,,,,,,,,,,7.3
2025-06-16,,,,,,,,,,,,,,,,,,,,7.2
2025-06-17,,,,,,,,,,,,,,,,,,,,6.65
2025-06-18,,,,,,,,,,,,,,,,,,,,6.95
2025-06-19,,,,,,,,,,,,,,,,,,,,7.15
2025-06-20,,,,,,,,,,,,,,,,,,,,7.15
2025-06-23,,,,,,,,,,,,,,,,,,,,7.15
2025-06-24,,,,,,,,,,,,,,,,,,,,7.15
2025-06-25,,,,,,,,,,,,,,,,,,,,7.15
2025-06-26,,,,,,,,,,,,,,,,,,,,7.15
2025-06-27,,,,,,,,,,,,,,,,,,,,7.15
2025-06-30,,,,,,,,,,,,,,,,,,,,7.15
2025-07-01,,,,,,,,,,,,,,,,,,,,7.15
2025-07-02,,,,,,,,,,,,,,,,,,,,7.15
2025-07-03,,,,,,,,,,,,,,,,,,,,7.15
2025-07-04,,,,,,,,,,,,,,,,,,,,7.15
2025-07-07,,,,,,,,,,,,,,,,,,,,7.1
2025-07-08,,,,,,,,,,,,,,,,,,,,6.75
2025-07-09,,,,,,,,,,,,,,,,,,,,7.05
2025-07-10,,,,,,,,,,,,,,,,,,,,7.05
2025-07-11,,,,,,,,,,,,,,,,,,,,7.05
2025-07-14,,,,,,,,,,,,,,,,,,,,7.05
2025-07-15,,,,,,,,,,,,,,,,,,,,7.05
2025-07-16,,,,,,,,,,,,,,,,,,,,7.05
2025-07-17,,,,,,,,,,,,,,,,,,,,7.05
2025-07-18,,,,,,,,,,,,,,,,,,,,7.05
2025-07-21,,,,,,,,,,,,,,,,,,,,6.8
2025-07-22,,,,,,,,,,,,,,,,,,,,6.8
2025-07-23,,,,,,,,,,,,,,,,,,,,6.95
2025-07-24,,,,,,,,,,,,,,,,,,,,7.35
2025-07-25,,,,,,,,,,,,,,,,,,,,7.35
2025-07-28,,,,,,,,,,,,,,,,,,,,7.35
2025-07-29,,,,,,,,,,,,,,,,,,,,7.35
2025-07-30,,,,,,,,,,,,,,,,,,,,7.35
2025-07-31,,,,,,,,,,,,,,,,,,,,7.35
2025-08-01,,,,,,,,,,,,,,,,,,,,6.8
2025-08-04,,,,,,,,,,,,,,,,,,,,6.8
2025-08-05,,,,,,,,,,,,,,,,,,,,7.3
2025-08-06,,,,,,,,,,,,,,,,,,,,6.8
2025-08-07,,,,,,,,,,,,,,,,,,,,7.1
2025-08-08,,,,,,,,,,,,,,,,,,,,7.3
2025-08-11,,,,,,,,,,,,,,,,,,,,7.3
2025-08-12,,,,,,,,,,,,,,,,,,,,7.3
2025-08-13,,,,,,,,,,,,,,,,,,,,7.3
2025-08-14,,,,,,,,,,,,,,,,,,,,7.3
2025-08-15,,,,,,,,,,,,,,,,,,,,6.8
2025-08-18,,,,,,,,,,,,,,,,,,,,6.8
2025-08-19,,,,,,,,,,,,,,,,,,,,7.0
2025-08-20,,,,,,,,,,,,,,,,,,,,7.3
2025-08-21,,,,,,,,,,,,,,,,,,,,7.3
2025-08-22,,,,,,,,,,,,,,,,,,,,7.3
2025-08-25,,,,,,,,,,,,,,,,,,,,7.3
2025-08-26,,,,,,,,,,,,,,,,,,,,7.25
2025-08-27,,,,,,,,,,,,,,,,,,,,6.5
2025-08-28,,,,,,,,,,,,,,,,,,,,6.5
2025-08-29,,,,,,,,,,,,,,,,,,,,7.25
