,ALI2S FP Equity_DX_SI_QTY,ALI2S FP Equity_DX_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALI2S FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALI2S FP Equity_DX_SI_MV,ALI2S FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SUPPLY_SI_QTY,ALI2S FP Equity_DX_BROKER_SI_QTY,ALI2S FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALI2S FP Equity_DX_SUPPLY_SI_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALI2S FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_MV,ALI2S FP Equity_DX_BROKER_SI_CON_RATIO,ALI2S FP Equity_DX_DEMAND_SUPPLY_RATIO,ALI2S FP Equity_PX_LAST
2012-08-08,,,,,,,,,,,,,,,,,,,,2.5
2012-08-13,,,,,,,,,,,,,,,,,,,,2.8
2012-08-17,,,,,,,,,,,,,,,,,,,,2.51
2012-08-24,,,,,,,,,,,,,,,,,,,,2.78
2012-08-30,,,,,,,,,,,,,,,,,,,,3.11
2012-09-03,,,,,,,,,,,,,,,,,,,,3.21
2012-09-05,,,,,,,,,,,,,,,,,,,,3.38
2012-09-10,,,,,,,,,,,,,,,,,,,,2.71
2012-09-11,,,,,,,,,,,,,,,,,,,,2.66
2012-09-12,,,,,,,,,,,,,,,,,,,,2.67
2012-09-13,,,,,,,,,,,,,,,,,,,,3.2
2012-09-14,,,,,,,,,,,,,,,,,,,,2.67
2012-09-17,,,,,,,,,,,,,,,,,,,,2.75
2012-09-18,,,,,,,,,,,,,,,,,,,,2.75
2012-09-19,,,,,,,,,,,,,,,,,,,,2.75
2012-09-20,,,,,,,,,,,,,,,,,,,,2.54
2012-09-21,,,,,,,,,,,,,,,,,,,,2.98
2012-09-27,,,,,,,,,,,,,,,,,,,,2.99
2012-09-28,,,,,,,,,,,,,,,,,,,,2.63
2012-10-02,,,,,,,,,,,,,,,,,,,,2.15
2012-10-03,,,,,,,,,,,,,,,,,,,,2.3
2012-10-05,,,,,,,,,,,,,,,,,,,,2.36
2012-10-08,,,,,,,,,,,,,,,,,,,,2.3
2012-10-11,,,,,,,,,,,,,,,,,,,,2.3
2012-10-15,,,,,,,,,,,,,,,,,,,,2.51
2012-10-17,,,,,,,,,,,,,,,,,,,,2.16
2012-10-18,,,,,,,,,,,,,,,,,,,,2.3
2012-10-19,,,,,,,,,,,,,,,,,,,,2.32
2012-10-22,,,,,,,,,,,,,,,,,,,,2.3
2012-10-23,,,,,,,,,,,,,,,,,,,,2.2
2012-10-24,,,,,,,,,,,,,,,,,,,,2.22
2012-10-25,,,,,,,,,,,,,,,,,,,,2.24
2012-10-29,,,,,,,,,,,,,,,,,,,,2.22
2012-10-30,,,,,,,,,,,,,,,,,,,,2.22
2012-11-05,,,,,,,,,,,,,,,,,,,,2.2
2012-11-06,,,,,,,,,,,,,,,,,,,,2.2
2012-11-07,,,,,,,,,,,,,,,,,,,,2.21
2012-11-12,,,,,,,,,,,,,,,,,,,,2.21
2012-11-13,,,,,,,,,,,,,,,,,,,,2.15
2012-11-15,,,,,,,,,,,,,,,,,,,,2.15
2012-11-16,,,,,,,,,,,,,,,,,,,,2.15
2012-11-19,,,,,,,,,,,,,,,,,,,,2.0
2012-11-20,,,,,,,,,,,,,,,,,,,,2.03
2012-11-26,,,,,,,,,,,,,,,,,,,,2.05
2012-11-27,,,,,,,,,,,,,,,,,,,,2.3
2012-11-29,,,,,,,,,,,,,,,,,,,,2.05
2012-11-30,,,,,,,,,,,,,,,,,,,,2.05
2012-12-05,,,,,,,,,,,,,,,,,,,,2.01
2012-12-07,,,,,,,,,,,,,,,,,,,,2.05
2012-12-10,,,,,,,,,,,,,,,,,,,,2.41
2012-12-12,,,,,,,,,,,,,,,,,,,,2.03
2012-12-13,,,,,,,,,,,,,,,,,,,,2.25
2012-12-14,,,,,,,,,,,,,,,,,,,,2.24
2012-12-17,,,,,,,,,,,,,,,,,,,,2.08
2012-12-19,,,,,,,,,,,,,,,,,,,,2.3
2012-12-20,,,,,,,,,,,,,,,,,,,,2.07
2012-12-21,,,,,,,,,,,,,,,,,,,,2.07
2012-12-24,,,,,,,,,,,,,,,,,,,,2.08
2012-12-27,,,,,,,,,,,,,,,,,,,,2.07
2012-12-28,,,,,,,,,,,,,,,,,,,,2.11
2012-12-31,,,,,,,,,,,,,,,,,,,,2.27
2013-01-02,,,,,,,,,,,,,,,,,,,,2.13
2013-01-03,,,,,,,,,,,,,,,,,,,,2.13
2013-01-07,,,,,,,,,,,,,,,,,,,,2.08
2013-01-08,,,,,,,,,,,,,,,,,,,,2.12
2013-01-10,,,,,,,,,,,,,,,,,,,,2.13
2013-01-11,,,,,,,,,,,,,,,,,,,,2.13
2013-01-14,,,,,,,,,,,,,,,,,,,,2.1
2013-01-16,,,,,,,,,,,,,,,,,,,,2.1
2013-01-17,,,,,,,,,,,,,,,,,,,,2.13
2013-01-18,,,,,,,,,,,,,,,,,,,,2.14
2013-01-21,,,,,,,,,,,,,,,,,,,,2.13
2013-01-22,,,,,,,,,,,,,,,,,,,,2.1
2013-01-23,,,,,,,,,,,,,,,,,,,,2.1
2013-01-24,,,,,,,,,,,,,,,,,,,,2.1
2013-01-28,,,,,,,,,,,,,,,,,,,,2.08
2013-01-31,,,,,,,,,,,,,,,,,,,,2.1
2013-02-05,,,,,,,,,,,,,,,,,,,,2.25
2013-02-07,,,,,,,,,,,,,,,,,,,,2.11
2013-02-12,,,,,,,,,,,,,,,,,,,,2.1
2013-02-13,,,,,,,,,,,,,,,,,,,,2.1
2013-02-20,,,,,,,,,,,,,,,,,,,,2.11
2013-02-25,,,,,,,,,,,,,,,,,,,,2.13
2013-02-27,,,,,,,,,,,,,,,,,,,,2.13
2013-03-05,,,,,,,,,,,,,,,,,,,,2.1
2013-03-06,,,,,,,,,,,,,,,,,,,,2.1
2013-03-07,,,,,,,,,,,,,,,,,,,,2.0
2013-03-08,,,,,,,,,,,,,,,,,,,,2.0
2013-03-12,,,,,,,,,,,,,,,,,,,,2.05
2013-03-14,,,,,,,,,,,,,,,,,,,,2.05
2013-03-18,,,,,,,,,,,,,,,,,,,,2.05
2013-03-19,,,,,,,,,,,,,,,,,,,,2.05
2013-03-20,,,,,,,,,,,,,,,,,,,,1.8
2013-03-21,,,,,,,,,,,,,,,,,,,,1.8
2013-03-22,,,,,,,,,,,,,,,,,,,,1.8
2013-03-25,,,,,,,,,,,,,,,,,,,,1.8
2013-03-27,,,,,,,,,,,,,,,,,,,,1.8
2013-03-28,,,,,,,,,,,,,,,,,,,,1.8
2013-04-02,,,,,,,,,,,,,,,,,,,,1.8
2013-04-03,,,,,,,,,,,,,,,,,,,,1.8
2013-04-11,,,,,,,,,,,,,,,,,,,,1.82
2013-04-12,,,,,,,,,,,,,,,,,,,,1.84
2013-04-16,,,,,,,,,,,,,,,,,,,,1.51
2013-04-18,,,,,,,,,,,,,,,,,,,,1.5
2013-04-19,,,,,,,,,,,,,,,,,,,,1.5
2013-04-24,,,,,,,,,,,,,,,,,,,,1.52
2013-04-26,,,,,,,,,,,,,,,,,,,,1.8
2013-04-30,,,,,,,,,,,,,,,,,,,,1.8
2013-05-03,,,,,,,,,,,,,,,,,,,,1.53
2013-05-06,,,,,,,,,,,,,,,,,,,,1.5
2013-05-13,,,,,,,,,,,,,,,,,,,,1.5
2013-05-16,,,,,,,,,,,,,,,,,,,,1.5
2013-05-17,,,,,,,,,,,,,,,,,,,,1.5
2013-05-20,,,,,,,,,,,,,,,,,,,,1.5
2013-05-22,,,,,,,,,,,,,,,,,,,,1.8
2013-05-27,,,,,,,,,,,,,,,,,,,,1.79
2013-05-30,,,,,,,,,,,,,,,,,,,,1.8
2013-06-04,,,,,,,,,,,,,,,,,,,,1.6
2013-06-05,,,,,,,,,,,,,,,,,,,,1.51
2013-06-10,,,,,,,,,,,,,,,,,,,,1.51
2013-06-12,,,,,,,,,,,,,,,,,,,,1.53
2013-06-14,,,,,,,,,,,,,,,,,,,,2.0
2013-06-17,,,,,,,,,,,,,,,,,,,,1.8
2013-06-19,,,,,,,,,,,,,,,,,,,,1.8
2013-06-20,,,,,,,,,,,,,,,,,,,,1.7
2013-06-21,,,,,,,,,,,,,,,,,,,,1.89
2013-06-24,,,,,,,,,,,,,,,,,,,,1.52
2013-06-25,,,,,,,,,,,,,,,,,,,,1.7
2013-06-27,,,,,,,,,,,,,,,,,,,,1.9
2013-06-28,,,,,,,,,,,,,,,,,,,,1.8
2013-07-05,,,,,,,,,,,,,,,,,,,,1.81
2013-07-08,,,,,,,,,,,,,,,,,,,,1.89
2013-07-11,,,,,,,,,,,,,,,,,,,,1.81
2013-07-15,,,,,,,,,,,,,,,,,,,,1.71
2013-07-16,,,,,,,,,,,,,,,,,,,,1.9
2013-07-22,,,,,,,,,,,,,,,,,,,,2.0
2013-07-29,,,,,,,,,,,,,,,,,,,,1.61
2013-08-05,,,,,,,,,,,,,,,,,,,,1.88
2013-08-06,,,,,,,,,,,,,,,,,,,,1.89
2013-08-07,,,,,,,,,,,,,,,,,,,,1.67
2013-08-08,,,,,,,,,,,,,,,,,,,,1.67
2013-08-15,,,,,,,,,,,,,,,,,,,,1.63
2013-08-19,,,,,,,,,,,,,,,,,,,,1.7
2013-08-26,,,,,,,,,,,,,,,,,,,,1.75
2013-08-28,,,,,,,,,,,,,,,,,,,,1.7
2013-08-29,,,,,,,,,,,,,,,,,,,,1.6
2013-09-09,,,,,,,,,,,,,,,,,,,,1.91
2013-09-12,,,,,,,,,,,,,,,,,,,,1.75
2013-09-18,,,,,,,,,,,,,,,,,,,,1.53
2013-09-19,,,,,,,,,,,,,,,,,,,,1.5
2013-09-20,,,,,,,,,,,,,,,,,,,,1.5
2013-09-23,,,,,,,,,,,,,,,,,,,,1.51
2013-09-24,,,,,,,,,,,,,,,,,,,,1.51
2013-09-25,,,,,,,,,,,,,,,,,,,,1.67
2013-09-27,,,,,,,,,,,,,,,,,,,,1.5
2013-09-30,,,,,,,,,,,,,,,,,,,,1.52
2013-10-01,,,,,,,,,,,,,,,,,,,,1.51
2013-10-02,,,,,,,,,,,,,,,,,,,,1.52
2013-10-03,,,,,,,,,,,,,,,,,,,,1.55
2013-10-07,,,,,,,,,,,,,,,,,,,,1.55
2013-10-08,,,,,,,,,,,,,,,,,,,,1.86
2013-10-09,,,,,,,,,,,,,,,,,,,,1.8
2013-10-10,,,,,,,,,,,,,,,,,,,,1.79
2013-10-15,,,,,,,,,,,,,,,,,,,,1.79
2013-10-16,,,,,,,,,,,,,,,,,,,,1.58
2013-10-18,,,,,,,,,,,,,,,,,,,,1.56
2013-10-22,,,,,,,,,,,,,,,,,,,,1.79
2013-10-24,,,,,,,,,,,,,,,,,,,,1.62
2013-10-25,,,,,,,,,,,,,,,,,,,,1.6
2013-10-28,,,,,,,,,,,,,,,,,,,,1.75
2013-10-29,,,,,,,,,,,,,,,,,,,,1.78
2013-10-30,,,,,,,,,,,,,,,,,,,,1.8
2013-10-31,,,,,,,,,,,,,,,,,,,,1.59
2013-11-04,,,,,,,,,,,,,,,,,,,,1.6
2013-11-06,,,,,,,,,,,,,,,,,,,,1.67
2013-11-07,,,,,,,,,,,,,,,,,,,,1.88
2013-11-08,,,,,,,,,,,,,,,,,,,,1.89
2013-11-11,,,,,,,,,,,,,,,,,,,,1.74
2013-11-12,,,,,,,,,,,,,,,,,,,,1.91
2013-11-15,,,,,,,,,,,,,,,,,,,,1.75
2013-11-19,,,,,,,,,,,,,,,,,,,,1.7
2013-11-20,,,,,,,,,,,,,,,,,,,,1.7
2013-11-21,,,,,,,,,,,,,,,,,,,,1.7
2013-11-26,,,,,,,,,,,,,,,,,,,,1.62
2013-11-29,,,,,,,,,,,,,,,,,,,,1.65
2013-12-02,,,,,,,,,,,,,,,,,,,,1.65
2013-12-03,,,,,,,,,,,,,,,,,,,,1.66
2013-12-06,,,,,,,,,,,,,,,,,,,,1.6
2013-12-09,,,,,,,,,,,,,,,,,,,,1.61
2013-12-10,,,,,,,,,,,,,,,,,,,,1.6
2013-12-11,,,,,,,,,,,,,,,,,,,,1.6
2013-12-16,,,,,,,,,,,,,,,,,,,,1.6
2013-12-17,,,,,,,,,,,,,,,,,,,,1.61
2013-12-18,,,,,,,,,,,,,,,,,,,,1.6
2013-12-19,,,,,,,,,,,,,,,,,,,,1.6
2013-12-23,,,,,,,,,,,,,,,,,,,,1.6
2013-12-27,,,,,,,,,,,,,,,,,,,,1.75
2013-12-30,,,,,,,,,,,,,,,,,,,,1.79
2013-12-31,,,,,,,,,,,,,,,,,,,,1.74
2014-01-02,,,,,,,,,,,,,,,,,,,,1.8
2014-01-03,,,,,,,,,,,,,,,,,,,,1.95
2014-01-06,,,,,,,,,,,,,,,,,,,,1.98
2014-01-07,,,,,,,,,,,,,,,,,,,,1.98
2014-01-08,,,,,,,,,,,,,,,,,,,,2.01
2014-01-09,,,,,,,,,,,,,,,,,,,,2.01
2014-01-10,,,,,,,,,,,,,,,,,,,,2.01
2014-01-13,,,,,,,,,,,,,,,,,,,,2.02
2014-01-14,,,,,,,,,,,,,,,,,,,,2.05
2014-01-15,,,,,,,,,,,,,,,,,,,,2.02
2014-01-16,,,,,,,,,,,,,,,,,,,,2.03
2014-01-17,,,,,,,,,,,,,,,,,,,,2.09
2014-01-21,,,,,,,,,,,,,,,,,,,,2.08
2014-01-22,,,,,,,,,,,,,,,,,,,,2.15
2014-01-23,,,,,,,,,,,,,,,,,,,,2.19
2014-01-24,,,,,,,,,,,,,,,,,,,,2.16
2014-01-27,,,,,,,,,,,,,,,,,,,,2.07
2014-01-30,,,,,,,,,,,,,,,,,,,,2.16
2014-01-31,,,,,,,,,,,,,,,,,,,,2.2
2014-02-03,,,,,,,,,,,,,,,,,,,,2.2
2014-02-04,,,,,,,,,,,,,,,,,,,,2.2
2014-02-05,,,,,,,,,,,,,,,,,,,,2.2
2014-02-06,,,,,,,,,,,,,,,,,,,,2.21
2014-02-07,,,,,,,,,,,,,,,,,,,,2.2
2014-02-10,,,,,,,,,,,,,,,,,,,,2.2
2014-02-11,,,,,,,,,,,,,,,,,,,,2.2
2014-02-13,,,,,,,,,,,,,,,,,,,,2.2
2014-02-14,,,,,,,,,,,,,,,,,,,,2.2
2014-02-17,,,,,,,,,,,,,,,,,,,,2.2
2014-02-19,,,,,,,,,,,,,,,,,,,,2.2
2014-02-20,,,,,,,,,,,,,,,,,,,,2.06
2014-02-21,,,,,,,,,,,,,,,,,,,,2.2
2014-02-24,,,,,,,,,,,,,,,,,,,,2.2
2014-02-25,,,,,,,,,,,,,,,,,,,,2.2
2014-02-26,,,,,,,,,,,,,,,,,,,,2.2
2014-02-27,,,,,,,,,,,,,,,,,,,,2.21
2014-02-28,,,,,,,,,,,,,,,,,,,,2.47
2014-03-03,,,,,,,,,,,,,,,,,,,,2.15
2014-03-04,,,,,,,,,,,,,,,,,,,,2.19
2014-03-06,,,,,,,,,,,,,,,,,,,,1.84
2014-03-10,,,,,,,,,,,,,,,,,,,,1.84
2014-03-12,,,,,,,,,,,,,,,,,,,,2.08
2014-03-13,,,,,,,,,,,,,,,,,,,,2.07
2014-03-14,,,,,,,,,,,,,,,,,,,,1.88
2014-03-17,,,,,,,,,,,,,,,,,,,,1.9
2014-03-18,,,,,,,,,,,,,,,,,,,,1.9
2014-03-19,,,,,,,,,,,,,,,,,,,,1.9
2014-03-20,,,,,,,,,,,,,,,,,,,,1.9
2014-03-21,,,,,,,,,,,,,,,,,,,,1.83
2014-03-24,,,,,,,,,,,,,,,,,,,,1.88
2014-03-28,,,,,,,,,,,,,,,,,,,,1.85
2014-04-01,,,,,,,,,,,,,,,,,,,,1.85
2014-04-03,,,,,,,,,,,,,,,,,,,,1.85
2014-04-04,,,,,,,,,,,,,,,,,,,,1.85
2014-04-07,,,,,,,,,,,,,,,,,,,,1.85
2014-04-09,,,,,,,,,,,,,,,,,,,,1.85
2014-04-10,,,,,,,,,,,,,,,,,,,,1.78
2014-04-11,,,,,,,,,,,,,,,,,,,,1.76
2014-04-14,,,,,,,,,,,,,,,,,,,,1.76
2014-04-15,,,,,,,,,,,,,,,,,,,,1.76
2014-04-16,,,,,,,,,,,,,,,,,,,,1.7
2014-04-17,,,,,,,,,,,,,,,,,,,,1.71
2014-04-22,,,,,,,,,,,,,,,,,,,,1.99
2014-04-23,,,,,,,,,,,,,,,,,,,,1.97
2014-04-24,,,,,,,,,,,,,,,,,,,,1.71
2014-04-28,,,,,,,,,,,,,,,,,,,,1.95
2014-04-29,,,,,,,,,,,,,,,,,,,,1.77
2014-04-30,,,,,,,,,,,,,,,,,,,,1.76
2014-05-02,,,,,,,,,,,,,,,,,,,,1.76
2014-05-06,,,,,,,,,,,,,,,,,,,,1.7
2014-05-07,,,,,,,,,,,,,,,,,,,,1.75
2014-05-08,,,,,,,,,,,,,,,,,,,,1.75
2014-05-12,,,,,,,,,,,,,,,,,,,,1.75
2014-05-14,,,,,,,,,,,,,,,,,,,,1.7
2014-05-15,,,,,,,,,,,,,,,,,,,,1.71
2014-05-16,,,,,,,,,,,,,,,,,,,,1.61
2014-05-20,,,,,,,,,,,,,,,,,,,,1.71
2014-05-21,,,,,,,,,,,,,,,,,,,,1.71
2014-05-22,,,,,,,,,,,,,,,,,,,,1.71
2014-05-23,,,,,,,,,,,,,,,,,,,,1.66
2014-05-26,,,,,,,,,,,,,,,,,,,,1.66
2014-05-27,,,,,,,,,,,,,,,,,,,,1.65
2014-05-28,,,,,,,,,,,,,,,,,,,,1.7
2014-05-29,,,,,,,,,,,,,,,,,,,,1.67
2014-05-30,,,,,,,,,,,,,,,,,,,,1.67
2014-06-02,,,,,,,,,,,,,,,,,,,,1.67
2014-06-04,,,,,,,,,,,,,,,,,,,,1.6
2014-06-12,,,,,,,,,,,,,,,,,,,,1.6
2014-06-25,,,,,,,,,,,,,,,,,,,,1.6
2014-06-26,,,,,,,,,,,,,,,,,,,,1.55
2014-06-30,,,,,,,,,,,,,,,,,,,,1.57
2014-07-01,,,,,,,,,,,,,,,,,,,,1.58
2014-07-03,,,,,,,,,,,,,,,,,,,,1.58
2014-07-14,,,,,,,,,,,,,,,,,,,,1.69
2014-07-15,,,,,,,,,,,,,,,,,,,,1.7
2014-07-16,,,,,,,,,,,,,,,,,,,,1.68
2014-07-18,,,,,,,,,,,,,,,,,,,,1.61
2014-07-22,,,,,,,,,,,,,,,,,,,,1.58
2014-07-23,,,,,,,,,,,,,,,,,,,,1.61
2014-07-24,,,,,,,,,,,,,,,,,,,,1.56
2014-07-25,,,,,,,,,,,,,,,,,,,,1.55
2014-07-28,,,,,,,,,,,,,,,,,,,,1.55
2014-07-29,,,,,,,,,,,,,,,,,,,,1.55
2014-08-01,,,,,,,,,,,,,,,,,,,,1.5
2014-08-08,,,,,,,,,,,,,,,,,,,,1.5
2014-08-13,,,,,,,,,,,,,,,,,,,,1.5
2014-08-18,,,,,,,,,,,,,,,,,,,,1.55
2014-08-19,,,,,,,,,,,,,,,,,,,,1.53
2014-08-21,,,,,,,,,,,,,,,,,,,,1.58
2014-08-22,,,,,,,,,,,,,,,,,,,,1.53
2014-09-04,,,,,,,,,,,,,,,,,,,,1.53
2014-09-08,,,,,,,,,,,,,,,,,,,,1.5
2014-09-09,,,,,,,,,,,,,,,,,,,,1.31
2014-09-10,,,,,,,,,,,,,,,,,,,,1.35
2014-09-12,,,,,,,,,,,,,,,,,,,,1.35
2014-09-16,,,,,,,,,,,,,,,,,,,,1.2
2014-09-18,,,,,,,,,,,,,,,,,,,,1.25
2014-09-25,,,,,,,,,,,,,,,,,,,,1.25
2014-09-26,,,,,,,,,,,,,,,,,,,,1.23
2014-09-29,,,,,,,,,,,,,,,,,,,,1.23
2014-09-30,,,,,,,,,,,,,,,,,,,,1.22
2014-10-01,,,,,,,,,,,,,,,,,,,,1.26
2014-10-02,,,,,,,,,,,,,,,,,,,,1.2
2014-10-03,,,,,,,,,,,,,,,,,,,,1.2
2014-10-06,,,,,,,,,,,,,,,,,,,,1.21
2014-10-10,,,,,,,,,,,,,,,,,,,,1.2
2014-10-13,,,,,,,,,,,,,,,,,,,,1.2
2014-10-15,,,,,,,,,,,,,,,,,,,,1.2
2014-10-16,,,,,,,,,,,,,,,,,,,,1.35
2014-10-21,,,,,,,,,,,,,,,,,,,,1.2
2014-10-24,,,,,,,,,,,,,,,,,,,,1.2
2014-10-29,,,,,,,,,,,,,,,,,,,,1.2
2014-10-30,,,,,,,,,,,,,,,,,,,,1.34
2014-11-04,,,,,,,,,,,,,,,,,,,,1.33
2014-11-05,,,,,,,,,,,,,,,,,,,,1.2
2014-11-06,,,,,,,,,,,,,,,,,,,,1.2
2014-11-07,,,,,,,,,,,,,,,,,,,,1.2
2014-11-11,,,,,,,,,,,,,,,,,,,,1.2
2014-11-12,,,,,,,,,,,,,,,,,,,,1.04
2014-11-13,,,,,,,,,,,,,,,,,,,,1.05
2014-11-14,,,,,,,,,,,,,,,,,,,,1.1
2014-11-17,,,,,,,,,,,,,,,,,,,,1.32
2014-11-18,,,,,,,,,,,,,,,,,,,,1.11
2014-11-19,,,,,,,,,,,,,,,,,,,,1.31
2014-11-20,,,,,,,,,,,,,,,,,,,,1.31
2014-11-21,,,,,,,,,,,,,,,,,,,,1.06
2014-11-25,,,,,,,,,,,,,,,,,,,,1.31
2014-11-26,,,,,,,,,,,,,,,,,,,,1.07
2014-11-28,,,,,,,,,,,,,,,,,,,,1.31
2014-12-01,,,,,,,,,,,,,,,,,,,,1.33
2014-12-08,,,,,,,,,,,,,,,,,,,,1.3
2014-12-09,,,,,,,,,,,,,,,,,,,,1.3
2014-12-15,,,,,,,,,,,,,,,,,,,,1.07
2014-12-18,,,,,,,,,,,,,,,,,,,,1.07
2014-12-19,,,,,,,,,,,,,,,,,,,,1.2
2014-12-22,,,,,,,,,,,,,,,,,,,,1.2
2014-12-24,,,,,,,,,,,,,,,,,,,,1.19
2014-12-29,,,,,,,,,,,,,,,,,,,,1.1
2015-01-02,,,,,,,,,,,,,,,,,,,,1.1
2015-01-05,,,,,,,,,,,,,,,,,,,,1.14
2015-01-06,,,,,,,,,,,,,,,,,,,,1.14
2015-01-07,,,,,,,,,,,,,,,,,,,,1.15
2015-01-08,,,,,,,,,,,,,,,,,,,,1.1
2015-01-09,,,,,,,,,,,,,,,,,,,,1.12
2015-01-12,,,,,,,,,,,,,,,,,,,,1.17
2015-01-15,,,,,,,,,,,,,,,,,,,,1.18
2015-01-21,,,,,,,,,,,,,,,,,,,,1.3
2015-01-23,,,,,,,,,,,,,,,,,,,,1.2
2015-01-26,,,,,,,,,,,,,,,,,,,,1.2
2015-01-29,,,,,,,,,,,,,,,,,,,,1.11
2015-01-30,,,,,,,,,,,,,,,,,,,,1.2
2015-02-02,,,,,,,,,,,,,,,,,,,,1.1
2015-02-03,,,,,,,,,,,,,,,,,,,,1.11
2015-02-05,,,,,,,,,,,,,,,,,,,,1.15
2015-02-06,,,,,,,,,,,,,,,,,,,,1.17
2015-02-09,,,,,,,,,,,,,,,,,,,,1.25
2015-02-13,,,,,,,,,,,,,,,,,,,,1.16
2015-02-17,,,,,,,,,,,,,,,,,,,,1.39
2015-02-19,,,,,,,,,,,,,,,,,,,,1.6
2015-02-20,,,,,,,,,,,,,,,,,,,,1.6
2015-02-25,,,,,,,,,,,,,,,,,,,,1.58
2015-02-26,,,,,,,,,,,,,,,,,,,,1.6
2015-02-27,,,,,,,,,,,,,,,,,,,,1.37
2015-03-02,,,,,,,,,,,,,,,,,,,,1.6
2015-03-03,,,,,,,,,,,,,,,,,,,,1.59
2015-03-04,,,,,,,,,,,,,,,,,,,,1.6
2015-03-05,,,,,,,,,,,,,,,,,,,,1.6
2015-03-06,,,,,,,,,,,,,,,,,,,,1.6
2015-03-09,,,,,,,,,,,,,,,,,,,,1.61
2015-03-11,,,,,,,,,,,,,,,,,,,,1.61
2015-03-12,,,,,,,,,,,,,,,,,,,,1.79
2015-03-13,,,,,,,,,,,,,,,,,,,,1.78
2015-03-16,,,,,,,,,,,,,,,,,,,,1.61
2015-03-17,,,,,,,,,,,,,,,,,,,,1.78
2015-03-18,,,,,,,,,,,,,,,,,,,,1.78
2015-03-23,,,,,,,,,,,,,,,,,,,,1.63
2015-03-24,,,,,,,,,,,,,,,,,,,,1.64
2015-03-25,,,,,,,,,,,,,,,,,,,,1.32
2015-03-27,,,,,,,,,,,,,,,,,,,,1.3
2015-04-07,,,,,,,,,,,,,,,,,,,,1.31
2015-04-08,,,,,,,,,,,,,,,,,,,,1.31
2015-04-09,,,,,,,,,,,,,,,,,,,,1.31
2015-04-10,,,,,,,,,,,,,,,,,,,,1.3
2015-04-14,,,,,,,,,,,,,,,,,,,,1.3
2015-04-16,,,,,,,,,,,,,,,,,,,,1.31
2015-04-17,,,,,,,,,,,,,,,,,,,,1.31
2015-04-20,,,,,,,,,,,,,,,,,,,,1.43
2015-04-23,,,,,,,,,,,,,,,,,,,,1.43
2015-04-27,,,,,,,,,,,,,,,,,,,,1.41
2015-04-28,,,,,,,,,,,,,,,,,,,,1.41
2015-04-29,,,,,,,,,,,,,,,,,,,,1.33
2015-05-04,,,,,,,,,,,,,,,,,,,,1.47
2015-05-05,,,,,,,,,,,,,,,,,,,,1.51
2015-05-08,,,,,,,,,,,,,,,,,,,,1.57
2015-05-11,,,,,,,,,,,,,,,,,,,,1.88
2015-05-12,,,,,,,,,,,,,,,,,,,,1.83
2015-05-13,,,,,,,,,,,,,,,,,,,,1.8
2015-05-14,,,,,,,,,,,,,,,,,,,,1.6
2015-05-21,,,,,,,,,,,,,,,,,,,,1.6
2015-05-22,,,,,,,,,,,,,,,,,,,,1.8
2015-05-25,,,,,,,,,,,,,,,,,,,,1.78
2015-05-26,,,,,,,,,,,,,,,,,,,,1.62
2015-05-27,,,,,,,,,,,,,,,,,,,,1.79
2015-05-28,,,,,,,,,,,,,,,,,,,,1.8
2015-06-01,,,,,,,,,,,,,,,,,,,,1.7
2015-06-04,,,,,,,,,,,,,,,,,,,,1.69
2015-06-05,,,,,,,,,,,,,,,,,,,,1.7
2015-06-09,,,,,,,,,,,,,,,,,,,,1.66
2015-06-10,,,,,,,,,,,,,,,,,,,,1.8
2015-06-17,,,,,,,,,,,,,,,,,,,,1.66
2015-06-18,,,,,,,,,,,,,,,,,,,,1.66
2015-06-19,,,,,,,,,,,,,,,,,,,,1.66
2015-06-22,,,,,,,,,,,,,,,,,,,,1.78
2015-06-24,,,,,,,,,,,,,,,,,,,,1.65
2015-06-26,,,,,,,,,,,,,,,,,,,,1.65
2015-06-30,,,,,,,,,,,,,,,,,,,,1.62
2015-07-01,,,,,,,,,,,,,,,,,,,,1.91
2015-07-02,,,,,,,,,,,,,,,,,,,,1.83
2015-07-03,,,,,,,,,,,,,,,,,,,,1.81
2015-07-06,,,,,,,,,,,,,,,,,,,,1.81
2015-07-07,,,,,,,,,,,,,,,,,,,,1.79
2015-07-08,,,,,,,,,,,,,,,,,,,,1.79
2015-07-09,,,,,,,,,,,,,,,,,,,,1.79
2015-07-10,,,,,,,,,,,,,,,,,,,,1.8
2015-07-13,,,,,,,,,,,,,,,,,,,,1.84
2015-07-14,,,,,,,,,,,,,,,,,,,,1.84
