,CU9 FP Equity_DX_SI_QTY,CU9 FP Equity_DX_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU9 FP Equity_DX_SI_MV,CU9 FP Equity_DX_DSS,CU9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SUPPLY_SI_QTY,CU9 FP Equity_DX_BROKER_SI_QTY,CU9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU9 FP Equity_DX_BROKER_SI_MV_INC_x,CU9 FP Equity_DX_BROKER_SI_QTY_ADD,CU9 FP Equity_DX_SUPPLY_SI_MV_DEC,CU9 FP Equity_DX_BROKER_SI_QTY_INC,CU9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU9 FP Equity_DX_BROKER_SI_MV_INC_y,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU9 FP Equity_DX_BROKER_SI_MV_ADD,CU9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU9 FP Equity_DX_BROKER_SI_QTY_DEC,CU9 FP Equity_DX_SUPPLY_SI_MV,CU9 FP Equity_DX_BROKER_SI_MV_DEC,CU9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU9 FP Equity_DX_UTILIZATION_QUANTITY,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU9 FP Equity_DX_BROKER_SI_CON_RATIO,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU9 FP Equity_PX_LAST
2017-05-08,1100.0,252626.0,0.16,0.11,0.25,,252626.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,0.0,229.66
2017-05-09,1100.0,254441.0,0.16,0.11,0.25,,254441.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,0.0,231.31
2017-05-10,1100.0,255398.0,0.16,0.11,0.25,,255398.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,0.0,232.18
2017-05-11,1100.0,255002.0,0.16,0.11,0.26,,255002.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,0.0,231.82
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.21
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.22
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.46
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.15
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.77
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.45
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.77
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9
2017-05-24,12000.0,2773800.0,5.0,1.2,2.78,,2773800.0,0.0,12000.0,0.0,,,12000.0,,,,,,2.78,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,231.15
2017-05-25,12000.0,2771040.0,4.12,1.2,2.77,,2771040.0,0.0,12000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,230.92
2017-05-26,12000.0,2762880.0,4.09,1.2,2.77,,2762880.0,0.0,12000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,0.0,230.24
2017-05-29,12000.0,2765400.0,4.03,1.2,2.76,,2765400.0,0.0,12000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,230.45
2017-05-30,12000.0,2760720.0,3.91,1.2,2.77,,2760720.0,0.0,12000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,230.06
2017-05-31,12000.0,2758200.0,3.74,1.2,2.76,,2758200.0,0.0,12000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,229.85
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.89
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.49
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.07
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.87
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.02
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.35
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.56
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.62
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.15
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.87
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.34
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.21
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.27
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.23
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.96
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.72
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.47
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.16
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.64
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.59
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.96
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.31
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.29
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.49
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.52
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.19
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.82
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.76
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.48
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.74
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.77
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.52
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.38
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.51
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.81
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.28
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.12
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.47
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9
2017-08-02,1800.0,399312.0,1.05,0.16,0.4,,399312.0,0.0,1800.0,0.0,,,1800.0,,,,,,0.4,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,221.84
2017-08-03,1800.0,399420.0,1.03,0.16,0.4,,399420.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,221.9
2017-08-04,1800.0,402894.0,0.96,0.16,0.4,,402894.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,223.83
2017-08-07,1800.0,401814.0,0.72,0.16,0.4,,401814.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,223.23
2017-08-08,1800.0,402372.0,0.73,0.16,0.4,,402372.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,223.54
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.96
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.84
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.01
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.91
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.68
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.11
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.08
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.93
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.36
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.32
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.93
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.84
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.43
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.73
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.19
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.11
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.16
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.83
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.62
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.95
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.69
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.42
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.64
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.14
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.86
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.82
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.39
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.59
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.6
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.25
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.42
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.92
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.87
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.51
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.96
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.46
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.88
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.32
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.41
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.85
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.71
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.43
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.92
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.22
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.07
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.2
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.62
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.04
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.77
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.33
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.57
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.88
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.76
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.61
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.38
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.51
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.44
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.58
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.82
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.75
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.71
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.58
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.54
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.21
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.98
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.96
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.92
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.5
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.47
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.48
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.94
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.75
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.21
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.55
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.16
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.72
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.86
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.24
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.13
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.26
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.91
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.65
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.08
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.29
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.32
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.99
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.12
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.46
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.42
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.58
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.37
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.99
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.69
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.43
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.44
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.62
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.19
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.89
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.96
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.68
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.78
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.12
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.65
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.41
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.67
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.27
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.66
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.11
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.34
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.63
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.06
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.84
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.95
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.26
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.96
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.19
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.21
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.11
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.57
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.97
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.41
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.52
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.61
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.34
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.01
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.73
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.64
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.47
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.21
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.19
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.83
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.19
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.31
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.48
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.68
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.05
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.38
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.17
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.27
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.54
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.14
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.27
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.06
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.84
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.88
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.41
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.88
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.56
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.32
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.96
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.86
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.49
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.87
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.96
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.83
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.17
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.56
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.19
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.61
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.31
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.59
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.38
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.25
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.53
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.12
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.52
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.03
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.03
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.98
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.51
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.09
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.35
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.36
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.18
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.07
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.47
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.28
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.47
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.56
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.32
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.87
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.22
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.37
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.05
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.47
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.26
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.41
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.94
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.95
