,TKTT FP Equity_DX_SI_QTY,TKTT FP Equity_DX_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKTT FP Equity_DX_SI_MV,TKTT FP Equity_DX_DSS,TKTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY,TKTT FP Equity_DX_BROKER_SI_QTY,TKTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKTT FP Equity_DX_BROKER_SI_MV_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKTT FP Equity_DX_BROKER_SI_MV_INC_x,TKTT FP Equity_DX_SUPPLY_SI_MV_NEW,TKTT FP Equity_DX_BROKER_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_NEW,TKTT FP Equity_DX_SUPPLY_SI_MV_DEC,TKTT FP Equity_DX_BROKER_SI_QTY_INC,TKTT FP Equity_DX_SUPPLY_SI_QTY_DEC,TKTT FP Equity_DX_BROKER_SI_MV_NEW_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKTT FP Equity_DX_BROKER_SI_MV_INC_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKTT FP Equity_DX_BROKER_SI_MV_ADD,TKTT FP Equity_DX_SUPPLY_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV,TKTT FP Equity_DX_BROKER_SI_MV_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV_RMV,TKTT FP Equity_DX_BROKER_SI_MV_RMV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKTT FP Equity_DX_UTILIZATION_QUANTITY,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_MV,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKTT FP Equity_DX_BROKER_SI_CON_RATIO,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKTT FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-11-07,5159285.0,101483135.95,16.5,44.34,8.1,102.8,2.0,91800421.09,3325093.0,4667027.0,65404579.31,,,853.0,0.17,,,,3.29,8818.0,160705.0,,,0.17,853.0,,,157218.0,65.4,3.34,,,64.18,64.18,1855973.0,36506988.91,,36.44,64.22,15.83,0.1293,19.42,0.9958
2018-11-08,5179841.0,103596820.0,16.57,44.39,8.13,104.21,2.0,93751660.0,3329266.0,4687583.0,66585320.0,,,14858.0,0.87,,,,0.18,24148.0,10685.0,,,0.87,14858.0,,,3592.0,66.01,0.0,,,64.03,64.03,1870539.0,37410780.0,,37.2,63.96,15.83,0.1297,19.73,0.9962
2018-11-09,5165067.0,100098998.46,16.52,44.6,8.11,103.89,2.0,90384618.42,3274577.0,4663809.0,63461302.26,,,244700.0,2.3,,100000.0,,5.87,112976.0,299389.0,,,2.3,244700.0,1.94,,236750.0,65.4,4.87,,,66.35,66.35,1660913.0,32188493.94,,33.31,66.26,15.8,0.1228,18.45,1.0465
2018-11-12,5477132.0,106530217.4,17.52,47.74,8.6,109.27,2.0,94505099.3,3237402.0,4858874.0,62967468.9,,,42029.0,5.28,,,,3.51,294983.0,163204.0,,,5.28,42029.0,,84000.0,99918.0,63.34,1.93,,,65.94,65.94,1672426.0,32528685.7,,32.7,65.95,15.13,0.1228,20.24,1.1155
2018-11-13,5480134.0,105492579.5,17.53,48.16,8.6,107.56,2.0,95393394.25,3231555.0,4955501.0,62207433.75,,,51057.0,2.66,,,,1.24,164000.0,60344.0,,,2.66,51057.0,,3440.0,67373.0,62.88,1.81,,,66.67,66.67,1615612.0,31100531.0,,31.3,66.77,15.56,0.1218,20.24,1.1306
2018-11-14,5651974.0,112078644.42,18.08,49.1,8.87,111.26,2.0,99253492.77,3357812.0,5005219.0,66585411.96,,,188283.0,0.98,,,,1.49,62347.0,75624.0,,,0.98,188283.0,,13598.0,12629.0,65.06,0.36,,,70.19,70.19,1426079.0,28279146.57,,27.74,70.11,15.13,0.1208,20.16,1.1815
2018-11-15,5438827.0,107525609.79,17.48,46.92,8.54,109.05,2.0,96130774.89,3272071.0,4862457.0,64688843.67,,,,1.2,,,,2.46,18445.0,147524.0,,,1.2,,,61783.0,161207.0,64.71,2.74,,,68.23,68.23,1523304.0,30115720.08,,30.18,68.2,14.98,0.1243,20.52,1.1342
2018-11-16,5348615.0,103977075.6,17.19,46.08,8.39,106.19,2.0,92589298.56,3288280.0,4762824.0,63924163.2,,1630.0,21261.0,0.34,0.03,,,0.2,20367.0,8464.0,,1630.0,0.34,21261.0,,1782.0,120000.0,64.66,2.37,,,68.4,68.4,1519230.0,29533831.2,,29.76,68.48,15.78,0.1292,20.67,1.1126
2018-11-19,5359481.0,101830139.0,17.22,45.85,8.41,104.8,2.0,90889673.0,3263695.0,4783667.0,62010205.0,,,46795.0,0.34,,,,1.51,36921.0,71380.0,,,0.34,46795.0,,,16078.0,63.32,0.84,,,67.81,67.81,1549432.0,29439208.0,,29.95,67.89,15.84,0.1289,20.29,1.1135
2018-11-20,5429810.0,103872265.3,17.45,47.23,8.52,105.25,2.0,91647047.5,3329411.0,4790750.0,63691632.43,,,170064.0,0.0,,,,2.09,7327.0,104985.0,,,0.0,170064.0,,637.0,244.0,63.92,0.09,,,69.54,69.54,1458233.0,27895997.29,,27.89,69.62,15.41,0.1279,20.34,1.1341
2018-11-21,5336784.0,102786459.84,17.15,46.54,8.38,103.86,2.0,92664694.26,3248923.0,4811251.0,62574256.98,,,1087.0,0.91,,,,1.74,41610.0,92353.0,,,0.91,1087.0,,10778.0,21109.0,62.55,0.36,,,67.85,67.85,1539626.0,29653196.76,,29.61,67.87,16.47,0.1312,20.73,1.1145
2018-11-22,5297290.0,105627962.6,17.02,46.27,8.31,104.32,2.0,96165794.52,3255823.0,4822758.0,64921110.62,,,61765.0,0.36,,,,1.19,18060.0,66762.0,,,0.36,61765.0,,11897.0,6553.0,62.91,0.06,,,67.56,67.56,1563132.0,31168852.08,,30.32,67.47,16.35,0.1338,21.32,1.0993
2018-11-23,5297045.0,106046840.9,17.02,46.94,8.31,107.53,2.0,96354037.78,3245356.0,4812889.0,64972027.12,,,18000.0,0.73,,,,0.46,8852.0,36356.0,,,0.73,18000.0,,7889.0,18721.0,64.95,0.0,,,67.93,67.93,1532039.0,30671420.78,,30.68,67.92,16.12,0.1321,20.78,1.1088
2018-11-26,5148274.0,105333686.04,16.54,46.24,8.08,105.22,2.0,95446493.34,3185212.0,4665029.0,65169437.52,,,975.0,0.1,,,,1.28,3665.0,63180.0,,,0.1,975.0,,2061.0,151525.0,63.87,2.84,,,65.33,65.33,1690265.0,34582821.9,,34.09,65.2,16.58,0.1336,20.47,1.056
2018-11-27,5239137.0,109812311.52,16.84,47.1,8.22,109.69,2.0,99818688.32,3184776.0,4762342.0,66752904.96,,,4171.0,2.7,,,,0.24,103313.0,17287.0,,,2.7,4171.0,,12680.0,6000.0,65.45,0.0,,,65.41,65.41,1683987.0,35296367.52,,34.8,65.29,16.41,0.1311,20.15,1.0761
2018-11-28,5292723.0,114746234.64,17.01,48.66,8.31,113.23,2.0,104970874.4,3155000.0,4841830.0,68400400.0,,,23090.0,2.71,,,,0.93,88182.0,52866.0,,,2.71,23090.0,,,8694.0,66.12,0.0,,,64.74,64.74,1718370.0,37254261.6,,36.31,64.55,16.87,0.1322,19.92,1.0861
2018-11-29,5327092.0,117409107.68,17.12,47.15,8.36,117.38,2.0,106990535.2,3193963.0,4854380.0,70394944.52,,,43485.0,1.15,,,,0.0,14144.0,4522.0,,,1.15,43485.0,,,1594.0,69.07,0.0,,,65.54,65.54,1679509.0,37016378.36,,36.39,65.49,16.91,0.1307,19.63,1.0931
2018-11-30,5357054.0,117212341.52,17.21,47.51,8.41,119.7,2.0,106708803.76,3210587.0,4877002.0,70247643.56,,,34100.0,2.18,,,,0.47,61080.0,33426.0,,,2.18,34100.0,,15950.0,38458.0,70.9,0.41,,,80.09,65.84,798021.0,17460699.48,,17.66,80.06,17.58,0.1302,18.86,1.0985
2018-12-03,5575220.0,113399974.8,17.92,50.0,8.75,121.64,2.0,103934206.62,3438133.0,5109843.0,69931625.22,,,238030.0,6.58,,,,0.83,298010.0,29428.0,,,6.58,238030.0,,18944.0,65169.0,74.56,3.8,,,70.45,70.45,1442093.0,29332171.62,,31.33,70.42,17.57,0.1321,17.74,1.1424
2018-12-04,5354852.0,109560271.92,17.21,48.31,8.4,111.62,2.0,100504839.6,3412426.0,4912260.0,69818235.96,,,4080.0,0.0,,,,0.76,8833.0,30101.0,,,0.0,4080.0,,314.0,206416.0,69.46,6.51,,,69.75,69.75,1480149.0,30283848.54,,30.18,69.71,18.03,0.1322,18.17,1.0945
2018-12-05,5557551.0,108038791.44,17.86,50.6,8.72,115.2,2.0,99995335.92,3391847.0,5143793.0,65937505.68,,,5141.0,4.93,,9181.0,,0.58,222352.0,31088.0,,,4.93,5141.0,0.19,5368.0,,69.07,,,,69.46,69.46,1491195.0,28988830.8,,30.4,69.44,17.56,0.1337,17.6,1.1381
2018-12-06,5404392.0,100683822.96,17.37,50.1,8.48,105.64,2.0,96044114.61,3275552.0,5155347.0,61023533.76,,,10330.0,0.0,,,,3.27,15809.0,126625.0,,,0.0,10330.0,,,4255.0,63.3,0.65,,,86.89,67.78,494238.0,9207653.94,,9.54,86.9,18.07,0.1402,18.29,1.1182
2018-12-07,5389838.0,102945905.8,17.32,50.6,8.46,103.0,2.0,98319217.3,3379693.0,5147603.0,64552136.3,,106695.0,2268.0,0.0,1.99,,,0.19,2256.0,6822.0,,106695.0,0.0,2268.0,,2000.0,10000.0,63.09,0.2,,,67.53,67.53,1624800.0,31033680.0,,30.51,67.4,18.07,0.1417,18.29,1.077
2018-12-10,5437054.0,101890391.96,17.47,52.66,8.53,105.48,2.0,97544342.34,3359863.0,5205141.0,62963832.62,,,200.0,1.52,,,,0.32,67045.0,20030.0,,,1.52,200.0,,,9507.0,64.17,0.0,,,88.38,67.12,441897.0,8281149.78,,8.46,88.35,17.87,0.1421,17.89,1.0862
2018-12-11,5569916.0,106106899.8,17.9,55.21,8.74,107.08,2.0,101765080.95,3392316.0,5341999.0,64623619.8,,,86407.0,3.54,,,,1.29,191185.0,64241.0,,,3.54,86407.0,,10287.0,54327.0,63.89,1.34,,,88.1,67.67,458084.0,8726500.2,,8.62,88.12,17.28,0.1439,19.31,1.1111
2018-12-12,5611308.0,110374428.36,18.03,56.07,8.81,109.68,2.0,105875820.68,3423821.0,5382604.0,67346559.07,,,45321.0,1.17,,,,0.21,41267.0,13816.0,,,1.17,45321.0,,,662.0,65.28,0.0,,,86.65,68.3,527308.0,10372148.36,,10.06,86.65,17.16,0.1439,19.24,1.1194
2018-12-13,5608369.0,108914525.98,18.02,56.99,8.8,111.86,2.0,104671158.88,3416166.0,5389864.0,66341943.72,,,13306.0,1.03,,,,0.19,10323.0,20961.0,,,1.03,13306.0,,,3063.0,67.12,0.0,,,81.54,68.11,773141.0,15014398.22,,15.19,81.54,17.37,0.1442,19.23,1.1182
2018-12-14,5581677.0,107056564.86,17.94,56.99,8.76,110.06,2.0,103121020.66,3384058.0,5376487.0,64906232.44,,,,0.22,,,,0.67,11458.0,32108.0,,,0.22,,,,24835.0,65.81,0.9,,,81.32,67.43,777236.0,14907386.48,,15.12,81.31,17.42,0.1444,19.34,1.1122
2018-12-17,5573214.0,103327387.56,17.91,57.09,8.75,107.58,2.0,99571943.7,3363513.0,5370655.0,62359531.02,,,14355.0,0.0,,,,0.88,4881.0,34900.0,,,0.0,14355.0,,,10713.0,64.17,1.07,,,80.4,67.13,819995.0,15202707.3,,15.64,80.41,17.59,0.1443,19.23,1.1124
2018-12-18,5561522.0,101497776.5,17.87,56.34,8.73,104.42,2.0,98025860.0,3349459.0,5371280.0,61127626.75,,,7607.0,0.0,,,,0.57,6357.0,21661.0,,,0.0,7607.0,,,5732.0,61.93,0.24,,,80.2,66.64,826697.0,15087220.25,,15.28,80.21,17.64,0.1454,19.35,1.1065
2018-12-19,5594382.0,100642932.18,17.98,56.86,8.78,103.55,2.0,97137850.53,3390067.0,5399547.0,60987305.33,,,36984.0,0.31,,,,0.12,39175.0,1876.0,,,0.31,36984.0,,5500.0,10908.0,61.77,0.55,,,81.96,67.59,746244.0,13424929.56,,13.6,81.96,18.03,0.1452,19.06,1.1155
2018-12-20,5580417.0,97322472.48,17.93,56.78,8.76,101.23,2.0,93924550.08,3386559.0,5385582.0,59061588.96,,,9804.0,,,,,0.25,,13312.0,,,,9804.0,,,13965.0,60.65,0.79,,,81.69,67.42,759115.0,13238965.6,,13.6,81.69,17.96,0.145,19.04,1.1109
2018-12-21,5543073.0,97613515.53,17.81,56.65,8.7,99.07,2.0,94248191.7,3335643.0,5351970.0,58740673.23,,,20102.0,0.0,,,,1.46,9198.0,71018.0,,,0.0,20102.0,,,42810.0,58.53,1.09,,,81.47,66.33,758473.0,13356709.53,,13.29,81.5,17.92,0.1456,19.35,1.1022
2018-12-24,5537663.0,93586504.7,17.79,57.28,8.69,98.1,2.0,90516602.8,3339095.0,5356012.0,56430705.5,,,14126.0,0.23,,,,0.24,7422.0,10674.0,,,0.23,14126.0,,,3380.0,58.67,0.27,,,81.53,66.4,756607.0,12786658.3,,13.26,81.56,18.33,0.1458,19.14,1.1012
2018-12-25,5537663.0,93586504.7,17.79,59.07,8.69,97.38,2.0,90516602.8,3339095.0,5356012.0,56430705.5,,,,,,,,,,,,,,,,,,57.55,,,,81.53,66.4,756607.0,12786658.3,,13.2,81.34,18.1,0.146,19.33,1.1012
2018-12-26,5537663.0,93586504.7,17.79,59.07,8.69,95.93,2.0,90516602.8,3339095.0,5356012.0,56430705.5,,,,,,,,,,,,,,,,,,56.63,,,,81.53,66.4,756607.0,12786658.3,,12.85,81.51,18.15,0.1462,19.27,1.1012
2018-12-27,5550281.0,94743296.67,17.83,59.2,8.71,95.68,2.0,91736399.1,3353469.0,5374130.0,57243715.83,,,22591.0,0.3,,,,0.17,20000.0,8217.0,,,0.3,22591.0,,,1882.0,56.65,0.05,,,78.87,66.49,898302.0,15334015.14,,15.17,78.88,18.04,0.1464,19.32,1.1004
2018-12-28,5543674.0,97014295.0,17.81,60.79,8.7,96.96,2.0,93931652.5,3349469.0,5367523.0,58615707.5,,,9452.0,,,,,0.2,,15095.0,,,,9452.0,,1643.0,6607.0,57.2,0.11,,,83.35,66.34,669122.0,11709635.0,,11.4,83.38,17.98,0.147,19.41,1.098
2018-12-31,5549178.0,97221598.56,17.83,61.68,8.71,98.52,2.0,93593469.36,3330771.0,5342093.0,58355107.92,,,,,,,,0.25,,18698.0,,,,,,,25430.0,57.95,0.0,,,84.0,66.07,634317.0,11113233.84,,11.07,83.96,17.93,0.1457,19.35,1.1008
2019-01-01,5549178.0,97221598.56,17.83,62.85,8.71,98.57,2.0,93593469.36,3334771.0,5342093.0,58425187.92,,,4000.0,,,,,,,,,,,4000.0,,,,57.91,,,,79.61,66.2,854045.0,14962868.4,,14.72,79.73,17.94,0.1458,19.34,1.1016
2019-01-02,5545053.0,96927526.44,17.82,62.8,8.7,99.31,2.0,93307680.64,3330771.0,5337968.0,58221877.08,,,2234.0,,,,,0.05,,6234.0,,,,2234.0,,,4125.0,58.63,0.05,,,91.47,65.92,310809.0,5432941.32,,5.47,91.47,17.91,0.1458,19.3,1.0974
2019-01-03,5604360.0,97235646.0,18.01,63.51,8.79,99.31,2.0,93745051.55,3322548.0,5403173.0,57646207.8,,,3839.0,1.41,,,,0.25,82000.0,11728.0,,,1.41,3839.0,,,16795.0,57.91,0.51,0.01,,91.45,65.59,310809.0,5392536.15,334.0,5.42,91.44,17.64,0.1433,19.08,1.1063
2019-01-04,5509668.0,98127187.08,17.7,61.49,8.65,98.03,2.0,94544046.61,3345426.0,5308481.0,59582037.06,,,77280.0,0.0,,,,0.96,1261.0,54402.0,,,0.0,77280.0,,,95953.0,58.23,1.86,,,91.5,66.12,310809.0,5535508.29,,5.42,91.49,17.75,0.1471,19.56,1.089
2019-01-07,5517631.0,101414057.78,17.73,61.87,8.66,100.58,2.0,97716240.72,3338969.0,5316444.0,61370250.22,,,,0.22,,,,0.06,8148.0,6457.0,,,0.22,,,,185.0,59.17,0.0,,,90.59,66.21,346686.0,6372088.68,,6.18,90.54,17.7,0.1469,19.57,1.094
2019-01-08,5517800.0,104341598.0,17.73,62.66,8.66,104.08,2.0,100651292.59,3312242.0,5322649.0,62634496.22,,,916.0,1.37,,,,0.3,31972.0,27643.0,,,1.37,916.0,,,25767.0,61.08,0.0,,,90.3,65.64,355999.0,6731941.09,,6.58,90.27,17.42,0.1476,19.55,1.0935
2019-01-09,5506552.0,103963701.76,17.69,61.43,8.64,105.39,2.0,100279250.88,3306367.0,5311401.0,62424208.96,,,,0.32,,,,0.08,2000.0,5875.0,,,0.32,,,,13248.0,62.12,0.0,,,91.23,65.88,317729.0,5998723.52,,5.98,91.22,17.56,0.1474,19.46,1.0971
2019-01-10,5492413.0,104355847.0,17.65,60.57,8.62,105.78,2.0,100695706.0,3312676.0,5299774.0,62940844.0,,,11717.0,0.24,,,,0.09,9749.0,6434.0,,,0.24,11717.0,,1026.0,21376.0,62.67,0.2,,,91.48,65.71,308487.0,5861253.0,,5.84,91.48,17.6,0.1474,19.5,1.0894
2019-01-11,5536269.0,103528230.3,17.79,60.59,8.69,106.68,2.0,99299225.3,3323657.0,5310119.0,62152385.9,,,,0.62,,,,0.48,31650.0,25819.0,,,0.62,,,36800.0,21305.0,63.17,0.44,,,90.32,65.65,356167.0,6660322.9,,6.77,90.32,17.56,0.1441,19.26,1.0935
2019-01-14,5574564.0,101066845.32,17.91,61.33,8.75,105.2,2.0,96624052.56,3340225.0,5329512.0,60558279.25,,,59929.0,0.33,,,,1.0,34227.0,43361.0,,,0.33,59929.0,,,14834.0,62.26,0.97,,,84.07,66.15,633049.0,11477178.37,,11.81,84.05,17.47,0.1418,18.9,1.104
2019-01-15,5557145.0,97583466.2,17.86,63.67,8.72,102.02,2.0,93280353.08,3316158.0,5312093.0,58231734.48,,,4593.0,0.0,,,,0.77,14478.0,28764.0,,,0.0,4593.0,,104.0,31897.0,60.17,1.33,,,85.22,65.67,575321.0,10102636.76,,10.47,85.18,17.59,0.1417,18.93,1.1005
2019-01-16,5336665.0,97927802.75,17.15,61.09,8.37,96.54,2.0,92749781.4,3277257.0,5054484.0,60137665.95,,,7634.0,,,,,0.93,,49002.0,,,,7634.0,,2467.0,257609.0,58.03,5.78,,,83.43,64.84,650849.0,11943079.15,,11.51,83.45,17.3,0.1382,17.75,1.0559
2019-01-17,5275348.0,95483798.8,16.95,59.16,8.28,98.07,2.0,89565913.3,3215940.0,4948393.0,58208514.0,,,32729.0,,,,,1.65,,94046.0,,,,32729.0,,,106091.0,58.83,1.01,,,84.78,63.6,577116.0,10445799.6,,10.57,84.76,17.79,0.135,17.82,1.0432
2019-01-18,5286937.0,99817370.56,16.99,60.2,8.3,98.5,2.0,92686337.92,3227529.0,4909234.0,60935747.52,,,60639.0,,,,,1.1,,54611.0,,,,60639.0,,5561.0,39159.0,58.78,0.73,,,87.41,63.86,464723.0,8773970.24,,8.42,87.47,17.19,0.1327,17.47,1.0461
2019-01-21,5292672.0,101619302.4,17.01,61.24,8.31,100.03,2.0,94165324.8,3164372.0,4904444.0,60755942.4,,,10525.0,,,,,1.09,,73682.0,,,,10525.0,,,4790.0,59.85,0.0,,,85.95,62.71,517277.0,9931718.4,,9.76,85.98,17.22,0.1316,17.3,1.0489
2019-01-22,5351884.0,103719511.92,17.2,64.39,8.4,104.54,2.0,93204040.2,3295739.0,4809290.0,63871421.82,,,29881.0,0.58,,,,0.2,4750.0,23700.0,,,0.58,29881.0,,125186.0,99904.0,63.39,1.4,,,83.95,64.44,630017.0,12209729.46,,12.12,83.95,16.04,0.1257,17.12,1.0464
2019-01-23,5230286.0,101415245.54,16.81,64.08,8.21,102.79,2.0,92161096.58,3149530.0,4753022.0,61069386.7,,,1176.0,0.75,,,,2.84,26655.0,153401.0,,,0.75,1176.0,,6016.0,82923.0,60.97,1.64,,,82.7,61.6,658735.0,12772871.65,,12.75,82.71,16.43,0.1263,17.68,1.0229
2019-01-24,5236697.0,101172986.04,16.83,64.45,8.22,103.29,2.0,92196218.52,3153777.0,4772061.0,60930971.64,,,31476.0,1.13,,,,0.44,53525.0,27229.0,,,1.13,31476.0,,,34486.0,61.38,0.65,,,82.47,61.68,670317.0,12950524.44,,13.06,82.45,16.45,0.1288,18.69,1.0242
2019-01-25,5186796.0,102335485.08,16.67,64.76,8.14,101.98,2.0,94368392.7,3092496.0,4782990.0,61014946.08,,,81.0,0.15,,,,1.38,15981.0,61362.0,,,0.15,81.0,,,5052.0,59.73,0.05,,,80.94,60.43,728355.0,14370444.15,,14.06,80.94,16.45,0.1307,18.92,1.0135
2019-01-28,5171271.0,102701442.06,16.62,66.19,8.12,103.64,2.0,94879461.9,3081721.0,4777415.0,61202979.06,,,544.0,,,,,0.1,,11319.0,,,,544.0,,,5575.0,60.67,0.0,,,84.71,60.16,556094.0,11044026.84,,10.94,84.72,16.58,0.131,18.94,1.0095
2019-01-29,5319996.0,104537921.4,17.09,68.1,8.35,106.92,2.0,94661575.95,3232446.0,4817383.0,63517563.9,,,111446.0,0.88,,,,0.1,45435.0,6260.0,,,0.88,111446.0,,45539.0,5467.0,64.09,0.0,,,82.51,63.11,685052.0,13461271.8,,13.59,82.51,16.2,0.127,18.38,1.0387
2019-01-30,5166529.0,99300687.38,16.6,66.43,8.11,102.2,2.0,91465193.1,3083502.0,4758855.0,59264908.44,,,15426.0,,,,,3.63,,168370.0,,,,15426.0,,4000.0,58528.0,60.24,1.67,,,79.44,60.31,798276.0,15342864.72,,15.6,79.43,15.92,0.1293,18.62,1.0106
2019-01-31,5272204.0,100066431.92,16.94,68.32,8.27,102.58,2.0,92180507.64,3082691.0,4856718.0,58509475.18,,,4900.0,1.75,,,,0.74,112957.0,23534.0,,,1.75,4900.0,,17823.0,15094.0,59.17,0.3,,,79.12,60.47,813370.0,15437762.6,,15.61,79.13,15.57,0.1278,19.03,1.0342
2019-02-01,5179055.0,98971741.05,16.64,68.24,8.13,99.96,2.0,91543129.86,3030147.0,4790326.0,57906109.17,,,17239.0,0.0,,,,1.44,3500.0,72686.0,,,0.0,17239.0,,2903.0,69892.0,57.58,1.36,,,77.7,59.25,869890.0,16623597.9,,16.53,77.69,15.78,0.1294,19.33,1.0127
2019-02-04,5120368.0,98925509.76,16.45,65.08,8.04,99.98,2.0,91559721.12,2997845.0,4739116.0,57918365.4,,,7028.0,0.06,,,,0.65,1824.0,40157.0,,,0.06,7028.0,,827.0,53034.0,57.43,0.54,,,79.76,59.15,760663.0,14696009.16,,14.57,79.77,15.9,0.1295,19.21,1.0103
2019-02-05,4999953.0,96949088.67,16.07,65.68,7.85,98.18,2.0,89802438.81,2954379.0,4631379.0,57285408.81,,,1064.0,,,,,0.78,,44530.0,,,,1064.0,,,107737.0,57.17,2.1,,,79.34,58.37,769350.0,14917696.5,,14.89,79.33,16.37,0.1314,19.08,0.9879
2019-02-06,5091395.0,98009353.75,16.36,66.77,7.99,100.1,2.0,90316976.75,3045821.0,4691791.0,58632054.25,,,112797.0,1.42,,,,0.36,74769.0,21355.0,,,1.42,112797.0,,,14357.0,59.13,0.23,,,80.34,60.35,745301.0,14347044.25,,14.49,80.32,16.14,0.13,18.7,1.0088
2019-02-07,4970399.0,92697941.35,15.97,65.88,7.8,96.38,2.0,85454001.6,2934435.0,4581984.0,54727212.75,,,4270.0,,,,,2.36,,115656.0,,,,4270.0,,,109807.0,56.38,2.28,,,79.33,58.28,764505.0,14258018.25,,14.74,79.27,16.62,0.1292,17.46,0.9871
2019-02-08,4917933.0,85326137.55,15.8,63.82,7.72,91.51,2.0,77686082.4,2988820.0,4477584.0,51856027.0,,,69875.0,,,,,0.37,,15490.0,,,,69875.0,,,104400.0,55.47,2.57,,,83.74,59.37,580460.0,10070981.0,,10.85,83.64,16.95,0.1301,17.63,0.9769
2019-02-11,4994197.0,85450710.67,16.05,57.52,7.84,87.87,2.0,78225978.95,2985204.0,4571945.0,51076840.44,,,29178.0,1.78,,,,1.01,140002.0,47480.0,,,1.78,29178.0,,14686.0,45641.0,51.88,2.6,,,83.96,59.62,570282.0,9757525.02,,9.93,83.93,16.15,0.1276,16.76,0.9974
2019-02-12,4911959.0,84240096.85,15.78,55.84,7.71,85.28,2.0,78147182.05,2901478.0,4556687.0,49760347.7,,,15322.0,0.45,,,,1.93,36939.0,99048.0,,,0.45,15322.0,,,52197.0,49.51,1.35,,,83.26,58.19,583516.0,10007299.4,,9.95,83.26,16.74,0.1315,16.77,0.9851
2019-02-13,4920496.0,85124580.8,15.81,54.69,7.72,86.12,2.0,79114145.6,2916405.0,4573072.0,50453806.5,,,9259.0,0.93,,2200.0,,0.18,37307.0,14436.0,,,0.93,9259.0,0.04,20104.0,23122.0,50.2,0.32,,,83.33,58.87,583516.0,10094826.8,,10.03,83.35,16.47,0.1321,16.7,0.9932
2019-02-14,4885463.0,84420800.64,15.7,52.67,7.67,85.71,2.0,78917639.04,2896945.0,4566993.0,50059209.6,,,7900.0,0.1,,12700.0,,0.47,323.0,29860.0,,,0.1,7900.0,0.22,2500.0,19102.0,50.03,0.32,,,81.84,58.4,642612.0,11104335.36,,11.1,81.84,16.47,0.1328,16.88,0.9848
2019-02-15,4936282.0,85990032.44,15.86,52.93,7.75,86.87,2.0,80640106.56,2963869.0,4629168.0,51630597.98,,,99711.0,1.7,,,,0.63,89175.0,37102.0,,,1.7,99711.0,,4315.0,27000.0,51.3,0.48,,,83.21,60.26,597929.0,10415923.18,,10.25,83.34,16.35,0.1345,18.0,1.0036
2019-02-18,4914248.0,86638192.24,15.79,52.79,7.71,87.0,2.0,81223772.42,2958864.0,4607134.0,52164772.32,,,5953.0,0.09,,,,0.16,5000.0,10958.0,,,0.09,5953.0,,,27034.0,51.49,0.37,,,82.4,60.23,632036.0,11142794.68,,10.98,82.42,16.44,0.1345,18.0,1.0004
2019-02-19,4883387.0,84873266.06,15.69,51.53,7.66,86.88,2.0,79266495.44,2961988.0,4560788.0,51479351.44,,,130785.0,,,,,2.07,,128196.0,,,,130785.0,,535.0,46346.0,52.17,0.85,,,93.92,60.62,191765.0,3332875.7,,3.38,93.92,16.46,0.1332,18.26,0.9995
2019-02-20,4711285.0,80798537.75,15.14,50.23,7.39,82.9,2.0,77095355.4,2739815.0,4495356.0,46987827.25,,,1000.0,0.29,,,,3.46,25000.0,186541.0,,,0.29,1000.0,,,90432.0,47.56,2.08,,,90.61,56.35,283959.0,4869896.85,,4.93,90.6,17.6,0.1389,19.01,0.969
2019-02-21,4649796.0,79139527.92,14.94,49.82,7.3,80.89,2.0,75916467.54,2701479.0,4460427.0,45979172.58,,,485.0,,,,,1.23,,59753.0,,,,485.0,,20932.0,34929.0,46.31,1.16,,,95.09,55.48,139639.0,2376655.78,,2.39,95.08,17.76,0.1404,19.25,0.9549
