,ALTXC FP Equity_DX_SI_QTY,ALTXC FP Equity_DX_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTXC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTXC FP Equity_DX_SI_MV,ALTXC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SUPPLY_SI_QTY,ALTXC FP Equity_DX_BROKER_SI_QTY,ALTXC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTXC FP Equity_DX_SUPPLY_SI_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTXC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTXC FP Equity_DX_BROKER_SI_CON_RATIO,ALTXC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTXC FP Equity_PX_LAST
2014-05-20,,,,,,,,,,,,,,,,,,,,7.51
2014-05-21,,,,,,,,,,,,,,,,,,,,7.51
2014-05-22,,,,,,,,,,,,,,,,,,,,7.51
2014-05-23,,,,,,,,,,,,,,,,,,,,7.51
2014-05-26,,,,,,,,,,,,,,,,,,,,7.51
2014-05-27,,,,,,,,,,,,,,,,,,,,7.51
2014-05-28,,,,,,,,,,,,,,,,,,,,7.51
2014-05-29,,,,,,,,,,,,,,,,,,,,7.51
2014-05-30,,,,,,,,,,,,,,,,,,,,7.51
2014-06-02,,,,,,,,,,,,,,,,,,,,7.51
2014-06-03,,,,,,,,,,,,,,,,,,,,7.51
2014-06-04,,,,,,,,,,,,,,,,,,,,7.51
2014-06-05,,,,,,,,,,,,,,,,,,,,7.51
2014-06-06,,,,,,,,,,,,,,,,,,,,7.51
2014-06-09,,,,,,,,,,,,,,,,,,,,7.51
2014-06-10,,,,,,,,,,,,,,,,,,,,7.51
2014-06-11,,,,,,,,,,,,,,,,,,,,7.51
2014-06-12,,,,,,,,,,,,,,,,,,,,7.51
2014-06-13,,,,,,,,,,,,,,,,,,,,7.51
2014-06-16,,,,,,,,,,,,,,,,,,,,7.51
2014-06-17,,,,,,,,,,,,,,,,,,,,7.51
2014-06-18,,,,,,,,,,,,,,,,,,,,7.51
2014-06-19,,,,,,,,,,,,,,,,,,,,7.51
2014-06-20,,,,,,,,,,,,,,,,,,,,7.51
2014-06-23,,,,,,,,,,,,,,,,,,,,7.51
2014-06-24,,,,,,,,,,,,,,,,,,,,7.51
2014-06-25,,,,,,,,,,,,,,,,,,,,7.51
2014-06-26,,,,,,,,,,,,,,,,,,,,7.51
2014-06-27,,,,,,,,,,,,,,,,,,,,7.51
2014-06-30,,,,,,,,,,,,,,,,,,,,7.51
2014-07-22,,,,,,,,,,,,,,,,,,,,7.43
2016-04-04,,,,,,,,,,,,,,,,,,,,3.69
2016-06-30,,,,,,,,,,,,,,,,,,,,6.0
2016-07-04,,,,,,,,,,,,,,,,,,,,6.0
2016-09-14,,,,,,,,,,,,,,,,,,,,5.0
2016-09-22,,,,,,,,,,,,,,,,,,,,6.0
2016-09-23,,,,,,,,,,,,,,,,,,,,6.25
2016-09-30,,,,,,,,,,,,,,,,,,,,6.3
2016-10-24,,,,,,,,,,,,,,,,,,,,6.99
2016-11-29,,,,,,,,,,,,,,,,,,,,7.0
2017-01-25,,,,,,,,,,,,,,,,,,,,7.0
2017-02-23,,,,,,,,,,,,,,,,,,,,7.0
2017-03-03,,,,,,,,,,,,,,,,,,,,7.0
2017-03-06,,,,,,,,,,,,,,,,,,,,7.0
2017-03-07,,,,,,,,,,,,,,,,,,,,7.0
2017-03-17,,,,,,,,,,,,,,,,,,,,5.7
2017-03-21,,,,,,,,,,,,,,,,,,,,7.0
2017-05-15,,,,,,,,,,,,,,,,,,,,7.0
2017-05-16,,,,,,,,,,,,,,,,,,,,7.0
2017-05-29,,,,,,,,,,,,,,,,,,,,7.0
2017-05-30,,,,,,,,,,,,,,,,,,,,7.0
2017-06-02,,,,,,,,,,,,,,,,,,,,6.8
2017-06-05,,,,,,,,,,,,,,,,,,,,7.2
2017-06-06,,,,,,,,,,,,,,,,,,,,7.5
2017-06-09,,,,,,,,,,,,,,,,,,,,7.0
2017-06-16,,,,,,,,,,,,,,,,,,,,6.8
2017-06-19,,,,,,,,,,,,,,,,,,,,6.8
2017-06-23,,,,,,,,,,,,,,,,,,,,6.8
2017-06-30,,,,,,,,,,,,,,,,,,,,6.8
2017-07-17,,,,,,,,,,,,,,,,,,,,6.8
2017-07-19,,,,,,,,,,,,,,,,,,,,6.8
2017-07-20,,,,,,,,,,,,,,,,,,,,6.8
2017-07-21,,,,,,,,,,,,,,,,,,,,6.8
2017-07-25,,,,,,,,,,,,,,,,,,,,6.8
2017-07-31,,,,,,,,,,,,,,,,,,,,6.8
2017-08-21,,,,,,,,,,,,,,,,,,,,6.8
2017-08-29,,,,,,,,,,,,,,,,,,,,6.8
2017-09-13,,,,,,,,,,,,,,,,,,,,7.0
2017-09-22,,,,,,,,,,,,,,,,,,,,7.0
2017-10-04,,,,,,,,,,,,,,,,,,,,7.0
2017-10-13,,,,,,,,,,,,,,,,,,,,5.63
2017-10-24,,,,,,,,,,,,,,,,,,,,5.7
2017-10-25,,,,,,,,,,,,,,,,,,,,5.7
2017-11-06,,,,,,,,,,,,,,,,,,,,5.7
2017-12-05,,,,,,,,,,,,,,,,,,,,5.7
2017-12-14,,,,,,,,,,,,,,,,,,,,5.7
2017-12-21,,,,,,,,,,,,,,,,,,,,5.7
2018-01-26,,,,,,,,,,,,,,,,,,,,6.0
2018-03-21,,,,,,,,,,,,,,,,,,,,3.86
2018-05-02,,,,,,,,,,,,,,,,,,,,4.0
2018-06-04,,,,,,,,,,,,,,,,,,,,3.22
2018-06-29,,,,,,,,,,,,,,,,,,,,3.88
2018-07-23,,,,,,,,,,,,,,,,,,,,4.0
2018-07-24,,,,,,,,,,,,,,,,,,,,4.0
2018-07-25,,,,,,,,,,,,,,,,,,,,4.5
2018-08-01,,,,,,,,,,,,,,,,,,,,4.5
2018-08-17,,,,,,,,,,,,,,,,,,,,4.5
2018-08-20,,,,,,,,,,,,,,,,,,,,4.5
2018-08-21,,,,,,,,,,,,,,,,,,,,4.5
2018-08-22,,,,,,,,,,,,,,,,,,,,4.5
2018-08-24,,,,,,,,,,,,,,,,,,,,4.4
2018-08-27,,,,,,,,,,,,,,,,,,,,4.4
2018-08-28,,,,,,,,,,,,,,,,,,,,4.3
2018-09-13,,,,,,,,,,,,,,,,,,,,4.3
2018-09-17,,,,,,,,,,,,,,,,,,,,4.3
2018-09-19,,,,,,,,,,,,,,,,,,,,4.3
2018-09-20,,,,,,,,,,,,,,,,,,,,4.3
2018-09-21,,,,,,,,,,,,,,,,,,,,4.3
2018-09-24,,,,,,,,,,,,,,,,,,,,4.3
2018-09-25,,,,,,,,,,,,,,,,,,,,4.4
2018-09-26,,,,,,,,,,,,,,,,,,,,4.3
2018-09-27,,,,,,,,,,,,,,,,,,,,4.3
2018-09-28,,,,,,,,,,,,,,,,,,,,4.3
2018-10-01,,,,,,,,,,,,,,,,,,,,4.34
2018-10-04,,,,,,,,,,,,,,,,,,,,4.34
2018-10-09,,,,,,,,,,,,,,,,,,,,4.5
2018-10-10,,,,,,,,,,,,,,,,,,,,4.3
2018-10-11,,,,,,,,,,,,,,,,,,,,4.3
2018-10-12,,,,,,,,,,,,,,,,,,,,4.3
2018-10-15,,,,,,,,,,,,,,,,,,,,4.14
2018-10-16,,,,,,,,,,,,,,,,,,,,4.14
2018-10-17,,,,,,,,,,,,,,,,,,,,4.12
2018-10-18,,,,,,,,,,,,,,,,,,,,4.22
2018-10-19,,,,,,,,,,,,,,,,,,,,4.5
2018-10-22,,,,,,,,,,,,,,,,,,,,4.5
2018-10-23,,,,,,,,,,,,,,,,,,,,4.6
2018-10-24,,,,,,,,,,,,,,,,,,,,4.36
2018-10-25,,,,,,,,,,,,,,,,,,,,4.24
2018-10-26,,,,,,,,,,,,,,,,,,,,4.3
2018-10-29,,,,,,,,,,,,,,,,,,,,4.3
2018-10-30,,,,,,,,,,,,,,,,,,,,4.24
2018-10-31,,,,,,,,,,,,,,,,,,,,4.3
2018-11-01,,,,,,,,,,,,,,,,,,,,4.6
2018-11-16,,,,,,,,,,,,,,,,,,,,4.8
2018-11-19,,,,,,,,,,,,,,,,,,,,4.8
2018-11-20,,,,,,,,,,,,,,,,,,,,4.8
2018-11-21,,,,,,,,,,,,,,,,,,,,4.8
2018-11-22,,,,,,,,,,,,,,,,,,,,4.8
2018-11-23,,,,,,,,,,,,,,,,,,,,4.8
2018-11-26,,,,,,,,,,,,,,,,,,,,4.12
2018-11-27,,,,,,,,,,,,,,,,,,,,4.5
2018-11-28,,,,,,,,,,,,,,,,,,,,4.5
2018-11-29,,,,,,,,,,,,,,,,,,,,4.5
2018-11-30,,,,,,,,,,,,,,,,,,,,4.5
2018-12-04,,,,,,,,,,,,,,,,,,,,5.0
2018-12-20,,,,,,,,,,,,,,,,,,,,4.9
2018-12-21,,,,,,,,,,,,,,,,,,,,4.9
2018-12-28,,,,,,,,,,,,,,,,,,,,4.54
2019-01-03,,,,,,,,,,,,,,,,,,,,4.54
2019-01-04,,,,,,,,,,,,,,,,,,,,4.88
2019-01-11,,,,,,,,,,,,,,,,,,,,4.9
2019-01-14,,,,,,,,,,,,,,,,,,,,4.98
2019-01-17,,,,,,,,,,,,,,,,,,,,4.98
2019-01-25,,,,,,,,,,,,,,,,,,,,5.15
2019-01-28,,,,,,,,,,,,,,,,,,,,5.6
2019-01-29,,,,,,,,,,,,,,,,,,,,5.7
2019-01-31,,,,,,,,,,,,,,,,,,,,5.7
2019-02-08,,,,,,,,,,,,,,,,,,,,5.7
2019-02-11,,,,,,,,,,,,,,,,,,,,5.55
2019-02-15,,,,,,,,,,,,,,,,,,,,5.55
2019-02-19,,,,,,,,,,,,,,,,,,,,5.55
2019-02-27,,,,,,,,,,,,,,,,,,,,5.4
2019-02-28,,,,,,,,,,,,,,,,,,,,5.45
2019-03-01,,,,,,,,,,,,,,,,,,,,5.45
2019-03-06,,,,,,,,,,,,,,,,,,,,5.4
2019-03-11,,,,,,,,,,,,,,,,,,,,5.35
2019-03-13,,,,,,,,,,,,,,,,,,,,5.9
2019-03-14,,,,,,,,,,,,,,,,,,,,6.85
2019-03-15,,,,,,,,,,,,,,,,,,,,6.85
2019-03-18,,,,,,,,,,,,,,,,,,,,6.9
2019-03-19,,,,,,,,,,,,,,,,,,,,7.3
2019-03-20,,,,,,,,,,,,,,,,,,,,7.1
2019-03-21,,,,,,,,,,,,,,,,,,,,7.3
2019-03-22,,,,,,,,,,,,,,,,,,,,7.25
2019-03-25,,,,,,,,,,,,,,,,,,,,7.2
2019-03-26,,,,,,,,,,,,,,,,,,,,7.2
2019-03-28,,,,,,,,,,,,,,,,,,,,7.2
2019-04-01,,,,,,,,,,,,,,,,,,,,7.2
2019-04-02,,,,,,,,,,,,,,,,,,,,7.2
2019-04-03,,,,,,,,,,,,,,,,,,,,6.8
2019-04-04,,,,,,,,,,,,,,,,,,,,5.85
2019-04-08,,,,,,,,,,,,,,,,,,,,5.85
2019-04-17,,,,,,,,,,,,,,,,,,,,6.8
2019-04-24,,,,,,,,,,,,,,,,,,,,6.8
2019-04-26,,,,,,,,,,,,,,,,,,,,7.0
2019-04-29,,,,,,,,,,,,,,,,,,,,7.2
2019-05-08,,,,,,,,,,,,,,,,,,,,7.2
2019-05-09,,,,,,,,,,,,,,,,,,,,7.15
2019-05-10,,,,,,,,,,,,,,,,,,,,6.2
2019-05-13,,,,,,,,,,,,,,,,,,,,6.75
2019-05-15,,,,,,,,,,,,,,,,,,,,6.75
2019-05-16,,,,,,,,,,,,,,,,,,,,6.35
2019-05-17,,,,,,,,,,,,,,,,,,,,6.3
2019-05-20,,,,,,,,,,,,,,,,,,,,6.5
2019-05-21,,,,,,,,,,,,,,,,,,,,6.5
2019-05-22,,,,,,,,,,,,,,,,,,,,6.25
2019-05-23,,,,,,,,,,,,,,,,,,,,6.25
2019-05-24,,,,,,,,,,,,,,,,,,,,6.25
2019-05-27,,,,,,,,,,,,,,,,,,,,6.5
2019-05-28,,,,,,,,,,,,,,,,,,,,6.5
2019-05-29,,,,,,,,,,,,,,,,,,,,6.1
2019-05-30,,,,,,,,,,,,,,,,,,,,6.1
2019-05-31,,,,,,,,,,,,,,,,,,,,6.05
2019-06-03,,,,,,,,,,,,,,,,,,,,6.0
2019-06-04,,,,,,,,,,,,,,,,,,,,6.4
2019-06-06,,,,,,,,,,,,,,,,,,,,6.1
2019-06-07,,,,,,,,,,,,,,,,,,,,6.0
2019-06-10,,,,,,,,,,,,,,,,,,,,6.25
2019-06-11,,,,,,,,,,,,,,,,,,,,6.1
2019-06-12,,,,,,,,,,,,,,,,,,,,6.5
2019-06-13,,,,,,,,,,,,,,,,,,,,5.8
2019-06-14,,,,,,,,,,,,,,,,,,,,5.8
2019-06-17,,,,,,,,,,,,,,,,,,,,6.2
2019-06-18,,,,,,,,,,,,,,,,,,,,5.7
2019-06-19,,,,,,,,,,,,,,,,,,,,6.2
2019-06-20,,,,,,,,,,,,,,,,,,,,6.0
2019-06-21,,,,,,,,,,,,,,,,,,,,6.0
2019-06-24,,,,,,,,,,,,,,,,,,,,6.0
2019-06-25,,,,,,,,,,,,,,,,,,,,6.0
2019-06-26,,,,,,,,,,,,,,,,,,,,6.05
2019-06-27,,,,,,,,,,,,,,,,,,,,6.5
2019-06-28,,,,,,,,,,,,,,,,,,,,6.0
2019-07-01,,,,,,,,,,,,,,,,,,,,6.1
2019-07-02,,,,,,,,,,,,,,,,,,,,6.45
2019-07-03,,,,,,,,,,,,,,,,,,,,6.0
2019-07-04,,,,,,,,,,,,,,,,,,,,6.5
2019-07-05,,,,,,,,,,,,,,,,,,,,6.4
2019-07-08,,,,,,,,,,,,,,,,,,,,6.2
2019-07-09,,,,,,,,,,,,,,,,,,,,6.5
2019-07-10,,,,,,,,,,,,,,,,,,,,7.25
2019-07-11,,,,,,,,,,,,,,,,,,,,6.6
2019-07-12,,,,,,,,,,,,,,,,,,,,6.5
2019-07-15,,,,,,,,,,,,,,,,,,,,6.5
2019-07-16,,,,,,,,,,,,,,,,,,,,6.5
2019-07-17,,,,,,,,,,,,,,,,,,,,6.7
2019-07-18,,,,,,,,,,,,,,,,,,,,6.9
2019-07-19,,,,,,,,,,,,,,,,,,,,7.0
2019-07-22,,,,,,,,,,,,,,,,,,,,7.0
2019-07-23,,,,,,,,,,,,,,,,,,,,7.15
2019-07-24,,,,,,,,,,,,,,,,,,,,7.15
2019-07-25,,,,,,,,,,,,,,,,,,,,7.0
2019-07-26,,,,,,,,,,,,,,,,,,,,7.0
2019-07-29,,,,,,,,,,,,,,,,,,,,6.7
2019-07-30,,,,,,,,,,,,,,,,,,,,6.7
2019-07-31,,,,,,,,,,,,,,,,,,,,6.7
2019-08-01,,,,,,,,,,,,,,,,,,,,6.7
2019-08-02,,,,,,,,,,,,,,,,,,,,6.0
2019-08-05,,,,,,,,,,,,,,,,,,,,6.45
2019-08-06,,,,,,,,,,,,,,,,,,,,6.85
2019-08-07,,,,,,,,,,,,,,,,,,,,6.5
2019-08-08,,,,,,,,,,,,,,,,,,,,6.5
2019-08-09,,,,,,,,,,,,,,,,,,,,6.5
2019-08-12,,,,,,,,,,,,,,,,,,,,6.5
2019-08-13,,,,,,,,,,,,,,,,,,,,6.9
2019-08-14,,,,,,,,,,,,,,,,,,,,6.55
2019-08-15,,,,,,,,,,,,,,,,,,,,6.85
2019-08-16,,,,,,,,,,,,,,,,,,,,6.75
2019-08-19,,,,,,,,,,,,,,,,,,,,6.8
2019-08-20,,,,,,,,,,,,,,,,,,,,6.9
2019-08-21,,,,,,,,,,,,,,,,,,,,6.95
2019-08-22,,,,,,,,,,,,,,,,,,,,7.2
2019-08-23,,,,,,,,,,,,,,,,,,,,7.5
2019-08-26,,,,,,,,,,,,,,,,,,,,7.0
2019-08-27,,,,,,,,,,,,,,,,,,,,7.6
2019-08-28,,,,,,,,,,,,,,,,,,,,8.4
2019-08-29,,,,,,,,,,,,,,,,,,,,8.2
2019-09-02,,,,,,,,,,,,,,,,,,,,6.95
2019-09-03,,,,,,,,,,,,,,,,,,,,7.5
2019-09-04,,,,,,,,,,,,,,,,,,,,7.05
2019-09-05,,,,,,,,,,,,,,,,,,,,7.2
2019-09-06,,,,,,,,,,,,,,,,,,,,7.2
2019-09-09,,,,,,,,,,,,,,,,,,,,7.2
2019-09-10,,,,,,,,,,,,,,,,,,,,7.3
2019-09-11,,,,,,,,,,,,,,,,,,,,7.2
2019-09-12,,,,,,,,,,,,,,,,,,,,7.4
2019-09-13,,,,,,,,,,,,,,,,,,,,7.2
2019-09-16,,,,,,,,,,,,,,,,,,,,7.5
2019-09-17,,,,,,,,,,,,,,,,,,,,7.4
2019-09-18,,,,,,,,,,,,,,,,,,,,7.4
2019-09-20,,,,,,,,,,,,,,,,,,,,7.5
2019-09-25,,,,,,,,,,,,,,,,,,,,7.05
2019-09-27,,,,,,,,,,,,,,,,,,,,7.05
2019-09-30,,,,,,,,,,,,,,,,,,,,7.1
2019-10-02,,,,,,,,,,,,,,,,,,,,7.05
2019-10-03,,,,,,,,,,,,,,,,,,,,7.4
2019-10-04,,,,,,,,,,,,,,,,,,,,7.4
2019-10-07,,,,,,,,,,,,,,,,,,,,7.0
2019-10-08,,,,,,,,,,,,,,,,,,,,7.0
2019-10-17,,,,,,,,,,,,,,,,,,,,7.1
2019-10-18,,,,,,,,,,,,,,,,,,,,7.1
2019-10-22,,,,,,,,,,,,,,,,,,,,7.1
2019-10-28,,,,,,,,,,,,,,,,,,,,7.0
2019-10-30,,,,,,,,,,,,,,,,,,,,6.95
2019-11-04,,,,,,,,,,,,,,,,,,,,7.5
2019-11-05,,,,,,,,,,,,,,,,,,,,7.7
2019-11-08,,,,,,,,,,,,,,,,,,,,7.7
2019-11-11,,,,,,,,,,,,,,,,,,,,7.3
2019-11-12,,,,,,,,,,,,,,,,,,,,7.3
2019-11-14,,,,,,,,,,,,,,,,,,,,7.0
2019-11-15,,,,,,,,,,,,,,,,,,,,7.05
2019-11-19,,,,,,,,,,,,,,,,,,,,7.6
2019-11-21,,,,,,,,,,,,,,,,,,,,7.55
2019-11-22,,,,,,,,,,,,,,,,,,,,7.2
2019-11-25,,,,,,,,,,,,,,,,,,,,7.5
2019-11-27,,,,,,,,,,,,,,,,,,,,7.35
2019-11-28,,,,,,,,,,,,,,,,,,,,7.35
2019-12-02,,,,,,,,,,,,,,,,,,,,7.6
2019-12-03,,,,,,,,,,,,,,,,,,,,7.6
2019-12-04,,,,,,,,,,,,,,,,,,,,7.6
2019-12-06,,,,,,,,,,,,,,,,,,,,7.6
2019-12-09,,,,,,,,,,,,,,,,,,,,7.6
2019-12-10,,,,,,,,,,,,,,,,,,,,7.9
2019-12-12,,,,,,,,,,,,,,,,,,,,7.9
2019-12-13,,,,,,,,,,,,,,,,,,,,7.8
2019-12-17,,,,,,,,,,,,,,,,,,,,7.8
2019-12-18,,,,,,,,,,,,,,,,,,,,7.8
2019-12-20,,,,,,,,,,,,,,,,,,,,7.5
2019-12-27,,,,,,,,,,,,,,,,,,,,7.5
2019-12-30,,,,,,,,,,,,,,,,,,,,7.9
2019-12-31,,,,,,,,,,,,,,,,,,,,8.0
2020-01-02,,,,,,,,,,,,,,,,,,,,7.8
2020-01-03,,,,,,,,,,,,,,,,,,,,7.8
2020-01-06,,,,,,,,,,,,,,,,,,,,7.8
2020-01-07,,,,,,,,,,,,,,,,,,,,8.0
2020-01-08,,,,,,,,,,,,,,,,,,,,8.0
2020-01-09,,,,,,,,,,,,,,,,,,,,8.15
2020-01-10,,,,,,,,,,,,,,,,,,,,8.0
2020-01-13,,,,,,,,,,,,,,,,,,,,8.0
2020-01-14,,,,,,,,,,,,,,,,,,,,8.0
2020-01-15,,,,,,,,,,,,,,,,,,,,8.0
2020-01-20,,,,,,,,,,,,,,,,,,,,8.0
2020-01-21,,,,,,,,,,,,,,,,,,,,8.0
2020-01-28,,,,,,,,,,,,,,,,,,,,8.0
2020-01-30,,,,,,,,,,,,,,,,,,,,7.7
2020-01-31,,,,,,,,,,,,,,,,,,,,7.65
2020-02-03,,,,,,,,,,,,,,,,,,,,7.85
2020-02-04,,,,,,,,,,,,,,,,,,,,7.65
2020-02-07,,,,,,,,,,,,,,,,,,,,7.65
2020-02-10,,,,,,,,,,,,,,,,,,,,8.0
2020-02-13,,,,,,,,,,,,,,,,,,,,8.0
2020-02-14,,,,,,,,,,,,,,,,,,,,7.95
2020-02-17,,,,,,,,,,,,,,,,,,,,7.7
2020-02-18,,,,,,,,,,,,,,,,,,,,7.7
2020-02-19,,,,,,,,,,,,,,,,,,,,7.7
2020-02-20,,,,,,,,,,,,,,,,,,,,7.6
2020-02-21,,,,,,,,,,,,,,,,,,,,7.5
2020-02-25,,,,,,,,,,,,,,,,,,,,7.25
2020-02-26,,,,,,,,,,,,,,,,,,,,7.25
2020-02-28,,,,,,,,,,,,,,,,,,,,7.9
2020-03-02,,,,,,,,,,,,,,,,,,,,7.9
2020-03-03,,,,,,,,,,,,,,,,,,,,7.9
2020-03-09,,,,,,,,,,,,,,,,,,,,6.35
2020-03-10,,,,,,,,,,,,,,,,,,,,6.35
2020-03-11,,,,,,,,,,,,,,,,,,,,7.55
2020-03-13,,,,,,,,,,,,,,,,,,,,6.6
2020-03-16,,,,,,,,,,,,,,,,,,,,6.25
2020-03-17,,,,,,,,,,,,,,,,,,,,6.6
2020-03-18,,,,,,,,,,,,,,,,,,,,6.6
2020-03-20,,,,,,,,,,,,,,,,,,,,5.75
2020-03-23,,,,,,,,,,,,,,,,,,,,5.75
2020-03-24,,,,,,,,,,,,,,,,,,,,5.5
2020-03-25,,,,,,,,,,,,,,,,,,,,5.55
2020-03-26,,,,,,,,,,,,,,,,,,,,5.55
2020-03-30,,,,,,,,,,,,,,,,,,,,6.0
2020-04-01,,,,,,,,,,,,,,,,,,,,6.3
2020-04-06,,,,,,,,,,,,,,,,,,,,6.6
2020-04-07,,,,,,,,,,,,,,,,,,,,6.6
2020-04-09,,,,,,,,,,,,,,,,,,,,6.6
2020-04-14,,,,,,,,,,,,,,,,,,,,6.85
2020-04-15,,,,,,,,,,,,,,,,,,,,6.6
2020-04-16,,,,,,,,,,,,,,,,,,,,6.6
2020-04-17,,,,,,,,,,,,,,,,,,,,6.0
2020-04-23,,,,,,,,,,,,,,,,,,,,6.0
2020-04-29,,,,,,,,,,,,,,,,,,,,6.0
2020-04-30,,,,,,,,,,,,,,,,,,,,6.5
2020-05-04,,,,,,,,,,,,,,,,,,,,6.5
2020-05-05,,,,,,,,,,,,,,,,,,,,6.75
2020-05-06,,,,,,,,,,,,,,,,,,,,6.85
2020-05-11,,,,,,,,,,,,,,,,,,,,6.85
2020-05-18,,,,,,,,,,,,,,,,,,,,6.9
2020-05-20,,,,,,,,,,,,,,,,,,,,6.85
2020-05-22,,,,,,,,,,,,,,,,,,,,6.85
2020-05-25,,,,,,,,,,,,,,,,,,,,7.0
2020-05-26,,,,,,,,,,,,,,,,,,,,7.0
2020-05-27,,,,,,,,,,,,,,,,,,,,6.95
2020-05-28,,,,,,,,,,,,,,,,,,,,7.0
2020-05-29,,,,,,,,,,,,,,,,,,,,7.0
2020-06-01,,,,,,,,,,,,,,,,,,,,6.95
2020-06-02,,,,,,,,,,,,,,,,,,,,7.0
2020-06-03,,,,,,,,,,,,,,,,,,,,7.0
2020-06-04,,,,,,,,,,,,,,,,,,,,6.95
2020-06-05,,,,,,,,,,,,,,,,,,,,6.95
2020-06-09,,,,,,,,,,,,,,,,,,,,6.9
2020-06-15,,,,,,,,,,,,,,,,,,,,6.9
2020-06-16,,,,,,,,,,,,,,,,,,,,7.0
2020-06-17,,,,,,,,,,,,,,,,,,,,6.9
2020-06-23,,,,,,,,,,,,,,,,,,,,6.9
2020-06-25,,,,,,,,,,,,,,,,,,,,6.9
2020-06-29,,,,,,,,,,,,,,,,,,,,7.0
2020-06-30,,,,,,,,,,,,,,,,,,,,7.0
2020-07-01,,,,,,,,,,,,,,,,,,,,7.0
2020-07-02,,,,,,,,,,,,,,,,,,,,7.55
2020-07-03,,,,,,,,,,,,,,,,,,,,7.95
2020-07-06,,,,,,,,,,,,,,,,,,,,7.85
2020-07-07,,,,,,,,,,,,,,,,,,,,7.95
2020-07-08,,,,,,,,,,,,,,,,,,,,8.4
2020-07-09,,,,,,,,,,,,,,,,,,,,8.3
2020-07-10,,,,,,,,,,,,,,,,,,,,8.0
2020-07-14,,,,,,,,,,,,,,,,,,,,8.0
2020-07-15,,,,,,,,,,,,,,,,,,,,8.35
2020-07-17,,,,,,,,,,,,,,,,,,,,8.35
2020-07-20,,,,,,,,,,,,,,,,,,,,8.35
2020-07-21,,,,,,,,,,,,,,,,,,,,8.35
2020-07-22,,,,,,,,,,,,,,,,,,,,8.1
2020-07-30,,,,,,,,,,,,,,,,,,,,8.0
2020-07-31,,,,,,,,,,,,,,,,,,,,8.1
2020-08-04,,,,,,,,,,,,,,,,,,,,8.1
2020-08-11,,,,,,,,,,,,,,,,,,,,8.1
2020-08-13,,,,,,,,,,,,,,,,,,,,8.3
2020-08-18,,,,,,,,,,,,,,,,,,,,8.3
2020-08-19,,,,,,,,,,,,,,,,,,,,7.95
2020-08-25,,,,,,,,,,,,,,,,,,,,8.3
2020-08-31,,,,,,,,,,,,,,,,,,,,8.2
2020-09-01,,,,,,,,,,,,,,,,,,,,8.3
2020-09-02,,,,,,,,,,,,,,,,,,,,8.3
2020-09-03,,,,,,,,,,,,,,,,,,,,8.3
2020-09-04,,,,,,,,,,,,,,,,,,,,8.3
2020-09-07,,,,,,,,,,,,,,,,,,,,8.3
2020-09-08,,,,,,,,,,,,,,,,,,,,7.95
2020-09-09,,,,,,,,,,,,,,,,,,,,7.95
2020-09-10,,,,,,,,,,,,,,,,,,,,8.2
2020-09-14,,,,,,,,,,,,,,,,,,,,8.15
2020-09-15,,,,,,,,,,,,,,,,,,,,8.2
2020-09-16,,,,,,,,,,,,,,,,,,,,8.3
2020-09-17,,,,,,,,,,,,,,,,,,,,8.3
2020-09-25,,,,,,,,,,,,,,,,,,,,8.0
2020-09-28,,,,,,,,,,,,,,,,,,,,7.95
2020-09-29,,,,,,,,,,,,,,,,,,,,7.95
2020-10-01,,,,,,,,,,,,,,,,,,,,8.0
2020-10-05,,,,,,,,,,,,,,,,,,,,8.5
2020-10-06,,,,,,,,,,,,,,,,,,,,7.95
2020-10-07,,,,,,,,,,,,,,,,,,,,8.5
2020-10-08,,,,,,,,,,,,,,,,,,,,8.35
2020-10-09,,,,,,,,,,,,,,,,,,,,8.35
2020-10-12,,,,,,,,,,,,,,,,,,,,8.5
2020-10-22,,,,,,,,,,,,,,,,,,,,8.45
2020-10-23,,,,,,,,,,,,,,,,,,,,8.3
2020-10-26,,,,,,,,,,,,,,,,,,,,8.5
2020-10-27,,,,,,,,,,,,,,,,,,,,8.5
2020-10-29,,,,,,,,,,,,,,,,,,,,8.45
2020-10-30,,,,,,,,,,,,,,,,,,,,8.6
2020-11-02,,,,,,,,,,,,,,,,,,,,8.8
2020-11-03,,,,,,,,,,,,,,,,,,,,8.7
2020-11-04,,,,,,,,,,,,,,,,,,,,8.4
2020-11-05,,,,,,,,,,,,,,,,,,,,8.4
